SA3_MAIN11,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot,SA3_NAME11
10101,0,0,0,0,0,0,3,23,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,9,0,0,9,23,12,15,0,3,0,3,8,0,3,3,4,83,3,10,49,26,5,8,0,3,0,0,0,0,0,0,4,108,0,0,0,0,3,3,3,3,0,0,0,0,0,4,0,16,0,0,0,3,3,3,4,3,0,3,0,0,0,3,4,26,0,0,0,11,9,11,9,9,0,3,0,0,3,0,16,71,0,3,0,6,17,8,4,0,0,0,5,0,0,0,8,51,0,3,21,8,4,0,0,0,0,0,0,0,0,0,3,39,0,12,118,26,12,8,23,9,0,0,0,0,0,0,7,215,6,11,12,88,111,132,79,39,5,7,18,6,12,7,67,600,0,0,0,0,10,37,27,13,0,12,18,9,16,10,3,155,0,6,4,0,0,14,4,0,0,6,0,0,0,0,3,37,Goulburn - Yass
10102,0,4,18,9,5,11,0,93,0,0,0,3,0,3,3,3,0,0,0,4,0,0,0,16,0,3,8,20,18,12,7,5,0,3,3,3,3,4,3,92,3,17,181,156,33,17,8,4,0,0,0,0,3,0,27,449,0,0,0,0,0,6,3,0,0,3,0,4,0,0,3,19,0,0,0,0,5,9,5,6,3,4,9,0,0,0,0,41,0,3,0,3,4,6,3,0,0,0,0,0,0,0,0,19,0,0,5,14,22,26,19,10,5,0,0,4,0,11,3,119,0,14,33,26,7,0,0,3,0,0,0,0,0,0,3,86,0,10,77,25,9,11,3,3,0,0,3,0,3,0,3,147,3,0,10,65,152,171,148,85,15,22,40,16,36,12,48,823,0,0,0,0,11,61,40,52,14,19,42,45,13,18,8,323,0,24,11,17,9,39,11,5,0,0,0,0,0,0,4,120,Queanbeyan
10103,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,7,0,3,4,0,0,0,0,0,0,0,29,3,3,51,18,0,3,3,0,0,0,0,0,0,0,3,84,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,3,10,6,3,0,0,0,0,0,0,0,0,4,29,0,0,3,3,3,5,6,0,0,3,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,49,8,8,8,3,5,0,0,0,0,0,0,5,89,0,7,6,27,47,53,37,17,5,4,6,0,7,5,18,239,0,0,0,3,3,12,6,0,3,3,3,0,0,0,3,36,0,10,4,3,6,0,0,0,0,0,0,0,0,0,0,23,Snowy Mountains
10104,0,5,0,0,0,3,3,34,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,14,31,25,17,8,3,4,0,3,4,0,3,5,123,5,6,73,50,9,5,5,0,0,0,0,6,0,0,15,174,0,4,4,3,0,0,3,9,3,0,0,0,3,0,6,35,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0,13,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,14,0,3,5,14,10,3,3,0,5,0,0,0,0,0,3,46,3,11,44,25,3,3,0,0,0,0,0,0,0,0,3,92,0,45,247,53,30,21,16,3,0,0,0,0,0,0,9,424,9,10,33,111,226,160,107,38,12,12,12,11,9,7,65,822,0,3,0,4,8,41,38,17,3,9,7,3,13,8,6,160,0,14,10,7,8,8,3,0,3,0,0,0,0,0,3,56,South Coast
10201,7,9,5,8,3,0,8,181,0,0,0,5,3,0,10,4,0,3,0,0,0,0,3,28,3,9,30,85,79,115,81,37,13,21,17,13,7,5,33,548,16,34,166,116,29,11,5,0,0,0,0,4,3,0,30,414,0,0,5,3,13,16,40,29,3,7,9,0,4,0,7,136,0,0,0,3,15,50,49,51,22,12,19,13,9,0,11,254,0,5,16,17,23,3,5,7,0,0,0,0,0,0,4,80,0,9,10,25,43,51,25,31,3,3,3,0,3,3,12,221,0,41,88,61,22,12,5,0,0,0,6,0,0,0,11,246,0,62,288,67,49,48,36,16,4,3,8,8,3,3,26,621,17,26,58,267,618,718,523,276,48,39,47,38,49,38,173,2935,0,0,0,18,63,200,190,50,22,20,30,18,16,8,16,651,3,31,19,20,5,64,19,7,0,3,0,6,0,0,10,187,Gosford
10202,0,0,5,7,4,0,7,135,0,0,0,6,3,0,10,3,0,0,0,0,3,0,0,25,0,8,37,112,85,70,30,17,3,3,3,3,12,6,12,401,10,15,174,137,31,10,5,0,0,0,0,0,0,0,33,415,0,0,3,3,4,12,14,16,5,4,0,0,0,0,3,64,0,0,0,0,5,17,18,9,3,0,0,0,0,5,6,63,4,3,8,25,21,9,3,3,0,0,0,0,3,0,3,82,0,3,3,20,16,28,13,13,4,6,0,3,12,3,3,127,3,62,158,114,27,7,4,0,0,0,0,0,0,0,16,391,0,33,260,84,37,36,12,7,0,3,0,3,6,0,20,501,23,13,33,225,515,612,486,199,50,39,42,36,28,24,152,2477,0,0,0,12,35,210,146,84,23,16,24,17,23,15,22,627,0,19,11,6,7,32,4,4,6,0,3,0,0,3,4,99,Wyong
10301,0,0,0,0,0,0,3,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,10,0,0,3,17,9,8,5,4,6,0,0,5,0,3,0,60,0,3,27,21,0,0,4,0,0,0,0,0,0,0,9,64,0,0,3,3,0,0,8,3,0,0,0,0,0,0,3,20,0,0,0,0,0,4,0,0,0,3,3,0,3,0,6,19,0,0,0,12,8,9,5,0,0,0,0,0,0,0,13,47,0,0,3,4,8,5,7,4,4,0,0,0,0,0,3,38,0,3,4,7,3,0,4,0,0,0,0,0,0,0,3,24,0,12,58,16,11,16,3,0,0,0,0,0,0,0,8,124,0,3,6,39,80,95,98,62,15,22,24,27,23,9,75,578,0,0,0,3,3,20,26,15,0,4,6,7,3,5,10,102,0,3,3,0,4,5,0,0,0,0,0,0,0,0,3,18,Bathurst
10302,0,0,3,0,0,0,0,18,0,0,0,3,0,0,3,3,0,0,5,0,5,0,0,19,0,6,6,8,7,6,7,3,0,0,3,0,4,5,3,58,0,4,20,12,3,0,0,0,0,0,0,0,0,0,7,46,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,10,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,12,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,8,0,3,4,3,4,0,4,3,0,0,0,0,0,0,0,21,0,0,7,5,6,0,0,0,0,0,0,0,0,0,4,22,0,14,69,15,3,0,0,3,0,0,0,0,0,0,4,108,5,0,6,26,64,65,48,22,3,7,8,7,10,7,23,301,0,0,0,0,7,24,21,16,4,5,5,15,20,5,7,129,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,20,Lachlan Valley
10303,0,0,5,0,0,0,4,19,0,0,0,0,0,0,7,4,0,0,0,0,0,0,6,17,0,0,6,9,14,10,0,5,4,0,5,3,0,0,6,62,0,3,26,27,8,5,0,0,0,0,0,0,3,0,9,81,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,12,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,12,0,3,0,5,3,0,0,0,0,0,0,0,0,0,7,18,0,3,0,5,3,11,0,8,0,0,0,0,0,0,8,38,0,4,20,13,0,0,0,0,0,0,0,0,0,0,4,41,0,10,68,26,16,8,3,4,0,0,0,0,0,0,0,135,4,6,10,57,88,83,38,21,14,5,6,12,6,4,38,392,0,0,0,0,6,27,43,11,3,3,7,3,11,0,14,128,0,12,6,10,0,9,0,0,0,0,0,0,0,0,0,37,Lithgow - Mudgee
10304,3,3,0,3,3,0,0,34,0,0,0,0,3,0,6,3,3,0,0,0,4,0,0,19,0,0,10,13,10,8,5,7,4,0,4,0,0,0,6,67,0,10,37,63,5,3,0,3,0,0,0,0,0,0,10,131,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,0,0,0,6,3,3,5,3,3,3,0,5,3,34,4,0,3,4,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,7,8,13,0,0,0,0,0,0,0,0,3,34,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,20,73,15,11,5,3,0,0,0,0,0,0,0,6,133,7,6,17,48,91,115,88,55,16,32,11,6,24,19,38,573,0,0,0,3,8,29,28,29,8,13,17,11,5,8,5,164,0,25,3,6,0,5,7,3,3,0,0,0,0,0,3,55,Orange
