sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa3_name16
10102,4669.0,4664.0,4622.0,4589.0,4622.0,48.0,49.0,49.0,50.0,50.0,83030187.0,78336350.0,73198997.0,73318223.0,82118701.0,7439.0,6662.0,5783.0,6228.0,6960.0,17783.0,16796.0,15837.0,15977.0,17767.0,6.4,6.0,5.7,5.6,5.8,Queanbeyan
10103,2795.0,2788.0,2815.0,2869.0,2887.0,52.0,52.0,52.0,53.0,53.0,50017366.0,45917518.0,37728987.0,43678496.0,56460639.0,9158.0,8794.0,6360.0,6739.0,9466.0,17895.0,16470.0,13403.0,15224.0,19557.0,13.4,12.9,11.9,11.9,12.9,Snowy Mountains
10104,7905.0,7840.0,7753.0,7708.0,7869.0,52.0,52.0,52.0,53.0,53.0,130257666.0,137230088.0,129029097.0,139620500.0,156793818.0,9034.0,9840.0,9488.0,10136.0,11191.0,16478.0,17504.0,16642.0,18114.0,19926.0,11.7,11.4,11.4,11.4,11.8,South Coast
10105,3840.0,3914.0,3876.0,3901.0,3992.0,52.0,52.0,52.0,53.0,53.0,58144038.0,49859154.0,42182781.0,48059251.0,71059505.0,6562.0,4759.0,3607.0,4854.0,7541.0,15142.0,12739.0,10883.0,12320.0,17800.0,10.1,9.2,8.9,9.4,10.3,Goulburn - Mulwaree
10106,5201.0,5302.0,5284.0,5304.0,5293.0,52.0,52.0,52.0,52.0,53.0,99491358.0,87982787.0,68783780.0,74979587.0,104805141.0,7550.0,5977.0,4326.0,4604.0,8041.0,19129.0,16594.0,13017.0,14136.0,19801.0,13.0,12.4,11.3,11.5,12.7,Young - Yass
10201,12892.0,12969.0,13033.0,13062.0,13279.0,48.0,48.0,48.0,48.0,48.0,296343541.0,316795172.0,314895075.0,336141415.0,355689691.0,11712.0,12349.0,12670.0,13473.0,14259.0,22987.0,24427.0,24161.0,25734.0,26786.0,8.0,8.0,8.0,8.1,8.3,Gosford
10202,9198.0,9096.0,9135.0,9238.0,9501.0,46.0,46.0,46.0,46.0,46.0,178574143.0,179281632.0,184021995.0,196402707.0,204594961.0,11878.0,12375.0,13119.0,13552.0,13500.0,19414.0,19710.0,20145.0,21260.0,21534.0,7.2,7.1,7.2,7.1,7.2,Wyong
10301,4124.0,4133.0,4204.0,4250.0,4350.0,51.0,52.0,52.0,52.0,52.0,72543594.0,72518417.0,64826513.0,70575825.0,85867450.0,8189.0,7133.0,6138.0,6804.0,8297.0,17591.0,17546.0,15420.0,16606.0,19740.0,8.5,8.1,7.9,8.0,8.6,Bathurst
10302,8934.0,8806.0,8802.0,8840.0,8881.0,52.0,53.0,53.0,53.0,53.0,248045981.0,165955143.0,163185515.0,213259529.0,257459915.0,13504.0,9980.0,9864.0,13166.0,15730.0,27764.0,18846.0,18540.0,24124.0,28990.0,17.9,16.1,16.0,17.0,18.2,Lachlan Valley
10303,4507.0,4541.0,4591.0,4580.0,4746.0,52.0,52.0,52.0,53.0,53.0,56114128.0,51808138.0,38864613.0,42974279.0,55078006.0,4158.0,3347.0,2236.0,2537.0,4186.0,12450.0,11409.0,8465.0,9383.0,11605.0,9.1,8.5,8.0,8.3,9.4,Lithgow - Mudgee
