sa3_code16,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot,sa3_name16
30304,3,8,0,0,0,0,0,0,0,19,22,210,3,0,4,0,0,3,0,251,162,432,28,32,61,56,29,46,8,855,3,15,0,3,0,0,0,0,0,22,32,127,5,10,26,4,3,7,0,220,5,26,3,0,6,0,3,3,0,51,369,1278,186,129,182,131,100,137,54,2557,0,0,3,0,3,0,0,3,0,4,44,72,75,31,29,19,27,28,4,331,102,95,120,84,58,41,41,56,3,607,210,97,917,112,103,80,145,216,40,1926,14,10,8,12,9,3,9,11,0,71,11,18,19,17,15,13,10,17,0,120,9,20,16,4,8,7,6,5,0,84,13,12,20,10,8,9,18,20,12,113,1006,2433,1404,431,504,368,399,547,132,7226,4,10,0,0,0,0,0,0,0,14,14,181,3,0,7,0,0,0,0,208,125,475,14,51,113,30,3,22,8,835,3,14,0,0,3,0,0,0,0,31,Nathan
30305,0,16,0,0,0,0,0,0,0,17,13,140,7,0,0,3,0,0,0,172,242,554,71,38,119,83,53,48,21,1224,6,12,0,0,3,3,0,0,0,34,23,75,6,7,11,0,6,3,6,141,16,17,3,3,7,0,0,0,0,45,446,1328,263,176,235,194,176,174,52,3038,0,4,3,0,0,5,0,0,0,18,100,85,121,40,51,31,44,48,7,523,170,125,180,102,82,71,84,77,16,908,326,126,1567,122,177,175,392,320,67,3272,16,6,19,14,6,13,27,18,3,130,19,17,32,14,15,23,48,32,3,203,19,25,25,10,8,16,21,16,5,138,22,21,49,10,17,17,47,44,29,251,1425,2559,2346,541,727,627,899,778,199,10100,0,9,0,0,0,0,0,0,0,14,7,64,3,0,3,0,0,0,0,81,109,538,25,70,239,84,4,23,12,1099,4,27,0,4,9,4,0,0,0,45,Rocklea - Acacia Ridge
30905,3,5,0,0,0,0,0,0,0,9,14,59,0,0,0,0,0,0,0,77,63,156,12,9,16,13,0,3,3,271,3,9,0,0,0,0,0,0,0,11,15,58,3,5,4,0,0,0,3,97,6,11,0,3,6,0,0,0,0,27,242,583,77,60,58,54,11,21,25,1130,0,4,0,3,0,0,0,0,0,7,86,86,56,40,34,19,13,17,12,359,105,105,109,66,39,39,18,31,7,526,349,114,1393,116,98,132,193,307,39,2744,3,3,3,5,0,10,3,11,0,40,32,15,16,16,7,17,20,26,4,153,11,17,6,8,3,8,5,3,0,57,27,23,21,11,8,15,8,23,16,143,955,1242,1706,349,266,299,286,447,101,5652,5,8,0,0,0,0,0,0,0,13,6,41,0,0,0,0,0,0,0,51,52,228,8,10,26,3,0,0,0,330,0,20,0,0,3,0,0,0,0,21,Mudgeeraba - Tallebudgera
30906,0,6,0,0,0,0,0,0,0,4,4,84,0,0,0,0,0,5,0,93,89,212,15,13,32,11,4,15,3,396,6,8,0,0,0,0,0,0,0,11,19,74,4,9,5,3,3,7,0,130,11,17,0,5,3,5,0,3,0,43,327,817,143,103,132,103,45,69,20,1758,0,3,4,6,0,0,0,0,0,14,126,111,97,51,33,39,32,38,7,531,176,193,186,160,96,79,58,70,17,1023,639,193,2778,235,198,276,499,623,90,5527,22,7,21,9,7,24,29,36,3,149,55,23,46,34,13,35,38,41,9,285,19,18,17,3,13,9,11,12,4,113,34,27,82,17,15,18,60,51,28,342,1520,1799,3394,648,542,590,782,969,184,10420,3,17,0,4,0,0,0,0,0,25,6,53,0,3,0,0,0,0,0,65,69,293,0,30,34,12,0,12,5,456,6,13,0,3,0,0,0,0,0,28,Nerang
30907,0,15,0,0,0,0,0,0,0,20,11,112,0,0,3,3,0,0,0,129,221,338,32,24,44,25,7,18,10,712,9,21,7,4,0,0,0,0,0,41,53,128,7,14,13,4,3,3,3,229,24,22,3,6,6,3,0,0,0,66,739,1361,209,166,213,174,67,81,39,3050,6,3,6,0,0,3,0,3,4,22,281,243,184,107,63,75,43,52,22,1077,453,280,342,248,141,151,95,121,31,1869,1319,420,5009,357,360,550,964,1181,180,10333,34,20,45,24,8,42,37,60,8,286,108,53,102,73,46,65,98,79,11,629,35,47,29,7,12,15,25,38,6,213,63,44,120,35,19,44,79,103,78,580,3358,3108,6098,1064,917,1156,1415,1740,391,19247,4,19,3,4,3,0,0,0,0,36,12,79,0,0,3,0,0,0,3,101,129,512,15,32,71,19,0,5,3,797,6,35,0,0,0,0,0,0,0,44,Ormeau - Oxenford
31503,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,15,23,3,0,0,0,0,4,0,51,4,0,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,20,3,4,0,5,0,0,0,0,0,14,59,135,8,27,10,5,4,13,0,266,0,3,0,0,0,0,0,0,0,4,51,16,15,19,3,3,3,3,0,111,62,23,17,31,14,6,9,12,6,186,243,27,508,33,35,32,131,198,20,1229,21,0,8,8,3,3,12,21,0,68,36,3,12,4,0,5,3,6,4,74,4,0,0,0,0,0,0,4,0,17,45,3,30,6,5,3,19,38,16,166,551,263,601,135,85,64,184,305,38,2228,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,27,35,0,4,5,0,0,3,0,79,0,4,0,0,0,0,0,0,0,4,Outback - South
31601,4,7,0,0,4,3,0,0,0,14,8,118,0,0,3,0,0,0,0,135,110,254,12,8,19,7,6,8,3,428,3,17,0,0,0,0,0,0,0,26,24,121,10,3,11,9,3,0,0,179,14,25,0,0,3,3,0,0,0,53,343,1015,93,107,92,95,36,62,19,1860,0,0,8,0,0,0,0,0,0,11,124,162,86,62,27,36,21,17,12,549,156,155,129,125,69,68,31,51,13,791,478,170,1920,174,140,239,272,365,41,3797,9,9,12,12,15,15,9,28,0,106,32,16,32,15,10,24,34,22,3,200,11,23,16,6,3,8,0,7,0,83,19,26,47,9,3,16,17,16,21,171,1333,2127,2360,540,398,526,429,586,104,8404,0,11,0,0,3,0,0,0,0,19,4,77,0,0,0,0,0,0,0,92,61,298,3,23,37,9,0,0,7,438,3,28,0,0,4,0,0,0,0,41,Buderim
31602,5,4,0,0,0,0,0,0,0,12,6,92,0,3,3,0,0,0,0,99,108,226,11,13,24,10,3,7,7,403,3,10,0,0,0,0,0,0,0,19,36,95,11,7,8,3,4,3,3,170,23,28,3,8,0,3,0,0,0,65,339,1208,146,131,110,84,18,58,28,2125,0,5,0,3,0,0,0,0,0,12,146,177,105,76,31,53,31,26,13,647,217,178,186,162,81,95,53,65,9,1037,787,198,3129,242,204,346,486,687,97,6178,13,15,29,23,13,23,22,41,0,175,46,36,62,31,12,43,40,54,3,323,17,19,21,7,7,8,6,20,6,117,33,26,74,21,7,25,45,65,35,342,1777,2314,3779,718,503,693,718,1031,201,11728,3,15,0,0,0,0,0,0,0,22,3,69,0,0,3,0,0,0,0,79,77,329,3,25,40,9,0,13,4,489,0,33,0,0,4,0,0,0,0,38,Caloundra
31603,0,8,0,0,0,0,0,0,0,13,4,73,0,0,0,0,0,0,0,88,77,180,9,16,25,8,0,22,8,346,5,5,0,0,0,0,0,0,0,14,21,100,11,17,11,6,3,5,0,171,8,16,0,4,0,0,0,3,3,33,324,1015,118,131,85,104,45,64,28,1899,0,0,0,8,0,0,0,0,0,9,105,118,69,58,22,32,23,23,5,462,154,148,190,104,46,65,38,64,12,821,541,162,2279,233,141,244,305,482,77,4471,5,8,15,13,11,17,9,41,3,121,34,16,39,35,13,26,29,24,6,221,16,8,14,3,3,12,7,14,4,88,23,18,50,17,7,24,29,38,26,234,1325,1889,2805,624,377,546,491,769,167,8985,3,19,0,0,0,4,0,0,0,25,8,68,0,0,5,0,0,0,0,80,43,311,8,19,47,15,0,15,3,467,8,15,3,3,3,0,0,0,0,29,Maroochy
31605,0,6,0,0,0,0,0,0,0,10,4,74,0,3,0,0,0,0,0,82,80,128,6,4,15,13,0,3,5,252,4,10,0,0,0,0,0,0,0,16,15,73,0,7,3,3,4,3,0,106,7,15,0,0,0,0,0,0,0,25,284,649,89,81,61,65,14,44,21,1307,3,0,0,0,0,0,0,0,0,5,114,125,72,42,16,46,18,23,6,466,85,86,86,76,25,38,20,43,4,463,426,119,1367,147,80,179,170,263,36,2789,5,5,8,12,0,8,4,20,0,64,31,11,25,23,4,24,19,23,3,156,17,19,16,10,3,8,0,9,0,77,23,19,47,11,9,13,9,32,20,185,1096,1339,1717,424,205,397,267,464,95,5998,3,9,0,0,0,0,0,0,0,17,7,42,0,0,3,0,0,0,0,57,49,193,3,22,23,5,0,3,0,289,5,17,0,0,3,3,0,3,0,32,Noosa
31606,3,5,0,0,0,0,0,0,0,9,13,57,0,4,3,0,0,0,0,83,56,129,4,5,7,4,3,3,7,222,3,8,0,0,0,0,0,0,0,14,20,81,5,4,5,3,0,5,0,133,11,19,4,3,0,3,0,0,0,44,211,615,95,61,57,39,28,45,11,1164,0,0,0,3,0,0,0,0,3,11,104,124,77,43,30,19,22,21,7,452,137,123,118,71,37,52,31,43,5,618,483,127,1978,128,98,164,427,447,73,3923,14,9,18,8,7,16,17,24,3,109,40,16,28,30,11,19,38,46,3,227,10,15,14,3,3,4,12,9,0,65,37,25,66,11,6,15,48,46,20,273,1139,1350,2414,377,272,337,617,691,144,7329,0,12,0,3,0,0,0,0,0,14,12,50,3,4,0,0,0,0,0,69,35,200,5,13,27,6,0,4,3,289,3,12,0,0,3,0,0,0,0,27,Sunshine Coast Hinterland
31607,0,8,0,0,0,0,0,0,0,11,5,36,0,0,0,0,0,0,0,41,44,96,0,5,10,11,0,3,4,163,8,5,0,0,0,0,0,0,0,17,22,59,4,0,10,0,4,0,0,100,3,9,0,0,0,0,0,4,0,21,148,537,75,56,49,26,12,27,10,945,0,0,0,0,0,0,0,0,0,4,49,86,54,19,10,19,18,21,0,278,101,88,107,70,42,39,23,33,10,510,391,127,1832,162,138,139,311,442,50,3583,4,5,20,12,11,17,12,29,0,106,19,12,31,17,6,17,26,33,0,160,12,11,7,5,3,4,4,11,3,61,20,23,43,16,0,16,25,33,20,197,810,1102,2166,369,281,286,441,638,101,6198,0,11,0,0,0,0,0,0,0,15,4,37,0,0,4,0,0,0,0,41,22,182,4,11,11,8,0,0,0,242,3,8,0,0,0,0,0,0,0,10,Nambour
31608,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,34,28,64,0,3,0,3,0,3,3,112,0,0,0,0,0,0,0,0,0,6,13,24,4,8,0,0,0,0,0,54,3,0,3,0,0,0,0,0,0,7,89,310,32,25,26,28,8,13,4,537,0,0,0,0,0,0,0,0,0,3,45,42,34,17,20,8,6,11,0,184,43,52,49,35,18,15,24,22,0,266,205,64,829,74,47,70,171,222,36,1722,4,4,0,4,3,5,4,11,0,35,5,15,18,6,0,11,10,16,0,86,4,0,7,0,0,0,3,3,0,16,19,13,21,6,3,5,14,20,8,112,486,621,999,183,123,161,249,321,51,3186,0,9,0,0,0,0,0,0,0,5,3,18,0,0,3,0,0,0,0,27,21,84,3,7,6,5,0,4,0,131,0,7,0,0,0,0,0,0,0,12,Noosa Hinterland
31801,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16,26,40,0,0,3,3,0,4,0,75,0,3,0,0,0,0,0,0,0,3,13,37,4,0,3,0,0,0,0,61,3,7,0,0,0,0,0,0,0,9,116,324,30,32,14,14,13,21,4,569,3,0,0,0,0,0,0,0,0,9,42,21,23,18,3,5,4,7,3,133,68,45,38,58,20,10,15,22,9,282,535,81,1531,110,61,70,591,415,51,3444,18,7,20,13,0,13,15,23,0,108,28,0,17,6,3,8,29,32,3,122,3,4,8,3,3,0,16,6,0,42,48,20,45,15,0,16,56,61,18,278,895,599,1719,259,109,140,743,591,88,5151,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,13,14,65,3,0,3,0,0,0,0,91,0,8,0,0,0,0,0,0,0,12,Charters Towers - Ayr - Ingham
31802,3,27,0,0,0,0,0,0,0,37,56,403,0,0,4,0,3,3,4,472,292,517,56,33,50,11,13,29,9,1017,11,39,7,0,0,0,0,0,0,65,68,232,19,28,17,10,6,8,3,387,38,53,8,10,10,0,0,3,3,127,750,2773,340,360,275,136,135,151,53,4974,4,0,3,0,0,0,0,3,0,16,262,281,259,171,86,44,70,34,9,1214,511,406,459,499,205,99,131,111,39,2455,1423,532,7611,1269,571,601,1816,1330,204,15359,32,19,70,92,32,49,77,88,4,465,78,61,74,83,27,48,107,103,4,595,38,62,42,24,5,13,32,29,19,260,66,55,157,64,33,48,130,139,82,767,3617,5459,9098,2648,1317,1075,2519,2026,434,28200,3,50,0,0,5,0,0,0,0,56,34,352,5,8,13,0,0,3,0,413,175,865,20,61,96,20,0,9,12,1249,4,57,0,7,6,3,0,0,0,78,Townsville
31901,0,8,0,0,0,0,0,0,0,12,6,71,0,0,3,0,0,0,0,87,54,160,10,4,5,10,3,7,3,256,0,9,0,0,0,0,0,0,0,12,16,88,5,6,6,0,3,0,0,126,9,17,3,3,3,0,0,6,0,47,211,852,82,93,52,24,15,64,8,1400,0,0,0,3,0,0,0,3,0,5,74,110,43,63,15,21,20,20,3,359,161,111,102,107,58,51,50,60,8,705,694,175,2710,265,180,267,706,750,95,5845,22,12,27,18,3,37,47,79,4,250,40,18,39,39,12,22,47,56,3,270,22,17,20,7,7,8,11,27,0,114,52,21,50,20,7,18,77,94,48,388,1362,1668,3110,624,348,449,981,1163,166,9862,0,8,0,0,0,0,0,0,0,8,3,39,0,0,0,0,0,0,0,41,36,207,4,5,22,3,0,12,0,291,3,20,0,3,0,0,0,0,0,31,Bundaberg
31902,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,15,28,39,7,4,5,0,0,6,0,86,0,0,0,0,0,0,0,0,0,5,12,30,3,3,0,3,0,3,0,54,4,5,0,0,0,0,0,0,0,11,138,301,29,39,22,18,22,53,3,619,3,0,0,0,0,0,0,0,0,4,72,35,23,24,11,8,18,7,3,201,85,45,49,70,26,16,36,24,5,360,419,56,1203,107,62,86,439,466,38,2878,17,6,19,5,5,14,19,56,0,148,47,4,18,11,10,4,46,45,0,188,10,7,4,3,3,0,12,13,0,46,63,3,42,18,9,13,55,97,26,327,892,552,1394,284,140,166,638,781,86,4932,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,16,95,0,5,3,0,0,0,4,126,0,5,0,0,0,0,0,0,0,6,Burnett
31903,0,0,0,0,0,0,0,0,0,3,8,24,0,0,0,0,0,0,0,26,12,70,6,0,5,3,0,3,0,104,0,0,0,0,0,0,0,0,0,3,9,40,0,11,3,0,0,3,0,70,3,4,0,0,0,0,0,0,0,10,111,306,34,46,29,16,20,17,7,572,0,0,0,0,0,0,0,0,0,4,60,62,35,35,6,8,15,13,3,243,84,68,59,68,20,17,25,44,5,385,402,83,1579,128,88,148,432,468,53,3377,14,3,21,8,8,22,31,60,3,167,32,8,34,14,7,21,34,27,3,172,5,3,10,4,3,3,14,9,0,56,36,10,49,13,3,15,39,59,18,237,781,681,1825,328,176,250,593,710,94,5448,3,6,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,22,19,77,3,9,13,3,0,0,0,123,0,7,0,0,0,0,0,0,0,8,Gympie - Cooloola
31904,0,4,0,0,0,0,0,0,0,4,0,46,0,0,0,0,0,0,0,48,33,115,3,3,5,0,0,0,0,167,0,12,0,0,0,0,0,0,0,13,14,59,4,15,3,0,0,0,0,100,4,15,0,3,3,0,0,0,0,31,110,549,43,62,37,24,6,9,12,857,0,0,0,0,0,0,0,3,0,8,59,63,46,50,14,24,14,18,0,280,81,99,85,130,24,25,40,23,12,516,345,111,1513,266,82,202,302,408,30,3260,6,13,16,23,7,28,8,26,0,130,21,14,25,27,7,22,26,42,0,179,5,18,14,5,4,0,3,4,0,56,25,17,44,15,5,13,26,46,23,209,708,1140,1794,607,181,336,425,582,81,5853,0,9,0,0,0,0,0,0,0,9,0,30,0,0,0,0,0,0,0,30,31,157,0,5,13,0,0,0,3,213,3,13,0,0,0,0,0,0,0,18,Hervey Bay
30404,6,9,0,0,4,0,0,0,0,23,32,174,4,0,6,0,0,0,4,223,286,437,28,27,52,14,5,7,8,855,8,17,0,0,6,3,0,0,0,36,75,166,7,18,20,3,4,0,3,294,31,47,4,0,11,0,0,3,0,105,681,1656,140,162,254,95,29,40,35,3091,0,0,0,0,3,0,0,0,0,6,122,166,91,44,52,24,22,16,6,538,211,192,163,123,91,45,43,34,17,923,312,163,1236,291,143,131,176,204,34,2695,5,11,8,39,14,9,12,33,3,130,31,19,22,21,17,15,13,21,3,161,18,27,17,5,0,3,6,3,8,83,22,23,23,14,12,5,10,20,23,153,1832,3120,1729,750,682,353,315,393,137,9315,3,23,0,0,3,0,0,0,0,30,22,164,3,0,8,0,0,0,0,204,99,520,9,38,80,12,0,11,8,782,8,22,0,0,4,0,0,0,0,34,The Gap - Enoggera
30501,8,32,0,0,0,0,0,3,0,47,43,499,10,4,5,6,0,3,3,568,450,1210,66,71,149,74,13,64,32,2125,7,38,0,0,3,3,0,8,0,69,73,310,10,14,29,17,0,9,4,464,33,59,7,7,16,3,0,3,3,132,1098,3601,383,349,476,317,102,428,91,6844,0,10,3,3,0,0,0,4,0,21,138,179,95,48,53,44,19,34,12,622,228,258,226,155,116,69,34,101,15,1208,372,206,908,223,157,158,123,233,36,2425,13,21,20,24,11,16,4,29,5,147,35,29,43,30,17,28,18,29,3,239,35,54,27,15,11,9,14,29,3,196,34,66,39,24,19,22,14,40,34,300,2583,6573,1832,960,1073,768,346,1028,245,15402,10,25,0,3,3,0,0,0,0,40,50,389,3,10,22,4,0,3,5,487,305,1206,27,107,220,55,7,45,14,1982,8,36,0,8,10,3,0,5,0,76,Brisbane Inner
30502,11,8,0,0,3,0,0,0,0,24,16,142,4,0,3,0,4,0,0,177,309,502,15,17,58,18,11,18,8,961,9,24,0,0,3,0,0,0,0,42,59,147,8,4,17,3,5,3,0,246,28,30,3,3,12,5,0,3,0,81,836,1832,149,122,264,162,48,87,41,3533,3,0,3,7,0,0,0,0,0,10,121,139,78,22,44,24,8,11,10,454,190,159,116,86,78,47,18,38,11,750,332,139,991,104,136,133,116,172,37,2163,13,4,12,4,5,15,3,9,0,71,19,20,17,13,11,14,11,11,0,113,18,33,10,13,3,5,8,4,0,96,22,23,19,17,10,8,6,13,20,147,1979,3220,1425,407,650,446,240,384,135,8885,4,26,0,0,3,0,0,0,0,32,23,133,0,0,4,0,0,0,0,168,182,597,21,47,82,25,0,11,10,978,16,22,0,3,8,0,0,0,3,52,Brisbane Inner - East
30306,0,6,0,0,0,0,3,0,0,14,18,179,6,3,6,3,3,3,3,216,207,514,57,59,99,104,63,53,18,1173,5,21,4,3,3,7,0,0,0,35,21,85,7,4,12,6,0,3,0,141,9,16,3,3,6,0,0,3,0,37,408,1153,282,139,255,232,160,229,47,2899,0,0,5,0,0,0,3,0,0,9,71,53,97,23,36,19,40,45,10,395,124,94,180,104,63,73,95,112,10,863,184,79,923,105,91,109,211,249,23,1987,11,6,15,10,5,5,14,23,0,85,20,12,29,11,15,14,23,35,6,155,24,32,26,19,12,7,27,28,4,170,18,18,28,12,12,10,20,45,21,184,1119,2270,1655,489,613,594,673,822,137,8377,0,10,0,0,0,0,0,0,0,13,7,75,0,3,3,0,0,0,0,96,92,464,23,67,183,92,3,25,17,959,0,17,0,6,9,4,0,0,0,37,Sunnybank
30401,8,14,0,0,0,0,0,0,0,23,34,268,4,3,9,3,0,8,4,329,161,297,20,21,38,13,11,13,7,578,6,9,0,4,0,0,0,0,0,27,37,103,4,9,7,3,3,8,0,170,9,17,3,3,3,0,0,0,3,35,436,1129,117,92,175,102,35,47,26,2157,0,0,0,3,0,0,0,0,0,3,92,119,65,26,29,14,16,17,7,379,124,104,82,50,56,31,20,28,4,509,263,92,816,77,102,105,125,140,26,1756,6,0,10,5,3,9,9,11,0,45,26,16,19,16,7,16,15,11,4,122,16,23,11,5,6,5,0,3,3,67,19,25,16,7,11,7,8,15,16,121,1245,2212,1169,318,447,312,243,287,95,6324,4,14,0,0,0,0,0,0,0,23,14,115,7,3,14,3,0,0,0,156,82,353,3,15,58,14,0,4,8,539,5,10,0,0,3,0,0,0,0,20,Centenary
30402,9,7,0,0,0,3,0,0,0,21,90,510,6,3,6,3,0,4,5,623,410,632,29,12,92,17,4,6,9,1215,14,25,0,0,3,0,0,0,0,48,71,162,8,9,16,3,0,3,0,279,27,28,5,3,8,3,0,0,4,76,879,1828,140,100,212,109,37,62,47,3411,0,0,0,0,0,0,0,0,0,3,138,177,79,34,40,38,18,14,13,546,147,130,107,52,58,37,18,26,17,586,295,106,759,86,83,73,90,112,29,1628,3,9,7,0,3,10,4,6,0,42,25,28,17,13,21,18,8,11,0,142,19,33,14,4,7,5,0,3,3,86,26,30,17,10,12,10,6,3,16,131,2147,3707,1176,332,557,328,186,256,142,8835,0,25,0,0,0,0,0,0,0,28,40,339,10,4,14,0,0,0,0,410,173,609,15,37,98,22,5,8,10,966,9,29,0,7,9,0,0,0,0,52,Kenmore - Brookfield - Moggill
30403,7,13,0,0,0,0,0,0,0,24,72,688,13,3,11,4,0,4,4,799,324,848,55,41,91,41,8,45,16,1474,11,28,0,3,3,0,3,0,0,54,56,187,10,8,24,14,4,3,8,304,10,34,4,3,11,7,0,0,0,70,724,2325,205,202,278,189,50,144,61,4169,0,0,3,0,0,0,0,0,0,3,89,108,41,27,21,25,11,11,6,328,122,133,67,66,45,43,16,44,9,548,189,86,570,113,64,86,63,115,16,1300,0,11,5,13,10,4,7,13,0,55,29,20,15,15,11,12,8,9,0,122,10,32,10,4,6,6,3,12,4,82,16,44,16,4,5,3,8,12,15,120,1662,4550,1007,497,576,431,179,415,140,9456,0,23,0,0,3,0,0,0,0,32,43,440,3,10,13,3,0,0,3,513,155,783,20,67,157,35,3,30,16,1264,8,37,0,0,3,0,0,0,0,49,Sherwood - Indooroopilly
