gml_id,sa3_name16,sa3_code16,neg_nil_inc_fam_households,neg_nil_inc_non_fam_househlds,negative_nil_income_tot,hi_1_149_family_households,hi_1_149_non_family_hseholds,hi_1_149_tot,hi_150_299_family_households,hi_150_299_non_fam_househlds,hi_150_299_tot,hi_300_399_family_households,hi_300_399_non_fam_househlds,hi_300_399_tot,hi_400_499_family_households,hi_400_499_non_fam_househlds,hi_400_499_tot,hi_500_649_family_households,hi_500_649_non_fam_househlds,hi_500_649_tot,hi_650_799_family_households,hi_650_799_non_fam_househlds,hi_650_799_tot,hi_800_999_fam_households,hi_800_999_non_fam_hsehlds,hi_800_999_tot,hi_1000_1249_fam_households,hi_1000_1249_non_fam_hsehlds,hi_1000_1249_tot,hi_1250_1499_fam_households,hi_1250_1499_non_fam_hsehlds,hi_1250_1499_tot,hi_1500_1749_fam_households,hi_1500_1749_non_fam_hsehlds,hi_1500_1749_tot,hi_1750_1999_fam_households,hi_1750_1999_non_fam_hsehlds,hi_1750_1999_tot,hi_2000_2499_fam_households,hi_2000_2499_non_fam_hsehlds,hi_2000_2499_tot,hi_2500_2999_fam_households,hi_2500_2999_non_fam_hsehlds,hi_2500_2999_tot,hi_3000_3499_fam_households,hi_3000_3499_non_fam_hsehlds,hi_3000_3499_tot,hi_3500_3999_fam_households,hi_3500_3999_non_fam_hsehlds,hi_3500_3999_tot,hi_4000_more_fam_households,hi_4000_more_non_fam_hsehlds,hi_4000_more_tot,part_inc_stated_fam_household,part_inc_std_non_fam_hhds,partial_income_stated_tot,all_incomes_ns_famly_househld,all_inc_ns_non_famly_househld,all_incomes_not_stated_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd7,Springwood - Kingston,"31106","220","155","372","96","78","179","181","345","525","205","528","731","609","1187","1793","677","556","1230","1445","573","2022","1381","680","2058","1720","639","2366","1722","438","2159","1379","296","1676","1266","221","1488","2325","254","2585","1519","65","1579","875","43","921","555","81","631","773","32","805","1690","186","1879","303","323","624","18942","6679","25622"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd6,Bowen Basin - North,"31201","68","86","149","41","56","96","47","197","244","60","257","316","191","543","737","170","268","440","438","395","834","324","373","694","459","393","855","506","290","798","356","213","565","449","218","668","1051","472","1523","700","62","757","414","38","453","418","238","654","840","101","937","896","81","972","150","325","476","7571","4603","12177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd5,Mackay,"31202","263","323","581","151","174","323","224","679","904","208","954","1163","816","1790","2606","850","905","1755","1857","901","2762","1538","1030","2572","2078","1035","3109","2096","771","2864","1760","622","2386","1833","442","2281","3765","758","4521","2675","127","2800","1764","65","1822","1063","244","1309","2048","82","2136","4279","289","4570","582","792","1380","29853","11992","41847"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd4,Whitsunday,"31203","40","84","129","20","48","66","42","123","169","27","212","234","119","335","460","132","238","369","322","286","609","301","255","554","416","294","711","423","194","619","315","127","446","368","103","473","564","157","716","370","40","413","213","21","233","115","65","179","207","46","258","590","92","682","79","237","312","4674","2958","7637"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd3,Bribie - Beachmere,"31301","74","110","184","68","56","125","73","211","283","58","445","505","396","1174","1569","352","639","992","1476","403","1879","912","379","1290","1013","338","1351","866","187","1058","560","120","684","526","103","628","803","107","910","454","26","480","301","10","309","163","61","217","289","13","300","777","59","835","201","358","560","9370","4794","14163"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd2,Caboolture,"31302","119","118","234","72","73","139","113","315","428","150","496","641","544","1100","1645","685","585","1271","1579","463","2045","1354","563","1923","1665","559","2220","1712","329","2038","1299","182","1475","1225","149","1376","2075","159","2230","1105","40","1147","641","17","655","339","54","392","509","18","528","1390","133","1523","271","366","636","16835","5727","22563"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd1,Caboolture Hinterland,"31303","33","32","66","17","26","44","36","64","97","17","100","116","117","266","380","84","109","193","307","90","394","248","84","330","310","77","392","258","58","315","222","36","264","242","34","279","381","41","420","224","3","228","128","4","131","74","13","91","115","16","127","318","27","345","68","76","144","3199","1159","4356"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd0,Narangba - Burpengary,"31304","109","103","206","67","42","114","90","181","265","97","367","464","353","797","1148","480","504","981","1316","340","1658","1002","401","1405","1419","365","1785","1356","231","1581","1177","190","1366","1238","101","1339","2210","135","2348","1479","28","1506","902","10","912","500","36","527","822","12","841","1581","93","1671","239","226","468","16444","4145","20590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dcf,Redcliffe,"31305","117","159","279","73","96","171","120","407","529","118","799","921","468","1819","2285","494","952","1448","1446","684","2124","1205","777","1980","1414","719","2131","1389","450","1839","1057","363","1416","1005","248","1248","1810","273","2084","1168","38","1209","717","23","737","411","101","509","776","27","800","1382","138","1516","249","516","769","15422","8586","24005"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dce,The Hills District,"31401","120","88","204","65","47","114","77","151","228","68","222","293","301","603","907","309","390","694","902","315","1214","949","409","1361","1431","417","1848","1461","325","1785","1418","273","1693","1538","208","1750","3446","318","3763","2859","53","2909","1993","31","2030","1442","103","1550","2973","25","2997","2293","105","2399","191","169","361","23836","4255","28094"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dcd,North Lakes,"31402","116","103","219","55","50","107","79","173","250","102","292","395","340","692","1034","496","449","949","1146","403","1552","1038","518","1561","1463","584","2038","1650","425","2076","1528","345","1873","1532","202","1733","2992","285","3282","1898","68","1966","1100","37","1140","661","64","726","1015","11","1028","1627","136","1764","192","234","430","19043","5073","24113"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dcc,Strathpine,"31403","57","67","120","35","36","66","69","142","207","58","245","310","237","547","784","275","290","565","687","282","970","676","366","1038","882","390","1272","903","236","1139","820","175","1000","771","94","861","1531","144","1672","879","28","904","493","5","505","255","25","281","325","4","334","802","75","875","125","123","245","9884","3274","13152"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dcb,Far North,"31501","63","86","154","46","62","110","91","307","402","90","274","365","330","429","766","284","267","550","474","303","775","486","290","777","529","310","839","523","255","780","340","221","566","337","204","540","665","317","982","390","96","491","297","53","354","171","111","276","308","114","422","748","74","818","172","601","778","6345","4386","10734"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dca,Robina,"30908","168","229","393","59","71","138","95","199","290","89","305","394","277","636","914","336","399","739","930","371","1301","825","397","1226","1126","406","1530","1165","273","1443","882","249","1134","947","160","1102","1713","253","1971","1131","76","1210","641","46","690","439","111","551","766","22","791","1188","178","1363","149","251","395","12932","4632","17569"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc9,Southport,"30909","202","370","571","74","106","179","127","412","539","100","631","735","404","1232","1640","485","776","1265","1098","689","1784","964","763","1734","1292","805","2100","1245","511","1760","943","373","1323","913","279","1193","1679","400","2078","1109","92","1204","650","43","693","360","124","482","770","50","815","1257","347","1603","200","556","760","13882","8569","22457"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc8,Surfers Paradise,"30910","159","249","405","56","93","154","88","306","394","66","405","467","253","827","1077","267","582","851","604","644","1247","588","675","1260","828","693","1519","765","499","1265","546","401","943","622","299","919","1061","400","1457","657","99","756","449","51","504","328","283","615","983","87","1074","864","264","1133","110","586","695","9296","7438","16735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc7,Forest Lake - Oxley,"31001","193","146","335","74","73","150","184","293","484","163","448","614","536","970","1502","535","439","969","1213","398","1613","1107","532","1641","1476","523","1999","1502","395","1900","1163","292","1452","1171","184","1356","2221","256","2469","1413","50","1460","820","27","843","534","63","596","750","20","769","1495","162","1663","234","303","535","16785","5569","22359"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc6,Ipswich Hinterland,"31002","126","155","281","96","95","187","118","308","428","106","490","598","543","1271","1817","571","508","1074","1621","452","2073","1314","521","1841","1522","472","1989","1477","291","1766","1140","227","1362","1059","133","1197","1851","150","1995","1104","30","1130","636","8","639","318","45","367","520","23","544","1630","105","1738","302","351","652","16060","5635","21692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc5,Ipswich Inner,"31003","138","196","332","90","116","208","170","434","608","218","792","1015","629","1825","2448","924","919","1846","2048","773","2819","1842","1006","2851","2375","1030","3404","2396","659","3059","1919","512","2426","1927","313","2238","3485","377","3865","2235","84","2317","1350","24","1381","766","92","858","1202","18","1213","2436","200","2637","333","517","852","26499","9889","36384"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc4,Springfield - Redbank,"31004","150","123","273","57","36","96","132","176","304","132","277","405","407","593","997","596","345","939","1200","392","1591","1190","554","1748","1732","604","2334","1936","437","2371","1668","367","2038","1552","213","1764","3211","282","3495","2003","77","2081","1187","30","1211","634","56","693","942","19","953","1874","162","2030","266","169","443","20852","4908","25759"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc3,Beaudesert,"31101","29","28","52","15","20","30","18","70","95","31","128","157","134","307","440","164","183","345","392","128","518","280","119","401","350","108","462","357","55","409","243","38","284","238","25","264","393","31","420","179","5","184","119","0","124","85","20","110","97","3","99","347","23","367","65","99","164","3532","1396","4930"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc2,Beenleigh,"31102","68","95","157","40","41","82","79","179","260","97","336","437","302","778","1082","436","492","919","1084","365","1446","813","396","1209","1053","419","1473","982","230","1207","793","183","974","738","106","844","1296","115","1411","733","29","757","386","10","388","203","30","234","315","8","325","857","90","947","158","233","391","10439","4119","14557"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc1,Browns Plains,"31103","158","117","275","63","42","102","148","201","344","142","319","459","491","783","1277","591","400","989","1369","415","1784","1249","507","1750","1693","543","2236","1903","392","2296","1528","246","1775","1497","185","1680","2878","188","3071","1664","41","1703","854","19","874","513","29","541","678","14","691","1804","139","1948","275","238","517","19496","4812","24304"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dc0,Jimboomba,"31104","84","61","142","35","27","69","46","68","110","49","81","128","185","231","415","231","115","341","567","148","716","526","195","721","755","206","957","872","158","1036","852","115","969","945","85","1024","1856","97","1954","1277","26","1297","789","6","794","490","30","521","758","5","766","1172","57","1229","157","78","234","11645","1781","13425"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dbf,Loganlea - Carbrook,"31105","122","98","223","47","35","82","97","200","298","80","346","429","371","783","1153","415","418","830","982","363","1350","894","425","1320","1261","445","1706","1318","268","1587","1070","241","1307","1146","145","1285","2219","175","2396","1409","56","1465","909","26","937","488","65","552","883","18","901","1368","116","1480","205","223","427","15276","4444","19717"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dbe,Outback - North,"31502","63","111","169","31","64","90","71","171","236","58","221","285","168","394","566","146","194","341","285","373","659","250","369","614","359","434","790","379","338","721","327","239","566","374","260","630","859","505","1358","686","80","767","554","57","607","357","140","490","716","91","807","745","117","864","160","510","674","6576","4657","11233"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dbd,Toowoomba,"31701","235","334","571","164","173","339","229","712","938","243","1224","1465","945","3071","4013","1096","1718","2811","3222","1410","4632","2590","1589","4179","3309","1558","4870","3321","937","4252","2657","765","3424","2662","527","3188","4929","699","5629","3246","132","3385","1906","82","1983","1120","260","1376","2020","80","2100","3410","394","3800","499","902","1403","37818","16549","54368"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dbc,Maryborough,"31905","127","145","270","82","86","164","116","374","490","123","635","756","639","1516","2152","562","523","1081","1847","470","2323","1169","469","1638","1292","435","1730","1088","263","1353","653","154","803","663","105","766","944","132","1073","513","27","540","265","23","287","140","46","191","234","49","279","1021","116","1133","299","476","775","11771","6046","17814"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dbb,Adelaide City,"40101","154","611","766","37","128","167","37","363","398","28","343","371","94","365","461","90","299","386","149","272","422","180","362","547","238","401","643","223","358","586","170","315","488","197","290","482","474","450","926","291","69","365","200","38","241","194","293","483","560","57","621","339","201","531","32","312","350","3696","5524","9225"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dba,Adelaide Hills,"40102","87","130","220","78","86","170","109","294","406","91","472","563","368","1006","1378","425","634","1061","1195","530","1724","1085","620","1708","1571","530","2100","1534","375","1909","1273","285","1561","1386","226","1615","2586","263","2848","1960","33","1994","1179","12","1191","800","123","926","1742","21","1761","2230","86","2315","180","252","437","19901","5988","25890"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db9,Norwood - Payneham - St Peters,"40105","105","200","305","57","91","143","74","319","388","56","560","616","199","1015","1214","201","565","768","583","439","1018","494","506","1001","663","524","1183","621","408","1031","471","334","798","443","249","699","965","347","1316","739","50","789","534","29","565","423","202","627","1208","41","1256","839","181","1019","81","218","298","8753","6273","15027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db8,Campbelltown (SA),"40104","145","200","343","69","73","148","103","339","445","101","559","662","390","1238","1625","356","576","931","1123","496","1623","934","503","1433","1241","467","1712","1075","314","1386","868","244","1110","906","201","1104","1762","233","2001","1171","34","1205","813","14","829","455","67","526","756","18","773","1218","86","1300","158","246","403","13653","5891","19551"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db7,Prospect - Walkerville,"40106","63","118","182","27","50","80","42","234","274","23","261","284","117","507","624","122","303","428","340","280","619","318","315","632","483","340","829","464","221","684","369","239","611","405","175","573","826","267","1092","647","35","678","519","30","551","416","119","538","1064","25","1085","699","129","827","60","159","219","7010","3816","10820"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db6,West Torrens,"40403","139","282","423","73","134","203","114","493","602","98","824","920","399","1568","1968","411","936","1350","1164","780","1941","1038","893","1933","1366","880","2243","1279","563","1840","1033","511","1547","972","309","1283","1976","438","2418","1356","91","1450","872","61","934","533","145","682","936","42","975","1344","298","1642","143","404","550","15242","9663","24902"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db5,Barossa,"40501","52","66","120","48","51","98","59","211","273","63","304","372","246","774","1021","279","378","660","832","333","1157","670","398","1066","909","374","1287","933","205","1140","702","142","847","766","102","869","1281","97","1371","808","17","825","411","14","426","207","42","244","423","11","436","942","35","980","104","169","271","9734","3729","13466"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db4,Lower North,"40502","48","45","96","40","50","97","43","217","255","58","344","397","245","727","972","235","287","520","659","262","914","457","276","730","651","264","918","639","127","771","370","83","446","391","70","455","593","83","679","317","22","342","227","8","228","90","49","135","192","9","196","610","35","649","84","190","274","5949","3140","9084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db3,Mid North,"40503","57","94","153","44","76","115","64","310","382","82","491","570","363","1036","1394","319","359","675","908","321","1225","611","295","910","680","286","968","581","201","777","404","128","536","427","86","511","686","107","788","454","18","471","216","14","226","112","34","148","210","10","219","777","27","798","125","323","451","7112","4212","11318"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db2,Yorke Peninsula,"40504","67","74","140","55","55","115","64","290","354","52","429","480","353","995","1353","257","383","635","1060","345","1407","656","304","965","734","262","1002","658","147","812","353","100","452","387","87","472","563","92","658","286","17","302","173","10","176","100","33","131","175","4","179","680","42","720","126","316","444","6817","3993","10812"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db1,Eyre Peninsula and South West,"40601","106","182","293","84","138","225","165","684","846","165","910","1078","606","1526","2133","531","689","1221","1459","679","2139","1024","676","1699","1316","640","1954","1172","479","1649","859","403","1260","883","271","1158","1666","374","2040","1047","60","1106","596","38","633","322","164","489","587","76","661","1472","104","1580","360","770","1126","14399","8878","23279"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6db0,Outback - North and East,"40602","40","106","148","32","52","88","61","269","325","58","322","382","227","537","760","209","260","471","425","275","704","397","309","699","433","347","780","420","279","701","307","200","506","315","194","514","639","292","932","477","57","528","300","23","324","180","109","287","318","39","352","740","55","794","206","431","636","5781","4162","9943"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6daf,Fleurieu - Kangaroo Island,"40701","87","151","240","94","98","192","135","408","543","122","671","792","542","1702","2245","556","927","1482","1989","616","2607","1407","600","2001","1643","533","2169","1392","269","1663","841","185","1023","832","134","962","1223","163","1389","613","24","635","328","18","340","192","63","262","324","22","345","1334","69","1401","234","409","639","13872","7066","20940"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dae,Limestone Coast,"40702","124","193","317","85","113","200","132","544","678","151","767","923","640","1702","2346","592","767","1365","1631","770","2398","1290","822","2108","1590","702","2290","1704","422","2129","1233","284","1514","1231","183","1417","1935","244","2172","1138","48","1185","556","26","579","301","119","419","579","35","607","1557","99","1651","281","529","815","16753","8357","25111"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dad,Unley,"40107","96","147","245","43","79","121","45","246","288","44","348","389","154","709","863","161","475","635","466","428","897","389","465","858","568","507","1074","597","372","976","452","332","786","491","262","753","1037","376","1417","815","53","869","645","47","688","596","219","819","1809","23","1835","963","170","1137","70","209","280","9451","5458","14912"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dac,Gawler - Two Wells,"40201","39","68","110","48","37","84","53","217","275","66","350","419","259","721","980","329","378","702","782","301","1089","636","360","999","835","301","1134","760","203","965","665","152","809","680","114","796","1210","90","1303","762","13","776","470","4","479","257","26","284","355","5","361","911","52","960","120","207","322","9251","3597","12847"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dab,Playford,"40202","182","211","390","118","148","266","250","807","1059","318","1112","1433","950","1991","2943","1243","822","2062","2459","889","3349","2009","988","2996","2302","873","3179","2195","434","2629","1661","300","1961","1454","195","1644","2432","183","2616","1188","21","1212","609","23","632","305","63","371","373","16","390","1932","155","2089","431","590","1012","22416","9819","32239"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6daa,Port Adelaide - East,"40203","187","258","442","95","124","220","156","578","737","165","895","1058","552","1542","2102","579","760","1341","1413","667","2083","1286","741","2025","1633","733","2362","1568","518","2091","1232","463","1692","1163","292","1452","2091","325","2409","1354","98","1451","761","50","817","471","95","566","589","38","625","1402","217","1623","185","386","570","16883","8776","25654"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da9,Salisbury,"40204","338","322","660","195","177","373","372","883","1258","324","1309","1625","1287","2573","3860","1492","1182","2672","3472","1151","4626","2869","1432","4305","3607","1450","5052","3548","802","4348","2702","579","3284","2561","384","2942","4281","390","4677","2353","66","2418","1121","30","1145","605","103","705","810","31","845","2998","261","3260","460","681","1141","35384","13816","49199"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da8,Tea Tree Gully,"40205","155","198","351","96","106","209","121","459","577","135","715","853","568","1774","2335","668","855","1527","2076","756","2830","1786","891","2678","2370","940","3309","2206","564","2767","1904","413","2314","1910","273","2185","3776","327","4108","2528","42","2571","1490","33","1518","845","76","920","1215","7","1223","2192","125","2317","290","370","660","26332","8925","35260"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da7,Mitcham,"40303","114","162","275","64","113","172","87","344","430","68","432","493","292","1096","1382","317","755","1072","863","578","1448","815","586","1402","1224","618","1845","1259","411","1663","932","380","1308","1039","245","1279","2031","315","2348","1715","51","1764","1245","26","1272","882","122","1005","2157","24","2180","1700","134","1841","130","254","382","16924","6649","23569"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da6,Onkaparinga,"40304","237","363","601","186","214","403","305","1074","1386","348","1605","1955","1361","3683","5041","1674","1882","3557","4370","1502","5872","3572","1818","5389","4534","1712","6248","4341","1003","5343","3483","698","4179","3298","450","3748","5903","445","6346","3539","73","3614","1906","31","1933","956","160","1110","1409","28","1439","4122","274","4394","595","758","1352","46131","17777","63908"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da5,Charles Sturt,"40401","232","359","595","133","199","336","234","953","1187","204","1509","1714","885","2756","3643","841","1284","2124","2337","1162","3501","1921","1268","3183","2435","1326","3764","2301","842","3146","1860","711","2578","1739","515","2258","3484","634","4118","2611","112","2724","1546","54","1600","941","214","1154","1692","63","1760","2606","330","2938","400","718","1119","28407","15023","43431"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da4,Port Adelaide - West,"40402","151","223","377","78","139","212","168","641","813","147","1026","1180","518","1556","2074","547","706","1250","1368","643","2015","1120","693","1806","1356","705","2062","1236","481","1712","925","337","1259","970","272","1237","1768","298","2068","1206","39","1249","702","35","737","350","94","443","498","32","533","1347","165","1511","230","408","637","14688","8487","23176"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da3,Murray and Mallee,"40703","132","194","328","138","144","281","165","700","867","185","1039","1222","831","2167","3001","727","935","1662","2315","833","3142","1601","783","2386","1981","683","2664","1801","383","2183","1219","273","1490","1194","166","1358","1828","246","2078","945","44","988","454","29","477","231","121","348","437","38","475","1669","116","1788","364","691","1054","18223","9575","27801"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da2,Augusta - Margaret River - Busselton,"50101","137","135","271","67","67","135","105","272","381","103","440","541","358","883","1240","408","533","934","1046","431","1476","866","471","1341","1088","427","1514","1128","257","1386","855","201","1061","937","134","1064","1567","233","1801","1023","59","1083","620","37","655","389","109","495","703","80","780","1761","160","1925","178","358","539","13331","5283","18618"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6da1,Bunbury,"50102","197","279","479","135","131","266","192","544","731","222","872","1094","783","1771","2559","822","872","1698","2126","739","2862","1597","816","2408","1873","784","2653","1904","557","2456","1619","469","2087","1719","364","2089","3351","636","3989","2329","74","2401","1487","45","1533","945","247","1194","1731","61","1797","3470","228","3692","409","590","993","26904","10082","36993"
