sa3_code16,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw,sa3_name16
12405,0,0,0,0,0,3,0,3,0,21,0,28,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,3,0,0,0,10,0,11,0,18,0,0,0,3,0,3,0,3,3,25,0,41,0,0,0,3,0,10,0,22,0,29,0,66,0,8,0,4,0,50,0,26,3,55,7,156,5,14,0,21,0,118,0,42,6,57,0,266,15,16,0,62,5,187,3,51,11,76,4,436,41,25,3,145,12,219,3,39,9,75,0,575,55,16,0,177,21,183,0,26,7,54,4,545,101,19,5,196,19,166,3,23,8,56,0,606,377,21,12,313,53,251,8,34,15,60,3,1145,305,11,12,257,41,118,8,16,11,31,3,808,259,16,3,154,19,49,3,12,7,22,3,536,164,3,0,76,13,48,0,6,3,8,0,320,261,8,0,109,19,67,3,9,St Marys
12501,0,0,0,0,0,5,0,7,4,144,0,164,0,0,0,0,0,3,0,4,0,29,0,43,0,0,0,3,0,8,0,33,0,49,0,95,0,4,0,0,0,12,0,34,7,27,0,87,0,15,0,3,0,34,0,97,4,146,0,296,0,14,0,11,0,91,3,138,24,140,3,426,3,37,3,20,0,170,0,131,23,180,6,573,8,51,10,38,5,303,5,198,31,162,3,808,45,46,5,105,10,410,9,144,17,222,7,1019,87,55,7,180,9,314,3,101,26,170,5,962,112,23,9,131,7,278,3,58,10,119,3,760,109,37,8,136,10,210,7,33,14,87,3,659,311,36,6,276,40,378,5,72,22,138,3,1296,278,36,8,182,43,142,4,44,6,59,0,801,197,12,6,125,18,75,5,26,10,47,0,524,171,12,0,58,18,99,3,13,3,25,4,403,341,16,6,162,31,133,9,21,Auburn
12502,0,0,0,0,0,4,0,4,4,49,0,65,0,0,0,0,0,0,0,3,0,27,0,33,3,3,0,0,0,3,0,13,0,17,0,40,0,0,0,0,0,0,0,12,0,16,0,29,0,3,0,0,0,14,0,22,0,42,0,84,0,8,0,5,0,47,0,45,5,44,4,163,3,21,3,21,0,72,0,47,9,77,3,265,13,30,3,37,3,129,3,74,11,82,0,397,40,43,0,98,9,198,9,66,13,96,0,568,52,42,8,132,8,208,7,66,11,78,3,604,54,32,5,168,11,226,3,35,13,73,4,621,105,30,3,179,14,210,3,41,11,60,0,646,295,50,3,384,46,390,10,64,6,108,0,1364,363,31,6,422,37,151,5,35,5,50,3,1112,328,21,10,254,36,71,3,34,0,37,0,793,285,17,7,143,32,151,3,14,3,26,0,679,651,20,10,451,46,193,16,20,Carlingford
12503,3,0,3,3,0,12,0,5,3,208,5,244,0,0,0,0,0,3,0,8,3,55,0,71,0,3,0,3,0,10,0,41,10,115,3,183,0,3,0,0,0,16,0,42,0,58,0,127,0,6,0,3,3,33,0,107,14,309,3,472,3,12,7,11,3,117,3,177,30,249,3,623,10,39,0,32,3,222,4,215,40,368,9,939,14,65,4,71,6,438,5,271,35,378,12,1292,49,77,6,176,10,643,11,278,40,411,13,1714,120,97,10,290,15,591,18,184,36,298,14,1667,140,54,4,300,25,484,10,106,26,214,5,1374,218,51,5,298,35,383,5,83,28,202,4,1316,575,78,19,596,87,626,23,135,26,294,5,2470,590,60,16,501,60,271,18,73,11,156,4,1756,407,21,6,294,41,146,14,30,11,93,3,1068,311,18,6,139,31,165,5,27,7,69,0,773,559,21,15,343,59,175,12,43,Merrylands - Guildford
12504,3,0,0,0,0,6,0,0,3,99,0,118,0,0,0,0,0,3,0,6,0,18,0,28,0,0,0,0,0,3,0,16,0,41,0,63,0,0,0,3,0,4,0,24,4,17,0,53,6,4,0,3,0,20,0,45,8,102,0,192,3,17,0,4,0,61,0,71,10,85,4,257,12,19,0,22,0,176,0,114,15,138,7,494,19,26,0,47,4,311,7,144,31,123,0,712,32,68,3,179,18,545,9,119,27,147,4,1160,122,81,10,321,25,584,8,90,18,136,8,1400,163,57,4,373,22,702,10,81,14,113,3,1541,269,57,10,350,30,694,10,73,14,96,3,1603,883,71,20,727,106,1169,27,106,43,159,5,3306,822,57,21,673,94,247,22,48,15,97,0,2103,688,23,13,440,88,123,8,31,9,52,0,1474,489,18,10,199,55,303,4,23,6,24,0,1149,1009,37,22,483,118,220,9,30,Parramatta
12601,3,0,0,0,0,0,0,4,0,44,0,47,0,0,0,3,0,0,0,3,0,9,0,15,0,4,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,6,0,6,0,6,0,3,0,0,0,9,0,16,0,23,0,46,3,3,3,0,0,9,4,23,3,14,0,59,0,9,0,9,0,24,0,26,0,33,0,109,7,14,0,16,0,38,0,24,3,27,0,138,9,24,0,38,3,97,0,14,9,47,3,248,22,20,3,51,3,86,0,27,0,29,0,248,24,18,3,78,4,126,0,19,0,29,0,296,39,21,3,76,9,123,4,20,6,32,0,335,148,41,7,194,19,293,4,35,11,76,0,825,212,27,6,250,23,93,3,24,4,47,0,701,237,11,3,229,22,62,5,17,3,28,0,615,229,10,3,131,28,189,0,15,5,11,0,625,957,44,17,746,58,293,10,46,Pennant Hills - Epping
12602,3,3,0,0,0,11,0,6,0,103,9,126,4,0,0,4,0,0,0,4,0,19,0,29,0,0,0,0,0,6,0,12,3,24,0,42,0,0,0,0,0,6,3,15,0,22,0,50,3,4,0,0,0,14,0,23,0,47,0,94,0,8,0,9,0,47,0,43,3,65,0,175,4,25,0,21,3,86,0,79,6,74,0,299,10,29,3,42,5,148,0,74,12,76,0,409,27,64,3,100,13,282,10,93,10,128,3,725,77,56,4,177,12,287,11,83,11,96,0,828,99,50,8,221,24,331,10,56,9,95,5,906,157,36,6,255,28,307,7,54,13,78,0,944,424,78,15,641,74,682,20,97,25,142,0,2206,504,53,15,633,78,229,14,48,5,84,0,1662,542,41,11,537,86,142,17,36,8,60,0,1487,468,26,8,255,62,399,6,28,12,39,3,1305,1697,87,36,1406,166,516,29,89,Ryde - Hunters Hill
12701,4,0,3,0,0,0,0,4,3,68,3,91,0,0,0,0,0,0,0,8,4,19,0,30,0,4,0,4,0,6,0,28,3,45,3,86,0,0,0,3,0,0,0,13,3,20,0,41,0,12,0,0,0,20,0,31,0,114,0,177,3,5,0,6,3,40,4,75,16,146,0,296,3,17,4,15,3,113,0,87,16,189,0,456,16,38,3,39,3,223,8,123,19,181,0,640,36,41,0,146,12,364,7,139,22,235,3,1016,91,72,12,239,22,370,12,71,17,202,0,1107,126,57,10,301,15,362,15,77,13,157,7,1148,180,48,7,327,27,310,4,71,21,108,0,1107,632,77,23,630,85,485,20,85,26,193,6,2278,671,32,20,519,83,251,19,55,11,93,5,1759,501,19,9,319,58,153,7,28,6,65,0,1169,326,14,12,155,42,122,9,12,6,41,0,734,653,38,15,338,55,143,6,19,Bringelly - Green Valley
12702,8,0,0,0,0,7,0,16,5,275,0,313,4,3,0,0,0,8,0,18,0,73,0,111,0,0,0,0,0,12,3,57,4,131,0,219,0,3,0,0,0,9,0,71,3,71,0,161,0,18,0,3,0,32,3,125,12,386,7,589,7,32,0,15,5,94,0,210,20,413,6,803,15,52,6,41,0,265,5,248,33,673,15,1348,28,58,7,82,8,521,3,282,33,629,7,1658,85,103,7,179,12,701,12,280,46,745,18,2199,164,89,7,306,28,689,14,216,38,567,16,2130,177,78,14,306,21,534,17,148,27,472,3,1797,289,51,11,320,16,474,10,120,29,406,9,1735,781,93,33,614,73,703,23,159,39,523,5,3039,608,51,17,509,67,363,13,115,23,304,3,2078,486,32,8,311,51,220,12,55,12,201,3,1389,317,22,8,169,27,158,4,32,10,93,0,850,611,31,19,342,45,212,6,39,Fairfield
12703,6,0,0,0,0,5,0,5,3,88,0,110,0,0,0,0,0,3,0,3,0,33,0,45,0,0,0,0,0,4,0,21,3,46,0,77,0,0,0,0,0,3,0,23,4,42,0,73,0,7,0,3,0,26,0,42,4,214,0,295,0,3,0,11,0,57,0,99,6,146,0,319,3,21,0,14,0,146,0,115,13,224,4,535,9,24,7,52,0,299,3,138,23,258,6,817,38,58,3,112,12,433,14,145,27,283,5,1133,82,64,9,272,21,468,8,108,24,222,9,1293,150,44,3,306,25,422,8,81,30,169,3,1235,201,37,7,348,33,404,10,54,18,135,3,1239,720,72,20,680,93,545,22,65,22,193,8,2435,689,42,21,554,91,233,21,37,17,101,0,1804,552,29,16,323,61,118,9,24,3,52,3,1207,375,15,5,172,35,149,3,17,6,25,0,799,730,23,11,371,61,167,6,22,Liverpool
12801,4,0,0,0,0,8,0,0,0,17,0,32,0,0,0,0,0,0,0,0,3,9,0,11,3,0,0,6,0,0,0,8,0,13,0,32,0,3,0,0,0,0,0,7,0,3,0,20,0,5,0,0,0,3,0,9,3,22,0,42,0,7,0,7,0,16,0,12,3,14,0,66,5,12,0,12,0,29,0,24,0,32,0,115,3,20,0,36,3,80,0,42,3,51,0,240,17,29,3,97,3,124,9,32,6,79,0,406,40,42,0,168,13,151,8,38,12,72,0,546,48,45,3,211,12,162,6,47,9,55,5,601,91,37,3,318,21,208,3,26,6,59,0,769,341,58,11,734,78,410,16,79,12,85,0,1836,422,59,12,822,88,162,30,57,8,72,0,1724,467,35,8,621,85,97,12,40,13,45,0,1418,367,24,9,325,48,292,8,43,14,33,0,1175,1260,66,43,1386,166,399,29,67,Cronulla - Miranda - Caringbah
12802,0,0,0,5,0,3,0,0,0,13,0,27,0,0,0,3,0,0,0,0,0,9,0,11,0,0,0,0,0,3,0,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,16,0,19,0,40,0,3,0,10,0,17,0,29,3,21,0,79,3,5,0,6,0,24,0,20,0,24,3,94,3,16,0,21,4,69,3,36,3,46,0,215,14,25,3,91,5,144,7,45,7,96,0,433,49,36,3,196,17,157,11,34,9,77,0,590,57,46,7,282,18,184,10,45,13,65,0,722,108,41,4,390,23,221,8,37,7,63,0,895,386,80,12,948,85,496,27,82,16,115,0,2246,598,83,18,1183,102,207,22,57,20,81,3,2363,589,48,19,862,102,123,25,43,11,53,4,1885,517,34,10,424,68,270,10,31,9,22,0,1396,1362,61,22,1465,123,386,26,47,Sutherland - Menai - Heathcote
20101,0,0,0,6,0,0,0,0,0,17,0,28,0,3,0,0,0,0,0,0,0,7,0,19,0,4,0,3,0,0,0,6,3,14,0,32,0,0,0,0,0,3,0,8,0,10,0,15,0,3,0,6,0,4,0,16,0,32,0,65,0,8,0,11,0,21,0,36,0,38,0,112,7,15,0,17,0,54,0,52,3,83,0,244,20,27,0,63,6,138,9,83,8,87,0,435,37,46,5,179,20,237,11,60,22,127,6,747,62,67,7,379,21,241,15,61,18,81,9,953,74,62,14,392,49,260,5,45,10,59,0,978,105,47,0,453,40,188,17,25,8,30,0,916,351,52,16,870,79,264,22,41,8,54,3,1777,352,39,7,574,68,112,10,12,3,20,0,1191,299,23,16,316,32,39,10,7,3,15,0,752,154,13,3,118,17,78,0,7,3,5,0,399,322,19,0,333,43,94,10,18,Ballarat
20102,0,0,0,3,0,0,0,0,0,9,0,11,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,3,0,3,0,6,0,5,0,25,3,0,0,4,0,7,0,7,0,16,0,45,3,4,0,13,0,14,3,19,7,15,0,78,9,21,0,23,3,28,0,25,7,31,0,152,10,29,0,53,5,77,10,33,3,24,0,248,21,32,6,94,4,62,4,24,8,29,0,277,31,13,0,101,9,53,4,11,4,26,0,253,35,6,4,111,11,40,3,5,4,15,0,237,85,20,4,182,24,94,7,10,3,18,0,446,74,12,3,128,19,34,4,3,0,4,0,281,60,10,7,58,6,18,0,4,3,0,3,160,34,3,0,25,3,20,0,3,5,0,0,91,61,3,0,71,8,24,3,3,Creswick - Daylesford - Ballan
20103,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,15,0,27,6,3,0,9,0,9,0,8,3,14,0,55,3,10,0,8,3,21,0,12,4,34,0,94,7,8,0,25,0,33,0,17,3,47,0,145,25,17,3,66,5,77,3,25,8,45,4,277,24,8,0,96,12,69,6,10,3,22,0,257,31,15,8,91,3,55,0,4,3,20,3,225,32,6,0,86,0,29,3,8,0,10,0,184,58,12,6,139,11,44,4,7,3,23,0,303,46,3,4,61,10,15,0,0,0,5,0,153,32,0,0,42,3,10,6,0,0,0,0,97,17,3,0,11,0,0,0,0,0,0,0,41,25,4,0,19,3,3,0,3,Maryborough - Pyrenees
20201,3,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,5,0,4,0,8,3,4,0,5,0,7,0,12,0,61,3,92,3,4,0,8,0,16,3,28,0,33,0,93,8,9,0,14,0,47,0,45,3,86,3,219,12,32,0,57,8,142,7,81,6,105,3,445,17,49,3,164,14,240,15,86,19,104,4,705,63,74,10,339,22,257,16,66,8,69,0,920,92,49,5,368,16,218,20,47,18,57,0,888,117,39,10,369,39,193,9,37,3,41,4,851,353,66,20,701,93,230,27,35,12,42,3,1565,323,38,6,527,74,81,20,20,4,16,0,1107,203,15,5,294,31,41,10,0,3,10,0,618,158,3,4,101,21,60,5,3,4,4,0,369,218,26,10,224,15,62,8,14,Bendigo
20202,0,0,0,0,0,7,0,0,0,4,0,17,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,3,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,4,0,3,0,11,4,3,0,0,0,0,0,6,3,14,0,31,0,4,0,3,0,17,0,19,3,12,0,55,4,15,0,10,0,20,0,32,6,34,0,113,7,21,0,33,0,49,0,24,5,34,0,184,22,34,3,79,6,105,12,33,6,58,3,370,28,52,6,127,8,116,5,41,4,46,0,427,31,35,6,174,6,111,9,22,4,19,3,417,56,24,0,189,16,83,9,21,0,17,0,401,130,61,13,322,40,152,18,13,11,20,0,778,164,37,7,251,24,55,8,9,4,3,0,564,101,9,3,156,17,16,8,4,0,10,0,323,74,0,0,51,10,71,3,6,4,3,0,222,136,22,0,150,22,36,8,9,Heathcote - Castlemaine - Kyneton
20203,4,0,3,0,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,13,0,24,0,0,0,7,0,3,0,0,0,5,0,18,4,4,0,10,0,11,0,6,0,18,0,46,4,0,0,19,3,19,0,7,0,17,3,74,15,6,0,23,3,26,0,7,0,10,0,98,16,4,4,42,0,25,0,4,0,15,0,111,15,8,0,43,3,26,4,4,4,6,0,107,20,13,0,51,7,12,0,0,0,10,0,106,35,3,3,58,4,14,3,3,3,4,0,129,22,0,0,38,5,7,0,0,0,4,0,81,21,0,0,15,4,3,0,0,0,0,0,43,14,0,0,5,0,3,0,0,0,0,0,30,16,0,0,6,6,3,0,0,Loddon - Elmore
20301,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,7,3,5,0,17,0,0,0,0,0,3,0,10,0,4,0,20,0,3,0,4,0,12,0,8,0,8,0,44,3,3,0,23,0,23,0,9,0,8,3,76,8,15,0,40,3,53,5,23,3,24,5,180,17,9,4,90,10,61,5,10,3,14,0,229,20,7,0,87,3,53,3,13,3,7,3,218,32,13,0,111,17,46,4,3,3,3,0,235,83,15,10,183,21,72,3,12,0,3,3,416,75,7,3,181,23,32,5,3,0,0,0,325,59,3,7,77,8,16,0,3,3,3,0,174,29,3,0,37,5,15,0,0,0,0,0,99,72,6,6,66,4,24,0,0,Barwon - West
20302,8,0,0,13,0,4,0,0,0,30,0,56,0,0,7,0,0,0,0,4,3,21,0,38,4,3,0,9,0,5,3,12,5,23,0,68,0,3,0,3,0,6,0,14,0,12,0,41,4,5,0,7,0,17,3,35,3,86,0,166,3,12,0,11,3,41,0,65,5,86,3,236,17,34,3,32,0,114,4,87,6,171,4,475,8,43,0,88,11,216,6,146,18,190,0,728,49,83,5,240,25,442,15,170,35,220,6,1284,83,108,14,496,41,477,32,129,22,169,5,1569,138,97,11,647,61,423,26,83,24,108,0,1615,207,86,16,722,75,407,16,57,20,99,3,1710,604,123,29,1533,137,676,46,87,28,133,8,3408,578,75,27,1128,165,220,25,41,17,51,8,2334,484,30,26,691,94,101,16,22,7,36,0,1511,335,13,13,277,46,153,6,11,14,16,0,881,604,35,14,778,74,237,18,28,Geelong
20303,0,0,3,4,0,4,0,0,0,15,0,30,3,0,0,4,0,0,0,3,0,4,0,11,0,3,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,3,0,3,0,0,0,9,4,3,0,0,0,3,0,10,0,12,0,35,0,5,0,7,0,11,3,17,0,19,0,60,6,12,5,5,0,25,6,26,0,30,4,120,15,19,0,36,4,66,4,32,4,39,0,217,17,52,5,109,12,126,7,44,3,51,0,424,32,63,3,193,20,151,5,35,15,50,0,578,46,34,3,273,30,195,6,41,12,35,0,676,72,50,3,323,21,171,8,20,11,25,3,698,233,69,11,619,56,244,18,32,10,37,0,1331,214,48,11,552,51,88,10,24,3,27,3,1033,161,20,9,302,45,32,5,14,5,6,5,615,135,17,3,120,18,120,3,11,4,3,0,430,257,26,6,369,41,100,13,16,Surf Coast - Bellarine Peninsula
20401,5,0,0,0,0,3,0,3,0,4,0,17,3,0,0,0,0,3,0,0,0,3,0,13,4,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,3,0,3,5,0,17,0,3,0,3,0,3,0,0,3,13,0,32,0,10,0,8,0,12,0,14,0,15,0,59,6,5,0,7,0,16,3,17,4,41,4,108,18,23,3,37,3,68,0,31,4,39,4,239,29,24,5,96,8,144,6,43,11,50,3,422,34,31,4,150,18,145,10,31,7,37,0,464,44,19,3,202,14,130,6,12,9,28,3,476,83,23,3,198,11,102,4,10,12,19,3,478,179,27,5,335,31,139,19,27,7,20,4,787,189,17,9,226,30,48,11,11,4,5,0,551,125,4,6,88,12,21,0,4,3,0,0,268,58,0,4,35,12,22,0,3,0,0,0,141,116,7,3,97,6,22,9,0,Upper Goulburn Valley
20402,3,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,8,0,0,0,8,3,4,0,7,0,4,0,3,0,24,0,46,3,5,0,3,0,13,0,8,6,17,0,59,7,3,0,11,3,22,5,17,4,45,0,129,19,12,0,31,3,62,7,25,4,37,3,205,30,31,3,111,12,109,9,39,7,42,3,391,44,19,3,169,15,116,4,28,6,52,0,449,54,19,7,195,14,67,10,10,5,20,0,403,71,21,3,168,17,60,3,12,4,22,0,380,192,28,7,306,31,66,14,10,0,16,3,688,159,9,3,207,42,36,4,6,0,5,0,468,86,9,3,86,10,15,6,0,0,3,0,228,66,8,0,38,4,16,0,0,0,0,0,134,91,3,6,78,8,26,0,0,Wangaratta - Benalla
20403,0,0,3,0,0,0,0,3,0,4,0,18,3,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,9,0,11,0,0,0,0,0,0,0,4,0,7,0,9,10,0,0,5,0,0,0,3,0,23,0,49,5,6,0,7,0,12,0,24,3,23,0,81,6,5,0,19,3,31,7,29,3,34,0,146,8,22,5,32,6,86,6,44,11,59,0,288,34,33,3,115,10,182,4,39,8,54,3,500,73,49,10,255,23,193,8,25,18,52,5,710,64,50,9,267,21,146,8,28,9,25,0,634,113,26,11,289,25,119,4,12,7,16,4,629,335,50,11,467,61,150,20,13,17,24,7,1160,295,36,3,394,53,51,14,7,4,20,3,873,176,17,8,209,26,23,11,6,0,3,0,479,122,3,5,73,20,43,3,7,0,10,0,275,160,5,3,127,15,30,8,9,Wodonga - Alpine
20501,5,0,0,3,0,0,0,0,0,9,3,20,0,0,0,5,0,4,0,0,0,3,0,12,0,0,0,0,0,0,0,8,0,3,0,20,3,0,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,4,0,9,0,22,0,41,4,10,0,4,0,5,0,7,0,14,0,42,7,3,3,6,0,13,3,21,3,34,0,95,4,14,0,32,3,83,0,33,8,39,0,218,25,31,8,96,7,130,9,37,8,53,0,399,36,40,5,171,15,145,3,31,11,42,0,494,34,23,3,192,17,145,3,27,0,17,0,461,67,22,3,212,21,101,9,16,4,26,0,484,145,33,12,370,45,147,12,27,6,18,4,811,162,19,6,279,29,53,8,13,5,8,0,583,116,8,4,121,14,27,0,8,3,7,0,313,68,0,3,55,7,38,3,0,3,3,0,179,132,16,5,145,13,47,4,3,Baw Baw
20502,4,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,12,0,5,0,3,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,4,0,3,0,4,0,20,0,36,0,6,0,0,0,7,0,14,0,14,0,55,16,11,3,7,3,32,3,21,0,42,0,140,4,24,6,42,0,54,4,49,0,49,0,237,20,35,4,108,8,112,6,39,5,49,3,401,41,32,3,173,12,82,11,35,9,38,3,442,41,25,3,177,19,71,13,16,4,32,0,394,49,16,5,148,8,52,5,6,0,13,0,308,108,19,5,230,41,73,8,18,6,24,0,526,89,14,8,128,25,13,11,7,3,6,0,302,61,8,3,49,11,4,0,0,0,5,0,137,43,0,0,29,6,8,0,0,0,0,0,90,43,3,3,53,3,15,8,8,Gippsland - East
20503,7,0,0,3,0,0,0,0,0,10,3,28,3,0,0,0,0,0,0,3,0,0,0,9,5,0,0,5,0,0,0,5,3,10,0,25,0,0,0,0,0,0,0,3,0,6,0,10,5,3,0,3,0,10,0,11,0,24,0,59,11,19,0,9,3,14,0,19,4,17,0,107,12,11,0,25,3,19,3,34,0,55,0,166,27,32,0,64,4,92,4,54,9,57,0,336,44,55,8,143,12,117,11,76,16,70,7,553,66,44,10,213,16,134,18,43,15,54,3,609,51,30,6,221,19,127,15,28,6,33,3,541,89,24,12,238,18,82,8,16,3,19,3,516,166,52,15,347,36,113,9,14,10,14,4,782,143,23,3,218,17,48,5,5,0,11,0,478,80,6,3,118,13,18,3,4,0,3,0,249,58,5,0,44,11,30,0,3,4,0,0,151,94,6,4,95,6,22,3,9,Gippsland - South West
