sa3_code16,p_15_yrs_over_m,p_15_yrs_over_f,p_15_yrs_over_p,lfs_emplyed_wrked_full_time_m,lfs_emplyed_wrked_full_time_f,lfs_emplyed_wrked_full_time_p,lfs_emplyed_wrked_part_time_m,lfs_emplyed_wrked_part_time_f,lfs_emplyed_wrked_part_time_p,lfs_employed_away_from_work_m,lfs_employed_away_from_work_f,lfs_employed_away_from_work_p,lfs_unmplyed_lookng_for_wrk_m,lfs_unmplyed_lookng_for_wrk_f,lfs_unmplyed_lookng_for_wrk_p,lfs_tot_lf_m,lfs_tot_lf_f,lfs_tot_lf_p,lfs_n_the_labour_force_m,lfs_n_the_labour_force_f,lfs_n_the_labour_force_p,percent_unem_loyment_m,percent_unem_loyment_f,percent_unem_loyment_p,percnt_labforc_prticipation_m,percnt_labforc_prticipation_f,percnt_labforc_prticipation_p,percnt_employment_to_populn_m,percnt_employment_to_populn_f,percnt_employment_to_populn_p,non_sch_quals_postgrad_dgre_m,non_sch_quals_postgrad_dgre_f,non_sch_quals_postgrad_dgre_p,non_sch_quals_gr_dip_gr_crt_m,non_sch_quals_gr_dip_gr_crt_f,non_sch_quals_gr_dip_gr_crt_p,non_sch_quals_bchelr_degree_m,non_sch_quals_bchelr_degree_f,non_sch_quals_bchelr_degree_p,non_sch_quls_advncd_dip_dip_m,non_sch_quls_advncd_dip_dip_f,non_sch_quls_advncd_dip_dip_p,non_sch_quls_cert3a4_level_m,non_sch_quls_cert3a4_level_f,non_sch_quls_cert3a4_level_p,non_sch_quls_cert1a2_level_m,non_sch_quls_cert1a2_level_f,non_sch_quls_cert1a2_level_p,non_sch_quls_certnfd_level_m,non_sch_quls_certnfd_level_f,non_sch_quls_certnfd_level_p,non_sch_quls_certtot_level_m,non_sch_quls_certtot_level_f,non_sch_quls_certtot_level_p,migtn_lvd_same_add_1_yr_ago_m,migtn_lvd_same_add_1_yr_ago_f,migtn_lvd_same_add_1_yr_ago_p,migtn_lvd_diff_add_1_yr_ago_m,migtn_lvd_diff_add_1_yr_ago_f,migtn_lvd_diff_add_1_yr_ago_p,migtn_lvd_sme_add_5_yrs_ago_m,migtn_lvd_sme_add_5_yrs_ago_f,migtn_lvd_sme_add_5_yrs_ago_p,mign_lvd_diff_add_5_yrs_ago_m,mign_lvd_diff_add_5_yrs_ago_f,mign_lvd_diff_add_5_yrs_ago_p,sa3_name16
31902,19990,19809,39803,6848,3755,10606,1913,4028,5935,592,549,1137,863,675,1542,10221,9006,19225,7925,9136,17066,8.4,7.5,8.0,51.1,45.5,48.3,46.8,42.1,44.4,146,193,338,93,252,347,799,1624,2428,870,1620,2490,4673,2411,7086,238,442,677,320,487,804,5230,3333,8571,18724,18444,37174,3276,3455,6738,13267,12849,26119,7595,7962,15555,Burnett
31903,19848,20592,40444,6395,3340,9735,2122,4479,6604,577,555,1130,1027,841,1869,10124,9217,19339,7963,9663,17621,10.1,9.1,9.7,51.0,44.8,47.8,45.8,40.7,43.2,201,219,412,133,295,429,878,1717,2592,1066,1943,3010,5637,2716,8344,292,415,705,360,473,835,6279,3604,9882,18415,18605,37018,3480,3730,7214,12341,12230,24566,8602,9272,17870,Gympie - Cooloola
31904,22256,24843,47094,6044,4053,10097,2449,4813,7261,520,556,1079,1341,1101,2444,10358,10525,20882,10146,12482,22625,12.9,10.5,11.7,46.5,42.4,44.3,40.5,37.9,39.1,314,374,685,210,434,644,1295,2385,3675,1493,2174,3666,6431,3233,9671,261,389,652,419,662,1074,7109,4285,11395,19732,21398,41124,4562,5168,9732,12188,13050,25239,11373,12817,24187,Hervey Bay
30306,20414,20523,40942,8144,4673,12816,3431,4619,8052,496,521,1017,1356,1065,2421,13425,10881,24309,6044,8683,14729,10.1,9.8,10.0,65.8,53.0,59.4,59.1,47.8,53.5,1800,1567,3370,276,419,695,3928,4341,8269,1823,1975,3797,2911,1411,4321,136,173,313,253,353,612,3304,1940,5248,18003,18441,36443,4960,4713,9674,11085,11646,22729,10938,10505,21443,Sunnybank
30401,12486,13518,26009,6554,3980,10534,1638,3784,5424,303,408,710,564,463,1025,9061,8636,17699,2954,4243,7199,6.2,5.4,5.8,72.6,63.9,68.0,68.0,60.5,64.1,1174,915,2092,303,514,819,2726,3212,5934,1209,1569,2781,2307,1118,3422,78,131,209,182,289,477,2561,1541,4106,12960,13657,26623,1955,2079,4035,8905,9580,18488,5406,5543,10952,Centenary
30402,17232,18617,35848,8449,4898,13345,2448,5402,7853,393,533,927,756,655,1408,12055,11479,23534,4475,6323,10803,6.3,5.7,6.0,70.0,61.7,65.6,65.5,58.2,61.7,2505,1891,4394,504,902,1399,4411,5163,9575,1577,2075,3652,2193,1075,3266,69,181,252,223,374,594,2489,1631,4115,17933,18809,36746,2930,3015,5944,12259,12736,24991,7951,8384,16337,Kenmore - Brookfield - Moggill
30403,20936,22621,43562,8491,5404,13899,3407,5649,9056,480,691,1171,1265,1212,2480,13646,12961,26604,6168,8475,14642,9.3,9.4,9.3,65.2,57.3,61.1,59.1,51.9,55.4,3179,2715,5898,546,900,1452,5755,6519,12280,1403,1708,3110,1813,1037,2851,120,184,308,189,277,474,2127,1499,3625,16293,17293,33583,6508,6947,13458,8720,9376,18098,13598,14392,27994,Sherwood - Indooroopilly
30404,19026,20594,39620,9902,5986,15887,2389,5517,7910,509,678,1184,880,702,1579,13673,12879,26555,4549,6779,11327,6.4,5.5,5.9,71.9,62.5,67.0,67.3,59.1,63.1,1379,1254,2638,515,892,1404,3731,4757,8489,1963,2236,4202,3643,1897,5542,189,197,387,244,362,602,4074,2455,6535,18950,20030,38981,3701,3646,7353,12010,13013,25022,9684,9789,19471,The Gap - Enoggera
30501,31891,30267,62160,14338,10446,24785,4986,6556,11544,727,773,1502,1741,1460,3203,21792,19241,41033,6386,7819,14203,8.0,7.6,7.8,68.3,63.6,66.0,62.9,58.7,60.9,3402,3274,6671,770,1161,1934,8406,8747,17146,2448,2494,4944,3224,1605,4826,196,269,472,346,396,744,3770,2268,6036,18702,17724,36429,11033,10880,21912,8250,8090,16343,21317,20355,41674,Brisbane Inner
30502,16209,17068,33278,9188,6549,15735,2172,4331,6508,359,587,943,618,558,1173,12332,12029,24360,2751,3918,6668,5.0,4.6,4.8,76.1,70.5,73.2,72.3,67.2,69.7,1330,1393,2725,428,785,1219,3991,4808,8798,1486,1843,3326,2700,1287,3984,103,132,233,167,317,484,2966,1738,4707,13641,14039,27680,4372,4630,9001,7330,7610,14936,10011,10377,20384,Brisbane Inner - East
30503,36098,37521,73616,18678,13421,32100,5143,9013,14158,908,1168,2076,1588,1378,2960,26321,24980,51299,6841,9692,16529,6.0,5.5,5.8,72.9,66.6,69.7,68.5,62.9,65.7,3342,3144,6488,1026,1605,2622,9427,10762,20191,3153,3586,6743,4721,2522,7244,230,293,526,433,534,964,5381,3352,8735,27527,28331,55857,10366,10842,21204,14903,15634,30542,22037,22705,44742,Brisbane Inner - North
30504,22654,23781,46439,11614,7976,19586,3486,6570,10062,487,775,1263,1028,894,1929,16616,16217,32836,4533,6186,10717,6.2,5.5,5.9,73.3,68.2,70.7,68.8,64.4,66.6,2800,2637,5436,711,1200,1914,6686,7738,14421,1683,1980,3665,2492,1289,3778,113,143,259,216,290,503,2817,1720,4537,18690,19292,37977,6228,6621,12851,10901,11436,22340,13286,13874,27158,Brisbane Inner - West
30601,20281,21509,41791,9645,6900,16546,2715,5733,8444,655,708,1368,978,768,1743,13999,14105,28100,4615,5797,10406,7.0,5.4,6.2,69.0,65.6,67.2,64.2,62.0,63.1,671,875,1549,322,624,942,2213,3790,6011,1942,2668,4607,5823,2621,8441,198,263,461,341,507,845,6358,3388,9751,18320,18723,37040,4684,5203,9883,10888,10923,21809,11206,12323,23529,Cairns - North
30602,39130,41025,80153,16463,11255,27723,4897,9477,14372,1216,1243,2458,2318,1866,4186,24893,23847,48738,9993,13064,23060,9.3,7.8,8.6,63.6,58.1,60.8,57.7,53.6,55.6,768,968,1732,345,788,1130,3302,5317,8621,2733,4028,6764,10411,5096,15508,496,736,1232,592,921,1510,11496,6756,18252,34478,35420,69901,8597,9188,17785,21044,21235,42279,19871,21335,41204,Cairns - South
30603,14316,13687,28001,5508,2930,8441,1463,3109,4571,473,432,908,862,582,1440,8308,7048,15358,4618,5441,10059,10.4,8.3,9.4,58.0,51.5,54.8,52.0,47.3,49.7,115,153,269,83,181,261,667,1151,1815,640,1033,1679,3958,1613,5577,148,266,412,196,300,489,4299,2184,6484,13548,12814,26361,2283,2300,4578,9911,9209,19127,5118,5149,10267,Innisfail - Cassowary Coast
30604,4867,4830,9701,1994,1351,3345,624,1183,1808,176,157,338,176,113,286,2972,2802,5778,1260,1333,2595,5.9,4.0,4.9,61.1,58.0,59.6,57.4,55.7,56.6,90,99,189,40,99,140,371,603,977,359,477,838,1399,567,1964,57,77,136,108,129,231,1559,768,2331,4007,3759,7764,1009,1060,2072,2517,2276,4791,2286,2337,4626,Port Douglas - Daintree
30605,16058,16828,32890,5663,3459,9128,1864,3779,5643,528,529,1055,774,598,1374,8829,8373,17200,5634,6956,12589,8.8,7.1,8.0,55.0,49.8,52.3,50.2,46.2,48.1,286,310,595,137,267,406,1015,1861,2875,888,1591,2483,4364,1918,6285,178,263,436,246,389,628,4786,2566,7353,15048,15391,30436,2665,2904,5563,10366,10498,20859,6492,6933,13423,Tablelands (East) - Kuranda
30701,17632,16926,34560,8856,4729,13585,1534,3852,5390,603,579,1180,567,408,973,11564,9569,21128,3902,5458,9360,4.9,4.3,4.6,65.6,56.5,61.1,62.3,54.1,58.3,138,173,308,68,224,287,855,1996,2852,967,1491,2465,3989,1934,5920,187,306,491,268,332,596,4446,2572,7017,16125,15204,31335,3318,3427,6749,10654,9829,20481,7530,7689,15225,Darling Downs (West) - Maranoa
30702,16777,16496,33273,8062,3852,11909,1560,3833,5393,571,533,1105,591,565,1157,10775,8790,19569,4557,6387,10951,5.5,6.4,5.9,64.2,53.3,58.8,60.8,49.8,55.3,119,187,302,88,212,295,816,1537,2357,884,1344,2222,4249,2060,6307,186,316,504,257,405,660,4694,2775,7473,16184,15899,32081,2911,2978,5887,10871,10445,21315,7154,7328,14475,Darling Downs - East
30703,15909,16657,32566,6273,3323,9597,1811,3833,5645,513,543,1055,564,495,1063,9169,8192,17363,5649,7387,13038,6.2,6.0,6.1,57.6,49.2,53.3,54.0,46.2,50.0,210,232,444,130,249,379,880,1633,2514,835,1439,2280,3929,2055,5988,173,295,469,289,422,710,4392,2771,7166,15453,15687,31144,2630,2866,5493,10734,10862,21594,6467,6890,13360,Granite Belt
30801,11498,10218,21714,6418,2930,9350,895,2532,3426,472,402,875,413,401,814,8203,6270,14467,1679,2768,4450,5.0,6.4,5.6,71.3,61.4,66.6,67.7,57.4,62.9,101,131,239,72,147,218,582,1172,1753,496,769,1266,3358,1274,4634,133,208,342,161,194,355,3650,1678,5324,10535,9563,20098,2324,2353,4679,6364,5502,11868,5546,5462,11003,Central Highlands (Qld)
30803,45908,46664,92567,19657,11697,31353,4591,10872,15472,1435,1486,2920,2800,1998,4799,28483,26061,54544,13263,17051,30315,9.8,7.7,8.8,62.0,55.8,58.9,55.9,51.5,53.7,852,782,1633,460,846,1305,2850,5299,8156,2272,3546,5821,12887,5778,18670,538,864,1405,650,860,1509,14079,7504,21580,42723,43209,85929,8383,9168,17549,27330,27027,54360,21271,22949,44222,Rockhampton
30804,5769,5383,11152,3363,1573,4944,436,1349,1782,272,197,466,164,138,298,4228,3255,7489,1020,1681,2695,3.9,4.2,4.0,73.3,60.5,67.2,70.6,57.9,64.5,52,62,117,28,89,114,268,576,845,220,367,588,1515,618,2127,53,92,149,97,104,198,1665,806,2476,5710,5338,11050,920,902,1821,3881,3530,7406,2345,2336,4676,Biloela
30805,24583,23119,47696,12208,5532,17743,2176,5598,7776,873,693,1564,1944,1422,3368,17197,13243,30441,5447,8168,13615,11.3,10.7,11.1,70.0,57.3,63.8,62.1,51.1,56.8,335,340,676,208,349,552,1495,2602,4103,1395,1753,3147,8705,3374,12085,280,487,771,353,442,802,9342,4309,13652,22924,21347,44274,5431,5658,11093,13821,12597,26417,13017,12875,25892,Gladstone
30901,25172,27341,52515,11212,7301,18511,3678,7054,10734,643,790,1437,993,874,1865,16526,16020,32549,6567,9139,15704,6.0,5.5,5.7,65.7,58.6,62.0,61.7,55.4,58.4,863,975,1840,299,608,911,3416,4577,7987,2183,3241,5423,6462,2820,9281,173,288,460,425,711,1134,7050,3819,10877,21069,22499,43574,5408,5894,11302,12624,13486,26112,13134,14185,27318,Broadbeach - Burleigh
30902,21252,23136,44386,8749,5375,14120,3078,6158,9244,612,721,1331,951,729,1681,13388,12985,26375,6249,8440,14691,7.1,5.6,6.4,63.0,56.1,59.4,58.5,53.0,55.6,517,621,1141,234,482,713,2175,3319,5497,1698,2699,4397,6209,2785,8991,131,303,439,372,613,986,6708,3705,10419,18954,19805,38759,4232,4668,8903,11928,12356,24282,10458,11499,21954,Coolangatta
30903,26440,29993,56429,10125,6787,16907,3563,6641,10200,594,734,1330,1302,1188,2487,15581,15347,30930,8715,12230,20949,8.4,7.7,8.0,58.9,51.2,54.8,54.0,47.2,50.4,868,913,1782,234,455,687,2535,3730,6269,2062,3329,5392,6875,3227,10108,206,402,604,491,860,1351,7574,4492,12065,21937,24168,46102,5877,6618,12496,12398,13740,26140,14555,16267,30818,Gold Coast - North
30904,7416,7763,15178,3043,1721,4767,1016,2049,3066,254,286,538,260,226,489,4571,4282,8859,2182,2867,5044,5.7,5.3,5.5,61.6,55.2,58.4,58.2,52.2,55.2,261,274,536,106,196,298,714,1183,1897,655,976,1627,2132,888,3022,54,126,186,166,222,385,2354,1231,3591,6920,7113,14032,1220,1282,2504,4688,4800,9493,3139,3298,6438,Gold Coast Hinterland
31104,17337,17362,34696,9316,5228,14541,1849,4495,6348,596,614,1211,701,733,1439,12467,11069,23538,3788,5280,9068,5.6,6.6,6.1,71.9,63.8,67.8,67.8,59.5,63.7,200,232,434,111,277,385,768,1740,2508,1112,1908,3018,5979,2701,8681,171,324,498,303,467,772,6452,3493,9947,17368,17249,34619,3523,3542,7058,11559,11111,22669,8284,8685,16967,Jimboomba
30908,18967,21817,40781,8313,5464,13782,2831,5660,8486,480,599,1078,856,852,1705,12481,12570,25058,5141,7581,12727,6.9,6.8,6.8,65.8,57.6,61.4,61.3,53.7,57.2,830,865,1698,224,400,621,2439,3239,5678,1730,2717,4452,4268,2360,6628,133,244,378,320,569,885,4719,3172,7889,16549,18378,34929,4570,5134,9697,9265,10303,19570,11194,12521,23713,Robina
30909,24212,25995,50206,9349,5916,15263,3696,6255,9956,598,671,1268,1364,1226,2593,15000,14077,29082,7107,9880,16986,9.1,8.7,8.9,62.0,54.2,57.9,56.3,49.4,52.8,1016,1024,2042,259,423,680,2888,3971,6854,1986,3053,5038,5304,2591,7891,195,315,512,385,611,998,5877,3518,9402,19546,20818,40359,5788,6233,12020,11279,12027,23311,13320,14242,27561,Southport
30910,18003,18129,36129,6774,4273,11038,2950,4352,7302,425,426,847,802,810,1612,10943,9856,20800,4639,5963,10600,7.3,8.2,7.8,60.8,54.4,57.6,56.4,49.9,53.1,776,754,1532,229,312,545,2757,3027,5786,1645,2047,3695,3204,1502,4710,127,187,318,286,456,745,3622,2147,5771,12647,12570,25218,4544,4751,9297,6637,6699,13340,10295,10376,20667,Surfers Paradise
31001,28589,28379,56975,11143,6965,18115,3223,5756,8979,664,846,1510,1702,1472,3180,16737,15041,31779,9806,11098,20909,10.2,9.8,10.0,58.5,53.0,55.8,52.6,47.8,50.2,1058,1042,2102,287,504,786,2893,3907,6805,1972,2528,4509,4823,2720,7548,272,410,681,368,565,935,5461,3696,9166,25089,26591,51678,5123,5155,10276,15547,16515,32062,12922,13625,26543,Forest Lake - Oxley
31002,25306,25094,50400,10187,5350,15536,2405,5649,8060,799,746,1549,1047,1009,2061,14440,12757,27202,8835,10335,19175,7.3,7.9,7.6,57.1,50.8,54.0,52.9,46.8,49.9,216,322,543,146,359,512,1023,2058,3087,1383,2324,3707,6749,3390,10135,269,487,751,393,636,1028,7416,4504,11919,23926,23708,47634,4024,4304,8326,16331,15837,32167,10171,10766,20935,Ipswich Hinterland
31003,39501,41872,81372,17776,10644,28424,4413,9338,13751,1116,1258,2371,2201,1998,4203,25510,23238,48749,11349,15946,27294,8.6,8.6,8.6,64.6,55.5,59.9,59.0,50.7,54.7,720,839,1557,396,750,1144,2683,4464,7150,2791,4103,6889,11196,6018,17210,503,795,1299,642,949,1598,12344,7767,20105,37871,39130,76997,8366,8840,17206,24188,24724,48915,19482,20964,40450,Ipswich Inner
31004,30078,31462,61542,15558,9479,25033,3526,7101,10625,927,1093,2023,1984,1947,3924,21993,19619,41604,6095,9849,15945,9.0,9.9,9.4,73.1,62.4,67.6,66.5,56.2,61.2,742,795,1534,274,488,759,2447,3733,6179,2288,3435,5720,7637,4629,12261,405,588,988,535,768,1306,8575,5980,14554,29579,29994,59579,7979,8331,16316,15986,15811,31798,18803,19968,38770,Springfield - Redbank
31101,5470,5682,11152,2144,1118,3257,539,1250,1784,165,145,310,237,217,450,3083,2723,5810,1928,2537,4467,7.7,8.0,7.7,56.4,47.9,52.1,52.1,44.2,48.0,54,66,115,34,77,108,235,407,643,270,505,770,1355,725,2078,60,112,170,89,152,242,1504,986,2490,4907,5224,10134,1090,1225,2312,3122,3234,6356,2575,2890,5465,Beaudesert
31102,15452,16671,32120,6721,3874,10594,1689,3359,5041,413,468,880,948,924,1869,9768,8616,18384,4670,6945,11615,9.7,10.7,10.2,63.2,51.7,57.2,57.1,46.2,51.4,158,219,379,101,197,302,761,1348,2109,951,1643,2594,4288,2391,6680,193,368,563,281,428,714,4768,3191,7958,14546,15237,29788,3426,3688,7115,8899,9160,18060,8100,8775,16871,Beenleigh
31103,29628,31043,60673,14321,8142,22468,3359,6834,10198,959,928,1887,1760,1723,3484,20402,17633,38031,7216,11368,18589,8.6,9.8,9.2,68.9,56.8,62.7,62.9,51.2,56.9,390,395,784,138,348,485,1525,2574,4095,1619,2914,4529,8075,4545,12624,312,570,885,485,761,1249,8875,5883,14756,29595,30246,59844,5908,6212,12117,18945,18984,37931,14446,15470,29916,Browns Plains
31105,22874,24443,47315,11004,6679,17684,2731,5652,8376,624,742,1364,1189,1088,2279,15545,14163,29703,5887,8723,14609,7.6,7.7,7.7,68.0,57.9,62.8,62.8,53.5,58.0,464,505,973,216,427,638,1755,2797,4554,1620,2552,4170,6568,3353,9920,249,392,645,414,609,1025,7233,4359,11587,21808,22659,44476,4732,4912,9643,13940,14335,28274,11300,12087,23382,Loganlea - Carbrook
31106,29599,30446,60044,12653,7216,19866,3589,6198,9788,823,880,1707,1982,1783,3766,19045,16084,35124,8634,12423,21061,10.4,11.1,10.7,64.3,52.8,58.5,57.7,46.9,52.2,847,858,1709,263,505,775,2694,3691,6387,2144,2929,5074,6757,3642,10400,362,538,904,447,675,1122,7565,4854,12424,28843,29245,58085,5835,5951,11789,18311,18683,36989,14437,14660,29095,Springwood - Kingston
31201,14000,11903,25902,7239,3379,10616,1058,2557,3617,587,457,1043,505,487,995,9391,6884,16272,2322,3600,5921,5.4,7.1,6.1,67.1,57.8,62.8,63.5,53.7,59.0,127,121,245,83,144,225,691,1201,1890,525,780,1307,4023,1605,5633,139,256,396,175,250,430,4339,2115,6454,11832,10435,22271,2900,2961,5862,6841,5680,12526,6873,6744,13618,Bowen Basin - North
31202,46089,45114,91204,22787,11558,34348,4083,11169,15255,1646,1483,3130,2630,2338,4966,31149,26546,57697,10378,15480,25859,8.4,8.8,8.6,67.6,58.8,63.3,61.9,53.7,57.8,518,622,1140,328,721,1047,2483,5018,7500,2253,3516,5765,15648,6040,21690,369,788,1160,568,972,1543,16588,7801,24391,43144,42289,85434,8183,8970,17149,28008,26676,54684,20719,22137,42855,Mackay
31203,8985,8410,17403,4309,2574,6882,938,1978,2917,281,299,577,363,271,642,5900,5117,11021,1702,2155,3858,6.2,5.3,5.8,65.7,60.8,63.3,61.5,57.7,59.6,100,117,217,53,123,171,519,924,1447,680,925,1611,2842,1121,3961,116,157,275,147,214,367,3105,1489,4595,7217,6654,13870,1984,2055,4037,4257,3812,8064,4441,4468,8910,Whitsunday
31301,13768,14852,28623,3742,2164,5907,1307,2565,3872,361,357,712,583,513,1096,5990,5597,11591,6848,8221,15067,9.7,9.2,9.5,43.5,37.7,40.5,39.3,34.2,36.7,180,236,416,125,223,348,745,1180,1931,982,1410,2394,4126,1723,5846,121,235,348,238,414,651,4482,2362,6847,12041,12798,24846,2457,2639,5102,7637,8029,15672,6608,7095,13703,Bribie - Beachmere
31302,25126,27186,52306,10467,5879,16347,2964,6185,9153,727,767,1494,1657,1575,3229,15814,14412,30224,7353,10652,18001,10.5,10.9,10.7,62.9,53.0,57.8,56.3,47.2,51.6,224,278,503,150,320,466,1070,2121,3185,1462,2673,4132,7216,4409,11622,360,573,929,425,654,1079,8002,5632,13633,23656,24535,48191,5804,6312,12118,13739,14053,27791,13939,15301,29248,Caboolture
31303,5954,4971,10926,2010,1045,3060,570,1152,1717,186,169,355,190,167,352,2958,2531,5483,2531,1994,4528,6.4,6.6,6.4,49.7,50.9,50.2,46.5,47.6,47.0,47,61,107,31,81,112,253,403,655,263,492,757,1396,623,2015,59,96,159,84,121,204,1540,842,2384,4619,4606,9228,856,856,1713,3064,2982,6042,2139,2207,4348,Caboolture Hinterland
31304,23785,25220,49003,11191,6136,17326,2722,6388,9107,739,782,1522,1303,1182,2487,15957,14482,30444,6424,9207,15630,8.2,8.2,8.2,67.1,57.4,62.1,61.6,52.8,57.0,283,290,578,190,397,589,1280,2374,3657,1665,2709,4376,7411,3849,11256,273,418,696,378,599,980,8061,4868,12926,23782,24354,48131,4514,4818,9333,15633,15796,31434,11424,12305,23728,Narangba - Burpengary
31305,23313,26341,49651,9284,5700,14981,2668,5630,8292,626,735,1361,1186,1080,2265,13757,13143,26901,7947,11326,19274,8.6,8.2,8.4,59.0,49.9,54.2,54.0,45.8,49.6,483,538,1024,238,503,737,1677,2993,4672,1806,2794,4594,6416,3270,9684,235,373,607,434,695,1125,7083,4339,11423,21265,23209,44467,4401,4966,9367,13380,14477,27854,11502,12907,24410,Redcliffe
31401,32891,34207,67098,17988,10180,28167,4202,10511,14708,951,1184,2137,1239,1018,2253,24372,22890,47268,7239,10130,17372,5.1,4.4,4.8,74.1,66.9,70.4,70.4,63.9,67.1,1485,1384,2863,689,1202,1888,4811,6792,11602,3521,4289,7812,8727,3718,12443,246,402,648,511,805,1312,9483,4923,14405,34666,35301,69972,5219,5445,10663,23997,24338,48335,14237,14944,29182,The Hills District
31402,25632,28126,53757,14223,8350,22580,2845,7087,9930,750,940,1686,1321,1480,2802,19145,17854,37000,5053,8792,13843,6.9,8.3,7.6,74.7,63.5,68.8,69.5,58.2,63.6,672,666,1337,305,511,819,2425,3778,6199,2359,3354,5717,7205,4287,11489,312,482,797,424,699,1130,7942,5476,13416,24275,25664,49946,7331,8078,15407,12223,12782,24999,17310,18970,36283,North Lakes
31403,14361,15152,29509,7020,4133,11148,1686,3721,5402,432,474,908,789,750,1536,9923,9071,18994,3647,5252,8893,8.0,8.3,8.1,69.1,59.9,64.4,63.6,55.0,59.2,263,267,531,157,323,475,996,1660,2654,1165,1595,2754,4179,2278,6453,190,283,474,226,343,575,4595,2905,7498,14152,14581,28728,2608,2765,5369,9483,9685,19164,6501,6935,13441,Strathpine
31501,12930,11207,24134,4374,2896,7270,1129,1800,2932,444,355,796,886,668,1555,6829,5725,12552,4608,4318,8923,13.0,11.7,12.4,52.8,51.1,52.0,46.0,45.1,45.6,89,160,256,62,163,231,451,903,1358,497,824,1318,3000,1395,4397,273,373,650,204,182,392,3482,1961,5436,12397,11710,24111,1926,1925,3849,9101,8608,17711,4104,4013,8117,Far North
31502,11850,10805,22650,6437,3892,10334,760,1882,2645,511,405,914,537,430,966,8248,6608,14854,2175,2964,5135,6.5,6.5,6.5,69.6,61.2,65.6,65.0,57.2,61.3,155,198,358,55,195,255,648,1223,1876,469,705,1174,3403,1185,4591,129,190,324,138,179,314,3665,1564,5231,10739,9788,20528,2468,2527,4993,6809,6159,12971,5509,5278,10781,Outback - North
31701,56937,62298,119233,26135,15163,41293,6584,15123,21705,1528,1860,3384,2728,2296,5028,36970,34438,71409,15854,23482,39337,7.4,6.7,7.0,64.9,55.3,59.9,60.1,51.6,55.7,1957,1882,3837,711,1366,2068,5670,8766,14433,3826,5766,9591,14457,7753,22207,661,1014,1675,829,1299,2130,15951,10061,26011,52953,56835,109791,12295,13291,25584,32429,34733,67161,29684,32346,62031,Toowoomba
31905,18805,18614,37422,5000,2907,7909,1642,3432,5070,434,431,868,1157,815,1977,8236,7590,15825,8976,9568,18545,14.0,10.7,12.5,43.8,40.8,42.3,37.6,36.4,37.0,145,159,303,101,250,357,659,1337,1998,943,1448,2389,5310,2436,7747,233,415,650,323,434,762,5868,3285,9156,16809,16919,33727,2895,3148,6041,11632,11447,23079,7312,7792,15096,Maryborough
40202,34057,35441,69496,13000,6455,19451,3788,7626,11411,965,999,1964,2712,2080,4794,20466,17160,37619,11254,15963,27216,13.3,12.1,12.7,60.1,48.4,54.1,52.1,42.5,47.2,271,296,566,138,288,422,1237,2158,3389,1692,2673,4369,8256,5306,13558,686,1018,1707,470,809,1283,9411,7136,16544,33879,34169,68051,6173,6731,12903,21847,21571,43421,15509,16809,32313,Playford
40203,27944,28005,55944,11029,6383,17409,3850,6441,10295,640,834,1476,1775,1258,3033,17293,14916,32204,9254,11674,20929,10.3,8.4,9.4,61.9,53.3,57.6,55.5,48.8,52.2,1588,1516,3103,359,617,978,4006,5087,9094,2157,2488,4653,4992,2654,7648,302,391,689,389,504,894,5681,3552,9232,25222,25672,50896,5433,5301,10735,15294,15937,31229,13801,13538,27339,Port Adelaide - East
40204,54215,55429,109646,22626,11989,34609,6623,12872,19495,1446,1604,3046,3650,2715,6366,34338,29174,63518,17233,23689,40921,10.6,9.3,10.0,63.3,52.6,57.9,56.6,47.7,52.1,1341,1189,2537,359,616,976,3799,5418,9221,3266,4438,7708,12887,7160,20051,717,1144,1864,849,1221,2074,14460,9525,23987,53693,54321,108017,8806,8819,17623,37518,37789,75309,21963,22455,44418,Salisbury
40205,37296,39888,77192,17531,9660,27192,4764,11300,16070,915,1182,2099,1752,1368,3124,24972,23514,48487,10983,14901,25881,7.0,5.8,6.4,67.0,59.0,62.8,62.2,55.5,58.8,1163,1068,2235,513,915,1433,3961,5618,9580,3459,4247,7705,10379,4954,15330,397,662,1060,651,967,1618,11424,6578,18005,37900,39656,77562,4636,4974,9611,28367,29336,57703,12806,13865,26670,Tea Tree Gully
40303,24924,27445,52364,10688,6184,16873,3848,8023,11866,623,918,1543,1091,837,1930,16254,15958,32215,7652,10421,18071,6.7,5.2,6.0,65.2,58.1,61.5,60.8,55.1,57.8,2192,1979,4169,713,1242,1960,5396,6879,12274,2359,2863,5216,4155,1918,6078,183,263,451,401,554,952,4743,2737,7479,24781,26725,51507,3620,4005,7625,17845,19097,36941,9687,10879,20568,Mitcham
40101,10704,10146,20850,3285,2364,5651,1329,1797,3121,237,265,496,659,592,1255,5517,5020,10535,4060,4214,8282,11.9,11.8,11.9,51.5,49.5,50.5,45.3,43.6,44.5,1104,1080,2185,220,273,495,2477,2603,5083,817,873,1687,772,476,1248,77,71,142,145,156,294,991,700,1693,6302,6142,12438,3312,3422,6733,2820,2751,5574,6647,6696,13345,Adelaide City
