sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa3_name16
10102,2292.0,2430.0,2481.0,2657.0,2866.0,60.0,60.0,61.0,60.0,61.0,70090778.0,78708478.0,81232236.0,91249677.0,102732343.0,25228.0,25508.0,26759.0,27475.0,28833.0,30581.0,32390.0,32742.0,34343.0,35845.0,3.8,4.0,4.2,4.5,4.9,Queanbeyan
10103,508.0,487.0,550.0,542.0,524.0,60.0,62.0,61.0,60.0,62.0,13353062.0,13141190.0,15385786.0,16077969.0,15448672.0,21523.0,22938.0,22330.0,23689.0,24891.0,26286.0,26984.0,27974.0,29664.0,29482.0,2.9,2.9,3.1,3.1,2.8,Snowy Mountains
10104,2903.0,2927.0,2979.0,2984.0,3143.0,62.0,63.0,63.0,63.0,63.0,84490901.0,83845335.0,89624549.0,94755448.0,98599520.0,24443.0,24929.0,25644.0,26553.0,27005.0,29105.0,28645.0,30085.0,31755.0,31371.0,5.5,5.6,5.7,5.8,5.9,South Coast
10105,590.0,598.0,600.0,641.0,662.0,58.0,59.0,58.0,58.0,58.0,13295464.0,17050139.0,16291987.0,16330586.0,17445433.0,15311.0,19033.0,17881.0,15641.0,17771.0,22535.0,28512.0,27153.0,25477.0,26353.0,1.7,1.7,1.8,1.7,1.8,Goulburn - Mulwaree
10106,1037.0,1100.0,1144.0,1184.0,1274.0,60.0,60.0,60.0,61.0,60.0,30240450.0,36252781.0,37028283.0,39318532.0,44703145.0,24299.0,25460.0,25939.0,27599.0,28315.0,29161.0,32957.0,32367.0,33208.0,35089.0,3.2,3.3,3.4,3.6,3.8,Young - Yass
10201,3554.0,3521.0,3542.0,3513.0,3525.0,59.0,59.0,59.0,59.0,59.0,79195147.0,83372339.0,85279946.0,87100869.0,91914387.0,14994.0,15662.0,15762.0,16646.0,17352.0,22283.0,23679.0,24077.0,24794.0,26075.0,2.0,2.0,1.9,2.0,2.0,Gosford
10202,2523.0,2473.0,2560.0,2608.0,2633.0,58.0,58.0,58.0,58.0,58.0,52383912.0,54340469.0,57858820.0,64173345.0,68618987.0,14145.0,14708.0,13906.0,15225.0,15899.0,20763.0,21974.0,22601.0,24606.0,26061.0,1.8,1.8,1.8,1.8,1.8,Wyong
10301,653.0,672.0,693.0,692.0,672.0,57.0,58.0,58.0,58.0,58.0,15271101.0,16611838.0,16531532.0,18857929.0,19352637.0,12814.0,15165.0,13262.0,14081.0,15983.0,23386.0,24720.0,23855.0,27251.0,28799.0,1.2,1.3,1.2,1.3,1.3,Bathurst
10302,637.0,616.0,650.0,685.0,639.0,58.0,57.0,58.0,58.0,58.0,12245970.0,12482510.0,14513766.0,17530189.0,16083350.0,11042.0,13397.0,12650.0,12574.0,15873.0,19224.0,20264.0,22329.0,25592.0,25170.0,1.0,1.0,1.1,1.1,1.2,Lachlan Valley
10303,606.0,649.0,638.0,675.0,685.0,58.0,58.0,58.0,58.0,58.0,13973360.0,14943891.0,14565953.0,18177086.0,20774666.0,16786.0,17294.0,16648.0,16758.0,17146.0,23058.0,23026.0,22831.0,26929.0,30328.0,1.5,1.5,1.5,1.6,1.8,Lithgow - Mudgee
10304,781.0,703.0,720.0,735.0,763.0,58.0,58.0,58.0,58.0,58.0,16786411.0,15098564.0,17417174.0,16747690.0,19036876.0,11423.0,12505.0,13454.0,12774.0,14185.0,21493.0,21477.0,24191.0,22786.0,24950.0,1.1,0.9,1.0,1.1,1.1,Orange
10401,1038.0,1040.0,1026.0,971.0,955.0,58.0,58.0,58.0,58.0,58.0,23280829.0,25450356.0,24110814.0,24489048.0,24065660.0,16973.0,18203.0,16529.0,17680.0,18691.0,22429.0,24471.0,23500.0,25220.0,25200.0,2.5,2.7,2.7,2.6,2.5,Clarence Valley
10402,1861.0,1844.0,1821.0,1816.0,1870.0,58.0,59.0,58.0,59.0,59.0,44769080.0,44311301.0,47919011.0,47216623.0,53131289.0,17755.0,17542.0,18035.0,19086.0,19606.0,24056.0,24030.0,26315.0,26000.0,28412.0,2.4,2.4,2.4,2.4,2.4,Coffs Harbour
10501,177.0,171.0,149.0,172.0,210.0,56.0,56.0,57.0,56.0,56.0,3860195.0,3067136.0,3195203.0,3451740.0,4585054.0,10000.0,10000.0,9185.0,9140.0,10653.0,21809.0,17936.0,21444.0,20068.0,21834.0,0.7,0.6,0.5,0.6,0.9,Bourke - Cobar - Coonamble
10502,203.0,225.0,223.0,220.0,243.0,57.0,57.0,57.0,57.0,57.0,3671303.0,4437734.0,4425707.0,4317359.0,5786202.0,10000.0,10000.0,10000.0,10000.0,10128.0,18085.0,19723.0,19846.0,19624.0,23812.0,1.0,0.9,1.0,0.9,1.0,Broken Hill and Far West
10503,798.0,764.0,778.0,809.0,868.0,58.0,58.0,57.0,58.0,58.0,16366038.0,17750222.0,17359735.0,19485414.0,19921491.0,11062.0,12103.0,11601.0,13248.0,12194.0,20509.0,23233.0,22313.0,24086.0,22951.0,1.0,0.9,1.0,1.1,1.1,Dubbo
10601,1114.0,1057.0,1137.0,1180.0,1278.0,57.0,57.0,57.0,57.0,57.0,24290588.0,24119368.0,27818565.0,27867388.0,33456872.0,14509.0,15389.0,15069.0,14141.0,14468.0,21805.0,22819.0,24467.0,23616.0,26179.0,1.2,1.1,1.2,1.3,1.4,Lower Hunter
10602,1030.0,1040.0,1009.0,1090.0,1118.0,57.0,57.0,57.0,57.0,57.0,21943324.0,23621555.0,24076376.0,26721877.0,31424751.0,14400.0,15077.0,14592.0,16053.0,16377.0,21304.0,22713.0,23862.0,24515.0,28108.0,1.2,1.2,1.1,1.3,1.4,Maitland
10603,1954.0,1923.0,1938.0,1903.0,2008.0,58.0,59.0,59.0,59.0,59.0,48953144.0,47785118.0,51673277.0,53728536.0,60013244.0,20654.0,20885.0,21283.0,22294.0,22834.0,25053.0,24849.0,26663.0,28234.0,29887.0,2.8,2.7,2.8,2.8,3.1,Port Stephens
10604,325.0,324.0,315.0,342.0,328.0,57.0,58.0,57.0,57.0,57.0,6306547.0,6562749.0,7437692.0,7403844.0,8481569.0,10037.0,11909.0,12500.0,10000.0,12400.0,19405.0,20255.0,23612.0,21649.0,25858.0,0.8,0.8,0.8,0.9,1.0,Upper Hunter
10701,834.0,845.0,865.0,902.0,966.0,57.0,57.0,57.0,57.0,57.0,16651024.0,18640794.0,19786288.0,20217523.0,23463006.0,10178.0,11811.0,10821.0,11320.0,12985.0,19965.0,22060.0,22874.0,22414.0,24289.0,1.0,1.1,1.1,1.2,1.3,Dapto - Port Kembla
10702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illawarra Catchment Reserve
10703,1328.0,1430.0,1488.0,1534.0,1592.0,58.0,58.0,58.0,58.0,58.0,31482019.0,35940057.0,37011929.0,41866072.0,45983308.0,16939.0,16747.0,15710.0,16751.0,18658.0,23706.0,25133.0,24874.0,27292.0,28884.0,1.5,1.6,1.6,1.6,1.7,Kiama - Shellharbour
10704,1800.0,1878.0,1787.0,1899.0,2005.0,58.0,58.0,58.0,58.0,58.0,39521177.0,41202310.0,44467956.0,46775467.0,53481070.0,12521.0,13061.0,13963.0,13310.0,15584.0,21956.0,21939.0,24884.0,24632.0,26674.0,1.3,1.3,1.2,1.2,1.4,Wollongong
10801,705.0,685.0,690.0,669.0,693.0,59.0,59.0,59.0,59.0,59.0,16167840.0,16438647.0,16905572.0,17019553.0,18157917.0,15584.0,17666.0,16891.0,18279.0,17179.0,22933.0,23998.0,24501.0,25440.0,26202.0,2.9,2.8,2.8,2.8,2.9,Great Lakes
10802,936.0,931.0,934.0,909.0,955.0,59.0,59.0,59.0,58.0,58.0,22449431.0,23527719.0,23045240.0,24605127.0,27703168.0,18337.0,20214.0,19608.0,20571.0,20766.0,23984.0,25271.0,24674.0,27068.0,29009.0,2.8,3.0,2.9,2.9,2.9,Kempsey - Nambucca
10803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lord Howe Island
10804,1809.0,1823.0,1804.0,1824.0,1903.0,59.0,59.0,59.0,59.0,59.0,41920144.0,44689454.0,47108324.0,50813410.0,53970064.0,17873.0,19104.0,19653.0,20863.0,21415.0,23173.0,24514.0,26113.0,27858.0,28361.0,2.9,2.9,2.8,2.8,2.9,Port Macquarie
10805,1000.0,991.0,990.0,961.0,1020.0,58.0,59.0,58.0,58.0,58.0,22447530.0,23179043.0,26163765.0,26052427.0,28999693.0,16523.0,16310.0,17444.0,18139.0,18857.0,22448.0,23390.0,26428.0,27110.0,28431.0,2.4,2.3,2.5,2.3,2.4,Taree - Gloucester
10901,1055.0,1066.0,1087.0,1197.0,1273.0,58.0,58.0,58.0,58.0,58.0,22457333.0,25666826.0,25198365.0,31235897.0,34406399.0,14259.0,16849.0,16254.0,16917.0,16363.0,21287.0,24078.0,23182.0,26095.0,27028.0,1.5,1.5,1.6,1.8,1.9,Albury
10902,139.0,126.0,132.0,135.0,146.0,58.0,58.0,58.0,58.0,58.0,2620999.0,2279766.0,2755797.0,2926148.0,4464197.0,10297.0,10796.0,11425.0,10934.0,15251.0,18856.0,18093.0,20877.0,21675.0,30577.0,0.9,0.8,1.0,1.1,1.1,Lower Murray
10903,678.0,681.0,681.0,683.0,647.0,59.0,59.0,58.0,58.0,59.0,11863145.0,13643397.0,13419179.0,14759963.0,14250279.0,11118.0,12881.0,13084.0,14099.0,14586.0,17497.0,20034.0,19705.0,21610.0,22025.0,1.4,1.4,1.3,1.4,1.3,Upper Murray exc. Albury
11001,538.0,529.0,534.0,543.0,527.0,58.0,58.0,58.0,58.0,58.0,12097101.0,12988401.0,13551504.0,14021666.0,14499702.0,15126.0,17797.0,15987.0,17214.0,16494.0,22485.0,24553.0,25377.0,25823.0,27514.0,1.4,1.3,1.3,1.4,1.4,Armidale
11002,528.0,505.0,522.0,502.0,516.0,57.0,58.0,58.0,58.0,58.0,10859436.0,11060561.0,11592199.0,12110707.0,13480932.0,11312.0,13617.0,15249.0,14934.0,16255.0,20567.0,21902.0,22207.0,24125.0,26126.0,1.6,1.5,1.5,1.5,1.6,Inverell - Tenterfield
11003,239.0,237.0,245.0,263.0,272.0,57.0,58.0,58.0,57.0,57.0,4234661.0,4292265.0,4705464.0,5523940.0,5956545.0,8599.0,10624.0,10000.0,10000.0,11532.0,17718.0,18111.0,19206.0,21004.0,21899.0,0.7,0.7,0.7,0.8,0.9,Moree - Narrabri
11004,1000.0,1060.0,1090.0,1052.0,1056.0,57.0,58.0,57.0,58.0,57.0,20889418.0,24453429.0,23792717.0,23829332.0,25177394.0,12189.0,13051.0,11747.0,13137.0,13640.0,20889.0,23069.0,21828.0,22651.0,23842.0,1.1,1.2,1.2,1.1,1.2,Tamworth - Gunnedah
11101,2347.0,2361.0,2325.0,2255.0,2321.0,58.0,58.0,58.0,58.0,58.0,52902510.0,57588045.0,58557944.0,61004150.0,69626898.0,14629.0,16231.0,15302.0,17075.0,19197.0,22540.0,24391.0,25186.0,27053.0,29999.0,1.6,1.7,1.7,1.7,1.8,Lake Macquarie - East
11102,1292.0,1329.0,1342.0,1278.0,1380.0,58.0,58.0,58.0,58.0,58.0,29263376.0,29438072.0,31442645.0,31649987.0,36876413.0,14823.0,14574.0,14076.0,15293.0,15204.0,22650.0,22151.0,23430.0,24765.0,26722.0,1.7,1.7,1.7,1.7,1.8,Lake Macquarie - West
11103,2619.0,2585.0,2587.0,2702.0,2905.0,58.0,58.0,58.0,58.0,58.0,60905525.0,60302581.0,60683268.0,66562236.0,79813623.0,15895.0,16226.0,15897.0,16850.0,17076.0,23255.0,23328.0,23457.0,24634.0,27475.0,1.4,1.3,1.3,1.4,1.6,Newcastle
11201,1732.0,1776.0,1770.0,1813.0,1783.0,59.0,58.0,58.0,58.0,58.0,41879724.0,43468205.0,44811499.0,48518815.0,53437795.0,16958.0,17579.0,18253.0,17977.0,20000.0,24180.0,24475.0,25317.0,26762.0,29971.0,2.3,2.4,2.3,2.3,2.3,Richmond Valley - Coastal
11202,1120.0,1128.0,1098.0,1159.0,1172.0,58.0,58.0,58.0,58.0,58.0,24254839.0,27034092.0,27022440.0,29176845.0,28513011.0,14763.0,16051.0,16356.0,14708.0,14988.0,21656.0,23966.0,24611.0,25174.0,24329.0,1.8,1.9,1.8,1.9,1.9,Richmond Valley - Hinterland
11203,1949.0,1935.0,1948.0,1944.0,2056.0,59.0,59.0,59.0,59.0,59.0,46829961.0,47292871.0,47204325.0,50345753.0,55543787.0,17597.0,18340.0,17837.0,19692.0,18912.0,24028.0,24441.0,24232.0,25898.0,27015.0,2.6,2.6,2.5,2.6,2.6,Tweed Valley
11301,484.0,455.0,458.0,475.0,487.0,58.0,57.0,57.0,58.0,57.0,8672679.0,8395960.0,8757634.0,10806680.0,10839487.0,8882.0,11322.0,9960.0,12552.0,10632.0,17919.0,18453.0,19121.0,22751.0,22258.0,0.7,0.7,0.7,0.8,0.8,Griffith - Murrumbidgee (West)
11302,176.0,197.0,182.0,226.0,226.0,59.0,59.0,59.0,58.0,58.0,3819418.0,4713838.0,4642387.0,6142887.0,5243569.0,16232.0,20338.0,20092.0,16384.0,18118.0,21701.0,23928.0,25508.0,27181.0,23202.0,1.2,1.4,1.4,1.8,1.8,Tumut - Tumbarumba
11303,1537.0,1469.0,1471.0,1489.0,1485.0,58.0,58.0,58.0,58.0,58.0,32580087.0,34584424.0,36122878.0,35473576.0,39263126.0,15530.0,17461.0,16912.0,17151.0,18935.0,21197.0,23543.0,24557.0,23824.0,26440.0,1.4,1.4,1.4,1.4,1.4,Wagga Wagga
11401,2748.0,2744.0,2788.0,2831.0,2918.0,59.0,60.0,59.0,59.0,59.0,67231836.0,73967107.0,77442788.0,80060092.0,86821958.0,20649.0,21421.0,21919.0,22232.0,23265.0,24466.0,26956.0,27777.0,28280.0,29754.0,3.4,3.5,3.6,3.6,3.8,Shoalhaven
11402,930.0,938.0,946.0,984.0,992.0,60.0,60.0,60.0,60.0,60.0,23402096.0,25959452.0,26804137.0,28472277.0,30053787.0,18260.0,21010.0,20263.0,20762.0,21130.0,25164.0,27675.0,28334.0,28935.0,30296.0,1.9,1.9,2.0,2.0,2.0,Southern Highlands
11501,2286.0,2273.0,2202.0,2179.0,2138.0,58.0,59.0,59.0,59.0,59.0,49645013.0,52784444.0,48477468.0,50926485.0,54775694.0,12733.0,14755.0,12871.0,13533.0,15974.0,21717.0,23222.0,22015.0,23371.0,25620.0,1.0,1.0,0.9,0.9,0.9,Baulkham Hills
11502,440.0,450.0,437.0,433.0,411.0,58.0,58.0,58.0,58.0,59.0,11321257.0,12614137.0,10582193.0,12002778.0,12390527.0,15655.0,18433.0,14255.0,18214.0,21115.0,25730.0,28031.0,24216.0,27720.0,30147.0,1.0,1.1,1.0,1.0,1.0,Dural - Wisemans Ferry
11503,397.0,394.0,408.0,424.0,395.0,57.0,58.0,57.0,57.0,58.0,9060514.0,9633961.0,11151939.0,11785105.0,12838078.0,16807.0,18172.0,18332.0,19639.0,21164.0,22822.0,24452.0,27333.0,27795.0,32501.0,1.2,1.2,1.2,1.3,1.2,Hawkesbury
