gml_id,sa3_name16,sa3_code16,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d57,Queanbeyan,"10102","441","5609","6047","5815","1044","6859","3201","311","3514","3176","210","3385","1433","82","1514","651","44","695","14716","7295","22008"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d56,Snowy Mountains,"10103","159","2520","2688","2305","812","3116","931","273","1206","804","273","1079","380","154","537","171","133","309","4762","4177","8931"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d55,South Coast,"10104","685","9252","9940","10715","2057","12770","3161","365","3524","2547","203","2752","1145","87","1233","675","40","709","18925","12002","30934"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d54,Goulburn - Mulwaree,"10105","256","4039","4293","4236","690","4922","1767","171","1938","1573","106","1681","760","52","814","418","29","447","9002","5092","14096"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d53,Young - Yass,"10106","239","3475","3717","4313","701","5016","1782","178","1957","1751","123","1876","914","52","965","425","17","447","9422","4557","13977"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d52,Gosford,"10201","1216","17563","18780","18862","3003","21870","9296","760","10055","9140","457","9598","3892","179","4073","1894","85","1976","44306","22046","66351"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d51,Wyong,"10202","952","15337","16288","17402","2977","20379","8408","738","9144","8195","455","8650","3945","172","4120","2166","87","2255","41071","19766","60836"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d50,Bathurst,"10301","282","4646","4929","4878","966","5839","2305","280","2583","2215","174","2387","1025","68","1093","551","41","588","11249","6176","17419"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4f,Lachlan Valley,"10302","349","6704","7054","6843","1350","8192","2607","322","2924","2137","211","2343","1267","99","1365","703","55","759","13900","8733","22633"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4e,Lithgow - Mudgee,"10303","299","5751","6050","5384","1204","6589","2298","301","2598","1998","220","2219","983","110","1089","486","42","527","11444","7633","19078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4d,Orange,"10304","368","5899","6265","6323","1051","7372","2874","295","3166","2861","190","3048","1430","92","1515","735","40","768","14581","7563","22145"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4c,Clarence Valley,"10401","342","5989","6330","6839","1867","8707","2414","307","2720","1948","175","2125","1009","70","1085","602","40","645","13158","8450","21605"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4b,Coffs Harbour,"10402","653","9168","9828","10248","2582","12832","4504","521","5017","3950","314","4262","1795","148","1935","1061","89","1147","22200","12821","35019"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d4a,Bourke - Cobar - Coonamble,"10501","157","3278","3439","2564","1141","3698","1094","207","1299","858","130","990","480","68","550","381","42","422","5537","4870","10408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d49,Broken Hill and Far West,"10502","168","3000","3169","2439","567","3004","1000","123","1121","795","68","866","353","27","377","218","16","230","4973","3794","8767"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d48,Dubbo,"10503","522","7047","7571","7606","1702","9312","3542","441","3978","3023","252","3274","1574","125","1701","947","50","999","17223","9620","26844"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d47,Lower Hunter,"10601","544","7574","8116","9154","1648","10804","4804","424","5232","4530","334","4864","2170","143","2315","1132","68","1198","22338","10186","32529"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d46,Maitland,"10602","502","5781","6286","7959","1043","9007","4324","290","4620","4274","165","4439","1961","85","2048","905","26","934","19926","7400","27330"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d45,Port Stephens,"10603","510","7075","7586","9256","1675","10933","3530","341","3869","3330","215","3542","1502","83","1588","880","39","918","19001","9427","28428"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d44,Upper Hunter,"10604","206","3183","3385","3341","684","4026","1558","180","1740","1429","121","1548","733","53","786","331","23","355","7596","4237","11833"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d43,Dapto - Port Kembla,"10701","394","6435","6827","7777","1041","8824","4320","252","4579","4294","162","4456","1869","56","1928","1161","34","1191","19818","7989","27808"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d42,Illawarra Catchment Reserve,"10702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d41,Kiama - Shellharbour,"10703","584","6759","7344","9934","1325","11265","4973","340","5313","5171","244","5422","2319","99","2420","1183","47","1228","24163","8818","32984"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d40,Wollongong,"10704","935","13124","14062","13228","2840","16074","6675","962","7635","6867","545","7413","2967","224","3193","1290","123","1410","31964","17818","49785"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3f,Great Lakes,"10801","240","4321","4566","4855","1063","5917","1479","172","1647","1102","84","1184","500","34","531","259","14","274","8428","5682","14110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3e,Kempsey - Nambucca,"10802","326","5847","6175","6182","1632","7807","2292","288","2580","1780","155","1934","978","97","1070","643","49","688","12191","8069","20265"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3d,Lord Howe Island,"10803","7","41","51","42","13","59","24","5","30","15","0","13","6","0","6","0","0","0","90","65","150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3c,Port Macquarie,"10804","562","9131","9692","10962","2063","13026","3860","389","4246","3331","219","3554","1627","80","1707","757","44","803","21096","11928","33027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3b,Taree - Gloucester,"10805","407","6178","6582","7492","1322","8813","2696","255","2953","2164","132","2292","1085","58","1147","607","37","643","14445","7985","22428"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d3a,Albury,"10901","472","7326","7801","6977","1369","8349","3052","367","3422","2927","211","3134","1292","101","1388","601","42","641","15316","9417","24735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d39,Lower Murray,"10902","115","1378","1496","1499","501","2004","598","98","694","483","59","537","296","31","328","144","27","164","3133","2093","5229"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d38,Upper Murray exc. Albury,"10903","318","5451","5765","5780","1204","6988","1810","237","2041","1666","156","1818","857","68","924","361","43","407","10794","7152","17950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d37,Armidale,"11001","267","4056","4320","4177","868","5046","1693","235","1925","1580","165","1751","747","59","808","377","35","411","8845","5423","14266"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d36,Inverell - Tenterfield,"11002","272","4801","5077","4973","1080","6053","1808","203","2004","1455","153","1604","785","79","870","450","35","477","9745","6344","16085"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d35,Moree - Narrabri,"11003","169","2814","2977","2682","885","3564","1248","208","1456","1120","148","1266","576","73","643","354","39","389","6141","4162","10302"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d34,Tamworth - Gunnedah,"11004","519","8755","9267","9330","1772","11099","4087","464","4545","3756","301","4056","1800","150","1949","934","71","1003","20418","11507","31926"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d33,Lake Macquarie - East,"11101","849","11286","12139","14170","1741","15904","6950","387","7343","6923","217","7146","2720","83","2805","1184","45","1224","32800","13759","46561"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d32,Lake Macquarie - West,"11102","483","6188","6668","8925","1127","10052","4169","273","4444","4006","147","4158","1786","53","1840","900","16","924","20273","7812","28088"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d31,Newcastle,"11103","1251","18670","19922","17912","3936","21853","8929","1348","10283","8063","590","8654","3231","219","3448","1379","167","1542","40769","24931","65695"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d30,Richmond Valley - Coastal,"11201","656","9260","9921","9270","2992","12257","4040","779","4812","3533","483","4017","1502","188","1690","670","78","745","19663","13783","33442"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2f,Richmond Valley - Hinterland,"11202","448","8095","8542","8075","1904","9985","3491","492","3986","3023","280","3299","1581","138","1719","863","66","930","17477","10974","28455"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2e,Tweed Valley,"11203","662","10679","11343","11271","3074","14348","4560","563","5127","4214","314","4532","1934","131","2062","1006","85","1091","23650","14850","38497"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2d,Griffith - Murrumbidgee (West),"11301","261","4680","4939","5018","1100","6113","2257","322","2582","2201","218","2423","1245","122","1366","670","85","753","11654","6522","18173"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2c,Tumut - Tumbarumba,"11302","133","1706","1840","1879","297","2184","658","74","735","628","54","679","283","27","309","145","10","161","3723","2180","5906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2b,Wagga Wagga,"11303","642","9519","10163","10539","1787","12329","4576","511","5082","4197","296","4496","2229","138","2366","1134","66","1195","23320","12316","35641"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d2a,Shoalhaven,"11401","821","11378","12203","13508","2312","15819","4737","474","5205","4120","272","4387","1964","123","2087","1093","59","1154","26243","14610","40857"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d29,Southern Highlands,"11402","448","4778","5226","6169","871","7038","2313","189","2502","2177","138","2314","1079","70","1147","564","36","599","12744","6088","18825"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d28,Baulkham Hills,"11501","703","5662","6368","11266","822","12088","8337","304","8645","10711","227","10937","4947","126","5073","2506","81","2581","38468","7225","45692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d27,Dural - Wisemans Ferry,"11502","136","1145","1285","2185","297","2486","1221","81","1299","1537","67","1599","918","32","950","640","22","658","6630","1650","8282"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d26,Hawkesbury,"11503","132","1272","1400","2235","339","2580","1294","108","1403","1437","107","1545","762","54","809","464","23","484","6327","1901","8230"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d25,Rouse Hill - McGraths Hill,"11504","134","1028","1162","2067","203","2270","1671","82","1751","2554","85","2639","1343","35","1378","694","16","712","8466","1453","9914"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d24,Blacktown,"11601","496","7729","8225","10154","1529","11688","8000","607","8609","8163","417","8582","4001","200","4198","3107","121","3234","33925","10610","44533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d23,Blacktown - North,"11602","340","2812","3147","5449","640","6089","5388","295","5683","7169","241","7406","3169","114","3281","2017","79","2093","23533","4181","27711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d22,Mount Druitt,"11603","358","5233","5594","6752","1241","7995","5964","492","6455","6199","407","6607","3838","219","4055","3470","141","3609","26580","7734","34314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d21,Botany,"11701","293","3944","4241","3981","1158","5143","2762","474","3239","2731","263","2995","1101","95","1196","608","49","655","11477","5991","17469"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d20,Sydney Inner City,"11703","1990","37683","39674","24091","12245","36336","8052","4546","12597","5066","2643","7710","1534","998","2533","891","832","1718","41627","58949","100568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1f,Eastern Suburbs - North,"11801","1202","16122","17329","13558","5250","18806","6467","1775","8243","5566","884","6451","2179","250","2428","741","114","852","29707","24400","54107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1e,Eastern Suburbs - South,"11802","1060","14092","15153","12757","4473","17229","7321","2011","9331","6896","1073","7973","2598","476","3078","1135","250","1392","31775","22388","54155"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1d,Bankstown,"11901","658","10381","11034","11474","1811","13289","8785","752","9538","9495","623","10118","5597","337","5929","4807","200","5003","40811","14100","54915"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1c,Canterbury,"11902","598","7876","8465","9800","1972","11773","7574","858","8430","7487","682","8171","3966","354","4322","3231","208","3443","32653","11946","44601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1b,Hurstville,"11903","611","8719","9330","10270","1767","12035","7422","807","8226","7585","521","8105","3650","241","3887","2457","126","2586","31992","12182","44174"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d1a,Kogarah - Rockdale,"11904","795","10950","11745","12220","2732","14948","8048","1159","9210","7508","699","8201","3458","302","3756","2245","153","2393","34274","15984","50256"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d19,Canada Bay,"12001","649","7270","7922","9095","2099","11198","5181","780","5957","4960","410","5365","1825","111","1930","760","49","811","22465","10721","33184"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d18,Leichhardt,"12002","555","6652","7205","6007","1612","7614","3202","619","3823","3115","355","3473","883","85","969","241","29","272","14007","9355","23362"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d17,Strathfield - Burwood - Ashfield,"12003","831","12260","13095","12673","3683","16357","8724","1764","10484","8147","1074","9216","3448","468","3916","2103","296","2395","35919","19549","55467"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d16,Chatswood - Lane Cove,"12101","880","9686","10565","11079","2417","13494","6797","800","7592","6842","458","7300","2678","154","2830","1036","89","1122","29301","13605","42906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d15,Hornsby,"12102","502","5175","5677","7192","886","8078","5079","298","5380","5578","185","5762","2258","72","2328","1019","35","1051","21629","6652","28284"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d14,Ku-ring-gai,"12103","686","6169","6846","10450","1052","11497","6826","316","7146","8425","278","8700","3830","98","3933","1601","40","1634","31810","7951","39759"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d13,North Sydney - Mosman,"12104","1081","14637","15716","12518","3273","15790","5152","874","6029","3993","364","4359","1241","112","1353","370","25","392","24356","19282","43636"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d12,Manly,"12201","415","3946","4357","4527","1053","5574","2307","365","2673","2514","193","2706","940","64","1005","248","9","250","10941","5630","16572"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d11,Pittwater,"12202","489","4303","4794","6033","798","6825","3158","222","3377","3910","145","4052","1703","79","1782","726","24","751","16015","5565","21581"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d10,Warringah,"12203","1035","11756","12788","13663","2288","15952","8256","685","8935","9897","465","10365","4136","178","4310","1823","64","1886","38806","15431","54235"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0f,Camden,"12301","282","2700","2979","5008","486","5496","3585","179","3767","4417","145","4560","2128","57","2183","1076","29","1098","16493","3594","20084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0e,Campbelltown (NSW),"12302","688","9423","10111","12851","1999","14846","8978","643","9621","9105","498","9604","4614","236","4848","3690","127","3816","39926","12926","52852"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0d,Wollondilly,"12303","189","2075","2261","3762","446","4207","2140","136","2273","2408","106","2511","1328","60","1389","843","32","878","10662","2865","13528"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0c,Blue Mountains,"12401","558","7573","8128","8923","1398","10320","4186","283","4475","4066","181","4247","1819","70","1887","806","30","831","20357","9532","29890"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0b,Blue Mountains - South,"12402","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d0a,Penrith,"12403","657","9341","9996","12456","1971","14433","8087","622","8712","8368","385","8755","4034","154","4192","2462","85","2553","36064","12561","48631"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d09,Richmond - Windsor,"12404","178","2974","3153","3184","592","3776","2019","196","2213","1814","99","1918","966","54","1020","615","26","640","8778","3936","12713"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d08,St Marys,"12405","215","3273","3492","4415","754","5166","3105","278","3387","3089","194","3279","1587","95","1682","1170","50","1217","13574","4650","18223"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d07,Auburn,"12501","381","4676","5055","5667","1438","7109","4431","734","5161","4442","557","4999","2459","373","2836","2428","380","2806","19808","8158","27962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d06,Carlingford,"12502","339","4078","4423","5261","759","6019","4053","258","4309","4270","182","4459","2067","75","2150","1200","42","1241","17192","5409","22601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d05,Merrylands - Guildford,"12503","583","9193","9771","9677","1805","11488","7429","779","8211","7586","606","8194","4861","376","5235","4713","274","4987","34847","13038","47885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d04,Parramatta,"12504","717","10502","11219","11391","2445","13838","9171","1163","10330","8263","697","8964","3470","281","3748","2070","184","2260","35081","15273","50358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d03,Pennant Hills - Epping,"12601","252","2459","2710","3887","490","4383","2833","258","3090","3313","137","3450","1427","64","1489","802","42","845","12514","3450","15966"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d02,Ryde - Hunters Hill,"12602","804","11085","11887","12275","2460","14735","7967","922","8886","7759","544","8302","3217","251","3474","1787","191","1980","33816","15456","49270"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6d01,Bringelly - Green Valley,"12701","291","3707","4001","5653","859","6516","5065","394","5458","6329","341","6671","3880","250","4130","3157","138","3296","24369","5690","30058"
