gml_id,sa3_name16,sa3_code16,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c26,Sorell - Dodges Ferry,"60106","151","1724","1871","2042","314","2358","924","81","1008","738","41","781","328","17","340","160","7","167","4339","2179","6523"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c25,Launceston,"60201","585","10306","10891","9270","1829","11101","4402","540","4943","3785","278","4064","1466","131","1601","716","42","754","20221","13128","33355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c24,Meander Valley - West Tamar,"60202","176","2415","2587","3191","441","3635","1114","102","1211","991","62","1050","438","28","462","233","11","245","6136","3061","9193"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c23,North East,"60203","315","4638","4958","5209","884","6096","1793","163","1962","1515","110","1630","692","43","734","329","25","353","9859","5878","15733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c22,Central Highlands (Tas.),"60301","105","1229","1335","1442","261","1704","550","52","599","504","42","543","237","14","248","141","11","153","2979","1604","4584"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c21,Huon - Bruny Island,"60302","177","2098","2281","2692","457","3151","975","79","1055","813","61","871","348","30","377","207","14","223","5206","2748","7954"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c20,South East Coast,"60303","76","1000","1073","1128","248","1381","269","43","312","174","19","188","77","9","83","34","3","35","1756","1315","3077"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1f,Burnie - Ulverstone,"60401","395","6049","6445","6416","859","7280","2509","185","2697","2117","105","2225","859","50","911","415","25","435","12714","7270","19986"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1e,Devonport,"60402","363","5199","5563","5923","872","6793","2350","203","2556","2016","111","2123","791","44","834","392","14","407","11831","6445","18275"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1d,West Coast,"60403","118","2210","2327","2226","411","2634","887","90","981","720","55","771","336","12","349","171","9","174","4455","2783","7243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1c,Darwin City,"70101","279","3336","3619","2572","1242","3817","1222","438","1657","1000","227","1227","355","65","423","275","53","328","5703","5358","11060"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1b,Darwin Suburbs,"70102","431","3805","4236","4283","1553","5837","2883","599","3479","2661","376","3040","1372","164","1535","966","91","1057","12589","6591","19177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c1a,Litchfield,"70103","153","1248","1398","1690","1110","2798","963","202","1169","1039","219","1254","548","98","646","399","60","459","4787","2931","7718"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c19,Holdfast Bay,"40301","336","5188","5530","4465","892","5362","1650","194","1845","1521","81","1603","522","27","545","146","13","160","8632","6404","15038"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c18,Marion,"40302","725","10615","11342","10578","1841","12419","5316","619","5930","4848","271","5120","1594","108","1703","718","55","769","23770","13508","37285"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c17,Palmerston,"70104","303","2027","2328","2705","733","3440","2011","313","2323","1925","161","2088","922","95","1017","573","35","613","8444","3370","11814"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c16,Barkly,"70202","17","478","497","263","384","649","174","52","225","140","44","181","103","24","124","248","8","259","937","987","1924"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c15,Daly - Tiwi - West Arnhem,"70203","60","1081","1137","702","855","1555","385","119","503","384","113","496","298","66","370","831","94","920","2661","2325","4991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c14,East Arnhem,"70204","41","483","530","428","139","567","276","44","316","359","35","393","246","25","270","718","22","744","2071","748","2818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c13,Katherine,"70205","85","1380","1469","932","1420","2345","534","228","760","565","180","745","327","77","411","723","63","790","3165","3348","6510"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c12,Alice Springs,"70201","278","3558","3841","2406","1725","4132","1410","434","1847","1299","252","1551","714","126","838","935","79","1016","7047","6184","13227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c11,Belconnen,"80101","722","8664","9385","10041","1914","11955","5379","752","6135","5210","357","5560","2077","152","2231","1049","78","1125","24478","11915","36396"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c10,Canberra East,"80103","9","331","341","115","68","179","40","10","49","36","0","33","19","6","20","4","3","7","222","410","627"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0f,Gungahlin,"80104","503","4162","4672","5827","1022","6853","4449","420","4870","4846","309","5156","1993","108","2100","987","63","1049","18606","6084","24697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0e,North Canberra,"80105","488","7220","7706","5182","1879","7061","2187","759","2951","1927","342","2268","671","100","766","281","55","339","10738","10358","21097"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0d,South Canberra,"80106","305","3950","4250","3243","867","4113","1354","205","1556","1169","86","1257","400","33","431","151","12","161","6624","5152","11771"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0c,Tuggeranong,"80107","643","6279","6923","8988","1146","10139","5256","349","5606","5294","229","5521","2056","89","2146","989","25","1017","23237","8118","31355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0b,Weston Creek,"80108","208","2138","2349","2560","340","2899","1240","90","1324","1390","57","1450","523","10","534","214","11","225","6138","2641","8781"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c0a,Woden Valley,"80109","291","3989","4281","3800","644","4443","1851","190","2043","1885","100","1982","805","50","850","301","12","319","8941","4981","13921"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c09,Molonglo,"80110","23","461","487","486","147","632","295","38","332","257","19","273","95","4","101","43","3","42","1196","676","1874"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c08,Urriarra - Namadgi,"80111","0","31","33","44","7","54","29","3","38","34","3","33","23","0","21","9","0","9","139","45","185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c07,Christmas Island,"90101","5","129","139","118","32","148","60","11","71","63","0","60","28","3","33","21","3","22","301","180","478"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c06,Cocos (Keeling) Islands,"90102","0","12","11","32","7","41","22","7","30","24","3","28","15","0","15","28","0","28","122","29","147"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c05,Jervis Bay,"90103","3","25","24","17","0","17","28","0","30","5","0","6","8","0","8","10","0","11","71","32","102"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c04,Norfolk Island,"90104","23","276","299","270","43","317","85","11","90","72","3","78","35","0","37","10","0","10","488","336","825"
