SA3_MAIN11,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005,SA3_NAME11
50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,7,13,6,8,14,0,3,3,8,6,3,4,75,0,0,0,0,0,0,5,5,4,3,4,3,0,0,5,29,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,0,4,0,0,0,4,16,0,0,0,3,3,8,6,8,0,0,7,8,0,0,0,43,4,3,0,3,3,0,0,3,0,0,0,0,0,0,0,16,0,29,27,17,11,19,16,17,4,16,5,12,5,5,6,189,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,7,3,15,13,7,4,14,13,8,13,15,14,10,5,141,0,0,9,3,5,7,11,8,Mid West
50806,0,0,0,3,13,0,4,5,3,0,0,0,0,0,0,28,0,0,0,0,4,25,6,5,0,0,0,0,4,0,3,47,0,0,0,3,8,4,7,11,0,7,15,5,5,8,5,78,0,0,0,0,0,9,17,34,12,14,30,47,72,80,18,333,0,0,3,12,14,7,10,0,0,3,0,0,4,0,3,56,0,0,0,3,0,0,0,3,3,0,0,3,3,0,0,15,0,0,0,3,6,9,11,3,5,0,7,0,0,0,3,47,0,0,0,7,12,10,6,4,0,0,0,0,0,0,0,39,0,12,19,15,16,29,11,4,3,6,6,8,10,5,3,147,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,15,0,0,0,0,3,3,6,3,3,0,3,3,0,0,3,27,0,0,0,21,11,16,33,81,52,53,54,43,26,7,13,410,0,0,3,0,8,13,35,14,Pilbara
50901,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,15,22,8,4,0,4,9,3,3,8,113,0,0,0,0,4,8,10,6,54,23,17,14,7,4,7,154,0,0,10,5,4,0,3,0,0,0,0,0,0,0,4,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,84,73,35,23,42,24,18,3,3,4,9,3,6,6,333,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,3,4,4,5,3,0,0,0,0,0,3,3,25,0,8,6,28,14,5,10,8,3,7,12,6,4,0,13,124,0,3,5,0,0,15,8,8,Albany
50902,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,9,3,6,3,4,0,0,0,4,0,55,0,0,4,0,0,3,3,3,18,3,5,7,55,9,10,120,0,0,4,13,4,0,0,0,0,0,0,0,0,0,3,24,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,12,0,0,3,0,3,3,0,0,0,0,0,0,4,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,68,51,42,31,33,7,12,4,0,8,4,0,0,8,268,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,3,0,0,3,4,0,0,0,3,3,19,0,10,11,22,17,10,3,3,7,9,7,3,7,7,6,122,0,0,4,3,0,3,3,3,Wheat Belt - North
50903,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,8,7,14,0,3,0,0,0,3,0,0,3,74,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,0,4,0,7,0,3,3,3,3,3,0,3,0,3,0,32,0,3,0,0,0,0,3,0,Wheat Belt - South
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,3,13,3,28,0,0,0,0,0,0,0,3,3,3,5,3,4,8,3,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,4,6,3,3,7,0,3,3,12,9,14,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,11,0,0,0,9,0,0,0,3,5,3,0,3,4,6,4,37,0,0,0,3,0,0,4,0,Special Purpose Codes SA3 (WA)
60101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,4,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,11,3,3,3,3,0,0,0,0,0,0,4,50,0,0,3,5,3,0,3,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,3,0,0,Brighton
60102,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,6,14,13,5,0,0,0,0,5,3,0,67,0,3,8,6,0,6,5,13,3,7,14,12,18,4,0,99,0,0,12,11,3,0,7,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,5,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,85,43,16,16,4,12,4,3,3,4,0,0,8,231,0,3,14,44,8,4,3,4,0,0,0,0,0,0,4,84,0,0,3,0,9,3,0,5,0,0,0,0,3,0,3,26,0,9,0,10,6,3,11,7,8,7,9,3,9,7,0,89,0,0,4,3,0,0,3,0,Hobart - North East
60103,0,0,0,4,7,0,22,3,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,5,11,3,4,7,3,0,0,4,5,0,0,42,0,3,3,6,0,18,18,34,14,6,7,8,10,3,3,133,0,3,18,43,7,3,3,0,0,3,0,0,0,0,4,84,0,0,0,6,0,0,3,3,3,0,0,3,0,0,0,18,0,0,3,3,4,13,7,3,0,0,0,7,0,0,0,40,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,50,93,23,4,9,8,4,0,3,0,0,3,0,8,205,0,3,17,49,9,4,0,0,0,0,0,0,0,0,4,86,0,0,0,5,0,8,0,0,5,0,0,0,0,0,0,18,0,3,3,5,7,5,12,34,16,19,54,15,6,7,5,191,0,3,3,3,0,0,6,0,Hobart - North West
60104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,11,33,9,0,7,3,3,0,0,3,107,0,3,3,3,0,8,14,29,14,14,8,21,7,7,4,135,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,10,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,8,6,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,15,60,42,20,37,26,18,8,3,0,0,3,0,7,239,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,14,0,0,3,3,3,3,0,0,0,0,3,0,3,0,3,21,3,3,3,6,13,10,10,10,3,5,5,3,6,3,7,90,0,3,8,0,3,4,3,3,Hobart - South and West
60105,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,5,8,26,18,23,15,3,6,10,8,5,4,8,142,3,6,9,13,8,17,44,104,55,90,157,225,192,55,55,1033,0,4,11,23,7,0,4,0,0,0,0,0,0,0,0,49,0,3,3,0,0,0,3,3,3,3,3,0,3,0,0,24,0,0,4,6,10,12,19,0,0,0,0,0,0,0,0,51,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,32,60,22,28,50,26,17,10,6,3,3,7,4,10,281,0,3,60,70,26,14,3,0,0,0,0,0,4,3,4,187,0,0,0,8,11,18,29,25,9,9,9,7,7,7,8,147,0,11,6,24,9,7,46,60,47,42,62,80,37,20,15,466,0,0,10,3,0,6,11,3,Hobart Inner
60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,5,0,0,0,3,0,0,0,21,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,7,10,0,4,0,0,3,0,0,0,4,60,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,Sorell - Dodges Ferry
60201,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,3,0,14,17,19,13,9,3,4,3,3,9,8,0,105,0,3,4,4,7,13,20,49,20,25,49,72,39,12,11,328,0,3,10,11,0,3,3,0,0,0,0,0,0,0,0,30,0,0,3,3,3,0,0,9,3,0,0,5,0,0,0,26,0,0,0,3,0,12,10,12,0,3,4,3,0,7,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,32,107,32,25,26,8,14,8,4,3,3,3,0,11,276,0,0,11,16,4,3,3,3,0,0,0,0,0,0,0,40,0,0,3,4,4,5,9,5,0,3,0,10,0,3,5,51,0,4,3,11,10,18,44,43,27,39,21,38,29,14,13,314,0,0,8,3,7,0,3,4,Launceston
60202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,3,0,0,0,0,0,5,0,3,33,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,33,21,27,9,3,0,3,0,4,0,0,4,144,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,9,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,Meander Valley - West Tamar
60203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,3,12,6,0,0,0,3,0,0,0,46,0,3,0,4,6,0,0,10,0,0,5,0,0,0,0,28,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,20,69,26,16,24,3,0,0,0,3,4,0,0,7,172,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,9,4,3,3,3,3,4,3,0,4,0,0,36,0,3,4,3,0,0,3,0,North East
60301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,3,3,0,3,0,0,0,0,3,0,0,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Central Highlands (Tas.)
60302,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,8,3,7,3,3,3,0,0,0,3,47,0,0,5,4,0,0,0,0,0,3,0,0,0,0,4,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,18,18,29,22,14,0,0,3,0,0,3,4,143,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,13,4,0,0,8,0,0,0,0,0,0,3,28,0,0,6,0,5,0,0,0,Huon - Bruny Island
60303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,0,0,0,3,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,South East Coast
60401,0,0,0,8,0,0,4,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,4,5,5,0,4,3,0,0,0,0,37,0,0,0,0,4,6,3,4,6,0,3,0,3,5,5,39,0,0,6,8,0,3,0,3,0,0,0,0,0,0,5,25,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,10,3,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,46,36,14,10,3,3,4,0,3,0,0,0,9,139,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,3,4,0,0,0,0,0,3,0,16,0,3,3,5,3,0,10,9,6,8,16,16,6,5,7,97,0,3,0,0,0,3,3,0,Burnie - Ulverstone
60402,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,8,3,6,8,3,3,0,0,0,0,0,39,0,0,3,0,0,5,5,7,0,4,5,9,5,0,0,43,0,0,3,4,0,3,0,0,0,0,0,0,0,0,4,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,9,0,3,0,3,5,6,4,0,0,0,3,0,0,0,4,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,47,23,11,10,6,8,3,0,0,4,0,0,4,126,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,0,0,0,0,0,0,3,16,0,0,4,5,7,0,8,6,3,8,19,13,8,5,0,86,0,3,0,0,0,0,3,3,Devonport
60403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,8,0,3,35,0,0,0,0,0,0,7,5,3,0,3,0,0,0,0,18,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,18,8,3,11,3,3,0,3,0,0,3,0,0,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,7,5,0,4,28,0,0,0,0,0,0,3,3,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,4,13,5,6,7,3,12,9,4,3,8,4,78,3,0,9,4,7,14,5,27,11,39,37,23,22,5,7,213,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,3,0,0,0,0,3,0,3,0,13,0,0,3,3,7,8,9,0,3,4,3,0,3,0,0,43,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,12,0,11,18,20,12,16,18,21,5,5,8,9,14,9,13,179,0,0,31,51,23,13,11,4,3,0,3,4,5,3,7,158,3,0,0,0,6,3,8,7,0,0,0,0,0,0,0,27,0,0,4,5,11,12,13,33,24,43,34,32,23,18,11,263,0,0,3,0,8,13,19,15,Darwin City
70102,0,0,0,3,0,4,13,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,11,8,0,3,0,6,0,0,7,47,0,5,6,11,24,10,8,12,3,4,4,6,3,10,7,113,0,0,8,8,3,52,50,53,61,59,66,80,41,18,23,522,0,0,0,8,3,0,3,0,0,0,0,0,0,0,3,17,0,0,0,6,0,0,3,9,5,0,0,0,3,0,3,29,0,0,3,4,8,16,14,14,10,3,4,5,9,3,0,93,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,23,53,53,24,26,35,23,18,6,12,7,7,10,13,310,0,0,73,212,134,80,81,24,3,15,13,23,25,21,45,749,0,0,9,10,20,33,28,8,0,0,0,5,5,6,7,131,0,0,7,24,40,59,40,83,71,82,125,135,57,71,39,833,0,4,3,3,60,63,132,48,Darwin Suburbs
70103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,3,0,0,0,0,0,3,3,38,0,0,6,5,6,3,5,3,4,0,0,0,0,0,3,35,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,12,14,9,4,8,0,0,6,0,0,0,4,87,0,0,7,9,6,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,12,0,5,0,7,0,4,4,4,0,4,0,0,0,0,0,28,0,3,0,3,3,4,8,10,Litchfield
