sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa3_name16
10102,28974.0,29788.0,30389.0,30640.0,32077.0,40.0,40.0,41.0,41.0,41.0,1659950679.0,1782591246.0,1887871597.0,1948924945.0,2095787240.0,52612.0,55043.0,57140.0,58179.0,59536.0,57291.0,59843.0,62124.0,63607.0,65336.0,81.0,81.2,81.0,80.8,80.1,Queanbeyan
10103,8513.0,8742.0,9146.0,9338.0,9673.0,42.0,42.0,42.0,42.0,42.0,336985886.0,365054014.0,390425282.0,417181302.0,438303862.0,33999.0,36067.0,36894.0,38499.0,39054.0,39585.0,41759.0,42688.0,44676.0,45312.0,70.2,70.7,71.2,71.0,70.9,Snowy Mountains
10104,26771.0,27307.0,27626.0,28146.0,29427.0,44.0,45.0,45.0,45.0,45.0,980608766.0,1047449219.0,1096074492.0,1153382879.0,1223134077.0,31242.0,32813.0,33821.0,35059.0,35634.0,36630.0,38358.0,39675.0,40979.0,41565.0,63.2,63.3,63.1,63.5,63.2,South Coast
10105,14828.0,15443.0,15710.0,16008.0,16591.0,41.0,41.0,41.0,42.0,42.0,658987227.0,706696515.0,742193571.0,778089375.0,833011164.0,39058.0,40635.0,41538.0,42799.0,44123.0,44442.0,45762.0,47243.0,48606.0,50209.0,75.4,76.0,76.1,76.1,75.1,Goulburn - Mulwaree
10106,15228.0,15831.0,16248.0,16427.0,16915.0,41.0,41.0,41.0,42.0,42.0,693340395.0,757616328.0,803857368.0,842138432.0,890505079.0,38330.0,40406.0,41779.0,43177.0,44368.0,45531.0,47857.0,49474.0,51266.0,52646.0,70.0,70.5,70.7,70.8,69.6,Young - Yass
10201,74495.0,75708.0,77818.0,79186.0,82500.0,41.0,41.0,41.0,42.0,42.0,3565752997.0,3796745097.0,4021188792.0,4208876209.0,4531120707.0,40025.0,41915.0,43000.0,44037.0,45569.0,47866.0,50150.0,51674.0,53152.0,54923.0,74.3,74.3,74.4,74.6,74.1,Gosford
10202,65027.0,66810.0,68540.0,70270.0,73537.0,39.0,40.0,40.0,40.0,40.0,2841041847.0,3055796302.0,3257611515.0,3434389510.0,3692142085.0,38470.0,40151.0,41600.0,42633.0,43803.0,43690.0,45739.0,47529.0,48874.0,50208.0,79.2,79.6,79.5,80.0,79.7,Wyong
10301,20137.0,20669.0,21070.0,21326.0,22104.0,40.0,40.0,40.0,41.0,41.0,934928644.0,1008435071.0,1056014985.0,1090797226.0,1164584445.0,40904.0,42891.0,43747.0,44641.0,46418.0,46428.0,48790.0,50119.0,51149.0,52687.0,78.6,78.7,78.3,78.5,77.9,Bathurst
10302,21949.0,22616.0,22768.0,23153.0,23633.0,40.0,40.0,40.0,41.0,41.0,840378852.0,921434856.0,961302700.0,993226737.0,1044138172.0,33208.0,34985.0,35927.0,36800.0,38423.0,38288.0,40743.0,42222.0,42898.0,44181.0,66.9,68.2,67.8,68.2,66.9,Lachlan Valley
10303,18579.0,19057.0,19484.0,19590.0,19868.0,41.0,41.0,41.0,42.0,42.0,914869736.0,1010311401.0,1061019576.0,1098007054.0,1113150978.0,38250.0,40906.0,41913.0,42866.0,43665.0,49242.0,53015.0,54456.0,56049.0,56027.0,76.3,76.9,76.5,76.4,75.2,Lithgow - Mudgee
