yr,est_res_pop_ur_erp_30_jun_p_0_14_yrs_pr100,est_res_pop_ur_erp_30_jun_p_15_24_yrs_pr100,est_res_pop_ur_erp_30_jun_p_25_34_yrs_pr100,est_res_pop_ur_erp_30_jun_p_35_44_yrs_pr100,est_res_pop_ur_erp_30_jun_p_45_54_yrs_pr100,est_res_pop_ur_erp_30_jun_p_55_64_yrs_pr100,est_res_pop_ur_erp_30_jun_p_65_74_yrs_pr100,est_res_pop_ur_erp_30_jun_p_75_84_yrs_pr100,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_pr100,est_res_pop_ur_erp_30_jun_m_0_4_yrs_num,est_res_pop_ur_erp_30_jun_m_5_9_yrs_num,est_res_pop_ur_erp_30_jun_m_10_14_yrs_num,est_res_pop_ur_erp_30_jun_m_15_19_yrs_num,est_res_pop_ur_erp_30_jun_m_20_24_yrs_num,est_res_pop_ur_erp_30_jun_m_25_29_yrs_num,est_res_pop_ur_erp_30_jun_m_30_34_yrs_num,est_res_pop_ur_erp_30_jun_m_35_39_yrs_num,est_res_pop_ur_erp_30_jun_m_40_44_yrs_num,est_res_pop_ur_erp_30_jun_m_45_49_yrs_num,est_res_pop_ur_erp_30_jun_m_50_54_yrs_num,est_res_pop_ur_erp_30_jun_m_55_59_yrs_num,est_res_pop_ur_erp_30_jun_m_60_64_yrs_num,est_res_pop_ur_erp_30_jun_m_65_69_yrs_num,est_res_pop_ur_erp_30_jun_m_70_74_yrs_num,est_res_pop_ur_erp_30_jun_m_75_79_yrs_num,est_res_pop_ur_erp_30_jun_m_80_84_yrs_num,est_res_pop_ur_erp_30_jun_m_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_m_tot_num,est_res_pop_ur_erp_30_jun_f_0_4_yrs_num,est_res_pop_ur_erp_30_jun_f_5_9_yrs_num,est_res_pop_ur_erp_30_jun_f_10_14_yrs_num,est_res_pop_ur_erp_30_jun_f_15_19_yrs_num,est_res_pop_ur_erp_30_jun_f_20_24_yrs_num,est_res_pop_ur_erp_30_jun_f_25_29_yrs_num,est_res_pop_ur_erp_30_jun_f_30_34_yrs_num,est_res_pop_ur_erp_30_jun_f_35_39_yrs_num,est_res_pop_ur_erp_30_jun_f_40_44_yrs_num,est_res_pop_ur_erp_30_jun_f_45_49_yrs_num,est_res_pop_ur_erp_30_jun_f_50_54_yrs_num,est_res_pop_ur_erp_30_jun_f_55_59_yrs_num,est_res_pop_ur_erp_30_jun_f_60_64_yrs_num,est_res_pop_ur_erp_30_jun_f_65_69_yrs_num,est_res_pop_ur_erp_30_jun_f_70_74_yrs_num,est_res_pop_ur_erp_30_jun_f_75_79_yrs_num,est_res_pop_ur_erp_30_jun_f_80_84_yrs_num,est_res_pop_ur_erp_30_jun_f_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_f_tot_num,est_res_pop_ur_erp_30_jun_p_0_4_yrs_num,est_res_pop_ur_erp_30_jun_p_5_9_yrs_num,est_res_pop_ur_erp_30_jun_p_10_14_yrs_num,est_res_pop_ur_erp_30_jun_p_15_19_yrs_num,est_res_pop_ur_erp_30_jun_p_20_24_yrs_num,est_res_pop_ur_erp_30_jun_p_25_29_yrs_num,est_res_pop_ur_erp_30_jun_p_30_34_yrs_num,est_res_pop_ur_erp_30_jun_p_35_39_yrs_num,est_res_pop_ur_erp_30_jun_p_40_44_yrs_num,est_res_pop_ur_erp_30_jun_p_45_49_yrs_num,est_res_pop_ur_erp_30_jun_p_50_54_yrs_num,est_res_pop_ur_erp_30_jun_p_55_59_yrs_num,est_res_pop_ur_erp_30_jun_p_60_64_yrs_num,est_res_pop_ur_erp_30_jun_p_65_69_yrs_num,est_res_pop_ur_erp_30_jun_p_70_74_yrs_num,est_res_pop_ur_erp_30_jun_p_75_79_yrs_num,est_res_pop_ur_erp_30_jun_p_80_84_yrs_num,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_p_tot_num,est_res_pop_ur_erp_30_jun_p_wrking_age_pop_15_64_yrs_pr100,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_m_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_f_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_p_yrs,births_dth_births_p_num,births_dth_tot_fert_rt_per_f_p_rt,births_dth_dth_p_num,births_dth_stnd_death_rt_per_1000_pop_p_rt,pop_density_pop_density_p_p_km2,regional_mig_internal_mig_arrivals_num,regional_mig_internal_mig_departures_num,regional_mig_internal_mig_net_mig_num,regional_mig_ovs_mig_arrivals_num,regional_mig_ovs_mig_departures_num,regional_mig_ovs_mig_net_mig_num,ab_torres_strait_islander_ppls_prop_tot_pop_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_oce_ar_excl_aus_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_west_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_eastern_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_africa_middle_east_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sea_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_ne_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_c_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_americas_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sub_sar_afr_net_mig_pr100,ovs_brn_pop_prop_tot_pop_tot_brn_ovs_net_mig_pr100,rel_aff_buddhism_net_mig_pr100,rel_aff_christianity_net_mig_pr100,rel_aff_hinduism_net_mig_pr100,rel_aff_islam_net_mig_pr100,rel_aff_judaism_net_mig_pr100,rel_aff_oth_religions_net_mig_pr100,rel_aff_sec_bels_oth_sprt_blfs_no_rel_aff_net_mig_pr100,rel_aff_inadequately_described_ns_net_mig_pr100,aus_citizenship_aus_citizen_net_mig_pr100,aus_citizenship_no_aus_citizen_net_mig_pr100,aus_citizenship_aus_citizenship_ns_net_mig_pr100,spks_lang_oth_eng_home_prop_tot_pop_net_mig_pr100,sa3_code16,sa3_name16,ogc_fid
2016,14.5,15.3,15.8,12.3,12.6,12.6,9.2,4.8,2.9,1283.0,1373.0,1326.0,1571.0,2511.0,2458.0,1871.0,1590.0,1573.0,1678.0,1568.0,1662.0,1569.0,1426.0,948.0,679.0,463.0,538.0,26087.0,1155.0,1238.0,1183.0,1567.0,2337.0,2120.0,1766.0,1526.0,1741.0,1628.0,1718.0,1756.0,1572.0,1435.0,975.0,754.0,624.0,959.0,26054.0,2438.0,2611.0,2509.0,3138.0,4848.0,4578.0,3637.0,3116.0,3314.0,3306.0,3286.0,3418.0,3141.0,2861.0,1923.0,1433.0,1087.0,1497.0,52141.0,68.6,36.9,40.4,38.6,491.0,1.4,429.0,6.1,837.9,,,,,,,1.4,1.4,6.7,1.9,0.9,2.5,4.7,2.1,1.4,1.1,22.7,1.7,37.5,1.4,1.4,0.1,0.7,47.2,10.0,82.6,10.7,6.7,15.0,60105,Hobart Inner,1704
2017,14.5,15.4,15.9,12.1,12.4,12.6,9.5,4.8,2.8,1289.0,1400.0,1336.0,1616.0,2582.0,2469.0,1943.0,1643.0,1512.0,1733.0,1508.0,1666.0,1608.0,1443.0,1031.0,716.0,466.0,547.0,26508.0,1181.0,1271.0,1178.0,1552.0,2384.0,2176.0,1819.0,1607.0,1665.0,1639.0,1706.0,1779.0,1628.0,1466.0,1085.0,733.0,629.0,932.0,26430.0,2470.0,2671.0,2514.0,3168.0,4966.0,4645.0,3762.0,3250.0,3177.0,3372.0,3214.0,3445.0,3236.0,2909.0,2116.0,1449.0,1095.0,1479.0,53051.0,68.4,36.9,40.2,38.4,467.0,1.4,454.0,6.0,852.6,3604.0,3566.0,38.0,1739.0,944.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,60105,Hobart Inner,1705
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53831.0,,,,,,,,,865.1,4272.0,4278.0,-6.0,1843.0,1050.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,60105,Hobart Inner,1706
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,1.5,7.4,0.6,0.1,0.5,0.3,0.1,0.5,0.6,11.5,,,,,,,,,92.0,3.4,4.6,2.2,60303,South East Coast,1707
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1708
2013,14.1,6.5,7.4,10.6,14.2,20.7,17.8,6.7,1.9,136.0,179.0,167.0,132.0,116.0,107.0,134.0,136.0,223.0,190.0,282.0,336.0,368.0,378.0,285.0,139.0,83.0,45.0,3436.0,143.0,168.0,161.0,101.0,93.0,122.0,135.0,156.0,204.0,205.0,282.0,319.0,376.0,332.0,209.0,138.0,93.0,80.0,3317.0,279.0,347.0,328.0,233.0,209.0,229.0,269.0,292.0,427.0,395.0,564.0,655.0,744.0,710.0,494.0,277.0,176.0,125.0,6753.0,59.5,53.5,53.1,53.3,53.0,2.1,80.0,6.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1709
2014,13.6,6.4,7.2,10.4,14.0,20.7,18.2,7.3,2.1,123.0,177.0,170.0,131.0,110.0,107.0,134.0,141.0,211.0,194.0,279.0,343.0,374.0,365.0,299.0,157.0,97.0,57.0,3469.0,132.0,161.0,163.0,101.0,93.0,116.0,134.0,161.0,196.0,198.0,280.0,320.0,367.0,344.0,230.0,150.0,93.0,85.0,3324.0,255.0,338.0,333.0,232.0,203.0,223.0,268.0,302.0,407.0,392.0,559.0,663.0,741.0,709.0,529.0,307.0,190.0,142.0,6793.0,58.7,54.2,53.8,54.0,53.0,2.1,76.0,6.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1710
2015,13.2,6.2,7.3,9.6,14.1,20.4,19.1,7.5,2.4,118.0,164.0,178.0,125.0,101.0,113.0,131.0,134.0,194.0,204.0,279.0,332.0,377.0,369.0,311.0,168.0,103.0,70.0,3471.0,129.0,154.0,154.0,98.0,98.0,104.0,150.0,156.0,171.0,211.0,267.0,326.0,354.0,367.0,252.0,144.0,95.0,96.0,3326.0,247.0,318.0,332.0,223.0,199.0,217.0,281.0,290.0,365.0,415.0,546.0,658.0,731.0,736.0,563.0,312.0,198.0,166.0,6797.0,57.7,54.9,54.6,54.7,44.0,2.1,64.0,6.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1711
2016,12.8,6.1,7.2,9.3,13.9,20.5,19.9,8.0,2.4,132.0,143.0,178.0,122.0,102.0,98.0,135.0,125.0,185.0,212.0,276.0,311.0,393.0,375.0,317.0,181.0,107.0,79.0,3471.0,117.0,152.0,149.0,94.0,98.0,99.0,162.0,153.0,172.0,209.0,249.0,339.0,351.0,391.0,270.0,142.0,114.0,82.0,3343.0,249.0,295.0,327.0,216.0,200.0,197.0,297.0,278.0,357.0,421.0,525.0,650.0,744.0,766.0,587.0,323.0,221.0,161.0,6814.0,57.0,55.5,55.3,55.4,46.0,2.0,85.0,6.1,2.1,,,,,,,4.9,1.2,6.7,0.6,0.1,0.6,0.3,0.1,0.5,0.5,10.5,0.4,51.8,0.1,0.1,,0.4,34.6,12.5,87.2,3.6,9.3,2.4,60303,South East Coast,1712
2017,12.4,6.4,7.2,9.1,13.4,20.4,20.1,8.5,2.6,124.0,133.0,165.0,139.0,102.0,109.0,118.0,135.0,164.0,223.0,254.0,315.0,384.0,380.0,330.0,199.0,108.0,84.0,3466.0,129.0,142.0,154.0,104.0,92.0,108.0,155.0,160.0,167.0,206.0,235.0,340.0,356.0,388.0,282.0,171.0,104.0,94.0,3387.0,253.0,275.0,319.0,243.0,194.0,217.0,273.0,295.0,331.0,429.0,489.0,655.0,740.0,768.0,612.0,370.0,212.0,178.0,6854.0,56.4,56.0,55.7,55.9,49.0,1.9,69.0,6.1,2.1,449.0,387.0,62.0,29.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1713
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900.0,,,,,,,,,2.2,513.0,467.0,46.0,31.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,60303,South East Coast,1714
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,2.5,4.5,0.4,0.1,0.6,0.3,0.3,0.4,0.4,9.5,,,,,,,,,90.2,4.4,5.3,2.1,60403,West Coast,1715
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1716
2013,20.2,11.9,11.3,12.5,15.5,14.1,9.3,4.1,1.2,658.0,641.0,649.0,627.0,535.0,508.0,535.0,490.0,647.0,685.0,760.0,752.0,654.0,538.0,379.0,247.0,131.0,87.0,9523.0,602.0,584.0,546.0,576.0,436.0,521.0,491.0,483.0,660.0,645.0,731.0,649.0,518.0,462.0,325.0,228.0,138.0,129.0,8724.0,1260.0,1225.0,1195.0,1203.0,971.0,1029.0,1026.0,973.0,1307.0,1330.0,1491.0,1401.0,1172.0,1000.0,704.0,475.0,269.0,216.0,18247.0,65.2,41.0,41.0,41.0,221.0,2.3,147.0,7.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1717
2014,19.8,11.8,11.2,12.0,15.5,14.6,9.7,4.3,1.1,633.0,638.0,605.0,588.0,546.0,483.0,531.0,476.0,603.0,645.0,763.0,751.0,684.0,541.0,384.0,254.0,130.0,85.0,9340.0,565.0,589.0,533.0,551.0,442.0,502.0,499.0,453.0,618.0,618.0,753.0,645.0,546.0,487.0,328.0,239.0,144.0,118.0,8630.0,1198.0,1227.0,1138.0,1139.0,988.0,985.0,1030.0,929.0,1221.0,1263.0,1516.0,1396.0,1230.0,1028.0,712.0,493.0,274.0,203.0,17970.0,65.1,41.5,41.6,41.6,210.0,2.2,117.0,7.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1718
2015,19.5,11.6,11.2,11.6,15.5,14.9,10.1,4.5,1.1,593.0,655.0,582.0,549.0,546.0,462.0,534.0,462.0,574.0,642.0,763.0,731.0,687.0,553.0,396.0,256.0,136.0,80.0,9201.0,535.0,574.0,519.0,507.0,461.0,491.0,500.0,448.0,570.0,614.0,727.0,673.0,555.0,495.0,344.0,249.0,160.0,115.0,8537.0,1128.0,1229.0,1101.0,1056.0,1007.0,953.0,1034.0,910.0,1144.0,1256.0,1490.0,1404.0,1242.0,1048.0,740.0,505.0,296.0,195.0,17738.0,64.8,42.0,42.3,42.2,191.0,2.1,137.0,7.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1719
2016,19.4,11.3,11.1,11.1,15.0,15.5,10.7,4.8,1.1,560.0,650.0,588.0,512.0,547.0,443.0,522.0,453.0,525.0,641.0,708.0,751.0,680.0,584.0,416.0,269.0,147.0,84.0,9080.0,501.0,593.0,513.0,473.0,456.0,490.0,484.0,461.0,505.0,622.0,669.0,691.0,597.0,508.0,364.0,246.0,178.0,112.0,8463.0,1061.0,1243.0,1101.0,985.0,1003.0,933.0,1006.0,914.0,1030.0,1263.0,1377.0,1442.0,1277.0,1092.0,780.0,515.0,325.0,196.0,17543.0,64.0,42.6,43.0,42.8,227.0,2.2,138.0,6.8,0.9,,,,,,,10.8,2.6,4.2,0.4,0.1,0.7,0.3,0.2,0.5,0.6,9.4,0.4,52.8,0.1,0.1,0.1,0.4,35.7,10.5,88.7,4.2,7.1,2.5,60403,West Coast,1720
2017,19.2,10.8,11.5,11.0,14.6,16.0,10.9,4.9,1.2,536.0,640.0,574.0,503.0,512.0,526.0,472.0,473.0,498.0,612.0,673.0,747.0,710.0,565.0,452.0,275.0,156.0,79.0,9003.0,506.0,567.0,520.0,460.0,404.0,501.0,502.0,492.0,459.0,637.0,621.0,703.0,628.0,492.0,397.0,248.0,177.0,126.0,8440.0,1042.0,1207.0,1094.0,963.0,916.0,1027.0,974.0,965.0,957.0,1249.0,1294.0,1450.0,1338.0,1057.0,849.0,523.0,333.0,205.0,17444.0,63.8,42.7,43.2,42.9,200.0,2.2,158.0,7.5,0.9,946.0,1147.0,-201.0,73.0,36.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1721
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17419.0,,,,,,,,,0.9,1208.0,1312.0,-104.0,76.0,33.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,60403,West Coast,1722
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.1,4.1,0.7,0.2,0.5,0.3,0.2,0.5,0.3,7.9,,,,,,,,,92.3,2.2,5.5,3.0,10106,Young - Yass,1723
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1724
2013,21.2,10.9,9.6,13.3,14.1,13.4,10.2,5.2,2.0,1306.0,1307.0,1273.0,1169.0,827.0,816.0,841.0,1051.0,1263.0,1287.0,1297.0,1253.0,1210.0,1086.0,794.0,499.0,371.0,247.0,17897.0,1258.0,1248.0,1270.0,1121.0,833.0,814.0,992.0,1118.0,1358.0,1237.0,1283.0,1175.0,1208.0,1026.0,762.0,563.0,448.0,490.0,18204.0,2564.0,2555.0,2543.0,2290.0,1660.0,1630.0,1833.0,2169.0,2621.0,2524.0,2580.0,2428.0,2418.0,2112.0,1556.0,1062.0,819.0,737.0,36101.0,61.4,41.4,41.7,41.6,460.0,2.4,345.0,6.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1725
2014,21.0,11.1,9.5,12.9,14.1,13.4,10.5,5.3,2.1,1291.0,1326.0,1247.0,1172.0,851.0,819.0,837.0,993.0,1267.0,1262.0,1300.0,1273.0,1204.0,1127.0,818.0,539.0,368.0,259.0,17953.0,1230.0,1266.0,1261.0,1122.0,872.0,832.0,966.0,1110.0,1325.0,1257.0,1308.0,1189.0,1201.0,1063.0,802.0,591.0,422.0,518.0,18335.0,2521.0,2592.0,2508.0,2294.0,1723.0,1651.0,1803.0,2103.0,2592.0,2519.0,2608.0,2462.0,2405.0,2190.0,1620.0,1130.0,790.0,777.0,36288.0,61.1,41.7,42.1,41.9,421.0,2.4,288.0,6.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1726
2015,20.9,11.1,9.5,12.5,14.1,13.3,10.9,5.4,2.2,1267.0,1352.0,1255.0,1160.0,877.0,822.0,834.0,952.0,1250.0,1235.0,1295.0,1304.0,1167.0,1168.0,854.0,586.0,354.0,279.0,18011.0,1196.0,1301.0,1243.0,1106.0,919.0,871.0,943.0,1077.0,1293.0,1309.0,1301.0,1196.0,1165.0,1108.0,843.0,601.0,428.0,527.0,18427.0,2463.0,2653.0,2498.0,2266.0,1796.0,1693.0,1777.0,2029.0,2543.0,2544.0,2596.0,2500.0,2332.0,2276.0,1697.0,1187.0,782.0,806.0,36438.0,60.6,42.0,42.3,42.2,398.0,2.3,340.0,6.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1727
2016,20.7,11.2,9.5,12.3,14.2,13.3,11.1,5.5,2.2,1240.0,1357.0,1294.0,1136.0,888.0,838.0,832.0,920.0,1262.0,1201.0,1321.0,1290.0,1179.0,1211.0,874.0,607.0,342.0,285.0,18077.0,1162.0,1304.0,1242.0,1159.0,937.0,847.0,976.0,1070.0,1248.0,1403.0,1266.0,1234.0,1175.0,1144.0,853.0,614.0,442.0,513.0,18589.0,2402.0,2661.0,2536.0,2295.0,1825.0,1685.0,1808.0,1990.0,2510.0,2604.0,2587.0,2524.0,2354.0,2355.0,1727.0,1221.0,784.0,798.0,36666.0,60.5,42.3,42.5,42.4,387.0,2.1,321.0,6.4,3.0,,,,,,,3.5,1.2,4.0,0.7,0.3,0.5,0.3,0.3,0.6,0.3,8.1,0.4,67.2,0.1,0.9,0.1,0.3,22.2,8.7,91.1,2.3,6.7,3.4,10106,Young - Yass,1728
2017,20.6,11.2,9.3,12.0,14.1,13.6,11.3,5.7,2.2,1190.0,1325.0,1337.0,1152.0,856.0,831.0,836.0,927.0,1196.0,1231.0,1289.0,1303.0,1200.0,1193.0,949.0,639.0,329.0,304.0,18087.0,1145.0,1268.0,1299.0,1177.0,925.0,872.0,897.0,1099.0,1196.0,1421.0,1238.0,1309.0,1181.0,1141.0,883.0,658.0,458.0,507.0,18674.0,2335.0,2593.0,2636.0,2329.0,1781.0,1703.0,1733.0,2026.0,2392.0,2652.0,2527.0,2612.0,2381.0,2334.0,1832.0,1297.0,787.0,811.0,36782.0,60.2,42.7,42.8,42.8,423.0,2.1,321.0,6.6,3.0,2137.0,2209.0,-72.0,180.0,68.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1729
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36939.0,,,,,,,,,3.0,2622.0,2710.0,-88.0,171.0,74.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,10106,Young - Yass,1730
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,1.6,2.9,0.4,0.1,0.6,0.3,0.2,0.4,0.6,7.0,,,,,,,,,89.3,3.7,7.0,2.4,10604,Upper Hunter,1731
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1732
2013,21.7,12.5,13.3,13.3,13.4,11.5,8.0,4.4,1.8,1152.0,1206.0,1049.0,1017.0,970.0,1087.0,1034.0,1027.0,1096.0,1050.0,1107.0,952.0,893.0,728.0,512.0,361.0,267.0,214.0,15722.0,1153.0,1136.0,1026.0,953.0,922.0,1022.0,973.0,952.0,1040.0,1031.0,970.0,933.0,771.0,693.0,537.0,418.0,327.0,350.0,15207.0,2305.0,2342.0,2075.0,1970.0,1892.0,2109.0,2007.0,1979.0,2136.0,2081.0,2077.0,1885.0,1664.0,1421.0,1049.0,779.0,594.0,564.0,30929.0,64.0,36.7,37.2,36.9,449.0,2.4,212.0,6.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1733
2014,21.8,12.1,13.4,13.2,13.5,11.5,8.2,4.6,1.8,1154.0,1220.0,1059.0,960.0,957.0,1080.0,1041.0,1012.0,1092.0,1019.0,1121.0,944.0,890.0,761.0,527.0,366.0,276.0,196.0,15675.0,1137.0,1151.0,1031.0,920.0,913.0,1034.0,980.0,934.0,1031.0,1018.0,1016.0,943.0,774.0,701.0,544.0,436.0,340.0,361.0,15264.0,2291.0,2371.0,2090.0,1880.0,1870.0,2114.0,2021.0,1946.0,2123.0,2037.0,2137.0,1887.0,1664.0,1462.0,1071.0,802.0,616.0,557.0,30939.0,63.6,36.9,37.4,37.1,385.0,2.2,218.0,6.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1734
2015,22.0,11.8,13.4,13.0,13.5,11.5,8.4,4.5,1.9,1157.0,1220.0,1066.0,951.0,903.0,1076.0,1046.0,968.0,1086.0,1026.0,1103.0,965.0,874.0,794.0,544.0,372.0,251.0,209.0,15611.0,1083.0,1195.0,1063.0,922.0,873.0,1038.0,984.0,946.0,1005.0,1016.0,1008.0,948.0,767.0,709.0,537.0,447.0,330.0,365.0,15236.0,2240.0,2415.0,2129.0,1873.0,1776.0,2114.0,2030.0,1914.0,2091.0,2042.0,2111.0,1913.0,1641.0,1503.0,1081.0,819.0,581.0,574.0,30847.0,63.2,37.0,37.4,37.2,444.0,2.2,217.0,6.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1735
2016,22.3,11.6,13.6,12.7,13.5,11.7,8.5,4.5,1.7,1169.0,1208.0,1121.0,924.0,864.0,1055.0,1068.0,974.0,1031.0,1041.0,1043.0,1003.0,888.0,796.0,573.0,356.0,261.0,175.0,15550.0,1088.0,1175.0,1094.0,912.0,860.0,1041.0,1032.0,937.0,964.0,1016.0,1046.0,924.0,800.0,702.0,553.0,431.0,337.0,344.0,15256.0,2257.0,2383.0,2215.0,1836.0,1724.0,2096.0,2100.0,1911.0,1995.0,2057.0,2089.0,1927.0,1688.0,1498.0,1126.0,787.0,598.0,519.0,30806.0,63.0,36.9,37.3,37.1,414.0,2.1,224.0,6.2,2.7,,,,,,,6.8,1.5,2.8,0.3,0.1,1.1,0.5,0.6,0.4,0.5,7.7,0.5,68.2,0.3,0.3,,0.3,20.0,10.4,87.2,4.0,8.8,3.3,10604,Upper Hunter,1736
2017,22.0,11.6,13.4,12.4,13.5,12.0,8.7,4.7,1.7,1140.0,1176.0,1151.0,965.0,854.0,984.0,1068.0,960.0,991.0,1086.0,1006.0,1026.0,910.0,788.0,610.0,373.0,279.0,181.0,15548.0,1048.0,1119.0,1120.0,928.0,823.0,1015.0,1050.0,914.0,937.0,1030.0,1022.0,938.0,803.0,714.0,552.0,456.0,341.0,353.0,15163.0,2188.0,2295.0,2271.0,1893.0,1677.0,1999.0,2118.0,1874.0,1928.0,2116.0,2028.0,1964.0,1713.0,1502.0,1162.0,829.0,620.0,534.0,30734.0,62.9,37.2,37.6,37.4,379.0,2.1,228.0,6.4,2.7,1774.0,2137.0,-363.0,201.0,77.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1737
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30618.0,,,,,,,,,2.7,2058.0,2461.0,-403.0,192.0,83.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,10604,Upper Hunter,1738
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10702,Illawarra Catchment Reserve,1739
2013,40.0,10.0,40.0,,,,,10.0,,,,,,,,3.0,,,,,,,,,1.0,,,4.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,6.0,3.0,,1.0,1.0,,1.0,3.0,,,,,,,,,1.0,,,10.0,50.0,33.3,7.5,23.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10702,Illawarra Catchment Reserve,1740
