yr,est_res_pop_ur_erp_30_jun_p_0_14_yrs_pr100,est_res_pop_ur_erp_30_jun_p_15_24_yrs_pr100,est_res_pop_ur_erp_30_jun_p_25_34_yrs_pr100,est_res_pop_ur_erp_30_jun_p_35_44_yrs_pr100,est_res_pop_ur_erp_30_jun_p_45_54_yrs_pr100,est_res_pop_ur_erp_30_jun_p_55_64_yrs_pr100,est_res_pop_ur_erp_30_jun_p_65_74_yrs_pr100,est_res_pop_ur_erp_30_jun_p_75_84_yrs_pr100,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_pr100,est_res_pop_ur_erp_30_jun_m_0_4_yrs_num,est_res_pop_ur_erp_30_jun_m_5_9_yrs_num,est_res_pop_ur_erp_30_jun_m_10_14_yrs_num,est_res_pop_ur_erp_30_jun_m_15_19_yrs_num,est_res_pop_ur_erp_30_jun_m_20_24_yrs_num,est_res_pop_ur_erp_30_jun_m_25_29_yrs_num,est_res_pop_ur_erp_30_jun_m_30_34_yrs_num,est_res_pop_ur_erp_30_jun_m_35_39_yrs_num,est_res_pop_ur_erp_30_jun_m_40_44_yrs_num,est_res_pop_ur_erp_30_jun_m_45_49_yrs_num,est_res_pop_ur_erp_30_jun_m_50_54_yrs_num,est_res_pop_ur_erp_30_jun_m_55_59_yrs_num,est_res_pop_ur_erp_30_jun_m_60_64_yrs_num,est_res_pop_ur_erp_30_jun_m_65_69_yrs_num,est_res_pop_ur_erp_30_jun_m_70_74_yrs_num,est_res_pop_ur_erp_30_jun_m_75_79_yrs_num,est_res_pop_ur_erp_30_jun_m_80_84_yrs_num,est_res_pop_ur_erp_30_jun_m_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_m_tot_num,est_res_pop_ur_erp_30_jun_f_0_4_yrs_num,est_res_pop_ur_erp_30_jun_f_5_9_yrs_num,est_res_pop_ur_erp_30_jun_f_10_14_yrs_num,est_res_pop_ur_erp_30_jun_f_15_19_yrs_num,est_res_pop_ur_erp_30_jun_f_20_24_yrs_num,est_res_pop_ur_erp_30_jun_f_25_29_yrs_num,est_res_pop_ur_erp_30_jun_f_30_34_yrs_num,est_res_pop_ur_erp_30_jun_f_35_39_yrs_num,est_res_pop_ur_erp_30_jun_f_40_44_yrs_num,est_res_pop_ur_erp_30_jun_f_45_49_yrs_num,est_res_pop_ur_erp_30_jun_f_50_54_yrs_num,est_res_pop_ur_erp_30_jun_f_55_59_yrs_num,est_res_pop_ur_erp_30_jun_f_60_64_yrs_num,est_res_pop_ur_erp_30_jun_f_65_69_yrs_num,est_res_pop_ur_erp_30_jun_f_70_74_yrs_num,est_res_pop_ur_erp_30_jun_f_75_79_yrs_num,est_res_pop_ur_erp_30_jun_f_80_84_yrs_num,est_res_pop_ur_erp_30_jun_f_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_f_tot_num,est_res_pop_ur_erp_30_jun_p_0_4_yrs_num,est_res_pop_ur_erp_30_jun_p_5_9_yrs_num,est_res_pop_ur_erp_30_jun_p_10_14_yrs_num,est_res_pop_ur_erp_30_jun_p_15_19_yrs_num,est_res_pop_ur_erp_30_jun_p_20_24_yrs_num,est_res_pop_ur_erp_30_jun_p_25_29_yrs_num,est_res_pop_ur_erp_30_jun_p_30_34_yrs_num,est_res_pop_ur_erp_30_jun_p_35_39_yrs_num,est_res_pop_ur_erp_30_jun_p_40_44_yrs_num,est_res_pop_ur_erp_30_jun_p_45_49_yrs_num,est_res_pop_ur_erp_30_jun_p_50_54_yrs_num,est_res_pop_ur_erp_30_jun_p_55_59_yrs_num,est_res_pop_ur_erp_30_jun_p_60_64_yrs_num,est_res_pop_ur_erp_30_jun_p_65_69_yrs_num,est_res_pop_ur_erp_30_jun_p_70_74_yrs_num,est_res_pop_ur_erp_30_jun_p_75_79_yrs_num,est_res_pop_ur_erp_30_jun_p_80_84_yrs_num,est_res_pop_ur_erp_30_jun_p_85_yrs_ov_num,est_res_pop_ur_erp_30_jun_p_tot_num,est_res_pop_ur_erp_30_jun_p_wrking_age_pop_15_64_yrs_pr100,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_m_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_f_yrs,est_res_pop_ur_erp_30_jun_med_age_ur_erp_30_jun_p_yrs,births_dth_births_p_num,births_dth_tot_fert_rt_per_f_p_rt,births_dth_dth_p_num,births_dth_stnd_death_rt_per_1000_pop_p_rt,pop_density_pop_density_p_p_km2,regional_mig_internal_mig_arrivals_num,regional_mig_internal_mig_departures_num,regional_mig_internal_mig_net_mig_num,regional_mig_ovs_mig_arrivals_num,regional_mig_ovs_mig_departures_num,regional_mig_ovs_mig_net_mig_num,ab_torres_strait_islander_ppls_prop_tot_pop_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_oce_ar_excl_aus_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_west_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_eastern_eu_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_n_africa_middle_east_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sea_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_ne_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_s_c_asia_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_americas_net_mig_pr100,ovs_brn_pop_prop_tot_pop_brn_sub_sar_afr_net_mig_pr100,ovs_brn_pop_prop_tot_pop_tot_brn_ovs_net_mig_pr100,rel_aff_buddhism_net_mig_pr100,rel_aff_christianity_net_mig_pr100,rel_aff_hinduism_net_mig_pr100,rel_aff_islam_net_mig_pr100,rel_aff_judaism_net_mig_pr100,rel_aff_oth_religions_net_mig_pr100,rel_aff_sec_bels_oth_sprt_blfs_no_rel_aff_net_mig_pr100,rel_aff_inadequately_described_ns_net_mig_pr100,aus_citizenship_aus_citizen_net_mig_pr100,aus_citizenship_no_aus_citizen_net_mig_pr100,aus_citizenship_aus_citizenship_ns_net_mig_pr100,spks_lang_oth_eng_home_prop_tot_pop_net_mig_pr100,sa3_code16,sa3_name16,ogc_fid
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,450
2013,15.4,9.1,7.9,10.6,13.0,16.4,15.9,8.4,3.3,1292.0,1307.0,1264.0,1261.0,1057.0,926.0,970.0,1140.0,1349.0,1351.0,1727.0,1804.0,2030.0,2168.0,1682.0,1161.0,823.0,662.0,23974.0,1120.0,1263.0,1331.0,1213.0,952.0,965.0,996.0,1173.0,1552.0,1479.0,1831.0,1946.0,2257.0,2286.0,1677.0,1203.0,929.0,970.0,25143.0,2412.0,2570.0,2595.0,2474.0,2009.0,1891.0,1966.0,2313.0,2901.0,2830.0,3558.0,3750.0,4287.0,4454.0,3359.0,2364.0,1752.0,1632.0,49117.0,57.0,50.2,51.5,50.9,415.0,2.1,472.0,5.1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,451
2014,15.4,9.1,7.8,10.4,12.8,16.2,16.5,8.4,3.4,1272.0,1373.0,1291.0,1263.0,1066.0,907.0,1006.0,1117.0,1347.0,1347.0,1722.0,1840.0,2020.0,2279.0,1773.0,1200.0,843.0,692.0,24358.0,1137.0,1320.0,1321.0,1232.0,982.0,984.0,1032.0,1169.0,1560.0,1506.0,1830.0,1969.0,2263.0,2377.0,1816.0,1258.0,923.0,1016.0,25695.0,2409.0,2693.0,2612.0,2495.0,2048.0,1891.0,2038.0,2286.0,2907.0,2853.0,3552.0,3809.0,4283.0,4656.0,3589.0,2458.0,1766.0,1708.0,50053.0,56.3,50.6,51.8,51.2,399.0,2.0,513.0,5.1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,452
2015,15.3,8.9,8.0,10.1,12.5,16.1,16.9,8.6,3.5,1249.0,1402.0,1312.0,1252.0,1071.0,939.0,1012.0,1109.0,1336.0,1383.0,1664.0,1896.0,2019.0,2353.0,1839.0,1328.0,844.0,727.0,24735.0,1157.0,1344.0,1352.0,1216.0,994.0,998.0,1104.0,1163.0,1532.0,1508.0,1832.0,2011.0,2291.0,2473.0,1955.0,1292.0,940.0,1048.0,26210.0,2406.0,2746.0,2664.0,2468.0,2065.0,1937.0,2116.0,2272.0,2868.0,2891.0,3496.0,3907.0,4310.0,4826.0,3794.0,2620.0,1784.0,1775.0,50945.0,55.6,51.0,52.2,51.6,402.0,1.9,512.0,5.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,453
2016,15.2,8.6,8.0,9.7,12.3,15.9,17.6,9.0,3.6,1172.0,1420.0,1374.0,1231.0,1038.0,964.0,1021.0,1073.0,1317.0,1432.0,1592.0,1909.0,2022.0,2388.0,2001.0,1421.0,908.0,776.0,25059.0,1189.0,1347.0,1379.0,1235.0,950.0,1015.0,1120.0,1140.0,1489.0,1561.0,1776.0,2032.0,2260.0,2617.0,2074.0,1404.0,942.0,1096.0,26626.0,2361.0,2767.0,2753.0,2466.0,1988.0,1979.0,2141.0,2213.0,2806.0,2993.0,3368.0,3941.0,4282.0,5005.0,4075.0,2825.0,1850.0,1872.0,51685.0,54.5,51.7,52.7,52.2,409.0,1.9,540.0,5.0,7.0,,,,,,,1.4,1.0,12.9,0.8,0.1,0.7,0.2,0.2,0.5,0.4,16.8,0.8,48.5,0.1,0.1,,0.5,39.7,10.3,89.2,4.3,6.5,2.8,40701,Fleurieu - Kangaroo Island,454
2017,15.0,8.7,7.9,9.4,12.1,15.9,17.9,9.5,3.7,1175.0,1401.0,1380.0,1264.0,1030.0,971.0,1011.0,1070.0,1283.0,1479.0,1512.0,1914.0,2021.0,2343.0,2160.0,1501.0,972.0,809.0,25296.0,1154.0,1336.0,1388.0,1310.0,934.0,976.0,1155.0,1133.0,1408.0,1607.0,1694.0,2056.0,2289.0,2565.0,2247.0,1537.0,969.0,1117.0,26875.0,2329.0,2737.0,2768.0,2574.0,1964.0,1947.0,2166.0,2203.0,2691.0,3086.0,3206.0,3970.0,4310.0,4908.0,4407.0,3038.0,1941.0,1926.0,52168.0,53.9,52.2,53.2,52.7,397.0,1.9,560.0,4.9,7.1,2823.0,2302.0,521.0,195.0,88.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,455
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52684.0,,,,,,,,,7.2,3388.0,2825.0,563.0,202.0,87.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,40701,Fleurieu - Kangaroo Island,456
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,2.8,6.6,0.6,0.1,1.1,0.2,0.2,0.4,1.1,13.0,,,,,,,,,88.2,5.7,6.1,3.3,50903,Wheat Belt - South,457
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,458
2013,20.4,9.3,12.0,13.3,14.8,14.1,9.3,4.9,1.8,765.0,731.0,688.0,521.0,525.0,672.0,693.0,669.0,780.0,799.0,853.0,849.0,772.0,622.0,459.0,326.0,186.0,170.0,11080.0,770.0,765.0,655.0,481.0,460.0,587.0,628.0,639.0,766.0,713.0,809.0,745.0,659.0,518.0,398.0,331.0,210.0,225.0,10359.0,1535.0,1496.0,1343.0,1002.0,985.0,1259.0,1321.0,1308.0,1546.0,1512.0,1662.0,1594.0,1431.0,1140.0,857.0,657.0,396.0,395.0,21439.0,63.5,41.8,41.4,41.6,304.0,2.6,131.0,5.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,459
2014,20.3,9.0,11.9,12.7,14.7,14.6,9.7,5.2,1.9,741.0,740.0,653.0,507.0,500.0,652.0,675.0,621.0,737.0,779.0,815.0,832.0,790.0,650.0,484.0,339.0,189.0,179.0,10883.0,771.0,797.0,610.0,482.0,431.0,577.0,625.0,621.0,712.0,737.0,782.0,788.0,683.0,521.0,407.0,354.0,213.0,224.0,10335.0,1512.0,1537.0,1263.0,989.0,931.0,1229.0,1300.0,1242.0,1449.0,1516.0,1597.0,1620.0,1473.0,1171.0,891.0,693.0,402.0,403.0,21218.0,62.9,42.5,42.0,42.2,315.0,2.7,158.0,6.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,460
2015,20.3,8.8,11.5,12.3,14.6,14.9,10.2,5.4,1.9,746.0,745.0,624.0,490.0,480.0,581.0,667.0,602.0,708.0,735.0,809.0,821.0,791.0,703.0,499.0,350.0,196.0,175.0,10722.0,758.0,810.0,586.0,483.0,410.0,539.0,645.0,605.0,670.0,766.0,770.0,828.0,707.0,562.0,393.0,361.0,233.0,228.0,10354.0,1504.0,1555.0,1210.0,973.0,890.0,1120.0,1312.0,1207.0,1378.0,1501.0,1579.0,1649.0,1498.0,1265.0,892.0,711.0,429.0,403.0,21076.0,62.2,43.2,42.7,43.0,301.0,2.8,155.0,5.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,461
2016,20.2,8.9,11.4,11.8,14.4,15.1,10.8,5.6,1.8,734.0,755.0,588.0,485.0,479.0,560.0,631.0,562.0,657.0,699.0,783.0,803.0,774.0,729.0,522.0,352.0,208.0,149.0,10470.0,727.0,804.0,563.0,468.0,414.0,547.0,622.0,595.0,634.0,749.0,740.0,833.0,718.0,597.0,392.0,357.0,237.0,220.0,10217.0,1461.0,1559.0,1151.0,953.0,893.0,1107.0,1253.0,1157.0,1291.0,1448.0,1523.0,1636.0,1492.0,1326.0,914.0,709.0,445.0,369.0,20687.0,61.6,43.5,43.0,43.2,258.0,2.7,179.0,6.2,0.4,,,,,,,4.9,2.6,6.1,0.5,0.1,1.2,0.2,0.5,0.4,1.0,12.6,0.6,54.8,0.3,0.2,,0.4,31.2,12.5,84.4,5.7,9.9,3.6,50903,Wheat Belt - South,462
2017,20.3,8.7,10.8,11.6,14.4,15.1,11.3,5.9,1.8,718.0,763.0,605.0,478.0,442.0,544.0,602.0,570.0,601.0,703.0,792.0,767.0,789.0,745.0,531.0,376.0,225.0,152.0,10403.0,715.0,737.0,631.0,458.0,397.0,491.0,584.0,609.0,603.0,756.0,696.0,811.0,732.0,615.0,432.0,350.0,258.0,218.0,10093.0,1433.0,1500.0,1236.0,936.0,839.0,1035.0,1186.0,1179.0,1204.0,1459.0,1488.0,1578.0,1521.0,1360.0,963.0,726.0,483.0,370.0,20494.0,60.6,44.0,43.6,43.8,257.0,2.5,143.0,5.9,0.4,1183.0,1513.0,-330.0,127.0,92.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,463
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20144.0,,,,,,,,,0.4,1183.0,1667.0,-484.0,116.0,80.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,50903,Wheat Belt - South,464
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,2.6,4.5,0.6,0.1,4.3,0.4,1.4,0.5,0.9,15.3,,,,,,,,,84.3,5.7,10.0,9.6,70104,Palmerston,465
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,466
2014,19.3,11.5,9.0,13.6,15.6,12.6,9.3,5.4,3.5,2793.0,3433.0,3527.0,3067.0,2832.0,2207.0,2167.0,2601.0,3711.0,3727.0,3779.0,3232.0,2803.0,2618.0,1826.0,1317.0,1025.0,1188.0,47853.0,2863.0,3461.0,3183.0,2965.0,2649.0,2169.0,2462.0,2939.0,4315.0,4095.0,3988.0,3474.0,3087.0,2828.0,2049.0,1585.0,1486.0,2346.0,51944.0,5656.0,6894.0,6710.0,6032.0,5481.0,4376.0,4629.0,5540.0,8026.0,7822.0,7767.0,6706.0,5890.0,5446.0,3875.0,2902.0,2511.0,3534.0,99797.0,62.4,42.0,43.8,43.0,976.0,1.8,759.0,4.6,2681.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20801,Bayside,548
2013,25.1,16.1,20.1,16.0,11.4,7.1,2.9,1.0,0.2,1578.0,1380.0,1095.0,1058.0,1642.0,1698.0,1595.0,1340.0,1284.0,1011.0,832.0,681.0,478.0,298.0,183.0,100.0,52.0,35.0,16340.0,1550.0,1391.0,1133.0,1080.0,1430.0,1657.0,1567.0,1341.0,1225.0,972.0,872.0,666.0,481.0,274.0,193.0,106.0,57.0,39.0,16034.0,3128.0,2771.0,2228.0,2138.0,3072.0,3355.0,3162.0,2681.0,2509.0,1983.0,1704.0,1347.0,959.0,572.0,376.0,206.0,109.0,74.0,32374.0,70.8,29.1,29.4,29.3,728.0,2.4,100.0,7.8,616.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,467
2014,25.0,15.5,20.4,16.1,11.6,7.1,3.0,1.0,0.2,1677.0,1473.0,1099.0,1076.0,1615.0,1806.0,1695.0,1393.0,1401.0,1094.0,916.0,709.0,521.0,318.0,196.0,99.0,50.0,47.0,17185.0,1622.0,1435.0,1158.0,1059.0,1511.0,1699.0,1709.0,1399.0,1284.0,1017.0,918.0,682.0,507.0,318.0,200.0,108.0,68.0,37.0,16731.0,3299.0,2908.0,2257.0,2135.0,3126.0,3505.0,3404.0,2792.0,2685.0,2111.0,1834.0,1391.0,1028.0,636.0,396.0,207.0,118.0,84.0,33916.0,70.8,29.6,29.7,29.6,763.0,2.5,115.0,8.2,645.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,468
2015,25.0,14.9,20.5,16.2,11.6,7.4,3.1,1.0,0.3,1793.0,1534.0,1134.0,1074.0,1603.0,1882.0,1748.0,1479.0,1424.0,1142.0,967.0,744.0,575.0,350.0,199.0,120.0,41.0,58.0,17867.0,1690.0,1467.0,1168.0,1042.0,1500.0,1753.0,1808.0,1467.0,1323.0,1052.0,910.0,755.0,537.0,346.0,205.0,126.0,70.0,37.0,17256.0,3483.0,3001.0,2302.0,2116.0,3103.0,3635.0,3556.0,2946.0,2747.0,2194.0,1877.0,1499.0,1112.0,696.0,404.0,246.0,111.0,95.0,35123.0,70.6,29.8,30.0,29.9,787.0,2.4,127.0,8.7,668.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,469
2017,26.0,13.3,20.8,16.0,11.6,7.7,3.3,1.1,0.3,1991.0,1667.0,1267.0,1058.0,1383.0,1874.0,1915.0,1583.0,1387.0,1205.0,1003.0,809.0,650.0,378.0,233.0,124.0,69.0,52.0,18648.0,1863.0,1520.0,1290.0,1072.0,1384.0,1895.0,1992.0,1627.0,1306.0,1137.0,924.0,838.0,540.0,383.0,210.0,153.0,65.0,41.0,18240.0,3854.0,3187.0,2557.0,2130.0,2767.0,3769.0,3907.0,3210.0,2693.0,2342.0,1927.0,1647.0,1190.0,761.0,443.0,277.0,134.0,93.0,36884.0,69.4,30.2,30.2,30.2,808.0,2.4,104.0,7.4,702.2,5133.0,5061.0,72.0,776.0,569.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,471
2016,25.5,14.0,20.6,16.0,11.8,7.6,3.2,1.0,0.2,1888.0,1582.0,1173.0,1083.0,1496.0,1856.0,1821.0,1502.0,1391.0,1211.0,997.0,778.0,615.0,354.0,211.0,118.0,50.0,54.0,18180.0,1798.0,1493.0,1219.0,1039.0,1418.0,1820.0,1898.0,1531.0,1309.0,1122.0,910.0,804.0,521.0,396.0,187.0,138.0,64.0,33.0,17700.0,3686.0,3075.0,2392.0,2122.0,2914.0,3676.0,3719.0,3033.0,2700.0,2333.0,1907.0,1582.0,1136.0,750.0,398.0,256.0,114.0,87.0,35880.0,70.0,30.0,30.2,30.1,747.0,2.4,96.0,8.1,683.1,,,,,,,11.0,3.1,4.1,0.8,0.2,6.5,0.7,2.7,0.6,1.6,20.3,2.1,46.9,1.7,1.2,,0.6,35.8,11.8,81.8,8.9,9.3,14.9,70104,Palmerston,470
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37841.0,,,,,,,,,720.4,5377.0,5237.0,140.0,560.0,461.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,70104,Palmerston,472
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.9,4.4,2.6,1.1,4.6,5.2,6.1,1.7,1.6,29.1,,,,,,,,,87.0,9.0,4.0,28.0,80104,Gungahlin,473
2013,18.6,11.6,9.6,11.9,13.5,13.5,12.6,6.4,2.3,2181.0,2281.0,2356.0,2239.0,2021.0,1640.0,1731.0,1901.0,2255.0,2269.0,2489.0,2312.0,2357.0,2573.0,1985.0,1337.0,865.0,638.0,35430.0,1996.0,2214.0,2190.0,2195.0,1778.0,1735.0,1751.0,1936.0,2409.0,2363.0,2491.0,2388.0,2539.0,2557.0,1861.0,1384.0,1000.0,1023.0,35810.0,4177.0,4495.0,4546.0,4434.0,3799.0,3375.0,3482.0,3837.0,4664.0,4632.0,4980.0,4700.0,4896.0,5130.0,3846.0,2721.0,1865.0,1661.0,71240.0,60.1,43.0,44.4,43.7,794.0,2.2,545.0,5.4,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603,Port Stephens,491
2014,18.3,11.6,9.7,11.6,13.5,13.5,13.0,6.5,2.4,2113.0,2346.0,2319.0,2203.0,2062.0,1673.0,1742.0,1861.0,2239.0,2231.0,2504.0,2369.0,2346.0,2605.0,2106.0,1388.0,856.0,676.0,35639.0,1949.0,2273.0,2121.0,2148.0,1880.0,1694.0,1823.0,1878.0,2374.0,2333.0,2585.0,2427.0,2543.0,2612.0,1983.0,1421.0,1024.0,1057.0,36125.0,4062.0,4619.0,4440.0,4351.0,3942.0,3367.0,3565.0,3739.0,4613.0,4564.0,5089.0,4796.0,4889.0,5217.0,4089.0,2809.0,1880.0,1733.0,71764.0,59.8,43.3,44.8,44.1,690.0,2.1,657.0,5.5,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603,Port Stephens,492
2015,18.1,11.4,9.7,11.4,13.3,13.6,13.3,6.6,2.5,2081.0,2398.0,2313.0,2194.0,2032.0,1743.0,1739.0,1806.0,2227.0,2174.0,2531.0,2405.0,2333.0,2628.0,2233.0,1449.0,853.0,719.0,35858.0,1957.0,2263.0,2102.0,2157.0,1877.0,1734.0,1825.0,1852.0,2357.0,2317.0,2568.0,2465.0,2598.0,2639.0,2110.0,1459.0,1040.0,1095.0,36415.0,4038.0,4661.0,4415.0,4351.0,3909.0,3477.0,3564.0,3658.0,4584.0,4491.0,5099.0,4870.0,4931.0,5267.0,4343.0,2908.0,1893.0,1814.0,72273.0,59.4,43.7,45.2,44.5,734.0,2.0,634.0,5.6,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603,Port Stephens,493
2016,18.1,11.3,9.8,11.1,13.1,13.7,13.6,6.9,2.5,2097.0,2368.0,2336.0,2198.0,1998.0,1815.0,1745.0,1806.0,2176.0,2168.0,2499.0,2444.0,2404.0,2669.0,2294.0,1560.0,893.0,701.0,36171.0,2060.0,2242.0,2106.0,2141.0,1874.0,1761.0,1805.0,1868.0,2278.0,2343.0,2535.0,2567.0,2607.0,2717.0,2224.0,1512.0,1039.0,1104.0,36783.0,4157.0,4610.0,4442.0,4339.0,3872.0,3576.0,3550.0,3674.0,4454.0,4511.0,5034.0,5011.0,5011.0,5386.0,4518.0,3072.0,1932.0,1805.0,72954.0,59.0,44.0,45.5,44.8,633.0,1.9,637.0,5.7,68.1,,,,,,,4.8,1.5,6.1,0.9,0.2,0.8,0.3,0.3,0.6,0.6,11.2,0.7,63.2,0.2,0.1,0.1,0.3,26.0,9.5,89.4,3.3,7.3,3.4,10603,Port Stephens,494
2017,17.8,11.2,9.7,10.8,13.0,14.0,13.8,7.2,2.6,1986.0,2305.0,2404.0,2207.0,1956.0,1859.0,1723.0,1772.0,2134.0,2219.0,2414.0,2540.0,2507.0,2530.0,2475.0,1657.0,974.0,736.0,36398.0,1973.0,2227.0,2195.0,2184.0,1896.0,1761.0,1767.0,1888.0,2161.0,2408.0,2487.0,2641.0,2614.0,2713.0,2411.0,1574.0,1077.0,1145.0,37122.0,3959.0,4532.0,4599.0,4391.0,3852.0,3620.0,3490.0,3660.0,4295.0,4627.0,4901.0,5181.0,5121.0,5243.0,4886.0,3231.0,2051.0,1881.0,73555.0,58.7,44.7,46.0,45.4,672.0,1.9,661.0,5.5,68.6,5147.0,4835.0,312.0,420.0,160.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,10603,Port Stephens,495
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74213.0,,,,,,,,,69.2,5920.0,5527.0,393.0,404.0,174.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,10603,Port Stephens,496
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.5,3.7,4.8,4.0,7.2,2.7,10.0,1.0,1.3,39.2,,,,,,,,,83.3,11.8,4.9,38.9,11601,Blacktown,497
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28227.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11601,Blacktown,498
2015,19.2,11.6,9.1,13.3,15.7,12.7,9.6,5.3,3.5,2804.0,3464.0,3542.0,3197.0,2847.0,2226.0,2228.0,2606.0,3612.0,3894.0,3757.0,3337.0,2856.0,2665.0,1942.0,1364.0,1016.0,1224.0,48581.0,2799.0,3484.0,3329.0,3030.0,2648.0,2233.0,2539.0,2935.0,4269.0,4260.0,4030.0,3568.0,3116.0,2875.0,2191.0,1613.0,1422.0,2346.0,52687.0,5603.0,6948.0,6871.0,6227.0,5495.0,4459.0,4767.0,5541.0,7881.0,8154.0,7787.0,6905.0,5972.0,5540.0,4133.0,2977.0,2438.0,3570.0,101268.0,62.4,42.1,44.1,43.2,904.0,1.7,826.0,4.5,2721.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20801,Bayside,549
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80104,Gungahlin,474
