sa3_code16,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw,sa3_name16
30301,0,0,0,0,0,0,0,0,0,59,0,65,0,0,0,0,0,0,0,7,0,21,0,31,0,0,0,0,0,0,0,10,0,18,0,29,0,0,0,0,0,0,0,7,0,8,0,18,3,0,0,0,0,3,0,9,0,90,0,104,0,12,0,0,0,3,0,20,0,47,0,91,0,12,0,3,0,13,3,23,3,343,8,402,3,16,0,9,0,35,0,38,4,150,0,265,17,33,0,38,4,46,0,41,8,207,7,397,33,20,0,43,6,63,3,41,10,118,3,343,51,12,0,80,5,55,4,24,3,49,0,280,75,18,3,69,5,42,0,17,4,50,0,287,307,17,6,137,14,69,7,15,8,55,0,625,281,12,7,96,14,26,0,15,0,15,0,469,231,9,3,61,13,19,0,6,0,8,0,352,151,3,0,30,11,27,0,3,3,17,0,242,300,12,3,73,10,49,0,17,Carindale
30302,0,0,0,0,0,3,0,3,0,55,3,68,0,4,0,0,0,3,0,8,0,27,0,38,0,0,0,3,0,0,0,10,0,20,0,33,0,0,0,0,0,0,0,8,5,16,0,28,0,3,0,3,0,3,0,21,0,95,0,128,0,8,0,0,0,3,3,38,4,42,0,99,9,40,0,12,0,28,3,53,0,280,10,434,4,51,0,34,3,62,0,52,7,124,0,346,13,70,0,82,6,92,5,63,3,172,3,518,57,53,8,155,6,91,10,31,7,105,0,529,99,37,0,137,10,84,3,17,3,40,0,431,135,23,0,143,12,63,8,21,7,49,0,456,524,35,8,250,25,114,8,28,4,65,0,1066,504,22,9,164,18,51,5,13,8,28,0,817,361,9,8,74,14,26,0,8,0,20,0,524,267,3,3,44,8,29,3,6,4,7,0,376,463,11,7,108,23,51,9,21,Holland Park - Yeronga
30303,0,3,0,0,0,10,0,4,0,189,0,209,4,0,0,0,0,0,0,5,0,66,0,81,0,0,0,0,0,0,0,8,0,37,0,53,0,0,0,0,0,4,0,14,0,16,0,41,3,4,3,3,0,3,0,31,8,171,3,233,3,9,0,6,0,10,0,42,0,80,3,159,3,34,0,11,0,53,0,52,5,594,6,752,9,20,0,24,0,93,3,71,6,239,0,477,21,46,0,67,3,119,5,67,11,282,4,632,61,35,3,93,7,79,0,56,3,185,3,526,70,19,4,88,0,79,4,29,5,52,0,353,115,27,0,91,12,55,3,19,4,61,0,378,319,21,4,160,13,99,12,31,11,68,0,731,292,17,6,120,18,20,0,13,6,27,0,526,201,16,4,67,10,17,0,9,0,16,0,343,135,3,0,16,15,24,3,10,0,14,0,217,215,7,4,70,9,30,0,16,Mt Gravatt
30304,0,0,0,0,0,0,0,3,0,72,0,79,0,3,0,0,0,0,0,6,0,24,0,30,0,0,0,0,0,0,0,13,0,11,0,27,0,0,0,0,0,0,0,7,0,3,0,11,0,0,0,3,0,4,0,17,0,102,0,122,0,6,0,0,0,11,0,25,0,40,0,88,0,24,0,5,0,26,0,33,6,227,3,331,0,20,0,6,3,37,0,35,3,114,0,223,7,32,0,37,0,60,0,34,3,140,3,325,35,21,0,70,3,46,0,19,0,92,0,282,40,17,0,43,3,32,3,10,0,21,0,183,58,9,0,49,3,26,0,8,0,31,0,187,223,14,8,92,12,51,0,15,3,40,0,453,181,7,3,61,9,15,0,10,5,21,0,314,156,8,3,34,7,12,0,8,0,19,0,242,110,3,0,15,3,10,0,0,0,5,0,147,153,8,0,31,3,15,0,7,Nathan
30305,4,0,0,0,0,3,0,5,0,181,0,195,0,0,0,0,0,3,0,5,0,46,0,58,0,3,0,0,0,0,0,13,3,33,0,50,0,0,0,0,0,0,0,16,3,13,0,35,0,9,0,4,0,6,0,22,4,148,0,195,0,11,0,3,0,11,0,36,3,55,0,124,6,18,0,6,3,47,0,50,7,368,3,509,9,19,0,22,3,91,5,42,4,149,0,347,13,41,0,44,3,105,0,46,9,160,7,431,59,28,0,93,10,84,0,18,11,88,3,389,70,11,6,86,11,79,3,9,3,27,0,304,127,18,3,86,3,57,0,14,3,28,0,331,361,22,5,137,24,77,11,14,0,34,3,677,255,17,4,103,7,23,4,3,3,13,0,427,138,0,0,35,8,8,0,0,0,13,0,208,58,3,4,15,0,15,0,0,0,6,0,106,101,13,4,24,6,14,0,5,Rocklea - Acacia Ridge
30905,0,0,0,0,0,0,0,0,3,28,0,32,0,0,0,0,0,0,0,3,0,20,0,23,0,0,0,0,0,0,0,7,0,16,0,18,0,0,0,0,0,3,0,3,0,13,0,19,0,3,0,3,0,0,0,16,0,81,4,102,0,10,0,0,0,7,3,19,0,47,0,84,0,11,0,5,0,13,4,26,3,293,0,360,5,17,0,8,3,27,3,30,0,130,0,237,16,35,3,38,0,44,3,41,3,117,3,294,33,27,0,66,3,36,3,23,4,75,0,275,32,14,3,40,3,26,0,7,0,26,0,162,51,12,3,58,0,28,0,9,3,17,0,187,144,20,0,96,3,51,3,9,3,36,3,374,109,11,3,52,12,11,0,7,3,13,0,214,66,7,0,30,4,8,0,3,0,3,0,121,40,3,0,8,0,9,0,0,0,0,0,62,61,5,7,37,6,16,0,6,Mudgeeraba - Tallebudgera
30906,3,0,5,0,0,0,0,0,0,86,0,98,0,0,0,0,0,4,0,0,0,36,0,45,0,3,0,0,0,0,0,11,0,27,0,38,0,0,0,0,0,4,0,9,0,15,0,31,0,4,0,0,0,4,0,24,0,212,0,251,3,7,0,3,0,11,0,49,0,84,0,156,10,25,0,9,0,47,0,74,9,680,11,860,10,27,3,22,0,70,0,78,11,230,6,452,35,73,5,85,8,116,4,83,9,229,3,645,93,48,4,150,15,84,8,51,11,142,4,601,91,29,4,130,18,73,0,18,6,53,0,422,142,30,3,134,13,55,10,21,3,45,0,452,413,27,12,188,19,76,7,23,8,53,8,828,265,19,7,113,10,19,5,14,6,24,0,472,136,7,3,41,12,13,3,3,3,6,0,224,69,4,0,15,0,19,0,0,0,11,0,126,100,7,3,49,5,22,0,6,Nerang
30907,3,3,0,4,0,3,0,3,0,152,0,171,0,6,0,0,0,3,0,8,0,62,0,79,0,3,0,0,0,3,0,10,3,41,0,57,0,0,0,3,0,3,0,7,0,25,0,42,3,8,0,0,0,8,0,28,7,267,5,330,3,10,0,3,0,13,4,67,4,131,0,237,11,35,3,16,0,57,0,88,5,921,4,1137,11,42,0,30,3,118,3,116,8,354,6,695,33,54,3,131,9,187,8,105,9,400,6,957,181,51,8,221,9,148,14,70,9,203,10,927,199,34,3,237,8,135,15,38,10,73,0,740,308,41,6,217,21,114,9,24,11,101,3,860,800,47,18,328,33,160,11,35,8,108,7,1551,564,28,6,210,18,55,4,9,4,45,0,944,324,11,12,104,6,30,3,4,0,22,0,519,129,7,0,26,7,68,0,9,3,29,0,286,242,19,4,100,10,53,11,16,Ormeau - Oxenford
31503,41,4,0,3,0,3,0,0,0,10,0,59,9,3,0,0,0,0,0,3,0,7,0,24,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,4,15,3,0,0,0,0,0,9,0,61,5,86,0,0,0,4,0,8,0,11,0,17,0,45,20,9,0,18,0,14,0,12,4,157,7,240,25,8,3,18,0,20,0,13,3,29,0,127,45,9,3,36,0,35,3,10,4,45,0,182,67,9,7,52,3,28,3,3,5,17,4,198,31,9,0,27,0,14,7,3,0,3,0,101,75,4,7,35,3,14,0,0,0,3,3,146,141,6,7,52,7,22,0,4,0,10,0,250,73,3,0,28,10,7,0,0,0,3,3,131,71,0,0,12,3,0,0,0,0,0,0,89,21,0,0,3,0,4,0,0,0,3,0,35,50,3,3,6,0,9,0,0,Outback - South
31601,3,0,0,0,0,3,0,0,0,65,0,76,0,0,0,0,0,0,0,0,0,29,0,35,0,0,0,3,0,0,0,10,0,29,3,47,0,3,0,0,0,0,0,0,0,15,0,25,0,5,0,3,0,0,0,20,0,202,0,234,3,7,0,0,0,0,0,42,0,98,0,154,4,25,5,7,0,16,4,54,7,683,5,809,9,27,0,20,0,46,0,69,7,341,7,527,8,42,0,75,0,63,3,56,5,372,4,631,63,35,3,113,7,64,7,39,6,240,3,574,55,16,3,73,3,41,4,32,0,83,0,314,87,19,3,83,9,53,3,15,7,85,0,357,237,25,11,147,10,64,9,24,6,105,0,635,174,13,7,102,3,20,5,14,3,48,0,389,104,5,3,50,5,11,3,9,3,22,0,211,63,5,3,22,3,28,0,3,3,17,0,142,104,19,0,63,11,38,3,18,Buderim
31602,0,0,0,0,0,3,0,3,0,94,0,107,0,3,0,0,0,0,0,6,0,57,0,63,0,0,0,0,0,0,0,12,0,29,0,45,0,0,0,0,0,0,0,8,0,32,0,40,3,10,0,3,0,4,0,21,3,387,3,439,0,12,0,7,0,17,4,59,6,180,0,281,6,30,0,16,3,37,0,107,14,1420,12,1640,7,51,3,38,6,71,3,110,15,648,5,949,45,63,0,94,3,122,3,97,26,719,3,1171,104,66,8,175,13,93,12,61,12,429,3,989,95,23,4,134,6,80,0,32,9,159,0,551,163,22,5,134,9,60,6,27,5,130,0,567,370,38,9,235,25,97,12,42,6,140,0,974,261,22,10,144,16,25,6,28,5,78,0,591,138,15,4,54,3,12,6,7,0,36,3,267,87,0,0,30,8,34,0,10,4,24,0,201,124,33,6,86,13,49,0,17,Caloundra
31603,0,0,0,0,0,0,0,0,0,81,0,87,0,0,0,0,0,0,0,3,0,38,0,46,3,0,0,0,0,0,0,3,0,40,0,54,0,0,0,0,0,0,0,9,0,21,0,29,5,5,0,0,0,4,0,38,0,183,0,236,0,13,0,10,0,16,0,46,3,105,3,196,6,25,0,12,0,29,3,91,4,667,8,844,16,43,0,24,0,61,3,89,5,331,5,574,34,86,3,92,3,77,7,70,11,355,5,734,88,62,3,185,9,81,10,50,8,262,3,754,98,23,0,123,5,52,4,24,3,98,0,431,133,25,3,135,4,40,8,22,5,107,0,481,337,46,15,167,21,59,6,34,10,112,3,796,214,22,9,98,13,25,4,15,0,51,0,446,118,5,3,52,7,18,0,7,0,19,0,228,73,6,0,11,3,23,0,4,0,19,0,147,100,26,3,68,6,30,8,7,Maroochy
31605,0,0,0,0,0,0,0,0,0,62,0,65,0,0,0,0,0,0,0,6,0,35,0,50,0,0,0,0,0,0,0,10,0,22,0,35,0,0,0,0,0,3,0,4,0,18,0,25,3,4,0,3,0,3,0,25,0,192,4,236,3,11,0,3,0,16,0,37,3,74,0,149,3,19,0,7,0,23,0,66,3,604,6,735,3,36,0,13,0,41,0,69,7,299,0,475,22,35,0,59,4,47,3,47,7,370,3,595,64,56,3,83,6,41,10,40,8,253,0,553,42,27,3,81,6,31,3,18,5,100,0,313,84,20,0,64,8,23,3,15,0,125,0,349,177,32,4,95,8,40,3,35,5,126,0,523,108,12,4,47,7,19,0,23,0,73,0,303,77,7,3,32,5,15,3,16,3,38,0,196,32,7,0,13,3,26,0,8,3,23,0,123,66,31,0,54,4,35,0,21,Noosa
31606,3,0,0,3,0,4,0,0,3,51,3,68,0,9,0,0,0,0,0,8,3,41,0,60,0,3,0,3,0,3,0,8,0,28,0,47,0,0,0,0,0,0,0,6,0,19,0,28,8,5,0,5,0,3,0,35,0,229,3,299,3,3,0,7,0,11,3,57,3,111,0,199,13,35,4,17,0,34,0,81,4,748,10,954,17,43,3,30,0,55,3,95,6,395,3,655,37,68,7,71,3,88,8,88,4,403,5,783,68,46,3,114,8,68,3,43,3,220,4,588,62,25,3,100,3,50,3,19,10,94,0,368,103,29,3,95,5,48,8,19,6,82,0,390,207,43,10,176,20,80,9,22,10,65,3,635,146,17,6,90,9,23,8,12,8,54,0,359,83,14,0,42,10,7,0,7,3,23,3,184,34,7,3,12,6,28,0,3,4,13,0,103,71,14,3,47,4,17,0,14,Sunshine Coast Hinterland
31607,0,0,0,0,0,6,0,3,0,45,0,53,0,0,0,0,0,0,0,5,0,26,0,33,0,3,0,0,0,0,0,11,0,19,0,29,0,0,0,0,0,0,0,4,0,16,0,23,4,9,0,4,0,3,0,20,3,166,0,203,0,9,0,4,0,10,0,33,0,74,0,131,9,16,0,9,0,35,3,64,9,604,9,749,13,26,3,13,0,48,7,68,7,247,3,437,22,51,0,63,3,63,3,55,12,237,3,512,60,55,0,102,5,52,5,32,3,151,0,475,66,18,5,93,7,49,8,15,4,48,0,305,76,18,0,76,4,38,3,15,0,33,3,269,224,12,3,140,11,49,3,12,3,49,0,511,138,8,9,72,13,12,7,6,3,27,0,292,87,7,3,29,9,5,3,0,0,4,0,147,33,0,0,9,0,14,0,0,0,4,0,72,41,8,3,26,0,10,4,6,Nambour
31608,0,0,0,0,0,0,0,0,0,40,0,48,0,0,0,0,0,0,0,5,0,17,0,27,0,0,0,0,0,0,0,5,0,17,0,31,0,0,0,0,0,0,0,0,0,9,0,13,3,8,0,0,0,3,0,18,0,113,4,141,0,3,0,3,0,5,0,23,3,52,0,95,4,12,0,7,0,11,3,37,3,334,5,421,13,23,0,14,0,37,6,39,8,149,0,278,22,31,0,24,4,34,5,34,9,159,0,324,39,40,5,51,0,34,3,29,3,95,0,287,30,14,0,45,0,34,3,16,3,39,0,193,33,9,0,38,5,15,4,10,0,42,0,162,77,9,5,81,4,21,0,19,0,38,0,260,56,6,0,36,3,11,0,6,0,24,0,148,21,5,0,14,3,6,0,0,0,5,0,57,8,3,0,4,0,19,0,0,3,6,0,45,26,5,3,15,5,8,0,8,Noosa Hinterland
31801,16,0,0,0,0,3,0,0,0,46,4,73,0,0,0,0,0,4,0,4,0,28,0,39,3,0,0,0,0,0,0,10,3,16,0,27,0,0,0,3,0,0,0,0,0,26,0,28,4,7,0,4,0,14,0,23,4,197,9,261,0,3,0,5,0,13,0,30,0,80,0,142,14,13,3,14,0,42,3,57,10,622,10,784,17,13,0,14,0,53,0,59,13,206,10,394,44,26,7,62,5,89,5,36,10,204,6,500,85,22,5,97,13,73,7,26,6,126,5,461,55,17,3,77,5,59,3,9,9,16,3,251,102,11,9,67,5,34,0,9,3,39,0,286,199,15,6,108,10,51,5,9,7,30,9,449,131,5,0,58,16,17,4,4,0,11,0,250,76,3,0,23,3,11,4,3,0,9,0,137,34,5,0,12,5,17,0,0,4,6,0,74,61,4,0,33,6,17,3,3,Charters Towers - Ayr - Ingham
31802,9,0,3,3,0,4,0,8,0,158,5,190,3,7,0,0,0,0,0,9,3,80,0,107,3,3,0,0,0,3,0,22,0,77,0,104,0,0,0,0,0,0,0,20,0,52,0,67,8,16,3,3,0,12,0,68,9,484,9,616,3,26,0,7,0,40,3,102,3,193,3,383,12,54,3,27,3,111,6,161,17,1452,28,1873,27,74,4,73,5,241,6,195,22,604,11,1258,82,107,4,210,9,313,12,174,24,683,10,1625,232,86,6,397,28,272,16,106,22,427,8,1604,279,46,4,312,24,222,11,60,23,140,3,1125,412,40,14,320,34,204,12,44,18,124,0,1223,1261,54,29,522,64,285,23,57,23,141,5,2477,926,34,22,305,66,114,17,22,13,59,0,1584,592,14,17,130,22,43,12,8,0,26,0,872,284,7,6,43,14,78,4,8,11,10,0,460,378,18,9,129,14,64,3,14,Townsville
31901,6,4,3,4,0,4,0,0,3,103,3,130,3,0,0,0,0,3,0,5,0,97,0,121,0,4,0,3,0,3,0,20,3,55,0,89,0,0,0,0,0,3,0,4,6,26,0,45,9,7,4,12,0,16,3,43,3,600,17,716,3,11,0,6,0,40,0,91,7,271,0,427,21,40,6,26,7,68,8,147,18,2048,26,2416,29,34,3,56,8,147,0,150,22,640,10,1104,55,66,5,124,9,165,8,122,16,582,14,1159,140,57,12,199,9,144,9,44,10,355,4,988,121,30,4,158,5,102,8,48,4,87,0,565,179,29,8,148,4,70,3,24,4,81,0,550,407,23,6,221,29,99,7,30,9,98,9,936,218,20,5,110,23,33,4,10,0,25,0,436,131,4,7,34,6,9,3,7,0,14,0,218,53,5,0,18,9,25,0,3,0,9,0,124,100,7,3,48,6,22,0,10,Bundaberg
31902,20,0,3,6,0,9,0,0,0,54,3,98,17,3,0,0,0,4,0,3,0,41,0,67,9,0,0,3,0,9,0,4,0,32,0,59,0,0,0,0,0,0,0,3,0,23,0,29,27,14,0,18,0,10,0,32,6,339,8,462,9,6,0,17,0,15,0,50,10,119,7,221,40,28,3,22,0,41,6,86,12,1103,19,1366,41,26,3,42,4,103,4,92,10,246,8,583,66,46,3,88,9,72,4,49,20,235,10,602,117,38,6,124,11,56,3,41,6,163,5,570,66,9,0,89,3,48,9,16,9,17,0,267,121,17,3,72,4,32,7,19,3,38,0,313,188,13,7,96,19,51,9,9,6,30,0,422,92,4,4,68,11,10,4,3,3,8,0,209,61,0,0,27,3,3,0,0,0,3,0,105,40,0,0,14,0,12,0,0,0,0,0,65,61,3,4,24,0,13,3,0,Burnett
31903,5,0,0,3,0,5,0,0,0,73,0,96,7,0,0,0,0,0,0,3,0,45,4,60,0,3,0,0,0,0,0,13,0,31,0,53,0,3,0,0,0,6,0,9,0,25,0,48,13,11,3,5,0,4,0,21,5,319,11,389,12,10,0,4,3,14,3,51,0,153,0,253,19,33,0,17,0,34,3,92,10,1162,14,1385,28,30,3,39,4,79,3,93,15,353,9,653,35,45,7,75,3,112,6,60,10,319,3,685,87,51,8,119,7,56,9,33,12,200,4,592,43,14,3,91,3,57,0,20,7,56,0,291,85,23,4,55,10,44,3,9,5,45,3,294,148,24,3,119,12,45,8,14,8,54,5,438,95,3,3,58,12,10,3,3,3,18,3,207,75,10,0,28,3,7,3,0,0,8,0,132,21,0,0,4,3,7,0,0,0,5,0,43,36,0,0,18,3,10,0,0,Gympie - Cooloola
31904,4,0,0,0,0,0,0,0,3,88,5,100,0,0,0,0,0,0,0,7,0,63,3,73,0,0,0,0,0,8,0,9,0,58,0,79,0,0,0,0,0,0,0,6,0,30,0,38,3,13,0,8,0,3,0,32,0,466,3,521,5,7,0,3,0,19,0,61,5,176,3,278,11,24,4,14,0,42,4,130,6,1680,12,1933,9,17,0,21,0,61,9,128,12,537,7,802,34,49,3,72,3,94,5,78,12,622,7,966,78,47,3,115,0,71,4,46,7,344,7,724,50,24,0,89,9,57,3,20,7,77,0,331,86,20,3,80,3,40,3,13,0,90,3,351,169,26,3,114,7,52,4,21,3,85,6,503,96,5,4,57,7,13,4,5,0,21,0,225,49,0,0,20,3,9,0,0,0,11,0,96,27,0,3,13,0,17,0,4,0,7,0,76,70,5,7,19,6,13,0,0,Hervey Bay
30404,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,0,0,0,0,0,23,0,25,0,0,0,0,0,0,0,7,0,14,0,22,0,0,0,0,0,0,0,3,0,13,0,13,0,0,0,0,0,6,0,6,0,94,0,108,0,4,0,3,0,6,0,16,0,47,0,75,3,3,0,0,3,14,0,17,5,285,5,345,3,14,0,5,0,33,0,30,3,223,0,307,5,30,3,44,0,41,3,38,3,269,0,443,37,27,0,57,3,49,9,24,8,155,0,361,36,12,0,59,9,49,0,9,7,65,0,243,54,12,0,61,7,44,0,24,4,80,0,287,254,20,0,135,13,90,3,25,5,68,0,612,267,14,11,96,7,29,6,18,6,34,0,478,199,7,3,58,12,17,3,4,0,17,0,317,135,3,3,26,11,26,0,3,0,3,0,214,189,5,4,57,13,46,0,13,The Gap - Enoggera
30501,0,0,0,3,0,0,0,4,0,116,0,121,3,5,0,0,0,0,0,13,0,21,0,41,0,0,0,0,0,3,0,15,0,19,0,36,0,3,0,0,0,0,0,20,0,15,0,35,4,14,0,3,0,3,0,29,3,95,0,150,0,12,0,3,0,20,6,34,4,33,0,112,3,74,3,9,0,39,3,55,8,132,0,330,5,86,0,21,0,56,8,46,3,87,0,313,24,97,6,72,0,79,0,55,6,109,0,448,75,64,3,155,0,93,0,37,0,102,0,536,78,28,0,138,3,84,3,20,4,37,0,397,152,31,0,104,4,88,6,24,5,50,0,464,533,33,12,221,28,167,9,40,12,86,4,1136,498,31,11,156,17,57,6,18,3,43,4,844,399,19,12,99,14,30,3,14,4,24,0,607,298,10,4,34,7,119,0,6,3,21,0,510,669,51,13,181,25,130,9,36,Brisbane Inner
30502,0,0,0,3,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,17,0,28,0,44,0,4,0,0,0,8,0,16,0,22,0,48,0,10,0,4,0,12,0,21,5,110,0,161,0,16,0,7,0,26,3,30,0,63,0,155,3,30,0,21,0,40,4,20,3,69,0,204,36,18,0,63,3,33,0,17,5,69,0,241,51,13,0,55,0,30,0,10,0,22,0,188,66,14,0,55,0,42,0,11,0,21,0,214,305,18,4,122,16,74,3,21,3,40,3,603,307,9,3,90,12,27,0,6,3,14,0,482,244,15,3,48,17,12,0,3,4,4,0,355,196,0,0,26,12,52,0,5,4,8,0,305,389,17,8,98,18,54,4,10,Brisbane Inner - East
30306,3,0,0,0,0,0,0,0,0,188,0,200,0,0,0,0,0,0,0,7,0,57,0,65,0,0,0,0,0,0,0,25,0,48,0,77,0,0,0,0,0,0,0,20,0,22,0,44,0,0,0,0,0,8,3,25,0,128,0,168,0,6,0,3,0,14,0,41,3,78,0,145,7,26,3,4,0,47,0,45,3,331,0,467,9,37,0,23,3,50,0,57,0,166,0,349,15,35,3,57,0,91,3,40,9,176,0,431,44,28,3,76,3,73,0,32,3,118,5,397,45,14,0,67,9,59,3,24,4,32,0,256,64,17,0,60,3,45,6,15,0,31,0,238,186,24,7,96,12,73,0,16,3,38,3,447,120,7,0,57,6,15,0,9,4,15,0,235,83,3,3,34,7,9,0,0,4,7,0,151,43,3,0,17,3,16,0,8,0,6,0,94,69,8,3,23,6,13,0,7,Sunnybank
30401,0,0,0,0,0,0,0,0,0,53,0,54,0,0,0,0,0,0,0,3,0,22,0,22,0,0,0,0,0,0,0,10,0,16,0,27,0,0,0,0,0,0,0,0,0,13,0,14,0,3,0,0,0,3,0,8,0,71,0,91,0,3,0,0,0,8,0,14,0,32,0,61,0,7,0,3,0,14,3,21,3,187,3,238,4,3,0,6,0,19,0,35,5,129,0,204,6,17,0,18,0,36,0,32,0,169,0,277,16,23,0,32,3,41,3,27,3,107,0,251,30,9,0,43,0,37,0,26,3,41,0,185,38,7,0,33,3,35,4,11,3,45,0,183,162,22,8,97,3,62,0,26,0,61,0,446,138,5,4,93,11,28,0,7,0,20,0,301,139,13,3,45,3,6,3,3,0,11,0,224,73,3,0,13,3,30,0,3,0,3,0,143,115,12,3,65,3,38,0,10,Centenary
