sa3_code16,sa3_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons,duration_adjusted_median_income_per_job_aud_male,duration_adjusted_median_income_per_job_aud_female,duration_adjusted_median_income_per_job_aud_persons
10102,Queanbeyan,22.013,21.730999999999998,43.747,40893.0,27045.0,33309.0,55622.0,39401.0,47196.0
10103,Snowy Mountains,7.377000000000001,6.997000000000001,14.374,15627.0,11516.0,13310.0,33105.0,20879.0,26075.0
10104,South Coast,18.817,20.159000000000002,38.978,22085.0,14993.0,18000.0,35900.0,22846.0,28452.0
10105,Goulburn - Mulwaree,12.011,11.025,23.04,25148.0,18078.0,21323.0,41184.0,27432.0,33932.0
10106,Young - Yass,12.738,11.710999999999999,24.453000000000003,20853.0,16924.0,18593.0,37160.0,25713.0,31096.0
10201,Gosford,53.731,53.802,107.53299999999999,33806.0,19448.0,25123.0,48817.0,28881.0,37685.0
10202,Wyong,49.05,46.089,95.132,31600.0,18714.0,23909.0,46918.0,27775.0,36674.0
10301,Bathurst,15.53,14.543,30.076999999999998,30725.0,18638.0,23786.0,45377.0,26970.0,35635.0
10302,Lachlan Valley,18.594,16.089000000000002,34.684,18276.0,13810.0,15770.0,35312.0,21103.0,27330.0
10303,Lithgow - Mudgee,15.37,13.075999999999999,28.447,32869.0,15423.0,22547.0,52498.0,23689.0,35688.0
10304,Orange,20.185,19.35,39.535,31182.0,17399.0,22956.0,47453.0,27516.0,36869.0
10401,Clarence Valley,13.542,12.683,26.225,22437.0,16084.0,19170.0,36869.0,23077.0,29353.0
10402,Coffs Harbour,25.61,26.467,52.07899999999999,22258.0,15000.0,18117.0,37314.0,24170.0,30052.0
10501,Bourke - Cobar - Coonamble,9.347000000000001,7.856,17.203,15600.0,12800.0,14110.0,38191.0,23297.0,29955.0
10502,Broken Hill and Far West,6.768,6.224,12.992,30068.0,17268.0,22880.0,47317.0,26082.0,36180.0
10503,Dubbo,24.193,22.997,47.19,20423.0,15600.0,17785.0,38572.0,25319.0,31663.0
10601,Lower Hunter,32.03,25.838,57.869,38529.0,16350.0,25626.0,61012.0,25645.0,40322.0
10602,Maitland,25.96,22.366999999999997,48.325,40933.0,18862.0,27935.0,60791.0,28351.0,42176.0
10603,Port Stephens,22.566,20.545,43.106,34434.0,16854.0,23940.0,51901.0,26000.0,37017.0
10604,Upper Hunter,12.212,10.08,22.294,39976.0,15029.0,24890.0,63100.0,25188.0,41585.0
10701,Dapto - Port Kembla,23.721,20.301,44.025,39230.0,20816.0,28572.0,54386.0,28326.0,39643.0
10702,Illawarra Catchment Reserve,,,,,,,,,
10703,Kiama - Shellharbour,28.226,25.845,54.066,40352.0,20420.0,28451.0,55515.0,28028.0,39310.0
10704,Wollongong,41.653999999999996,39.476,81.124,37509.0,20545.0,27300.0,54012.0,29695.0,39884.0
10801,Great Lakes,7.353,7.607,14.952,23208.0,14534.0,18294.0,37696.0,22064.0,28581.0
10802,Kempsey - Nambucca,11.706,11.779000000000002,23.485,22112.0,15854.0,18675.0,36339.0,23163.0,29191.0
10803,Lord Howe Island,0.198,0.19899999999999998,0.39299999999999996,11560.0,10064.0,10637.0,18456.0,16917.0,17484.0
10804,Port Macquarie,20.067999999999998,21.524,41.59,25762.0,17499.0,21106.0,39000.0,25677.0,31418.0
10805,Taree - Gloucester,13.282,13.263,26.544,27841.0,17810.0,21986.0,39127.0,24426.0,31598.0
10901,Albury,21.379,20.857,42.231,26891.0,16720.0,20920.0,43165.0,25079.0,33681.0
10902,Lower Murray,4.421,3.5469999999999997,7.965,14805.0,12892.0,13646.0,31637.0,19976.0,25170.0
10903,Upper Murray exc. Albury,13.349,12.475,25.823,22800.0,14424.0,18082.0,40000.0,22020.0,29627.0
11001,Armidale,12.062999999999999,12.276,24.339000000000002,17838.0,14069.0,15654.0,32432.0,22318.0,26816.0
11002,Inverell - Tenterfield,11.128,10.276,21.406,18076.0,14131.0,15862.0,32855.0,21866.0,27033.0
11003,Moree - Narrabri,10.289000000000001,8.571,18.858,20473.0,13641.0,16993.0,42924.0,24542.0,34035.0
11004,Tamworth - Gunnedah,27.313000000000002,24.795,52.108999999999995,25000.0,16936.0,20562.0,41867.0,25733.0,33904.0
11101,Lake Macquarie - East,42.211000000000006,40.264,82.48,37412.0,19869.0,26657.0,54750.0,28736.0,39697.0
11102,Lake Macquarie - West,25.087,22.428,47.51,34979.0,19103.0,25145.0,52605.0,27451.0,38796.0
11103,Newcastle,60.707,57.36,118.064,33191.0,19136.0,24644.0,51051.0,29694.0,39318.0
11201,Richmond Valley - Coastal,22.763,24.684,47.446000000000005,19980.0,13770.0,16300.0,34606.0,23211.0,27808.0
11202,Richmond Valley - Hinterland,19.819000000000003,20.402,40.226,25528.0,17787.0,21130.0,38732.0,26000.0,32348.0
11203,Tweed Valley,24.131,24.634,48.765,25375.0,17231.0,20601.0,42293.0,26099.0,33212.0
