sa3_code16,sme_usl_ad_1_yr_ago_as_2016_m,sme_usl_ad_1_yr_ago_as_2016_f,sme_usl_ad_1_yr_ago_as_2016_p,dif_usl_ad_1_yr_ago_sme_sa2_m,dif_usl_ad_1_yr_ago_sme_sa2_f,dif_usl_ad_1_yr_ago_sme_sa2_p,dif_us_ad_1_ago_dif_sa2_nsw_m,dif_us_ad_1_ago_dif_sa2_nsw_f,dif_us_ad_1_ago_dif_sa2_nsw_p,dif_us_ad_1_ago_dif_sa2_vic_m,dif_us_ad_1_ago_dif_sa2_vic_f,dif_us_ad_1_ago_dif_sa2_vic_p,dif_us_ad_1_ago_dif_sa2_qld_m,dif_us_ad_1_ago_dif_sa2_qld_f,dif_us_ad_1_ago_dif_sa2_qld_p,dif_us_ad_1_ago_dif_sa2_sa_m,dif_us_ad_1_ago_dif_sa2_sa_f,dif_us_ad_1_ago_dif_sa2_sa_p,dif_us_ad_1_ago_dif_sa2_wa_m,dif_us_ad_1_ago_dif_sa2_wa_f,dif_us_ad_1_ago_dif_sa2_wa_p,dif_us_ad_1_ago_dif_sa2_tas_m,dif_us_ad_1_ago_dif_sa2_tas_f,dif_us_ad_1_ago_dif_sa2_tas_p,dif_us_ad_1_ago_dif_sa2_nt_m,dif_us_ad_1_ago_dif_sa2_nt_f,dif_us_ad_1_ago_dif_sa2_nt_p,dif_us_ad_1_ago_dif_sa2_act_m,dif_us_ad_1_ago_dif_sa2_act_f,dif_us_ad_1_ago_dif_sa2_act_p,dif_us_ad_1_ago_dif_sa2_ot_m,dif_us_ad_1_ago_dif_sa2_ot_f,dif_us_ad_1_ago_dif_sa2_ot_p,dif_us_ad_1_ago_dif_sa2_tot_m,dif_us_ad_1_ago_dif_sa2_tot_f,dif_us_ad_1_ago_dif_sa2_tot_p,difnt_usl_add_1_yr_ago_os_m,difnt_usl_add_1_yr_ago_os_f,difnt_usl_add_1_yr_ago_os_p,difnt_usl_add_1_yr_ago_ns_m,difnt_usl_add_1_yr_ago_ns_f,difnt_usl_add_1_yr_ago_ns_p,difnt_usl_add_1_yr_ago_tot_m,difnt_usl_add_1_yr_ago_tot_f,difnt_usl_add_1_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p,sa3_name16
12701,39826,40559,80383,723,724,1446,5225,5413,10642,47,39,92,50,66,114,19,17,32,37,23,64,3,0,3,7,5,19,18,11,23,0,0,0,5407,5572,10981,361,437,796,89,70,156,6581,6797,13380,3831,3682,7519,50239,51043,101281,Bringelly - Green Valley
12702,75288,78256,153547,1702,1683,3380,5969,6109,12082,123,109,231,91,83,177,26,21,44,40,22,63,0,0,0,3,3,5,10,7,19,3,0,3,6265,6350,12616,1563,1865,3434,173,115,290,9708,10013,19721,5395,5152,10552,90395,93431,183822,Fairfield
12703,44694,45741,90442,1355,1412,2770,4555,4564,9118,117,75,185,223,170,393,26,29,56,35,23,59,11,0,8,41,26,71,45,24,68,0,0,0,5045,4913,9960,881,1024,1906,84,79,164,7364,7432,14795,5240,5067,10307,57297,58242,115536,Liverpool
12801,42650,45243,87901,1278,1301,2573,4288,4538,8824,67,58,122,127,128,250,11,14,23,47,46,95,6,6,13,9,4,12,21,22,40,0,3,0,4579,4813,9394,449,485,928,105,109,218,6407,6709,13112,3770,3786,7555,52829,55741,108566,Cronulla - Miranda - Caringbah
12802,44849,46773,91626,873,938,1816,3217,3343,6563,37,37,75,84,80,165,14,12,19,25,25,48,4,3,4,11,7,17,26,21,48,0,0,0,3410,3528,6940,326,376,699,68,93,167,4680,4933,9621,2774,2784,5555,52308,54492,106796,Sutherland - Menai - Heathcote
20101,37751,40572,78322,1722,1872,3590,129,129,260,4923,5525,10445,150,176,327,72,82,158,70,57,122,32,35,67,24,32,63,17,19,34,0,0,0,5419,6060,11478,308,324,637,84,86,168,7538,8340,15875,3977,4348,8320,49265,53254,102516,Ballarat
20102,11317,11424,22747,326,397,722,29,33,61,797,863,1657,22,32,54,7,7,16,10,15,30,3,3,3,14,8,19,0,0,0,0,0,0,880,956,1836,34,50,85,15,23,43,1253,1420,2674,1262,1381,2642,13838,14226,28066,Creswick - Daylesford - Ballan
20103,10063,10008,20077,378,407,782,37,49,84,766,772,1537,22,23,48,25,17,36,17,14,29,4,3,10,7,5,17,0,0,0,0,0,0,868,885,1754,17,32,49,11,11,24,1278,1339,2614,1426,1049,2480,12773,12398,25165,Maryborough - Pyrenees
20201,34491,36727,71217,1378,1583,2969,196,202,396,4255,4869,9125,139,136,278,70,81,151,60,64,120,37,45,83,31,31,69,15,13,24,0,0,0,4805,5444,10246,238,322,554,87,66,150,6512,7411,13926,3915,4163,8085,44920,48306,93226,Bendigo
20202,18107,18799,36912,702,745,1452,61,66,126,1373,1575,2957,37,35,70,29,26,52,32,30,65,17,14,25,20,18,39,3,6,10,0,0,0,1566,1778,3342,98,75,176,39,41,80,2404,2649,5051,2695,2204,4897,23204,23654,46856,Heathcote - Castlemaine - Kyneton
20203,4766,4543,9308,101,112,219,13,8,23,262,269,538,8,8,13,3,0,3,8,11,19,0,0,3,5,7,13,0,0,0,0,0,0,305,303,602,6,10,19,16,8,24,425,437,863,593,564,1161,5790,5540,11329,Loddon - Elmore
20301,7893,7678,15567,233,238,465,24,15,36,642,655,1301,11,13,26,3,7,10,3,13,21,3,3,3,10,12,15,0,0,0,0,0,0,698,707,1406,20,13,31,24,17,39,970,975,1947,641,627,1271,9506,9282,18789,Barwon - West
20302,68984,73775,142761,3177,3502,6686,263,296,561,7844,8686,16531,259,273,537,102,115,214,129,122,252,43,58,103,54,55,109,39,41,81,0,0,0,8740,9647,18388,1025,951,1976,163,179,340,13110,14284,27395,8143,7737,15879,90236,95796,186032,Geelong
20303,26595,28097,54690,1870,2044,3919,81,95,181,2714,2896,5603,105,97,200,29,20,51,58,63,123,17,16,29,34,39,67,17,20,36,0,0,0,3045,3240,6282,194,220,408,53,45,99,5160,5554,10713,2711,2836,5551,34464,36486,70947,Surf Coast - Bellarine Peninsula
20401,20619,20552,41177,1192,1222,2416,146,141,288,1503,1645,3148,259,169,431,43,41,84,44,38,86,13,14,34,53,45,98,18,11,31,0,0,0,2089,2109,4197,198,174,367,48,46,91,3526,3545,7077,2554,2559,5114,26703,26661,53365,Upper Goulburn Valley
20402,17638,18680,36323,1171,1281,2454,169,196,370,961,1069,2027,67,71,137,11,11,21,24,24,55,6,6,17,13,19,32,7,5,18,0,0,0,1261,1414,2675,63,87,144,41,32,75,2527,2816,5344,1903,2085,3989,22073,23583,45653,Wangaratta - Benalla
20403,26281,27173,53457,1520,1629,3152,755,783,1541,1893,1965,3855,289,240,530,63,52,118,85,88,175,31,38,69,37,32,69,42,36,86,0,0,0,3194,3244,6436,138,204,338,48,51,99,4900,5123,10020,3061,2925,5987,34243,35221,69469,Wodonga - Alpine
20501,18264,19111,37372,1026,1128,2153,52,61,112,1752,2012,3767,71,81,155,13,23,40,34,32,63,9,16,24,9,12,18,6,10,13,0,0,0,1947,2249,4195,73,83,155,43,40,82,3084,3504,6585,1976,2124,4106,23325,24734,48058,Baw Baw
20502,17120,17595,34718,1091,1224,2314,130,136,270,1133,1188,2324,88,113,204,31,31,59,40,39,82,8,7,17,22,16,40,14,13,20,0,0,0,1465,1542,3007,47,66,115,55,42,95,2654,2881,5535,2177,2275,4457,21954,22751,44709,Gippsland - East
20503,23157,24243,47397,1660,1866,3530,71,73,148,1818,2025,3845,93,94,191,21,10,29,32,49,74,11,16,24,26,25,50,5,0,5,0,0,0,2074,2299,4369,109,112,223,60,59,120,3909,4336,8244,2657,2765,5420,29722,31341,61070,Gippsland - South West
20504,27632,28709,56341,1838,2145,3989,82,84,162,1763,1942,3708,108,107,222,18,22,40,47,46,90,16,16,35,18,20,39,4,6,11,0,0,0,2054,2248,4304,131,152,284,71,62,129,4099,4606,8700,3516,3698,7218,35245,37013,72258,Latrobe Valley
20505,16189,16471,32657,1028,1189,2224,95,93,187,1018,1035,2053,73,66,144,34,26,55,46,40,86,9,7,19,26,27,52,21,14,37,0,0,0,1324,1316,2637,102,113,213,41,43,85,2486,2657,5146,2722,1908,4628,21400,21032,42436,Wellington
20601,29870,31983,61854,982,996,1976,314,279,594,4835,5225,10056,233,244,482,109,110,222,154,144,295,45,47,94,22,23,43,54,74,135,0,0,0,5775,6142,11914,1266,1407,2678,108,99,204,8124,8647,16773,3217,3382,6598,41214,44013,85222,Brunswick - Coburg
20602,18394,20351,38742,503,554,1055,123,158,290,2551,3077,5626,71,100,178,31,45,80,62,60,123,16,12,28,11,15,29,18,31,48,0,0,0,2884,3508,6392,453,526,974,61,79,144,3901,4666,8565,2026,2163,4192,24319,27180,51501,Darebin - South
20603,23548,25600,49149,757,831,1584,175,178,345,3184,3357,6543,105,145,257,48,64,114,57,72,128,24,27,50,17,10,27,36,36,72,0,0,0,3645,3883,7531,788,876,1663,77,65,146,5266,5660,10922,2838,2890,5725,31648,34150,65795,Essendon
20604,34602,36211,70808,3048,3364,6414,692,736,1424,8718,9421,18138,505,562,1068,221,236,464,395,384,782,101,122,220,56,75,129,151,190,337,0,0,4,10841,11726,22566,7959,9205,17167,160,173,332,22005,24472,46477,8963,8570,17533,65570,69257,134827,Melbourne City
20605,32053,33478,65528,1622,1731,3349,422,434,858,5764,6226,11991,332,364,692,90,86,180,196,179,369,62,61,117,35,37,65,46,45,90,0,0,0,6947,7425,14371,1822,1955,3775,126,94,223,10515,11200,21720,6156,6308,12461,48724,50988,99711,Port Phillip
20902,34170,35748,69916,1014,1051,2061,184,204,387,4390,4557,8948,127,120,249,79,67,145,70,61,131,37,32,65,25,26,50,28,26,49,0,0,0,4940,5087,10030,1381,1494,2876,124,123,254,7459,7752,15214,4124,4231,8356,45752,47734,93490,Darebin - North
20903,27383,27733,55122,378,442,815,37,55,87,1886,2011,3899,34,55,90,4,8,12,14,24,43,4,13,18,9,8,11,7,9,14,0,0,0,2000,2179,4175,174,186,357,27,23,55,2582,2825,5405,1967,2039,4007,31934,32599,64526,Nillumbik - Kinglake
20606,18989,20954,39943,839,1012,1854,316,378,701,3896,4472,8364,214,253,470,80,95,173,164,172,332,34,35,70,15,5,24,45,62,109,0,0,0,4766,5479,10246,1202,1463,2663,83,73,152,6894,8026,14921,3401,3659,7052,29280,32637,61916,Stonnington - West
20607,27883,29695,57579,1178,1226,2410,394,426,823,5453,5946,11396,285,301,582,101,93,198,196,189,390,45,49,96,38,32,74,72,63,137,3,0,3,6595,7107,13700,1380,1569,2954,117,110,226,9270,10016,19288,4780,4874,9652,41936,44588,86522,Yarra
20701,61207,66820,128024,1855,2004,3859,286,300,580,7659,8260,15926,229,248,478,118,106,223,169,151,321,47,47,92,16,28,48,72,82,152,0,0,0,8586,9231,17819,2132,2508,4640,111,111,219,12686,13854,26540,5550,5742,11294,79440,86419,165863,Boroondara
20702,35114,37890,73002,654,697,1351,92,91,179,3500,3691,7198,72,83,152,67,84,152,61,77,139,10,9,21,3,6,12,16,19,37,0,0,0,3826,4057,7882,1011,1155,2166,51,53,103,5539,5966,11506,2466,2627,5097,43112,46483,89600,Manningham - West
20703,37182,40645,77826,1061,1121,2176,158,152,312,4780,4851,9632,95,92,186,83,64,146,68,70,135,28,35,63,13,18,30,36,38,74,4,0,4,5255,5333,10586,2110,2206,4312,82,61,142,8502,8710,17212,2947,3124,6070,48630,52473,101106,Whitehorse - West
20801,36152,39775,75929,1084,1138,2219,173,181,356,3927,4255,8180,115,121,237,31,43,74,62,62,126,9,11,20,9,18,24,17,18,40,3,0,0,4353,4714,9072,795,937,1732,52,70,123,6283,6860,13149,3362,3796,7156,45800,50434,96230,Bayside
20904,82100,83941,166045,2229,2173,4400,308,321,625,10007,10094,20098,229,237,464,126,113,236,120,120,247,34,31,63,64,47,107,24,24,51,0,3,3,10905,10988,21895,1683,1895,3579,136,113,253,14954,15170,30124,6947,7168,14115,103999,106283,210279,Whittlesea - Wallan
21001,23292,24513,47806,552,542,1097,59,54,112,2031,2129,4167,46,59,106,10,26,36,21,29,54,8,5,18,3,11,12,15,12,27,0,0,0,2201,2317,4519,236,269,503,40,25,67,3032,3156,6188,1890,2035,3924,28206,29709,57920,Keilor
21002,11943,12041,23979,467,487,954,48,44,94,894,935,1834,38,26,61,7,4,14,16,7,28,6,3,5,9,3,11,5,9,11,0,0,0,1016,1039,2055,50,58,107,21,20,41,1556,1604,3162,1010,1054,2068,14511,14697,29211,Macedon Ranges
20804,15054,16348,31405,441,497,936,63,72,140,1966,2086,4048,60,66,125,15,18,34,47,36,82,11,9,25,7,7,15,17,12,26,0,0,0,2187,2315,4498,580,728,1308,32,17,44,3236,3551,6786,1337,1460,2797,19629,21362,40988,Stonnington - East
20901,47308,50237,97542,1070,1085,2156,195,142,333,4713,4935,9649,180,148,330,53,48,101,66,75,139,15,30,43,24,37,63,37,28,71,0,0,0,5287,5444,10733,763,849,1610,84,75,162,7211,7450,14661,3926,4201,8127,58436,61896,120330,Banyule
21003,27821,28922,56747,1141,1001,2144,129,125,248,3420,3269,6689,96,90,187,46,47,86,52,39,95,11,13,26,15,16,35,12,24,32,0,0,0,3779,3618,7395,950,922,1871,79,86,168,5954,5624,11579,3056,3016,6076,36833,37566,74399,Moreland - North
21004,15336,16035,31374,650,746,1396,36,43,78,1347,1414,2758,41,58,102,14,14,26,20,21,37,7,14,22,6,3,3,0,0,3,0,0,0,1468,1558,3029,90,98,191,25,32,57,2238,2435,4674,1382,1435,2821,18959,19911,38862,Sunbury
21005,62017,62373,124389,1703,1599,3302,319,312,630,6870,6752,13626,137,132,271,73,79,148,68,51,120,13,19,37,15,13,26,16,27,36,5,0,5,7523,7378,14893,1666,1858,3530,121,103,222,11012,10938,21949,5919,5629,11545,78946,78940,157883,Tullamarine - Broadmeadows
21101,61960,64779,126736,827,905,1736,129,128,258,5890,6362,12250,117,119,236,72,58,129,55,56,116,17,15,32,14,11,28,19,6,27,4,4,8,6318,6765,13076,731,879,1611,106,83,191,7978,8635,16614,4519,4537,9061,74461,77953,152410,Knox
21102,10811,11149,21967,118,120,242,14,22,39,843,853,1693,23,33,56,7,10,11,4,4,13,0,0,0,0,0,0,0,3,3,0,0,0,890,922,1812,94,101,200,18,13,29,1126,1156,2284,794,772,1569,12733,13080,25809,Manningham - East
21103,42619,45452,88065,658,708,1368,91,98,190,4825,5155,9984,86,94,177,37,42,79,37,56,98,18,22,38,15,10,30,21,19,38,0,0,0,5126,5500,10628,606,692,1300,119,102,224,6507,7001,13514,3290,3664,6959,52420,56118,108536,Maroondah
21104,23642,25474,49121,367,406,774,73,83,159,2520,2554,5080,59,71,130,28,42,75,38,44,82,10,16,27,4,4,5,11,3,15,0,0,0,2741,2821,5569,582,647,1227,47,28,67,3736,3902,7633,1608,1808,3411,28989,31177,60167,Whitehorse - East
21105,60495,61743,122241,1286,1412,2698,114,126,244,5105,5491,10591,116,130,244,21,24,48,71,56,124,16,17,29,18,21,41,14,9,25,0,0,0,5472,5879,11355,345,375,724,114,88,211,7224,7757,14985,4888,4984,9870,72613,74486,147096,Yarra Ranges
21201,35564,36426,71994,1224,1384,2602,122,102,230,4801,5149,9955,113,102,218,27,22,45,41,43,82,13,10,18,17,20,36,3,9,14,0,0,0,5131,5457,10589,298,330,624,79,71,155,6730,7241,13974,3419,3459,6881,45712,47130,92843,Cardinia
21202,52231,53181,105413,1055,1068,2122,132,154,288,5503,5334,10837,116,107,227,89,67,156,73,65,136,33,33,62,15,13,32,18,15,30,0,0,0,5979,5787,11763,876,997,1878,84,70,158,7995,7924,15922,4123,4029,8150,64349,65132,129482,Casey - North
21203,64470,64738,129202,1531,1523,3055,220,208,428,8534,8753,17290,174,151,326,83,84,166,100,100,201,23,35,53,20,27,42,26,32,55,0,0,0,9179,9383,18562,1132,1383,2515,158,148,309,12009,12433,24444,5916,5767,11681,82389,82941,165325,Casey - South
21204,72390,71598,143989,2770,2327,5100,275,221,498,7789,6692,14488,204,168,371,151,101,251,130,97,221,41,51,92,40,34,74,20,17,41,0,0,0,8647,7384,16033,2586,2863,5449,232,154,389,14240,12726,26971,7000,6221,13219,93631,90550,184174,Dandenong
21205,64637,67670,132304,2165,2158,4322,304,279,585,7864,7511,15373,189,176,369,104,127,238,152,159,310,54,62,114,35,27,64,57,69,129,0,0,0,8768,8407,17177,4011,4347,8355,148,102,250,15091,15016,30110,5568,5553,11125,85292,88244,173537,Monash
21301,73500,74452,147954,1799,1589,3385,225,176,403,6687,6160,12848,162,147,312,100,65,167,85,65,150,18,27,51,37,34,74,20,21,39,0,0,3,7334,6706,14038,1722,1858,3577,145,158,300,10993,10300,21298,7306,6895,14203,91802,91645,183450,Brimbank
21302,32098,33675,65772,1095,1182,2281,148,148,300,3159,3232,6385,110,122,229,41,46,78,72,73,146,12,25,41,18,11,31,18,22,35,0,0,0,3570,3677,7249,535,608,1140,59,85,138,5253,5551,10806,3098,3163,6258,40457,42387,82841,Hobsons Bay
21303,29563,29494,59061,1091,1017,2102,175,207,384,4500,4309,8810,151,144,295,88,83,165,99,84,178,23,23,51,23,28,46,35,28,63,0,0,4,5096,4903,9995,1237,1217,2457,87,74,161,7511,7210,14720,3707,3606,7314,40776,40317,81093,Maribyrnong
21304,58848,60647,119493,1737,1951,3681,253,258,510,6021,6427,12453,150,160,313,91,85,182,93,87,178,41,34,75,28,26,52,17,21,32,0,0,0,6699,7101,13799,749,850,1599,124,114,238,9310,10011,19316,6289,5981,12273,74442,76643,151081,Melton - Bacchus Marsh
21305,82730,83297,166026,2862,2959,5821,667,652,1317,10423,10206,20631,375,364,735,216,217,432,218,220,430,77,66,137,57,68,127,66,65,139,0,0,0,12100,11862,23960,2628,3004,5629,171,141,314,17754,17966,35721,8728,7367,16099,109218,108633,217850,Wyndham
21401,50862,53412,104271,1473,1584,3051,130,130,263,5719,6084,11801,149,149,295,21,30,50,60,57,118,21,27,52,21,25,42,12,16,29,0,0,0,6136,6518,12661,400,505,903,150,134,279,8158,8738,16894,5470,5738,11212,64485,67890,132377,Frankston
21402,58334,62504,120837,2627,2971,5596,415,268,676,5835,6220,12056,356,283,637,58,31,90,143,108,252,38,36,73,51,43,87,25,23,46,0,0,0,6924,7004,13930,398,419,824,131,136,271,10085,10529,20616,5746,6407,12150,74172,79440,153610,Mornington Peninsula
21501,23203,23271,46476,1509,1792,3297,69,71,136,1087,1161,2251,76,69,144,98,93,193,49,55,104,15,8,22,22,19,49,5,8,11,0,0,3,1425,1493,2919,85,135,227,53,55,104,3074,3470,6546,2902,2305,5212,29180,29053,58230,Grampians
21502,19800,20569,40364,1042,1053,2096,264,272,529,1635,1817,3452,69,57,126,161,168,330,49,51,102,8,7,15,31,40,72,7,9,11,0,0,0,2223,2419,4636,281,247,527,75,68,152,3616,3789,7408,2738,2717,5453,26153,27075,53226,Mildura
21503,14507,14421,28932,847,910,1758,99,101,203,637,681,1322,51,51,99,28,19,47,15,23,34,6,4,12,14,10,26,0,4,7,0,0,0,853,895,1755,102,86,187,34,30,64,1834,1920,3759,2192,2057,4250,18534,18399,36934,Murray River - Swan Hill
21601,14636,14922,29559,844,890,1731,163,183,343,721,802,1524,62,54,116,11,15,27,19,15,33,14,11,25,9,5,13,4,3,7,0,0,0,1004,1091,2095,38,59,93,48,42,92,1938,2077,4009,1594,1667,3259,18169,18660,36831,Campaspe
20802,54664,58814,113480,1556,1603,3160,254,240,493,7073,7342,14418,159,166,328,83,82,162,131,107,237,38,39,76,16,13,30,33,36,67,0,0,4,7782,8030,15814,1944,2319,4262,124,118,247,11407,12072,23475,4835,4927,9758,70898,75812,146714,Glen Eira
20803,44225,47679,91902,1041,1121,2159,140,135,279,4957,5295,10255,127,132,261,32,31,62,63,52,118,8,23,33,14,12,30,13,8,24,3,0,3,5356,5704,11058,750,807,1559,85,100,185,7229,7735,14962,4136,4411,8549,55588,59823,115407,Kingston
21602,11192,11290,22474,788,853,1636,156,182,336,615,620,1233,47,59,105,10,10,17,37,27,59,5,5,11,8,5,18,3,3,4,0,0,0,879,912,1788,60,63,130,41,33,75,1774,1859,3635,1378,1318,2702,14342,14467,28805,Moira
21603,23955,24284,48234,1321,1433,2748,125,121,252,1929,2055,3987,108,109,221,36,35,68,39,27,63,19,28,47,30,21,50,7,5,11,0,0,0,2289,2408,4696,279,338,613,54,53,111,3939,4236,8173,3302,3135,6435,31198,31646,62843,Shepparton
21701,14146,14416,28562,860,927,1788,52,50,104,640,689,1331,45,57,99,59,79,140,28,35,65,8,10,23,9,12,19,4,0,6,0,0,0,857,938,1799,45,57,103,32,32,66,1789,1963,3754,1426,1451,2872,17366,17821,35185,Glenelg - Southern Grampians
21703,14812,14689,29501,876,866,1744,36,49,90,824,898,1717,52,43,92,21,21,46,21,18,36,18,11,25,25,19,39,0,0,0,0,0,0,988,1064,2050,71,72,141,30,23,51,1963,2027,3994,1608,1562,3171,18386,18280,36666,Colac - Corangamite
21704,18774,19760,38535,1068,1144,2215,46,59,112,1578,1777,3349,70,81,153,41,54,95,44,45,89,14,15,26,17,25,38,3,10,10,0,0,0,1813,2068,3883,243,174,417,47,46,94,3175,3425,6604,2145,2249,4394,24100,25435,49533,Warrnambool
30101,28288,28867,57149,633,669,1305,134,139,272,66,69,141,3235,3482,6717,25,22,49,37,40,79,7,7,12,22,16,42,16,8,23,0,0,0,3545,3793,7339,214,279,491,84,64,150,4482,4799,9282,2148,2171,4327,34917,35839,70761,Capalaba
30102,30676,32366,63041,1309,1436,2746,296,349,645,105,125,229,4160,4375,8534,45,28,75,57,62,118,18,17,32,27,23,52,15,16,33,0,0,0,4734,4991,9724,296,302,603,98,107,202,6443,6835,13277,2875,2907,5784,39991,42102,82096,Cleveland - Stradbroke
30103,25475,26868,52346,739,841,1578,219,215,429,92,94,186,3575,3791,7364,27,25,51,57,65,119,12,4,16,21,18,45,18,20,37,0,0,0,4019,4231,8249,346,379,727,77,64,142,5185,5512,10693,2381,2377,4752,33035,34753,67795,Wynnum - Manly
30201,15319,16602,31928,255,254,512,100,114,213,65,56,119,2187,2354,4549,16,30,43,21,26,48,11,9,17,29,24,49,18,21,35,0,0,0,2451,2628,5082,197,238,431,46,43,89,2943,3160,6103,1122,1128,2249,19388,20891,40282,Bald Hills - Everton Park
30202,24836,26767,51600,537,574,1111,186,215,401,118,118,235,4026,4300,8325,39,39,78,33,44,78,17,15,30,30,25,52,21,21,49,0,0,0,4472,4781,9261,453,528,975,98,72,176,5561,5953,11516,2417,2650,5067,32812,35377,68187,Chermside
30203,13871,13966,27838,484,486,962,116,117,236,73,66,132,2418,2445,4864,21,18,40,41,21,58,8,12,24,19,12,34,13,9,17,0,0,0,2706,2689,5395,347,383,727,56,48,102,3585,3601,7184,1532,1609,3145,18983,19182,38164,Nundah
30204,21362,22782,44142,586,624,1215,131,147,279,51,76,129,3119,3223,6341,32,23,54,30,35,64,8,8,17,24,22,51,8,12,22,0,0,0,3413,3543,6961,371,451,824,87,76,158,4463,4694,9154,1874,2031,3901,27698,29503,57201,Sandgate
30301,18187,19655,37841,386,418,799,134,143,278,75,80,156,2917,3181,6098,24,17,38,35,42,76,0,4,6,21,18,39,18,14,32,0,0,6,3215,3515,6726,340,399,739,68,76,147,4013,4405,8416,1666,1640,3310,23863,25699,49560,Carindale
30302,23875,24695,48576,766,766,1526,232,238,469,138,134,268,5371,5464,10830,35,37,72,55,54,111,21,19,40,23,25,49,19,34,52,0,0,0,5897,5996,11892,921,1003,1926,100,102,208,7681,7868,15547,3068,2965,6029,34624,35530,70156,Holland Park - Yeronga
30303,25545,27254,52803,702,747,1450,170,176,349,74,76,159,4223,4320,8542,37,46,87,45,61,110,5,8,13,21,19,36,23,11,38,0,0,3,4606,4733,9338,1019,1251,2269,77,82,154,6404,6810,13208,2150,2232,4384,34102,36297,70395,Mt Gravatt
30304,14083,14392,28471,436,419,853,115,114,225,48,41,88,2304,2242,4543,18,14,34,22,10,31,3,6,5,11,8,16,6,11,21,0,0,0,2524,2447,4969,565,569,1131,63,53,115,3580,3486,7069,1447,1399,2844,19113,19270,38384,Nathan
30305,22476,22981,45452,604,673,1281,139,142,281,62,58,123,3035,3109,6142,36,29,65,33,27,62,10,3,9,26,21,40,5,5,9,0,0,0,3340,3390,6735,648,769,1412,73,59,132,4669,4896,9560,1938,1774,3711,29077,29645,58725,Rocklea - Acacia Ridge
30905,12498,13140,25633,309,331,635,241,259,499,73,69,142,1515,1654,3171,16,17,37,35,35,63,8,11,14,10,9,20,5,5,10,0,0,0,1897,2065,3962,125,156,278,51,34,86,2375,2587,4960,1241,1195,2433,16105,16920,33029,Mudgeeraba - Tallebudgera
30906,24731,25619,50347,833,937,1770,343,382,724,110,120,230,3186,3490,6674,30,26,61,69,53,119,20,19,38,21,24,46,8,14,23,0,0,0,3798,4126,7920,309,362,670,95,74,170,5039,5499,10536,2714,2915,5623,32482,34027,66509,Nerang
30907,41171,42348,83516,2266,2404,4673,877,999,1875,294,317,612,7473,8069,15542,80,83,165,138,148,284,55,62,115,41,55,99,55,65,125,0,3,3,9015,9795,18813,741,812,1551,203,142,344,12223,13146,25376,5119,5111,10231,58519,60601,119123,Ormeau - Oxenford
31503,6786,6669,13452,431,499,929,60,56,112,22,10,38,556,574,1126,12,12,21,12,12,25,0,0,4,22,26,47,0,0,0,0,0,0,686,690,1372,27,33,63,29,21,54,1170,1244,2420,796,769,1565,8750,8684,17437,Outback - South
31601,18357,20621,38972,820,944,1761,215,221,440,124,128,259,3384,3900,7285,38,45,80,73,67,140,24,37,65,27,30,55,21,29,53,3,3,4,3909,4459,8365,325,429,759,102,89,197,5162,5922,11085,1902,1998,3895,25419,28542,53955,Buderim
31602,28158,30395,58550,1237,1410,2648,329,376,704,159,173,336,4826,5256,10087,59,58,121,62,63,123,30,38,69,28,31,57,38,49,82,0,0,0,5528,6040,11572,371,410,779,106,101,204,7240,7963,15206,2987,3046,6031,38386,41403,79785,Caloundra
31603,18800,20224,39024,1147,1255,2401,231,241,473,174,193,360,3163,3441,6611,37,27,63,77,72,151,35,29,63,42,27,68,21,20,37,0,0,0,3770,4051,7823,366,459,824,77,77,154,5366,5840,11201,2718,2839,5552,26878,28903,55780,Maroochy
31605,14002,15297,29302,836,857,1699,312,325,636,204,248,455,2005,2206,4218,35,42,81,50,65,115,21,12,38,21,19,42,16,19,32,3,0,3,2681,2941,5616,268,275,546,60,64,119,3842,4133,7981,1772,1815,3588,19624,21247,40869,Noosa
31606,18888,19593,38483,616,635,1249,184,179,356,55,65,120,2328,2520,4852,28,17,42,31,40,70,14,27,45,30,34,66,5,11,19,0,0,0,2671,2893,5561,145,156,293,50,42,95,3482,3726,7206,1751,1721,3473,24123,25039,49161,Sunshine Coast Hinterland
31607,15538,16503,32041,649,675,1330,111,164,275,98,86,182,2152,2292,4448,16,17,34,32,35,64,12,11,23,8,16,21,8,3,8,0,0,0,2423,2627,5054,112,125,233,70,50,118,3259,3478,6738,1735,1640,3376,20531,21626,42149,Nambour
31608,8429,8495,16921,435,464,899,67,110,176,56,53,107,770,838,1606,10,20,29,33,36,63,5,5,11,12,12,23,0,4,7,0,0,0,951,1070,2020,64,68,131,20,29,48,1469,1631,3095,862,820,1685,10765,10943,21707,Noosa Hinterland
31801,16896,16574,33467,854,893,1744,54,44,98,21,21,46,1173,1164,2338,14,12,29,26,25,50,9,6,15,31,21,49,5,4,4,0,0,0,1325,1299,2623,95,102,200,56,31,87,2326,2323,4648,1848,1836,3685,21080,20727,41803,Charters Towers - Ayr - Ingham
31802,65611,66389,132001,2690,2944,5634,783,710,1492,552,503,1059,10833,11620,22447,165,174,337,195,207,398,81,75,154,241,207,442,127,120,244,3,0,3,12980,13611,26588,686,840,1521,296,237,534,16651,17628,34273,9841,8288,18131,92104,92306,184409,Townsville
