SA3_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,SA3_NAME11
10103,7830,7463,15293,3701,2109,5810,889,1794,2683,284,265,549,199,139,338,5073,4307,9380,2116,2657,4773,3.9,3.2,3.6,64.8,57.7,61.3,62.3,55.8,59.1,163,141,304,83,141,224,574,858,1432,430,645,1075,2384,1213,3597,7415,7162,14577,1321,1370,2691,5244,5047,10291,2951,2949,5900,Snowy Mountains
10104,27465,28903,56368,8713,4725,13438,3579,6753,10332,931,934,1865,1084,760,1844,14307,13172,27479,11577,14175,25752,7.6,5.8,6.7,52.1,45.6,48.7,48.1,42.9,45.5,491,439,930,350,643,993,2071,2874,4945,1541,2545,4086,8529,4391,12920,26802,27827,54629,4579,4859,9438,18546,18833,37379,11178,12241,23419,South Coast
10201,63162,69443,132605,27648,14878,42526,7463,16861,24324,2172,2362,4534,2487,2128,4615,39770,36229,75999,19645,29375,49020,6.3,5.9,6.1,63.0,52.2,57.3,59.0,49.1,53.8,1672,1423,3095,689,1181,1870,6036,8080,14116,4788,6927,11715,18536,10577,29113,63865,68809,132674,9939,10972,20911,42923,46300,89223,26393,29105,55498,Gosford
10202,56547,62335,118882,23644,12182,35826,5816,13929,19745,1953,2100,4053,2696,2381,5077,34109,30592,64701,19386,28511,47897,7.9,7.8,7.8,60.3,49.1,54.4,55.6,45.3,50.2,618,600,1218,357,608,965,2776,4595,7371,3083,4781,7864,18106,10592,28698,58303,62457,120760,9645,10534,20179,38302,40888,79190,24947,27693,52640,Wyong
10301,17283,17249,34532,8149,4306,12455,1775,4402,6177,605,605,1210,577,536,1113,11106,9849,20955,5290,6551,11841,5.2,5.4,5.3,64.3,57.1,60.7,60.9,54.0,57.5,398,363,761,173,331,504,1301,2089,3390,937,1390,2327,4972,2798,7770,16663,16875,33538,3250,3480,6730,10874,10904,21778,7720,8157,15877,Bathurst
10302,21446,21947,43393,9803,4659,14462,1911,4905,6816,780,773,1553,690,569,1259,13184,10906,24090,6942,9883,16825,5.2,5.2,5.2,61.5,49.7,55.5,58.3,47.1,52.6,140,175,315,114,252,366,964,1868,2832,830,1545,2375,5532,3338,8870,22303,22517,44820,3263,3444,6707,16018,16030,32048,7782,8231,16013,Lachlan Valley
10303,17764,17577,35341,7636,3428,11064,1607,4117,5724,633,545,1178,695,537,1232,10571,8627,19198,6061,7986,14047,6.6,6.2,6.4,59.5,49.1,54.3,55.6,46.0,50.8,172,167,339,109,255,364,893,1441,2334,790,1242,2032,5471,2690,8161,17530,17432,34962,2860,2943,5803,12333,12117,24450,6744,7010,13754,Lithgow - Mudgee
10304,20560,21763,42323,10689,5721,16410,1939,5132,7071,735,811,1546,576,525,1101,13939,12189,26128,5469,8576,14045,4.1,4.3,4.2,67.8,56.0,61.7,65.0,53.6,59.1,484,379,863,194,350,544,1672,2661,4333,1194,1980,3174,5779,3580,9359,20999,21941,42940,3962,4151,8113,14036,14550,28586,9050,9812,18862,Orange
10101,26644,27209,53853,12597,6799,19396,2873,6447,9320,982,971,1953,804,685,1489,17256,14902,32158,8032,10999,19031,4.7,4.6,4.6,64.8,54.8,59.7,61.7,52.2,56.9,572,521,1093,286,504,790,1858,2829,4687,1467,2312,3779,7301,4108,11409,26961,27580,54541,4241,4491,8732,18603,18807,37410,10561,11291,21852,Goulburn - Yass
10102,21251,21236,42487,12225,8017,20242,2295,4883,7178,865,1031,1896,472,371,843,15857,14302,30159,4093,5906,9999,3.0,2.6,2.8,74.6,67.3,71.0,72.4,65.6,69.0,1290,899,2189,448,680,1128,2360,3206,5566,1656,2154,3810,5207,2903,8110,21248,21207,42455,3800,3950,7750,13625,13543,27168,9794,10040,19834,Queanbeyan
10401,19606,20493,40099,6338,3312,9650,2217,4499,6716,661,563,1224,959,756,1715,10175,9130,19305,8495,10494,18989,9.4,8.3,8.9,51.9,44.6,48.1,47.0,40.9,43.9,223,176,399,155,250,405,1016,1576,2592,928,1388,2316,5823,3432,9255,19552,20183,39735,3221,3574,6795,13269,13665,26934,8134,8792,16926,Clarence Valley
10402,31503,34222,65725,11357,6603,17960,4360,8479,12839,1034,1113,2147,1690,1280,2970,18441,17475,35916,11476,15180,26656,9.2,7.3,8.3,58.5,51.1,54.6,53.2,47.3,50.1,596,556,1152,297,592,889,2668,3930,6598,1904,3164,5068,9488,5543,15031,31111,32940,64051,6273,6921,13194,20229,21119,41348,14816,16356,31172,Coffs Harbour
10501,10198,9406,19604,4655,2472,7127,714,1783,2497,425,358,783,454,289,743,6248,4902,11150,3003,3793,6796,7.3,5.9,6.7,61.3,52.1,56.9,56.8,49.0,53.1,63,80,143,29,103,132,425,875,1300,348,562,910,2224,1215,3439,10023,9495,19518,1771,1693,3464,7181,6577,13758,3715,3732,7447,Bourke - Cobar - Coonamble
10502,8476,8846,17322,3352,1933,5285,701,1619,2320,318,310,628,433,299,732,4804,4161,8965,3094,4026,7120,9.0,7.2,8.2,56.7,47.0,51.8,51.6,43.6,47.5,62,85,147,55,110,165,308,607,915,322,405,727,2141,1200,3341,8421,8777,17198,1167,1195,2362,6534,6702,13236,2458,2571,5029,Broken Hill and Far West
10503,25387,27006,52393,12056,7053,19109,2396,6149,8545,878,917,1795,986,783,1769,16316,14902,31218,7631,10747,18378,6.0,5.3,5.7,64.3,55.2,59.6,60.4,52.3,56.2,286,329,615,162,391,553,1414,2875,4289,1080,1910,2990,6858,4421,11279,26058,27258,53316,4378,4887,9265,17510,18105,35615,10527,11846,22373,Dubbo
10601,32218,32303,64521,15952,6687,22639,2880,8026,10906,1352,1172,2524,1034,984,2018,21218,16869,38087,9338,13936,23274,4.9,5.8,5.3,65.9,52.2,59.0,62.6,49.2,55.9,313,272,585,166,309,475,1545,2483,4028,1482,2248,3730,10623,5662,16285,32927,33140,66067,5375,5512,10887,22672,22582,45254,12863,13492,26355,Lower Hunter
10602,24237,25922,50159,12917,6067,18984,2466,6708,9174,897,912,1809,752,773,1525,17032,14460,31492,6060,10416,16476,4.4,5.3,4.8,70.3,55.8,62.8,67.2,52.8,59.7,424,384,808,190,391,581,1719,2641,4360,1564,2202,3766,8035,4407,12442,25334,26537,51871,4413,4655,9068,16757,17494,34251,10833,11601,22434,Maitland
10603,26604,27905,54509,11017,5206,16223,2803,6478,9281,923,894,1817,943,876,1819,15686,13454,29140,9341,12991,22332,6.0,6.5,6.2,59.0,48.2,53.5,55.4,45.1,50.1,427,353,780,189,331,520,1650,2331,3981,1850,2428,4278,8947,4658,13605,26466,27269,53735,4633,4957,9590,17212,17944,35156,11940,12398,24338,Port Stephens
10604,11713,11327,23040,6421,2840,9261,951,2783,3734,520,412,932,310,311,621,8202,6346,14548,2829,4348,7177,3.8,4.9,4.3,70.0,56.0,63.1,67.4,53.3,60.4,98,104,202,65,119,184,547,972,1519,525,760,1285,3642,1901,5543,11338,11207,22545,2410,2393,4803,7520,7290,14810,5208,5339,10547,Upper Hunter
10701,28194,29515,57709,12109,5547,17656,2676,6606,9282,1071,964,2035,1291,1015,2306,17147,14132,31279,9698,14065,23763,7.5,7.2,7.4,60.8,47.9,54.2,56.2,44.4,50.2,458,430,888,174,323,497,1606,2144,3750,1665,2191,3856,8439,4641,13080,30172,31014,61186,3471,3639,7110,22372,22865,45237,9106,9747,18853,Dapto - Port Kembla
10702,6,3,9,3,0,3,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,50.0,0.0,50.0,100.0,0.0,60.0,50.0,0.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,0,0,0,0,0,0,3,3,6,Illawarra Catchment Reserve
10703,32150,34312,66462,14948,7057,22005,3427,8606,12033,1286,1241,2527,1238,1159,2397,20899,18063,38962,9942,15014,24956,5.9,6.4,6.2,65.0,52.6,58.6,61.2,49.3,55.0,608,560,1168,291,552,843,2308,3249,5557,2226,3062,5288,10450,5885,16335,34193,35588,69781,4880,5293,10173,24186,25069,49255,12444,13528,25972,Kiama - Shellharbour
10704,48751,50303,99054,21049,11176,32225,5662,12488,18150,1687,1821,3508,2183,1710,3893,30581,27195,57776,15603,20933,36536,7.1,6.3,6.7,62.7,54.1,58.3,58.3,50.7,54.4,2785,2423,5208,707,1180,1887,6395,7733,14128,3772,4794,8566,12908,6695,19603,47750,48966,96716,8603,8764,17367,32246,33319,65565,20750,21149,41899,Wollongong
10801,12146,13038,25184,3333,1720,5053,1319,2652,3971,349,346,695,526,375,901,5527,5093,10620,5840,7128,12968,9.5,7.4,8.5,45.5,39.1,42.2,41.2,36.2,38.6,141,123,264,103,129,232,629,897,1526,669,1006,1675,3904,1955,5859,11663,12206,23869,1994,2183,4177,8021,8405,16426,4878,5287,10165,Great Lakes
10802,18720,19314,38034,5152,2972,8124,2178,3983,6161,559,553,1112,993,644,1637,8882,8152,17034,8845,10195,19040,11.2,7.9,9.6,47.4,42.2,44.8,42.1,38.9,40.5,149,173,322,132,239,371,956,1420,2376,768,1437,2205,5404,3248,8652,18652,19256,37908,2789,3066,5855,13196,13343,26539,6940,7608,14548,Kempsey - Nambucca
10803,150,151,301,68,44,112,31,44,75,13,15,28,0,3,3,112,106,218,36,43,79,0.0,2.8,1.4,74.2,69.7,71.9,74.2,67.8,71.0,3,3,6,0,0,0,15,16,31,13,17,30,61,34,95,150,151,301,21,27,48,108,109,217,51,51,102,Lord Howe Island
10804,28352,31411,59763,9729,5779,15508,3481,6948,10429,796,896,1692,1161,887,2048,15167,14510,29677,11699,15451,27150,7.7,6.1,6.9,53.5,46.2,49.7,49.4,43.4,46.2,483,381,864,297,446,743,2108,2956,5064,1877,2932,4809,8898,5297,14195,27680,30021,57701,5357,5891,11248,17742,19158,36900,13417,14872,28289,Port Macquarie
10805,20208,21703,41911,6649,3611,10260,2305,4519,6824,648,613,1261,1007,770,1777,10609,9513,20122,8474,11187,19661,9.5,8.1,8.8,52.5,43.8,48.0,47.5,40.3,43.8,228,170,398,145,296,441,1093,1628,2721,1006,1716,2722,6056,3532,9588,20165,21243,41408,3426,3684,7110,14228,14684,28912,7915,8848,16763,Taree - Gloucester
10901,22122,23975,46097,10835,5735,16570,2334,6265,8599,839,886,1725,825,743,1568,14833,13629,28462,6124,9230,15354,5.6,5.5,5.5,67.1,56.8,61.7,63.3,53.7,58.3,429,406,835,279,505,784,1782,2842,4624,1279,2027,3306,6415,3806,10221,22195,23283,45478,4042,4665,8707,14740,15290,30030,9726,10882,20608,Albury
10902,5089,4832,9921,2425,1168,3593,473,1069,1542,199,167,366,162,126,288,3259,2530,5789,1477,2021,3498,5.0,5.0,5.0,64.0,52.4,58.4,60.8,49.8,55.4,20,27,47,27,64,91,210,416,626,201,316,517,1176,628,1804,5239,4917,10156,727,768,1495,3827,3520,7347,1757,1798,3555,Lower Murray
10903,16538,16544,33082,7492,3384,10876,1442,3896,5338,645,640,1285,407,375,782,9986,8295,18281,5536,7356,12892,4.1,4.5,4.3,60.4,50.1,55.3,57.9,47.9,52.9,113,126,239,78,227,305,756,1413,2169,762,1116,1878,4498,2423,6921,16638,16551,33189,2391,2622,5013,12045,11780,23825,5916,6298,12214,Upper Murray exc. Albury
11001,13853,15103,28956,5977,3553,9530,1766,3618,5384,468,517,985,596,488,1084,8807,8176,16983,4263,6085,10348,6.8,6.0,6.4,63.6,54.1,58.7,59.3,50.9,54.9,827,670,1497,175,408,583,1399,2094,3493,776,1246,2022,3220,2042,5262,13481,14177,27658,2864,3249,6113,8926,9310,18236,6413,7150,13563,Armidale
11002,14863,15365,30228,5995,3109,9104,1425,3219,4644,450,459,909,608,504,1112,8478,7291,15769,5532,7282,12814,7.2,6.9,7.1,57.0,47.5,52.2,53.0,44.2,48.5,99,118,217,96,218,314,659,1267,1926,589,1052,1641,3740,2353,6093,15126,15555,30681,2406,2642,5048,10576,10771,21347,5822,6282,12104,Inverell - Tenterfield
11003,9984,9827,19811,5197,2592,7789,759,2146,2905,437,358,795,387,286,673,6780,5382,12162,2387,3740,6127,5.7,5.3,5.5,67.9,54.8,61.4,64.0,51.9,58.0,95,94,189,43,126,169,509,916,1425,402,697,1099,2328,1399,3727,10140,9870,20010,1722,1746,3468,7014,6776,13790,3876,3958,7834,Moree - Narrabri
11004,29476,31290,60766,13858,7419,21277,2927,7239,10166,1052,1042,2094,1129,969,2098,18966,16669,35635,8796,12937,21733,6.0,5.8,5.9,64.3,53.3,58.6,60.5,50.2,55.2,314,320,634,194,450,644,1693,2898,4591,1413,2390,3803,8334,5210,13544,29782,30791,60573,5504,5855,11359,19911,20440,40351,12898,13819,26717,Tamworth - Gunnedah
11101,45809,49315,95124,21175,10728,31903,4939,12821,17760,1605,1699,3304,1558,1267,2825,29277,26515,55792,14576,20806,35382,5.3,4.8,5.1,63.9,53.8,58.7,60.5,51.2,55.7,1089,978,2067,477,802,1279,4224,5838,10062,3275,4333,7608,14872,7342,22214,47667,50265,97932,6595,7017,13612,34321,36094,70415,16686,18001,34687,Lake Macquarie - East
11102,27621,29364,56985,11999,5884,17883,2789,6932,9721,1030,1003,2033,968,814,1782,16786,14633,31419,9704,13541,23245,5.8,5.6,5.7,60.8,49.8,55.1,57.3,47.1,52.0,628,472,1100,212,384,596,1850,2716,4566,1688,2557,4245,9270,4813,14083,28580,29802,58382,4180,4458,8638,19795,20512,40307,11018,11845,22863,Lake Macquarie - West
11103,62832,66157,128989,28593,16094,44687,7492,16358,23850,2172,2352,4524,2484,2010,4494,40741,36814,77555,18620,26233,44853,6.1,5.5,5.8,64.8,55.6,60.1,60.9,52.6,56.6,2450,2117,4567,726,1255,1981,8044,10234,18278,4177,5689,9866,16565,8845,25410,59794,62349,122143,12022,12493,24515,39177,41208,80385,28349,29560,57909,Newcastle
11201,28683,31262,59945,10069,5802,15871,4560,8402,12962,1039,1030,2069,1341,1095,2436,17009,16329,33338,10069,13415,23484,7.9,6.7,7.3,59.3,52.2,55.6,54.6,48.7,51.5,739,793,1532,409,709,1118,3329,4634,7963,1917,3395,5312,7940,4329,12269,28056,29837,57893,5351,5993,11344,18636,19471,38107,12809,14452,27261,Richmond Valley - Coastal
11202,26896,28477,55373,10251,5909,16160,3600,6807,10407,860,895,1755,1442,1121,2563,16153,14732,30885,9358,12553,21911,8.9,7.6,8.3,60.1,51.7,55.8,54.7,47.8,51.1,471,420,891,273,560,833,2109,3199,5308,1349,2314,3663,7255,4570,11825,27430,28466,55896,4589,5019,9608,18703,19204,37907,11276,12284,23560,Richmond Valley - Hinterland
11203,33343,36601,69944,11273,6226,17499,4375,8616,12991,1097,1077,2174,1649,1289,2938,18394,17208,35602,12958,17277,30235,9.0,7.5,8.3,55.2,47.0,50.9,50.2,43.5,46.7,477,502,979,291,545,836,2305,3588,5893,2004,3170,5174,9899,5288,15187,32717,35124,67841,5766,6495,12261,21332,22565,43897,14817,16738,31555,Tweed Valley
11301,17951,18156,36107,9129,4400,13529,1620,4283,5903,765,734,1499,531,496,1027,12045,9913,21958,4649,7043,11692,4.4,5.0,4.7,67.1,54.6,60.8,64.1,51.9,58.0,179,155,334,87,203,290,936,1570,2506,640,1116,1756,4447,2584,7031,18741,18658,37399,2938,2942,5880,13096,12857,25953,7084,7288,14372,Griffith - Murrumbidgee (West)
11302,5856,5627,11483,2860,1196,4056,519,1361,1880,218,164,382,186,185,371,3783,2906,6689,1804,2472,4276,4.9,6.4,5.5,64.6,51.6,58.3,61.4,48.3,55.0,44,38,82,36,62,98,275,460,735,290,398,688,1629,896,2525,5927,5752,11679,878,882,1760,4315,4121,8436,2070,2143,4213,Tumut - Tumbarumba
11303,34725,35865,70590,17423,9057,26480,3335,8704,12039,1272,1296,2568,1079,1024,2103,23109,20081,43190,10106,14341,24447,4.7,5.1,4.9,66.6,56.0,61.2,63.4,53.1,58.2,686,608,1294,309,553,862,2453,4150,6603,1765,2597,4362,9577,5865,15442,34371,35907,70278,6749,7018,13767,23063,23783,46846,15287,16336,31623,Wagga Wagga
11401,37279,38980,76259,12442,6358,18800,4062,8549,12611,1175,1199,2374,1602,1195,2797,19281,17301,36582,15624,19407,35031,8.3,6.9,7.6,51.7,44.4,48.0,47.4,41.3,44.3,595,565,1160,308,668,976,2318,3338,5656,2377,3255,5632,12095,6241,18336,36139,37761,73900,6024,6482,12506,24880,25706,50586,14959,16177,31136,Shoalhaven
11402,16949,18847,35796,7481,3886,11367,2115,4620,6735,573,588,1161,432,413,845,10601,9507,20108,5490,8540,14030,4.1,4.3,4.2,62.6,50.4,56.2,60.0,48.3,53.8,667,550,1217,224,426,650,1953,2449,4402,1318,2128,3446,4892,2643,7535,17442,18938,36380,2705,3063,5768,11679,12647,24326,7293,8197,15490,Southern Highlands
11501,51288,55174,106462,28621,16278,44899,6127,14575,20702,1630,1873,3503,1676,1434,3110,38054,34160,72214,11843,19396,31239,4.4,4.2,4.3,74.2,61.9,67.8,70.9,59.3,64.9,4325,2997,7322,925,1283,2208,11150,11990,23140,5053,6822,11875,9851,5688,15539,56180,58733,114913,7012,7385,14397,39167,40910,80077,20213,21486,41699,Baulkham Hills
11502,10008,10325,20333,5253,2754,8007,1315,2978,4293,336,365,701,273,191,464,7177,6288,13465,2516,3690,6206,3.8,3.0,3.4,71.7,60.9,66.2,69.0,59.0,63.9,471,389,860,109,217,326,1439,1702,3141,850,1337,2187,2811,1269,4080,10866,11045,21911,1257,1276,2533,7970,8021,15991,3553,3705,7258,Dural - Wisemans Ferry
11503,9625,9359,18984,5183,2670,7853,1113,2691,3804,399,361,760,242,239,481,6937,5961,12898,2064,2854,4918,3.5,4.0,3.7,72.1,63.7,67.9,69.6,61.1,65.4,197,218,415,86,184,270,726,1135,1861,670,1011,1681,3315,1519,4834,10326,9986,20312,1058,1072,2130,7783,7392,15175,3025,3083,6108,Hawkesbury
11504,10059,10042,20101,6130,3215,9345,1087,2850,3937,381,394,775,274,267,541,7872,6726,14598,1775,2956,4731,3.5,4.0,3.7,78.3,67.0,72.6,75.5,64.3,69.9,395,319,714,104,156,260,1227,1707,2934,859,1129,1988,2959,1406,4365,11635,11313,22948,1448,1514,2962,7877,7736,15613,4181,4233,8414,Rouse Hill - McGraths Hill
11601,48392,50245,98637,24354,14311,38665,5199,9639,14838,1735,1712,3447,2171,2089,4260,33459,27751,61210,12595,20260,32855,6.5,7.5,7.0,69.1,55.2,62.1,64.7,51.1,57.7,1979,1739,3718,418,547,965,5612,7081,12693,3705,4322,8027,10836,6221,17057,51508,52788,104296,7016,7053,14069,35401,36441,71842,18889,19225,38114,Blacktown
11602,27831,27996,55827,16773,9845,26618,2674,6678,9352,973,1119,2092,990,1040,2030,21410,18682,40092,5507,8484,13991,4.6,5.6,5.1,76.9,66.7,71.8,73.4,63.0,68.2,1670,1371,3041,344,470,814,4338,5435,9773,2418,2994,5412,6253,3529,9782,29977,30312,60289,5246,5239,10485,17686,17836,35522,14445,14866,29311,Blacktown - North
11603,37208,39829,77037,17167,9957,27124,3623,6376,9999,1494,1306,2800,2108,1992,4100,24392,19631,44023,10517,17903,28420,8.6,10.1,9.3,65.6,49.3,57.1,59.9,44.3,51.8,754,589,1343,177,235,412,3006,4110,7116,2027,2442,4469,7593,5014,12607,41882,43273,85155,5795,6109,11904,28972,30097,59069,14578,15403,29981,Mount Druitt
11701,15772,16443,32215,7408,4811,12219,1856,3199,5055,547,579,1126,553,468,1021,10364,9057,19421,4343,6365,10708,5.3,5.2,5.3,65.7,55.1,60.3,62.2,52.2,57.1,913,738,1651,140,182,322,2008,2497,4505,1173,1542,2715,3078,1619,4697,15659,16125,31784,2403,2382,4785,10162,10674,20836,6719,6706,13425,Botany
11702,21441,21756,43197,10367,8107,18474,2790,4324,7114,665,832,1497,884,699,1583,14706,13962,28668,4959,6420,11379,6.0,5.0,5.5,68.6,64.2,66.4,64.5,61.0,62.7,1604,1828,3432,388,729,1117,4266,5316,9582,1822,2047,3869,2984,1817,4801,19132,19380,38512,3911,4194,8105,11677,11886,23563,9910,10306,20216,Marrickville - Sydenham - Petersham
11703,85627,76323,161950,42315,30020,72335,10343,12972,23315,2177,2387,4564,3283,2826,6109,58118,48205,106323,15606,18898,34504,5.6,5.9,5.7,67.9,63.2,65.7,64.0,59.5,61.9,8948,8212,17160,1697,2079,3776,22503,21845,44348,7227,7020,14247,8259,4736,12995,56821,50828,107649,21677,20979,42656,26907,24206,51113,48796,44965,93761,Sydney Inner City
11801,48845,53305,102150,25477,18431,43908,5795,10626,16421,1433,1797,3230,1327,1239,2566,34032,32093,66125,8975,15582,24557,3.9,3.9,3.9,69.7,60.2,64.7,67.0,57.9,62.2,5242,4702,9944,941,1545,2486,14428,16041,30469,3779,5726,9505,5085,3237,8322,40461,43918,84379,10362,11417,21779,23489,26043,49532,24246,26343,50589,Eastern Suburbs - North
11802,53352,56132,109484,24102,17759,41861,6214,11392,17606,1631,1923,3554,1955,1679,3634,33902,32753,66655,15154,19382,34536,5.8,5.1,5.5,63.5,58.3,60.9,59.9,55.4,57.6,4843,4657,9500,744,1399,2143,11048,13326,24374,3745,5524,9269,7957,4309,12266,45659,48763,94422,10844,11677,22521,27257,29867,57124,25859,27339,53198,Eastern Suburbs - South
11901,60383,64119,124502,25365,14367,39732,6712,11065,17777,2282,1943,4225,2776,2155,4931,37135,29530,66665,19310,30597,49907,7.5,7.3,7.4,61.5,46.1,53.5,56.9,42.7,49.6,1666,1375,3041,391,540,931,6006,7109,13115,4122,5418,9540,12860,6639,19499,64877,67751,132628,7763,7834,15597,45594,47760,93354,21607,22641,44248,Bankstown
11902,49603,49923,99526,19472,10828,30300,6683,8160,14843,1956,1572,3528,2472,1964,4436,30583,22524,53107,15250,23772,39022,8.1,8.7,8.4,61.7,45.1,53.4,56.7,41.2,48.9,2399,1804,4203,360,442,802,6083,6453,12536,3764,4223,7987,7751,4634,12385,50791,50950,101741,7299,6892,14191,34025,34731,68756,19566,18914,38480,Canterbury
11903,45939,50120,96059,21238,13382,34620,5599,10137,15736,1535,1570,3105,1744,1697,3441,30116,26786,56902,13634,21072,34706,5.8,6.3,6.0,65.6,53.4,59.2,61.8,50.1,55.7,3176,2815,5991,518,773,1291,7778,8935,16713,3915,5126,9041,8477,4665,13142,46558,49772,96330,6840,7224,14064,31504,33878,65382,18765,20172,38937,Hurstville
11904,49499,51629,101128,22718,14792,37510,6463,9624,16087,1803,1760,3563,1888,1704,3592,32872,27880,60752,13284,20673,33957,5.7,6.1,5.9,66.4,54.0,60.1,62.6,50.7,56.5,2945,2601,5546,485,678,1163,7511,8461,15972,4404,5351,9755,8872,5117,13989,48517,50322,98839,7505,7614,15119,31803,33537,65340,20650,21017,41667,Kogarah - Rockdale
12001,29498,32053,61551,15457,10481,25938,3161,6674,9835,979,1143,2122,894,760,1654,20491,19058,39549,6993,11126,18119,4.4,4.0,4.2,69.5,59.5,64.3,66.4,57.1,61.6,2514,2361,4875,554,805,1359,6298,7352,13650,2525,3450,5975,4999,2885,7884,27723,29984,57707,5360,5692,11052,17390,19058,36448,13567,14570,28137,Canada Bay
12002,20271,23144,43415,11620,9655,21275,2269,4918,7187,602,939,1541,699,558,1257,15190,16070,31260,3723,5741,9464,4.6,3.5,4.0,74.9,69.4,72.0,71.5,67.0,69.1,2301,2793,5094,545,1004,1549,5571,7037,12608,1734,2406,4140,2664,1623,4287,18274,20399,38673,4465,5223,9688,10373,11753,22126,10562,12083,22645,Leichhardt
12003,56278,59599,115877,25407,17734,43141,8168,12089,20257,1791,1983,3774,2287,2174,4461,37653,33980,71633,14425,21684,36109,6.1,6.4,6.2,66.9,57.0,61.8,62.8,53.4,58.0,5402,4913,10315,878,1466,2344,11513,13239,24752,4854,5894,10748,7267,4511,11778,51882,54560,106442,10080,10531,20611,32410,34933,67343,25924,26679,52603,Strathfield - Burwood - Ashfield
12101,38548,42718,81266,20992,13773,34765,4677,9431,14108,1097,1464,2561,1169,1130,2299,27935,25798,53733,8734,15026,23760,4.2,4.4,4.3,72.5,60.4,66.1,69.4,57.7,63.3,5107,4371,9478,931,1433,2364,11704,12652,24356,3231,4853,8084,4003,2782,6785,37756,40773,78529,7780,8360,16140,23012,25293,48305,19473,20856,40329,Chatswood - Lane Cove
12102,29531,31353,60884,15860,9020,24880,3846,8211,12057,938,1117,2055,970,942,1912,21614,19290,40904,6872,11094,17966,4.5,4.9,4.7,73.2,61.5,67.2,69.9,58.5,64.0,2709,2145,4854,623,991,1614,6304,7235,13539,2913,3922,6835,5856,3430,9286,31410,32670,64080,4469,4725,9194,21068,21886,42954,12309,13175,25484,Hornsby
12103,40881,46128,87009,20054,10620,30674,5403,11856,17259,1106,1395,2501,1258,1076,2334,27821,24947,52768,11589,19503,31092,4.5,4.3,4.4,68.1,54.1,60.6,65.0,51.8,58.0,5930,3956,9886,921,1517,2438,12538,12791,25329,3531,5797,9328,3795,2869,6664,43438,47353,90791,6718,7496,14214,29604,32320,61924,17924,19932,37856,Ku-ring-gai
12104,35784,40717,76501,20359,15945,36304,4118,7499,11617,1015,1353,2368,965,961,1926,26457,25758,52215,6155,11858,18013,3.6,3.7,3.7,73.9,63.3,68.3,71.2,60.9,65.7,4865,4556,9421,888,1530,2418,11760,12878,24638,3195,4906,8101,3042,2568,5610,29244,33180,62424,8421,9358,17779,15256,18118,33374,20475,22430,42905,North Sydney - Mosman
12201,15598,16634,32232,8395,5209,13604,2022,3966,5988,470,602,1072,405,373,778,11292,10150,21442,3191,5446,8637,3.6,3.7,3.6,72.4,61.0,66.5,69.8,58.8,64.1,1623,1326,2949,341,517,858,4458,4679,9137,1483,2182,3665,2068,1251,3319,14273,15162,29435,3584,3750,7334,8262,8958,17220,8365,8745,17110,Manly
