SA3_MAIN11,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,SA3_NAME11
20804,3,11,15,20,42,104,262,289,139,885,3,14,15,11,10,10,48,47,16,174,72,226,370,230,224,217,231,221,262,2053,923,3607,5948,5544,5249,4301,2703,1823,978,31076,Stonnington - East
20901,53,43,132,179,296,805,1581,1636,902,5627,10,24,50,74,108,96,137,124,47,670,250,378,753,708,745,795,859,972,746,6206,2853,8100,15705,17201,16116,14369,9467,6259,2904,92974,Banyule
20902,36,62,149,280,516,1442,2573,2381,918,8357,10,33,93,97,177,277,442,454,113,1696,257,635,1374,963,909,851,909,923,542,7363,2365,7582,15347,13696,10569,7895,6389,5376,2139,71358,Darebin - North
20903,22,16,32,46,92,304,442,285,202,1441,0,4,15,14,32,18,19,26,7,135,159,126,212,337,400,366,276,194,165,2235,2028,4348,5611,9626,11028,8643,3921,1458,628,47291,Nillumbik - Kinglake
20904,75,93,341,569,1212,3060,3585,2244,591,11770,6,42,143,168,330,535,644,666,154,2688,586,714,1455,1464,1482,1439,1106,1024,490,9760,5112,11836,26672,25675,21781,17129,10065,5643,1601,125514,Whittlesea - Wallan
21001,24,13,51,88,172,810,1681,1408,446,4693,8,10,15,42,56,107,221,217,77,753,146,155,272,367,409,412,632,587,271,3251,1391,3303,6237,7857,7360,6779,5762,3750,1230,43669,Keilor
21002,12,4,11,43,53,177,248,144,88,780,0,0,3,3,4,9,5,11,6,41,67,52,67,141,211,219,163,107,44,1071,787,1281,2234,4104,4312,3621,2082,771,306,19498,Macedon Ranges
21003,34,57,145,280,438,907,1774,2133,808,6576,4,17,68,88,149,196,307,339,122,1290,253,408,894,667,670,518,680,1056,629,5775,1761,4586,11138,9871,8026,5671,4899,5276,2123,53351,Moreland - North
21004,28,20,36,73,105,284,379,323,141,1389,5,4,6,13,11,27,24,29,4,123,119,102,177,262,274,290,199,230,127,1780,1307,2586,4618,5430,5545,4272,2195,1262,405,27620,Sunbury
21005,153,204,809,1172,1478,2339,2306,1203,249,9913,18,67,238,302,527,609,592,407,86,2846,685,745,1421,1388,1371,1114,968,649,189,8530,5010,10105,19926,19512,17786,12338,7273,3505,760,96215,Tullamarine - Broadmeadows
21101,74,65,185,289,507,1066,1546,1251,681,5664,10,21,62,88,153,137,133,116,41,761,274,350,634,836,876,963,983,935,637,6488,4593,10241,18759,21489,22501,18737,10630,5822,2525,115297,Knox
21102,9,13,15,14,47,113,222,175,118,726,0,0,4,7,6,12,18,28,25,100,47,44,77,131,144,173,141,110,65,932,739,1656,2029,3532,4224,3407,2192,1061,444,19284,Manningham - East
21103,65,74,209,228,254,587,901,917,560,3795,3,23,60,86,99,70,78,65,21,505,230,217,479,551,598,575,617,850,745,4862,2836,6602,13958,15246,14230,11863,7800,5162,2373,80070,Maroondah
21105,80,92,202,270,424,965,1529,1133,558,5253,3,23,42,72,49,61,62,58,43,413,358,399,695,937,1048,1007,931,954,564,6893,4463,9173,16169,20747,21712,18856,10774,5195,1963,109052,Yarra Ranges
21201,74,69,145,174,252,531,773,645,353,3016,3,18,31,31,35,32,22,23,6,201,236,231,476,532,609,528,510,401,164,3687,2433,4757,10012,11264,10016,7632,4681,2350,848,53993,Cardinia
21202,92,84,225,359,652,1161,1362,1109,489,5533,12,30,143,187,184,190,180,117,44,1087,392,424,776,950,966,931,848,784,383,6454,4241,8400,16091,18961,17945,12971,7182,4220,1549,91560,Casey - North
21203,115,157,401,560,729,1158,1144,748,299,5311,23,52,198,254,221,170,150,89,29,1186,424,456,1010,1121,1006,848,650,558,252,6325,4409,8365,20147,20999,16868,10964,5740,2829,965,91286,Casey - South
21204,125,204,824,1265,1894,2750,3311,2570,997,13940,46,143,579,715,924,952,797,723,263,5142,665,988,2061,1640,1682,1577,1537,1502,706,12358,4908,12859,28092,22700,21111,18971,12926,8369,2992,132928,Dandenong
21205,46,47,134,221,425,1349,2507,2287,952,7968,4,40,96,101,186,255,361,371,110,1524,389,911,1288,893,923,959,1154,1325,951,8793,4734,15618,22289,21818,20812,17676,14476,9978,3785,131186,Monash
21301,120,170,582,1166,2026,3843,4006,2469,798,15180,31,78,319,517,776,800,763,709,220,4213,800,1262,2660,2134,2079,2014,1659,1179,557,14344,5666,13755,28075,24960,22983,19377,11245,6140,2029,134230,Brimbank
21302,31,29,132,208,403,1016,1532,1360,529,5240,4,15,54,78,97,159,220,255,83,965,251,349,704,781,719,708,715,709,400,5336,2058,4755,11150,12817,11628,8663,5601,4055,1580,62307,Hobsons Bay
21303,30,51,143,278,498,779,1045,1014,451,4289,4,21,73,129,208,243,224,273,87,1262,297,763,1552,982,858,651,529,504,236,6372,1627,6315,15417,12559,8897,5898,3385,2696,1149,57943,Maribyrnong
21304,76,110,258,379,692,1461,1258,701,280,5215,8,20,74,105,142,184,154,128,38,853,485,649,1417,1448,1212,1060,743,565,280,7859,3941,8152,20411,20798,15220,11984,5564,2650,900,89620,Melton - Bacchus Marsh
21305,118,158,387,536,784,1468,1534,1062,447,6494,8,28,135,192,182,192,172,187,51,1147,608,832,2125,1953,1486,1278,915,627,266,10090,4986,11424,30797,27629,20616,13977,6941,3322,1130,120822,Wyndham
21401,112,133,248,318,494,911,1341,1184,575,5316,12,17,54,62,53,51,68,59,22,398,452,480,1004,1110,1160,1099,1137,1099,615,8156,4042,8392,17095,18588,17726,14445,9415,5597,2290,97590,Frankston
11702,9,14,56,126,282,574,843,681,188,2773,4,7,29,41,106,186,252,243,68,936,136,310,857,733,557,525,417,360,164,4059,1019,3736,10701,9651,6691,4811,2998,1956,640,42203,Marrickville - Sydenham - Petersham
21402,109,94,178,256,356,1002,1798,1726,901,6420,10,15,32,59,66,58,70,69,15,394,442,402,608,1076,1255,1286,1693,1836,1312,9910,4082,7125,12340,19227,19604,19468,16496,10423,4190,112955,Mornington Peninsula
21501,51,60,120,168,300,747,1217,1396,745,4804,6,16,27,47,53,44,47,24,25,289,176,160,348,518,633,652,696,801,448,4432,1607,2746,5454,7104,8672,8399,6124,4298,1788,46192,Grampians
21502,83,58,155,193,356,754,1039,1002,460,4100,7,6,33,48,58,57,79,68,19,375,209,208,377,447,513,517,544,599,259,3673,1711,2852,5520,6642,7117,6181,4239,2890,1117,38269,Mildura
21503,37,36,81,109,235,546,905,842,460,3251,6,12,22,37,25,31,34,39,13,219,152,140,250,319,352,403,482,451,247,2796,1069,1811,3647,4327,5164,5035,3820,2559,1072,28504,Murray River - Swan Hill
21601,51,38,78,97,219,456,775,691,352,2757,6,3,15,6,24,14,20,12,9,109,113,100,169,266,345,368,431,468,255,2515,1100,1709,3263,4559,5256,4852,3843,2345,906,27833,Campaspe
20606,6,12,26,42,62,128,386,420,164,1246,3,9,24,11,28,33,46,85,31,270,145,462,1290,667,551,516,457,450,243,4781,891,4944,14436,7953,5793,5472,4122,2651,1180,47442,Stonnington - West
20607,22,36,109,206,314,427,716,786,333,2949,7,10,60,98,128,141,188,280,79,991,218,565,1662,1110,777,639,481,436,170,6058,1257,6381,21379,12785,8587,6851,3983,2515,912,64650,Yarra
20701,35,40,62,92,169,394,961,1212,748,3713,7,17,49,77,102,79,117,167,48,663,367,641,1227,877,979,827,774,872,841,7405,4253,12840,20412,21259,23281,18304,11160,7782,4628,123919,Boroondara
20702,16,25,61,94,262,807,1802,1609,592,5268,9,14,37,43,79,135,215,297,94,923,150,196,344,401,467,510,721,712,536,4037,2084,5601,9477,11381,12137,10715,9679,5944,2114,69132,Manningham - West
20703,39,45,72,133,214,529,1012,1138,637,3819,5,42,63,73,81,108,139,189,63,763,221,590,727,551,606,473,631,983,793,5575,2576,8624,12599,13224,12533,9613,7166,6263,2885,75483,Whitehorse - West
20801,29,19,51,56,106,231,509,638,484,2123,3,7,25,27,24,45,54,60,26,271,211,234,408,667,728,637,613,814,808,5120,2094,4791,7197,13580,14456,11678,7680,5280,3306,70062,Bayside
21104,18,15,45,87,167,370,702,650,319,2373,6,16,22,49,111,72,81,80,33,470,92,125,259,325,330,341,390,478,415,2755,1255,3329,7189,8737,7520,6756,5295,3290,1398,44769,Whitehorse - East
21602,22,28,73,88,148,384,683,614,308,2348,4,3,14,16,21,13,25,31,8,135,101,57,163,254,270,300,443,408,179,2175,755,1146,2554,3350,3830,3919,3198,2082,797,21631,Moira
21603,103,94,229,272,378,813,1019,901,468,4277,3,32,81,125,102,68,99,100,39,649,241,290,515,605,647,565,596,618,377,4454,1839,3457,7020,8160,8220,7122,4694,3006,1261,44779,Shepparton
21701,25,41,72,101,177,441,758,768,403,2786,6,5,8,14,10,13,8,12,4,80,92,77,171,232,289,357,396,407,174,2195,972,1522,3341,4445,5387,5305,3512,2265,969,27718,Glenelg - Southern Grampians
21702,81,93,167,180,336,941,1615,1535,851,5799,8,18,32,61,91,48,27,28,11,324,270,211,427,564,761,824,850,1008,554,5469,2564,4550,8619,10639,12030,11145,7595,4981,2081,64204,Warrnambool - Otway Ranges
29797,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,9,6,10,12,0,0,0,37,Migratory - Offshore - Shipping (Vic.)
29999,30,29,46,49,51,60,61,18,8,352,0,8,16,12,10,5,12,0,4,67,118,217,403,395,284,125,77,35,16,1670,415,1037,2000,1417,1001,748,397,112,53,7180,Special Purpose Codes SA3 (Vic.)
30101,17,24,74,125,173,591,894,626,338,2862,6,11,11,26,19,33,23,17,13,159,184,153,334,420,542,474,370,346,184,3007,2853,4712,8112,9826,10680,8864,4610,2373,1041,53071,Capalaba
30102,19,32,65,100,185,602,1035,794,444,3276,6,3,14,17,28,21,28,23,14,154,211,154,361,533,522,619,588,646,383,4017,2787,3924,7305,10447,11278,10061,7008,4122,1735,58667,Cleveland - Stradbroke
30103,25,13,54,104,158,522,907,739,423,2945,3,8,19,25,22,34,19,30,10,170,154,194,387,528,487,450,408,426,239,3273,2041,3525,8539,10795,9113,7070,4298,2656,1236,49273,Wynnum - Manly
30201,3,9,19,34,77,206,504,457,225,1534,0,3,8,13,15,12,17,31,10,109,76,112,204,207,214,179,188,197,133,1510,1284,2542,4762,5447,5244,4574,2953,1828,762,29396,Bald Hills - Everton Park
30202,15,24,74,112,167,425,893,1051,579,3340,3,8,25,34,47,30,38,48,12,245,140,291,597,517,475,352,381,586,529,3868,2081,4742,10472,10135,8151,6422,4494,3885,1915,52297,Chermside
30203,10,15,31,65,126,307,505,421,256,1736,0,9,27,22,26,23,19,20,3,149,119,190,367,339,308,251,201,200,136,2111,1124,2688,6332,5425,4418,3650,2169,1356,720,27882,Nundah
30204,20,16,46,124,178,493,937,790,299,2903,0,3,13,27,41,27,29,34,13,187,143,202,405,445,391,437,465,670,516,3674,1815,3225,7325,7900,7218,5956,3898,2756,1210,41303,Sandgate
30302,5,31,74,95,157,329,507,549,289,2036,5,20,40,35,43,40,44,47,12,286,143,429,901,616,530,437,350,431,338,4175,1919,6767,13950,10425,7857,5846,3229,2374,1130,53497,Holland Park - Yeronga
30303,15,29,50,130,143,430,814,791,374,2776,3,23,36,36,75,45,64,78,14,374,195,341,571,372,377,380,382,497,372,3487,2545,6085,10345,9067,8245,6816,4743,3022,1277,52145,Mt Gravatt
30304,12,25,58,74,79,173,439,418,260,1538,4,11,33,34,47,36,36,26,13,240,128,277,475,355,261,242,240,238,189,2405,1441,3309,6111,5630,4431,3312,2342,1727,783,29086,Nathan
30305,15,25,74,134,208,387,557,390,231,2021,4,9,44,68,98,71,65,46,26,431,200,266,540,482,408,358,246,216,116,2832,2062,4032,8940,8058,7163,5389,2695,1314,610,40263,Rocklea - Acacia Ridge
30702,21,21,62,129,232,744,1229,840,360,3638,0,9,9,9,19,32,24,20,8,130,218,164,353,470,429,451,414,366,175,3040,1455,2003,4168,5365,5445,5056,3740,2020,746,29998,Darling Downs - East
30703,14,19,64,106,200,614,1051,734,361,3163,3,3,8,17,27,27,37,30,8,160,107,73,181,259,265,356,415,388,230,2274,1223,1681,3466,4549,5329,5672,4171,2251,879,29221,Granite Belt
30801,20,13,49,68,150,291,344,140,38,1113,3,0,3,6,12,8,8,6,3,49,195,218,433,449,427,310,210,114,47,2403,1213,2023,4940,4599,4151,2727,1230,452,115,21450,Central Highlands (Qld)
30802,18,34,107,155,300,851,1239,754,279,3737,6,6,12,27,18,28,34,23,7,161,329,367,809,864,903,697,555,397,145,5066,2723,4269,9882,10880,10804,8021,4398,2049,602,53628,Gladstone - Biloela
30701,17,23,73,141,299,744,1121,726,274,3418,0,0,7,10,20,47,46,46,9,185,225,211,440,544,529,440,423,331,122,3265,1435,2349,5401,6056,5983,5072,3499,1845,602,32242,Darling Downs (West) - Maranoa
30803,47,58,224,328,482,1399,2477,1614,596,7225,8,19,50,64,63,54,49,40,21,368,532,650,1227,1254,1436,1169,1190,1194,671,9323,4407,6963,13566,14134,15437,12926,8432,5082,1807,82754,Rockhampton
30901,3,16,47,66,127,295,504,561,290,1909,0,7,9,17,13,10,16,28,9,109,207,453,1026,759,685,675,703,729,397,5634,1562,4309,9286,8115,7306,7209,5361,3603,1451,48202,Broadbeach - Burleigh
30902,20,24,50,57,123,313,502,483,250,1822,0,6,8,13,14,14,12,13,3,83,146,204,480,469,519,541,515,574,334,3782,1680,2939,6188,6854,7215,6526,4553,3073,1274,40302,Coolangatta
30903,15,20,61,101,182,412,775,614,310,2490,0,9,15,28,43,21,34,34,7,191,241,305,594,634,642,655,763,809,575,5218,1870,3839,7495,7992,7829,8002,6489,3885,1656,49057,Gold Coast - North
30904,6,7,13,25,40,111,176,99,23,500,0,3,0,3,0,8,3,0,7,24,40,54,98,144,155,140,137,64,38,870,441,653,1354,2653,2836,2641,1754,665,195,13192,Gold Coast Hinterland
30905,8,8,21,41,53,138,188,139,61,657,0,3,4,7,8,6,4,0,4,36,107,82,159,238,243,227,204,115,52,1427,1185,1504,3280,5061,4675,3614,2079,836,265,22499,Mudgeeraba - Tallebudgera
30906,18,30,51,101,184,322,496,321,178,1701,3,6,20,16,23,10,26,28,9,141,255,244,472,554,607,504,479,390,214,3719,2415,3721,7961,9756,8896,6874,4334,2120,872,46949,Nerang
20802,41,34,80,118,218,646,1376,1573,998,5084,0,24,63,71,70,99,196,203,60,786,294,543,1300,940,913,846,877,1087,937,7737,2916,9784,21110,21462,18366,14755,8778,7197,4203,108571,Glen Eira
20803,43,25,98,147,309,699,1228,1368,822,4739,3,19,46,67,73,101,108,110,45,572,267,349,718,874,850,813,844,990,679,6384,2532,6035,13906,17935,15376,12207,8254,6220,2988,85453,Kingston
30907,24,18,90,150,202,521,630,396,186,2217,6,6,20,19,33,28,20,25,8,165,276,307,746,812,741,676,548,359,181,4646,3163,5311,13530,15367,12367,9345,5553,2270,769,67675,Ormeau - Oxenford
31401,10,8,35,53,88,365,771,378,168,1876,3,10,10,17,10,11,7,9,0,77,167,149,288,453,482,337,265,225,127,2493,3002,4360,8551,13750,12497,9194,4732,1658,560,58304,Hills District
31402,10,25,54,82,113,384,528,388,256,1840,3,6,14,6,13,16,16,8,4,86,129,162,324,363,280,284,208,229,134,2113,1751,3371,7920,8501,6095,4753,2696,1404,706,37197,North Lakes
31403,7,16,46,64,81,324,512,295,113,1458,0,3,17,17,14,19,16,14,3,103,110,106,243,207,238,219,202,206,146,1677,1434,2419,5462,5068,4610,4108,2269,1026,387,26783,Strathpine
31501,57,48,99,167,345,672,554,238,73,2253,6,6,6,10,28,27,39,33,6,161,193,364,757,604,456,341,204,90,22,3031,1348,2157,4245,4385,3912,3054,1502,519,129,21251,Far North
30306,14,47,56,105,177,348,557,388,223,1915,7,27,66,73,88,80,58,65,29,493,139,310,467,326,314,313,188,188,126,2371,1719,4915,7799,6126,5743,5064,2844,1453,643,36306,Sunnybank
30401,0,6,14,34,64,111,178,141,113,661,3,3,9,17,31,16,16,17,8,120,53,66,131,157,157,154,106,151,180,1155,1121,1938,3858,4903,4834,4113,2078,1026,570,24441,Centenary
30402,3,7,18,15,19,56,135,141,85,479,4,0,5,9,4,3,3,7,0,35,100,75,104,165,230,185,201,198,291,1549,1633,2596,3578,6435,6795,5401,3434,1700,804,32376,Kenmore - Brookfield - Moggill
30403,4,13,32,18,35,60,143,215,164,684,0,3,24,18,20,12,8,10,3,98,190,464,552,304,257,246,185,209,233,2640,3133,7907,8229,5658,4986,4379,2522,1655,883,39352,Sherwood - Indooroopilly
30404,4,17,27,50,56,197,430,423,246,1450,0,0,5,21,14,16,18,13,8,95,95,119,216,246,236,245,168,291,297,1913,1727,3571,6299,7405,6145,5030,3063,1922,1040,36202,The Gap - Enoggera
30501,8,31,73,63,122,236,367,336,205,1441,3,25,64,21,30,34,62,72,24,335,318,1107,2241,1017,776,625,394,337,295,7110,1869,7648,17262,8400,6445,5531,2859,1503,869,52386,Brisbane Inner
30502,3,10,33,34,38,128,246,292,175,959,0,6,12,10,9,10,9,12,13,81,95,221,533,402,298,239,166,146,85,2185,997,3208,8096,6731,4824,3253,1521,981,436,30047,Brisbane Inner - East
30503,8,34,57,89,127,262,457,478,304,1816,5,18,37,34,28,25,23,37,12,219,174,468,978,651,561,473,340,340,255,4240,2482,7519,15440,12241,9721,7088,3815,2377,1193,61876,Brisbane Inner - North
30504,0,10,20,29,43,76,217,272,192,859,0,6,12,9,19,7,9,24,5,91,120,281,632,412,303,256,169,159,91,2423,1952,6409,10932,8265,6421,4813,2438,1405,638,43273,Brisbane Inner - West
30301,10,7,35,59,83,250,571,679,372,2066,3,0,10,14,16,12,24,40,20,139,96,147,305,282,269,236,231,290,145,2001,1630,3410,6774,7308,6397,4969,2906,2212,974,36580,Carindale
30601,13,3,34,50,103,208,274,210,55,950,0,3,8,18,13,11,11,7,6,77,170,151,340,519,528,410,282,188,127,2715,1635,2256,5701,8014,7822,5624,2745,1032,358,35187,Cairns - North
30602,38,51,149,237,393,768,1097,746,340,3819,8,27,62,105,108,89,81,74,30,584,602,755,1607,1473,1393,1173,785,603,310,8701,3412,6093,14135,14524,12857,10208,5667,2855,1156,70907,Cairns - South
30603,33,33,56,99,235,521,818,657,238,2690,0,9,13,22,29,25,34,36,8,176,131,132,264,319,401,386,332,265,95,2325,1238,1720,3380,4164,5259,4565,3025,1702,541,25594,Innisfail - Cassowary Coast
30604,7,6,20,25,55,92,120,86,21,432,0,0,0,4,0,4,3,8,4,23,71,75,172,165,202,172,117,49,21,1044,312,568,1383,1680,1765,1485,902,341,107,8543,Port Douglas - Daintree
30605,29,21,48,107,204,557,1004,738,266,2974,10,12,14,16,25,38,36,51,18,220,139,117,256,374,423,458,438,419,204,2828,1194,1595,3395,4819,5526,5625,4185,2148,708,29195,Tablelands (East) - Kuranda
30908,10,13,30,46,114,190,297,290,157,1147,0,4,15,16,23,17,27,29,9,140,231,324,396,444,414,377,352,436,346,3320,1966,3699,6019,6254,5837,5082,3523,2070,909,35359,Robina
30909,18,37,59,104,166,289,452,424,215,1764,6,16,25,26,40,33,21,25,9,201,307,500,805,657,585,564,548,581,494,5041,2312,5208,8192,7460,7077,5954,4096,2558,1328,44185,Southport
30910,0,15,43,47,89,143,212,191,118,858,0,14,24,3,9,11,20,18,4,103,202,606,971,567,511,519,439,330,167,4312,1087,3668,6044,4479,4600,4655,3390,1796,742,30461,Surfers Paradise
31001,27,65,178,360,461,634,761,564,231,3281,15,29,102,192,239,183,98,92,37,987,370,646,1260,1201,907,617,515,418,288,6222,2566,4614,9662,9778,8248,5739,3618,2177,900,47302,Forest Lake - Oxley
31002,29,14,88,170,381,1141,1702,876,353,4754,6,0,16,16,34,32,32,23,6,165,229,294,531,683,657,628,560,443,213,4238,2054,2779,5792,7678,8411,7842,5271,2284,796,42907,Ipswich Hinterland
31003,48,67,206,294,435,1140,1924,1401,600,6115,10,15,20,47,88,79,57,29,15,360,360,383,739,873,792,646,682,673,351,5499,3895,6530,12571,13278,12615,9888,6430,3766,1435,70408,Ipswich Inner
31004,29,40,134,184,310,539,537,248,86,2107,6,8,49,77,87,67,44,25,14,377,302,316,605,643,532,382,280,156,50,3266,2874,5180,11541,10044,7765,5278,2533,936,250,46401,Springfield - Redbank
31101,3,11,19,34,70,183,318,226,137,1001,0,4,3,4,0,8,6,0,6,31,49,51,92,127,126,120,123,128,77,893,438,601,1252,1649,1723,1554,1165,636,273,9291,Beaudesert
31202,27,35,114,242,507,1368,2063,1407,466,6229,6,13,28,26,52,32,40,28,14,239,395,619,1355,1390,1512,1160,883,751,370,8435,4324,7263,15713,16587,17015,12341,6993,3840,1278,85354,Mackay
31203,3,6,17,30,62,131,212,146,59,666,0,3,6,4,3,11,7,3,0,37,94,242,481,360,329,213,127,98,37,1981,570,1295,2979,2934,2841,2304,1167,497,146,14733,Whitsunday
31301,10,16,35,58,137,446,944,634,250,2530,0,0,4,8,12,16,14,22,0,76,101,89,148,236,271,352,506,491,177,2371,883,1054,2161,3240,3768,5099,5254,2840,844,25143,Bribie - Beachmere
31302,35,50,110,164,276,614,900,515,225,2889,3,13,24,22,39,20,24,22,7,174,339,349,683,632,583,543,469,511,316,4425,2685,4313,8085,7839,7142,6190,3840,2084,866,43044,Caboolture
31303,3,6,17,37,68,193,312,177,67,880,0,0,6,4,0,6,5,6,3,30,75,151,278,237,161,130,104,51,11,1198,384,553,1246,1637,1641,1662,1079,409,132,8743,Caboolture Hinterland
31304,29,32,90,154,233,594,836,475,186,2629,0,6,15,21,23,4,19,14,9,111,246,216,412,523,510,429,433,348,138,3255,2514,3327,6738,8856,8092,6394,3884,1887,593,42285,Narangba - Burpengary
31305,19,27,86,133,233,586,1031,903,427,3445,3,6,7,33,42,16,32,28,10,177,194,195,375,506,527,541,598,641,382,3959,2057,2960,6010,7522,7778,7618,5543,3639,1562,44689,Redcliffe
31102,31,28,95,154,169,355,502,353,143,1830,7,10,18,33,26,22,12,11,3,142,238,240,417,421,386,350,337,281,109,2779,1701,2741,5400,4999,4648,4146,2760,1442,445,28282,Beenleigh
31103,25,48,141,196,391,716,762,417,151,2847,8,25,45,63,117,82,60,37,11,448,337,371,567,654,660,508,395,354,153,3999,3346,5413,10481,10100,9837,7120,3563,1675,543,52078,Browns Plains
31104,7,7,42,91,144,328,382,179,44,1224,0,3,8,15,28,30,16,7,6,113,135,100,196,317,338,245,168,86,25,1610,1503,1750,4035,6782,5652,3957,1906,579,145,26309,Jimboomba
31105,21,28,77,134,223,445,576,361,163,2028,3,8,27,43,50,39,36,19,9,234,217,212,444,414,420,443,397,378,244,3169,2286,4074,7735,7624,7193,6309,3532,1681,640,41074,Loganlea - Carbrook
31106,43,108,245,303,399,891,1029,489,252,3759,23,25,120,135,95,94,71,46,28,637,433,443,801,827,759,777,562,312,170,5084,3209,5514,11175,10411,9167,9017,4845,1790,729,55857,Springwood - Kingston
31201,13,18,36,70,181,473,485,301,116,1693,0,8,18,9,10,17,27,16,3,108,184,317,742,674,699,508,272,156,66,3618,1195,2350,5793,5518,5123,3685,1726,822,266,26478,Bowen Basin - North
31502,49,48,114,142,251,493,467,232,55,1851,3,9,17,19,22,54,47,29,14,214,305,384,805,725,674,476,290,169,41,3869,1390,2615,5737,4856,4503,3073,1571,644,151,24540,Outback - North
31503,18,25,60,91,213,428,517,337,107,1796,3,0,5,4,10,28,28,27,5,110,61,56,160,189,204,214,197,195,62,1338,693,1155,2555,2608,2933,2422,1587,912,270,15135,Outback - South
31601,16,8,20,29,52,184,395,419,265,1388,0,0,8,12,7,6,6,8,3,50,102,95,164,259,252,232,276,371,229,1980,1797,2534,4280,6276,6672,5087,3994,2830,1248,34718,Buderim
31602,16,25,61,93,184,481,1111,1058,471,3500,0,0,11,9,18,16,23,30,7,114,164,135,355,507,506,506,671,809,493,4146,2061,3211,7084,9416,9253,8937,7832,5086,1983,54863,Caloundra
31603,11,10,22,55,109,283,549,493,260,1792,4,5,19,12,20,8,15,6,0,89,150,278,458,474,466,463,483,488,301,3561,1620,3527,6898,7003,7014,6899,4697,2728,1085,41471,Maroochy
31604,13,19,52,102,201,457,775,616,275,2510,5,0,9,17,33,11,22,10,0,107,176,136,284,403,513,477,530,424,339,3282,1797,2356,5307,7933,9214,8293,5490,2700,1045,44135,Nambour - Pomona
31605,4,6,18,33,50,161,271,267,160,970,3,8,4,10,12,7,4,11,6,65,116,85,203,311,352,334,364,371,285,2421,953,1382,3006,4926,5335,5338,4154,2241,966,28301,Noosa
31606,10,16,38,80,126,350,730,465,164,1979,0,6,8,7,17,14,4,13,11,80,187,98,217,413,443,399,384,284,187,2612,1445,1751,3893,6463,7147,6976,4917,2114,698,35404,Sunshine Coast Hinterland
31701,59,90,229,362,576,1614,2876,2196,873,8875,12,19,79,96,102,96,57,55,18,534,491,524,1019,1026,1068,1052,1086,1282,875,8423,5445,9249,17191,18156,18456,15675,11023,6888,2759,104842,Toowoomba
31801,37,30,95,160,289,844,1268,1015,396,4134,0,3,7,15,26,24,49,38,22,184,148,113,259,382,478,416,498,491,239,3024,1487,2038,4349,5496,6021,5751,4149,2512,898,32701,Charters Towers - Ayr - Ingham
31802,53,67,226,358,667,1409,2142,1514,595,7031,7,24,40,70,86,73,69,51,21,441,883,1287,2208,2130,1989,1538,1131,991,553,12710,7945,14523,25764,25230,23469,17888,10038,5203,1852,131912,Townsville
31901,38,42,172,240,451,1368,2379,1618,603,6911,0,14,20,37,49,46,54,46,9,275,296,326,549,681,825,848,1093,1068,521,6207,2916,4119,8197,10143,11722,11764,9623,5285,1797,65566,Bundaberg
31902,32,29,85,175,344,1096,1634,1027,384,4806,3,3,14,17,19,31,47,21,10,165,131,115,211,396,454,546,683,497,264,3297,1463,2058,4288,5765,6551,7166,5337,2516,891,36035,Burnett
31903,19,29,86,143,225,718,1247,759,262,3488,3,6,8,14,20,25,29,24,6,135,172,116,262,355,456,491,586,501,288,3227,1429,1848,4197,5559,6633,6796,5153,2408,809,34832,Gympie - Cooloola
31904,17,28,78,136,225,645,1272,904,301,3606,3,4,11,26,22,22,29,25,11,153,152,131,282,351,426,502,768,688,358,3658,1704,2209,4497,6200,6968,7562,6995,3763,1218,41116,Hervey Bay
31905,21,25,73,140,243,746,1173,778,291,3490,0,3,13,23,29,38,30,21,6,163,151,187,393,486,483,565,569,474,242,3550,1292,1789,3802,5142,5986,6809,5063,2387,854,33124,Maryborough
39797,0,3,0,0,0,12,6,6,3,30,0,0,0,0,0,0,0,3,0,3,0,6,10,11,18,16,12,7,3,83,10,55,63,60,75,72,53,40,9,437,Migratory - Offshore - Shipping (Qld)
