sa3_name16,sa3_code16,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot
Gold Coast - North,30903,0,3,14,16,56,59,273,142,16,13,23,15,22,15,14,684,0,3,3,9,0,17,13,18,9,7,3,9,11,3,5,116,0,0,0,3,10,22,33,43,13,14,5,16,14,10,12,199,0,0,0,10,0,8,17,3,0,0,0,0,0,0,0,34,0,0,0,36,14,17,5,4,0,10,0,3,3,0,3,100,11,322,676,988,466,459,605,498,79,71,56,69,54,45,147,4543,0,4,4,34,28,38,36,50,15,20,24,3,16,11,7,291,0,0,0,5,33,18,11,19,6,11,7,8,5,3,4,126,0,0,3,5,17,14,43,37,0,0,6,0,3,3,3,131,6,66,152,365,285,410,622,392,71,129,99,142,108,75,93,3017,40,785,1313,2143,2056,2873,3963,3214,652,691,671,724,578,372,654,20730
Gold Coast Hinterland,30904,0,0,4,8,18,6,56,30,0,0,8,0,0,0,0,141,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,5,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,186,319,179,169,264,191,25,7,27,21,11,4,53,1537,0,0,7,13,24,21,22,17,3,3,0,0,4,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,11,3,0,0,0,0,0,0,0,34,4,16,47,103,72,45,48,42,3,3,6,14,5,3,23,428,10,175,357,641,651,587,732,460,71,25,71,57,41,21,155,4071
Ipswich Hinterland,31002,0,0,7,8,11,9,51,38,0,3,3,0,0,0,7,138,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,12,9,8,3,3,7,0,3,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,3,191,484,836,239,189,178,111,6,15,4,9,19,14,102,2391,0,7,3,31,12,11,23,11,8,5,0,0,3,0,3,118,0,0,0,0,19,35,5,11,0,3,3,0,3,0,12,100,0,0,0,0,18,8,17,4,4,0,0,0,0,0,3,58,3,23,81,144,93,81,84,55,12,16,7,8,29,26,62,720,15,408,787,1325,906,803,847,482,90,79,63,55,125,89,387,6466
Ipswich Inner,31003,0,0,7,26,32,33,154,148,21,18,9,16,8,3,9,482,0,3,3,0,0,7,15,32,5,18,3,0,8,0,5,108,0,0,0,3,11,19,26,22,5,0,5,8,5,4,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,4,0,0,0,0,0,0,3,20,16,242,578,1178,436,308,355,266,33,38,33,21,9,15,129,3652,0,3,13,29,13,31,62,55,7,6,4,14,8,0,13,256,0,0,0,6,39,32,11,18,3,8,0,0,3,0,7,129,0,0,3,0,11,9,20,38,3,0,4,0,5,0,3,104,0,24,81,238,196,273,387,312,52,88,47,72,75,27,82,1959,21,524,1012,1982,1546,1564,2283,2136,378,460,311,338,268,168,522,13511
Springfield - Redbank,31004,0,0,5,14,40,25,184,242,28,21,24,25,5,8,10,634,0,0,0,5,8,32,41,55,32,21,0,6,12,0,3,218,0,0,0,3,18,21,30,31,9,0,3,7,5,3,4,136,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,6,3,4,3,0,0,3,0,0,0,0,0,20,3,94,400,973,405,372,378,562,101,90,45,53,37,17,64,3587,0,0,4,29,9,25,52,48,8,16,13,14,11,7,4,244,0,0,0,23,302,316,119,110,19,33,17,18,15,10,30,1008,0,0,0,0,10,3,58,89,4,3,6,3,7,7,0,199,0,26,53,289,529,851,1499,1375,252,336,311,258,245,160,177,6350,5,312,676,1758,2120,3059,5123,5931,1157,1362,1155,909,826,438,701,25518
Beaudesert,31101,0,0,0,0,4,3,12,11,3,4,0,4,0,0,0,44,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,166,53,42,36,36,6,3,0,0,5,0,27,521,0,0,0,3,4,0,0,4,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,11,0,3,16,44,16,21,15,12,0,0,3,0,0,0,27,156,7,80,155,289,200,203,230,171,33,16,30,21,19,8,96,1553
Robina,30908,0,3,8,19,30,53,341,204,17,30,24,23,33,23,14,825,0,0,3,7,11,15,26,12,0,10,3,3,9,4,10,120,0,0,0,0,8,28,36,40,3,10,3,11,18,6,7,180,0,0,0,11,5,5,3,0,0,0,0,0,0,0,0,30,0,0,0,16,5,8,5,3,0,0,0,0,0,3,0,38,11,175,287,481,279,322,542,470,82,87,56,82,62,30,110,3069,0,3,5,17,21,21,59,32,6,7,9,11,27,22,8,262,0,0,0,0,32,12,10,4,0,3,0,0,0,0,3,82,0,0,0,3,11,10,30,25,3,0,0,4,3,0,4,90,3,65,121,241,146,288,479,304,83,62,79,104,130,43,65,2201,22,473,719,1240,1308,2294,3787,2731,548,535,508,651,722,386,592,16536
Southport,30909,0,0,9,18,42,41,187,103,12,10,12,20,13,5,0,472,0,3,0,6,11,10,10,27,7,0,0,0,16,8,8,106,0,0,0,6,11,24,52,48,6,10,20,23,18,4,14,230,0,0,0,7,0,0,3,0,0,0,0,3,0,0,0,15,0,0,0,11,11,4,6,0,0,3,0,0,0,0,0,39,16,225,406,595,295,282,393,336,49,42,46,58,42,31,126,2943,0,3,8,21,17,49,53,31,7,14,13,13,15,11,6,256,0,0,0,5,20,23,8,29,16,12,24,22,15,14,7,202,0,0,0,0,9,11,25,41,0,0,0,0,0,8,0,91,9,66,132,290,246,380,616,437,91,134,182,201,184,137,110,3213,36,551,893,1507,1656,2400,3944,3283,678,782,926,1027,1034,672,822,20218
Surfers Paradise,30910,0,0,8,18,41,56,136,98,14,23,6,6,12,13,3,431,0,0,3,8,11,8,8,7,4,0,0,0,0,0,0,58,0,0,0,3,10,19,41,72,7,14,12,18,32,11,15,252,0,0,3,11,0,5,10,0,0,0,0,0,0,0,0,29,0,0,6,16,7,4,3,0,0,0,6,0,0,0,0,41,8,159,313,420,250,267,277,208,38,54,58,82,81,62,73,2337,0,5,8,28,22,28,41,31,8,7,9,16,9,16,13,240,0,0,0,3,30,28,3,14,0,9,3,5,3,3,3,109,0,0,3,0,3,8,11,12,0,3,0,0,0,0,0,46,9,92,107,246,158,275,330,375,101,147,237,338,464,362,293,3534,38,594,923,1237,1305,1760,2254,2317,470,591,743,1028,1072,926,1029,16279
Forest Lake - Oxley,31001,0,0,4,11,22,46,199,101,28,27,3,11,12,0,16,474,0,0,0,8,18,117,129,189,47,56,40,12,15,11,3,641,0,0,0,3,6,31,31,21,8,6,0,3,9,3,8,131,0,0,0,14,3,12,5,0,0,3,0,0,0,0,3,36,0,0,0,4,0,0,3,3,0,0,0,4,0,0,0,20,6,141,360,673,239,205,273,210,28,37,20,14,0,3,107,2309,0,3,11,21,22,14,35,30,8,3,12,12,3,0,14,194,3,0,0,71,1477,2047,893,954,154,162,263,149,143,75,254,6649,0,0,3,3,11,9,60,53,0,0,0,3,3,0,3,150,5,38,62,303,284,690,1333,1448,313,274,356,316,325,170,286,6203,21,451,658,1454,2732,4474,5080,5686,1069,1031,1207,904,862,455,1270,27345
Beenleigh,31102,0,3,0,12,30,28,73,30,5,9,4,0,3,3,3,195,0,0,3,6,0,0,9,9,0,0,0,0,0,0,0,31,0,0,0,0,4,11,15,27,12,6,0,3,4,3,0,83,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,3,10,17,25,13,3,0,8,0,3,0,9,95,9,110,338,696,295,210,202,131,16,15,3,17,9,3,55,2098,0,0,4,11,3,7,17,19,3,6,0,0,8,0,0,77,0,0,0,0,9,4,6,66,3,4,3,3,3,0,3,103,0,0,0,0,7,8,19,9,0,0,0,0,0,0,0,55,0,28,78,200,161,248,251,369,49,46,43,42,26,18,46,1601,15,276,588,1178,1146,1415,1700,1733,299,361,284,249,205,94,328,9871
Browns Plains,31103,0,0,5,23,39,44,152,82,20,10,10,13,4,0,3,406,0,0,0,7,0,14,20,19,8,12,3,0,9,0,3,103,0,0,0,0,22,135,47,53,14,10,4,3,5,0,6,302,0,0,0,9,11,4,17,4,0,0,0,0,0,0,0,48,0,0,0,0,3,3,3,9,0,0,3,0,0,0,6,27,4,145,483,971,406,303,216,148,17,17,14,8,21,0,95,2867,0,4,4,17,12,15,27,21,3,8,4,3,10,4,7,140,0,0,0,7,99,112,55,39,9,6,8,10,7,3,12,369,0,0,0,0,13,13,31,39,3,0,7,0,3,4,3,119,0,27,125,450,443,1088,1356,1186,169,152,202,159,148,76,126,5711,21,394,896,1988,2031,3396,4616,4522,686,857,809,614,574,282,682,22366
Jimboomba,31104,0,0,0,13,19,31,94,81,7,3,7,0,0,0,0,257,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,50,11,6,4,5,0,4,3,0,3,90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,94,308,722,353,255,330,300,9,45,21,20,11,0,75,2542,0,6,4,16,14,8,15,16,3,0,3,0,0,0,7,88,0,0,0,0,29,27,10,5,0,0,0,0,0,0,7,92,0,0,0,0,8,3,19,22,0,3,0,0,0,0,3,62,0,21,45,172,171,212,133,103,22,17,13,12,10,4,40,984,3,199,528,1204,1200,1245,1398,975,158,144,100,88,63,50,260,7607
Loganlea - Carbrook,31105,0,0,5,29,85,67,226,105,20,4,14,3,8,0,13,583,0,0,3,22,10,17,18,38,3,12,3,0,0,3,0,118,0,0,0,0,4,29,26,29,4,4,3,0,6,3,14,129,0,0,0,6,0,4,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,12,156,484,966,515,399,395,289,22,23,23,14,19,3,87,3410,0,0,4,23,18,25,21,38,8,4,4,3,3,3,3,164,0,0,0,4,36,37,11,23,3,3,7,3,5,0,7,138,0,0,0,0,28,9,58,33,5,3,3,4,0,3,3,144,9,44,90,330,340,479,635,526,101,91,110,88,79,79,96,3099,26,401,869,1752,1978,2367,3178,2692,472,475,517,386,333,300,553,16305
Springwood - Kingston,31106,0,0,3,29,64,54,224,99,3,18,7,6,3,7,7,526,0,0,3,23,11,33,25,34,16,60,39,19,4,3,3,280,0,0,0,0,18,46,35,170,49,28,32,22,25,29,20,467,0,0,0,5,4,9,3,0,0,0,0,0,0,0,3,28,0,0,0,5,0,7,8,15,0,0,0,0,3,0,0,40,17,156,432,843,384,234,234,189,25,22,9,13,23,18,76,2676,0,7,3,24,17,12,43,20,3,7,5,4,10,7,3,162,0,0,0,4,77,78,27,38,10,5,16,20,11,5,12,306,0,0,5,5,25,15,85,21,9,0,0,3,4,0,4,166,6,32,142,429,509,1040,1556,1616,412,417,694,384,375,339,239,8187,32,411,895,1871,2298,3324,5128,5051,982,1143,1643,1014,871,713,805,26173
Bowen Basin - North,31201,0,0,3,3,3,7,63,118,14,16,0,3,5,0,3,248,0,0,0,3,0,3,4,5,4,12,0,0,5,0,0,45,0,0,0,0,3,9,12,16,3,0,9,9,0,8,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,4,61,124,211,80,68,72,94,18,19,7,8,21,16,46,844,0,0,7,11,0,5,8,17,3,3,4,0,3,3,0,69,0,0,0,0,4,10,10,13,3,0,0,3,0,0,0,48,0,0,0,0,4,6,26,28,4,3,0,0,0,0,0,72,0,11,26,73,53,54,65,80,23,31,21,21,66,17,75,617,3,153,264,476,476,494,665,818,211,212,161,176,240,115,294,4772
Mackay,31202,0,0,3,9,35,27,298,511,75,53,20,26,11,4,16,1095,0,0,0,0,5,3,9,53,5,10,0,3,0,4,0,100,0,0,0,0,13,10,29,45,15,6,11,20,11,7,8,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,203,437,602,270,232,273,386,81,69,37,31,22,18,77,2751,0,6,11,26,20,15,42,41,7,7,12,9,3,3,8,212,0,0,0,0,5,7,4,13,4,7,4,10,6,0,3,69,0,0,8,3,18,5,124,156,11,19,0,11,0,3,3,362,8,36,100,202,112,126,187,365,53,62,46,40,29,28,54,1448,42,643,930,1332,1249,1130,1902,3203,686,704,414,405,291,171,373,13477
Whitsunday,31203,0,0,5,4,6,36,40,28,12,10,4,12,5,0,12,175,0,0,0,5,0,3,0,6,0,0,3,0,0,0,0,21,0,0,0,0,0,3,12,23,8,3,11,7,6,3,5,76,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,81,160,270,147,128,143,121,27,31,33,40,54,22,43,1294,0,0,3,7,6,14,17,10,3,7,10,11,4,0,3,96,0,0,0,0,0,6,0,6,6,3,0,0,3,0,0,27,0,0,0,0,4,3,13,10,3,3,3,4,0,0,3,46,4,11,35,72,45,50,63,68,26,27,28,41,45,32,36,592,7,181,292,498,437,412,572,575,152,175,178,242,259,151,234,4357
Bribie - Beachmere,31301,0,0,8,21,34,19,52,29,4,3,8,0,3,0,0,173,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,3,0,9,5,0,0,0,0,6,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,262,473,661,304,210,212,227,49,29,20,16,22,13,83,2585,0,3,3,17,9,7,11,19,4,0,0,3,3,0,3,89,0,0,0,4,3,4,0,3,3,3,0,0,0,0,3,18,0,0,0,0,11,3,8,3,0,0,0,0,0,0,0,23,6,42,58,132,74,47,58,64,15,10,9,10,11,6,17,558,29,540,750,1150,835,698,746,584,123,109,80,67,80,37,189,6016
Caboolture,31302,0,0,6,15,22,26,93,74,9,3,9,12,6,3,6,282,0,0,3,3,0,12,4,5,0,0,0,0,0,0,0,32,0,0,0,0,5,15,28,29,7,3,0,0,4,0,3,94,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,175,464,762,283,226,297,272,33,28,23,20,21,16,85,2714,0,3,7,32,14,16,34,26,5,5,7,4,7,3,6,155,0,0,0,0,14,33,25,24,3,0,6,4,0,0,6,115,0,0,0,0,8,5,24,26,0,0,5,0,0,0,3,73,0,31,76,220,148,153,271,197,59,52,48,68,127,144,163,1761,13,417,773,1343,1206,1349,1750,1681,369,324,271,281,401,336,530,11068
Caboolture Hinterland,31303,0,0,3,3,3,5,12,3,0,0,0,0,0,0,3,39,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,103,150,56,39,47,55,5,0,0,0,3,0,44,546,0,0,0,8,8,5,12,3,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,22,28,12,8,26,15,4,5,20,3,3,3,39,193,8,84,168,253,200,155,163,223,80,52,68,46,68,54,220,1841
Narangba - Burpengary,31304,0,0,10,5,25,27,155,162,32,22,7,11,14,15,4,486,0,3,6,10,5,12,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,4,14,13,0,0,5,4,6,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,176,483,823,343,332,430,600,77,65,55,17,36,11,83,3528,0,3,9,20,16,26,22,17,8,7,5,3,3,0,5,138,0,0,0,0,9,6,3,8,0,0,0,3,0,0,3,38,0,0,0,3,14,9,23,16,3,0,0,0,0,3,0,71,6,22,85,177,149,185,273,152,32,67,26,19,42,21,40,1292,21,394,796,1412,1231,1462,2029,1828,351,377,229,163,210,77,311,10893
Redcliffe,31305,0,0,6,30,35,45,117,122,12,21,6,14,9,7,12,440,0,5,19,27,15,4,21,5,0,0,4,0,3,11,0,119,0,0,0,0,6,12,26,23,0,5,3,0,6,0,5,102,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,12,295,707,1041,405,409,436,524,62,74,48,34,32,25,157,4256,0,8,12,24,16,32,46,20,9,6,9,3,11,0,3,196,0,0,0,0,26,22,11,9,4,4,0,3,3,3,5,82,0,0,5,5,13,17,15,16,3,3,0,0,0,0,3,76,0,53,111,248,197,196,265,203,52,65,49,44,44,18,48,1576,32,609,1147,1868,1498,1693,2109,1985,392,406,337,245,221,128,490,13154
The Hills District,31401,0,0,17,24,55,86,562,479,51,60,41,27,15,17,18,1454,0,4,3,24,12,26,12,15,3,0,0,0,0,0,3,107,0,0,0,4,6,12,24,17,11,6,4,0,6,0,10,98,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,13,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,11,7,197,439,874,478,553,1074,983,128,108,112,56,61,19,99,5184,0,5,3,43,33,41,63,62,10,14,7,15,14,4,10,317,0,0,0,0,8,8,11,12,0,3,0,3,3,0,0,56,0,0,0,6,36,23,78,67,7,9,0,0,0,3,0,228,3,33,104,289,218,244,338,299,58,47,39,29,26,17,34,1767,12,466,838,1769,1677,2012,3468,2979,427,440,339,256,227,107,295,15308
North Lakes,31402,0,0,3,6,42,45,274,569,96,86,98,68,58,46,30,1418,0,0,3,16,13,13,34,49,12,5,3,7,0,3,0,158,0,0,0,0,0,6,33,39,7,3,6,8,3,0,6,119,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,15,11,116,376,645,351,332,570,1109,158,180,134,84,85,38,92,4279,0,0,3,14,9,22,58,56,15,7,16,4,3,3,3,221,0,0,0,3,14,15,6,16,3,3,0,4,0,0,3,65,0,0,0,3,5,6,52,123,15,11,14,9,17,7,3,271,5,23,55,223,162,273,395,616,113,114,68,47,85,45,48,2271,25,277,613,1202,1139,1806,3257,5166,1030,972,774,592,564,368,458,18248
Strathpine,31403,0,0,3,5,23,29,99,97,14,16,13,12,3,0,8,324,0,0,3,7,0,3,16,11,3,4,0,0,0,0,0,56,0,0,0,3,0,6,10,40,9,0,4,10,4,4,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,94,253,394,212,172,192,196,32,24,16,7,9,3,50,1656,0,0,3,13,12,10,20,9,3,0,3,9,0,0,3,82,0,0,0,0,3,3,3,15,7,3,0,0,7,0,0,34,0,0,0,0,11,10,20,31,3,0,3,0,0,0,0,85,0,13,45,91,112,149,190,195,13,23,32,26,10,32,36,977,7,213,407,738,767,1010,1364,1346,211,231,209,151,130,162,217,7164
Far North,31501,0,0,4,3,9,5,25,24,0,6,4,16,3,0,3,102,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,3,15,11,4,3,6,0,0,3,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,128,184,73,68,66,40,8,14,8,5,16,14,30,712,0,0,3,12,3,13,13,11,5,0,3,3,3,3,3,78,0,0,0,0,0,3,0,7,0,0,0,3,0,0,3,16,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,23,0,13,47,123,91,82,84,52,23,19,3,27,21,9,115,704,4,156,345,495,367,340,344,315,86,77,48,78,80,51,263,3045
Outback - North,31502,0,0,0,9,8,11,35,44,8,52,20,5,3,7,5,187,0,0,0,0,4,3,3,15,0,6,7,4,10,0,3,55,0,0,0,0,4,5,0,10,3,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,33,109,190,66,58,59,57,14,10,19,11,14,6,30,673,0,7,0,4,3,7,13,6,0,0,0,7,3,3,3,58,0,0,0,0,3,0,3,8,0,0,0,0,0,0,3,17,0,0,0,0,0,6,3,36,13,9,3,4,0,0,0,77,0,25,78,75,38,48,49,102,36,43,33,17,14,14,15,599,7,159,279,408,343,429,540,848,233,302,214,155,125,88,166,4291
Toowoomba,31701,0,0,18,22,52,41,299,285,32,42,17,22,18,18,13,871,0,0,3,6,0,29,35,96,9,29,22,21,41,29,8,323,0,0,0,0,0,17,26,27,3,0,13,3,8,0,5,117,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,3,15,0,0,0,0,0,0,0,33,20,322,610,952,370,237,317,302,42,51,54,43,48,20,113,3507,0,10,18,83,29,32,64,61,9,16,24,15,13,14,14,396,0,0,0,9,9,14,17,31,8,3,5,9,7,12,4,128,0,0,5,7,57,37,236,126,12,6,7,13,5,11,0,509,15,44,116,259,170,179,690,935,190,292,382,300,395,263,198,4431,59,707,1111,1842,1450,1422,2883,3535,640,800,1097,981,1175,763,689,19162
Maryborough,31905,0,0,3,10,12,7,34,23,11,3,0,0,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,5,0,0,0,5,7,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,194,372,595,208,119,80,59,5,4,11,16,6,13,75,1758,0,0,0,16,12,12,22,10,0,0,3,0,0,0,0,85,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,15,0,0,0,3,6,5,13,3,0,0,0,0,0,0,0,37,7,23,73,109,57,39,37,30,0,6,3,5,8,0,35,438,13,383,640,989,699,526,452,313,53,47,46,61,49,31,245,4554
Adelaide City,40101,0,0,3,17,10,15,36,26,3,8,4,0,3,3,7,141,0,0,0,0,5,7,18,12,3,7,5,3,16,19,0,95,0,0,0,0,9,9,15,18,3,15,7,9,5,12,7,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,17,4,82,252,302,111,115,134,111,21,25,28,27,40,58,65,1373,0,0,3,19,15,12,28,27,7,5,8,6,29,11,9,185,0,0,0,0,33,20,7,24,10,12,20,29,29,22,16,225,0,0,0,0,0,6,8,12,3,0,0,0,0,6,0,31,7,40,32,68,41,120,153,192,41,115,116,162,265,134,116,1597,21,262,496,563,381,589,888,1316,363,602,847,1242,1562,996,602,10729
Adelaide Hills,40102,0,0,14,25,30,29,126,128,9,24,25,3,3,5,6,422,0,0,3,4,6,3,3,26,6,0,0,0,0,0,4,57,0,0,0,0,0,7,28,10,3,0,3,4,8,0,3,74,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,10,323,1104,1603,473,460,608,567,54,97,64,37,19,15,164,5590,0,3,13,45,33,42,78,39,12,18,5,3,8,4,3,302,0,0,0,7,12,0,19,38,0,4,0,3,6,0,3,91,0,0,5,3,4,5,22,7,0,0,0,0,0,0,0,48,0,107,99,162,112,100,170,125,19,22,20,14,20,13,31,1025,30,874,1744,2206,1075,1017,1497,1304,137,242,183,114,114,71,317,10926
