gml_id,sa3_code16,tot_mgr,tot_pfn,tot_tch_trwk,tot_co_pswk,tot_cl_adwk,tot_sal,tot_mchop,tot_lab,tot_inad_ns,tot_to,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f32,"31103","2796","3409","5473","3754","5055","3389","4978","4668","656","34165",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f31,"31104","2342","2569","4109","2131","3525","2019","2253","2417","365","21737",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f30,"31105","2698","4050","4403","3027","4206","2804","2365","3050","448","27058",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2f,"31106","2684","5296","4584","3383","4488","2809","3059","4176","620","31098",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2e,"31201","2230","2005","4172","1151","1499","924","4855","2611","275","19724",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2d,"31202","5485","7451","9768","4624","6257","4866","6060","5457","885","50861",Mackay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2c,"31203","1788","1708","2007","1454","1258","1148","939","1429","166","11889",Whitsunday
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2b,"31301","1077","1476","1657","1356","1338","1213","834","1310","191","10453",Bribie - Beachmere
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f2a,"31302","2319","2754","4334","3333","3395","2879","2589","4583","521","26715",Caboolture
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f29,"31303","670","533","761","552","588","436","475","975","84","5070",Caboolture Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f28,"31304","2618","3559","4707","3325","4206","3022","2331","3333","460","27561",Narangba - Burpengary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f27,"31305","2576","4019","3729","3085","3692","2438","1673","2871","456","24545",Redcliffe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f26,"31401","6118","10598","6140","4916","7365","3987","1725","2693","615","44158",The Hills District
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f25,"31402","3662","5597","4915","4269","5365","3695","2428","3149","518","33604",North Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f24,"31403","1423","2389","2783","2205","2952","1717","1450","1975","298","17198",Strathpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f23,"31501","1825","2071","2049","1635","1326","604","1290","1692","317","12809",Far North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f22,"31502","1798","2318","3060","1442","1592","888","2357","1856","314","15634",Outback - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f21,"31701","7110","12943","9818","7602","9116","6319","4166","8019","802","65895",Toowoomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f20,"31905","1488","1907","2068","1972","1960","1411","1197","1845","228","14078",Maryborough
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1f,"40101","2037","4304","871","1287","1361","901","195","519","169","11636",Adelaide City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1e,"40102","5118","8548","4867","3938","4449","3079","1525","3083","447","35040",Adelaide Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1d,"40105","2261","5959","1494","1842","2198","1393","365","1020","247","16769",Norwood - Payneham - St Peters
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1c,"40107","2800","6977","1363","1806","2244","1581","292","902","254","18213",Unley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1b,"40201","1675","2148","2451","1957","2101","1548","1278","1965","269","15398",Gawler - Two Wells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f1a,"40202","2894","3176","4879","4479","4008","3530","3664","5210","628","32482",Playford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f19,"40203","2741","6625","3731","3529","3943","2595","1735","3542","481","28917",Port Adelaide - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f18,"40204","4867","7318","8415","7549","7834","5816","5464","8397","1060","56725",Salisbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f17,"40205","4681","8535","6751","5446","7580","4657","2415","3921","626","44609",Tea Tree Gully
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f16,"40303","4029","10058","2965","3259","3952","2561","652","1957","359","29779",Mitcham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f15,"40304","7364","11998","12313","10193","10872","8206","4262","8021","1060","74285",Onkaparinga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f14,"40401","5741","10702","6384","5781","7660","5045","2814","4553","757","49445",Charles Sturt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f13,"40402","2387","4417","3515","3367","3404","2258","1892","3137","449","24829",Port Adelaide - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f12,"40103","3214","7820","1313","1825","2546","1683","292","861","271","19836",Burnside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f11,"40104","2637","5737","2876","2525","3478","2492","882","1965","368","22954",Campbelltown (SA)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f10,"40403","3299","6923","3554","3636","4369","2862","1350","2710","432","29139",West Torrens
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0f,"40501","2568","2277","2473","1729","1901","1302","1271","2769","219","16514",Barossa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0e,"40502","2139","1117","1201","881","937","649","742","1573","153","9395",Lower North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0d,"40503","1833","1473","1540","1288","1052","978","1039","1380","179","10758",Mid North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0c,"40504","1649","1061","1278","1030","902","882","656","1309","137","8905",Yorke Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0b,"40601","4149","3445","3685","2653","2537","2258","2267","3155","479","24623",Eyre Peninsula and South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f0a,"40602","1430","1928","2345","1554","1177","852","1733","1508","264","12798",Outback - North and East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f09,"40701","2914","2635","2768","2474","2125","1804","1046","2489","266","18529",Fleurieu - Kangaroo Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f08,"40702","4996","3656","3963","2962","3071","2971","2471","4927","417","29438",Limestone Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f07,"40703","5107","3022","3676","3075","2780","2586","2191","5935","472","28846",Murray and Mallee
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f06,"50101","3200","3487","3917","2482","2388","2330","1278","2952","304","22337",Augusta - Margaret River - Busselton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f05,"50102","4249","6320","8178","4582","5011","4182","4329","5834","712","43404",Bunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f04,"50103","1966","1219","1403","860","970","780","919","1448","161","9724",Manjimup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f03,"50201","3315","4898","6854","4322","4115","3756","3540","4010","615","35431",Mandurah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f02,"50301","5416","12934","1601","2711","3258","2316","384","1110","495","30217",Cottesloe - Claremont
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f01,"50302","8614","20748","5137","5121","6426","3903","1236","3339","765","55287",Perth City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f00,"50401","4398","9266","5806","4349","5615","3385","2192","3346","645","38989",Bayswater - Bassendean
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eff,"50402","2132","3546","3141","2004","2580","1661","1355","1660","344","18415",Mundaring
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5efe,"50403","6028","8423","10273","7185","8960","6049","5501","6252","1004","59671",Swan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5efd,"50501","9796","18235","12084","8312","11807","7738","2969","5381","1176","77502",Joondalup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5efc,"50502","11467","24074","12504","9763","12516","8407","4184","7610","1424","91950",Stirling
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5efb,"50503","8593","13322","16082","10385","12488","9031","5877","9341","1515","86643",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5efa,"50601","3266","5623","6107","4058","5127","3478","3583","3634","545","35421",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef9,"50602","3808","8091","5208","3803","4659","2850","2208","3301","570","34478",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef8,"50603","4153","10204","5812","4840","5602","3933","2562","4373","696","42174",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef7,"50604","4344","7982","8995","5791","7347","5155","5143","6236","947","51931",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef6,"50605","2943","4522","4580","2743","4217","2363","2430","2273","406","26474",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef5,"50606","1281","1499","2585","1350","1820","1120","1436","1225","203","12529",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef4,"50607","3127","7179","1949","1952","2729","1639","564","1089","294","20518",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef3,"50701","5347","9960","8561","5187","7212","4504","3134","4467","852","49218",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef2,"50702","2581","6257","1965","1806","1914","1275","580","1013","295","17686",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef1,"50703","1275","2314","2916","1922","2155","1608","1753","2005","306","16259",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ef0,"50704","6963","14672","5044","4461","6760","4417","1465","2810","652","47241",Melville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eef,"50705","4869","7202","10580","7011","6743","5279","4615","5667","966","52937",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eee,"50901","4559","3738","3741","2866","2689","2251","1661","3526","390","25431",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eed,"50902","5206","2571","3807","2130","2639","1585","2583","3307","380","24203",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eec,"50903","2619","1057","1427","734","846","492","1090","1165","161","9586",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eeb,"51001","2577","3817","2427","2426","2222","1093","886","1773","431","17649",Kimberley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eea,"51002","1462","2299","5436","969","1309","585","4582","1912","351","18893",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee9,"51003","2210","3535","9408","1375","2133","766","4917","4138","537","29005",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee8,"51101","1285","928","1146","576","771","601","792","966","112","7168",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee7,"51102","1036","885","934","612","708","392","374","769","124","5842",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee6,"51103","1824","3008","4750","1733","1987","1317","4327","1997","375","21319",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee5,"51104","3540","3690","4258","2467","2781","1998","2748","2934","464","24881",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee4,"60101","626","606","1106","978","995","785","613","980","130","6819",Brighton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee3,"60102","2689","5023","3225","2978","3802","2309","890","1967","391","23285",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee2,"60103","1728","2745","3371","3139","3313","2473","1633","2851","433","21686",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee1,"60104","1890","3879","1978","1754","2215","1372","441","1152","235","14912",Hobart - South and West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ee0,"60105","3377","9086","2272","2931","3138","1920","445","1352","383","24903",Hobart Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5edf,"60106","822","960","1143","889","1044","750","459","778","124","6973",Sorell - Dodges Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ede,"60201","3690","7264","4584","4470","4498","4007","2149","3648","525","34823",Launceston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5edd,"60202","1435","1289","1345","1060","995","754","788","1159","154","8980",Meander Valley - West Tamar
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5edc,"60203","2279","1719","2144","1459","1486","1381","1341","2179","264","14247",North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5edb,"60301","711","458","729","554","473","376","469","738","108","4613",Central Highlands (Tas.)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eda,"60302","1052","1260","1135","832","903","547","472","1081","140","7432",Huon - Bruny Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed9,"60303","441","296","363","286","238","194","141","440","37","2433",South East Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed8,"60402","2035","2572","2730","2231","1986","1906","1408","2505","305","17680",Devonport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed7,"60403","1414","804","1043","668","656","515","824","1550","162","7644",West Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed6,"70101","3030","4431","2756","1964","2281","1058","568","1178","304","17576",Darwin City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed5,"70102","3015","6326","3944","3422","3858","2214","1435","2513","595","27316",Darwin Suburbs
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed4,"70103","1515","1528","3778","1182","1712","691","1190","1467","270","13330",Litchfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed3,"40106","2063","4476","1296","1280","1907","1214","439","934","188","13806",Prospect - Walkerville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed2,"40301","2450","4475","1668","1983","2382","1526","423","976","213","16098",Holdfast Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed1,"40302","4279","9465","5758","5787","6291","4225","1776","3714","587","41888",Marion
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ed0,"60401","1955","2734","2876","2350","2277","2051","1546","2560","334","18667",Burnie - Ulverstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ecf,"70104","1776","2361","3162","2381","2843","1394","1236","1515","379","17053",Palmerston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ece,"70202","259","404","239","355","227","88","89","353","63","2078",Barkly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ecd,"70203","660","1164","616","742","502","230","334","581","255","5091",Daly - Tiwi - West Arnhem
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ecc,"70204","372","948","538","553","399","176","362","337","157","3843",East Arnhem
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ecb,"70205","961","1506","1098","1097","812","373","474","833","259","7405",Katherine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5eca,"80101","6569","13555","5198","5458","8124","3503","1268","2760","1176","47618",Belconnen
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec9,"80103","119","116","100","74","70","35","47","71","18","655",Canberra East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec8,"70201","2137","3952","2069","2856","2166","1078","823","1559","395","17046",Alice Springs
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec7,"80104","5828","10966","3991","4266","6687","2903","798","1910","964","38319",Gungahlin
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec6,"80105","5642","11009","1713","3037","3710","1599","278","1347","665","29010",North Canberra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec5,"80106","3280","6190","676","1063","2079","753","147","364","358","14904",South Canberra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec4,"80107","6151","10171","5449","4862","8930","3342","1629","2576","1207","44317",Tuggeranong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec3,"80108","1825","3476","982","972","1776","608","214","462","234","10547",Weston Creek
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5ec2,"80109","2881","6202","1234","1665","2521","1037","294","768","393","17004",Woden Valley
