sa3_code16,sa3_name16,num_employed_000_males,num_employed_000_females,num_employed_000_persons,median_income_per_employed_aud_males,median_income_per_employed_aud_females,median_income_per_employed_aud_persons
10102,Queanbeyan,18.294,16.7,34.992,59767.0,46160.0,52957.0
10103,Snowy Mountains,5.96,5.178999999999999,11.142999999999999,39878.0,29276.0,34431.0
10104,South Coast,17.799,16.762999999999998,34.561,34938.0,26548.0,30461.0
10105,Goulburn - Mulwaree,9.937999999999999,8.793,18.725,44735.0,32631.0,38015.0
10106,Young - Yass,10.63,9.53,20.157,43395.0,32335.0,37879.0
10201,Gosford,46.94,43.38399999999999,90.322,49094.0,32935.0,40224.0
10202,Wyong,40.811,36.802,77.613,47934.0,31201.0,39101.0
10301,Bathurst,12.972000000000001,11.574000000000002,24.541999999999998,49197.0,33298.0,41001.0
10302,Lachlan Valley,16.28,13.695,29.976999999999997,38279.0,27649.0,33089.0
10303,Lithgow - Mudgee,12.649000000000001,10.525,23.171999999999997,51822.0,27806.0,37888.0
10304,Orange,16.555999999999997,14.811,31.366999999999997,50836.0,34210.0,42223.0
10401,Clarence Valley,12.38,10.957,23.342,34585.0,25534.0,29799.0
10402,Coffs Harbour,22.555,21.208000000000002,43.768,37019.0,28174.0,32392.0
10501,Bourke - Cobar - Coonamble,7.7,6.263,13.966,38524.0,29520.0,33912.0
10502,Broken Hill and Far West,5.564,4.896,10.462,48637.0,31937.0,39567.0
10503,Dubbo,19.577,17.73,37.301,41246.0,31784.0,36356.0
10601,Lower Hunter,25.252,20.314,45.567,62215.0,28840.0,42263.0
10602,Maitland,20.292,17.451,37.747,64011.0,32967.0,46051.0
10603,Port Stephens,18.957,16.479,35.431999999999995,52000.0,29671.0,39238.0
10604,Upper Hunter,9.752,7.773,17.523,63717.0,29240.0,43227.0
10701,Dapto - Port Kembla,19.711,16.494,36.196999999999996,55449.0,32028.0,42110.0
10702,Illawarra Catchment Reserve,,,,,,
10703,Kiama - Shellharbour,24.103,21.191,45.29600000000001,56107.0,31971.0,42136.0
10704,Wollongong,34.788000000000004,31.263,66.053,56879.0,35206.0,44192.0
10801,Great Lakes,7.027,6.5120000000000005,13.54,34845.0,24812.0,29328.0
10802,Kempsey - Nambucca,11.038,10.068,21.105999999999998,32891.0,25740.0,28964.0
10803,Lord Howe Island,0.14300000000000002,0.141,0.28600000000000003,33625.0,24704.0,28670.0
10804,Port Macquarie,18.328,17.796,36.126999999999995,38750.0,29835.0,34000.0
10805,Taree - Gloucester,12.628,11.495999999999999,24.128,37000.0,27476.0,32056.0
10901,Albury,17.55,15.95,33.501,46237.0,32469.0,39134.0
10902,Lower Murray,3.659,2.9730000000000003,6.631,37289.0,27099.0,32388.0
10903,Upper Murray exc. Albury,12.075999999999999,10.264000000000001,22.342,39736.0,26903.0,33083.0
11001,Armidale,10.322000000000001,9.801,20.125,37204.0,29209.0,33209.0
11002,Inverell - Tenterfield,10.314,8.915,19.225,32095.0,24837.0,28274.0
11003,Moree - Narrabri,8.607000000000001,6.8260000000000005,15.43,43482.0,30191.0,36708.0
11004,Tamworth - Gunnedah,22.9,20.02,42.917,42654.0,30270.0,36400.0
11101,Lake Macquarie - East,34.311,31.191999999999997,65.503,57151.0,33912.0,43652.0
11102,Lake Macquarie - West,20.3,17.849,38.152,53492.0,31705.0,41257.0
11103,Newcastle,47.478,43.098,90.572,55340.0,35743.0,44352.0
11201,Richmond Valley - Coastal,21.74,21.066999999999997,42.806999999999995,32988.0,25192.0,28727.0
11202,Richmond Valley - Hinterland,18.77,17.322,36.089,36201.0,28177.0,32245.0
