sa3_code,sa3_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
10101,Goulburn - Yass,301,6,307,79392.3,860.0,10334.2,90586.4,35573.7,126160.2
10102,Queanbeyan,171,51,227,52408.6,10857.7,12725.7,75991.9,19196.5,95188.4
10103,Snowy Mountains,33,2,36,8159.3,582.0,3325.2,12066.6,10925.5,22992.1
10104,South Coast,344,41,386,104127.2,7508.5,18260.9,129896.6,162505.4,292402.0
10201,Gosford,306,356,678,73671.2,79763.9,48843.6,202278.7,95235.4,297514.1
10202,Wyong,303,235,545,69011.3,36183.6,22098.9,127293.9,88842.7,216136.6
10301,Bathurst,237,58,298,58354.7,9559.3,8101.4,76015.4,64935.2,140950.6
10302,Lachlan Valley,111,2,113,28245.6,320.0,7294.6,35860.2,36160.1,72020.3
10303,Lithgow - Mudgee,163,57,224,44645.4,11096.3,7105.9,62847.6,17093.6,79941.1
10304,Orange,379,16,395,100283.9,2500.0,8071.0,110854.9,114168.5,225023.3
10401,Clarence Valley,111,2,114,25767.7,386.0,8115.8,34269.5,4781.8,39051.3
10402,Coffs Harbour,248,51,303,65542.8,10501.6,15619.6,91664.1,43061.7,134725.7
10501,Bourke - Cobar - Coonamble,29,3,33,8563.6,1293.7,1957.7,11815.1,17729.8,29544.9
10502,Broken Hill and Far West,17,38,55,3026.6,4000.0,2796.0,9822.6,10446.9,20269.5
10503,Dubbo,306,112,424,82017.8,18549.0,5755.3,106322.2,108035.6,214357.7
10601,Lower Hunter,477,168,648,115438.5,27666.1,17629.4,160734.0,67836.6,228570.6
10602,Maitland,628,185,814,155396.3,33070.0,12401.7,200868.0,55880.7,256748.7
10603,Port Stephens,221,29,253,63045.8,7706.0,12127.2,82879.0,26274.2,109153.1
10604,Upper Hunter,189,6,198,47716.0,1502.0,4587.0,53805.0,41050.3,94855.4
10701,Dapto - Port Kembla,286,32,319,75453.2,5689.3,8023.1,89165.6,16687.1,105852.7
10702,Illawarra Catchment Reserve,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0
10703,Kiama - Shellharbour,280,273,555,81933.7,58481.8,13468.3,153883.7,62144.2,216027.9
10704,Wollongong,192,278,484,71296.4,77313.9,30096.8,178707.2,233454.4,412161.5
10801,Great Lakes,81,4,107,19599.7,794.7,7672.2,28066.5,4017.6,32084.2
10802,Kempsey - Nambucca,147,0,147,33249.6,0.0,5442.4,38692.1,52159.9,90851.9
10803,Lord Howe Island,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10804,Port Macquarie,315,91,407,82990.7,24144.0,12840.7,119975.5,59580.0,179555.4
10805,Taree - Gloucester,197,20,220,51252.7,3895.0,5986.1,61133.8,25194.8,86328.7
10901,Albury,339,67,408,91002.0,20842.5,17732.8,129577.3,95639.6,225216.9
10902,Lower Murray,31,2,33,11170.8,391.1,1958.7,13520.6,3697.5,17218.1
10903,Upper Murray exc. Albury,147,0,147,39871.5,0.0,6352.8,46224.3,29610.1,75834.4
11001,Armidale,121,3,126,30227.9,500.0,5408.8,36136.7,30851.7,66988.4
11002,Inverell - Tenterfield,87,16,103,19210.1,1820.0,6653.1,27683.2,11363.1,39046.3
11003,Moree - Narrabri,78,5,83,22920.3,785.0,12783.8,36489.1,12731.3,49220.4
11004,Tamworth - Gunnedah,390,50,441,107519.1,9048.4,11233.2,127800.7,63274.1,191074.8
11101,Lake Macquarie - East,251,205,460,83454.9,43403.0,25765.4,152623.2,40528.6,193151.8
11102,Lake Macquarie - West,437,135,576,119524.1,21724.0,13522.1,154770.2,31810.1,186580.4
11103,Newcastle,559,390,999,113550.0,76134.0,69843.4,259527.4,134160.9,393688.3
11201,Richmond Valley - Coastal,278,162,456,81216.5,42623.0,28296.4,152135.9,38214.2,190350.1
11202,Richmond Valley - Hinterland,118,8,131,27287.8,850.0,5456.5,33594.4,112371.6,145966.0
11203,Tweed Valley,290,67,359,83848.8,10572.8,9643.3,104064.8,43111.2,147176.0
11301,Griffith - Murrumbidgee (West),124,0,125,37135.9,0.0,8343.5,45479.3,30163.6,75643.0
11302,Tumut - Tumbarumba,61,0,61,16795.9,0.0,1624.2,18420.2,4186.4,22606.6
11303,Wagga Wagga,352,112,468,96878.0,32728.2,19825.9,149432.1,230324.2,379756.3
11401,Shoalhaven,523,39,580,132912.3,6466.7,36343.0,175722.0,261651.1,437373.1
11402,Southern Highlands,182,45,233,55742.4,8870.0,12287.1,76899.5,19596.9,96496.4
11501,Baulkham Hills,630,364,997,232503.6,80773.5,22845.6,336122.7,48461.4,384584.1
11502,Dural - Wisemans Ferry,58,87,148,36813.6,14500.0,11182.2,62495.8,25738.8,88234.6
11503,Hawkesbury,58,6,69,22561.5,1218.0,4630.6,28410.1,4048.9,32459.0
11504,Rouse Hill - McGraths Hill,300,68,369,97894.4,18535.6,3950.0,120380.0,38488.4,158868.4
11601,Blacktown,439,336,814,103548.9,46608.9,11046.5,161204.3,213212.4,374416.7
11602,Blacktown - North,770,448,1220,198247.3,88331.7,3492.2,290071.2,211686.8,501758.1
11603,Mount Druitt,438,368,822,86324.0,52405.8,8035.6,146765.4,217310.4,364075.8
11701,Botany,40,2002,2042,9483.1,412289.9,5319.7,427092.7,252211.0,679303.7
11801,Eastern Suburbs - North,348,646,1054,205153.0,296924.7,121412.0,623489.7,193212.8,816702.5
11802,Eastern Suburbs - South,68,378,454,30887.0,91753.2,87322.2,209962.4,336212.9,546175.3
11901,Bankstown,477,915,1416,111784.6,185543.1,17616.3,314944.1,116234.3,431178.3
11902,Canterbury,130,581,717,33796.2,135520.6,25770.6,195087.4,40290.4,235377.8
11903,Hurstville,161,1332,1502,58778.7,350667.1,29169.7,438615.6,71152.0,509767.6
11904,Kogarah - Rockdale,90,2033,2145,39700.2,526142.6,22988.6,588831.4,106153.9,694985.3
12001,Canada Bay,58,274,366,34143.7,100620.0,54570.9,189334.7,50941.8,240276.5
12002,Leichhardt,9,56,65,5630.1,16800.0,21124.3,43554.4,15435.0,58989.4
12003,Strathfield - Burwood - Ashfield,67,1290,1362,25953.3,365952.6,41786.6,433692.5,147604.1,581296.6
12101,Chatswood - Lane Cove,106,1921,2039,57516.2,600735.9,84446.1,742698.2,276072.9,1018771.1
12102,Hornsby,100,393,496,29652.1,75099.6,20316.5,125068.1,85325.6,210393.8
12103,Ku-ring-gai,126,736,865,68048.3,188621.9,81109.7,337779.8,74926.7,412706.6
12104,North Sydney - Mosman,107,717,1006,72432.1,236284.4,156380.4,465096.9,151518.9,616615.9
12201,Manly,18,30,48,12805.1,14900.0,26286.9,53992.0,4770.8,58762.7
12202,Pittwater,49,30,81,34927.1,10876.4,39737.5,85541.0,15252.8,100793.8
12203,Warringah,254,293,556,109073.4,71485.8,88936.6,269495.8,57433.5,326929.3
12301,Camden,745,25,770,209978.3,5846.8,5977.7,221802.9,63393.8,285196.7
12302,Campbelltown (NSW),615,401,1022,150173.7,78737.6,17658.1,246569.4,169924.2,416493.6
12303,Wollondilly,253,2,258,71629.8,244.5,7475.8,79350.1,20032.2,99382.3
12401,Blue Mountains,155,2,179,53589.3,270.0,30122.5,83981.8,32457.6,116439.3
12402,Blue Mountains - South,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11702,Marrickville - Sydenham - Petersham,32,156,217,10741.7,36688.0,27675.4,75105.2,25790.6,100895.8
11703,Sydney Inner City,20,2539,2631,5848.9,844215.9,75247.0,925311.8,4711125.5,5636437.5
12403,Penrith,971,377,1356,242521.3,68432.9,17599.1,328553.3,149335.4,477888.7
12404,Richmond - Windsor,46,20,70,12965.9,3270.0,3358.0,19593.8,23307.7,42901.5
12405,St Marys,96,110,215,12186.8,14526.0,3840.6,30553.4,206257.3,236810.7
12501,Auburn,180,843,1038,33161.5,238893.1,6641.7,278696.3,95679.2,374375.5
12502,Carlingford,80,885,968,29534.0,205224.0,8218.1,242976.1,24259.2,267235.3
12503,Merrylands - Guildford,345,530,901,69322.6,111716.5,12780.5,193819.6,103874.6,297694.2
12504,Parramatta,119,1558,1688,30713.3,386263.4,11980.3,428957.0,244067.5,673024.5
12601,Pennant Hills - Epping,90,89,184,36697.7,27847.3,14728.5,79273.5,9633.2,88906.7
12602,Ryde - Hunters Hill,112,1236,1398,61740.5,335081.2,31013.8,427835.5,117380.0,545215.5
12701,Bringelly - Green Valley,1450,78,1536,388756.5,12385.6,5675.3,406817.3,99035.2,505852.6
12702,Fairfield,392,315,723,73186.3,52359.0,9396.9,134942.2,198241.2,333183.3
12703,Liverpool,534,881,1420,142865.4,207244.8,5648.1,355758.3,112197.1,467955.4
12801,Cronulla - Miranda - Caringbah,256,266,527,108163.0,103066.0,38043.6,249272.6,65843.2,315115.8
12802,Sutherland - Menai - Heathcote,97,33,137,31531.0,7796.2,27882.7,67209.8,109086.9,176296.8
20101,Ballarat,794,120,917,197703.0,18124.4,27444.2,243271.5,128346.2,371617.7
20102,Creswick - Daylesford - Ballan,205,0,207,55250.9,0.0,12308.6,67559.5,25698.3,93257.7
20103,Maryborough - Pyrenees,123,6,130,26437.8,1398.0,6589.2,34425.0,11767.2,46192.2
20201,Bendigo,860,85,947,212668.4,15236.0,24816.7,252721.1,122386.4,375107.4
20202,Heathcote - Castlemaine - Kyneton,357,11,369,92862.7,2142.7,24052.8,119058.2,27097.1,146155.3
20203,Loddon - Elmore,47,0,47,11525.6,0.0,4251.7,15777.3,7420.6,23197.9
20301,Barwon - West,165,7,173,44905.4,465.0,7174.9,52545.3,6127.4,58672.7
20302,Geelong,1362,251,1620,341421.4,46127.4,57903.5,445452.2,657233.5,1102685.8
20303,Surf Coast - Bellarine Peninsula,1148,32,1188,339444.6,8634.6,61366.2,409445.4,48636.4,458081.8
20401,Upper Goulburn Valley,409,8,418,101964.5,1320.0,17008.6,120293.1,40227.6,160520.7
20402,Wangaratta - Benalla,210,20,231,57071.3,3878.8,10524.1,71474.3,36763.0,108237.3
20403,Wodonga - Alpine,465,7,473,124354.8,1002.0,18944.1,144300.9,61125.2,205426.1
20501,Baw Baw,418,89,508,102101.4,16091.6,13360.3,131553.2,34584.3,166137.6
20502,Gippsland - East,305,18,326,79239.7,3430.6,12436.5,95106.8,36602.0,131708.9
20503,Gippsland - South West,473,31,505,120797.4,6455.6,35468.6,162721.6,30002.2,192723.7
20504,Latrobe Valley,314,30,347,77192.9,4564.7,13352.7,95110.2,41689.1,136799.3
20505,Wellington,203,4,207,51417.8,745.0,10936.4,63099.2,31155.6,94254.8
20601,Brunswick - Coburg,89,667,763,28762.3,148667.8,52476.7,229906.7,27518.9,257425.6
20602,Darebin - South,129,276,426,45029.8,61612.9,50754.3,157397.1,12319.8,169716.9
20603,Essendon,170,712,888,76762.9,179409.2,50358.6,306530.7,25192.9,331723.6
20604,Melbourne City,14,5147,5185,5385.9,1729578.0,64458.7,1799422.8,1523872.8,3323295.5
20605,Port Phillip,113,1222,1370,47413.9,357006.4,105774.1,510194.4,205445.8,715640.2
21004,Sunbury,183,33,216,45456.2,5613.2,5997.5,57066.9,33755.2,90822.1
21005,Tullamarine - Broadmeadows,1356,378,1742,311212.1,56829.6,13668.5,381710.2,916375.3,1298085.5
21101,Knox,340,583,927,93144.7,137612.2,26972.9,257729.7,162436.9,420166.6
21102,Manningham - East,51,43,94,18498.1,10781.0,11997.7,41276.8,1430.4,42707.2
21103,Maroondah,551,227,784,140286.8,40786.3,29758.7,210831.7,432713.3,643545.0
21104,Whitehorse - East,179,276,457,56814.0,65681.7,18488.2,140983.9,89777.7,230761.6
21105,Yarra Ranges,477,117,599,120194.7,27357.2,38763.7,186315.5,75983.4,262298.9
21201,Cardinia,1146,95,1242,250003.0,16171.8,13883.5,280058.4,98393.1,378451.4
21202,Casey - North,376,118,497,108350.1,21363.7,20123.9,149837.6,61234.8,211072.4
21203,Casey - South,2400,182,2587,544224.1,31376.4,13100.0,588700.5,128040.0,716740.5
21204,Dandenong,584,793,1386,157876.5,165157.4,17303.5,340337.3,411273.5,751610.8
21205,Monash,567,672,1244,218025.4,159126.3,33038.0,410189.7,215261.1,625450.8
21301,Brimbank,386,305,699,90841.3,53576.6,14004.7,158422.6,174721.8,333144.4
21302,Hobsons Bay,193,343,537,55658.8,75012.3,34864.1,165535.2,105792.6,271327.9
21303,Maribyrnong,153,494,651,37787.4,101460.7,33970.1,173218.2,123004.9,296223.1
21304,Melton - Bacchus Marsh,1535,102,1640,359502.0,15278.2,13111.6,387891.8,159078.3,546970.0
21305,Wyndham,2492,284,2782,602445.0,46638.9,17494.0,666577.8,656000.2,1322578.1
21401,Frankston,411,190,608,98092.9,32322.8,20118.9,150534.6,199560.2,350094.8
21402,Mornington Peninsula,901,404,1310,342257.0,104279.3,118315.0,564851.3,106832.4,671683.6
21501,Grampians,187,8,195,46966.8,1691.8,13032.6,61691.2,49841.9,111533.1
21502,Mildura,307,2,309,76140.8,425.0,8996.2,85562.0,57545.1,143107.1
21503,Murray River - Swan Hill,91,4,96,26852.0,590.0,9921.1,37363.1,42078.9,79442.1
21601,Campaspe,103,9,112,27885.2,1978.6,8861.8,38725.5,23395.1,62120.6
21602,Moira,97,4,101,25916.1,580.8,29395.9,55892.8,24454.0,80346.8
21603,Shepparton,268,10,278,71212.2,1447.3,8842.3,81501.8,35642.4,117144.2
21701,Glenelg - Southern Grampians,113,0,114,31097.8,0.0,10763.9,41861.7,19776.0,61637.8
21702,Warrnambool - Otway Ranges,383,28,414,109208.7,5339.8,29728.4,144276.9,73156.7,217433.6
30101,Capalaba,161,47,208,49636.5,8717.5,13404.3,71758.4,32880.0,104638.3
30102,Cleveland - Stradbroke,568,111,679,141033.7,24671.2,12503.7,178208.6,28588.8,206797.3
30103,Wynnum - Manly,223,184,413,69828.8,30954.2,17761.1,118544.1,90368.7,208912.9
30201,Bald Hills - Everton Park,142,196,338,41016.4,41012.4,11487.5,93516.3,22395.2,115911.5
30202,Chermside,109,450,559,35837.9,108112.5,27016.2,170966.6,38965.8,209932.4
30203,Nundah,146,455,606,31922.5,101828.3,11430.0,145180.7,145544.9,290725.6
30204,Sandgate,330,199,531,75675.8,34732.2,16310.8,126718.8,19912.1,146630.9
30302,Holland Park - Yeronga,93,727,823,40426.2,166684.2,48854.9,255965.3,55664.5,311629.8
30303,Mt Gravatt,262,285,549,90074.5,55215.8,16164.1,161454.4,61698.4,223152.9
30305,Rocklea - Acacia Ridge,110,545,656,33245.4,89830.9,3283.5,126359.8,97557.1,223916.9
30904,Gold Coast Hinterland,85,0,86,29462.6,0.0,5844.7,35307.3,4367.5,39674.8
30905,Mudgeeraba - Tallebudgera,125,2,127,40051.0,364.7,7916.5,48332.2,24781.8,73114.0
30906,Nerang,102,130,233,30305.8,24168.4,6560.9,61035.1,18457.0,79492.1
20606,Stonnington - West,27,1661,1717,50173.9,455865.1,88345.1,594384.0,52242.9,646626.9
20607,Yarra,86,1579,1693,33709.5,415066.5,113912.1,562688.1,216135.0,778823.0
20701,Boroondara,554,1233,1792,428275.8,350491.6,183465.7,962233.1,152686.0,1114919.1
20702,Manningham - West,204,569,774,83945.8,143735.0,17587.6,245268.4,38771.0,284039.3
20703,Whitehorse - West,281,510,793,112722.6,132310.8,41601.5,286634.8,51681.5,338316.4
20801,Bayside,244,271,533,153528.2,94347.3,83403.0,331278.5,51387.1,382665.7
20901,Banyule,299,410,714,104583.4,92305.3,53494.1,250382.8,49212.3,299595.1
20902,Darebin - North,162,581,747,44866.1,95872.0,23117.4,163855.6,89960.7,253816.2
20903,Nillumbik - Kinglake,168,47,217,61408.2,11829.7,25619.3,98857.3,38823.6,137680.8
20904,Whittlesea - Wallan,2448,505,2957,573042.6,77767.9,14813.0,665623.4,207917.0,873540.4
21001,Keilor,237,387,629,75229.0,82668.8,13584.2,171481.9,57530.7,229012.7
30907,Ormeau - Oxenford,1284,254,1539,335392.3,40664.4,9508.7,385565.4,247145.6,632711.1
31802,Townsville,1229,410,1641,300407.1,78501.5,43574.2,422482.8,175480.3,597963.2
31901,Bundaberg,342,65,407,91682.8,11368.2,16019.6,119070.6,101218.4,220289.0
31902,Burnett,117,14,132,26518.3,2306.8,8197.3,37022.5,20297.8,57320.3
31903,Gympie - Cooloola,233,51,284,52360.9,9656.6,10097.4,72114.9,53525.5,125640.4
31904,Hervey Bay,381,30,411,80664.0,7095.9,9242.7,97002.7,43995.2,140997.9
20802,Glen Eira,306,970,1288,151310.7,248068.5,83289.4,482668.7,53163.7,535832.3
20803,Kingston,218,457,677,73714.1,101922.3,36880.8,212517.2,111455.7,323972.9
20804,Stonnington - East,59,242,306,38313.4,72431.7,54388.8,165133.8,62704.3,227838.2
21002,Macedon Ranges,270,17,287,79897.3,3370.3,11631.4,94899.0,14450.2,109349.2
21003,Moreland - North,317,500,829,75470.3,90137.0,13565.3,179172.5,30435.1,209607.6
31905,Maryborough,221,0,221,48682.5,0.0,9005.6,57688.1,11828.0,69516.1
40501,Barossa,235,0,235,49099.5,0.0,9960.6,59060.1,29382.6,88442.7
40502,Lower North,83,12,95,16401.8,2384.8,3877.9,22664.4,16755.5,39419.9
40503,Mid North,134,0,134,23222.2,0.0,2719.4,25941.6,25850.3,51791.9
