sa3_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,sa3_name16
20501,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,12,0,0,0,11,3,0,0,12,0,0,0,4,0,0,3,8,0,0,0,12,0,3,3,14,0,0,0,3,0,0,0,7,0,0,4,3,0,0,0,8,0,0,5,34,4,4,14,70,0,0,3,83,15,0,91,193,7,52,47,400,25,9,38,576,73,249,187,1099,29,36,68,1737,106,271,220,946,19,29,78,1663,131,226,225,1145,21,38,100,1875,159,311,272,918,16,45,118,1837,163,263,333,1085,22,81,361,2300,629,1375,1286,5671,135,233,842,10184,0,0,0,0,0,0,70,71,0,0,0,0,0,0,72,76,0,4,0,3,0,0,137,144,0,0,0,3,0,0,148,155,0,0,0,0,0,0,203,207,3,0,0,3,0,0,198,204,3,0,7,20,0,0,307,329,8,4,10,31,0,0,1132,1187,0,0,3,82,15,0,165,262,Baw Baw
20502,0,0,0,0,0,0,8,12,0,0,0,15,0,0,3,18,0,0,0,18,0,3,5,31,0,4,0,11,3,0,4,24,0,0,7,8,0,0,3,22,0,3,0,8,0,0,10,19,0,3,0,6,0,0,5,16,3,12,10,77,3,11,37,148,0,0,3,43,11,8,101,160,0,16,27,267,15,15,30,381,36,148,115,668,29,27,61,1085,56,153,151,695,18,41,89,1213,71,162,172,919,28,43,106,1498,118,253,248,1044,25,75,160,1925,154,322,475,1522,24,133,571,3196,439,1056,1195,5162,147,335,1115,9448,0,0,0,0,0,0,79,84,0,0,0,5,0,0,82,85,0,0,3,6,0,0,139,150,0,0,0,4,0,0,143,150,0,0,0,9,0,0,215,234,0,3,0,16,0,0,240,260,0,3,3,14,0,0,511,536,0,6,5,59,3,4,1420,1506,0,0,3,47,11,8,183,251,Gippsland - East
20503,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,9,0,0,8,16,0,0,0,25,0,3,0,6,0,0,3,18,0,0,0,12,0,0,3,17,0,4,0,11,3,0,4,24,3,0,0,3,0,0,4,9,5,4,12,53,3,5,18,109,0,0,3,66,26,5,139,236,5,36,31,345,20,17,45,492,59,257,142,1063,36,30,88,1671,90,302,241,1140,22,52,97,1944,131,287,307,1411,31,67,171,2399,195,400,330,1384,35,86,194,2629,245,462,569,1671,20,152,614,3736,723,1741,1628,7073,192,405,1339,13098,0,0,0,3,0,0,73,78,0,0,0,8,0,0,67,73,0,0,5,5,0,3,175,187,0,0,3,12,0,0,164,181,0,0,3,9,0,0,291,303,3,3,0,8,0,0,305,320,0,3,6,22,0,0,566,601,3,9,14,70,0,0,1641,1737,0,0,3,68,28,3,216,322,Gippsland - South West
20504,0,0,0,0,0,0,10,10,0,0,0,13,3,3,4,21,3,4,3,29,0,0,4,49,0,3,5,14,0,0,5,28,4,0,7,11,0,3,9,34,4,0,0,3,0,0,3,11,0,0,3,4,0,0,4,15,14,12,15,80,7,5,35,170,3,0,7,98,30,4,99,238,14,117,71,656,57,19,68,996,112,426,262,1656,71,65,128,2715,148,337,287,1428,41,47,175,2471,149,268,356,1755,25,76,209,2843,163,305,373,1609,24,83,258,2811,129,235,374,1708,17,109,593,3166,709,1697,1726,8910,259,407,1523,15242,0,0,0,3,0,0,150,155,0,0,0,3,0,0,178,183,0,0,0,12,0,0,311,328,0,4,3,6,0,0,259,272,0,0,0,7,0,0,334,347,0,3,3,22,0,0,352,381,0,3,5,25,0,0,507,541,0,10,9,80,0,3,2097,2202,3,0,5,105,28,7,256,407,Latrobe Valley
20505,0,0,0,3,0,0,3,6,0,0,0,9,0,0,3,13,0,0,0,13,0,0,29,40,0,0,4,10,0,0,32,41,0,0,3,3,0,0,8,18,0,0,0,3,0,0,6,8,0,3,0,3,0,0,0,7,4,9,8,41,0,0,75,136,0,0,0,60,16,0,94,173,3,64,31,348,19,8,128,599,60,227,158,858,33,39,345,1712,81,233,197,820,27,29,300,1689,92,138,196,1001,13,30,185,1647,76,179,247,969,26,62,189,1738,75,159,229,975,16,44,396,1907,385,994,1048,5042,142,215,1630,9469,0,0,0,0,0,0,81,78,0,0,0,0,0,0,75,78,0,3,0,6,0,0,145,158,0,0,0,4,0,0,163,174,0,0,0,12,0,0,196,207,0,3,0,5,0,0,226,243,0,0,4,9,0,3,312,326,3,11,4,38,0,6,1194,1260,0,0,0,69,16,0,169,262,Wellington
20601,0,0,0,0,0,0,0,3,0,0,3,10,3,0,0,17,3,16,3,8,3,3,3,40,3,3,0,8,0,0,0,13,0,7,0,3,0,0,0,9,0,0,0,8,0,0,3,11,0,0,0,0,0,0,6,6,7,29,12,33,3,4,17,104,0,3,10,57,13,3,52,137,99,837,224,392,30,31,83,1695,1634,3632,1000,1220,53,69,231,7842,1401,2236,670,816,39,71,160,5396,825,1135,452,764,22,90,131,3409,498,576,287,527,17,56,105,2060,243,337,159,558,3,41,255,1591,4696,8743,2799,4336,176,358,1025,22123,0,0,0,0,0,0,79,79,0,5,0,0,0,0,194,199,4,13,0,8,0,0,600,623,5,4,0,4,0,0,396,411,4,5,0,4,0,0,243,262,0,0,0,8,0,0,184,194,3,5,0,12,0,0,211,229,17,36,3,36,0,0,1903,1994,0,3,10,59,13,3,132,220,Brunswick - Coburg
20602,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,10,3,3,3,0,0,24,4,0,3,0,0,0,0,16,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,12,17,11,10,3,3,0,57,0,3,3,33,7,0,25,78,34,348,112,187,20,14,43,747,687,1746,464,616,27,43,108,3683,803,1422,397,438,27,41,97,3210,678,948,319,407,22,39,77,2485,423,470,194,305,7,38,57,1494,179,249,102,318,3,36,222,1109,2804,5176,1588,2305,102,214,619,12809,0,0,0,0,0,0,46,46,0,0,0,0,0,0,91,92,3,4,0,5,0,0,311,327,4,0,3,0,0,0,272,284,0,0,0,0,0,0,173,180,3,0,0,0,0,0,123,130,0,0,4,4,0,0,160,169,11,14,7,16,0,3,1176,1225,0,3,3,33,7,0,74,121,Darebin - South
20603,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,6,6,8,0,0,0,18,0,0,0,5,0,0,0,9,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,14,13,27,0,0,3,60,0,0,11,40,5,5,50,112,51,552,189,261,34,28,46,1157,945,1978,553,769,37,55,145,4474,754,1458,467,624,29,50,108,3488,580,1054,439,740,28,48,103,2986,484,731,344,545,13,65,91,2278,254,397,286,576,13,53,249,1825,3066,6172,2277,3553,154,298,796,16315,0,0,0,0,0,0,81,81,0,0,0,0,0,0,133,133,0,5,6,3,0,0,440,462,3,3,0,0,0,0,304,308,0,0,3,5,0,3,256,266,3,3,0,3,0,0,201,212,0,0,0,4,0,0,200,201,10,17,11,18,0,3,1606,1665,0,0,11,37,5,5,131,191,Essendon
20604,0,0,0,0,0,0,6,6,0,7,3,3,0,0,3,18,3,15,3,17,0,0,24,54,4,4,3,7,0,3,20,35,7,10,0,6,0,0,9,23,0,4,0,0,0,0,0,10,0,0,0,0,0,0,3,4,18,36,12,28,0,5,60,159,3,27,101,96,24,29,198,483,403,3707,928,412,42,66,370,5945,4067,8974,1608,1128,66,143,584,16558,1870,2613,698,535,33,70,302,6127,934,1189,403,369,17,72,184,3163,712,892,350,306,9,50,114,2437,691,856,309,299,9,49,241,2451,8686,18270,4390,3153,198,479,1991,37161,0,0,0,3,0,0,420,426,0,12,8,3,0,0,1276,1307,9,37,7,7,0,0,2356,2418,5,13,3,5,0,0,1034,1063,5,4,3,4,3,0,597,617,3,0,4,3,0,0,479,492,3,16,8,0,0,0,604,625,22,86,28,24,7,3,6774,6953,3,27,101,102,24,31,621,916,Melbourne City
20605,0,0,0,0,0,0,3,3,0,3,4,3,0,0,5,16,3,9,5,15,0,3,0,34,0,5,6,7,0,0,0,17,3,6,7,5,0,0,7,17,0,7,0,3,0,0,0,11,0,0,0,3,0,0,3,8,8,23,14,34,0,8,14,107,3,5,15,32,15,3,41,110,48,658,209,328,33,22,72,1376,1718,4396,1135,1497,53,108,261,9169,1567,2934,848,913,52,105,207,6620,1096,1677,616,776,32,90,182,4463,759,1218,475,547,22,89,173,3277,590,990,486,566,23,84,386,3126,5785,11871,3778,4653,235,496,1328,28144,0,0,0,0,0,0,103,106,0,0,3,0,0,0,292,295,0,9,0,9,0,3,1345,1371,0,3,3,3,0,0,865,879,3,6,0,4,0,0,688,706,4,11,4,3,0,0,525,541,0,5,4,6,0,0,561,580,17,36,12,31,3,4,4368,4480,4,8,14,32,15,3,146,217,Port Phillip
20607,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,10,0,12,5,11,0,0,0,35,0,9,3,6,0,3,0,23,3,3,0,5,0,0,0,19,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,4,10,32,11,28,0,3,6,95,0,7,11,36,9,12,59,125,96,794,207,256,28,25,69,1472,1973,5244,986,1137,56,105,241,9740,1405,2425,550,634,25,68,164,5269,984,1336,386,491,16,65,134,3417,717,876,262,296,9,53,116,2321,614,705,316,325,13,54,258,2281,5785,11392,2715,3180,160,371,1033,24627,0,0,0,0,0,0,113,114,0,0,0,0,0,0,299,300,4,14,3,11,0,0,1100,1125,0,8,3,6,0,0,592,613,9,8,0,3,0,0,439,460,3,4,3,3,0,0,341,356,5,0,0,4,0,0,345,350,19,34,12,26,0,0,3225,3319,0,7,11,34,9,12,173,243,Yarra
20701,0,0,0,4,0,0,0,4,0,6,0,3,0,0,4,7,0,9,3,6,0,0,3,25,7,3,3,0,0,0,3,14,5,6,3,4,0,0,0,16,0,3,0,0,0,0,5,11,0,0,3,0,0,0,5,8,11,22,14,20,0,0,16,86,5,3,33,107,15,12,97,272,156,1625,386,446,42,39,92,2787,2076,4492,824,1061,54,64,197,8769,2357,3766,751,652,21,79,195,7814,2698,3987,927,980,47,126,238,8999,2150,2971,815,721,19,118,237,7029,1809,2840,1316,1094,26,151,616,7851,11252,19678,5052,5062,225,587,1671,43529,0,0,0,0,0,0,189,191,0,5,0,3,0,0,277,288,3,13,3,5,0,0,574,600,5,12,4,3,0,0,435,454,9,14,4,8,0,0,527,560,3,12,4,5,0,0,380,409,5,22,8,7,0,6,566,625,32,76,18,28,0,6,2960,3130,5,3,33,119,15,12,283,466,Boroondara
20702,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,9,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,18,0,0,0,34,0,3,6,59,14,3,42,129,57,579,211,253,19,28,64,1208,813,1901,521,615,23,45,159,4074,972,1706,510,656,24,62,137,4067,819,1441,623,920,26,105,160,4094,711,1160,512,694,15,70,145,3311,642,1184,903,1532,22,156,625,5065,4015,7975,3279,4722,147,467,1331,21936,0,0,0,0,0,0,77,77,0,4,0,0,0,0,76,82,0,4,3,3,0,0,176,188,0,5,4,0,0,0,156,170,3,3,4,4,0,0,183,191,0,3,0,3,0,4,167,181,3,8,4,17,0,0,372,418,5,36,13,27,0,8,1209,1302,0,3,6,60,14,3,117,208,Manningham - West
20606,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,14,4,10,3,8,0,0,3,29,4,3,0,3,0,0,0,11,3,3,3,3,0,0,0,9,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,12,15,15,24,0,0,5,68,0,0,13,25,4,0,34,78,56,672,179,193,17,16,38,1176,1364,3610,637,835,25,57,183,6709,880,1573,400,354,20,43,102,3362,633,963,288,256,9,40,65,2260,443,773,213,194,7,46,99,1777,543,1017,373,263,11,49,235,2490,3922,8616,2105,2115,89,252,751,17860,0,0,0,0,0,0,83,83,0,0,0,0,0,0,219,232,0,4,0,6,0,0,842,854,0,0,0,3,0,0,405,413,3,0,3,3,0,0,273,279,6,7,0,3,0,0,209,229,7,5,0,4,0,0,360,369,16,17,9,17,0,0,2394,2458,0,0,13,25,4,0,115,160,Stonnington - West
20703,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,9,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,10,5,8,3,12,0,4,4,36,0,9,34,90,20,11,73,235,87,955,464,370,39,31,123,2073,1392,2572,790,706,45,64,172,5739,1292,2023,612,641,31,83,142,4838,1066,1711,657,957,32,77,154,4660,785,1174,541,718,12,83,158,3471,631,1060,761,1148,23,120,574,4318,5255,9507,3861,4620,205,475,1397,25316,0,0,0,0,0,0,105,111,0,0,0,3,0,0,165,173,3,4,3,4,0,0,262,280,3,3,0,4,0,0,208,214,7,7,3,9,0,0,225,250,0,9,0,3,0,0,187,198,5,8,6,10,0,0,312,335,15,26,13,32,0,3,1470,1559,0,9,33,94,20,11,180,343,Whitehorse - West
20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0,0,0,13,4,0,0,3,0,0,0,13,0,4,3,4,0,0,0,11,4,0,0,0,0,0,0,11,0,4,0,0,0,0,0,3,10,8,8,15,0,0,3,45,0,0,8,38,19,3,68,144,27,495,140,242,19,27,42,988,407,1281,374,586,15,40,88,2800,972,2146,577,608,23,67,118,4515,1440,2418,775,889,22,82,152,5781,1018,1780,640,775,22,90,161,4483,895,1654,1043,1043,32,169,459,5289,4755,9770,3554,4184,157,482,1092,23994,0,0,0,0,0,0,99,99,0,0,3,0,0,0,119,122,0,3,3,0,0,0,216,234,0,4,0,3,0,0,293,307,5,3,5,6,0,3,374,391,7,4,3,9,0,0,300,322,3,13,14,8,0,0,437,473,11,26,25,22,3,5,1834,1934,0,0,8,38,19,3,165,235,Bayside
20902,0,0,0,3,0,0,3,8,0,3,0,3,0,0,0,11,0,6,6,17,0,0,10,41,0,7,3,9,0,0,3,23,4,3,0,8,0,0,3,17,3,0,0,3,0,0,0,7,0,0,0,3,0,0,6,10,7,18,13,49,0,3,23,118,0,9,22,103,18,6,96,245,72,639,300,413,49,35,112,1623,1326,2481,1069,1177,51,75,251,6421,949,1668,726,1076,46,80,212,4754,472,847,541,1044,33,86,214,3242,291,459,320,795,27,63,196,2151,116,269,193,950,12,57,586,2186,3220,6376,3170,5568,228,406,1664,20631,0,0,0,0,0,0,146,146,0,4,3,7,0,0,241,258,0,13,4,13,0,0,644,673,3,0,3,5,0,0,439,453,0,3,0,3,0,0,344,352,0,0,0,8,0,0,244,254,0,0,4,18,0,0,394,421,5,21,13,51,0,0,2455,2551,0,9,22,107,18,6,244,402,Darebin - North
20903,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,3,9,0,0,3,15,0,3,5,3,0,0,0,9,0,5,0,6,0,0,0,9,0,3,0,4,0,0,0,9,0,0,0,3,0,0,0,7,0,10,13,27,0,0,5,54,0,0,9,107,23,5,78,216,17,242,137,430,19,15,39,895,193,628,304,975,21,34,79,2235,433,969,437,1100,16,57,92,3110,534,891,591,1586,27,81,106,3818,545,795,554,1226,19,81,114,3333,375,548,473,1027,8,83,223,2738,2101,4074,2503,6449,129,356,734,16354,0,0,0,0,0,0,83,84,3,0,0,10,0,0,77,89,0,3,0,6,0,0,109,121,3,9,0,8,0,0,161,177,0,3,3,9,0,0,221,238,0,0,0,6,0,0,173,184,0,0,4,6,0,0,196,206,10,12,14,42,0,0,1020,1095,0,0,9,103,23,5,154,296,Nillumbik - Kinglake
20904,0,0,0,6,0,0,7,11,0,0,0,18,0,0,0,27,0,6,12,57,3,4,7,88,0,5,11,29,3,3,6,56,10,0,13,17,0,0,4,45,0,0,5,8,0,0,4,23,0,0,0,4,0,0,3,12,17,18,39,144,12,8,34,258,0,8,41,298,44,18,288,692,83,775,506,1285,94,89,263,3096,1390,3052,2092,4342,140,233,586,11838,1345,2356,1634,3703,129,249,538,9965,614,1188,1127,3354,84,212,454,7042,388,807,723,2410,57,163,427,4979,207,521,504,2119,27,125,783,4286,4034,8711,6630,17513,576,1097,3336,41891,0,0,0,0,0,0,218,225,0,7,3,11,3,0,303,334,3,13,6,24,0,0,808,854,0,9,9,11,0,3,653,685,0,5,7,33,0,0,501,545,0,3,4,26,0,0,449,479,0,4,3,24,0,3,593,628,7,38,29,126,4,11,3535,3755,0,8,44,305,41,18,507,930,Whittlesea - Wallan
21001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,10,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,6,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,7,3,4,19,0,3,4,38,0,4,6,55,3,4,58,132,21,257,107,266,24,19,53,747,257,842,344,875,27,50,83,2465,353,889,413,891,26,59,104,2727,318,641,421,963,23,62,120,2550,235,486,311,673,15,51,115,1882,133,291,340,1221,9,76,492,2565,1321,3398,1953,4948,122,314,1028,13076,0,0,0,5,0,0,38,48,0,0,0,0,0,0,55,55,0,4,3,3,0,4,170,179,0,4,0,5,0,0,154,162,0,4,3,4,0,0,145,157,0,3,3,3,0,0,114,125,0,0,0,16,0,0,290,309,3,17,7,31,0,7,964,1027,0,4,6,56,3,3,98,182,Keilor
21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,3,3,4,0,0,0,9,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,7,12,0,0,3,30,0,0,3,40,11,3,52,108,4,54,32,216,7,10,26,350,54,161,104,538,6,16,36,917,140,307,193,654,11,33,42,1382,173,297,242,715,3,47,72,1550,157,271,239,564,7,24,71,1337,115,203,270,532,7,45,158,1336,644,1293,1083,3261,55,184,461,6973,0,0,0,0,0,0,42,44,0,0,0,0,0,0,33,36,3,0,0,4,0,0,52,61,0,0,0,9,0,0,108,116,0,0,0,4,0,0,118,124,0,0,0,4,0,0,118,119,0,0,3,7,0,0,138,152,5,0,5,27,0,0,616,658,0,0,3,38,11,3,95,154,Macedon Ranges
20802,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,8,7,3,0,4,0,0,3,16,0,0,3,0,0,0,0,8,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,5,7,13,10,17,0,0,5,41,0,10,30,87,14,19,80,239,123,1196,332,434,33,33,109,2259,1999,4100,1044,1290,47,105,279,8869,1987,3737,1015,1085,45,110,271,8251,1612,2778,961,1354,35,148,238,7127,1082,1963,807,1114,28,141,240,5381,703,1466,816,1460,14,160,635,5257,7511,15253,5004,6820,221,714,1855,37384,0,0,0,0,0,0,133,133,0,5,5,0,0,0,223,230,5,10,8,3,0,0,573,596,4,8,0,8,0,0,454,474,4,6,0,5,0,0,401,419,4,5,3,7,0,0,310,334,8,4,9,15,0,0,442,478,19,44,26,40,4,3,2542,2678,0,10,30,87,14,19,219,375,Glen Eira
20803,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,12,0,6,0,10,0,0,0,25,3,0,5,8,0,0,0,23,7,3,3,8,0,0,3,22,0,0,0,7,0,0,0,17,3,0,3,3,0,0,0,8,17,17,15,45,0,0,5,102,0,3,18,108,17,12,58,212,34,398,214,584,34,27,59,1364,602,1713,819,1670,52,73,181,5097,934,2177,1072,1857,62,137,211,6448,753,1440,960,2082,55,135,211,5630,525,918,726,1541,33,136,200,4070,391,692,714,1777,27,179,742,4519,3243,7340,4515,9618,276,699,1663,27345,0,0,0,0,0,0,102,105,0,0,0,0,0,0,153,161,0,3,5,3,0,3,348,360,0,5,3,4,0,0,397,418,0,3,3,4,0,0,350,368,3,6,6,11,0,0,313,340,0,8,5,20,0,0,547,580,3,26,25,48,0,6,2209,2320,0,3,18,106,22,12,162,320,Kingston
20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,3,3,0,0,0,19,0,3,9,25,8,4,24,74,53,465,101,109,11,10,32,775,584,1268,270,271,14,28,64,2499,595,1003,218,205,5,27,50,2102,560,942,246,233,4,21,68,2063,396,680,187,176,7,34,49,1531,395,650,303,293,7,40,146,1839,2579,5009,1339,1301,46,167,441,10879,0,0,0,0,0,0,35,35,0,3,0,0,0,0,62,71,0,0,0,0,0,0,146,152,0,0,0,0,0,0,124,127,0,3,0,3,0,0,127,129,0,0,3,0,0,0,93,95,3,4,3,3,0,0,165,178,5,15,6,4,0,0,750,787,0,3,9,25,8,4,61,108,Stonnington - East
