sa3_name16,sa3_code16,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total
Mackay,31202,23187,12810,13717,13756,15086,12841,8227,4251,1557,105426,18,20,19,14,22,19,11,16,0,145,18,15,53,35,69,150,277,91,14,725,26,14,35,31,56,147,261,102,10,680,479,783,718,571,609,781,615,234,90,4871,0,5,5,5,9,39,74,21,3,165,3,3,6,11,13,30,29,5,0,94,0,0,0,7,3,20,36,13,3,85,0,4,0,0,3,3,4,0,0,15,4,0,3,3,4,3,10,0,0,29,0,0,0,0,0,0,0,0,0,0,530,820,826,659,766,1175,1300,472,127,6675,548,848,843,676,783,1196,1308,484,125,6819,97,124,103,50,67,89,58,30,9,621,23833,13782,14656,14481,15934,14123,9592,4772,1689,112860
Whitsunday,31203,3738,2333,3271,2819,2605,2476,1595,596,185,19604,8,4,11,6,12,3,8,3,0,56,120,102,174,202,185,280,331,88,16,1512,158,101,187,160,207,326,340,78,12,1566,195,335,416,257,284,359,307,72,10,2231,8,35,42,33,30,80,100,9,5,336,16,0,31,23,38,49,38,6,0,204,14,0,3,12,22,67,38,7,0,169,0,0,3,0,3,3,0,0,0,11,12,17,25,22,28,12,28,4,0,152,0,0,0,0,0,0,0,0,0,0,531,588,889,706,794,1178,1183,268,42,6188,541,593,895,715,806,1183,1188,264,48,6240,184,842,768,225,406,260,98,37,5,2829,4461,3768,4932,3758,3819,3912,2885,898,231,28673
Bribie - Beachmere,31301,4301,2462,2088,2810,3767,5018,6283,3317,1094,31139,4,3,6,6,3,13,12,10,3,55,12,13,9,9,21,39,78,34,0,219,5,3,3,7,0,38,88,55,4,202,132,154,114,92,133,215,205,74,22,1133,0,0,0,0,0,0,26,3,0,36,3,0,0,3,5,6,3,0,0,25,0,0,0,0,0,11,17,10,0,34,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,9,3,0,18,0,0,0,0,0,0,0,0,0,0,153,163,137,116,166,316,427,181,23,1676,159,174,138,116,171,322,442,189,26,1731,23,38,38,23,23,27,36,26,3,227,4480,2673,2267,2949,3961,5374,6758,3532,1123,33103
Caboolture,31302,14782,8951,9181,7994,8006,6881,5345,2427,1110,64667,13,19,13,11,3,13,11,6,0,87,6,10,15,10,15,32,52,17,8,167,12,3,22,17,11,27,30,12,3,144,273,381,361,225,203,189,126,77,75,1911,4,0,0,4,3,4,22,0,3,41,0,0,0,0,0,3,3,0,0,15,0,0,5,6,0,9,8,3,0,26,0,3,3,0,0,0,0,0,0,6,0,0,0,3,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,300,405,415,258,231,265,244,113,83,2317,320,430,430,268,233,278,255,118,83,2400,19,199,408,38,23,44,35,13,0,778,15114,9581,10015,8304,8257,7196,5637,2550,1195,67849
Caboolture Hinterland,31303,2267,1408,1540,1702,1752,1745,1446,566,207,12634,3,3,5,3,3,0,3,3,0,21,3,3,0,3,10,5,21,4,4,54,0,0,3,3,0,4,30,8,0,50,69,71,46,49,56,58,69,35,10,459,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,8,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,77,51,59,64,75,129,47,14,594,78,79,53,57,69,82,133,46,17,616,6,19,17,3,3,6,6,3,0,70,2353,1511,1606,1762,1826,1832,1584,616,229,13316
Narangba - Burpengary,31304,13514,8332,6587,8234,8591,6752,4956,2324,802,60084,12,13,18,11,3,4,7,6,0,67,7,11,9,4,11,13,26,8,3,97,5,6,4,11,3,12,15,12,0,66,274,306,281,171,136,137,106,43,19,1473,0,0,0,0,0,3,8,0,0,10,0,4,5,5,3,8,4,0,0,23,0,0,0,0,3,3,11,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,290,326,299,185,159,175,169,68,26,1692,300,333,312,197,166,178,170,68,26,1761,22,72,52,8,16,34,33,17,0,260,13834,8741,6954,8436,8775,6960,5159,2408,830,62100
Redcliffe,31305,9587,5959,5628,6916,8094,7719,6981,4021,1856,56761,10,4,6,10,5,12,3,4,4,54,9,14,26,18,61,72,64,29,4,288,15,3,17,30,17,40,74,28,6,237,227,295,300,231,263,263,231,114,72,2005,0,0,3,0,10,10,7,3,3,43,3,0,5,0,4,11,6,0,0,31,3,0,0,0,3,11,22,3,0,44,0,3,4,0,0,3,3,0,0,9,9,0,3,3,3,6,8,4,0,35,0,3,0,0,3,0,0,0,0,7,257,325,349,285,364,414,418,180,90,2693,266,330,356,293,376,428,422,186,94,2748,182,117,88,129,127,81,88,33,9,865,10044,6409,6078,7335,8593,8231,7488,4236,1954,60369
The Hills District,31401,18719,10593,8620,12514,13010,9483,6629,2300,720,82590,15,9,4,3,6,7,3,3,0,54,3,9,18,10,10,28,45,15,3,148,0,7,8,3,11,18,31,12,3,95,248,349,237,154,125,168,171,65,45,1563,0,4,3,0,0,5,6,0,5,33,9,0,7,3,4,6,4,0,3,35,0,0,0,4,0,3,13,13,0,29,3,0,0,0,3,0,0,0,0,18,3,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,262,377,280,184,159,235,269,110,60,1931,277,386,282,187,167,243,274,115,60,1986,48,122,52,51,31,69,59,12,8,457,19044,11099,8953,12757,13209,9791,6967,2429,780,85026
North Lakes,31402,17357,8979,11218,10605,8203,5518,4099,1830,870,68682,5,7,6,5,9,3,3,3,0,38,5,12,9,4,11,37,28,11,3,112,3,7,12,8,5,17,25,8,5,95,285,294,263,155,121,116,87,37,19,1378,0,0,0,3,7,7,9,4,0,30,0,3,0,4,4,3,3,3,0,19,0,0,0,3,3,3,8,3,0,24,0,7,3,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,301,321,286,176,150,194,160,65,32,1677,305,330,290,182,160,196,164,66,32,1717,49,76,53,46,57,99,74,33,4,502,17714,9386,11562,10836,8418,5811,4342,1932,905,70897
Strathpine,31403,7486,4580,5166,5111,4531,4071,3011,1186,468,35616,8,10,3,3,3,0,0,0,0,30,0,3,8,3,3,7,10,8,0,47,3,3,3,3,0,8,13,3,0,34,107,182,132,113,99,81,87,32,8,839,0,0,3,0,0,0,4,0,0,8,3,0,5,3,0,0,0,0,0,15,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,116,198,149,129,105,111,121,39,5,973,123,199,151,129,108,113,123,40,5,1003,22,32,20,15,13,26,30,3,0,172,7638,4810,5340,5263,4659,4204,3166,1235,478,36784
Far North,31501,7721,4102,4425,3903,3865,3265,1816,624,154,29879,114,66,45,38,32,23,5,3,0,323,72,33,139,73,102,275,292,52,7,1044,43,27,68,43,100,246,228,44,0,791,338,382,634,492,655,696,460,69,10,3742,12,5,5,12,24,56,84,15,0,220,9,4,19,8,24,55,63,23,0,205,0,3,8,4,12,33,35,8,0,102,10,11,11,12,8,0,3,0,0,51,3,3,6,7,7,21,11,0,0,48,0,0,0,0,0,0,0,0,0,0,482,473,882,655,929,1380,1174,206,22,6202,592,540,927,689,965,1404,1180,208,22,6522,23,171,208,57,46,47,43,14,0,613,8341,4813,5561,4648,4875,4719,3033,844,182,37015
Outback - North,31502,6642,3536,4838,3728,3688,2750,1592,585,145,27510,31,16,22,16,14,20,6,4,0,128,51,39,59,52,82,237,419,110,6,1042,18,10,34,30,51,213,421,86,4,865,241,409,664,696,710,775,590,140,16,4245,3,15,14,10,21,77,133,24,5,294,7,3,19,22,32,57,61,9,3,213,3,3,10,0,14,28,58,9,0,117,11,9,14,5,5,12,3,3,0,66,0,0,3,4,0,11,18,0,0,33,0,0,0,0,0,0,0,0,0,0,330,478,815,829,907,1411,1699,378,33,6877,359,496,840,842,919,1430,1704,385,37,7003,8,56,80,17,20,44,27,3,0,254,7010,4091,5761,4586,4623,4219,3326,969,184,34773
Toowoomba,31701,29592,19035,18290,17110,17882,16290,12813,7484,3288,141784,28,48,19,23,24,22,22,17,5,209,42,92,55,46,58,70,80,33,12,501,7,10,32,24,23,35,67,30,0,232,752,1439,857,543,607,639,429,231,135,5634,3,4,6,8,7,15,18,13,3,75,4,0,16,8,6,5,22,4,0,79,0,3,0,0,0,21,12,3,0,41,10,8,11,5,6,3,0,0,0,45,0,7,3,4,3,4,8,3,0,34,0,0,0,0,0,0,0,0,0,0,824,1571,988,637,704,792,641,321,157,6627,852,1613,1011,658,730,812,657,336,162,6835,84,331,274,73,73,99,66,25,6,1031,30529,20984,19569,17840,18690,17200,13538,7848,3456,149655
Maryborough,31905,7287,4046,3570,4508,5510,6785,6549,2939,949,42150,12,16,7,7,0,11,8,7,4,81,21,16,33,33,42,123,171,67,6,510,16,9,27,20,32,80,133,49,12,374,197,309,270,260,279,404,373,145,49,2294,0,4,3,0,7,23,45,4,4,92,10,6,18,6,0,9,8,5,0,58,0,4,6,3,8,15,28,7,0,76,4,0,0,0,0,0,0,0,0,7,0,0,3,0,0,7,36,13,3,68,0,0,0,0,0,0,0,0,0,0,251,351,360,319,384,662,790,287,79,3476,262,368,370,325,386,673,800,295,77,3559,24,106,73,26,52,40,22,13,3,358,7575,4522,4012,4857,5949,7500,7374,3242,1033,46069
Adelaide City,40101,1162,6029,4893,2234,1993,1851,1607,712,355,20834,4,13,12,3,6,4,0,0,5,50,27,75,204,234,261,211,118,26,4,1155,14,91,239,245,295,154,73,25,3,1143,30,43,99,123,162,115,40,12,0,630,256,382,415,327,398,385,384,240,187,2980,3,23,66,89,118,59,38,4,4,407,0,7,5,9,12,20,10,0,0,62,17,39,39,35,42,40,16,0,0,227,3,9,23,26,31,22,15,0,3,124,0,0,0,0,0,0,0,0,0,0,355,677,1088,1099,1315,1005,684,302,204,6730,359,691,1093,1102,1317,1010,689,302,209,6780,159,740,495,294,279,259,137,29,0,2389,1681,7459,6481,3632,3589,3120,2431,1040,563,30004
Adelaide Hills,40102,13641,8343,6424,8783,10472,9519,6931,2877,1206,68212,18,20,9,7,17,21,19,11,6,129,3,6,11,3,23,22,31,4,0,103,4,8,42,15,31,28,19,4,0,154,3,7,5,3,7,13,22,0,0,58,177,316,257,153,158,193,149,67,56,1524,0,0,4,4,3,13,7,4,3,35,3,0,0,4,5,3,9,0,0,19,0,10,3,0,0,12,0,0,0,25,3,0,0,3,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,197,341,319,188,228,276,236,84,52,1924,216,363,327,195,239,298,258,96,62,2059,26,106,38,27,18,27,23,3,3,277,13889,8811,6797,9005,10739,9841,7212,2977,1270,70544
Norwood - Payneham - St Peters,40105,4934,4400,5157,4395,4368,3933,3100,2155,1229,33669,4,9,14,9,10,3,7,9,4,74,3,3,8,5,8,7,3,0,0,41,0,11,7,6,19,7,7,5,0,58,0,4,3,0,0,10,5,0,0,22,75,171,152,85,117,105,106,49,38,900,0,3,5,4,0,4,0,0,0,16,0,0,0,0,0,3,4,0,0,7,0,10,0,3,3,3,3,0,0,29,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,88,197,176,105,152,143,138,57,39,1087,89,202,189,113,162,148,144,70,44,1153,46,96,64,34,35,86,46,12,3,425,5070,4700,5415,4547,4569,4161,3293,2230,1277,35250
Onkaparinga,40304,30678,19590,19720,20667,21799,20473,16218,7597,3315,160057,30,24,35,30,29,51,35,49,18,292,4,8,18,14,15,22,24,7,0,116,22,13,23,21,23,16,26,10,3,152,8,13,12,6,15,23,15,6,0,104,548,753,676,448,389,314,257,117,63,3561,3,3,13,4,13,19,18,0,0,81,0,0,4,3,0,5,4,3,0,29,11,3,3,8,4,7,0,0,0,36,0,0,0,0,0,3,3,4,0,18,0,0,0,0,0,0,0,0,0,0,601,795,746,505,467,415,345,157,71,4099,627,816,781,536,499,466,381,198,81,4390,89,216,87,54,65,81,75,17,3,687,31394,20625,20584,21254,22360,21020,16667,7822,3399,165132
Charles Sturt,40401,16552,12868,14409,13191,14604,12844,9654,6439,3394,103953,35,30,31,16,34,27,32,31,9,244,6,6,12,15,21,16,9,5,0,98,10,27,10,18,21,26,24,3,6,133,4,6,11,11,13,7,12,4,3,74,296,396,461,311,299,282,227,187,106,2561,3,0,7,8,6,7,4,0,0,35,3,3,0,0,0,4,4,0,0,18,0,0,3,5,3,0,3,0,0,22,3,4,3,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,323,451,511,363,359,347,289,211,112,2968,358,481,543,384,392,375,320,236,122,3210,72,174,104,42,77,153,76,15,5,713,16984,13523,15052,13617,15072,13373,10047,6690,3520,107876
Port Adelaide - West,40402,8878,6768,7594,7251,8017,7559,4956,2764,1513,55302,21,25,21,5,21,34,11,10,7,145,0,3,10,9,6,3,3,5,0,35,0,6,10,14,13,13,7,3,0,72,0,7,7,12,14,13,9,0,0,60,168,286,295,167,180,171,92,59,65,1487,3,4,9,3,3,4,3,0,0,32,0,0,0,0,3,0,0,0,0,5,0,6,5,5,4,3,0,0,0,25,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,177,308,341,208,222,210,126,66,67,1724,195,335,361,214,247,245,130,78,70,1868,39,126,76,41,55,75,47,8,3,471,9110,7224,8029,7506,8314,7873,5138,2848,1591,57639
Burnside,40103,7356,5492,3755,5120,5813,5383,4695,2727,1580,41934,12,7,4,8,4,6,18,8,3,78,5,3,15,7,9,9,9,11,0,75,14,7,19,18,10,8,12,0,3,91,4,0,6,5,4,9,3,3,0,42,110,177,160,135,147,131,138,59,27,1084,0,0,4,6,4,3,4,0,0,20,0,0,3,0,3,7,0,0,3,11,0,3,9,0,3,3,0,0,0,22,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,132,201,213,177,183,168,168,80,30,1349,149,205,220,187,189,173,183,91,36,1426,90,151,44,50,73,95,76,23,4,606,7596,5850,4020,5354,6078,5656,4954,2842,1617,43963
Unley,40107,5867,4572,4824,4694,4745,4468,3329,1892,1572,35963,9,3,7,4,5,4,8,6,8,62,3,7,7,10,11,9,12,5,3,58,0,11,10,8,5,7,4,4,0,56,4,4,4,13,11,6,10,3,0,51,77,142,146,83,114,81,78,48,32,793,4,3,11,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,4,0,3,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,85,169,178,114,144,109,114,59,36,1010,92,171,188,119,154,115,123,65,50,1073,30,106,60,31,45,50,48,14,0,385,5989,4840,5071,4852,4946,4629,3497,1965,1622,37414
Gawler - Two Wells,40201,6411,4316,3647,3989,4998,4187,2961,1765,714,32976,9,7,5,5,4,9,8,6,5,62,3,0,3,3,4,10,8,0,0,33,3,8,3,9,5,8,9,3,3,47,7,0,0,3,11,15,10,0,0,50,113,169,142,95,75,78,66,41,33,817,3,0,0,4,0,10,3,0,0,24,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,174,158,107,96,125,101,50,42,981,141,184,162,112,109,132,114,53,43,1044,11,24,19,7,6,13,8,3,3,85,6556,4521,3827,4113,5109,4327,3079,1825,753,34105
Playford,40202,20074,12274,13032,10286,10933,8925,5767,3575,1348,86223,49,38,28,28,47,35,19,18,7,264,5,10,12,4,9,3,16,4,0,54,3,5,13,4,3,6,7,0,0,46,6,10,7,3,12,4,0,3,0,50,444,569,604,339,263,216,170,151,84,2853,3,6,3,3,5,7,0,0,0,26,5,0,0,4,0,3,5,0,0,21,0,4,3,3,3,3,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,472,602,645,358,293,241,200,159,87,3064,517,645,677,387,338,273,225,176,98,3320,24,44,51,15,22,28,25,13,3,227,20621,12962,13755,10689,11292,9231,6014,3759,1450,89771
Port Adelaide - East,40203,11858,8022,12179,9845,7669,6385,4949,2999,1538,65450,24,19,27,21,15,23,18,11,9,161,0,7,6,9,3,12,15,3,3,62,4,13,10,14,3,10,7,3,0,69,0,9,10,10,4,18,9,0,0,65,199,277,314,208,189,154,135,73,44,1595,0,4,8,3,4,11,0,0,0,31,0,0,3,0,0,0,6,0,0,13,0,3,4,6,0,8,0,0,0,22,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,207,311,361,253,213,210,184,77,46,1867,234,327,385,280,229,228,195,90,54,2032,57,128,118,45,93,261,133,18,4,862,12153,8472,12681,10173,7991,6874,5282,3113,1603,68344
Salisbury,40204,26401,17690,19835,17599,17130,14516,10589,5563,1977,131293,51,32,36,34,41,33,41,27,19,320,9,16,28,27,19,31,8,3,0,140,3,10,24,21,35,33,16,8,0,151,3,14,25,3,19,25,4,3,0,108,455,661,669,416,338,280,146,82,45,3094,0,11,18,18,18,13,8,0,0,80,0,3,3,0,5,0,3,0,0,16,5,8,7,7,8,0,0,0,0,26,0,4,3,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,476,729,780,499,442,382,187,98,45,3636,526,759,820,535,483,409,226,124,68,3952,76,181,170,75,122,245,121,15,7,1011,27008,18634,20822,18206,17737,15172,10935,5701,2051,136257
Tea Tree Gully,40205,16060,10892,10797,11729,12586,11454,9248,4792,1946,89511,9,19,16,9,22,15,18,22,12,142,0,0,4,9,9,16,16,0,0,59,7,11,12,11,3,8,8,3,0,64,3,6,12,0,3,12,9,8,0,55,260,295,341,201,161,153,99,92,68,1663,0,3,5,3,8,12,0,3,0,32,0,0,0,0,3,4,3,0,0,10,0,4,3,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,275,318,378,228,188,207,146,100,67,1907,279,331,397,242,208,220,164,125,83,2055,51,138,46,21,48,127,85,15,0,535,16389,11370,11239,11996,12848,11806,9495,4936,2024,92095
Mitcham,40303,10949,7863,6426,7830,8349,7511,5994,3516,2100,60548,5,10,7,7,4,8,9,12,8,75,4,13,7,3,3,15,13,7,0,60,6,17,12,0,4,9,3,4,0,69,4,3,5,4,3,7,3,0,0,31,163,290,287,186,172,232,267,249,237,2078,0,3,0,3,3,7,6,0,0,25,0,3,0,0,0,0,0,0,0,9,5,12,11,5,0,6,5,0,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,187,344,331,205,198,269,303,256,239,2327,197,357,332,205,204,279,312,272,245,2404,60,172,94,53,46,107,53,9,3,599,11205,8389,6857,8097,8600,7893,6359,3798,2352,63550
Campbelltown (SA),40104,8121,6077,6054,6261,6809,5369,4689,3686,1604,48657,9,13,12,7,17,15,26,17,11,124,0,3,6,5,3,3,3,5,0,25,3,0,6,3,3,7,8,0,0,30,0,3,3,0,0,0,4,0,0,14,131,147,191,118,106,90,77,67,38,965,4,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,6,4,0,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,164,216,133,123,102,91,73,40,1071,146,177,230,139,137,111,116,89,50,1195,50,112,48,40,43,142,71,18,7,536,8314,6365,6324,6440,6991,5620,4869,3799,1659,50388
Prospect - Walkerville,40106,4491,3535,3886,3428,3619,3448,2174,1330,740,26659,8,11,8,10,4,7,4,3,0,58,3,4,10,11,3,9,4,3,0,47,0,5,15,7,5,15,7,0,0,59,0,3,3,0,8,10,7,0,0,31,79,134,111,94,94,77,89,56,36,774,0,0,3,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,3,0,3,5,7,3,0,19,0,0,0,0,0,0,0,0,0,0,83,147,155,119,118,117,113,62,40,955,87,157,165,131,125,122,117,66,40,1014,29,76,39,26,39,57,32,8,0,310,4612,3773,4090,3584,3787,3631,2327,1406,781,27984
West Torrens,40403,8728,7946,10012,7807,7417,6117,4666,3648,2106,58446,5,13,16,13,16,19,18,17,9,124,12,10,19,7,15,17,10,3,0,92,15,24,25,13,13,24,14,3,4,129,3,5,8,10,7,9,11,0,0,56,128,232,245,161,165,183,149,87,67,1417,6,4,8,4,14,3,6,4,0,51,0,0,0,0,8,4,0,0,0,14,0,3,3,0,10,4,5,0,0,30,0,0,3,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,166,279,308,206,229,248,197,101,71,1801,173,286,326,219,242,272,210,121,77,1925,48,136,91,55,85,138,61,15,0,628,8946,8371,10425,8076,7743,6525,4941,3780,2186,60998
Barossa,40501,6628,3693,3356,4165,4901,4944,3561,1761,770,33774,9,5,0,10,10,4,14,5,3,52,0,3,3,7,12,13,8,7,0,55,3,12,8,7,12,48,20,5,0,121,3,4,6,10,11,17,9,0,0,60,74,176,139,87,75,136,142,67,39,936,6,3,11,3,4,10,5,0,0,42,0,0,0,0,3,3,3,0,0,12,0,3,3,0,0,3,5,0,0,15,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,205,174,123,121,236,178,78,39,1246,100,209,174,134,132,237,195,83,39,1297,15,58,52,12,14,10,5,0,0,165,6747,3964,3575,4308,5041,5187,3758,1841,810,35240
Lower North,40502,3903,1874,1969,2190,2939,3376,2746,1360,623,20982,8,12,3,5,5,9,12,3,10,65,0,3,0,10,5,11,14,0,0,46,5,3,21,5,15,22,44,6,0,122,5,4,0,6,3,10,8,8,0,46,79,126,111,83,100,171,138,42,33,877,3,0,3,0,7,10,0,0,0,24,0,0,0,0,0,3,3,0,0,10,0,0,0,5,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,94,139,138,114,134,237,207,51,31,1150,102,151,141,121,144,247,216,54,42,1216,8,32,5,0,8,7,14,4,0,70,4008,2053,2111,2311,3091,3630,2971,1422,664,22269
Mid North,40503,4536,2758,2386,2648,3516,3826,3187,1839,780,25469,17,15,3,6,10,17,19,4,6,97,10,6,12,15,20,41,19,6,0,118,3,3,16,3,12,18,32,6,0,101,10,13,13,18,18,18,18,3,0,104,126,195,238,164,194,201,137,38,26,1322,3,0,17,3,7,16,9,4,0,52,0,5,3,3,3,15,9,4,0,39,0,3,3,0,0,3,0,0,0,13,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,154,217,288,207,255,311,236,59,29,1763,165,234,296,217,267,324,257,66,38,1859,0,18,22,8,15,8,9,0,0,81,4708,3011,2702,2876,3794,4158,3445,1905,812,27412
