gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e9,Stonnington - West,"20606","5","76","785","1685","1281","470","135","323","4761","3","108","1546","1140","165","25","4","231","3221","7","70","849","1489","316","46","6","220","2992","7","174","2397","2626","479","63","10","452","6209","67","745","1787","596","49","7","4","322","3576","81","2625","3503","537","13","3","4","824","7590","164","3181","3610","750","33","6","5","1139","8894","0","4","4","0","0","0","0","4","16","314","6560","8907","1889","96","19","18","2284","20074","0","8","31","22","4","0","0","15","75","3","24","34","16","5","4","0","8","102","333","6835","12156","6232","1863","553","167","3086","31227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e8,Yarra,"20607","5","257","1503","2267","913","178","46","434","5611","12","411","4347","2706","609","73","16","618","8789","9","210","1893","2833","691","140","26","507","6311","21","618","6237","5538","1301","211","43","1128","15101","97","1300","1669","406","59","3","21","543","4108","63","1815","1920","455","25","3","5","602","4882","132","2712","4727","1051","34","0","4","1270","9934","0","3","3","3","0","0","0","0","11","290","5834","8321","1917","119","4","26","2421","18929","3","32","81","74","14","3","3","107","326","10","45","63","34","14","3","3","49","224","334","6790","16206","9825","2359","407","127","4135","40182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e7,Boroondara,"20701","19","179","3029","12339","12888","4140","761","1314","34673","20","309","3974","2857","411","73","9","421","8064","7","71","796","2697","856","108","14","263","4812","26","383","4765","5554","1267","180","22","681","12874","89","1019","3611","695","81","15","6","585","6098","65","1220","2724","365","28","3","3","453","4851","116","1394","1764","233","14","3","7","337","3869","0","0","0","0","0","0","0","3","0","268","3629","8100","1285","117","17","25","1376","14821","3","27","75","60","11","4","3","20","204","0","32","48","59","34","7","0","32","220","323","4256","16020","19297","14320","4341","812","3425","62794"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e6,Manningham - West,"20702","14","119","1005","9588","9728","2035","386","938","23817","3","65","990","1116","148","15","4","234","2570","5","17","372","1935","1090","140","6","156","3720","9","80","1359","3050","1238","152","10","389","6289","9","87","386","449","26","0","0","81","1030","0","91","320","49","8","0","0","51","519","9","256","682","125","8","0","0","99","1189","0","0","0","0","0","0","0","0","0","15","435","1393","627","43","0","0","230","2742","0","0","6","0","5","0","0","11","28","0","4","13","18","18","3","0","78","143","40","635","3774","13283","11037","2196","399","1645","33014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e5,Whitehorse - West,"20703","17","144","2237","11823","7002","1697","343","977","24249","13","329","3174","2000","282","41","8","279","6122","15","54","609","1655","611","80","12","178","3224","21","377","3783","3661","894","123","23","460","9344","117","300","995","319","34","3","3","134","1912","61","524","652","55","0","3","3","137","1439","42","465","384","17","0","0","0","102","1012","0","0","4","4","0","0","0","0","9","219","1298","2031","397","40","8","9","374","4366","0","4","11","15","5","0","0","9","44","0","17","27","35","16","6","0","22","113","262","1839","8091","15923","7956","1831","375","1843","38118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e4,Bayside,"20801","20","107","2337","9229","7825","2065","266","992","22837","3","293","2669","1391","131","8","3","260","4759","0","61","676","2199","731","73","7","217","3965","4","352","3349","3588","859","81","14","471","8727","50","289","1296","402","40","9","3","246","2323","8","202","632","162","12","0","3","165","1184","11","387","600","131","9","0","0","174","1312","0","3","0","0","0","0","0","0","9","65","880","2527","700","61","13","5","580","4833","0","21","117","42","7","0","0","28","219","0","15","36","56","36","5","0","17","164","91","1385","8362","13611","8790","2167","285","2088","36776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e3,Darebin - North,"20902","35","305","4098","11937","4166","780","201","1643","23157","12","780","3476","1180","89","16","5","601","6164","11","200","1458","1373","182","19","7","293","3534","24","971","4937","2557","274","37","16","888","9701","16","381","751","138","24","4","3","233","1556","60","310","263","29","3","0","0","167","835","17","275","749","33","3","0","0","120","1206","0","0","0","0","0","0","0","0","0","101","970","1769","202","26","4","3","522","3591","3","25","102","49","9","0","0","40","228","3","10","40","29","9","0","0","31","124","161","2283","10942","14765","4482","824","217","3128","36802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e2,Nillumbik - Kinglake,"20903","29","204","1149","8217","7939","1762","308","872","20476","6","68","149","82","14","0","0","31","354","0","3","91","208","34","5","0","22","368","6","68","241","292","51","5","0","54","719","0","26","226","210","19","0","0","35","520","0","3","13","0","0","0","0","3","23","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","28","242","212","23","0","0","35","543","4","4","9","3","3","0","0","4","37","0","3","13","22","17","3","0","7","64","44","313","1652","8743","8028","1774","306","980","21842"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e1,Whittlesea - Wallan,"20904","85","242","2327","28782","22889","2484","416","3493","60725","11","153","1605","2215","848","53","6","363","5253","10","27","818","1811","507","58","3","244","3479","19","176","2423","4019","1357","115","13","608","8735","5","114","856","404","15","3","0","140","1545","6","151","234","29","0","0","0","89","509","22","106","74","9","40","0","0","23","283","0","0","0","0","0","0","0","0","5","33","373","1166","440","62","3","0","252","2336","0","12","3","12","7","0","0","16","54","4","4","27","45","22","3","0","16","131","148","814","5950","33297","24336","2614","434","4389","71978"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68e0,Keilor,"21001","17","75","1127","9070","4617","857","120","833","16711","0","79","867","1054","83","6","7","173","2271","3","13","421","1253","431","54","3","153","2331","3","91","1288","2309","508","65","12","327","4603","11","12","86","51","0","0","0","21","186","0","3","14","0","0","0","0","3","20","0","35","13","0","0","0","0","6","58","0","5","3","0","0","0","0","0","11","11","47","116","58","3","0","0","30","267","3","3","23","65","22","3","3","18","139","0","4","13","19","12","0","0","6","53","32","218","2562","11514","5165","926","133","1218","21772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68df,Macedon Ranges,"21002","13","77","517","3804","3891","678","126","551","9668","0","67","188","173","21","0","0","57","506","0","0","4","7","0","0","0","4","15","0","67","189","176","21","0","0","62","517","0","5","29","34","0","0","0","6","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","36","3","0","0","6","81","0","19","8","0","4","0","0","13","47","0","0","6","16","13","0","0","0","37","14","168","755","4029","3932","680","130","639","10348"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68de,Kingston,"20803","20","131","2339","12358","7826","1462","217","1172","25524","17","522","4133","2413","219","17","6","515","7838","5","72","953","2702","673","90","13","230","4732","22","595","5078","5111","888","110","22","742","12569","35","910","3219","1279","88","14","7","703","6251","3","104","498","47","12","0","0","110","779","0","217","454","44","3","6","0","61","783","0","3","0","3","0","0","0","3","15","39","1230","4174","1376","101","14","7","876","7826","9","91","133","40","8","0","0","55","329","4","18","52","56","22","6","5","40","198","95","2058","11777","18945","8848","1589","253","2883","46451"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-68dd,Stonnington - East,"20804","0","33","682","2953","2719","861","144","302","7705","3","117","976","736","84","7","3","97","2014","0","16","314","722","244","17","9","80","1397","5","134","1287","1461","328","24","10","169","3415","13","622","1560","308","19","7","0","200","2726","16","394","774","87","3","20","0","134","1432","16","296","230","55","0","0","0","47","647","0","0","0","0","0","0","0","0","0","47","1313","2560","449","25","23","0","381","4798","19","91","57","17","3","0","0","16","209","3","8","11","18","7","0","3","10","66","75","1572","4602","4907","3079","907","159","892","16195"
