SA3_MAIN11,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
11503,7784,7391,15175,733,738,1471,2056,2092,4148,39,30,69,37,33,70,5,9,14,12,15,27,3,4,7,5,7,12,6,12,18,0,0,0,2163,2202,4365,90,118,208,38,26,64,3024,3084,6108,739,651,1390,11547,11126,22673,Hawkesbury
11504,7875,7736,15611,587,590,1177,2971,3033,6004,36,44,80,93,73,166,30,22,52,17,15,32,3,5,8,7,7,14,14,11,25,3,0,3,3174,3210,6384,390,400,790,32,30,62,4183,4230,8413,545,445,990,12603,12411,25014,Rouse Hill - McGraths Hill
11601,35401,36440,71841,2539,2619,5158,11566,11527,23093,130,128,258,205,234,439,61,44,105,38,51,89,16,16,32,8,10,18,23,24,47,0,0,0,12047,12034,24081,4060,4397,8457,243,175,418,18889,19225,38114,2775,2639,5414,57065,58304,115369,Blacktown
11602,17687,17836,35523,1884,1926,3810,10000,10158,20158,126,122,248,207,226,433,66,71,137,57,63,120,26,20,46,19,17,36,41,38,79,0,0,0,10542,10715,21257,1929,2138,4067,92,86,178,14447,14865,29312,1874,1032,2906,34008,33733,67741,Blacktown - North
11603,28971,30096,59067,2541,2715,5256,8890,9319,18209,119,95,214,148,164,312,24,30,54,41,35,76,18,15,33,8,11,19,16,30,46,0,0,0,9264,9699,18963,2542,2770,5312,231,217,448,14578,15401,29979,2911,2834,5745,46460,48331,94791,Mount Druitt
11701,10162,10674,20836,1092,1141,2233,3886,3857,7743,70,69,139,95,96,191,16,21,37,25,30,55,9,0,9,9,12,21,35,28,63,0,0,0,4145,4113,8258,1405,1389,2794,78,62,140,6720,6705,13425,1252,1193,2445,18134,18572,36706,Botany
11703,26907,24208,51115,4874,3995,8869,22896,20677,43573,1328,1032,2360,1372,1298,2670,429,417,846,617,525,1142,143,119,262,87,76,163,583,535,1118,4,0,4,27459,24679,52138,15907,15837,31744,557,454,1011,48797,44965,93762,13051,10232,23283,88755,79405,168160,Sydney Inner City
11801,23489,26043,49532,3367,3493,6860,12247,13496,25743,592,644,1236,575,710,1285,143,189,332,232,294,526,28,30,58,23,23,46,218,211,429,4,0,4,14062,15597,29659,6594,7042,13636,222,211,433,24245,26343,50588,6647,6237,12884,54381,58623,113004,Eastern Suburbs - North
11802,27259,29866,57125,3581,3701,7282,12468,13412,25880,429,458,887,546,559,1105,110,131,241,156,177,333,44,72,116,67,51,118,244,260,504,0,0,0,14064,15120,29184,7960,8256,16216,255,261,516,25860,27338,53198,6281,4684,10965,59400,61888,121288,Eastern Suburbs - South
11901,45594,47761,93355,3756,3841,7597,14151,14591,28742,116,135,251,173,170,343,27,41,68,45,60,105,16,17,33,17,11,28,29,37,66,0,0,0,14574,15062,29636,3002,3458,6460,275,282,557,21607,22643,44250,4694,4548,9242,71895,74952,146847,Bankstown
11902,34026,34730,68756,3540,3389,6929,9994,9652,19646,119,100,219,118,116,234,55,37,92,27,46,73,18,9,27,10,8,18,29,26,55,0,0,0,10370,9994,20364,5396,5312,10708,260,220,480,19566,18915,38481,4437,3988,8425,58029,57633,115662,Canterbury
11903,31502,33877,65379,2877,3152,6029,10969,11731,22700,130,135,265,179,175,354,60,64,124,60,54,114,13,16,29,12,15,27,49,56,105,0,0,0,11472,12246,23718,4214,4605,8819,203,168,371,18766,20171,38937,2682,2595,5277,52950,56643,109593,Hurstville
11904,31803,33536,65339,2864,2863,5727,11927,12254,24181,184,171,355,243,248,491,63,62,125,49,55,104,19,18,37,11,14,25,69,69,138,0,0,0,12565,12891,25456,4974,4972,9946,248,292,540,20651,21018,41669,3906,3523,7429,56360,58077,114437,Kogarah - Rockdale
12001,17391,19058,36449,1852,1975,3827,8159,8763,16922,246,237,483,266,285,551,100,85,185,92,111,203,23,22,45,18,13,31,71,86,157,0,0,0,8975,9602,18577,2611,2855,5466,131,138,269,13569,14570,28139,2346,2096,4442,33306,35724,69030,Canada Bay
12002,10373,11754,22127,1599,1798,3397,6063,6928,12991,257,294,551,226,277,503,71,77,148,88,107,195,15,27,42,20,10,30,84,120,204,0,0,0,6824,7840,14664,2028,2327,4355,111,117,228,10562,12082,22644,1585,1546,3131,22520,25382,47902,Leichhardt
12003,32411,34933,67344,3070,3201,6271,13347,14163,27510,288,293,581,294,295,589,121,113,234,79,93,172,41,45,86,23,29,52,127,155,282,0,0,0,14320,15186,29506,8216,8012,16228,317,282,599,25923,26681,52604,4951,4483,9434,63285,66097,129382,Strathfield - Burwood - Ashfield
12101,23010,25295,48305,2836,2900,5736,10274,10836,21110,323,332,655,331,357,688,93,94,187,112,98,210,34,41,75,12,13,25,112,124,236,3,0,3,11294,11895,23189,5208,5883,11091,136,177,313,19474,20855,40329,2238,2237,4475,44722,48387,93109,Chatswood - Lane Cove
12102,21067,21886,42953,2321,2346,4667,6812,7295,14107,125,150,275,157,183,340,40,50,90,40,41,81,14,14,28,12,9,21,41,40,81,0,0,0,7241,7782,15023,2640,2952,5592,107,95,202,12309,13175,25484,1307,1239,2546,34683,36300,70983,Hornsby
12103,29605,32319,61924,2277,2436,4713,10664,11874,22538,339,326,665,265,302,567,64,78,142,118,141,259,22,23,45,7,10,17,85,104,189,0,4,4,11564,12862,24426,3963,4451,8414,121,182,303,17925,19931,37856,1894,2123,4017,49424,54373,103797,Ku-ring-gai
12104,15255,18118,33373,2825,3183,6008,10585,11620,22205,489,508,997,487,547,1034,135,145,280,161,188,349,51,45,96,18,20,38,163,177,340,4,0,4,12093,13250,25343,5441,5871,11312,116,126,242,20475,22430,42905,3619,3546,7165,39349,44094,83443,North Sydney - Mosman
12201,8262,8958,17220,1745,1800,3545,3701,3851,7552,121,125,246,103,130,233,14,25,39,42,39,81,14,12,26,8,5,13,26,38,64,0,0,0,4029,4225,8254,2540,2655,5195,52,65,117,8366,8745,17111,1257,1185,2442,17885,18888,36773,Manly
12202,15389,16135,31524,2287,2297,4584,5524,6015,11539,94,136,230,171,186,357,20,18,38,53,51,104,19,21,40,6,10,16,22,25,47,0,0,0,5909,6462,12371,1119,1148,2267,78,126,204,9393,10033,19426,1212,1164,2376,25994,27332,53326,Pittwater
12203,36674,38698,75372,4227,4324,8551,14524,15067,29591,243,240,483,369,407,776,44,64,108,99,106,205,26,22,48,21,21,42,65,80,145,0,0,0,15391,16007,31398,4244,4423,8667,417,489,906,24279,25243,49522,2876,2751,5627,63829,66692,130521,Warringah
12301,12982,13668,26650,1936,2145,4081,6687,7120,13807,69,73,142,156,168,324,21,18,39,27,33,60,16,15,31,6,6,12,27,44,71,0,0,0,7009,7477,14486,417,467,884,83,86,169,9445,10175,19620,805,754,1559,23232,24597,47829,Camden
12302,41869,43402,85271,4014,4488,8502,13431,14264,27695,158,172,330,328,348,676,38,44,82,70,75,145,36,23,59,17,12,29,48,41,89,0,0,0,14126,14979,29105,2247,2618,4865,291,244,535,20678,22329,43007,3871,4091,7962,66418,69822,136240,Campbelltown (NSW)
12303,10993,10914,21907,1338,1311,2649,3338,3587,6925,39,30,69,77,99,176,11,14,25,15,15,30,13,6,19,6,5,11,7,13,20,0,0,0,3506,3769,7275,152,161,313,59,59,118,5055,5300,10355,780,733,1513,16828,16947,33775,Wollondilly
12401,21332,22778,44110,3303,3494,6797,6524,7213,13737,117,141,258,220,292,512,30,49,79,80,83,163,35,41,76,22,31,53,66,69,135,0,0,0,7094,7919,15013,522,687,1209,120,140,260,11039,12240,23279,1868,1754,3622,34239,36772,71011,Blue Mountains
12402,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,Blue Mountains - South
12403,34925,36223,71148,3884,4058,7942,12542,13419,25961,126,135,261,353,386,739,50,64,114,64,67,131,31,38,69,42,40,82,41,48,89,0,0,0,13249,14197,27446,1227,1356,2583,212,214,426,18572,19825,38397,2751,2797,5548,56248,58845,115093,Penrith
12404,9214,9679,18893,1355,1476,2831,3645,3881,7526,97,64,161,221,194,415,48,40,88,42,31,73,18,16,34,33,22,55,39,28,67,0,0,0,4143,4276,8419,213,251,464,71,56,127,5782,6059,11841,1369,1028,2397,16365,16766,33131,Richmond - Windsor
12405,15574,15833,31407,1489,1545,3034,4542,4677,9219,55,34,89,89,103,192,16,16,32,14,11,25,6,9,15,6,0,6,9,21,30,0,0,0,4737,4871,9608,628,706,1334,95,94,189,6949,7216,14165,1359,1193,2552,23882,24242,48124,St Marys
12501,16954,16938,33892,3045,2823,5868,5776,5638,11414,143,116,259,137,131,268,52,51,103,39,26,65,3,10,13,8,9,17,36,40,76,0,0,0,6194,6021,12215,5070,4605,9675,219,180,399,14528,13629,28157,4190,2489,6679,35672,33056,68728,Auburn
12502,16945,17736,34681,1071,1099,2170,6023,6038,12061,103,102,205,121,137,258,51,41,92,39,33,72,8,11,19,11,8,19,24,25,49,0,0,0,6380,6395,12775,1730,1868,3598,63,56,119,9244,9418,18662,1322,1288,2610,27511,28442,55953,Carlingford
12503,36990,37954,74944,3123,3218,6341,12634,12904,25538,148,150,298,156,187,343,56,60,116,39,39,78,17,16,33,12,12,24,33,30,63,0,0,0,13095,13398,26493,3946,4060,8006,238,232,470,20402,20908,41310,4573,3979,8552,61965,62841,124806,Merrylands - Guildford
12504,27475,28618,56093,2898,2820,5718,13154,12757,25911,276,196,472,287,246,533,109,96,205,77,60,137,25,19,44,21,9,30,70,74,144,0,0,0,14019,13457,27476,8698,8725,17423,246,220,466,25861,25222,51083,4429,3550,7979,57765,57390,115155,Parramatta
12601,12067,13120,25187,1209,1259,2468,3937,4078,8015,90,82,172,88,96,184,40,36,76,50,39,89,13,13,26,3,0,3,17,36,53,0,0,0,4238,4380,8618,1605,1696,3301,40,44,84,7092,7379,14471,564,536,1100,19723,21035,40758,Pennant Hills - Epping
