SA3_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
21204,2034,1871,3905,646,796,1442,3,3,6,15,11,26,152,47,199,28338,17430,45768,1794,2501,4295,609,9,618,164,14,178,272,31,303,264,88,352,525,577,1102,34816,23378,58194,492,448,940,0,0,0,87,99,186,523,379,902,75,144,219,37,10,47,1214,1080,2294,0,0,0,0,8,8,23,26,49,34,86,120,8,12,20,65,132,197,215,100,315,1494,1312,2806,299,350,649,16,14,30,5,0,5,320,364,684,589,828,1417,2027,3002,5029,976,752,1728,40222,29636,69858,Dandenong
21205,3061,2350,5411,629,751,1380,9,4,13,46,38,84,88,39,127,25994,19805,45799,1125,2045,3170,379,5,384,228,21,249,481,67,548,188,101,289,897,818,1715,33125,26044,59169,570,470,1040,0,0,0,183,205,388,922,659,1581,140,235,375,67,20,87,1882,1589,3471,0,0,0,21,23,44,21,22,43,33,79,112,13,7,20,88,131,219,215,153,368,2185,1873,4058,420,420,840,12,10,22,18,3,21,450,433,883,1321,1492,2813,2603,4228,6831,589,533,1122,40273,34603,74876,Monash
21301,2445,2649,5094,290,434,724,11,3,14,18,20,38,180,47,227,28766,18332,47098,1846,2457,4303,581,11,592,191,19,210,178,27,205,275,89,364,326,416,742,35107,24504,59611,412,422,834,0,0,0,121,145,266,493,502,995,95,197,292,40,9,49,1161,1275,2436,0,0,0,7,12,19,18,14,32,19,37,56,5,3,8,49,66,115,214,119,333,1424,1460,2884,315,450,765,13,9,22,9,0,9,337,459,796,554,798,1352,2356,3390,5746,1098,801,1899,40876,31412,72288,Brimbank
21302,1622,1719,3341,195,226,421,7,0,7,4,12,16,48,27,75,13389,9556,22945,708,1020,1728,215,9,224,174,28,202,418,92,510,103,46,149,315,365,680,17198,13100,30298,208,208,416,0,0,0,113,154,267,218,246,464,53,100,153,64,24,88,656,732,1388,0,0,0,12,13,25,11,4,15,6,16,22,5,5,10,34,38,72,117,69,186,807,839,1646,138,219,357,3,3,6,4,0,4,145,222,367,487,683,1170,1331,2192,3523,329,268,597,20297,17304,37601,Hobsons Bay
21303,1951,1782,3733,451,455,906,8,3,11,156,203,359,62,37,99,10614,7237,17851,578,1028,1606,115,3,118,231,42,273,714,258,972,97,28,125,434,505,939,15411,11581,26992,430,385,815,0,0,0,293,293,586,190,193,383,36,79,115,87,43,130,1036,993,2029,0,0,0,31,56,87,7,20,27,19,19,38,5,8,13,62,103,165,110,92,202,1208,1188,2396,348,319,667,3,9,12,9,3,12,360,331,691,413,609,1022,1127,1878,3005,313,254,567,18832,15841,34673,Maribyrnong
21304,1080,1339,2419,107,187,294,5,4,9,12,14,26,50,25,75,23436,16460,39896,1568,1607,3175,653,17,670,163,13,176,84,11,95,157,65,222,263,337,600,27578,20079,47657,168,199,367,0,0,0,46,71,117,444,411,855,64,133,197,26,0,26,748,814,1562,0,0,0,3,3,6,13,10,23,16,28,44,9,3,12,41,44,85,193,108,301,982,966,1948,203,268,471,0,6,6,3,5,8,206,279,485,497,861,1358,1993,3495,5488,579,507,1086,31835,26187,58022,Melton - Bacchus Marsh
21305,2170,2256,4426,178,293,471,13,4,17,25,16,41,91,33,124,30796,20904,51700,2143,2702,4845,563,18,581,294,23,317,208,46,254,238,82,320,419,460,879,37138,26837,63975,424,431,855,0,0,0,94,117,211,947,580,1527,147,324,471,67,14,81,1679,1466,3145,0,0,0,3,3,6,15,10,25,16,45,61,9,6,15,43,64,107,271,162,433,1993,1692,3685,478,562,1040,3,3,6,22,3,25,503,568,1071,732,1213,1945,2830,4365,7195,667,559,1226,43863,35234,79097,Wyndham
21401,865,698,1563,325,323,648,17,4,21,0,5,5,52,31,83,23259,18632,41891,1619,1489,3108,613,14,627,205,21,226,166,36,202,181,77,258,387,426,813,27689,21756,49445,198,165,363,0,0,0,24,28,52,329,242,571,56,82,138,53,5,58,660,522,1182,0,0,0,0,0,0,4,21,25,32,53,85,8,5,13,44,79,123,238,84,322,942,685,1627,136,146,282,8,6,14,8,4,12,152,156,308,741,1132,1873,2366,4001,6367,524,435,959,32414,28165,60579,Frankston
21402,245,171,416,204,198,402,12,5,17,17,5,22,22,31,53,23872,19085,42957,1537,1395,2932,674,11,685,182,14,196,203,40,243,264,95,359,1150,741,1891,28382,21791,50173,78,49,127,0,0,0,9,9,18,288,188,476,29,36,65,11,3,14,415,285,700,0,0,0,0,0,0,9,7,16,17,19,36,7,4,11,33,30,63,229,93,322,677,408,1085,79,78,157,8,3,11,14,5,19,101,86,187,1513,2092,3605,2713,4766,7479,564,535,1099,33950,29678,63628,Mornington Peninsula
21501,6,7,13,78,25,103,9,0,9,7,4,11,18,16,34,8839,7221,16060,705,646,1351,270,13,283,80,20,100,221,41,262,273,62,335,984,833,1817,11490,8888,20378,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,4,14,4,6,10,0,0,0,14,10,24,118,37,155,132,50,182,7,0,7,0,0,0,15,4,19,22,4,26,1423,1119,2542,1075,1716,2791,240,224,464,14382,12001,26383,Grampians
21502,5,0,5,89,65,154,3,0,3,0,3,3,22,24,46,7695,6686,14381,657,731,1388,203,8,211,98,14,112,122,34,156,107,45,152,548,453,1001,9549,8063,17612,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,7,3,10,10,10,20,7,0,7,24,13,37,78,42,120,105,58,163,3,0,3,3,6,9,3,3,6,9,9,18,566,577,1143,809,1305,2114,225,202,427,11263,10214,21477,Mildura
21503,0,6,6,41,15,56,3,3,6,0,0,0,13,9,22,5594,4089,9683,461,427,888,195,4,199,77,11,88,106,26,132,146,36,182,656,613,1269,7292,5239,12531,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,4,4,4,0,4,7,7,14,64,28,92,71,38,109,0,0,0,0,0,0,10,3,13,10,3,13,881,686,1567,521,945,1466,202,165,367,8977,7076,16053,Murray River - Swan Hill
21601,6,8,14,21,16,37,3,3,6,0,3,3,15,9,24,5429,4683,10112,406,391,797,187,6,193,116,19,135,147,38,185,84,17,101,448,424,872,6862,5617,12479,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,73,35,108,73,44,117,0,3,3,3,0,3,3,3,6,6,6,12,729,632,1361,747,1047,1794,151,129,280,8568,7475,16043,Campaspe
21602,3,0,3,17,19,36,6,0,6,3,0,3,4,0,4,3983,3268,7251,349,282,631,124,6,130,85,14,99,109,26,135,72,27,99,334,319,653,5089,3961,9050,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,34,13,47,38,16,54,3,0,3,0,0,0,3,0,3,6,0,6,613,497,1110,436,781,1217,120,105,225,6302,5360,11662,Moira
21603,8,3,11,46,83,129,8,3,11,0,0,0,21,32,53,9983,8246,18229,807,930,1737,195,3,198,124,11,135,222,46,268,78,28,106,590,507,1097,12082,9892,21974,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,6,6,12,0,0,0,0,0,0,0,4,4,5,3,8,3,3,6,8,10,18,97,35,132,111,51,162,3,3,6,4,3,7,5,3,8,12,9,21,706,629,1335,925,1655,2580,252,202,454,14088,12438,26526,Shepparton
21701,3,3,6,37,13,50,3,0,3,3,3,6,12,10,22,5513,4616,10129,460,436,896,187,7,194,82,19,101,90,19,109,119,38,157,512,443,955,7021,5607,12628,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,75,23,98,80,29,109,0,0,0,0,0,0,9,3,12,9,3,12,809,671,1480,882,1150,2032,145,153,298,8946,7613,16559,Glenelg - Southern Grampians
21702,15,19,34,114,69,183,7,0,7,9,9,18,24,17,41,13287,11176,24463,1087,1068,2155,365,15,380,252,57,309,321,87,408,220,92,312,1334,1101,2435,17035,13710,30745,4,0,4,0,0,0,0,3,3,9,6,15,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,9,4,13,6,15,21,3,0,3,18,19,37,145,63,208,176,91,267,0,6,6,9,0,9,17,0,17,26,6,32,2068,1650,3718,1702,2804,4506,389,314,703,21396,18575,39971,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,12,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,33,0,33,Migratory - Offshore - Shipping (Vic.)
29999,74,65,139,34,34,68,0,0,0,43,47,90,3,7,10,655,372,1027,89,49,138,27,3,30,6,0,6,27,18,45,32,15,47,151,146,297,1141,756,1897,15,12,27,0,0,0,13,18,31,7,8,15,5,6,11,0,3,3,40,47,87,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,16,7,23,61,54,115,11,17,28,0,0,0,0,0,0,11,17,28,37,33,70,162,166,328,27,16,43,1439,1042,2481,Special Purpose Codes SA3 (Vic.)
30101,496,526,1022,423,511,934,8,10,18,3,3,6,25,17,42,13092,10724,23816,848,1107,1955,527,6,533,286,22,308,132,19,151,124,46,170,251,265,516,16215,13256,29471,51,55,106,0,0,0,0,0,0,126,138,264,27,44,71,13,6,19,217,243,460,6,0,6,0,0,0,53,120,173,23,53,76,3,12,15,85,185,270,185,83,268,487,511,998,25,30,55,5,11,16,18,7,25,48,48,96,543,980,1523,1432,2266,3698,269,237,506,18994,17298,36292,Capalaba
30102,325,339,664,287,399,686,32,20,52,0,0,0,21,13,34,12576,10464,23040,809,972,1781,488,7,495,221,13,234,105,32,137,179,79,258,341,388,729,15384,12726,28110,41,27,68,0,0,0,0,0,0,117,133,250,22,28,50,14,0,14,194,188,382,17,26,43,0,0,0,83,115,198,27,64,91,3,6,9,130,211,341,399,274,673,723,673,1396,37,34,71,15,32,47,43,32,75,95,98,193,759,1140,1899,1388,2238,3626,230,230,460,18579,17105,35684,Cleveland - Stradbroke
30103,1039,1138,2177,321,372,693,19,24,43,0,0,0,30,25,55,11010,8935,19945,816,996,1812,327,3,330,315,30,345,201,29,230,121,39,160,279,320,599,14478,11911,26389,81,97,178,3,3,6,0,0,0,194,222,416,45,75,120,33,21,54,356,418,774,0,3,3,0,0,0,33,74,107,12,36,48,5,3,8,50,116,166,156,117,273,562,651,1213,42,63,105,8,7,15,14,0,14,64,70,134,506,794,1300,1265,2037,3302,218,177,395,17093,15640,32733,Wynnum - Manly
30201,480,547,1027,435,496,931,5,0,5,0,0,0,14,9,23,6617,5274,11891,412,672,1084,167,6,173,184,10,194,112,5,117,50,29,79,129,108,237,8605,7156,15761,51,47,98,0,0,0,0,0,0,215,191,406,33,57,90,22,7,29,321,302,623,0,0,0,4,0,4,33,50,83,16,48,64,3,6,9,56,104,160,67,27,94,444,433,877,26,41,67,6,5,11,9,3,12,41,49,90,323,474,797,791,1350,2141,98,106,204,10302,9568,19870,Bald Hills - Everton Park
30202,439,537,976,1317,1735,3052,6,0,6,5,3,8,45,31,76,10397,8270,18667,734,1132,1866,261,5,266,330,42,372,324,53,377,86,31,117,494,545,1039,14438,12384,26822,98,85,183,3,0,3,0,0,0,240,333,573,40,62,102,25,0,25,406,480,886,0,4,4,0,0,0,57,92,149,32,89,121,20,11,31,109,196,305,100,51,151,615,727,1342,47,34,81,6,13,19,8,6,14,61,53,114,485,662,1147,1325,2316,3641,216,211,427,17140,16353,33493,Chermside
30203,1265,1385,2650,134,212,346,0,0,0,0,0,0,27,24,51,5594,4232,9826,432,547,979,152,3,155,180,16,196,199,33,232,68,24,92,260,265,525,8311,6741,15052,97,134,231,3,0,3,0,0,0,139,156,295,32,61,93,23,4,27,294,355,649,0,3,3,0,0,0,14,17,31,0,12,12,4,3,7,18,35,53,54,31,85,366,421,787,29,48,77,4,3,7,3,3,6,36,54,90,223,291,514,780,1170,1950,139,109,248,9855,8786,18641,Nundah
30204,996,1021,2017,350,511,861,0,3,3,0,6,6,28,22,50,8128,6747,14875,600,766,1366,258,5,263,234,31,265,170,30,200,100,43,143,198,256,454,11062,9441,20503,158,141,299,0,0,0,0,0,0,220,287,507,42,95,137,47,12,59,467,535,1002,0,0,0,0,0,0,21,34,55,9,39,48,6,9,15,36,82,118,92,54,146,595,671,1266,44,58,102,5,10,15,0,5,5,49,73,122,345,478,823,1092,1763,2855,182,157,339,13325,12583,25908,Sandgate
30301,226,245,471,1181,1493,2674,10,19,29,0,4,4,36,30,66,8112,6402,14514,523,906,1429,149,3,152,218,21,239,223,30,253,77,28,105,222,225,447,10977,9406,20383,41,48,89,0,0,0,0,0,0,70,67,137,10,17,27,3,0,3,124,132,256,4,0,4,0,0,0,63,98,161,39,88,127,13,8,21,119,194,313,108,74,182,351,400,751,21,21,42,10,13,23,16,0,16,47,34,81,416,598,1014,893,1660,2553,148,148,296,12832,12246,25078,Carindale
30302,800,823,1623,2009,2833,4842,4,10,14,0,0,0,81,65,146,10138,7646,17784,685,1123,1808,151,3,154,340,70,410,800,238,1038,110,51,161,684,852,1536,15802,13714,29516,209,194,403,3,0,3,0,0,0,47,52,99,14,24,38,17,23,40,290,293,583,4,4,8,0,0,0,80,109,189,40,101,141,31,29,60,155,243,398,148,99,247,593,635,1228,46,45,91,11,17,28,13,6,19,70,68,138,587,703,1290,1437,2337,3774,192,178,370,18681,17635,36316,Holland Park - Yeronga
30303,61,57,118,1980,2318,4298,4,0,4,0,3,3,60,18,78,10395,7722,18117,652,1145,1797,223,9,232,227,28,255,218,30,248,98,37,135,315,370,685,14233,11737,25970,69,57,126,0,0,0,0,0,0,34,20,54,8,6,14,0,0,0,111,83,194,5,0,5,0,0,0,169,263,432,80,149,229,32,10,42,286,422,708,123,58,181,520,563,1083,36,13,49,19,14,33,4,4,8,59,31,90,616,702,1318,1157,1995,3152,195,207,402,16780,15235,32015,Mt Gravatt
30304,353,303,656,829,1012,1841,0,0,0,3,0,3,25,25,50,5453,4102,9555,363,582,945,122,9,131,179,27,206,295,57,352,63,26,89,252,185,437,7937,6328,14265,76,64,140,0,0,0,0,0,0,28,39,67,8,14,22,12,4,16,124,121,245,0,3,3,0,0,0,39,61,100,25,48,73,12,11,23,76,123,199,71,40,111,271,284,555,24,21,45,5,8,13,0,0,0,29,29,58,267,341,608,700,1196,1896,115,105,220,9319,8283,17602,Nathan
30305,139,185,324,921,1239,2160,0,0,0,3,0,3,49,15,64,9658,7070,16728,689,1066,1755,256,9,265,177,14,191,104,9,113,88,33,121,151,154,305,12235,9794,22029,57,66,123,0,0,0,0,0,0,88,119,207,15,25,40,4,3,7,164,213,377,4,0,4,0,0,0,113,143,256,39,114,153,0,5,5,156,262,418,96,54,150,416,529,945,35,30,65,10,19,29,3,3,6,48,52,100,395,511,906,843,1451,2294,207,162,369,14144,12499,26643,Rocklea - Acacia Ridge
30501,479,345,824,1862,2342,4204,360,348,708,4,4,8,119,98,217,6448,4316,10764,482,827,1309,58,3,61,284,66,350,832,356,1188,139,64,203,4089,3548,7637,15156,12317,27473,114,117,231,4,8,12,0,0,0,12,3,15,9,12,21,27,9,36,166,149,315,50,53,103,0,0,0,24,34,58,22,50,72,48,44,92,144,181,325,116,92,208,426,422,848,45,34,79,31,18,49,24,9,33,100,61,161,662,640,1302,1183,1585,2768,146,166,312,17673,15191,32864,Brisbane Inner
30502,451,494,945,660,921,1581,571,543,1114,0,5,5,55,40,95,6347,4942,11289,389,613,1002,88,0,88,225,50,275,404,108,512,73,37,110,316,323,639,9579,8076,17655,68,101,169,5,6,11,0,0,0,54,46,100,18,20,38,10,10,20,155,183,338,102,134,236,0,0,0,23,32,55,20,27,47,13,9,22,158,202,360,154,125,279,467,510,977,38,46,84,22,21,43,17,3,20,77,70,147,406,570,976,709,1265,1974,125,91,216,11363,10582,21945,Brisbane Inner - East
30503,1769,1676,3445,1857,2397,4254,25,38,63,6,7,13,114,95,209,11759,9019,20778,799,1291,2090,153,6,159,394,74,468,687,157,844,166,86,252,1216,1281,2497,18945,16127,35072,267,278,545,3,3,6,0,0,0,102,143,245,24,50,74,42,12,54,438,486,924,10,4,14,0,0,0,44,63,107,33,69,102,47,29,76,134,165,299,121,90,211,693,741,1434,64,61,125,18,12,30,13,7,20,95,80,175,814,1113,1927,1585,2773,4358,244,225,469,22376,21059,43435,Brisbane Inner - North
30504,700,749,1449,1598,2071,3669,36,58,94,8,3,11,74,59,133,7874,6502,14376,545,935,1480,89,0,89,363,69,432,765,222,987,98,38,136,1047,1135,2182,13197,11841,25038,172,178,350,3,4,7,0,0,0,31,33,64,11,27,38,22,11,33,239,253,492,15,3,18,0,0,0,28,56,84,38,44,82,25,33,58,106,136,242,122,59,181,467,448,915,49,39,88,14,17,31,19,5,24,82,61,143,657,877,1534,1227,2099,3326,136,143,279,15766,15469,31235,Brisbane Inner - West
30601,3,3,6,205,224,429,10,4,14,3,0,3,27,14,41,8347,8083,16430,696,888,1584,209,7,216,225,37,262,264,102,366,214,48,262,292,318,610,10495,9728,20223,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,8,3,11,7,30,37,9,7,16,24,40,64,112,59,171,142,102,244,3,4,7,13,4,17,11,3,14,27,11,38,433,657,1090,1181,1560,2741,180,186,366,12458,12244,24702,Cairns - North
30602,14,3,17,384,412,796,26,8,34,8,3,11,93,96,189,14219,13110,27329,1399,1700,3099,499,9,508,442,65,507,789,321,1110,439,131,570,891,906,1797,19203,16764,35967,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,5,0,5,0,0,0,5,6,11,21,38,59,21,18,39,52,62,114,195,129,324,247,198,445,3,3,6,20,10,30,22,11,33,45,24,69,608,885,1493,1915,2393,4308,405,326,731,22423,20590,43013,Cairns - South
30603,0,0,0,186,73,259,4,0,4,0,0,0,8,17,25,4805,3777,8582,664,533,1197,319,18,337,86,8,94,94,26,120,134,37,171,486,388,874,6786,4877,11663,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,7,4,11,5,3,8,3,3,6,15,10,25,56,40,96,74,53,127,0,0,0,3,3,6,8,0,8,11,3,14,455,519,974,488,682,1170,167,155,322,7981,6289,14270,Innisfail - Cassowary Coast
30604,0,0,0,24,31,55,7,0,7,3,0,3,3,3,6,1496,1382,2878,137,179,316,56,0,56,46,9,55,166,96,262,52,20,72,226,223,449,2216,1943,4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,4,8,28,22,50,32,26,58,3,3,6,3,0,3,3,0,3,9,3,12,163,213,376,257,330,587,50,38,88,2727,2553,5280,Port Douglas - Daintree
30306,514,401,915,890,1228,2118,0,0,0,0,0,0,47,14,61,7326,4898,12224,517,833,1350,159,3,162,129,13,142,91,9,100,67,32,99,166,182,348,9906,7613,17519,94,110,204,0,0,0,0,0,0,60,46,106,14,20,34,15,6,21,183,182,365,3,0,3,0,0,0,84,102,186,35,73,108,10,3,13,132,178,310,58,33,91,373,393,766,33,31,64,14,3,17,6,3,9,53,37,90,359,410,769,779,1180,1959,188,147,335,11658,9780,21438,Sunnybank
30401,290,306,596,328,386,714,0,5,5,3,4,7,19,9,28,5793,4631,10424,309,567,876,121,4,125,133,8,141,161,28,189,45,14,59,109,149,258,7311,6111,13422,135,96,231,0,0,0,0,0,0,204,198,402,37,55,92,18,3,21,394,352,746,0,0,0,0,0,0,32,41,73,13,25,38,11,0,11,56,66,122,56,32,88,506,450,956,36,45,81,7,3,10,0,3,3,43,51,94,375,424,799,622,1136,1758,80,71,151,8937,8243,17180,Centenary
30402,148,108,256,761,701,1462,4,3,7,3,0,3,19,10,29,7051,5840,12891,368,711,1079,117,5,122,184,18,202,321,36,357,60,37,97,156,163,319,9192,7632,16824,60,57,117,0,0,0,0,0,0,178,146,324,27,53,80,5,0,5,270,256,526,0,0,0,0,0,0,93,106,199,38,69,107,10,5,15,141,180,321,150,80,230,561,516,1077,45,37,82,5,9,14,21,0,21,71,46,117,717,888,1605,866,1440,2306,119,118,237,11526,10640,22166,Kenmore - Brookfield - Moggill
30403,1525,1264,2789,785,943,1728,92,62,154,0,3,3,38,16,54,5639,4696,10335,351,580,931,43,0,43,182,34,216,577,149,726,58,42,100,654,639,1293,9944,8428,18372,165,197,362,3,0,3,0,4,4,77,90,167,30,40,70,39,16,55,314,347,661,19,23,42,0,0,0,19,33,52,20,40,60,10,7,17,68,103,171,83,57,140,465,507,972,59,54,113,8,5,13,11,0,11,78,59,137,513,583,1096,1063,1799,2862,100,91,191,12163,11467,23630,Sherwood - Indooroopilly
59797,0,0,0,3,0,3,8,0,8,0,0,0,4,0,4,19,0,19,0,0,0,0,0,0,0,0,0,3,0,3,186,5,191,52,10,62,275,15,290,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,9,0,0,0,3,0,3,0,0,0,3,0,3,4,3,7,10,5,15,9,0,9,310,23,333,Migratory - Offshore - Shipping (WA)
30404,1066,1128,2194,617,616,1233,4,0,4,3,0,3,29,18,47,7072,5841,12913,469,764,1233,144,9,153,275,24,299,308,32,340,109,31,140,722,315,1037,10818,8778,19596,99,110,209,0,3,3,0,0,0,129,161,290,45,49,94,38,12,50,311,335,646,0,0,0,0,0,0,46,60,106,23,30,53,4,0,4,73,90,163,90,44,134,474,469,943,38,40,78,10,5,15,7,5,12,55,50,105,452,595,1047,1080,1743,2823,126,108,234,13005,11743,24748,The Gap - Enoggera
30605,3,0,3,152,33,185,4,0,4,3,0,3,15,17,32,4740,4582,9322,483,536,1019,294,11,305,91,16,107,82,17,99,125,51,176,495,400,895,6487,5663,12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,10,0,3,3,4,3,7,14,9,23,73,37,110,87,46,133,3,0,3,6,0,6,3,6,9,12,6,18,624,666,1290,776,932,1708,186,136,322,8172,7449,15621,Tablelands (East) - Kuranda
30701,3,4,7,109,39,148,4,0,4,0,4,4,13,12,25,6666,5250,11916,744,565,1309,441,12,453,112,30,142,109,33,142,206,59,265,880,818,1698,9287,6826,16113,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,17,0,17,101,29,130,118,32,150,0,0,0,3,0,3,17,3,20,20,3,23,1416,1299,2715,702,978,1680,236,181,417,11779,9319,21098,Darling Downs (West) - Maranoa
30702,0,0,0,57,21,78,0,0,0,3,0,3,12,9,21,5943,4680,10623,632,499,1131,379,13,392,108,8,116,142,28,170,151,45,196,658,471,1129,8085,5774,13859,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,3,7,3,0,3,0,0,0,7,3,10,66,27,93,76,33,109,0,0,0,0,0,0,9,0,9,9,0,9,1111,924,2035,689,943,1632,208,141,349,10178,7815,17993,Darling Downs - East
30703,4,0,4,28,19,47,3,0,3,0,0,0,16,16,32,5272,4618,9890,577,561,1138,331,16,347,115,14,129,99,14,113,109,39,148,435,406,841,6989,5703,12692,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,3,3,3,0,3,6,6,12,56,32,88,65,41,106,3,0,3,0,0,0,5,4,9,8,4,12,884,782,1666,655,1027,1682,150,107,257,8751,7664,16415,Granite Belt
30801,5,0,5,559,66,625,6,0,6,0,0,0,6,21,27,4924,3654,8578,781,498,1279,196,5,201,59,13,72,98,29,127,104,46,150,574,578,1152,7312,4910,12222,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,71,4,75,11,0,11,4,3,7,86,7,93,93,28,121,182,35,217,0,0,0,0,0,0,8,7,15,8,7,15,490,627,1117,919,705,1624,163,116,279,9074,6400,15474,Central Highlands (Qld)
