gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6338,"30904","306","259","603","961","1210","882","208","27","0","4463","198","71","204","273","288","524","892","405","114","2962","48","43","74","110","128","137","92","54","11","690","555","372","884","1337","1627","1541","1196","479","127","8120","102","270","777","1151","1518","979","217","25","0","5028","333","206","332","599","721","657","244","37","3","3131","17","27","65","73","84","84","34","8","0","398","15","16","23","46","37","35","10","4","0","199","475","519","1200","1870","2357","1748","507","72","3","8760","23","32","52","53","75","69","10","0","0","311","52","22","30","20","27","38","6","3","0","191","79","51","73","71","104","108","12","3","0","501","553","574","1273","1944","2460","1856","521","79","3","9261","464","118","286","369","434","858","1682","779","221","5207","103","98","214","231","259","284","196","100","20","1503","1124","790","1779","2544","3152","2994","2398","952","252","15972",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6337,"31003","1930","2477","5163","4905","5099","2999","481","33","6","23086","1276","806","1905","1514","1501","2407","3291","2200","939","15830","165","242","497","376","370","308","267","230","123","2564","3374","3524","7560","6797","6966","5713","4034","2457","1065","41489","564","2613","6828","6618","6913","4014","496","30","0","28077","2002","1694","2550","2546","2473","1840","557","51","5","13717","97","136","441","290","281","271","59","8","0","1585","65","96","171","162","128","70","26","6","0","720","2733","4541","9990","9614","9786","6195","1140","91","9","44095","383","530","611","457","395","240","11","3","3","2626","562","217","306","187","154","97","24","0","0","1544","946","744","917","645","549","335","34","3","3","4172","3673","5285","10905","10263","10334","6532","1176","88","7","48272","2895","1298","2564","2292","2458","4072","6090","3958","1500","27132","382","479","951","769","745","610","499","381","183","4997","6951","7057","14424","13324","13535","11208","7767","4430","1695","80399",Ipswich Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6336,"31004","1537","2270","5353","4615","3624","1802","239","15","3","19455","1199","731","1849","1273","1034","1384","1493","680","211","9851","176","211","418","341","289","219","160","63","26","1899","2908","3214","7615","6232","4946","3401","1886","755","243","31200","487","2339","7292","6484","5222","2526","291","10","7","24653","1503","1466","2429","2269","1588","1001","262","33","3","10546","63","119","446","235","193","157","27","0","0","1243","63","100","204","184","114","58","13","5","0","738","2111","4022","10366","9169","7119","3735","597","45","10","37178","332","500","617","447","396","179","11","0","4","2483","549","233","269","185","109","88","22","0","0","1453","880","735","887","630","505","266","29","0","4","3935","2995","4757","11254","9802","7623","4001","629","44","10","41117","2621","1081","2320","1720","1559","2269","2803","1234","335","15932","341","416","788","664","563","432","301","123","53","3671","5955","6252","14357","12190","9747","6701","3732","1401","396","60716",Springfield - Redbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6335,"31101","209","237","448","573","663","445","125","22","0","2730","200","102","206","227","262","365","646","341","186","2537","21","23","56","44","68","70","55","33","13","392","426","365","711","852","999","879","828","400","194","5661","91","262","533","726","871","588","150","19","4","3251","234","154","247","318","356","314","123","30","0","1783","7","11","37","27","41","38","9","0","0","170","16","9","14","21","36","20","11","3","0","129","350","438","833","1098","1303","957","300","56","4","5335","44","49","77","38","46","29","3","0","0","295","41","14","26","33","29","15","11","0","0","163","86","71","102","70","76","47","14","0","0","459","432","512","934","1162","1380","1004","307","59","4","5797","392","153","332","378","422","639","1204","667","294","4485","51","52","112","97","139","148","120","69","24","825","877","724","1384","1643","1939","1791","1631","793","325","11102",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6334,"31102","712","981","1939","1772","1762","1175","195","20","3","8551","499","367","840","672","654","972","1658","880","276","6827","80","88","192","145","157","128","113","83","30","1018","1291","1438","2966","2597","2576","2270","1963","981","316","16398","285","1121","2507","2484","2388","1495","210","13","0","10500","652","588","978","902","906","714","238","25","7","5008","25","46","133","109","91","100","22","0","0","520","21","50","94","83","46","35","7","3","0","339","983","1805","3714","3575","3435","2337","476","46","7","16369","184","270","307","206","168","105","5","0","0","1242","199","98","132","82","55","52","19","0","0","631","381","366","441","284","222","159","19","0","0","1874","1361","2165","4154","3861","3653","2501","496","45","3","18242","1092","558","1114","958","1044","1582","2967","1634","507","11450","140","184","364","294","306","251","234","135","48","1959","2592","2908","5633","5117","5006","4329","3698","1820","564","31652",Beenleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6333,"30908","1011","1359","2564","2615","2641","1862","407","26","3","12485","681","434","678","718","631","1016","1817","1142","490","7606","84","119","212","176","152","157","152","208","390","1658","1778","1913","3457","3503","3416","3036","2377","1375","887","21751","228","1089","3244","3251","3293","2055","396","10","0","13570","1176","1133","1388","1578","1402","1184","522","65","3","8445","59","65","178","128","92","96","39","3","0","653","42","63","76","62","73","41","11","5","0","383","1502","2344","4890","5007","4862","3378","970","88","10","23055","83","128","190","173","161","132","13","0","0","885","300","139","118","101","72","83","29","0","0","846","380","267","310","271","236","222","42","0","3","1732","1882","2614","5198","5283","5091","3599","1005","91","12","24779","1495","873","1042","925","882","1502","3168","2122","773","12789","181","246","385","337","291","293","276","343","568","2912","3558","3727","6633","6548","6265","5392","4448","2560","1350","40480",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6332,"30909","1047","1827","3067","2752","2930","1980","488","30","7","14122","782","820","989","856","793","1253","2303","1503","893","10176","136","209","320","277","289","252","221","193","197","2111","1970","2856","4379","3880","4010","3485","3009","1721","1099","26412","239","1356","3755","3471","3507","2310","467","25","4","15135","1238","1599","1887","1710","1652","1297","543","71","7","10001","50","103","225","162","119","113","56","6","0","838","52","84","121","86","78","71","23","4","0","531","1576","3144","5994","5433","5354","3789","1087","114","14","26505","120","242","349","227","223","180","23","0","3","1366","323","296","222","147","123","106","26","3","0","1237","441","532","567","376","343","284","45","3","3","2597","2022","3674","6562","5802","5697","4075","1129","118","16","29102","1621","1556","1552","1262","1317","2078","4140","2722","1355","17599","439","425","704","550","581","499","455","337","292","4282","4083","5655","8816","7621","7593","6653","5725","3171","1667","50983",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6331,"30910","598","1371","2852","1958","2241","1642","528","62","9","11262","415","356","594","584","649","1057","2008","1143","428","7244","147","350","749","556","563","540","530","302","133","3861","1162","2077","4196","3105","3453","3238","3064","1506","567","22364","157","1027","3156","2587","2854","1984","549","55","8","12383","656","1133","2045","1192","1218","1033","647","97","9","8036","30","73","228","167","169","165","76","18","0","928","29","59","127","77","64","54","31","9","0","448","873","2296","5559","4027","4309","3240","1307","179","19","21789","50","151","242","197","183","136","14","3","4","973","127","157","177","104","69","81","41","3","0","763","179","310","417","304","256","213","51","4","4","1733","1050","2607","5970","4327","4556","3448","1355","183","25","23527","911","702","974","832","964","1725","3743","2308","751","12921","291","693","1519","1142","1084","1039","1045","598","232","7635","2260","4000","8472","6301","6611","6212","6142","3089","1007","44081",Surfers Paradise
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6330,"31001","977","1722","3682","3416","3152","1689","272","21","5","14943","1259","652","1570","1309","1223","1466","1897","1211","477","11065","125","197","462","329","275","228","195","156","180","2154","2355","2566","5718","5061","4658","3384","2358","1390","662","28154","244","1438","4781","4654","4260","2295","294","14","3","17986","1022","1371","1886","1830","1498","985","320","42","9","8958","48","68","300","174","146","102","16","3","0","859","33","109","170","109","110","55","10","4","3","610","1355","2973","7135","6779","6018","3431","652","58","11","28410","191","365","450","371","331","190","5","3","0","1912","408","231","184","154","163","112","14","0","0","1272","601","593","629","529","488","309","26","3","0","3179","1951","3567","7763","7304","6508","3739","674","67","12","31594","2759","1491","2996","2494","2288","2603","3347","2111","775","20866","280","386","858","677","548","433","353","282","242","4064","4992","5443","11618","10470","9346","6780","4379","2461","1032","56519",Forest Lake - Oxley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632f,"31002","1020","1111","2086","2638","3125","2147","474","61","12","12675","765","409","872","908","1080","1839","2618","1297","511","10303","146","140","232","265","331","301","280","151","66","1907","1934","1668","3186","3808","4532","4289","3374","1503","585","24881","494","1301","2699","3403","4074","2756","535","85","7","15351","1020","705","1084","1458","1667","1463","572","77","5","8057","46","68","175","131","170","212","70","10","0","881","61","56","88","99","130","92","37","25","14","594","1615","2131","4042","5091","6039","4521","1214","200","27","24880","213","211","312","209","253","191","7","3","3","1400","183","76","124","103","92","93","21","3","0","691","399","288","428","313","341","283","28","9","3","2087","2017","2419","4475","5400","6379","4798","1241","201","33","26972","1718","697","1441","1470","1877","3244","5199","2631","844","19118","293","278","449","510","637","656","588","293","107","3799","4027","3395","6365","7378","8896","8695","7027","3127","977","49880",Ipswich Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632e,"31103","1449","2029","3985","3646","3746","2256","333","14","5","17461","1180","691","1648","1315","1232","1724","2061","1043","431","11324","169","178","397","353","290","234","188","85","59","1960","2800","2902","6029","5311","5265","4214","2576","1146","498","30739","590","2255","5452","5127","5124","3266","394","11","0","22223","1424","1246","2026","1856","1828","1333","368","31","0","10109","72","105","312","192","172","180","37","0","0","1058","64","120","201","163","129","70","27","3","0","772","2142","3727","7987","7331","7254","4841","828","45","5","34165","330","479","535","366","299","202","8","0","0","2221","435","183","209","170","121","98","25","0","0","1238","763","656","745","535","422","300","36","0","0","3462","2909","4388","8726","7860","7677","5139","863","51","5","37623","2589","1084","2134","1773","1787","2720","3833","1893","684","18505","357","348","776","648","607","450","361","176","80","3807","5859","5821","11637","10282","10071","8316","5058","2120","768","59939",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632d,"31104","990","1014","2055","2679","2663","1350","187","13","3","10954","641","230","583","633","602","886","1153","442","107","5273","95","83","144","188","192","128","73","25","6","938","1723","1325","2790","3502","3446","2368","1407","482","113","17157","452","1222","2831","3815","3753","1902","261","10","0","14252","975","602","956","1315","1311","879","248","27","5","6308","41","51","183","170","150","98","27","0","0","723","40","55","82","102","110","46","12","0","0","449","1506","1930","4057","5395","5320","2933","542","38","9","21737","132","157","163","129","136","107","7","0","0","841","255","67","74","79","72","46","7","0","0","604","391","219","241","211","206","153","13","0","0","1440","1899","2151","4295","5604","5531","3088","561","41","6","23173","1419","368","759","839","878","1421","2311","841","192","9037","168","167","282","350","383","261","162","51","14","1844","3482","2685","5335","6797","6792","4770","3034","938","216","34059",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632c,"31105","1097","1549","3029","3056","2875","2039","365","18","0","14026","760","372","993","820","753","1295","1960","1125","578","8654","121","117","275","229","231","216","180","97","37","1497","1982","2036","4292","4107","3860","3551","2498","1241","616","24178","430","1590","4119","4184","3961","2676","426","18","0","17406","1181","1084","1500","1592","1324","1215","408","26","0","8337","42","72","275","138","120","130","26","5","0","806","43","61","141","113","72","45","22","8","0","505","1694","2808","6038","6028","5477","4069","882","55","6","27058","182","301","322","254","200","151","16","0","0","1432","289","127","143","96","85","68","11","3","0","834","474","432","463","352","290","217","28","4","0","2266","2164","3240","6506","6388","5767","4285","908","56","6","29321","1654","641","1345","1141","1163","2056","3650","2002","866","14525","226","247","516","446","428","379","343","175","67","2831","4049","4127","8365","7975","7354","6724","4899","2236","944","46679",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632b,"31106","1166","1623","3679","3580","3164","2284","471","27","0","15993","1235","761","1720","1526","1219","1748","2588","1091","475","12361","135","191","355","274","278","251","183","126","56","1848","2543","2574","5746","5376","4662","4285","3251","1237","535","30203","347","1677","5027","4948","4267","2874","499","18","3","19659","1150","1198","1950","1958","1555","1397","515","43","3","9774","48","74","280","204","157","127","41","0","0","932","46","109","200","143","119","80","22","8","0","729","1592","3057","7453","7259","6097","4477","1084","73","8","31098","298","450","567","457","371","225","16","0","0","2379","407","226","247","202","137","116","29","4","0","1362","710","669","811","657","503","341","43","4","0","3744","2306","3730","8265","7913","6606","4818","1124","74","8","34839","2673","1255","2425","2121","1942","2830","4863","2064","738","20915","284","367","681","564","543","474","378","243","97","3627","5263","5356","11365","10601","9084","8124","6363","2381","840","59382",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-632a,"31201","401","699","1929","1655","1596","1000","191","37","3","7516","263","160","648","409","391","747","1143","446","169","4378","94","185","490","344","356","250","128","70","34","1944","760","1045","3065","2408","2340","1995","1457","553","200","13829","276","1088","3726","3477","3355","2090","336","36","14","14398","438","268","827","871","755","565","177","28","7","3922","30","50","243","222","215","173","43","9","0","998","29","44","83","83","84","63","16","12","0","415","776","1447","4880","4648","4407","2890","569","85","16","19724","66","109","163","135","131","133","4","0","0","735","45","20","79","54","34","47","9","0","0","291","111","133","240","183","164","179","21","0","0","1028","890","1580","5116","4832","4573","3066","590","87","17","20750","556","210","744","519","563","1291","2362","973","284","7497","203","480","1960","1770","1714","1095","360","144","56","7782","1640","2266","7822","7126","6846","5456","3303","1215","358","36031",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6329,"31202","2051","2393","5439","5658","6140","3845","665","78","17","26296","1277","658","1744","1412","1457","2667","3612","2157","945","15941","188","202","462","428","491","409","379","215","91","2874","3511","3256","7638","7510","8094","6927","4661","2455","1054","45105","925","2961","7264","7289","8106","5285","815","98","7","32747","2106","1217","2509","2983","3084","2371","692","106","11","15086","89","115","554","321","404","353","110","9","0","1954","82","111","204","206","226","144","62","27","11","1071","3195","4407","10532","10799","11819","8150","1679","243","31","50861","374","541","680","590","630","472","34","0","0","3314","461","170","284","279","223","179","45","4","0","1644","834","716","962","868","852","653","80","4","0","4958","4027","5128","11495","11663","12674","8802","1755","246","31","55817","2767","928","2160","1871","2168","4311","6991","4040","1504","26739","387","425","900","895","1027","926","795","454","153","5947","7178","6475","14555","14433","15868","14037","9535","4742","1681","88509",Mackay
