gml_id,sa3_name16,sa3_code16,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c5,Hobsons Bay,"21302","18","31","92","142","268","568","1300","1302","645","4372","11","17","42","51","89","141","211","266","122","943","185","258","688","632","666","633","589","634","417","4718","1762","4680","11724","12592","11968","9713","6444","4043","1906","64829"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c4,Maribyrnong,"21303","23","43","157","200","354","596","840","887","504","3609","4","30","115","132","208","296","215","262","126","1386","252","564","1406","1022","746","670","520","440","335","5957","1697","7207","18789","13899","9767","7258","4114","2573","1383","66681"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c3,Melton - Bacchus Marsh,"21304","84","92","306","394","627","1172","1720","905","353","5654","12","27","111","155","224","225","216","167","51","1188","519","781","1884","1760","1398","1106","949","550","231","9175","4217","9524","22925","25144","19182","14352","9152","3532","1200","109229"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c2,Wyndham,"21305","117","179","543","610","743","1146","1750","1233","541","6865","26","50","260","344","349","344","275","216","85","1948","655","960","2867","2250","1623","1304","1020","624","259","11562","5337","13668","41856","36950","25661","18057","10435","4453","1476","157899"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c1,Frankston,"21401","68","93","236","252","396","588","1201","995","634","4454","7","29","58","66","77","54","76","69","21","460","460","566","1297","1188","1279","1233","1144","1073","700","8943","3401","8460","18375","18375","18589","15756","11268","6066","2735","103024"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c0,Mornington Peninsula,"21402","71","67","188","192","303","575","1482","1580","1036","5490","10","20","35","56","65","73","92","94","43","488","426","406","784","943","1204","1301","1605","1556","1063","9298","3547","7306","13451","17677","20907","20134","19140","11233","4919","118303"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78bf,Grampians,"21501","38","47","114","154","224","453","985","1088","786","3888","0","14","29","29","71","53","42","24","11","273","167","233","622","636","699","795","780","684","468","5082","1221","2859","6078","6147","7925","8593","6772","4139","2092","45816"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78be,Stonnington - West,"20606","6","10","30","37","56","107","240","383","199","1079","4","12","32","13","21","37","46","96","32","287","192","487","1749","851","604","543","459","414","233","5530","1122","5768","18058","8754","6616","5654","4762","2873","1280","54883"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78bd,Yarra,"20607","20","26","107","147","247","368","529","677","302","2415","4","16","57","90","116","142","141","258","128","954","268","713","2460","1305","1055","918","736","484","229","8162","1394","7100","26340","14033","9991","7899","5535","2901","1122","76324"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78bc,Boroondara,"20701","25","29","68","69","125","240","647","978","746","2914","4","22","82","54","123","108","104","191","82","762","404","613","1248","902","986","885","814","820","731","7406","4164","13174","22244","20391","23665","18591","13421","7824","4705","128189"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78bb,Manningham - West,"20702","17","18","42","77","167","468","1243","1642","831","4509","8","15","64","60","77","142","201","329","154","1053","160","182","413","355","478","455","577","703","545","3871","2079","5481","10719","10989","12222","10684","9381","7056","2954","71572"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ba,Whitehorse - West,"20703","30","49","80","94","166","349","693","987","672","3116","9","41","117","106","112","146","153","192","91","965","268","394","678","463","529","507","526","655","596","4619","2988","9607","14925","12767","13162","10608","7606","5805","3241","80695"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b9,Bayside,"20801","19","11","40","44","76","155","367","539","581","1839","3","3","23","29","34","48","39","68","36","279","219","240","496","535","700","645","596","534","571","4536","1958","4865","7932","12113","15435","12283","9230","5033","3533","72382"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b8,Darebin - North,"20902","28","40","160","216","355","804","1857","2263","1002","6731","11","39","95","103","154","241","345","553","182","1720","337","607","1389","992","941","721","767","768","658","7185","2603","7867","17820","13856","11713","8768","6377","5225","2575","76803"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b7,Glen Eira,"20802","33","45","84","99","150","372","984","1296","1097","4162","12","23","70","59","72","90","145","228","129","820","286","507","1257","906","821","766","722","746","571","6575","2993","10389","23046","20913","19603","15536","10744","6667","4296","114178"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b6,Kingston,"20803","16","29","63","124","211","377","1024","1179","784","3823","7","18","47","51","81","98","107","129","57","590","220","318","766","805","775","772","809","884","842","6189","2382","6206","14354","17702","16902","13229","9624","6061","3277","89742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b5,Mildura,"21502","36","67","142","151","254","491","908","898","504","3448","9","17","56","68","77","75","76","78","25","476","266","305","636","504","716","808","808","643","365","5050","1505","3115","6514","6160","7058","7122","5444","3152","1430","41496"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b4,Murray River - Swan Hill,"21503","16","25","77","95","149","315","646","706","459","2491","4","12","28","53","50","34","27","55","25","287","187","231","468","416","605","717","662","524","290","4100","769","1828","3829","3854","4958","5327","4215","2725","1261","28764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b3,Campaspe,"21601","21","31","70","81","130","307","625","624","389","2270","0","10","15","5","14","19","26","18","3","98","135","129","264","307","428","476","526","498","308","3078","934","1750","3514","3898","5045","5208","4280","2625","1151","28399"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b2,Moira,"21602","15","27","60","61","104","227","536","513","307","1851","3","4","9","7","14","13","19","26","14","108","113","92","226","242","312","424","485","413","229","2533","707","1319","2670","2887","3706","4033","3629","2267","915","22136"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b1,Shepparton,"21603","45","78","223","255","287","494","917","909","485","3697","13","36","127","150","124","90","90","85","51","768","309","286","799","784","844","838","826","634","368","5690","1675","3523","7789","7755","8469","7708","5699","3310","1471","47400"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78b0,Glenelg - Southern Grampians,"21701","26","33","54","76","146","281","562","592","416","2186","3","0","13","15","24","18","6","11","9","96","132","129","216","275","420","478","487","399","223","2753","846","1597","3104","3756","5054","5375","4112","2282","1087","27203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78af,Colac - Corangamite,"21703","22","25","60","98","110","239","576","652","379","2156","0","5","15","29","43","52","32","5","6","174","134","151","269","273","442","502","513","443","228","2974","837","1810","3597","3867","5058","5313","4105","2442","1017","28044"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ae,Warrnambool,"21704","24","21","72","76","111","294","629","649","459","2342","3","3","30","13","28","15","22","7","3","126","211","217","387","445","562","550","590","507","331","3793","1279","2890","5593","5868","6761","6500","4882","2704","1320","37785"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ad,Capalaba,"30101","14","20","52","65","151","260","817","613","348","2338","0","8","20","12","18","29","25","20","21","168","100","141","266","314","318","370","345","356","320","2528","2315","4480","8388","9197","10088","9286","6180","2826","1261","54031"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ac,Cleveland - Stradbroke,"30102","20","25","56","88","141","277","970","845","480","2905","0","3","14","14","22","22","22","16","11","127","170","172","371","439","525","585","676","601","478","4023","2634","4136","7892","9877","11740","10954","9337","4897","2088","63559"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ab,Wynnum - Manly,"30103","6","15","44","86","117","213","816","692","423","2424","3","3","18","31","26","19","15","27","9","147","153","164","357","407","426","386","377","365","270","2908","2086","3574","8108","10521","9756","7409","5393","2841","1338","51029"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78aa,Bald Hills - Everton Park,"30201","3","6","10","31","41","86","341","436","244","1211","0","3","7","21","22","19","21","17","17","114","55","106","199","167","177","160","192","217","267","1546","1207","2674","5414","5532","5392","4513","3522","2045","1008","31310"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a9,Chermside,"30202","7","8","46","80","136","197","639","830","557","2509","4","7","26","51","48","59","32","35","24","289","128","287","649","479","454","421","441","488","552","3898","1766","4839","11306","10036","8775","6930","5100","3771","2162","54688"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a8,Nundah,"30203","3","8","35","56","96","145","402","354","198","1298","3","7","32","17","26","36","24","19","11","169","60","191","451","331","266","226","217","188","258","2185","1009","2858","7423","5890","4726","3968","2647","1452","752","30730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a7,Sandgate,"30204","17","17","58","100","169","243","826","708","379","2516","0","6","35","42","54","59","27","42","11","287","130","209","382","374","390","316","368","455","325","2959","1679","3527","8204","8372","7696","6349","4791","2815","1344","44768"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a6,Carindale,"30301","9","9","17","41","52","135","381","560","339","1530","3","7","11","7","21","30","30","25","17","144","104","171","391","283","259","247","216","266","226","2164","1527","3582","7246","7227","6729","5432","3505","2113","1139","38494"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a5,Holland Park - Yeronga,"30302","8","22","70","71","126","188","411","470","354","1719","7","11","36","38","44","50","39","46","23","300","218","537","1091","624","575","486","464","397","336","4726","2151","7442","15207","10472","8563","6589","4184","2576","1432","58623"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a4,Mt Gravatt,"30303","14","26","64","82","174","238","646","705","329","2272","10","40","80","49","61","66","54","56","46","460","154","298","574","380","408","369","390","364","292","3232","2447","6367","11603","9738","8694","6734","5366","3161","1378","55494"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a3,Nathan,"30304","7","18","70","64","77","106","287","380","269","1269","0","11","39","39","62","44","25","28","13","261","107","223","372","266","281","196","202","174","99","1914","1397","3435","6720","5720","4866","3509","2448","1641","793","30520"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a2,Rocklea - Acacia Ridge,"30305","18","31","93","122","172","293","466","366","203","1773","3","18","95","80","121","124","79","76","25","628","163","180","483","383","341","286","260","223","207","2539","2007","4185","10299","8741","7409","5866","3538","1590","722","44347"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a1,Mudgeeraba - Tallebudgera,"30905","6","6","14","31","41","99","170","140","80","586","0","4","6","4","8","0","9","3","0","46","95","56","188","251","234","201","181","133","60","1401","1053","1630","3215","4948","5051","3862","2745","1184","362","24048"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78a0,Nerang,"30906","15","19","64","84","147","251","453","393","205","1634","7","4","21","22","16","28","25","21","17","157","194","248","510","494","539","525","515","457","366","3833","2168","3944","8415","9437","9281","7586","5717","2852","1189","50593"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789f,Ormeau - Oxenford,"30907","17","30","95","130","205","327","762","465","248","2278","3","14","35","39","39","37","32","21","15","235","493","468","1247","1169","1061","810","742","428","260","6686","4055","7381","16939","18044","15696","11292","8483","3320","1141","86347"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789e,Outback - South,"31503","10","11","30","45","147","271","581","334","123","1560","0","0","6","8","12","18","35","16","12","99","77","105","177","186","224","370","412","231","91","1868","562","1035","2212","2079","2787","3530","3244","1225","354","17021"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789d,Buderim,"31601","5","7","21","34","53","90","343","422","244","1226","5","5","10","4","13","5","3","11","9","66","171","183","298","293","309","253","307","391","380","2586","2014","3371","5710","6728","7242","5916","5084","3298","1495","40866"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789c,Caloundra,"31602","7","16","66","79","135","277","1007","1082","700","3369","6","12","14","13","31","24","18","22","20","150","201","220","452","491","587","600","852","799","492","4697","2239","3911","8223","9933","10581","10213","10410","6340","2694","64542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789b,Maroochy,"31603","3","17","44","48","101","186","597","604","340","1941","3","3","14","19","22","23","19","5","9","113","166","312","608","509","596","768","965","815","440","5172","1462","3479","7572","7088","8010","8873","8570","4768","1692","51513"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-789a,Noosa,"31605","0","8","26","32","44","89","301","295","210","998","3","3","11","6","6","10","11","13","3","61","101","110","270","400","393","519","695","502","360","3349","959","1489","3674","5499","6026","6546","7280","3818","1433","36728"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7899,Sunshine Coast Hinterland,"31606","7","12","42","58","100","201","638","443","220","1717","0","4","6","4","17","11","11","4","8","72","146","145","263","346","460","519","474","294","190","2831","1365","2175","4331","5905","7343","7494","6431","2790","913","38755"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7898,Nambour,"31607","15","15","38","53","103","194","483","452","237","1601","5","0","10","10","16","25","16","13","3","105","116","156","293","326","362","371","443","358","277","2708","1189","2109","4527","5404","5986","5600","4618","2407","1029","32872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7897,Noosa Hinterland,"31608","3","0","9","25","47","92","232","198","100","705","0","4","0","6","9","4","7","10","0","42","46","49","64","172","216","226","248","117","60","1207","543","760","1421","2624","3558","3635","2928","1149","310","16930"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7896,Charters Towers - Ayr - Ingham,"31801","20","28","51","102","224","439","1196","1044","515","3617","3","7","9","13","24","31","31","35","23","172","169","200","353","398","502","566","715","512","221","3634","1321","2196","4117","4694","5710","6381","5832","3092","1093","34444"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7895,Townsville,"31802","83","59","204","291","480","917","2125","1736","758","6656","6","25","66","96","100","85","82","71","34","574","919","1622","2522","2037","2156","2064","1931","1182","532","14959","7516","15603","27165","24504","24358","21385","15408","7155","2482","145579"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7894,Bundaberg,"31901","20","38","122","194","373","663","2212","1840","799","6266","4","8","37","28","55","52","54","50","22","306","325","333","662","640","924","1115","1362","1087","500","6954","2654","4464","8852","9247","11323","12560","12537","6748","2295","70691"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7893,Burnett,"31902","16","21","84","114","265","492","1575","1047","481","4098","3","4","29","9","27","33","39","42","22","199","199","275","460","510","735","787","881","627","260","4731","1358","2317","4561","5185","6652","7317","7008","3233","1081","38723"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7892,Gympie - Cooloola,"31903","6","19","72","91","172","400","1209","857","347","3175","0","8","7","19","15","18","38","16","5","127","188","156","367","406","605","724","819","548","284","4098","1358","2182","4444","5200","6886","7737","7190","3138","1035","39168"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7891,Hervey Bay,"31904","18","24","57","104","163","379","1281","1056","410","3486","3","5","13","21","32","23","29","42","6","171","220","204","396","451","572","788","1095","855","369","4948","1541","2369","4913","5939","7088","8663","10150","5380","1602","47636"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7890,Sunnybank,"30306","13","42","98","119","169","269","445","372","271","1797","6","33","106","86","106","129","79","70","40","654","112","199","412","281","230","217","221","202","196","2073","1575","4668","9362","6705","5374","5024","3575","1706","888","38873"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788f,Centenary,"30401","3","0","16","27","37","74","140","147","88","538","0","0","11","19","17","24","10","9","5","108","35","49","83","97","108","107","164","145","215","1002","988","1793","3673","4655","4554","4001","2909","1187","571","24331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788e,Kenmore - Brookfield - Moggill,"30402","3","7","9","18","24","40","125","118","98","436","3","0","0","7","5","13","7","5","3","47","71","72","79","174","196","147","148","191","261","1344","1581","2646","3500","6064","6926","5147","4094","2072","928","32958"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788d,Sherwood - Indooroopilly,"30403","0","13","21","31","31","40","95","134","134","483","0","13","17","26","23","17","13","10","4","113","205","459","440","262","204","193","178","145","156","2238","3656","8417","8220","6135","5113","4216","3223","1583","880","41444"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788c,The Gap - Enoggera,"30404","10","5","21","34","40","92","320","354","266","1145","0","4","18","22","26","16","16","12","10","122","87","123","242","233","234","179","169","208","205","1682","1576","3374","6233","7494","6565","4927","3848","2010","1142","37157"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788b,Brisbane Inner,"30501","14","45","80","69","101","138","342","326","198","1300","10","43","76","29","37","40","56","51","25","366","359","1043","2577","1695","1520","1269","907","426","349","10137","2394","9177","20833","11099","8782","7244","4712","2047","1100","67395"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-788a,Brisbane Inner - East,"30502","3","7","14","22","45","53","171","197","147","663","0","4","21","12","7","8","16","16","5","81","98","170","533","354","298","212","188","112","51","2009","1018","3132","8019","6541","5375","3560","2043","944","427","31055"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7889,Brisbane Inner - North,"30503","4","27","42","59","100","149","387","391","268","1423","0","8","40","19","24","27","22","30","29","191","287","728","1599","1001","873","763","557","377","331","6521","2847","9072","18612","12784","11223","8108","5213","2487","1289","71635"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7888,Brisbane Inner - West,"30504","3","10","24","15","29","57","148","225","171","682","0","7","14","11","11","14","8","18","7","96","139","446","699","433","380","342","272","175","82","2965","1987","6365","10126","7948","7159","5127","3320","1533","657","44222"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7887,Cairns - North,"30601","9","4","29","47","73","157","366","250","117","1056","3","3","16","16","22","14","13","9","9","101","198","198","511","578","664","684","663","338","94","3942","1483","2616","6370","8030","8476","7386","5518","2006","494","42387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7886,Cairns - South,"30602","33","61","171","234","337","523","1119","935","453","3860","10","38","139","155","164","128","96","77","33","834","661","906","2105","1813","1959","1829","1579","911","380","12154","3305","6640","15423","14857","14657","12930","9646","4422","1668","83556"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7885,Innisfail - Cassowary Coast,"30603","16","17","68","77","139","310","793","643","332","2393","6","11","11","14","31","35","36","24","25","190","151","198","454","396","528","610","613","346","104","3395","989","1944","3931","3847","4950","5751","4922","2260","766","29360"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7884,Port Douglas - Daintree,"30604","3","0","15","8","33","65","158","122","37","442","0","0","3","0","3","0","10","5","0","21","65","115","395","397","392","564","531","273","84","2812","299","638","2118","2224","2399","3066","2760","1117","218","14853"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7883,Tablelands (East) - Kuranda,"30605","8","19","50","69","144","336","882","800","301","2604","0","5","7","16","17","27","28","55","29","180","190","192","372","457","633","704","771","512","249","4067","1077","1815","3755","4350","5564","6389","5860","2858","939","32603"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7882,Darling Downs (West) - Maranoa,"30701","13","12","64","108","190","424","979","733","298","2825","3","0","3","7","28","18","45","41","16","164","258","351","1169","1047","1138","972","756","426","168","6290","1223","2525","6672","6179","6802","6169","4648","2329","756","37304"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7881,Darling Downs - East,"30702","14","27","55","102","179","353","1034","813","357","2938","0","0","15","9","16","22","31","19","7","113","185","158","343","392","506","546","559","443","265","3399","1329","2262","4394","4808","5567","5431","4425","2350","931","31493"
