gml_id,sa3_name16,sa3_code16,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17a,Maribyrnong,"21303","23","47","159","196","359","607","838","900","516","3643","4","32","112","129","210","286","216","261","128","1383","257","583","1454","1069","783","662","487","417","319","6031","1723","7218","18977","14030","9882","7230","4018","2578","1374","67041"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17b,Melton - Bacchus Marsh,"21304","80","84","297","386","627","1181","1718","896","348","5628","12","31","118","152","222","222","217","159","45","1181","525","805","1920","1836","1457","1141","1019","586","252","9537","4253","9596","23033","25327","19324","14512","9406","3575","1209","110230"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17c,Wyndham,"21305","119","187","547","607","739","1153","1775","1236","536","6898","26","50","260","345","348","346","272","207","89","1937","672","984","2931","2331","1705","1372","1117","660","273","12048","5375","13758","42014","37182","25889","18352","10749","4537","1490","159348"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17d,Frankston,"21401","69","88","237","252","395","591","1230","1001","624","4491","7","29","56","69","81","62","71","68","25","467","480","590","1310","1237","1359","1303","1222","1111","707","9314","3459","8489","18465","18559","18826","16091","11698","6181","2709","104479"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17e,Mornington Peninsula,"21402","69","73","178","188","300","583","1554","1640","1048","5640","14","16","38","52","69","72","85","86","35","468","435","447","833","1056","1332","1517","1939","1779","1100","10430","3581","7399","13483","17913","21238","21001","20890","12172","5060","122735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_17f,Grampians,"21501","38","43","120","153","231","449","1022","1123","793","3971","0","14","29","32","71","63","42","24","10","280","201","224","612","645","745","840","862","719","470","5306","1298","2823","6007","6149","8044","8881","7268","4336","2120","46918"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_180,Stonnington - West,"20606","6","10","30","39","56","108","242","392","204","1090","4","7","29","14","17","37","49","103","40","291","193","492","1820","864","602","555","501","469","255","5745","1133","5847","18292","8799","6555","5653","4869","3049","1353","55544"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_181,Yarra,"20607","17","27","104","143","240","362","514","663","313","2385","3","16","58","93","118","142","144","262","131","967","239","707","2532","1297","1019","863","640","407","191","7907","1351","7102","26676","14114","9951","7794","5351","2757","1082","76183"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_182,Boroondara,"20701","30","29","62","66","116","228","652","986","766","2933","4","18","82","52","124","104","107","186","84","759","411","642","1367","1039","1178","1012","934","861","763","8214","4181","13307","22530","20720","24083","18959","13937","8027","4826","130573"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_183,Manningham - West,"20702","17","18","49","77","163","470","1250","1668","833","4540","3","15","66","56","80","147","201","334","145","1052","169","194","476","408","543","534","667","803","572","4355","2077","5520","10802","11082","12364","10870","9685","7365","2998","72756"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_184,Whitehorse - West,"20703","33","49","84","91","169","343","703","996","685","3147","9","33","113","108","108","136","148","198","92","949","265","417","723","505","580","568","573","677","582","4888","2945","9636","14944","12865","13292","10757","7807","6010","3271","81528"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_185,Bayside,"20801","19","11","43","51","84","154","370","536","575","1838","3","3","25","29","32","52","44","66","36","284","231","267","523","656","865","750","715","617","597","5219","1977","4909","7975","12409","15850","12630","9709","5334","3619","74415"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_186,Darebin - North,"20902","25","44","158","217","361","801","1871","2295","1020","6797","9","34","93","104","154","236","343","558","195","1730","334","614","1442","1050","973","740","804","825","687","7470","2455","7808","17959","14030","11776","8778","6437","5340","2649","77226"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_187,Glen Eira,"20802","27","45","79","104","156","372","980","1310","1115","4182","10","23","69","59","69","88","141","226","128","806","291","538","1361","1048","963","865","792","785","602","7248","3021","10460","23351","21282","19957","15800","10990","6826","4398","116078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_188,Kingston,"20803","22","32","66","125","213","379","1027","1189","805","3849","7","17","51","52","79","96","108","126","60","595","228","335","841","907","878","849","908","976","884","6808","2392","6252","14505","18019","17197","13495","10011","6325","3389","91576"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_189,Mildura,"21502","36","61","143","153","258","495","933","901","505","3493","9","15","52","70","76","72","71","78","23","470","263","302","650","515","718","798","797","640","362","5049","1523","3136","6526","6166","7072","7112","5486","3159","1423","41601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18a,Murray River - Swan Hill,"21503","16","24","75","93","147","319","665","743","465","2555","9","12","31","48","58","33","27","55","24","291","192","218","475","408","609","703","690","545","289","4135","831","1824","3829","3848","4976","5406","4421","2844","1276","29268"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18b,Campaspe,"21601","14","30","70","80","132","306","655","637","392","2326","0","7","15","5","14","18","23","18","3","98","142","128","280","335","449","527","562","527","317","3269","958","1756","3538","3951","5075","5380","4566","2747","1164","29135"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18c,Moira,"21602","15","27","60","63","105","233","589","533","302","1930","3","4","9","8","17","13","16","29","14","109","116","111","228","251","342","491","546","446","233","2767","730","1377","2695","2916","3762","4228","3960","2377","933","22980"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18d,Shepparton,"21603","42","76","217","261","282","510","956","941","492","3787","13","38","124","152","131","91","90","89","50","780","318","293","800","756","837","846","887","643","361","5736","1721","3533","7809","7742","8519","7879","6147","3485","1486","48322"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18e,Glenelg - Southern Grampians,"21701","26","34","52","70","138","279","611","633","427","2284","3","0","9","20","24","15","6","11","9","93","136","143","243","285","437","505","543","436","235","2957","886","1638","3132","3798","5162","5602","4484","2456","1137","28301"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_18f,Colac - Corangamite,"21703","23","20","61","100","109","247","648","688","390","2291","0","5","17","24","41","52","31","8","3","178","146","150","286","293","462","538","585","473","233","3166","889","1826","3561","3923","5131","5542","4555","2597","1053","29072"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_190,Warrnambool,"21704","26","25","76","80","113","302","675","671","465","2430","3","3","28","16","24","15","20","5","3","125","218","227","393","456","584","602","640","547","337","4006","1325","2920","5594","5896","6843","6728","5217","2853","1342","38715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_191,Capalaba,"30101","14","22","54","65","147","271","835","604","342","2360","0","8","17","14","12","31","25","22","21","162","110","152","327","375","418","475","391","390","337","2982","2334","4520","8541","9385","10369","9593","6325","2856","1269","55197"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_192,Cleveland - Stradbroke,"30102","23","22","58","96","145","286","987","853","479","2935","0","3","15","9","22","24","24","15","11","129","185","180","399","489","614","682","756","632","480","4427","2647","4134","7946","10020","11996","11287","9588","4979","2087","64674"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_193,Wynnum - Manly,"30103","7","15","49","83","127","216","818","703","415","2440","3","3","18","26","23","19","18","24","8","153","194","196","433","522","554","464","402","388","278","3424","2137","3650","8340","10806","10078","7644","5461","2864","1346","52319"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_194,Bald Hills - Everton Park,"30201","3","6","10","34","45","87","345","429","240","1201","0","3","7","21","22","19","22","18","17","120","59","123","247","212","231","204","211","224","271","1779","1207","2714","5525","5613","5497","4622","3609","2073","1007","31858"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_195,Chermside,"30202","12","13","47","78","129","192","631","824","557","2475","4","7","24","54","48","55","32","33","22","288","130","302","708","528","488","428","383","457","505","3926","1754","4910","11476","10195","8870","6942","4988","3700","2093","54925"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_196,Nundah,"30203","6","9","33","56","104","144","410","361","203","1324","3","8","32","18","25","36","22","12","13","174","64","209","526","376","323","268","228","202","269","2464","1024","2955","7637","6009","4826","4084","2672","1461","771","31439"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_197,Sandgate,"30204","17","19","56","101","167","247","836","711","387","2537","0","6","35","43","49","60","29","43","11","285","156","220","436","433","470","363","370","446","322","3218","1715","3533","8320","8537","7911","6487","4797","2803","1333","45435"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_198,Carindale,"30301","9","9","19","41","54","137","384","563","347","1553","3","7","12","9","25","31","29","25","19","150","122","183","471","373","315","293","241","271","240","2506","1552","3661","7465","7429","6843","5547","3523","2105","1173","39295"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_199,Holland Park - Yeronga,"30302","10","24","73","67","124","180","389","455","335","1654","6","15","37","38","45","51","36","46","24","292","218","556","1160","657","596","455","372","331","279","4624","2144","7518","15452","10651","8685","6505","3977","2403","1336","58685"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19a,Mt Gravatt,"30303","14","23","65","79","178","238","644","717","338","2290","9","40","82","50","60","65","57","55","49","458","160","329","635","420","447","391","408","391","311","3495","2477","6490","11769","9879","8797","6818","5403","3199","1407","56223"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19b,Nathan,"30304","7","19","70","63","71","101","282","392","268","1281","0","10","40","34","58","45","26","27","15","265","109","242","391","313","306","228","193","154","84","2030","1372","3494","6774","5843","4939","3574","2459","1630","783","30866"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19c,Rocklea - Acacia Ridge,"30305","14","27","94","125","173","296","473","370","200","1771","3","18","97","81","123","127","77","74","24","630","171","213","520","426","379","329","296","236","217","2787","2030","4250","10368","8852","7487","5999","3621","1612","731","44957"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19d,Mudgeeraba - Tallebudgera,"30905","5","3","19","30","44","96","169","141","80","581","0","4","6","4","8","0","9","3","0","43","96","59","221","286","274","234","220","139","61","1602","1063","1630","3270","5026","5153","3925","2811","1160","369","24419"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19e,Nerang,"30906","12","22","67","80","142","250","454","389","207","1618","7","4","21","20","16","29","24","27","15","161","199","263","554","549","606","575","557","455","373","4124","2179","3982","8506","9587","9468","7718","5783","2843","1189","51261"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_19f,Ormeau - Oxenford,"30907","17","21","100","120","200","323","761","455","235","2242","3","14","33","37","38","35","30","17","15","227","496","499","1346","1281","1196","892","780","443","264","7203","4090","7381","17154","18329","16004","11406","8490","3317","1119","87287"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a0,Outback - South,"31503","10","8","34","45","142","250","459","282","122","1350","0","0","6","10","8","17","30","19","12","100","81","99","188","174","199","277","248","178","90","1547","562","1016","2152","1982","2539","2634","1762","911","342","13900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a1,Buderim,"31601","9","7","22","34","56","84","361","412","245","1224","4","5","10","4","13","5","5","10","9","70","189","218","358","371","395","324","368","419","396","3034","2060","3401","5835","6879","7479","6102","5231","3311","1504","41794"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a2,Caloundra,"31602","7","10","64","80","138","258","986","1051","696","3282","6","10","12","10","30","24","22","26","17","150","198","233","466","533","683","621","773","704","468","4679","2251","3837","8140","9980","10703","10084","9974","5933","2615","63508"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a3,Maroochy,"31603","7","11","42","48","104","173","451","480","293","1608","0","4","14","11","23","25","15","6","7","107","167","300","609","512","593","657","644","589","407","4481","1462","3454","7481","6955","7861","8065","6378","3507","1496","46668"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a4,Noosa,"31605","0","8","26","33","42","77","257","251","189","871","3","3","6","6","10","10","9","7","3","61","111","113","232","387","398","432","506","367","333","2887","984","1443","3348","5197","5806","5871","5895","2896","1266","32700"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a5,Sunshine Coast Hinterland,"31606","7","9","41","58","100","203","640","439","216","1705","0","4","6","4","13","15","15","4","8","70","147","151","272","382","525","558","508","301","198","3039","1371","2170","4265","5984","7474","7620","6503","2774","918","39066"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a6,Nambour,"31607","11","19","38","55","98","185","471","436","232","1553","3","0","10","4","16","28","16","12","3","100","113","149","309","357","391","382","426","342","259","2735","1199","2072","4564","5499","6092","5659","4598","2350","995","33027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a7,Noosa Hinterland,"31608","3","0","12","25","45","94","227","188","92","688","0","4","0","6","9","0","7","10","0","39","49","47","84","212","244","251","258","116","55","1313","542","744","1421","2723","3654","3712","2920","1114","291","17117"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a8,Charters Towers - Ayr - Ingham,"31801","20","28","52","95","228","419","1095","1025","517","3477","3","3","9","14","27","28","34","36","24","176","171","197","362","423","532","545","618","475","219","3543","1331","2146","4043","4677","5695","5969","4912","2834","1085","32691"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1a9,Townsville,"31802","66","66","201","296","477","887","1990","1638","721","6345","6","25","68","93","100","85","72","70","31","557","915","1653","2633","2123","2134","1821","1506","971","462","14222","7322","15715","27709","24837","24469","20508","13762","6414","2308","143054"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1aa,Bundaberg,"31901","20","41","124","198","366","666","2147","1791","789","6129","4","8","31","28","53","51","60","47","22","305","330","367","689","693","966","1146","1270","1027","493","6979","2701","4472","8879","9359","11387","12396","11682","6362","2261","69496"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ab,Burnett,"31902","16","20","84","114","268","489","1569","1051","490","4094","3","3","21","9","22","32","40","39","22","200","208","258","467","522","736","773","849","622","272","4711","1405","2258","4528","5191","6676","7211","6834","3199","1101","38399"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ac,Gympie - Cooloola,"31903","8","19","73","88","171","404","1193","856","355","3171","3","8","7","19","15","18","38","15","5","131","183","158","380","431","652","753","801","562","279","4205","1360","2157","4452","5208","6950","7705","6987","3102","1033","38955"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ad,Hervey Bay,"31904","15","23","60","104","164","369","1179","980","398","3289","3","3","18","20","32","18","28","38","6","167","221","200","381","464","586","705","921","767","361","4603","1513","2337","4856","5917","7068","8205","9078","4894","1553","45417"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ae,Sunnybank,"30306","13","45","96","115","165","276","468","377","273","1816","4","37","104","87","106","127","74","70","37","651","121","216","459","319","259","241","261","205","187","2262","1605","4718","9488","6818","5436","5083","3678","1714","887","39418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1af,Centenary,"30401","3","0","19","27","37","74","135","144","82","522","0","0","11","19","20","24","11","11","5","108","40","67","111","142","151","152","189","163","219","1235","1009","1821","3687","4745","4675","4134","2968","1202","586","24824"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b0,Kenmore - Brookfield - Moggill,"30402","4","7","9","21","25","33","119","116","93","427","3","0","0","7","10","13","8","9","3","54","85","109","109","232","283","228","209","216","270","1738","1602","2733","3555","6201","7173","5347","4216","2118","943","33879"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b1,Sherwood - Indooroopilly,"30403","0","13","21","32","30","44","94","140","135","490","0","13","17","24","22","17","13","10","3","111","196","485","522","323","289","247","212","166","166","2614","3366","8458","8458","6303","5330","4373","3340","1612","912","42149"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b2,The Gap - Enoggera,"30404","5","5","21","39","45","90","322","360","266","1150","0","4","16","22","26","16","16","8","10","121","93","138","324","304","299","237","213","221","221","2043","1586","3399","6376","7652","6728","5057","3934","2034","1159","37925"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b3,Brisbane Inner,"30501","11","37","71","62","96","125","293","298","174","1181","10","43","70","33","34","36","54","50","24","353","274","829","2150","1188","1020","808","551","294","293","7408","2221","8736","19945","9955","7561","6168","3838","1720","956","61094"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b4,Brisbane Inner - East,"30502","3","7","14","20","40","52","170","203","149","664","0","4","21","12","7","8","13","16","3","84","95","197","658","443","393","268","191","111","60","2416","1022","3231","8359","6817","5613","3702","2042","953","436","32168"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b5,Brisbane Inner - North,"30503","4","23","42","64","97","133","368","369","270","1375","0","9","38","19","24","29","22","27","25","193","261","717","1661","1021","885","702","467","305","306","6329","2805","9129","18933","12887","11275","7960","4966","2364","1279","71594"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b6,Brisbane Inner - West,"30504","3","9","24","13","29","50","144","203","177","652","0","7","14","12","10","14","8","23","7","98","140","476","790","495","449","357","272","168","77","3224","1977","6446","10488","8126","7337","5157","3229","1434","625","44815"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b7,Cairns - North,"30601","9","4","28","41","74","139","300","196","96","890","0","3","18","16","19","15","18","9","4","96","206","227","539","626","697","596","461","223","81","3651","1490","2661","6381","7986","8453","6825","4284","1464","403","39944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b8,Cairns - South,"30602","36","56","168","227","324","491","1041","842","439","3628","10","42","132","154","165","118","88","73","25","808","606","773","1790","1577","1630","1374","1013","647","330","9740","3238","6324","14668","14300","13880","11589","7894","3610","1507","76998"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1b9,Innisfail - Cassowary Coast,"30603","14","17","69","76","135","304","702","619","314","2262","6","11","13","14","32","30","35","32","24","195","157","175","447","401","537","581","483","301","96","3193","1015","1796","3783","3804","4880","5250","3773","1959","727","26981"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1ba,Port Douglas - Daintree,"30604","3","4","10","10","35","58","107","85","36","342","0","0","3","0","0","0","7","5","0","20","56","75","245","231","234","280","204","136","63","1529","275","514","1510","1563","1788","1872","1240","533","159","9447"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1bb,Tablelands (East) - Kuranda,"30605","11","18","48","66","140","317","820","779","305","2513","0","5","6","15","15","28","32","51","29","187","199","208","389","445","654","693","703","491","244","4016","1125","1787","3714","4356","5548","6151","5342","2729","932","31689"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1bc,Darling Downs (West) - Maranoa,"30701","16","17","63","105","189","408","950","717","299","2759","3","3","3","7","21","19","46","41","22","164","260","271","755","729","808","762","677","396","176","4828","1291","2377","5798","5453","6011","5454","4073","2169","765","33381"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1bd,Darling Downs - East,"30702","14","27","58","108","181","360","1072","848","363","3022","0","0","9","13","13","22","33","15","7","110","197","162","372","435","557","563","572","449","270","3576","1372","2236","4428","4904","5677","5484","4503","2388","937","31938"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_1be,Granite Belt,"30703","9","7","55","68","167","346","966","742","354","2714","0","4","5","11","19","13","29","22","11","122","135","126","256","304","397","496","586","453","235","3002","1097","1917","3613","4232","5214","5954","5434","2749","982","31192"
