sa3_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,sa3_name16
12403,1601,1820,3426,48906,51923,100827,2688,2716,5407,53192,56462,109652,1032,951,1979,35135,31663,66797,177,158,336,36341,32770,69111,118,124,239,1790,1802,3597,13,16,32,1925,1944,3866,1147,1070,2218,36922,33465,70393,196,174,366,38269,34712,72974,435,732,1168,11522,17950,29473,123,161,285,12078,18850,30922,23,22,39,456,498,960,2371,2383,4756,2852,2902,5754,10.3,11.6,10.8,4.8,5.4,5.1,6.6,9.2,8.7,5.0,5.6,5.3,71.5,58.7,64.8,75.5,64.5,69.8,7.3,6.4,6.8,71.9,61.5,66.6,64.3,52.1,57.8,71.9,61.0,66.2,6.6,5.8,6.2,68.3,58.0,63.0,161,247,409,4281,6382,10666,19,21,41,4459,6655,11109,848,688,1535,30365,24918,55276,149,126,277,31359,25724,57090,24,17,39,1876,1004,2885,12,4,15,1905,1030,2937,12,29,41,1572,1838,3408,11,9,11,1597,1868,3469,9,23,30,433,822,1255,0,0,3,445,847,1284,58,122,182,4305,6655,10960,8,29,39,4377,6811,11182,93,160,257,3856,5623,9480,13,31,42,3970,5810,9783,25,49,74,350,876,1224,0,3,Penrith
12404,672,675,1345,13095,13536,26630,809,829,1640,14570,15045,29613,329,278,609,8786,7697,16481,46,40,84,9159,8019,17181,40,35,73,385,444,830,3,6,7,434,478,911,371,312,685,9171,8142,17315,49,41,89,9595,8499,18092,293,358,644,3791,5223,9010,40,58,92,4122,5629,9755,5,9,20,134,168,302,715,730,1451,860,907,1768,10.8,11.2,10.7,4.2,5.5,4.8,6.1,14.6,7.9,4.5,5.6,5.0,55.5,45.9,50.8,70.0,60.2,65.0,6.1,4.9,5.5,65.8,56.5,61.1,49.2,40.9,45.1,67.1,56.9,61.9,5.7,4.8,5.1,62.8,53.3,58.0,35,70,102,1056,1295,2357,4,5,16,1104,1366,2470,278,215,491,7607,6329,13938,42,30,71,7929,6572,14495,18,5,22,623,310,924,4,0,4,645,313,951,8,6,18,274,326,598,3,3,3,284,332,617,3,5,10,88,211,302,0,0,0,94,220,306,6,41,51,756,1443,2199,0,6,8,760,1498,2252,21,44,65,884,1398,2283,4,6,9,918,1446,2357,5,14,21,105,238,345,0,0,Richmond - Windsor
12405,664,707,1372,19181,19805,38987,1213,1292,2506,21059,21808,42867,395,334,735,13208,11151,24359,83,68,150,13687,11551,25241,64,53,114,861,882,1741,9,5,16,930,944,1869,459,389,851,14063,12031,26102,89,77,163,14620,12493,27110,187,306,497,4857,7459,12320,59,87,146,5110,7855,12962,13,15,26,257,311,568,1067,1136,2197,1335,1457,2799,13.9,13.6,13.4,6.1,7.3,6.7,10.1,6.5,9.8,6.4,7.6,6.9,69.7,54.8,61.9,73.3,60.8,66.9,7.3,5.9,6.5,69.4,57.3,63.2,59.9,47.0,53.5,68.9,56.3,62.5,6.8,5.2,6.0,65.0,53.0,58.9,49,68,114,1115,1737,2850,3,7,17,1168,1808,2977,341,266,609,11864,9288,21153,69,52,126,12275,9608,21878,14,0,19,661,255,915,3,3,7,680,260,934,5,3,5,441,445,887,0,7,3,448,453,901,3,3,9,99,204,304,0,0,0,102,208,308,12,37,48,1457,2002,3457,5,8,13,1469,2047,3519,29,48,76,1218,1905,3126,5,5,15,1258,1960,3212,8,23,33,179,335,514,0,3,St Marys
12501,369,192,565,37169,32135,69302,2184,1970,4150,39721,34295,74020,61,49,112,22456,15280,37739,75,52,135,22593,15388,37982,10,5,16,2436,1569,3998,16,9,20,2464,1575,4036,75,55,126,24890,16850,41741,92,57,156,25057,16962,42020,297,136,431,11667,14896,26561,72,99,169,12039,15123,27162,0,3,3,611,392,1000,2020,1811,3830,2626,2207,4833,13.3,9.1,12.7,9.8,9.3,9.6,17.4,15.8,12.8,9.8,9.3,9.6,20.2,28.4,22.5,67.0,52.4,60.2,4.2,2.9,3.8,63.1,49.5,56.8,16.4,25.3,20.0,60.4,47.5,54.5,3.4,2.6,3.2,56.9,44.9,51.3,12,10,21,1550,1900,3447,3,5,10,1561,1923,3486,49,37,87,20127,13007,33130,70,40,111,20245,13082,33325,6,0,7,1427,625,2055,0,0,0,1438,625,2063,0,0,0,2748,2282,5030,3,6,9,2755,2290,5042,3,0,0,347,473,819,3,3,7,349,478,826,7,6,14,6559,6604,13162,14,10,28,6580,6618,13202,6,12,13,2908,3107,6015,20,17,38,2930,3134,6067,3,4,4,192,256,443,0,3,Auburn
12502,130,156,292,25009,26412,51424,1051,1091,2138,26191,27660,53851,53,73,128,15953,14002,29959,58,68,126,16069,14143,30209,13,13,22,1090,969,2060,5,0,5,1104,980,2080,68,81,149,17043,14967,32016,61,68,133,17176,15118,32292,61,74,134,7738,11184,18919,68,88,157,7866,11349,19212,3,3,9,228,260,488,924,930,1856,1153,1195,2348,19.1,16.0,14.8,6.4,6.5,6.4,8.2,0.0,3.8,6.4,6.5,6.4,51.5,51.3,51.0,68.1,56.7,62.3,5.8,6.3,6.2,65.6,54.7,60.0,40.2,46.2,43.8,63.8,53.0,58.3,5.5,6.3,5.9,61.3,51.1,56.1,13,23,34,1747,2171,3920,3,11,15,1765,2199,3965,37,42,84,13942,11659,25600,46,56,104,14030,11760,25788,8,0,5,1129,618,1751,5,3,9,1142,627,1765,0,3,7,2514,2304,4819,0,8,11,2515,2319,4837,0,0,0,380,606,982,0,0,0,380,604,990,8,11,14,5477,6003,11480,11,10,21,5497,6023,11525,3,16,21,2247,3030,5278,10,10,22,2265,3056,5321,3,4,8,137,243,383,0,0,Carlingford
12503,424,494,917,55813,55351,111165,3245,3198,6444,59479,59041,118524,207,241,449,32209,24281,56492,169,111,281,32590,24638,57223,37,36,71,3253,2436,5689,24,9,35,3311,2482,5790,247,275,519,35462,26716,62175,195,120,314,35897,27116,63017,168,208,376,19422,27782,47202,198,239,442,19784,28236,48019,10,7,16,932,852,1785,2853,2835,5683,3794,3693,7484,15.0,13.1,13.7,9.2,9.1,9.1,12.3,7.5,11.1,9.2,9.2,9.2,58.1,56.1,57.0,63.5,48.3,55.9,6.0,3.8,4.9,60.4,45.9,53.2,48.7,49.2,49.3,57.7,43.9,50.8,5.2,3.5,4.4,54.8,41.7,48.3,23,59,84,2504,3657,6164,15,14,28,2547,3726,6271,179,176,355,28797,20109,48908,145,88,233,29119,20375,49497,8,3,8,2351,898,3251,6,6,17,2370,904,3277,8,7,14,2393,2081,4475,4,6,13,2401,2099,4502,0,4,10,386,602,986,0,0,0,389,607,998,13,40,51,6690,7800,14489,18,21,41,6720,7862,14581,21,54,77,4315,5538,9847,18,22,48,4358,5617,9973,7,14,18,365,690,1061,3,0,Merrylands - Guildford
12504,365,356,721,53082,52953,106033,3436,3336,6771,56880,56645,113525,203,180,381,36876,28544,65413,124,108,239,37201,28836,66035,27,28,54,2477,2872,5347,10,18,28,2513,2918,5430,227,206,437,39345,31417,70764,137,126,265,39715,31748,71466,128,139,270,13122,20940,34064,116,148,258,13364,21232,34589,10,6,16,609,597,1207,3182,3058,6245,3807,3667,7466,11.9,13.6,12.4,6.3,9.1,7.6,7.3,14.3,10.6,6.3,9.2,7.6,62.2,58.7,60.4,74.1,59.3,66.7,4.0,3.8,3.9,69.8,56.0,63.0,55.6,51.3,52.7,69.5,53.9,61.7,3.6,3.2,3.5,65.4,50.9,58.2,33,59,91,4045,5241,9290,13,9,22,4096,5311,9405,157,125,286,32210,22892,55107,98,94,192,32467,23110,55581,3,3,5,1819,931,2753,8,4,8,1829,934,2765,6,8,13,7270,6542,13807,8,16,31,7284,6568,13859,3,0,3,955,1172,2128,0,4,4,960,1173,2141,18,35,57,12769,13598,26365,30,29,65,12822,13660,26480,22,40,63,4854,5178,10033,20,28,47,4893,5249,10139,6,13,20,254,441,700,0,9,Parramatta
12601,38,33,72,18301,19461,37760,548,537,1087,18883,20032,38919,30,22,51,12069,10935,23001,42,36,83,12142,11001,23135,0,0,3,764,692,1456,3,7,8,763,703,1463,31,27,56,12828,11630,24457,46,44,90,12907,11697,24605,7,7,18,5328,7625,12954,27,52,77,5358,7691,13046,0,0,0,146,203,349,480,443,922,623,647,1270,0.0,0.0,5.4,6.0,6.0,6.0,6.5,15.9,8.9,5.9,6.0,5.9,81.6,79.4,75.7,70.1,59.8,64.8,8.3,8.2,8.3,68.3,58.4,63.2,78.9,64.7,68.9,65.9,56.2,60.9,7.6,6.7,7.6,64.3,54.9,59.4,5,5,13,1433,1924,3360,3,10,12,1441,1940,3385,22,16,35,10481,8896,19378,43,26,73,10540,8945,19484,0,0,0,643,533,1173,0,0,3,646,535,1176,7,0,11,3113,2617,5736,7,14,25,3134,2634,5769,0,0,0,512,666,1178,0,3,5,509,669,1182,5,7,11,5373,5709,11077,22,18,36,5399,5732,11130,5,4,9,1546,2090,3636,0,11,10,1555,2103,3651,0,0,0,63,113,180,0,0,Pennant Hills - Epping
12602,195,185,381,51570,55731,107300,2265,2354,4615,54024,58273,112299,114,115,233,33772,31258,65027,108,97,205,33995,31469,65463,12,6,21,2201,2032,4227,17,3,23,2229,2041,4269,128,122,248,35971,33286,69253,125,99,228,36218,33511,69730,71,57,127,15164,21890,37054,124,157,279,15356,22108,37461,0,4,5,431,556,991,2016,2094,4111,2450,2659,5103,9.4,4.9,8.5,6.1,6.1,6.1,13.6,3.0,10.1,6.2,6.1,6.1,64.3,66.7,65.3,69.8,59.7,64.5,5.5,4.2,4.9,67.0,57.5,62.1,57.3,62.8,61.3,65.5,56.1,60.6,4.8,4.1,4.4,62.9,54.0,58.3,25,39,63,3545,4762,8313,14,13,28,3587,4813,8398,82,77,162,29779,26121,55906,91,77,168,29957,26285,56235,3,5,8,2010,1338,3345,4,0,3,2018,1346,3359,7,9,16,6715,6580,13296,21,8,26,6745,6600,13342,4,6,9,869,1507,2376,3,3,10,868,1518,2394,24,24,47,13455,15114,28565,38,33,75,13516,15174,28688,19,25,46,4527,6008,10537,22,32,52,4563,6076,10638,0,10,10,233,429,666,3,3,Ryde - Hunters Hill
12701,501,610,1109,35884,37195,73078,2299,2315,4613,38679,40118,78799,252,288,542,23666,19568,43232,132,108,241,24051,19961,44017,46,33,77,1612,1483,3094,12,4,17,1667,1523,3190,296,324,619,25277,21051,46322,149,110,261,25717,21486,47204,194,271,462,10185,15734,25920,103,166,268,10478,16169,26648,12,18,29,422,417,834,2048,2032,4084,2483,2466,4942,15.5,10.2,12.4,6.4,7.0,6.7,8.1,3.6,6.5,6.5,7.1,6.8,59.0,52.9,55.8,70.4,56.6,63.4,6.5,4.8,5.7,66.5,53.6,59.9,50.2,47.0,48.8,66.0,52.6,59.2,5.7,4.7,5.2,62.2,49.8,55.9,33,55,87,1744,3043,4783,11,11,17,1786,3108,4885,215,227,443,21393,16134,37528,115,86,200,21721,16453,38174,7,8,13,1457,744,2198,5,0,5,1464,748,2214,5,3,6,799,1032,1828,0,3,5,806,1036,1838,0,3,0,205,366,574,0,3,3,209,370,579,12,30,42,3424,4805,8235,10,16,26,3444,4856,8300,20,61,78,2765,3939,6704,8,17,27,2793,4012,6809,4,18,23,275,592,868,0,4,Bringelly - Green Valley
12702,446,471,914,69849,73848,143701,3045,3024,6066,73347,77342,150687,230,183,409,37557,29838,67396,212,136,349,38000,30157,68157,39,39,77,4153,3602,7755,28,20,47,4226,3659,7879,269,221,489,41716,33435,75148,242,155,394,42226,33815,76037,160,241,400,27124,39360,66484,261,322,583,27543,39925,67470,19,10,27,1014,1052,2063,2544,2541,5088,3578,3599,7180,14.5,17.6,15.7,10.0,10.8,10.3,11.6,12.9,11.9,10.0,10.8,10.4,60.0,46.8,53.4,59.7,45.3,52.3,7.9,5.1,6.5,57.6,43.7,50.5,51.3,38.8,44.7,53.8,40.4,46.9,7.0,4.5,5.8,51.8,39.0,45.2,31,34,64,2317,3569,5883,12,16,27,2360,3620,5981,190,142,329,34126,25578,59707,177,112,283,34492,25830,60321,12,0,12,2285,1055,3338,10,3,12,2303,1056,3367,0,6,9,1130,1294,2420,5,3,5,1135,1299,2435,4,5,7,253,479,734,7,0,7,261,486,748,10,22,28,6414,7493,13910,15,28,44,6442,7535,13982,16,38,55,4605,6136,10743,25,32,54,4648,6208,10853,7,10,16,475,949,1425,0,3,Fairfield
12703,478,527,1005,41044,42528,83571,3278,3231,6509,44798,46288,91086,249,242,491,26086,21256,47338,123,94,219,26459,21587,48046,41,28,67,2003,1787,3796,16,10,20,2060,1823,3883,289,268,560,28091,23044,51133,133,104,236,28515,23414,51933,169,252,420,12474,18989,31464,103,196,301,12751,19434,32184,15,11,28,486,490,975,3033,2939,5970,3531,3439,6969,14.2,10.4,12.0,7.1,7.8,7.4,12.0,9.6,8.5,7.2,7.8,7.5,61.1,50.5,55.6,68.4,54.2,61.2,4.1,3.2,3.6,63.7,50.6,57.0,52.6,45.6,48.7,63.5,50.0,56.6,3.8,2.9,3.4,59.1,46.6,52.7,60,70,128,3317,3848,7170,10,11,23,3393,3926,7315,191,167,360,22242,17072,39311,98,79,176,22524,17318,39842,7,0,8,1429,664,2093,7,3,9,1451,669,2116,5,9,9,1753,1796,3543,7,4,8,1758,1809,3568,0,6,4,332,534,867,0,0,0,334,538,871,18,42,57,5030,6642,11675,13,24,34,5059,6704,11766,20,43,68,3760,4708,8467,6,22,31,3793,4778,8567,3,5,10,307,581,891,5,6,Liverpool
12801,411,424,841,40652,44231,84887,2139,2163,4300,43212,46817,90027,282,261,536,28363,26615,54980,132,127,252,28773,26993,55769,22,10,35,999,1003,2003,6,9,20,1025,1028,2055,300,271,572,29364,27616,56977,135,133,273,29800,28022,57820,106,151,253,11032,16275,27303,108,143,255,11246,16567,27812,10,8,19,256,342,601,1893,1884,3780,2158,2232,4397,7.3,3.7,6.1,3.4,3.6,3.5,4.4,6.8,7.3,3.4,3.7,3.6,72.1,63.0,67.8,72.2,62.4,67.1,6.3,6.2,6.3,69.0,59.8,64.2,67.8,60.7,63.5,69.8,60.2,64.8,6.2,5.9,5.8,66.6,57.7,61.9,50,60,114,3229,4603,7831,7,15,23,3284,4677,7964,213,198,412,24824,21753,46581,114,103,216,25156,22051,47207,15,16,22,1881,1192,3075,10,3,6,1898,1207,3103,7,14,25,2154,2080,4241,4,3,13,2168,2103,4272,5,15,17,647,1073,1719,0,3,3,650,1084,1736,34,56,89,6466,8389,14853,19,28,44,6517,8469,14986,41,60,104,4322,6023,10348,14,37,52,4380,6119,10498,4,3,9,271,550,823,0,3,Cronulla - Miranda - Caringbah
12802,396,398,796,40092,42718,82814,1323,1376,2695,41808,44496,86302,284,242,522,28714,27189,55900,125,121,242,29113,27556,56671,18,24,41,1021,993,2012,6,9,16,1046,1020,2063,297,269,565,29731,28179,57915,126,128,253,30157,28575,58731,96,128,218,10188,14290,24478,80,141,221,10357,14555,24916,6,9,14,170,247,422,1114,1111,2226,1295,1363,2657,6.1,8.9,7.3,3.4,3.5,3.5,4.8,7.0,6.3,3.5,3.6,3.5,74.4,66.3,70.9,74.2,66.0,69.9,9.5,9.3,9.4,72.1,64.2,68.1,71.2,59.6,65.5,71.6,63.7,67.5,9.5,8.8,9.0,69.6,61.9,65.7,59,57,116,4035,5523,9557,25,19,42,4110,5599,9709,222,184,402,24427,21470,45895,96,87,187,24746,21738,46486,11,6,17,1658,1076,2736,11,8,10,1680,1086,2771,10,15,23,2119,2095,4218,10,3,12,2142,2117,4253,4,8,14,644,1183,1825,0,0,4,648,1195,1848,28,52,77,6179,8070,14249,18,28,50,6227,8154,14379,41,52,92,4234,5704,9940,20,24,41,4287,5786,10071,3,3,9,250,507,762,0,3,Sutherland - Menai - Heathcote
20101,422,519,935,36829,40935,77766,2462,2680,5146,39714,44132,83848,199,213,410,22916,22185,45100,156,124,277,23267,22523,45790,44,37,82,1792,1540,3331,22,15,37,1859,1590,3452,241,253,496,24715,23722,48434,179,137,317,25129,24112,49247,167,257,423,11745,16772,28512,197,288,481,12106,17309,29421,12,9,13,371,443,818,2095,2256,4354,2475,2707,5182,18.3,14.6,16.5,7.3,6.5,6.9,12.3,10.9,11.7,7.4,6.6,7.0,57.4,48.7,53.2,67.1,57.9,62.3,7.2,5.1,6.2,63.3,54.6,58.7,47.4,41.0,44.0,62.2,54.2,58.0,6.3,4.6,5.4,58.6,51.0,54.6,28,57,79,3107,5711,8817,18,16,39,3146,5782,8933,164,160,321,19568,16277,35847,124,101,227,19859,16538,36398,7,4,15,1389,792,2183,8,5,12,1406,804,2213,3,3,9,1320,1412,2738,9,9,16,1336,1426,2762,0,10,10,792,1504,2296,5,4,8,794,1516,2313,14,38,48,4279,6354,10634,16,37,57,4312,6427,10738,23,32,59,2891,4150,7041,13,26,32,2925,4205,7135,11,22,28,294,664,955,3,5,Ballarat
20102,83,92,172,10435,10803,21240,964,1046,2016,11485,11939,23428,43,41,87,6411,5799,12212,64,58,120,6520,5901,12415,3,0,3,378,298,670,7,3,10,383,296,687,51,41,88,6785,6097,12884,64,60,128,6902,6202,13102,32,44,79,3533,4579,8117,66,75,144,3632,4708,8337,0,0,0,115,124,242,834,909,1746,950,1034,1986,5.9,0.0,3.4,5.6,4.9,5.2,10.9,5.0,7.8,5.5,4.8,5.2,61.4,48.2,52.7,65.0,56.5,60.7,6.6,5.7,6.3,60.1,51.9,55.9,51.8,48.2,52.1,61.4,53.7,57.5,6.6,5.6,5.9,56.8,49.4,53.0,6,8,10,662,1257,1915,6,8,11,671,1271,1938,36,31,72,5645,4473,10121,57,51,102,5740,4554,10296,0,3,3,782,462,1246,8,5,15,792,472,1262,3,0,4,345,461,809,4,3,10,349,471,819,3,4,4,211,431,639,3,0,4,210,437,650,3,8,11,1017,1634,2652,3,8,15,1028,1656,2679,7,5,15,867,1344,2214,8,7,13,882,1361,2241,0,0,0,83,130,210,0,3,Creswick - Daylesford - Ballan
20103,124,137,257,9901,9612,19514,748,728,1472,10772,10474,21245,36,44,82,4804,4209,9017,49,43,87,4890,4294,9185,4,15,15,426,302,729,12,6,20,437,323,765,39,54,95,5233,4512,9745,55,48,104,5334,4618,9945,73,76,151,4525,4923,9457,91,93,182,4698,5090,9791,3,3,7,141,178,315,597,588,1184,742,764,1512,10.3,27.8,15.8,8.1,6.7,7.5,21.8,12.5,19.2,8.2,7.0,7.7,33.9,40.6,37.5,52.9,46.9,49.9,7.4,6.6,7.1,49.5,44.1,46.8,31.3,33.1,32.4,48.5,43.8,46.2,6.6,5.9,5.9,45.4,41.0,43.2,13,12,18,447,876,1323,3,7,11,463,898,1353,30,31,61,4282,3276,7559,42,31,69,4354,3341,7692,5,0,3,509,239,749,10,6,12,520,240,763,0,0,0,106,143,251,0,0,3,110,139,250,0,0,0,97,191,289,0,4,4,97,190,292,0,7,5,456,882,1342,0,4,8,454,898,1356,0,14,18,505,943,1447,10,9,14,511,965,1479,4,3,10,97,157,248,0,0,Maryborough - Pyrenees
20201,490,558,1045,33249,37048,70298,2358,2543,4898,36093,40147,76243,252,226,483,20684,20147,40831,156,128,284,21093,20500,41593,40,51,95,1544,1292,2830,12,10,23,1593,1352,2947,296,275,575,22228,21436,43661,168,135,302,22684,21850,44535,180,267,446,10550,15047,25599,161,236,393,10890,15551,26442,15,10,27,475,566,1036,2029,2175,4202,2517,2748,5269,13.5,18.5,16.5,6.9,6.0,6.5,7.1,7.4,7.6,7.0,6.2,6.6,60.3,49.8,54.9,66.8,57.9,62.1,7.1,5.3,6.2,62.9,54.4,58.4,51.3,40.9,46.1,62.2,54.4,58.1,6.6,5.0,5.8,58.4,51.1,54.6,34,50,84,2641,4770,7412,14,26,44,2692,4850,7536,209,170,383,17855,15212,33066,131,92,225,18195,15474,33669,15,3,16,1252,719,1976,3,3,8,1274,724,2000,4,6,15,873,1018,1897,6,5,10,885,1033,1915,0,14,17,633,1270,1902,4,4,14,640,1286,1928,14,44,50,3399,5388,8787,14,37,50,3427,5472,8895,20,52,68,2490,3593,6080,18,21,37,2523,3660,6189,15,19,29,310,561,878,4,0,Bendigo
20202,187,132,322,17571,18086,35663,1480,1611,3093,19239,19830,39071,77,59,130,10270,9662,19923,94,86,184,10442,9801,20238,9,9,25,541,492,1027,13,5,17,559,509,1070,86,68,152,10806,10151,20959,107,91,195,10997,10308,21306,97,64,159,6577,7729,14303,105,119,227,6773,7909,14685,3,0,10,194,201,401,1267,1403,2671,1466,1606,3075,10.5,13.2,16.4,5.0,4.8,4.9,12.1,5.5,8.7,5.1,4.9,5.0,46.2,51.5,47.4,61.5,56.1,58.8,7.2,5.6,6.3,57.2,52.0,54.5,41.4,44.7,40.5,58.4,53.4,55.9,6.4,5.3,5.9,54.3,49.4,51.8,9,13,22,1296,2024,3319,8,15,27,1311,2053,3368,67,38,108,8862,7536,16398,82,62,138,9010,7640,16645,11,5,13,1215,763,1979,9,7,16,1239,772,2014,4,6,8,686,900,1583,8,4,13,694,908,1608,0,3,5,463,904,1364,5,3,9,466,911,1377,9,12,18,2081,3106,5187,13,23,44,2106,3143,5249,15,8,22,1447,2088,3530,17,20,35,1471,2117,3589,0,3,4,108,255,367,0,0,Heathcote - Castlemaine - Kyneton
20203,55,61,112,4335,4161,8494,446,408,861,4841,4624,9469,22,21,37,2475,2063,4537,27,14,43,2522,2096,4615,4,0,5,127,103,228,0,6,3,134,106,241,27,17,47,2606,2163,4764,28,16,44,2654,2199,4852,27,35,66,1654,1920,3570,33,37,70,1713,1995,3705,4,3,6,81,76,160,383,356,742,471,434,906,14.8,0.0,10.6,4.9,4.8,4.8,0.0,37.5,6.8,5.0,4.8,5.0,46.6,30.9,39.5,60.0,52.0,56.1,6.3,3.9,5.1,54.9,47.5,51.3,37.9,38.2,31.1,57.0,49.6,53.4,6.1,3.4,5.0,52.1,45.3,48.8,0,4,4,175,395,567,0,0,3,172,398,570,22,19,38,2258,1637,3898,22,15,34,2300,1667,3970,0,0,0,353,158,510,4,3,7,358,156,515,0,0,0,32,63,97,0,0,0,34,63,94,0,0,0,48,104,150,0,0,0,48,108,154,0,0,0,210,429,642,0,3,6,215,434,645,0,10,9,247,420,660,4,0,7,250,424,673,0,0,0,26,79,109,0,0,Loddon - Elmore
