yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,sa3_code16,sa3_name16,ogc_fid
2012,29476.0,42.0,1271531695.0,36435.0,43138.0,68.0,7061.0,51.0,125323844.0,8361.0,17749.0,9.7,27943.0,52.0,171862898.0,420.0,6150.0,19.0,1823.0,59.0,44689454.0,19104.0,24514.0,2.9,37895.0,48.0,1597640320.0,33739.0,42160.0,6.43,1.93,0.3,0.1,0.49200000000000005,7.7,20.7,32.3,32.9,29.1,21.5,16.5,2234.0,37.2,1765.0,16656.0,,39.0,1099.0,507.0,,,,,,,,,,,,,,,,,,,,10804,Port Macquarie,1217
2013,30253.0,43.0,1349608149.0,37707.0,44611.0,68.0,6982.0,51.0,129969500.0,8945.0,18615.0,9.7,28043.0,52.0,176839500.0,427.0,6306.0,18.9,1804.0,59.0,47108324.0,19653.0,26113.0,2.8,37851.0,48.0,1684161030.0,35625.0,44494.0,5.9,1.91,0.32,0.1,0.489,8.0,20.9,32.3,32.5,29.1,21.9,16.5,2720.0,51.5,1747.0,18937.0,,37.0,1065.0,477.0,,,,,,,,,6158.0,4896.0,,,,,,,,,,10804,Port Macquarie,1218
2014,31000.0,43.0,1419616847.0,38908.0,45794.0,68.0,7009.0,51.0,146497247.0,10128.0,20901.0,9.7,28553.0,52.0,180320775.0,466.0,6315.0,18.6,1824.0,59.0,50813410.0,20863.0,27858.0,2.8,38621.0,49.0,1765477858.0,36725.0,45713.0,5.87,1.91,0.33,0.11,0.483,7.6,20.6,32.0,32.0,29.4,21.9,16.7,3028.0,58.3,3017.0,19267.0,,32.0,995.0,469.0,,,,,,,,,6057.0,4905.0,,,,,,,,,,10804,Port Macquarie,1219
2015,32597.0,43.0,1551724578.0,40430.0,47603.0,68.0,7139.0,51.0,156235306.0,10782.0,21885.0,9.7,29770.0,52.0,191353712.0,416.0,6428.0,18.6,1903.0,59.0,53970064.0,21415.0,28361.0,2.9,39968.0,48.0,1899062686.0,38108.0,47515.0,6.0,1.92,0.32,0.11,0.484,7.6,20.7,32.1,31.7,28.9,22.1,17.3,3258.0,81.5,3834.0,25008.0,15668.0,30.0,916.0,436.0,1339.0,,4001.0,3161.0,1017.0,,423.0,532.0,6017.0,4882.0,,,,,,,,,,10804,Port Macquarie,1220
2016,32380.0,43.0,1597130775.0,42011.0,49325.0,68.0,7082.0,51.0,169511169.0,12053.0,23935.0,10.0,29713.0,52.0,188602451.0,367.0,6347.0,18.5,1848.0,59.0,51202287.0,21114.0,27707.0,2.9,40239.0,48.0,1957361690.0,39194.0,48643.0,6.04,1.92,0.32,0.1,0.484,7.6,20.4,31.7,31.2,28.6,22.5,17.7,3107.0,77.2,2598.0,24832.0,16005.0,31.0,855.0,428.0,1357.0,,3775.0,2936.0,1023.0,,471.0,480.0,5822.0,4576.0,,36.1,26.5,16.9,2.7,1.5,5.9,0.4,677.0,10804,Port Macquarie,1221
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15795.0,23.0,774.0,385.0,1353.0,3184.0,3762.0,3012.0,972.0,312.0,471.0,437.0,5637.0,4250.0,7570.0,,,,,,,,,10804,Port Macquarie,1222
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15892.0,,,,1397.0,3290.0,3766.0,2897.0,965.0,280.0,482.0,425.0,5386.0,4077.0,7487.0,,,,,,,,,10804,Port Macquarie,1223
2011,77587.0,37.0,3891749053.0,42687.0,50160.0,81.0,8786.0,46.0,256690685.0,10093.0,29216.0,5.1,58999.0,44.0,361993047.0,304.0,6136.0,12.1,2619.0,58.0,60905525.0,15895.0,23255.0,1.4,84370.0,40.0,4489723558.0,42666.0,53215.0,5.31,1.87,0.35,0.15,0.466,8.1,20.6,31.5,24.1,23.7,25.0,27.2,5138.0,119.1,2387.0,23174.0,,,,,,,,,,,,,,,,,,,,,,,750.0,11103,Newcastle,1224
2012,79511.0,37.0,4216187477.0,44999.0,53026.0,81.0,8845.0,46.0,272959449.0,10389.0,30860.0,5.1,60651.0,44.0,394141005.0,327.0,6499.0,12.2,2585.0,58.0,60302581.0,16226.0,23328.0,1.3,85702.0,40.0,4836901341.0,45177.0,56439.0,5.05,1.87,0.37,0.16,0.461,8.0,20.5,31.3,23.8,23.9,24.9,27.4,4519.0,108.0,1890.0,23890.0,,46.0,1127.0,764.0,,,,,,,,,,,,,,,,,,,,11103,Newcastle,1225
2013,81431.0,37.0,4456021048.0,46400.0,54721.0,81.0,9086.0,46.0,285222932.0,10539.0,31391.0,5.2,61241.0,44.0,421354294.0,337.0,6880.0,12.3,2587.0,58.0,60683268.0,15897.0,23457.0,1.3,86203.0,41.0,5077160956.0,47294.0,58898.0,4.81,1.84,0.38,0.17,0.45799999999999996,8.0,20.4,31.2,23.7,23.8,25.3,27.3,5124.0,136.0,1873.0,26549.0,,38.0,1004.0,709.0,,,,,,,,,9900.0,8788.0,,,,,,,,,,11103,Newcastle,1226
2014,82179.0,38.0,4570426808.0,47105.0,55616.0,81.0,9293.0,46.0,292771734.0,10814.0,31505.0,5.3,61409.0,45.0,493765451.0,361.0,8041.0,12.4,2702.0,58.0,66562236.0,16850.0,24634.0,1.4,86876.0,41.0,5264817016.0,47850.0,60602.0,4.87,1.85,0.38,0.16,0.466,9.0,21.5,32.2,24.1,23.9,25.3,26.8,5640.0,228.5,3084.0,40512.0,,35.0,895.0,661.0,,,,,,,,,9665.0,8671.0,,,,,,,,,,11103,Newcastle,1227
2015,84969.0,38.0,4844507060.0,48200.0,57015.0,80.0,9600.0,46.0,326129560.0,11207.0,33972.0,5.5,63814.0,45.0,467058360.0,337.0,7319.0,12.7,2905.0,58.0,79813623.0,17076.0,27475.0,1.6,88936.0,41.0,5452102240.0,48693.0,61304.0,4.91,1.85,0.38,0.16,0.465,8.2,21.0,31.9,24.2,24.0,25.2,26.6,6148.0,193.6,3719.0,31492.0,19494.0,33.0,787.0,609.0,1847.0,,8785.0,6333.0,1838.0,,3831.0,1123.0,9393.0,8516.0,,,,,,,,,,11103,Newcastle,1228
2016,85080.0,38.0,4998637411.0,49910.0,58752.0,79.0,10082.0,45.0,356043126.0,12195.0,35315.0,5.8,64878.0,44.0,476621843.0,270.0,7346.0,13.0,2861.0,58.0,71450242.0,16595.0,24974.0,1.5,90125.0,41.0,5616936572.0,49695.0,62324.0,5.06,1.86,0.37,0.15,0.466,8.1,20.8,31.8,24.3,23.8,25.2,26.7,6071.0,226.3,2782.0,37276.0,19556.0,32.0,696.0,560.0,1844.0,,8498.0,5889.0,1825.0,,3529.0,1064.0,9233.0,7756.0,,30.5,23.7,22.6,5.2,2.8,7.1,0.4,865.0,11103,Newcastle,1229
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18936.0,20.0,620.0,473.0,1842.0,4406.0,8306.0,5796.0,1711.0,437.0,2994.0,946.0,8895.0,7295.0,13155.0,,,,,,,,,11103,Newcastle,1230
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18545.0,,,,1890.0,4470.0,8211.0,5570.0,1681.0,354.0,3010.0,931.0,8421.0,6890.0,12670.0,,,,,,,,,11103,Newcastle,1231
2011,50152.0,36.0,4588674064.0,59633.0,91495.0,71.0,8497.0,47.0,518262711.0,10141.0,60994.0,6.1,49520.0,43.0,1365430305.0,1472.0,27573.0,20.4,1890.0,59.0,57530226.0,17007.0,30439.0,1.1,60039.0,40.0,6455993738.0,61280.0,107530.0,5.8,2.08,0.36,0.17,0.6,19.1,37.0,48.2,17.7,17.3,19.8,45.2,7206.0,501.1,5364.0,69536.0,,,,,,,,,,,,,,,,,,,,,,,1458.0,12104,North Sydney - Mosman,1232
2012,51029.0,37.0,4723260788.0,62500.0,92560.0,71.0,8496.0,48.0,519611217.0,10600.0,61160.0,6.1,50932.0,43.0,1398657783.0,1473.0,27461.0,20.6,1862.0,59.0,59156365.0,19382.0,31770.0,1.1,61038.0,41.0,6622798081.0,63811.0,108503.0,5.78,2.07,0.36,0.17,0.588,17.3,35.3,46.7,18.3,17.0,20.2,44.6,6809.0,536.3,3517.0,78763.0,,6.0,191.0,152.0,,,,,,,,,,,,,,,,,,,,12104,North Sydney - Mosman,1233
2013,53151.0,37.0,5171968296.0,64288.0,97307.0,71.0,8626.0,48.0,521953944.0,11149.0,60509.0,6.0,52215.0,43.0,1508473728.0,1397.0,28890.0,20.4,1814.0,60.0,61273042.0,20311.0,33778.0,1.1,62478.0,41.0,7094103770.0,66346.0,113546.0,5.65,2.08,0.37,0.18,0.59,18.4,35.8,47.0,18.1,16.8,20.4,44.6,7515.0,433.7,3105.0,57717.0,,5.0,169.0,136.0,,,,,,,,,1588.0,1554.0,,,,,,,,,,12104,North Sydney - Mosman,1234
2014,55128.0,37.0,5579003483.0,66569.0,101201.0,71.0,8937.0,48.0,570156429.0,12467.0,63797.0,6.2,53738.0,44.0,1552760551.0,1336.0,28895.0,20.4,1786.0,60.0,64032449.0,22575.0,35852.0,1.2,64212.0,42.0,7538473003.0,68424.0,117400.0,5.64,2.07,0.37,0.18,0.59,18.2,36.2,47.3,18.2,16.6,20.5,44.7,8921.0,839.8,4396.0,94133.0,,4.0,140.0,124.0,,,,,,,,,1545.0,1524.0,,,,,,,,,,12104,North Sydney - Mosman,1235
2015,58315.0,37.0,6167553119.0,69143.0,105763.0,71.0,9048.0,48.0,593903139.0,12314.0,65639.0,6.1,56205.0,44.0,1485582380.0,1269.0,26431.0,20.8,1798.0,60.0,66679166.0,23530.0,37085.0,1.2,66357.0,42.0,7921609199.0,70579.0,119379.0,5.78,2.09,0.36,0.17,0.5870000000000001,17.4,35.3,46.5,18.2,16.6,20.0,45.3,9760.0,936.9,5590.0,95990.0,4468.0,,134.0,108.0,91.0,,866.0,725.0,140.0,,490.0,,1495.0,1475.0,,,,,,,,,,12104,North Sydney - Mosman,1236
2016,59022.0,38.0,6631407592.0,72168.0,112355.0,71.0,9293.0,48.0,595769384.0,13289.0,64109.0,6.2,57011.0,44.0,1491350798.0,1161.0,26159.0,20.7,1776.0,60.0,72272412.0,23437.0,40694.0,1.1,67400.0,42.0,8376492559.0,73088.0,124280.0,5.88,2.09,0.36,0.17,0.59,18.0,35.7,46.8,17.8,16.5,19.8,45.9,9768.0,1003.0,4150.0,102682.0,4553.0,,107.0,95.0,97.0,,816.0,659.0,133.0,,421.0,15.0,1464.0,1255.0,,12.7,14.4,28.2,12.6,15.8,7.0,0.3,1761.0,12104,North Sydney - Mosman,1237
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201.0,,93.0,79.0,101.0,534.0,806.0,584.0,134.0,15.0,371.0,24.0,1352.0,1128.0,1950.0,,,,,,,,,12104,North Sydney - Mosman,1238
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4090.0,,,,103.0,520.0,790.0,562.0,110.0,16.0,323.0,25.0,1219.0,1029.0,1800.0,,,,,,,,,12104,North Sydney - Mosman,1239
2011,28556.0,42.0,1794708647.0,43101.0,62849.0,65.0,6680.0,48.0,183324841.0,13027.0,27444.0,9.5,29279.0,50.0,605452588.0,1119.0,20679.0,22.4,1354.0,59.0,31851017.0,13955.0,23524.0,1.4,36668.0,47.0,2595923363.0,43607.0,70795.0,6.04,2.13,0.35,0.15,0.5710000000000001,14.8,31.4,43.3,24.2,23.1,20.8,31.9,3501.0,193.5,4214.0,55256.0,,,,,,,,,,,,,,,,,,,,,,,1033.0,12202,Pittwater,1240
2012,29350.0,43.0,1893959752.0,44489.0,64530.0,66.0,6770.0,48.0,185188987.0,13038.0,27354.0,9.4,30364.0,50.0,642075781.0,1042.0,21146.0,22.4,1359.0,59.0,31502989.0,15238.0,23181.0,1.3,37484.0,47.0,2730192614.0,45004.0,72836.0,6.05,2.15,0.35,0.16,0.5660000000000001,14.4,30.7,42.7,24.7,23.4,21.0,31.0,3310.0,123.2,3197.0,37230.0,,9.0,338.0,230.0,,,,,,,,,,,,,,,,,,,,12202,Pittwater,1241
2013,30667.0,43.0,2030349193.0,45493.0,66206.0,66.0,6927.0,48.0,189293685.0,13590.0,27327.0,9.4,30987.0,50.0,664998432.0,1017.0,21461.0,22.5,1275.0,59.0,30486255.0,15140.0,23911.0,1.2,38426.0,48.0,2877402191.0,46899.0,74882.0,5.69,2.12,0.37,0.17,0.5589999999999999,13.9,30.1,42.1,24.9,23.1,21.0,30.9,3649.0,150.5,2980.0,41236.0,,7.0,301.0,213.0,,,,,,,,,2412.0,1952.0,,,,,,,,,,12202,Pittwater,1242
2014,31759.0,43.0,2181275475.0,47297.0,68682.0,66.0,7013.0,49.0,207271164.0,14528.0,29555.0,9.4,31630.0,50.0,714365948.0,1078.0,22585.0,22.0,1233.0,59.0,33141678.0,16108.0,26879.0,1.2,39268.0,48.0,3073994570.0,48609.0,78282.0,5.62,2.11,0.38,0.18,0.562,14.8,31.0,42.8,24.6,22.9,21.5,31.0,4287.0,230.1,4134.0,53684.0,,4.0,229.0,164.0,,,,,,,,,2269.0,1873.0,,,,,,,,,,12202,Pittwater,1243
2015,33574.0,43.0,2386477581.0,48793.0,71081.0,66.0,7179.0,49.0,219346596.0,15024.0,30554.0,9.4,33128.0,50.0,727417961.0,1052.0,21958.0,22.6,1234.0,59.0,36561095.0,18579.0,29628.0,1.2,40645.0,48.0,3250911446.0,50154.0,79983.0,5.64,2.12,0.38,0.17,0.557,14.1,30.2,42.1,24.2,23.3,21.0,31.6,4731.0,299.5,5520.0,63305.0,5338.0,4.0,204.0,138.0,138.0,,603.0,604.0,214.0,,301.0,,2171.0,1814.0,,,,,,,,,,12202,Pittwater,1244
2016,33623.0,43.0,2490089349.0,51088.0,74059.0,66.0,7129.0,49.0,229874829.0,15823.0,32245.0,9.2,33222.0,50.0,776292566.0,1019.0,23367.0,22.7,1168.0,59.0,33939789.0,18182.0,29058.0,1.2,40811.0,48.0,3414504322.0,52013.0,83666.0,5.78,2.11,0.37,0.17,0.563,15.3,31.1,42.8,23.9,22.7,21.6,31.9,4555.0,394.2,4177.0,86538.0,5434.0,,170.0,127.0,130.0,,561.0,499.0,208.0,,243.0,29.0,2004.0,1546.0,,21.3,21.7,25.5,7.6,8.3,7.7,0.4,1202.0,12202,Pittwater,1245
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990.0,,,,131.0,633.0,559.0,437.0,187.0,32.0,239.0,9.0,1869.0,1410.0,1241.0,,,,,,,,,12202,Pittwater,1246
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888.0,,,,129.0,634.0,538.0,398.0,182.0,14.0,178.0,18.0,1687.0,1287.0,1114.0,,,,,,,,,12202,Pittwater,1247
2011,32621.0,33.0,1362856524.0,35342.0,41779.0,81.0,5477.0,41.0,95539657.0,14176.0,17444.0,10.3,20291.0,39.0,49334347.0,273.0,2431.0,7.2,462.0,56.0,8125500.0,9408.0,17588.0,0.6,35702.0,36.0,1478893933.0,34000.0,41423.0,5.02,1.88,0.38,0.18,0.449,5.8,18.0,29.3,29.8,28.8,24.0,17.5,1158.0,24.2,2984.0,20917.0,,,,,,,,,,,,,,,,,,,,,,,636.0,12501,Auburn,1248
2012,33957.0,34.0,1487621377.0,37142.0,43809.0,81.0,5640.0,41.0,101504090.0,14743.0,17997.0,10.4,21981.0,39.0,53804206.0,266.0,2448.0,7.2,471.0,57.0,9942045.0,11351.0,21108.0,0.6,36918.0,36.0,1605306349.0,35756.0,43483.0,4.81,1.86,0.39,0.19,0.446,5.8,18.0,29.3,30.1,28.6,24.3,17.0,997.0,30.2,3018.0,30330.0,,6.0,330.0,111.0,,,,,,,,,,,,,,,,,,,,12501,Auburn,1249
2013,35848.0,34.0,1618313061.0,38355.0,45144.0,81.0,5985.0,41.0,122767064.0,15790.0,20512.0,10.9,23052.0,39.0,63231598.0,268.0,2743.0,7.3,457.0,58.0,9961044.0,12414.0,21797.0,0.6,38552.0,36.0,1759235039.0,37240.0,45633.0,4.63,1.86,0.4,0.19,0.445,6.3,18.4,29.5,30.1,28.7,24.2,17.0,1169.0,24.0,2703.0,20572.0,,5.0,321.0,104.0,,,,,,,,,7246.0,6422.0,,,,,,,,,,12501,Auburn,1250
2014,37544.0,34.0,1733748859.0,39048.0,46179.0,81.0,6369.0,41.0,130509693.0,17148.0,20491.0,11.2,24266.0,38.0,64920020.0,264.0,2675.0,7.2,492.0,58.0,9957974.0,10988.0,20240.0,0.6,40439.0,36.0,1861708805.0,37630.0,46037.0,4.58,1.87,0.41,0.2,0.44,5.6,17.9,29.1,30.3,28.9,24.1,16.7,1307.0,41.5,3650.0,31788.0,,,286.0,89.0,,,,,,,,,7241.0,6365.0,,,,,,,,,,12501,Auburn,1251
2015,40905.0,33.0,1938451926.0,40000.0,47389.0,80.0,6986.0,40.0,149668133.0,18040.0,21424.0,11.5,26946.0,37.0,66744514.0,216.0,2477.0,7.7,526.0,58.0,12159187.0,13922.0,23116.0,0.6,43765.0,35.0,2043597915.0,37969.0,46695.0,4.64,1.88,0.41,0.19,0.444,5.6,18.0,29.3,30.8,29.1,23.6,16.5,1443.0,54.4,3879.0,37703.0,5639.0,,278.0,76.0,1694.0,,2360.0,3300.0,646.0,,1586.0,283.0,7067.0,6233.0,,,,,,,,,,12501,Auburn,1252
2016,43310.0,33.0,2112091694.0,40262.0,48767.0,79.0,8053.0,38.0,176199145.0,18137.0,21880.0,12.1,29219.0,37.0,68607667.0,161.0,2348.0,7.7,520.0,58.0,12135601.0,13223.0,23338.0,0.6,47002.0,35.0,2255495535.0,37741.0,47987.0,4.77,1.93,0.4,0.19,0.457,6.9,19.3,30.6,30.9,29.3,23.4,16.4,1487.0,51.9,2299.0,34933.0,5708.0,,270.0,63.0,1625.0,,2217.0,2799.0,634.0,,1530.0,195.0,6941.0,5967.0,,27.2,22.7,18.3,3.3,1.3,15.6,1.0,779.0,12501,Auburn,1253
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737.0,,252.0,54.0,1578.0,2464.0,2073.0,2533.0,630.0,933.0,1353.0,173.0,6741.0,5373.0,5173.0,,,,,,,,,12501,Auburn,1254
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5634.0,,,,1588.0,2446.0,2003.0,2523.0,593.0,784.0,1258.0,129.0,6354.0,5035.0,4794.0,,,,,,,,,12501,Auburn,1255
2011,25727.0,36.0,1417718659.0,46141.0,55106.0,81.0,4550.0,40.0,102685303.0,7703.0,22568.0,7.4,20274.0,39.0,136854291.0,480.0,6750.0,9.8,663.0,58.0,14018240.0,13921.0,21144.0,0.9,27831.0,38.0,1632007555.0,46619.0,58640.0,4.72,1.83,0.39,0.19,0.455,7.7,20.4,31.5,21.0,22.9,25.3,30.9,1691.0,59.9,2231.0,35445.0,,,,,,,,,,,,,,,,,,,,,,,942.0,20602,Darebin - South,1256
2012,26401.0,36.0,1512441602.0,48032.0,57287.0,81.0,4656.0,41.0,111448693.0,8076.0,23937.0,7.3,21010.0,40.0,166881112.0,513.0,7943.0,10.1,666.0,58.0,14376161.0,14043.0,21586.0,0.9,28297.0,38.0,1755371410.0,48870.0,62034.0,4.52,1.81,0.4,0.2,0.45799999999999996,8.6,21.2,32.1,20.9,23.2,25.6,30.3,1408.0,34.1,1877.0,24219.0,,,138.0,93.0,,,,,,,,,,,,,,,,,,,,20602,Darebin - South,1257
2013,27355.0,37.0,1604465872.0,48894.0,58653.0,81.0,4895.0,41.0,112778219.0,8161.0,23039.0,7.5,21703.0,40.0,165404067.0,458.0,7621.0,10.3,657.0,58.0,14804407.0,12878.0,22533.0,0.9,28927.0,39.0,1831374148.0,50283.0,63310.0,4.48,1.82,0.41,0.21,0.45,7.6,20.3,31.3,21.3,23.2,25.5,29.9,1750.0,41.5,1549.0,23719.0,,,108.0,82.0,,,,,,,,,1930.0,1745.0,,,,,,,,,,20602,Darebin - South,1258
2014,28258.0,37.0,1717449899.0,50880.0,60777.0,81.0,4874.0,41.0,118618049.0,9337.0,24337.0,7.4,22485.0,40.0,175931254.0,438.0,7824.0,10.2,664.0,58.0,17282331.0,14493.0,26028.0,1.0,29701.0,39.0,1940425719.0,51911.0,65332.0,4.5,1.81,0.4,0.21,0.451,7.8,20.4,31.5,21.2,23.0,25.7,30.0,2133.0,53.9,1842.0,25277.0,,,101.0,65.0,,,,,,,,,1855.0,1675.0,,,,,,,,,,20602,Darebin - South,1259
2015,30135.0,37.0,1898660527.0,52413.0,63005.0,81.0,5133.0,41.0,129884313.0,8616.0,25304.0,7.4,23695.0,40.0,184495472.0,388.0,7786.0,10.6,663.0,58.0,17376627.0,15960.0,26209.0,1.0,30863.0,39.0,2077431108.0,53084.0,67311.0,4.65,1.84,0.39,0.2,0.456,7.6,20.5,31.7,21.5,22.6,25.7,30.2,2390.0,103.3,2898.0,43221.0,4784.0,,82.0,55.0,351.0,,1585.0,1518.0,204.0,,938.0,81.0,1799.0,1619.0,,,,,,,,,,20602,Darebin - South,1260
2016,31270.0,37.0,2047201988.0,54159.0,65469.0,81.0,5354.0,41.0,134790265.0,9133.0,25176.0,7.3,24735.0,40.0,199066875.0,329.0,8048.0,10.5,681.0,58.0,18021603.0,16820.0,26463.0,1.0,32105.0,39.0,2231247568.0,54847.0,69498.0,4.7,1.84,0.39,0.2,0.456,7.5,20.4,31.7,21.0,22.6,25.4,31.0,2408.0,74.7,2213.0,31038.0,4734.0,,83.0,47.0,351.0,,1473.0,1374.0,210.0,,937.0,79.0,1732.0,1374.0,,24.7,20.9,26.7,7.5,5.2,6.5,0.3,1125.0,20602,Darebin - South,1261
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4510.0,,71.0,41.0,349.0,1226.0,1389.0,1275.0,199.0,65.0,790.0,80.0,1535.0,1175.0,2417.0,,,,,,,,,20602,Darebin - South,1262
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409.0,,,,343.0,1214.0,1364.0,1194.0,178.0,43.0,744.0,79.0,1377.0,1072.0,2203.0,,,,,,,,,20602,Darebin - South,1263
2011,52693.0,39.0,2573222145.0,42740.0,48834.0,79.0,7140.0,45.0,133392034.0,10485.0,18682.0,6.3,42555.0,45.0,246900052.0,425.0,5802.0,13.0,1954.0,59.0,40914825.0,15117.0,20939.0,1.4,59796.0,42.0,2942300568.0,41719.0,49206.0,4.81,1.8,0.37,0.16,0.436,6.0,17.9,28.7,23.9,25.1,26.7,24.3,3761.0,72.2,2013.0,19198.0,,,,,,,,,,,,,,,,,,,,,,,805.0,21103,Maroondah,1264
2012,53605.0,40.0,2721134745.0,44405.0,50763.0,79.0,7236.0,45.0,137945306.0,10686.0,19064.0,6.3,43505.0,45.0,255429568.0,422.0,5871.0,13.1,1995.0,59.0,44188533.0,15597.0,22150.0,1.5,60360.0,42.0,3091345838.0,43510.0,51215.0,4.66,1.79,0.38,0.17,0.431,5.8,17.7,28.4,24.0,25.4,27.1,23.5,3107.0,57.3,1750.0,18445.0,,22.0,620.0,380.0,,,,,,,,,,,,,,,,,,,,21103,Maroondah,1265
2013,54565.0,40.0,2855527848.0,45535.0,52333.0,79.0,7206.0,45.0,134175961.0,10584.0,18620.0,6.2,44009.0,45.0,261208704.0,360.0,5935.0,13.0,2018.0,59.0,44747376.0,14324.0,22174.0,1.5,60523.0,43.0,3211039924.0,44999.0,53055.0,4.45,1.78,0.4,0.18,0.428,5.8,17.6,28.4,24.2,25.6,27.0,23.3,3623.0,66.4,1223.0,18318.0,,24.0,569.0,366.0,,,,,,,,,7229.0,6320.0,,,,,,,,,,21103,Maroondah,1266
