sa3_code16,p15_19_managers,p15_19_professionals,p15_19_technictrades_wrs,p15_19_communpersnlsvc_w,p15_19_clericaladminis_w,p15_19_sales_w,p15_19_mach_oper_drivers,p15_19_labourers,p15_19_occu_id_ns,p15_19_tot,p20_24_managers,p20_24_professionals,p20_24_technictrades_w,p20_24_communpersnlsvc_w,p20_24_clericaladminis_w,p20_24_sales_w,p20_24_mach_oper_drivers,p20_24_labourers,p20_24_occu_id_ns,p20_24_tot,p25_34_managers,p25_34_professionals,p25_34_technictrades_w,p25_34_communpersnlsvc_w,p25_34_clericaladminis_w,p25_34_sales_w,p25_34_mach_oper_drivers,p25_34_labourers,p25_34_occu_id_ns,p25_34_tot,p35_44_managers,p35_44_professionals,p35_44_technictrades_w,p35_44_communpersnlsvc_w,p35_44_clericaladminis_w,p35_44_sales_w,p35_44_mach_oper_drivers,p35_44_labourers,p35_44_occu_id_ns,p35_44_tot,p45_54_managers,p45_54_professionals,p45_54_technictrades_w,p45_54_communpersnlsvc_w,p45_54_clericaladminis_w,p45_54_sales_w,p45_54_mach_oper_drivers,p45_54_labourers,p45_54_occu_id_ns,p45_54_tot,p55_64_managers,p55_64_professionals,p55_64_technictrades_w,p55_64_communpersnlsvc_w,p55_64_clericaladminis_w,p55_64_sales_w,p55_64_mach_oper_drivers,p55_64_labourers,p55_64_occu_id_ns,p55_64_tot,p65_74_managers,p65_74_professionals,p65_74_technictrades_w,p65_74_communpersnlsvc_w,p65_74_clericaladminis_w,p65_74_sales_w,p65_74_mach_oper_drivers,p65_74_labourers,p65_74_occu_id_ns,p65_74_tot,p75_84_managers,p75_84_professionals,p75_84_technictrades_w,p75_84_communpersnlsvc_w,p75_84_clericaladminis_w,p75_84_sales_w,p75_84_mach_oper_drivers,p75_84_labourers,p75_84_occu_id_ns,p75_84_tot,p85_ov_managers,p85_ov_professionals,p85_ov_technictrades_w,p85_ov_communpersnlsvc_w,p85_ov_clericaladminis_w,p85_ov_sales_w,p85_ov_mach_oper_drivers,p85_ov_labourers,p85_ov_occu_id_ns,p85_ov_tot,p_tot_managers,p_tot_professionals,p_tot_technictrades_w,p_tot_communpersnlsvc_w,p_tot_clericaladminis_w,p_tot_sales_w,p_tot_mach_oper_drivers,p_tot_labourers,p_tot_occu_id_ns,p_tot_tot,sa3_name16
50705,40,55,464,523,124,1301,89,780,41,3404,248,402,1466,947,551,892,357,742,105,5712,1034,1765,3103,1531,1571,860,1105,1227,189,12386,1323,2051,2584,1528,1577,744,1195,1158,242,12403,1490,1849,2287,1552,1843,895,1322,1124,232,12606,736,1015,1162,858,1015,515,870,763,132,7055,95,189,145,135,183,99,125,134,33,1138,17,20,12,6,10,3,10,24,11,117,3,0,0,0,4,0,3,7,8,22,4983,7344,11213,7088,6876,5311,5079,5957,981,54837,Rockingham
50901,30,20,257,224,73,524,41,371,29,1554,95,116,474,249,156,241,106,369,19,1831,552,629,855,417,401,323,262,627,58,4124,878,870,763,565,556,323,338,613,78,4982,1217,993,755,730,718,413,513,771,77,6184,1199,862,551,592,650,311,404,606,69,5251,561,218,145,113,159,109,109,190,32,1640,146,25,12,9,12,10,3,21,33,265,26,3,4,0,0,0,0,3,3,38,4704,3739,3816,2900,2721,2250,1781,3567,395,25865,Albany
50902,24,8,189,115,60,274,30,254,23,987,137,109,378,142,169,155,124,323,14,1552,620,500,726,323,448,227,333,640,49,3860,969,532,786,417,519,223,483,518,52,4500,1371,588,857,514,673,308,715,675,95,5796,1273,573,599,495,595,301,636,636,88,5188,701,145,153,90,169,90,180,192,41,1759,212,15,21,8,29,8,19,34,15,364,17,0,5,0,3,3,3,4,3,38,5322,2471,3707,2114,2654,1590,2529,3277,377,24041,Wheat Belt - North
50903,13,4,69,38,15,64,5,71,4,286,45,60,115,60,47,53,47,120,11,559,312,216,265,109,146,73,138,190,15,1458,497,215,225,152,180,73,203,181,17,1744,675,240,248,178,193,105,257,256,39,2182,688,195,200,171,190,92,217,202,36,1986,353,53,65,27,53,28,72,79,15,748,102,9,6,0,4,3,4,12,14,162,9,0,3,0,0,0,0,3,7,19,2695,989,1202,734,827,485,934,1112,166,9151,Wheat Belt - South
51001,12,17,69,90,44,143,3,123,17,510,53,145,185,210,109,106,34,167,39,1060,331,844,542,595,431,196,119,354,63,3469,440,727,443,445,417,150,157,260,70,3091,439,555,367,409,389,144,181,257,79,2820,413,443,246,276,278,116,154,219,55,2197,100,59,45,60,57,24,38,39,15,445,13,6,5,4,0,5,3,0,3,43,0,0,0,0,0,0,0,3,0,4,1795,2797,1909,2093,1721,880,689,1416,339,13639,Kimberley
51002,5,7,60,49,23,123,16,75,3,358,28,98,285,91,107,77,121,152,12,975,279,627,1332,231,384,103,758,408,88,4209,315,397,884,194,249,98,704,292,70,3208,242,257,578,147,218,94,695,237,71,2536,156,146,278,74,112,49,409,134,27,1382,22,31,24,15,16,8,51,26,7,204,0,0,3,0,0,0,4,6,0,17,0,0,3,0,0,0,0,0,0,3,1045,1562,3452,809,1109,556,2756,1327,285,12899,East Pilbara
51003,13,18,73,73,29,172,19,97,8,501,45,130,376,100,128,101,110,212,27,1232,341,841,1856,327,504,167,772,766,96,5669,527,669,1583,346,452,124,829,564,110,5202,405,438,1030,230,393,105,848,487,81,4018,233,227,487,103,190,61,505,255,40,2100,34,40,50,18,17,9,51,31,5,261,3,3,5,4,0,0,4,3,0,26,0,0,0,0,0,0,0,0,0,6,1600,2372,5460,1195,1724,735,3141,2418,363,18999,West Pilbara
51101,6,6,72,42,22,146,16,97,9,413,34,35,132,68,50,77,46,99,6,552,169,184,251,113,150,84,126,187,17,1275,309,232,225,110,159,88,156,154,15,1451,390,213,226,128,205,120,216,199,33,1734,281,158,154,99,154,79,163,151,17,1245,119,43,40,23,47,16,55,40,6,387,19,7,3,0,9,3,0,17,3,64,13,0,0,0,0,0,0,0,4,15,1340,885,1104,580,797,612,788,951,110,7154,Esperance
51102,3,3,25,24,12,68,3,42,0,180,14,24,67,52,41,32,12,60,11,315,107,150,160,117,101,60,37,147,17,903,166,133,166,108,117,50,43,113,17,908,206,132,139,93,115,63,93,126,22,982,169,84,88,67,90,40,58,112,13,728,68,17,25,10,15,9,19,28,4,203,17,0,0,4,0,0,0,3,3,33,0,3,0,0,0,0,0,0,0,3,757,550,676,471,502,317,262,621,86,4252,Gascoyne
51103,7,15,215,94,57,348,20,178,13,946,54,180,454,148,153,160,231,181,21,1587,286,830,1089,431,422,239,917,350,75,4633,413,643,856,394,436,189,774,300,77,4087,438,507,783,362,473,215,849,341,74,4031,335,295,460,217,275,135,590,276,44,2631,69,62,66,34,56,16,105,55,20,491,8,11,3,6,3,0,3,5,3,47,0,0,0,0,0,0,0,0,0,3,1606,2537,3914,1697,1880,1306,3485,1689,338,18451,Goldfields
51104,28,18,224,194,68,490,35,273,24,1357,72,176,470,246,182,190,126,265,28,1756,420,779,905,404,456,293,402,493,64,4213,689,849,795,510,551,289,477,526,91,4762,923,874,794,617,717,381,653,636,106,5699,803,577,544,406,570,240,519,494,88,4253,317,131,102,69,120,60,135,144,36,1111,68,16,3,3,16,9,4,18,18,148,6,4,5,0,0,0,0,0,3,19,3328,3423,3837,2444,2680,1948,2348,2864,447,23322,Mid West
60101,6,3,62,47,16,168,9,85,10,421,22,45,143,123,70,110,40,110,5,662,123,134,326,230,210,161,113,159,24,1478,176,159,258,222,274,147,118,202,33,1594,154,138,199,211,214,118,173,216,39,1463,109,115,127,144,181,75,141,182,17,1083,35,14,21,13,33,15,22,24,0,183,3,3,3,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,630,619,1135,989,1005,796,617,985,131,6907,Brighton
60102,12,8,110,238,60,522,14,242,15,1231,82,174,369,375,209,353,44,239,23,1866,428,1186,778,591,674,382,123,306,75,4552,738,1282,678,612,882,340,153,326,78,5094,808,1205,709,629,1044,377,251,414,90,5522,564,1009,487,419,810,288,234,369,59,4245,116,190,91,94,153,80,59,73,22,878,8,21,10,10,13,13,4,13,12,104,0,4,0,0,0,0,0,0,7,11,2766,5085,3230,2971,3844,2358,892,1968,390,23506,Hobart - North East
60103,12,19,147,147,56,543,23,272,15,1238,75,107,426,369,264,400,94,271,41,2042,404,771,876,654,712,457,304,540,101,4814,455,698,670,678,763,385,308,497,86,4543,444,657,694,712,843,372,465,610,82,4873,299,455,510,509,590,261,379,551,66,3617,65,78,69,86,113,59,65,95,27,649,5,6,7,6,7,9,8,12,8,61,0,3,0,0,3,0,0,3,9,13,1756,2788,3399,3151,3347,2478,1646,2851,438,21859,Hobart - North West
60104,13,19,84,173,31,333,7,192,12,865,48,125,223,223,117,216,34,154,18,1160,298,780,486,326,425,224,77,179,42,2841,511,1096,436,347,520,182,78,192,47,3401,603,1045,393,373,616,198,116,218,60,3612,363,728,330,287,453,188,106,187,34,2659,102,158,63,34,87,33,19,42,18,562,9,18,4,4,3,9,3,3,6,51,0,0,0,0,0,0,0,0,0,5,1935,3970,2014,1769,2245,1384,449,1156,239,15165,Hobart - South and West
60105,23,23,60,276,63,351,19,201,12,1030,102,411,271,680,249,471,46,286,29,2541,497,2117,577,751,629,364,112,313,83,5437,795,2245,445,403,593,200,61,171,75,4983,982,2075,433,409,777,212,71,147,91,5205,667,1598,298,302,576,182,74,157,58,3899,176,422,83,64,147,80,21,51,26,1064,29,44,13,6,19,7,3,6,6,144,4,9,0,0,3,3,0,0,3,20,3276,8933,2174,2896,3061,1865,412,1329,373,24327,Hobart Inner
60106,5,7,47,59,14,157,3,86,11,392,29,38,134,90,60,91,24,70,4,542,127,202,307,169,183,130,74,137,29,1348,204,226,227,182,204,100,95,158,31,1427,230,263,224,240,300,118,125,192,41,1729,161,200,199,143,248,140,129,119,20,1364,72,52,27,20,48,22,22,36,3,300,13,4,3,0,4,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,843,983,1162,907,1061,758,469,802,134,7131,Sorell - Dodges Ferry
60201,33,34,222,363,104,833,72,449,29,2139,171,402,689,674,317,683,179,473,38,3633,659,1685,1141,839,764,651,359,672,97,6880,906,1765,867,808,987,578,438,638,116,7091,1039,1710,872,978,1222,652,577,738,122,7905,712,1295,694,676,899,471,429,543,77,5791,162,274,118,117,185,99,105,144,36,1242,23,26,19,3,24,6,9,19,9,130,0,8,0,0,0,0,0,5,3,17,3697,7203,4628,4461,4496,3980,2169,3684,518,34836,Launceston
60202,18,8,77,92,16,133,13,121,10,489,40,36,132,103,53,98,44,115,8,616,165,212,257,136,144,114,117,176,17,1336,278,294,273,197,185,111,158,181,16,1701,380,335,319,277,328,155,242,301,43,2386,373,355,261,217,239,118,197,250,44,2057,176,89,47,46,49,25,41,46,18,534,38,3,3,6,4,0,4,6,3,69,6,3,0,0,0,0,0,0,3,20,1480,1338,1367,1074,1011,751,819,1188,163,9196,Meander Valley - West Tamar
60203,18,3,108,89,11,229,30,148,5,643,63,65,256,128,87,149,81,222,27,1062,254,289,417,203,237,179,215,326,30,2145,420,359,399,302,300,212,265,378,46,2687,590,460,517,363,414,322,409,525,58,3663,637,455,406,329,365,232,319,451,64,3254,268,111,59,49,87,47,50,108,23,796,75,8,4,8,7,9,9,18,12,157,3,0,0,3,0,0,0,0,0,12,2328,1752,2166,1468,1509,1375,1383,2175,266,14426,North East
60301,0,0,36,37,8,81,10,53,7,233,13,14,88,52,29,45,27,60,7,329,84,64,157,81,81,52,67,125,12,721,119,93,130,113,102,73,90,139,17,880,174,134,172,159,137,74,143,168,30,1197,199,93,120,111,94,44,117,153,21,955,104,31,17,17,22,5,22,34,4,273,30,3,0,0,3,0,0,3,4,46,0,3,0,3,0,0,0,0,0,10,730,436,725,561,478,381,480,731,107,4639,Central Highlands (Tas.)
60302,11,9,49,64,22,99,8,59,7,325,31,28,93,58,51,63,28,102,8,456,123,154,261,132,123,76,69,193,18,1151,228,285,261,175,198,84,84,218,29,1557,310,384,252,230,251,116,130,261,35,1968,258,340,200,149,230,84,124,204,32,1618,99,83,38,26,43,27,31,47,13,402,22,5,4,3,3,3,0,7,6,59,3,0,0,0,3,0,0,3,3,6,1080,1282,1156,838,922,549,478,1091,147,7543,Huon - Bruny Island
60303,0,0,16,14,5,16,3,27,0,83,14,9,19,29,7,4,3,27,3,118,45,29,58,61,28,19,13,71,4,322,80,52,66,50,33,27,21,77,11,424,88,60,94,55,63,56,44,126,6,592,147,87,69,73,68,52,45,97,5,647,62,34,11,16,24,24,14,22,3,205,16,4,3,0,0,3,3,3,3,33,0,0,0,0,0,0,0,0,3,3,449,276,344,299,228,203,141,454,39,2435,South East Coast
40301,8,20,39,197,50,247,16,174,6,759,66,192,195,357,140,295,25,139,22,1429,351,990,434,414,366,246,63,177,40,3077,571,1036,334,324,435,177,67,140,45,3139,714,1038,334,357,635,263,117,156,43,3661,557,922,244,274,577,206,103,158,41,3078,160,249,72,62,160,75,28,41,17,851,20,31,3,8,12,16,0,3,3,96,4,0,0,0,3,0,0,0,7,21,2456,4483,1653,1995,2368,1532,416,982,222,16106,Holdfast Bay
40302,33,28,170,390,90,787,42,465,27,2027,190,475,689,964,435,840,125,523,51,4292,938,2853,1592,1405,1242,805,341,688,137,10000,1220,2610,1234,1065,1444,602,371,614,133,9287,1102,1896,1223,1069,1543,606,426,699,124,8688,762,1428,825,791,1379,511,419,596,84,6792,135,335,163,135,225,114,89,123,25,1346,11,20,7,6,18,18,8,15,16,115,3,8,0,6,3,0,3,0,3,27,4390,9652,5893,5823,6380,4293,1821,3730,595,42566,Marion
60401,21,16,185,153,70,526,28,288,21,1307,72,125,410,263,171,269,99,261,30,1701,280,620,644,394,366,307,275,366,50,3300,460,596,577,437,467,330,300,434,51,3656,547,669,607,642,665,349,474,626,87,4673,420,604,462,448,503,228,337,516,65,3578,141,103,59,45,80,49,84,79,25,664,36,12,4,8,3,3,4,9,7,90,4,3,0,0,3,0,0,3,0,18,1987,2749,2946,2397,2318,2058,1600,2591,337,18987,Burnie - Ulverstone
60402,22,10,160,150,39,484,25,248,19,1147,76,90,314,214,94,241,77,264,18,1396,291,533,647,371,322,265,227,433,44,3135,462,620,562,468,425,297,282,428,62,3605,552,623,569,611,561,357,390,632,81,4387,459,528,429,374,432,241,354,452,46,3327,166,128,84,61,96,41,78,90,26,769,39,10,5,4,3,6,9,6,17,106,6,0,0,0,3,0,0,0,3,22,2074,2555,2769,2264,1978,1930,1453,2553,313,17892,Devonport
60403,21,3,50,43,12,97,11,135,8,379,53,42,97,74,49,50,63,196,14,635,208,156,211,117,107,68,123,268,22,1284,252,153,187,125,119,81,140,288,33,1374,358,193,214,179,183,119,217,325,45,1822,351,158,182,131,145,79,170,287,25,1515,132,32,35,15,38,18,46,46,10,362,36,9,0,0,5,7,0,9,7,74,4,3,0,0,0,0,3,0,0,7,1410,741,970,673,657,518,762,1555,169,7459,West Coast
70101,9,13,49,103,39,145,5,69,9,453,112,179,269,330,179,136,50,148,34,1427,572,1369,1014,734,617,259,135,427,61,5188,595,805,493,289,400,134,99,162,63,3034,674,696,319,190,379,150,91,161,51,2709,454,480,191,101,320,89,80,90,23,1830,111,148,47,24,77,42,19,22,7,505,6,10,3,5,0,12,0,3,6,51,0,0,0,0,0,0,0,0,3,8,2535,3708,2396,1773,2005,964,481,1083,263,15210,Darwin City
70102,15,45,130,217,104,488,36,199,29,1264,93,241,357,448,333,357,124,263,61,2271,573,1851,1147,1019,897,457,365,608,148,7061,817,1750,908,762,858,344,317,538,114,6408,847,1263,785,575,880,291,280,477,113,5508,566,927,486,318,617,186,279,339,87,3809,120,200,104,67,184,50,61,80,24,890,9,18,14,6,7,10,5,3,0,69,0,0,0,0,0,0,0,0,0,7,3038,6291,3927,3414,3878,2182,1469,2502,586,27296,Darwin Suburbs
70103,11,13,141,109,56,154,15,102,20,609,36,75,295,295,128,75,91,100,28,1126,200,263,707,225,307,94,176,226,45,2244,368,333,661,230,367,102,200,241,60,2559,467,382,647,209,422,137,298,261,46,2862,256,246,309,132,276,81,178,199,36,1727,68,51,59,24,63,28,47,39,13,397,9,11,4,0,3,0,0,3,0,36,0,0,0,0,0,0,0,0,0,3,1412,1370,2824,1214,1622,670,1013,1177,252,11558,Litchfield
70104,15,9,129,133,84,314,30,153,10,880,88,125,410,392,319,233,114,187,51,1915,444,780,1156,716,798,311,353,426,114,5097,546,691,787,595,775,239,255,332,86,4310,445,478,474,401,574,192,309,251,67,3192,232,249,212,203,285,85,193,141,32,1626,29,63,20,25,42,16,29,25,11,256,7,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,1813,2389,3194,2459,2889,1388,1274,1518,377,17293,Palmerston
70201,9,24,79,141,59,240,15,128,17,711,52,142,224,255,168,135,39,194,36,1234,354,926,498,762,454,224,135,348,86,3782,378,862,362,620,402,130,117,236,76,3182,523,788,327,526,478,149,150,267,82,3295,426,629,250,367,361,108,142,203,49,2532,93,134,59,62,78,27,42,51,17,561,11,10,7,7,5,7,3,9,0,55,0,0,0,3,0,0,0,0,0,3,1856,3508,1791,2736,2000,1010,633,1437,374,15351,Alice Springs
70202,0,4,9,10,9,8,3,39,3,91,5,18,23,38,27,3,8,70,10,198,42,96,57,87,51,21,11,63,16,449,44,67,40,74,35,11,13,36,6,322,60,66,33,77,34,13,14,35,14,331,58,59,32,33,28,19,11,36,9,277,15,12,5,10,15,4,3,10,0,74,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,225,333,193,323,194,77,59,291,62,1762,Barkly
70203,3,21,10,24,8,11,4,21,15,110,14,55,31,54,26,18,7,59,31,295,69,218,82,176,80,50,49,128,50,911,125,208,86,136,87,41,56,99,49,885,133,194,118,145,103,36,71,98,52,946,121,143,78,65,65,33,58,75,16,648,30,21,17,11,16,8,9,16,9,136,3,4,0,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,3,489,863,427,618,386,194,259,495,229,3956,Daly - Tiwi - West Arnhem
70204,0,10,10,14,7,24,3,17,18,115,10,36,28,50,26,19,14,24,13,223,79,225,117,129,96,31,66,55,49,848,99,233,123,146,112,44,67,83,23,933,88,197,107,113,84,34,73,75,34,811,63,152,45,69,57,16,45,41,21,501,14,27,5,17,12,0,10,10,0,97,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,348,886,448,549,393,165,287,308,154,3543,East Arnhem
70205,4,8,27,46,23,70,4,81,12,279,33,80,113,97,45,41,38,118,33,593,150,373,295,293,173,69,73,151,65,1649,144,250,181,202,153,67,56,103,47,1214,228,246,141,214,175,39,79,124,32,1277,146,177,90,109,103,41,64,80,32,850,40,43,30,30,30,12,23,35,9,253,9,7,3,3,0,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,758,1187,879,1006,701,336,340,700,232,6140,Katherine
80101,42,65,208,598,135,857,49,371,30,2358,261,716,712,1235,686,885,116,451,83,5144,1436,4074,1559,1367,2090,683,254,592,293,12348,2063,3980,1222,922,2061,377,246,482,335,11694,1737,2687,862,790,1758,364,281,422,231,9140,961,1704,505,464,1168,248,244,340,143,5776,167,412,150,134,289,105,77,102,50,1478,8,47,11,7,19,5,4,7,10,124,3,5,3,0,4,0,0,0,3,19,6685,13696,5243,5515,8208,3529,1268,2766,1184,48085,Belconnen
80103,3,0,0,0,0,3,0,3,0,18,0,3,9,9,7,0,3,6,0,45,7,16,11,12,12,7,0,11,5,89,10,12,19,4,11,5,3,10,3,80,33,21,21,14,14,3,14,18,3,142,15,13,16,13,10,3,10,23,0,97,6,5,3,6,5,0,0,3,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,75,79,56,65,27,41,69,17,508,Canberra East
80104,39,59,169,481,110,732,34,324,27,1974,195,507,517,729,549,608,71,229,68,3472,1448,3751,1388,1193,2053,654,223,452,301,11456,2101,3786,973,987,1850,440,167,353,315,10973,1570,2001,644,639,1471,296,162,303,182,7269,540,825,270,240,634,143,100,223,61,3047,70,150,44,39,114,48,24,39,16,561,4,10,3,3,10,3,0,3,4,38,0,0,0,0,0,3,0,0,0,4,5976,11095,4004,4318,6789,2932,791,1930,975,38798,Gungahlin
80105,300,135,63,458,77,386,16,162,15,1607,674,1003,269,1015,675,528,43,225,73,4495,1166,4067,600,692,1080,296,59,460,201,8615,1280,2277,298,317,662,127,40,220,154,5365,1233,1767,242,237,672,115,56,127,126,4579,587,1087,130,145,365,77,37,87,65,2578,89,263,33,31,82,15,15,22,14,564,12,33,3,3,16,6,4,0,0,79,0,3,3,0,0,0,0,0,6,14,5330,10632,1644,2891,3622,1552,256,1311,662,27899,North Canberra
80106,14,20,13,153,31,165,7,65,3,465,65,300,80,213,196,130,11,50,21,1054,588,1995,205,218,527,115,23,67,93,3824,796,1233,124,174,372,67,18,58,79,2923,939,1241,122,159,438,105,27,46,79,3167,558,834,76,80,327,92,34,40,56,2108,143,288,18,19,103,42,11,16,32,671,30,40,3,3,13,8,0,3,11,114,4,6,0,0,5,0,0,0,7,18,3136,5959,645,1024,2003,717,137,342,375,14339,South Canberra
80107,39,63,294,680,175,989,73,445,51,2803,191,464,808,816,807,646,136,313,90,4260,1055,2431,1556,895,1880,471,284,472,270,9322,1660,2719,1042,812,1908,395,268,417,288,9512,2048,2578,1022,912,2360,395,416,455,309,10505,1122,1675,654,682,1657,383,367,385,169,7105,154,357,119,124,258,89,91,92,33,1313,10,15,3,3,15,12,9,11,0,84,0,0,0,0,0,0,0,3,8,11,6279,10301,5492,4930,9057,3382,1644,2592,1224,44909,Tuggeranong
80108,9,17,62,151,34,190,9,77,6,551,41,97,116,162,117,92,16,65,13,718,279,782,211,169,323,84,28,68,45,1987,636,1078,230,164,468,72,46,89,75,2856,603,827,200,192,476,87,47,88,60,2581,249,540,116,111,296,57,35,66,28,1500,52,180,49,35,86,28,29,20,10,491,5,13,3,3,14,11,0,3,4,54,0,0,0,0,0,0,0,4,0,4,1876,3530,988,993,1809,619,217,471,241,10738,Weston Creek
80109,17,21,57,246,57,304,19,118,5,858,77,258,188,326,223,191,27,91,26,1402,360,1612,351,386,499,166,55,194,78,3707,807,1628,242,252,525,132,59,148,82,3883,1014,1444,219,266,668,108,52,100,124,3998,504,928,136,138,411,77,48,72,59,2376,109,266,41,34,119,31,23,22,15,662,16,36,10,4,18,3,0,0,4,93,3,3,0,0,0,0,0,0,5,10,2910,6203,1235,1647,2529,1023,289,763,389,16981,Woden Valley
80110,0,5,8,15,3,31,3,6,3,81,10,62,37,44,78,35,3,14,0,291,154,517,104,86,194,49,6,21,26,1151,136,342,54,54,103,19,8,15,17,761,80,113,30,22,76,10,3,10,11,347,29,46,6,8,37,7,3,4,7,152,9,10,0,0,11,6,0,3,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,424,1104,237,231,508,161,27,78,60,2822,Molonglo
80111,0,0,3,4,0,3,0,3,0,21,0,4,4,6,3,0,0,3,0,23,4,18,16,9,16,0,0,4,3,70,24,26,12,7,14,3,0,3,3,97,19,12,9,9,6,0,3,3,0,63,15,13,3,3,7,3,4,3,0,44,5,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,74,73,55,40,48,17,7,22,9,337,Urriarra - Namadgi
90101,0,0,0,4,0,0,0,0,0,9,0,3,6,7,10,0,6,10,0,48,13,24,26,34,17,0,18,25,3,155,36,17,28,22,26,4,14,10,5,163,29,18,32,33,26,3,9,32,3,197,20,17,29,17,16,3,22,39,0,161,5,4,20,3,3,0,24,14,0,81,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,100,85,145,120,103,13,101,132,19,820,Christmas Island
90102,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,3,5,0,17,3,9,6,9,10,0,3,6,0,43,6,8,10,6,7,0,4,10,0,50,8,6,7,3,7,3,0,3,0,48,9,6,12,6,3,0,3,12,0,51,3,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,31,33,26,8,19,39,12,222,Cocos (Keeling) Islands
90103,0,0,0,3,3,0,0,0,0,11,8,3,5,3,0,0,0,3,0,19,15,6,3,9,3,0,0,0,3,32,0,5,0,12,0,0,0,0,3,31,7,7,3,4,0,0,0,3,0,29,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,12,34,10,3,3,5,8,135,Jervis Bay
90104,3,3,3,14,4,11,0,6,0,46,0,0,10,9,0,0,0,8,0,28,13,9,16,20,17,8,4,10,0,98,38,22,37,25,28,15,4,28,0,200,45,16,62,24,27,13,15,28,4,235,43,35,44,16,31,25,7,25,5,223,20,22,8,12,5,19,3,10,3,111,7,3,3,3,0,3,0,3,0,29,3,0,0,0,0,0,0,0,0,4,168,105,185,117,115,106,39,122,21,975,Norfolk Island
