sa3_code16,p15_19_managers,p15_19_professionals,p15_19_technictrades_wrs,p15_19_communpersnlsvc_w,p15_19_clericaladminis_w,p15_19_sales_w,p15_19_mach_oper_drivers,p15_19_labourers,p15_19_occu_id_ns,p15_19_tot,p20_24_managers,p20_24_professionals,p20_24_technictrades_w,p20_24_communpersnlsvc_w,p20_24_clericaladminis_w,p20_24_sales_w,p20_24_mach_oper_drivers,p20_24_labourers,p20_24_occu_id_ns,p20_24_tot,p25_34_managers,p25_34_professionals,p25_34_technictrades_w,p25_34_communpersnlsvc_w,p25_34_clericaladminis_w,p25_34_sales_w,p25_34_mach_oper_drivers,p25_34_labourers,p25_34_occu_id_ns,p25_34_tot,p35_44_managers,p35_44_professionals,p35_44_technictrades_w,p35_44_communpersnlsvc_w,p35_44_clericaladminis_w,p35_44_sales_w,p35_44_mach_oper_drivers,p35_44_labourers,p35_44_occu_id_ns,p35_44_tot,p45_54_managers,p45_54_professionals,p45_54_technictrades_w,p45_54_communpersnlsvc_w,p45_54_clericaladminis_w,p45_54_sales_w,p45_54_mach_oper_drivers,p45_54_labourers,p45_54_occu_id_ns,p45_54_tot,p55_64_managers,p55_64_professionals,p55_64_technictrades_w,p55_64_communpersnlsvc_w,p55_64_clericaladminis_w,p55_64_sales_w,p55_64_mach_oper_drivers,p55_64_labourers,p55_64_occu_id_ns,p55_64_tot,p65_74_managers,p65_74_professionals,p65_74_technictrades_w,p65_74_communpersnlsvc_w,p65_74_clericaladminis_w,p65_74_sales_w,p65_74_mach_oper_drivers,p65_74_labourers,p65_74_occu_id_ns,p65_74_tot,p75_84_managers,p75_84_professionals,p75_84_technictrades_w,p75_84_communpersnlsvc_w,p75_84_clericaladminis_w,p75_84_sales_w,p75_84_mach_oper_drivers,p75_84_labourers,p75_84_occu_id_ns,p75_84_tot,p85_ov_managers,p85_ov_professionals,p85_ov_technictrades_w,p85_ov_communpersnlsvc_w,p85_ov_clericaladminis_w,p85_ov_sales_w,p85_ov_mach_oper_drivers,p85_ov_labourers,p85_ov_occu_id_ns,p85_ov_tot,p_tot_managers,p_tot_professionals,p_tot_technictrades_w,p_tot_communpersnlsvc_w,p_tot_clericaladminis_w,p_tot_sales_w,p_tot_mach_oper_drivers,p_tot_labourers,p_tot_occu_id_ns,p_tot_tot,sa3_name16
11703,52,165,125,601,161,562,31,250,51,1991,753,2979,1260,2881,1615,1937,220,1162,284,13084,7450,21805,4574,5300,5227,3629,607,2623,922,52134,6144,10651,1945,1868,2961,1421,325,957,448,26728,3629,5697,1059,982,1938,852,316,533,278,15275,1858,3408,533,561,1198,552,250,467,151,8984,493,1086,126,138,347,185,78,123,63,2634,63,144,16,12,37,18,9,17,13,331,6,21,0,7,8,0,0,0,4,52,20453,45949,9645,12351,13482,9151,1827,6137,2213,121209,Sydney Inner City
11702,8,32,60,130,45,180,13,95,12,585,161,696,279,581,423,451,61,183,59,2902,1264,3987,1063,940,1305,713,178,469,157,10075,1446,3073,682,494,884,389,198,320,123,7621,1009,1963,488,332,791,265,192,313,75,5432,411,1009,284,193,419,163,197,272,32,2985,46,209,62,36,96,30,40,76,13,602,7,18,3,3,11,10,3,8,4,66,0,3,4,0,0,0,0,0,0,5,4360,10995,2923,2718,3973,2200,887,1737,481,30272,Marrickville - Sydenham - Petersham
11801,37,84,53,388,108,383,16,124,12,1203,358,1212,363,1042,624,705,80,313,59,4749,3836,9404,1471,1743,1978,1672,203,611,356,21267,4264,6939,916,870,1534,954,122,322,297,16218,3173,4718,642,622,1387,746,132,259,238,11914,1655,3228,386,411,1058,523,134,220,141,7748,696,1540,156,168,545,280,85,117,107,3702,152,256,21,22,99,58,13,26,33,685,29,22,0,5,15,17,0,3,14,119,14201,27404,4011,5270,7354,5332,794,1989,1250,67604,Eastern Suburbs - North
11802,20,155,166,543,166,699,49,273,28,2095,293,1574,600,1392,893,1124,157,437,93,6561,2582,7862,2131,1822,2275,1335,374,870,349,19596,3545,6409,1370,1075,2012,903,331,489,256,16387,2644,4339,1037,1001,2004,830,431,524,211,13024,1191,2604,682,648,1436,472,385,454,121,7995,250,713,218,166,423,186,155,137,42,2284,45,87,20,16,41,20,5,42,17,287,9,16,9,3,5,10,0,0,0,46,10580,23755,6229,6665,9253,5574,1888,3223,1110,68276,Eastern Suburbs - South
11901,57,98,484,496,225,1101,76,450,66,3048,359,1182,1083,1141,1091,1370,298,659,196,7384,1629,4080,2231,1604,2453,1277,1008,1123,440,15852,1985,3222,2203,1420,2558,1121,1227,1172,301,15207,1690,2236,2028,1308,2506,992,1504,1490,289,14029,966,1416,1391,785,1754,661,1248,1279,162,9659,219,295,244,141,366,120,239,248,52,1928,19,31,30,11,33,15,14,22,17,184,0,0,3,0,4,0,0,0,8,20,6922,12560,9693,6900,10981,6658,5623,6451,1531,67318,Bankstown
11902,41,87,265,289,115,744,44,329,54,1960,237,790,668,894,689,1083,273,720,185,5533,1429,3430,1990,1588,1916,1570,983,1575,422,14897,1603,2592,1844,1319,1904,963,1151,1270,291,12947,1296,1828,1620,1114,1690,771,1269,1380,257,11211,585,972,958,586,964,443,925,1095,159,6689,134,203,176,119,180,105,150,206,42,1309,7,19,10,15,13,10,10,21,10,118,3,5,0,0,0,0,0,0,4,15,5326,9927,7522,5914,7469,5695,4811,6585,1427,54677,Canterbury
11903,42,157,201,481,165,857,51,358,45,2358,267,1031,748,969,755,1103,209,680,139,5888,1544,4529,1710,1567,2142,1404,529,1129,349,14916,1910,3688,1410,961,2085,915,591,725,226,12510,1979,2828,1506,1039,2145,921,883,955,245,12503,1082,1890,1022,650,1443,577,675,764,154,8267,247,483,203,161,371,133,132,181,44,1955,33,52,26,5,35,21,9,16,13,210,6,9,0,0,9,4,0,3,3,24,7110,14673,6832,5832,9157,5943,3081,4805,1210,58645,Hurstville
11904,40,112,220,346,155,836,44,347,45,2136,290,1001,809,998,767,1182,243,869,150,6306,2090,5830,2449,2195,2703,1810,797,2059,439,20369,2338,4095,1708,1251,2424,1136,896,1080,271,15210,1811,2562,1498,1097,2218,1043,964,1069,245,12506,921,1494,980,647,1404,608,885,1008,150,8096,215,379,216,144,308,141,199,268,53,1924,22,51,22,6,22,20,20,23,16,201,3,8,5,0,5,0,3,0,5,30,7728,15531,7909,6678,10011,6767,4046,6730,1370,66770,Kogarah - Rockdale
12001,20,71,104,282,134,467,17,168,18,1278,203,718,411,629,438,597,51,198,69,3309,1835,4660,1066,805,1633,986,188,349,236,11760,2553,3841,781,531,1405,703,185,275,184,10458,2044,2664,726,528,1415,596,237,352,141,8703,1138,1715,482,327,1086,391,229,302,97,5768,286,561,149,78,303,136,81,108,36,1734,25,72,13,7,28,25,8,8,11,207,4,9,0,0,3,4,0,0,4,26,8104,14319,3734,3182,6436,3904,1004,1756,803,43244,Canada Bay
12002,12,34,35,199,37,218,5,63,12,621,116,505,204,459,311,333,34,98,28,2087,1294,3138,558,511,810,456,80,168,117,7148,2352,3861,458,361,944,424,74,121,143,8737,1764,2682,380,295,800,330,102,137,116,6611,836,1686,257,198,530,209,98,122,48,3983,186,609,64,68,169,60,29,54,11,1263,22,51,9,0,13,3,0,6,3,105,3,3,0,0,0,0,0,0,5,12,6588,12575,1956,2094,3618,2029,432,776,491,30557,Leichhardt
12003,28,153,178,451,231,820,39,333,51,2281,325,1601,829,1374,1017,1441,236,936,201,7966,2389,8885,2529,2356,2946,1962,603,1823,540,24030,2694,5860,1617,1181,2280,973,480,811,300,16207,2410,4428,1436,1002,2231,929,661,968,251,14323,1247,2668,925,643,1483,601,577,787,164,9083,241,710,216,134,343,134,118,198,38,2127,23,77,28,8,35,27,12,24,19,254,3,14,3,3,0,7,0,3,10,38,9361,24397,7763,7152,10568,6887,2730,5888,1576,76311,Strathfield - Burwood - Ashfield
12101,22,126,57,478,119,582,27,175,31,1612,252,1100,317,893,594,749,59,254,83,4313,2142,6832,1082,1010,1647,1059,154,449,265,14644,3557,6696,828,638,1644,732,139,275,272,14776,2893,4515,675,582,1503,674,190,326,207,11578,1509,2844,414,386,1090,457,182,260,111,7252,409,918,132,102,441,197,55,116,35,2400,44,135,19,10,50,19,7,12,15,318,8,18,0,0,6,0,0,0,4,44,10842,23193,3527,4106,7096,4474,806,1870,1034,56939,Chatswood - Lane Cove
12102,23,86,194,413,100,661,32,343,31,1880,164,578,448,695,399,561,86,261,45,3235,845,3036,865,743,976,603,176,364,127,7733,1777,4300,1089,773,1384,527,209,377,160,10599,1690,3193,949,705,1555,467,269,514,108,9462,923,1861,603,479,1114,326,258,438,75,6076,181,445,146,106,329,98,59,108,20,1502,18,50,17,11,25,8,5,19,6,153,3,4,3,0,3,0,3,0,0,12,5628,13555,4310,3937,5880,3255,1098,2422,571,40659,Hornsby
12103,29,248,129,793,223,908,54,347,31,2766,273,1153,345,1022,697,857,100,225,85,4752,1116,3532,542,524,1020,610,74,174,155,7757,3151,5392,602,439,1414,592,86,184,231,12089,4144,5924,618,658,1982,796,144,244,242,14756,2151,3799,425,401,1346,469,126,226,157,9105,628,1357,131,122,549,208,47,97,55,3203,102,223,25,15,100,49,3,30,28,574,17,31,4,0,9,4,0,0,8,71,11610,21661,2823,3979,7341,4499,640,1542,983,55072,Ku-ring-gai
12104,18,81,36,320,65,284,18,116,11,955,272,1003,221,673,490,505,32,102,43,3339,2832,7704,1000,961,1695,1046,82,276,269,15868,3430,5667,639,557,1481,623,91,179,231,12892,2779,3793,391,417,1230,546,88,143,172,9550,1646,2803,247,313,1039,419,85,153,119,6831,627,1285,90,106,547,200,56,89,77,3069,105,222,10,6,58,31,9,19,30,482,17,24,0,0,4,4,0,3,7,63,11720,22572,2636,3351,6622,3661,455,1068,964,53052,North Sydney - Mosman
12201,15,37,42,203,42,226,11,94,15,679,97,317,141,340,190,254,31,106,16,1491,1015,2223,495,479,522,410,74,137,95,5441,1645,2342,359,266,561,307,41,85,115,5723,1366,1818,260,256,585,283,55,98,80,4789,676,1115,139,171,410,204,59,81,50,2907,168,363,55,45,190,71,30,33,25,990,32,54,9,5,22,18,3,4,6,144,5,12,0,0,7,3,0,0,4,29,5019,8273,1494,1760,2529,1779,308,631,400,22199,Manly
12202,28,48,196,410,70,486,49,280,28,1597,114,331,486,493,256,404,71,166,28,2352,603,1127,749,424,453,333,95,178,64,4018,1525,1918,888,451,861,429,110,219,95,6511,1778,2161,812,588,1162,535,179,285,151,7657,1159,1748,558,401,964,442,190,244,98,5803,352,618,147,94,357,185,83,89,48,1973,56,78,14,11,41,27,5,16,18,257,8,9,3,0,3,3,0,0,9,29,5628,8043,3849,2867,4169,2841,788,1469,542,30194,Pittwater
12203,39,159,395,882,207,1270,118,650,45,3777,335,918,1011,1250,709,1046,144,469,85,5973,2163,4505,2403,1687,1682,1315,405,789,242,15201,4588,6250,2152,1350,2490,1159,418,761,289,19460,4029,5250,1889,1373,2972,1271,619,896,276,18574,1811,2803,1166,824,2000,772,562,699,140,10765,403,738,311,220,645,308,175,239,61,3110,56,125,35,28,69,25,18,28,13,403,3,9,0,0,3,3,0,3,5,35,13428,20763,9361,7615,10787,7177,2463,4525,1169,77294,Warringah
12301,28,61,371,363,150,702,59,483,39,2248,147,302,668,517,406,474,201,323,44,3071,740,1569,1291,745,1096,503,503,442,150,7044,1286,1717,1123,786,1421,617,632,438,151,8164,1116,1297,802,667,1283,606,601,456,106,6932,596,747,462,314,799,306,425,289,63,4008,116,138,74,57,180,66,111,53,12,805,11,12,8,3,3,4,8,0,11,55,3,6,0,0,0,0,0,0,3,17,4038,5859,4802,3444,5332,3284,2537,2487,576,32352,Camden
12302,49,83,565,494,233,1185,156,750,71,3587,346,868,1362,1086,1016,1168,595,982,140,7564,1339,3246,2382,1862,2541,1440,1687,1467,362,16323,1559,2597,2021,1595,2444,1087,1847,1483,289,14917,1358,1953,1706,1566,2397,976,2102,1645,276,13978,1025,1534,1341,1019,2130,759,1524,1243,178,10760,173,315,253,181,402,141,278,235,62,2035,9,29,8,3,23,8,21,10,8,128,5,4,0,0,4,0,0,0,3,17,5860,10643,9642,7813,11183,6757,8211,7811,1393,69308,Campbelltown (NSW)
12303,27,37,312,205,52,312,39,290,31,1309,78,172,490,318,232,233,105,222,35,1892,371,680,880,385,526,282,329,345,64,3870,635,712,809,429,675,299,432,344,82,4424,749,690,691,414,771,317,502,351,72,4565,490,574,467,261,528,204,402,308,46,3272,126,134,86,41,104,58,90,59,28,720,19,13,12,3,11,5,3,4,5,76,5,3,3,3,0,0,0,0,0,18,2504,3013,3764,2063,2900,1708,1907,1918,363,20151,Wollondilly
12401,34,60,271,483,118,513,54,399,22,1944,126,294,525,588,276,410,100,304,34,2660,559,1434,968,693,625,396,212,410,97,5383,1175,2451,972,788,1066,386,306,427,110,7668,1274,2772,995,938,1299,476,355,529,102,8743,1001,2541,705,687,1076,360,361,487,96,7314,268,659,150,134,307,129,100,120,24,1887,22,52,10,17,25,13,8,15,10,170,4,3,0,0,3,3,0,3,3,20,4457,10261,4594,4326,4793,2688,1496,2688,494,35800,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,58,83,801,632,244,1424,126,844,79,4292,377,726,1438,1063,1029,1007,452,815,139,7052,1630,3358,2869,1816,2754,1303,1458,1192,318,16691,2102,2996,2100,1447,3002,1110,1630,1112,301,15804,1869,2063,1679,1336,2826,902,1494,1139,252,13559,1136,1481,1076,838,2035,708,1150,930,151,9505,218,332,242,163,405,152,273,191,40,2030,29,36,5,7,27,19,6,17,8,157,3,0,0,0,0,0,3,0,4,15,7418,11073,10214,7309,12323,6630,6600,6243,1297,69111,Penrith
12404,20,39,255,177,69,306,43,227,14,1142,99,200,498,334,219,277,137,241,34,2041,318,570,827,418,510,269,364,342,59,3681,459,517,539,297,542,247,387,305,69,3361,506,515,592,352,644,259,419,388,60,3740,321,408,328,240,444,183,302,254,37,2511,85,92,83,53,100,47,82,67,9,620,19,12,8,3,5,3,3,7,9,69,0,0,0,0,0,0,0,0,3,4,1835,2354,3126,1875,2529,1599,1736,1827,301,17181,Richmond - Windsor
12405,24,28,262,184,97,494,71,276,40,1470,150,237,547,403,479,403,331,379,53,2981,449,959,932,606,989,462,793,596,116,5903,539,697,682,497,945,365,821,520,99,5163,510,518,659,502,1011,365,845,586,112,5112,337,448,507,378,828,295,630,467,70,3959,53,70,78,49,120,36,110,80,23,614,0,7,4,4,3,3,3,6,7,37,0,0,4,0,0,0,0,0,0,5,2053,2965,3678,2629,4475,2424,3595,2905,516,25241,St Marys
12501,10,52,119,155,68,384,28,172,47,1029,164,617,642,587,453,738,192,720,141,4257,1214,3424,2123,1299,1649,1197,682,1505,438,13526,1141,1915,1260,656,1001,478,571,768,230,8029,766,1011,1013,530,840,394,646,947,174,6325,413,605,664,298,517,242,514,756,104,4110,61,121,78,57,114,41,59,90,22,650,0,10,0,5,3,5,5,3,3,43,0,0,0,0,0,0,0,0,6,13,3769,7760,5901,3586,4647,3486,2699,4965,1164,37982,Auburn
12502,31,94,120,235,106,465,26,178,17,1267,141,595,296,402,400,471,77,157,53,2599,744,2346,790,535,980,547,185,280,140,6546,1169,2348,857,491,1064,423,252,343,123,7067,1097,1794,862,543,1171,423,392,494,133,6912,627,1174,526,320,809,289,305,431,78,4574,148,272,94,63,224,97,72,87,26,1091,29,48,13,6,21,10,3,9,8,144,3,4,0,0,0,0,0,0,6,12,3981,8671,3557,2593,4789,2737,1322,1985,583,30209,Carlingford
12503,24,81,425,299,193,987,80,390,91,2563,298,928,969,906,921,1088,362,763,267,6511,1529,3559,2416,1627,2359,1269,1158,1339,444,15703,1514,2532,2119,1179,2083,825,1236,1139,316,12942,1132,1489,1649,1015,1833,715,1350,1431,281,10898,647,918,1058,661,1224,449,943,1073,159,7124,119,186,196,112,240,93,192,194,34,1362,11,10,7,5,21,11,14,11,12,105,3,0,3,0,0,0,3,0,7,15,5272,9702,8846,5798,8881,5432,5334,6345,1616,57223,Merrylands - Guildford
12504,34,104,175,272,134,648,43,262,39,1710,290,919,566,711,740,951,321,672,130,5301,2202,8560,2075,1696,3110,1624,1212,1470,480,22426,2465,6173,1758,1256,2681,967,1010,909,342,17560,1400,2759,1270,858,1871,585,781,880,203,10603,747,1595,739,565,1259,391,551,645,127,6627,154,398,168,133,328,126,123,158,42,1631,8,41,18,9,22,16,8,15,10,144,0,6,3,0,0,3,3,0,5,27,7300,20567,6760,5499,10163,5301,4049,5012,1382,66035,Parramatta
12601,15,103,62,246,73,326,17,146,15,1006,104,588,194,410,326,398,38,111,44,2205,481,2041,369,268,609,303,63,146,97,4375,1011,2337,356,271,634,268,69,99,81,5125,1158,2093,397,327,780,267,111,207,76,5409,697,1585,250,203,600,182,112,197,39,3852,135,432,88,44,183,49,28,37,12,1014,19,39,3,5,23,13,7,8,7,132,0,5,3,0,3,0,0,0,5,19,3612,9238,1718,1776,3234,1797,442,947,374,23135,Pennant Hills - Epping
12602,18,138,187,561,182,809,33,289,34,2248,285,1306,619,1128,862,1122,117,383,113,5933,2084,7121,1658,1282,2459,1391,304,602,341,17231,2967,6014,1374,829,2129,878,326,535,255,15303,2655,4102,1355,845,2114,804,434,688,190,13188,1428,2561,841,608,1618,557,389,653,152,8808,362,732,200,151,455,152,130,182,50,2410,48,101,26,12,49,14,10,23,20,292,8,13,0,3,6,0,0,0,11,43,9856,22085,6259,5414,9867,5722,1745,3359,1163,65463,Ryde - Hunters Hill
12701,42,75,415,279,181,814,82,412,61,2366,254,687,819,667,721,816,303,475,144,4881,1093,2381,1634,937,1870,782,954,771,278,10697,1340,1796,1477,814,1764,704,1144,851,243,10135,1202,1100,1370,800,1564,701,1293,1124,217,9369,676,601,803,408,818,349,865,839,124,5486,153,106,138,51,133,67,150,141,38,988,20,9,10,4,10,6,3,8,9,76,7,3,3,3,0,3,0,0,0,16,4785,6748,6664,3961,7070,4248,4799,4618,1117,44017,Bringelly - Green Valley
12702,62,114,386,403,223,1074,110,495,105,2965,355,1326,1179,1278,1280,1420,548,896,251,8537,1277,3558,2220,1596,2502,1235,1486,1596,504,15977,1359,1940,2098,1360,2066,987,1670,1879,407,13763,1346,1327,2374,1253,1905,1050,2369,2702,374,14698,875,952,1603,773,1371,682,1729,2057,233,10280,196,203,288,118,259,119,259,302,52,1806,21,20,16,10,21,9,6,12,11,124,0,0,5,0,0,0,0,0,0,8,5493,9444,10164,6789,9626,6571,8176,9942,1947,68157,Fairfield
12703,36,69,302,340,175,699,67,431,47,2171,235,724,722,766,626,808,353,503,132,4881,1120,2891,1654,1283,1827,870,970,802,289,11705,1476,2575,1630,1135,2046,773,1091,897,268,11898,1214,1567,1485,993,1757,642,1235,1066,225,10192,585,902,824,482,1110,369,780,764,113,5931,124,184,169,107,215,60,137,149,30,1175,12,17,3,7,11,14,9,8,3,101,0,3,3,0,0,0,0,0,0,5,4808,8927,6793,5116,7766,4241,4657,4625,1113,48046,Liverpool
12801,50,98,400,695,173,882,74,414,44,2834,251,799,885,957,710,783,145,309,94,4943,1599,3304,1861,1329,1561,889,349,451,187,11526,2483,3242,1558,1080,1956,874,390,505,203,12303,2449,2811,1469,1132,2196,975,547,630,189,12400,1548,2240,949,632,1802,725,469,497,132,8995,405,643,208,134,481,240,146,136,58,2443,45,75,28,9,58,17,14,20,19,292,11,9,4,0,10,3,0,0,8,41,8839,13235,7360,5968,8943,5393,2135,2972,923,55769,Cronulla - Miranda - Caringbah
12802,52,124,522,682,190,1054,66,559,34,3283,265,873,1061,1023,660,895,147,344,65,5342,1278,3265,1662,1018,1563,793,320,399,193,10491,2397,3665,1661,1065,2343,786,462,503,196,13080,2368,3013,1569,1181,2563,900,522,564,185,12868,1405,2294,1063,671,2040,670,537,540,119,9343,282,515,216,162,434,157,127,155,33,2087,14,38,19,11,27,15,4,12,10,155,3,3,0,0,0,3,0,0,7,20,8058,13776,7787,5829,9825,5274,2196,3082,844,56671,Sutherland - Menai - Heathcote
20101,35,46,331,473,83,1159,32,578,55,2793,230,555,965,1018,457,895,146,606,78,4954,827,2536,1804,1161,1121,858,417,831,123,9670,1232,2591,1358,1039,1289,641,494,761,150,9549,1374,2152,1227,1128,1489,704,650,992,168,9881,907,1650,822,786,1107,533,547,766,92,7218,203,326,160,130,193,124,155,181,37,1517,41,34,13,5,20,6,18,19,13,173,6,0,8,3,0,0,0,10,4,31,4856,9890,6684,5748,5766,4920,2471,4737,720,45790,Ballarat
20102,18,8,110,100,19,171,8,176,6,609,60,57,202,133,68,104,33,118,19,789,185,261,357,181,167,106,100,170,20,1548,434,522,419,237,328,147,160,240,33,2517,542,608,455,393,449,199,253,322,53,3281,497,563,379,282,347,144,197,277,50,2726,268,159,60,46,88,37,45,74,18,801,64,10,4,4,6,3,3,6,9,107,9,0,7,0,0,3,0,3,5,27,2076,2189,1982,1385,1472,901,796,1395,219,12415,Creswick - Daylesford - Ballan
20103,12,4,76,61,14,190,9,120,7,496,50,54,162,104,37,96,19,146,13,669,155,208,280,138,112,95,89,209,16,1293,283,223,296,207,205,134,148,220,31,1753,345,271,309,310,288,147,194,326,40,2236,370,280,287,205,214,137,196,323,33,2041,215,78,47,39,51,35,31,59,26,577,46,5,3,3,4,4,3,11,14,91,6,0,0,3,3,0,4,3,0,21,1481,1127,1457,1062,925,845,694,1420,170,9185,Maryborough - Pyrenees
20201,36,35,262,400,103,1014,59,614,39,2564,221,508,878,903,356,847,174,747,75,4711,821,2359,1722,1019,998,683,430,985,105,9126,1040,2163,1105,900,1126,618,470,799,123,8350,1094,1784,1067,1035,1312,658,581,899,121,8563,808,1403,728,821,1052,512,521,785,103,6723,192,286,131,134,208,123,125,142,35,1379,34,26,15,10,13,15,9,32,13,151,3,3,4,7,8,0,0,0,3,31,4247,8571,5916,5219,5169,4467,2379,5005,616,41593,Bendigo
20202,16,6,142,189,24,354,18,273,15,1044,49,99,331,212,87,195,59,233,14,1278,283,536,537,285,250,182,127,380,45,2631,685,1179,598,416,460,211,195,357,60,4156,858,1285,695,636,695,339,314,504,74,5404,693,1095,537,457,527,247,280,435,60,4334,294,265,105,84,122,81,85,98,32,1173,86,30,17,10,13,8,4,17,9,183,15,5,0,3,4,3,0,4,6,40,2976,4505,2970,2294,2181,1617,1085,2297,313,20238,Heathcote - Castlemaine - Kyneton
20203,8,0,30,9,4,87,4,66,3,216,21,23,59,28,14,32,11,45,3,242,97,81,101,45,54,32,26,97,8,540,229,130,111,58,110,40,68,90,23,855,285,144,138,118,150,70,110,144,17,1174,392,134,110,78,98,48,113,155,16,1150,193,34,12,18,23,11,17,33,7,343,52,3,3,0,7,3,0,5,3,85,7,0,0,0,0,0,0,0,0,17,1295,545,564,360,460,317,356,636,82,4615,Loddon - Elmore
20301,11,3,85,70,13,147,4,120,16,478,38,44,163,111,43,84,31,109,14,632,164,275,353,162,162,99,106,122,17,1456,341,398,412,183,276,155,166,190,38,2151,393,364,345,260,306,148,183,220,45,2259,306,294,197,152,178,104,151,180,23,1584,194,75,48,28,40,16,30,53,13,494,38,3,0,0,0,3,3,8,3,60,9,0,0,0,3,0,0,0,0,18,1495,1463,1598,959,1034,751,684,999,164,9136,Barwon - West
20302,52,74,519,801,176,1997,105,1064,82,4873,396,945,1644,1834,784,1726,412,1220,119,9073,1660,4855,3421,2215,2032,1543,1003,1583,278,18588,2291,4478,2552,1957,2347,1287,1076,1533,301,17825,2373,3591,2326,2287,2597,1251,1429,1822,278,17956,1509,2614,1596,1523,1898,968,1126,1464,187,12889,361,547,245,275,402,214,218,336,64,2660,47,59,21,5,28,17,20,53,27,280,8,7,5,0,4,4,0,7,12,57,8709,17176,12335,10900,10270,9013,5382,9074,1349,84191,Geelong
20303,23,13,212,356,59,559,27,363,31,1638,99,178,508,484,150,401,41,245,35,2140,505,1576,1163,672,503,391,141,329,76,5352,1205,2104,1106,713,852,473,229,438,107,7222,1210,1876,1040,902,1084,536,290,469,122,7536,930,1546,774,615,875,467,320,433,92,6046,300,394,133,109,245,109,83,141,50,1566,52,41,14,4,20,12,3,18,13,184,4,3,0,0,0,0,0,0,3,22,4321,7737,4949,3859,3782,2948,1130,2436,539,31696,Surf Coast - Bellarine Peninsula
20401,31,15,212,237,38,382,36,301,25,1278,104,103,380,363,113,242,106,312,22,1734,435,571,760,538,337,235,237,496,61,3668,703,693,775,528,492,252,301,507,55,4307,892,755,762,609,696,389,432,733,99,5381,908,735,654,436,652,333,465,645,84,4913,503,241,142,113,156,104,82,143,41,1526,157,30,11,9,14,7,7,14,27,271,32,0,7,0,7,3,0,5,0,62,3768,3135,3700,2827,2503,1951,1676,3160,408,23132,Upper Goulburn Valley
20402,19,14,182,182,32,428,20,298,20,1201,87,138,357,213,111,202,77,235,25,1459,338,681,611,342,291,258,169,360,40,3085,542,781,587,429,444,290,260,416,62,3816,748,805,625,589,656,335,430,559,66,4813,779,777,451,486,560,258,362,526,47,4247,444,147,91,79,110,71,80,134,33,1183,137,15,8,5,13,10,3,15,14,222,25,3,4,0,3,4,3,3,9,45,3121,3359,2909,2335,2227,1853,1409,2554,311,20070,Wangaratta - Benalla
20403,44,37,352,355,82,692,41,418,35,2048,133,176,782,541,184,343,148,408,52,2766,564,1118,1221,790,572,473,386,642,77,5840,918,1347,948,684,800,430,443,600,113,6287,1221,1288,970,820,1061,541,633,809,121,7472,1095,1142,667,637,791,417,536,690,88,6055,502,221,144,120,166,113,139,153,38,1601,119,13,9,7,15,6,6,21,20,220,20,6,0,4,4,3,4,0,9,48,4612,5351,5094,3959,3679,3026,2334,3734,548,32340,Wodonga - Alpine
20501,43,16,216,195,61,329,30,352,20,1248,106,157,471,268,138,247,80,292,26,1785,423,769,848,422,421,319,230,488,68,3983,642,774,627,429,521,234,301,430,83,4036,822,826,717,554,609,339,394,588,63,4914,714,798,515,373,507,236,353,470,59,4024,345,184,106,65,128,52,88,106,33,1100,115,10,8,7,13,9,3,13,12,192,20,0,3,6,0,0,0,3,4,37,3219,3541,3509,2301,2396,1758,1477,2759,359,21325,Baw Baw
20502,22,9,110,148,19,361,14,223,22,933,70,89,295,196,79,168,54,201,12,1171,294,450,531,368,233,221,151,366,37,2649,392,530,496,408,343,259,189,378,46,3036,603,630,525,555,547,299,283,548,52,4041,698,616,440,424,493,292,263,502,74,3811,366,158,93,88,126,83,83,135,32,1172,111,20,8,8,11,8,4,13,18,206,11,3,0,0,0,0,0,3,0,24,2580,2507,2507,2190,1860,1693,1045,2358,299,17052,Gippsland - East
20503,34,10,201,209,31,506,18,297,24,1339,105,92,415,264,91,237,48,247,26,1524,487,676,854,463,335,312,204,492,48,3875,832,814,831,481,518,370,289,501,54,4690,1112,880,861,646,695,497,442,742,92,5966,1055,848,663,566,634,451,423,668,92,5386,578,216,158,108,188,116,97,176,42,1684,181,14,8,5,17,3,9,21,24,289,24,0,8,4,3,0,4,4,6,58,4405,3554,3994,2746,2518,2488,1537,3155,409,24806,Gippsland - South West
20504,27,15,249,221,52,770,30,360,36,1767,131,287,694,505,335,485,92,332,50,2908,426,1207,1274,684,834,522,395,593,113,6049,616,981,953,623,869,471,477,645,105,5737,729,939,1111,750,1027,453,629,753,111,6507,577,841,783,585,737,312,565,659,111,5174,204,189,145,102,129,75,91,139,39,1108,42,23,12,7,13,11,3,10,9,137,12,0,0,3,0,0,4,0,4,25,2764,4484,5225,3494,3991,3099,2292,3485,574,29411,Latrobe Valley
