sa3_code16,sa3_name16,num_employed_000_males,num_employed_000_females,num_employed_000_persons,median_income_per_employed_aud_males,median_income_per_employed_aud_females,median_income_per_employed_aud_persons
10102,Queanbeyan,17.980999999999998,16.611,34.594,61895.0,49077.0,55587.0
10103,Snowy Mountains,6.06,5.245,11.306,41732.0,31942.0,36623.0
10104,South Coast,17.505,16.761,34.269,37330.0,28855.0,32699.0
10105,Goulburn - Mulwaree,9.951,8.762,18.709,46827.0,34780.0,39932.0
10106,Young - Yass,10.569,9.549,20.119,44757.0,34566.0,39666.0
10201,Gosford,47.068000000000005,43.978,91.042,51545.0,34914.0,42238.0
10202,Wyong,41.373999999999995,37.617,78.993,50320.0,34004.0,41374.0
10301,Bathurst,12.84,11.690999999999999,24.531999999999996,50753.0,34895.0,42246.0
10302,Lachlan Valley,15.981,13.532,29.511999999999997,40856.0,30135.0,35750.0
10303,Lithgow - Mudgee,12.456,10.515999999999998,22.978,52375.0,28829.0,39075.0
10304,Orange,16.545,14.975999999999999,31.513,51701.0,35655.0,43289.0
10401,Clarence Valley,12.035,10.888,22.923000000000002,37644.0,27651.0,32567.0
10402,Coffs Harbour,23.038,21.783,44.818000000000005,39933.0,30486.0,34930.0
10501,Bourke - Cobar - Coonamble,7.289,6.053,13.342,41386.0,31065.0,36485.0
10502,Broken Hill and Far West,5.402,4.852,10.254000000000001,50512.0,35047.0,41822.0
10503,Dubbo,19.639,17.884,37.52,43436.0,33870.0,38481.0
10601,Lower Hunter,24.523000000000003,20.295,44.818999999999996,61924.0,30299.0,43095.0
10602,Maitland,20.430999999999997,18.117,38.543,64376.0,34938.0,47184.0
10603,Port Stephens,18.625999999999998,16.485,35.113,53326.0,30906.0,40435.0
10604,Upper Hunter,9.4,7.619,17.02,64803.0,30543.0,44236.0
10701,Dapto - Port Kembla,19.515,16.868,36.385999999999996,56910.0,33940.0,43770.0
10702,Illawarra Catchment Reserve,,,,,,
10703,Kiama - Shellharbour,24.323,21.976,46.3,58137.0,34014.0,43856.0
10704,Wollongong,35.257,32.232,67.488,59496.0,37520.0,46642.0
10801,Great Lakes,6.917000000000001,6.601,13.517999999999999,36809.0,26963.0,31224.0
10802,Kempsey - Nambucca,10.91,10.017000000000001,20.928,35727.0,28560.0,32003.0
10803,Lord Howe Island,0.145,0.161,0.302,35506.0,27203.0,31022.0
10804,Port Macquarie,18.399,18.19,36.591,41576.0,32272.0,36641.0
10805,Taree - Gloucester,12.435,11.522,23.956999999999997,38055.0,29294.0,33472.0
10901,Albury,17.413,15.975999999999999,33.384,48508.0,34051.0,40988.0
10902,Lower Murray,3.7230000000000003,3.002,6.721,38267.0,27651.0,33222.0
10903,Upper Murray exc. Albury,12.075,10.33,22.401999999999997,42941.0,29524.0,36128.0
11001,Armidale,10.285,9.744,20.03,37885.0,30480.0,34281.0
11002,Inverell - Tenterfield,10.062000000000001,8.811,18.873,33597.0,24486.0,28876.0
11003,Moree - Narrabri,8.307,6.659,14.967,46425.0,31964.0,39126.0
11004,Tamworth - Gunnedah,23.218000000000004,20.158,43.383,45090.0,32533.0,38583.0
