sa3_code16,p_pgrad_deg_35_44,p_pgrad_deg_45_54,p_pgrad_deg_55_64,p_pgrad_deg_65_74,p_pgrad_deg_75_84,p_pgrad_deg_85ov,p_pgrad_deg_total,p_graddip_and_gradcert_15_24,p_graddip_and_gradcert_25_34,p_graddip_and_gradcert_35_44,p_graddip_and_gradcert_45_54,p_graddip_and_gradcert_55_64,p_graddip_and_gradcert_65_74,p_graddip_and_gradcert_75_84,p_graddip_and_gradcert_85ov,p_graddip_and_gradcert_total,p_bachdeg_15_24,p_bachdeg_25_34,p_bachdeg_35_44,p_bachdeg_45_54,p_bachdeg_55_64,p_bachdeg_65_74,p_bachdeg_75_84,p_bachdeg_85ov,p_bachdeg_total,p_advdip_and_dip_15_24,p_advdip_and_dip_25_34,p_advdip_and_dip_35_44,p_advdip_and_dip_45_54,p_advdip_and_dip_55_64,p_advdip_and_dip_65_74,p_advdip_and_dip_75_84,p_advdip_and_dip_85ov,p_advdip_and_dip_total,p_cert_iii_iv_15_24,p_cert_iii_iv_25_34,p_cert_iii_iv_35_44,p_cert_iii_iv_45_54,p_cert_iii_iv_55_64,p_cert_iii_iv_65_74,p_cert_iii_iv_75_84,p_cert_iii_iv_85ov,p_cert_iii_iv_total,p_cert_i_ii_15_24,p_cert_i_ii_25_34,p_cert_i_ii_35_44,p_cert_i_ii_45_54,p_cert_i_ii_55_64,p_cert_i_ii_65_74,p_cert_i_ii_75_84,p_cert_i_ii_85ov,p_cert_i_ii_total,p_cert_levl_nfd_15_24,p_cert_levl_nfd_25_34,p_cert_levl_nfd_35_44,p_cert_levl_nfd_45_54,p_cert_levl_nfd_55_64,p_cert_levl_nfd_65_74,p_cert_levl_nfd_75_84,p_cert_levl_nfd_85ov,p_cert_levl_nfd_total,p_cert_lev_tot_15_24,p_cert_lev_tot_25_34,p_cert_lev_tot_35_44,p_cert_lev_tot_45_54,p_cert_lev_tot_55_64,p_cert_lev_tot_65_74,p_cert_lev_tot_75_84,p_cert_lev_tot_85ov,p_cert_lev_tot_total,p_lev_edu_ides_15_24,p_lev_edu_ides_25_34,p_lev_edu_ides_35_44,p_lev_edu_ides_45_54,p_lev_edu_ides_55_64,p_lev_edu_ides_65_74,p_lev_edu_ides_75_84,p_lev_edu_ides_85ov,p_lev_edu_ides_total,p_lev_edu_ns_15_24,p_lev_edu_ns_25_34,p_lev_edu_ns_35_44,p_lev_edu_ns_45_54,p_lev_edu_ns_55_64,p_lev_edu_ns_65_74,p_lev_edu_ns_75_84,p_lev_edu_ns_85ov,p_lev_edu_ns_total,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_total,sa3_name16
40303,1029,934,761,478,176,27,4169,18,216,434,488,454,265,62,17,1960,734,2649,2830,2278,1858,1259,459,203,12274,172,566,928,1161,1056,854,323,152,5216,597,945,1057,1234,1005,677,400,166,6078,99,79,71,79,57,38,16,3,451,50,66,140,161,188,184,107,55,952,750,1085,1268,1478,1255,898,526,225,7479,24,43,63,63,82,78,53,38,448,332,297,326,412,398,450,440,393,3060,2069,5580,6886,6814,5866,4283,2045,1063,34603,Mitcham
40304,693,583,515,335,92,17,2799,31,312,485,447,513,293,55,5,2129,844,3112,3406,2405,2044,1293,364,96,13561,453,1996,2484,2959,2506,1472,491,126,12480,2900,6222,5562,5494,4598,3146,1283,357,29561,627,581,465,322,254,137,36,4,2424,228,432,578,591,572,484,213,74,3172,3755,7235,6611,6402,5417,3767,1528,432,35149,68,122,156,175,196,211,109,31,1058,1310,1241,1329,1402,1489,1680,1248,845,10545,6497,14548,15154,14373,12671,9046,3886,1553,77720,Onkaparinga
40401,960,591,432,214,61,7,3452,47,355,413,346,338,125,19,3,1652,1092,4306,3195,2033,1515,824,266,82,13321,384,1457,1582,1734,1470,843,272,103,7834,1387,2832,2359,2847,2238,1414,823,299,14197,255,231,172,161,121,59,17,7,1016,120,218,309,343,317,230,94,36,1677,1761,3282,2838,3354,2676,1703,931,341,16889,48,131,128,152,97,101,76,39,759,873,914,871,1032,955,962,873,555,7039,4268,11577,9995,9240,7470,4768,2496,1132,50950,Charles Sturt
40402,392,271,200,79,11,3,1334,12,128,197,170,148,66,12,3,740,409,1663,1276,855,693,322,74,33,5331,207,783,793,844,705,338,87,19,3768,754,1660,1496,1596,1377,716,301,136,8033,165,167,132,97,76,29,5,6,676,71,141,174,205,173,94,27,7,897,990,1965,1804,1897,1624,836,339,148,9608,27,75,58,60,62,51,32,8,369,507,514,486,587,619,587,460,321,4078,2156,5492,5001,4694,4054,2288,1017,538,25237,Port Adelaide - West
40103,947,940,718,531,201,56,4003,11,143,257,326,325,225,62,15,1363,596,1706,2194,2020,1638,1170,469,193,9991,102,302,471,757,716,623,339,148,3464,234,341,352,509,477,323,207,94,2528,31,36,49,42,33,19,8,4,228,27,38,50,94,145,156,69,43,612,292,418,455,643,652,497,279,132,3362,16,29,49,58,66,78,57,27,387,221,176,219,274,323,373,304,329,2209,1261,3354,4591,5024,4437,3500,1719,904,24783,Burnside
40104,691,447,271,143,58,19,2367,11,170,219,202,174,116,33,4,939,582,2136,1907,1212,848,507,224,66,7479,175,634,735,848,661,432,207,79,3762,511,942,977,1261,836,603,431,131,5683,85,68,71,68,55,27,12,0,379,38,73,140,135,128,114,63,16,699,630,1079,1186,1460,1015,746,501,142,6762,22,57,63,81,63,56,42,19,409,283,266,255,354,267,372,440,214,2450,1743,5049,5057,4600,3293,2367,1515,548,24168,Campbelltown (SA)
40106,436,365,280,167,55,14,1878,15,105,152,203,186,87,29,3,776,453,1489,1238,897,802,420,143,67,5515,111,335,388,473,466,270,89,50,2189,234,469,407,528,456,248,142,50,2527,53,33,38,23,27,16,6,0,191,24,46,49,72,92,53,18,18,370,309,549,498,620,573,316,167,67,3093,14,38,30,35,35,42,23,7,213,203,244,202,242,233,181,126,111,1539,1138,3286,2942,2830,2577,1477,624,314,15196,Prospect - Walkerville
40403,849,371,239,132,48,13,2902,24,253,272,253,211,82,20,8,1119,876,3364,2210,1277,889,474,207,80,9375,333,1088,886,925,749,429,183,82,4682,804,1557,1263,1380,983,604,402,171,7169,159,119,88,87,60,31,13,6,561,81,118,162,167,151,120,71,42,911,1042,1796,1510,1632,1199,755,489,216,8647,20,84,65,57,55,61,38,21,403,426,635,442,467,427,455,495,547,3893,2784,8421,6232,4982,3767,2380,1481,967,31013,West Torrens
40501,123,91,103,53,14,3,442,0,45,83,97,126,48,10,0,412,145,545,629,468,437,269,86,24,2600,63,310,459,586,548,321,103,31,2412,481,1154,1169,1198,1049,593,187,61,5896,117,104,92,79,48,35,9,3,481,45,97,156,148,148,88,30,17,730,645,1350,1415,1431,1252,708,225,84,7110,0,11,30,27,50,40,22,15,196,361,219,299,414,470,392,266,152,2583,1224,2542,3040,3103,2984,1826,724,310,15755,Barossa
40502,40,37,50,36,10,0,199,3,34,30,47,66,30,6,0,225,62,289,312,243,286,201,59,12,1461,37,154,219,284,329,236,58,29,1342,298,623,589,625,643,390,142,32,3337,58,61,56,59,38,19,4,0,305,29,50,61,87,86,60,8,4,389,387,739,707,775,769,474,160,34,4039,0,15,18,15,22,21,11,3,115,182,171,200,276,370,363,253,130,1954,678,1433,1519,1678,1889,1359,558,206,9329,Lower North
40503,30,35,30,21,0,0,169,3,33,39,51,72,19,6,0,232,96,343,260,220,282,123,46,14,1383,38,147,223,329,369,181,42,14,1348,414,739,752,815,761,490,204,55,4220,97,98,75,51,41,22,11,3,397,31,38,60,98,71,61,21,3,381,542,877,880,963,877,568,236,59,4999,12,5,18,22,39,35,11,8,142,284,185,224,319,381,395,319,169,2281,978,1634,1674,1953,2047,1344,657,267,10545,Mid North
40504,30,15,29,23,6,0,127,3,26,28,36,54,38,9,0,189,64,249,251,173,238,169,56,18,1214,32,119,163,287,369,267,80,24,1338,315,636,515,781,816,683,266,56,4064,47,80,57,40,39,28,4,0,301,31,54,69,75,109,90,30,8,466,392,764,639,902,969,798,298,58,4824,3,14,11,13,22,35,10,5,119,211,165,182,298,414,563,401,253,2493,705,1358,1295,1725,2099,1883,868,362,10306,Yorke Peninsula
40601,101,83,78,55,11,0,442,6,64,88,107,112,61,10,4,454,182,942,806,573,448,230,75,17,3270,99,399,536,680,613,332,88,33,2771,817,1863,1726,1854,1545,874,426,98,9203,172,231,168,95,89,40,8,3,812,79,132,179,170,177,96,41,11,888,1069,2229,2075,2123,1815,1008,477,111,10902,17,48,42,47,47,43,24,10,279,714,684,672,855,866,762,585,345,5493,2099,4466,4328,4472,3975,2497,1269,517,23618,Eyre Peninsula and South West
40602,63,54,41,13,3,0,258,7,55,48,40,54,23,0,0,228,101,491,315,220,181,94,18,5,1410,47,192,205,270,275,105,17,4,1117,357,929,778,830,682,349,121,36,4081,87,99,71,42,31,17,3,0,345,33,64,81,72,70,28,3,6,356,471,1096,929,951,779,394,128,36,4783,13,21,20,23,17,23,10,0,119,571,747,569,602,536,413,241,86,3766,1213,2684,2137,2157,1877,1063,416,132,11678,Outback - North and East
40701,102,119,197,210,57,9,763,0,44,79,126,221,151,37,6,672,98,492,688,597,850,791,270,77,3853,77,317,512,708,935,969,320,68,3905,542,1153,1267,1502,1597,1396,669,191,8322,131,136,125,84,114,76,17,3,696,38,85,150,177,225,273,115,32,1097,718,1378,1543,1764,1937,1752,797,225,10114,6,26,32,40,77,92,60,38,362,472,301,389,545,743,971,748,480,4646,1376,2623,3335,3903,4963,4926,2286,906,24315,Fleurieu - Kangaroo Island
40702,136,109,86,54,16,3,519,16,84,103,139,139,70,15,5,565,162,907,905,623,540,358,115,30,3648,111,411,619,803,763,432,138,48,3309,1233,2077,1995,2043,1581,875,328,110,10235,228,248,194,153,108,51,9,0,990,102,163,231,253,207,145,45,14,1167,1563,2490,2422,2446,1889,1073,376,119,12389,14,36,48,60,53,43,33,17,307,630,647,680,863,813,866,686,448,5632,2507,4686,4913,5039,4284,2897,1372,671,26366,Limestone Coast
40703,97,94,84,59,15,0,474,15,54,87,124,151,66,11,0,512,184,824,754,564,527,360,108,20,3345,174,506,625,778,821,540,160,50,3652,1108,1969,1740,2023,1830,1140,453,111,10373,233,198,184,160,121,62,18,6,987,120,172,217,229,216,160,52,17,1185,1460,2336,2147,2418,2161,1360,525,132,12546,30,53,53,50,63,59,24,14,347,866,798,844,967,999,1117,771,424,6778,2726,4693,4598,5000,4808,3566,1619,639,27644,Murray and Mallee
50101,171,147,125,129,34,9,724,11,105,195,164,143,69,26,0,710,112,975,1371,949,798,542,205,51,5002,109,508,745,743,734,557,233,61,3696,666,1529,1905,1685,1308,809,332,91,8333,161,101,119,93,81,39,13,3,612,52,121,185,187,179,155,55,18,959,881,1754,2215,1965,1570,1005,395,113,9904,15,35,36,51,56,64,42,7,311,501,511,635,654,717,661,493,312,4467,1626,3993,5369,4667,4146,3030,1434,549,24815,Augusta - Margaret River - Busselton
50102,302,271,210,120,29,3,1131,26,184,265,267,227,82,24,0,1079,255,1574,1872,1450,1169,571,226,44,7163,271,1001,1172,1425,1297,703,234,62,6170,2043,3783,3619,3534,2687,1500,513,138,17816,543,309,217,184,127,63,11,3,1460,159,231,335,395,368,243,81,17,1833,2748,4324,4168,4119,3187,1814,606,160,21107,25,100,98,80,87,95,49,23,548,1189,1218,1240,1351,1341,1325,959,464,9090,4521,8584,9117,8970,7516,4702,2119,754,46289,Bunbury
50103,48,47,48,56,16,0,249,0,24,43,62,80,41,7,0,263,35,243,331,283,363,245,72,7,1587,45,116,207,310,370,282,68,25,1420,298,529,613,756,704,412,158,24,3501,100,43,48,37,40,16,3,0,285,28,38,66,77,106,93,22,3,430,426,606,732,867,849,525,177,29,4213,5,13,18,20,29,30,20,3,135,256,197,252,373,455,426,308,121,2388,768,1223,1643,1961,2196,1608,669,190,10259,Manjimup
50201,258,246,161,147,39,13,1065,13,127,217,214,196,114,30,3,915,301,1207,1400,1136,910,649,315,81,6000,350,865,1096,1403,1234,1008,471,104,6524,1697,3095,2915,3144,2651,2003,1101,261,16862,375,233,169,138,121,74,31,6,1158,136,231,316,307,367,342,140,37,1877,2208,3561,3401,3595,3137,2420,1266,305,19901,33,44,87,102,95,152,93,23,626,852,886,953,1115,1233,1472,1256,607,8377,3774,6884,7411,7807,6962,5961,3470,1140,43409,Mandurah
50301,1487,1761,1307,765,334,96,6789,40,256,405,542,450,245,76,19,2030,1806,3249,3179,3781,2822,1797,792,311,17742,258,386,546,980,956,850,495,194,4666,295,479,371,521,445,321,208,88,2740,79,25,33,34,37,36,24,9,280,35,43,100,136,137,159,83,40,720,413,548,505,695,621,518,310,133,3737,32,47,56,82,95,118,60,41,526,562,617,473,663,634,602,517,358,4415,3184,6063,6641,8494,6875,4893,2588,1154,39908,Cottesloe - Claremont
50302,2474,1559,987,595,148,21,8700,62,849,743,687,539,203,39,15,3140,2105,9821,5552,3480,2513,1241,422,115,25255,665,2164,1466,1338,1220,743,318,104,8023,878,2227,1229,1191,982,579,292,99,7470,175,124,88,69,57,37,11,13,572,97,233,211,222,228,156,69,29,1250,1150,2581,1525,1485,1265,776,376,142,9297,78,221,126,113,98,86,40,26,784,1347,3152,1600,1168,1115,951,768,573,10662,5535,21575,13478,9821,7726,4599,2119,1004,65861,Perth City
50401,966,523,317,159,30,10,3096,25,391,467,346,240,96,32,0,1600,872,4242,3103,1769,1200,596,202,48,12032,456,1508,1385,1202,973,565,205,69,6365,994,2403,1869,1757,1588,1014,504,132,10263,217,144,117,89,72,42,19,6,703,74,185,235,258,251,170,71,25,1251,1280,2737,2222,2108,1915,1221,589,160,12216,25,142,84,104,93,77,42,19,580,627,1060,824,799,802,767,707,575,6153,3346,11106,9053,6842,5538,3476,1801,882,42050,Bayswater - Bassendean
50402,195,220,212,106,29,15,877,6,86,136,231,186,82,16,0,742,214,621,891,910,640,507,151,31,3962,136,360,553,765,687,463,190,27,3191,685,1164,1126,1309,1194,783,267,66,6588,114,65,58,67,53,31,5,0,389,43,78,112,167,167,123,51,14,750,845,1309,1292,1537,1408,932,326,81,7727,15,29,34,45,53,50,26,6,260,636,974,876,742,545,525,327,176,4798,1859,3468,3986,4445,3737,2666,1063,330,21564,Mundaring
50403,626,401,271,113,30,4,2193,40,289,363,303,194,74,17,4,1290,858,3410,2828,1789,1052,507,149,38,10633,638,2167,2270,1850,1270,589,199,48,9038,2373,4830,3950,3902,2690,1269,492,90,19592,505,366,246,204,115,50,12,0,1496,185,367,447,455,309,207,76,10,2059,3058,5566,4647,4560,3107,1529,583,103,23151,78,165,160,142,138,89,40,10,824,1454,1704,1625,1543,1212,989,717,410,9659,6167,14027,12520,10590,7243,3891,1736,616,56792,Swan
50501,1307,1252,869,371,100,25,4781,67,480,797,861,611,229,29,13,3091,1799,4546,5548,4529,3115,1532,405,100,21581,730,1792,2670,3419,2867,1661,479,127,13734,2193,3972,4094,4817,4142,2402,810,205,22638,432,217,222,191,198,113,24,8,1406,161,258,494,601,639,432,158,60,2809,2791,4442,4815,5611,4979,2948,993,269,26843,72,152,185,244,210,221,74,32,1193,999,988,1112,1189,1273,1106,759,492,7919,6534,13177,16430,17101,13933,8067,2838,1062,79140,Joondalup
50502,2491,1490,987,476,167,33,8338,67,967,999,966,697,298,90,14,4100,2368,11070,7787,4922,3229,1982,781,204,32338,894,3782,3223,2831,2368,1575,795,213,15684,2119,5613,3749,3518,2867,1723,1200,359,21150,336,344,258,246,163,86,45,13,1491,188,475,556,644,502,417,236,85,3102,2647,6435,4563,4407,3534,2228,1478,451,25740,99,354,273,215,236,202,150,57,1591,1451,2934,2037,1807,1691,1659,1605,1176,14354,7642,28116,21379,16646,12735,8412,5062,2157,102142,Stirling
50503,1059,651,299,160,43,5,3177,62,528,602,404,226,78,26,0,1922,1335,5190,4674,2782,1299,649,238,48,16203,1056,3168,3640,3068,1667,865,293,84,13836,3419,7191,6277,5923,3450,1915,818,158,29142,640,486,392,283,154,69,24,10,2046,260,561,720,692,500,329,110,32,3205,4313,8234,7392,6896,4104,2306,951,198,34396,89,262,273,244,189,137,62,7,1271,1943,2199,2039,1996,1431,1228,1013,611,12475,8865,20479,19670,16038,9212,5428,2629,962,83273,Wanneroo
50601,628,281,155,85,24,4,1857,23,225,207,178,134,55,14,4,837,439,2585,1920,1028,689,369,140,29,7194,396,1483,1336,1033,777,423,156,36,5643,1506,3248,2303,2071,1719,1009,377,82,12313,342,215,148,96,83,47,11,3,934,114,215,298,270,231,147,53,12,1346,1960,3675,2753,2430,2030,1206,438,89,14595,36,108,81,79,79,70,27,9,497,698,934,858,787,723,698,487,270,5451,3569,9677,7785,5814,4587,2902,1295,451,36072,Armadale
50602,1090,470,266,123,20,5,3349,43,372,333,239,187,66,25,4,1263,1043,4786,2688,1283,816,368,120,22,11129,518,1673,1131,917,742,361,121,29,5498,993,2272,1510,1326,1116,632,321,104,8272,202,129,74,57,51,30,9,4,554,79,187,187,187,168,103,52,26,985,1267,2591,1778,1575,1333,764,382,135,9814,48,148,94,81,78,58,20,13,532,992,1855,1115,911,849,692,588,335,7347,3961,12751,8228,5470,4267,2426,1277,546,38924,Belmont - Victoria Park
50603,1483,988,538,228,66,10,5052,57,370,418,358,295,114,29,3,1649,1677,5056,3646,2509,1514,866,292,84,15642,853,1543,1333,1349,1162,726,291,95,7354,1174,1782,1601,1733,1522,1003,473,152,9434,258,133,124,104,82,47,12,8,763,107,174,204,260,238,197,101,32,1311,1538,2088,1929,2094,1840,1241,583,196,11509,87,149,139,121,102,90,54,20,760,916,1130,765,707,646,657,731,790,6347,5237,11968,9719,8127,6097,3926,2045,1194,48314,Canning
50604,1157,549,233,116,38,3,3377,39,267,298,230,179,66,16,0,1091,916,4145,3243,1718,971,492,187,28,11701,650,1911,1902,1481,1084,577,203,52,7855,1808,3423,3139,2925,2350,1393,613,141,15790,430,290,212,185,119,45,16,3,1298,156,277,383,368,295,198,88,24,1788,2389,3986,3738,3480,2767,1637,713,161,18869,72,169,175,127,97,101,49,22,817,1225,1590,1426,1101,1000,838,719,378,8274,5330,13301,11941,8694,6321,3824,1918,642,51981,Gosnells
50605,334,275,216,151,55,9,1287,23,137,184,207,196,93,16,4,852,337,1299,1422,1017,770,568,251,50,5711,231,637,866,971,770,605,241,53,4379,985,1831,1707,1779,1361,893,408,82,9038,173,106,107,75,54,41,12,0,567,63,121,207,207,189,143,80,22,1020,1215,2057,2023,2062,1598,1076,501,103,10625,16,46,55,47,62,88,42,5,371,480,529,482,517,589,545,473,227,3840,2305,4955,5351,5097,4194,3119,1578,456,27066,Kalamunda
50606,93,62,43,23,3,0,329,6,61,77,62,34,15,0,0,245,106,531,453,316,173,108,30,4,1728,130,490,391,363,275,104,42,3,1795,667,1356,940,928,605,327,88,25,4935,106,95,42,46,22,7,0,0,322,41,85,94,105,67,39,14,3,440,811,1532,1083,1080,694,377,98,26,5699,13,18,29,30,18,14,4,0,131,278,396,395,368,254,179,99,35,2008,1346,3136,2510,2280,1491,813,278,80,11936,Serpentine - Jarrahdale
50607,843,643,477,255,75,16,3219,34,251,268,292,237,107,26,11,1223,931,2843,1926,1478,1159,584,206,58,9191,244,591,508,569,675,459,202,65,3316,422,733,489,532,534,342,136,74,3258,85,41,34,38,32,32,4,0,271,43,72,65,101,148,96,45,25,594,542,850,587,672,714,466,187,100,4122,35,61,42,56,46,60,44,28,375,418,591,452,416,434,416,341,374,3449,2250,6053,4627,4130,3751,2352,1077,655,24893,South Perth
50701,953,519,311,122,22,7,2887,36,417,464,364,201,80,17,3,1583,856,4098,3445,1841,996,382,131,47,11800,515,1734,1879,1593,1074,504,151,45,7498,1646,3469,3358,2979,2135,1106,439,93,15226,328,240,199,128,83,46,9,3,1041,121,269,359,412,274,171,76,20,1703,2097,3975,3922,3524,2495,1320,527,119,17976,47,137,172,151,105,86,40,7,741,924,1269,1140,1053,903,774,682,429,7177,4501,12553,11965,9050,6077,3267,1571,664,49653,Cockburn
50702,559,629,453,273,67,12,2457,14,172,249,293,274,110,21,0,1140,411,1808,1595,1396,1088,584,176,44,7103,134,451,501,625,573,375,138,26,2822,291,755,587,707,612,330,211,50,3539,61,41,35,38,37,21,0,0,238,30,64,69,116,99,92,40,17,536,389,864,693,861,744,444,245,64,4313,4,35,42,49,60,47,22,12,274,341,617,541,522,513,411,356,254,3554,1311,4386,4183,4372,3712,2245,1028,421,21663,Fremantle
50703,231,91,48,17,9,0,742,18,131,118,64,39,12,4,0,394,204,1265,938,409,230,91,25,4,3176,208,669,592,413,280,116,31,7,2317,775,1670,1201,988,656,342,178,34,5844,185,137,69,65,39,9,4,0,510,61,116,131,116,74,61,20,12,590,1024,1929,1401,1165,765,418,201,44,6946,17,53,40,37,34,19,7,5,219,642,984,783,548,395,344,223,79,3992,2125,5373,4108,2729,1795,1022,499,141,17790,Kwinana
50704,1496,1306,1014,541,154,35,5529,70,423,582,696,566,250,76,23,2674,1686,4525,4327,3654,2841,1630,654,198,19520,522,995,1449,1773,1786,1240,584,224,8579,1017,1566,1542,1924,1661,1088,627,254,9675,189,101,81,97,106,65,23,15,676,85,129,228,337,347,308,185,70,1690,1285,1797,1851,2361,2109,1453,840,344,12036,41,98,126,145,180,157,78,51,875,637,763,649,770,806,792,909,863,6186,4307,9503,10480,10699,9312,6072,3290,1737,55396,Melville
50705,431,336,183,95,27,0,1374,37,243,299,301,170,54,18,3,1136,507,2048,2216,1500,845,478,178,54,7819,586,1708,2074,2077,1270,618,240,54,8616,2749,5446,4519,4522,2808,1674,748,186,22652,556,381,244,198,135,66,15,6,1602,207,370,470,397,346,238,92,27,2149,3514,6196,5232,5115,3291,1982,855,214,26398,54,105,122,147,120,95,55,16,711,1624,1810,1495,1554,1228,1099,1002,485,10310,6341,12406,11865,11030,7113,4410,2374,823,56365,Rockingham
50901,164,173,187,134,40,9,789,8,99,164,174,220,101,16,3,781,136,792,1020,942,851,578,224,57,4592,159,441,650,871,960,599,230,71,3983,991,1685,1575,1731,1530,923,371,98,8891,276,158,112,114,93,54,16,3,822,99,101,183,186,239,182,72,20,1092,1363,1941,1863,2033,1864,1160,462,119,10805,21,31,46,70,61,74,44,19,370,668,764,738,885,977,950,687,384,6051,2356,4155,4643,5148,5118,3602,1704,653,27384,Albany
50902,72,84,126,75,15,3,454,8,72,103,103,97,58,13,0,443,136,748,727,603,498,331,114,22,3179,98,359,488,677,717,507,165,30,3041,719,1443,1411,1633,1665,1024,352,64,8308,200,130,116,84,93,34,19,3,680,70,104,164,197,222,141,43,13,953,985,1673,1695,1916,1978,1198,416,80,9939,17,44,40,47,62,61,44,4,317,711,828,868,1052,1163,1064,664,269,6627,1956,3796,3996,4482,4646,3288,1431,413,24001,Wheat Belt - North
50903,31,42,22,15,0,0,141,4,37,52,40,58,11,5,0,213,73,327,324,234,192,85,25,12,1274,26,149,182,210,247,160,46,14,1043,257,560,461,505,492,270,91,17,2656,81,66,36,29,22,17,4,0,250,29,42,74,63,64,54,10,5,337,367,669,568,592,580,338,101,22,3240,3,8,10,8,19,22,13,4,89,259,270,276,347,419,365,254,104,2284,738,1480,1444,1480,1545,996,448,152,8286,Wheat Belt - South
51001,128,113,86,38,7,0,536,19,114,118,94,89,16,0,0,447,129,901,694,437,369,105,18,4,2657,90,415,410,382,281,101,20,4,1693,448,1049,944,795,605,210,53,3,4111,173,164,105,77,44,6,3,0,574,59,114,98,112,84,32,4,0,503,675,1330,1150,990,736,246,55,5,5183,17,25,24,20,26,6,0,0,115,959,1190,962,812,662,349,122,39,5094,1888,4134,3480,2840,2246,862,221,55,15724,Kimberley
51002,102,51,19,7,3,0,273,6,81,72,38,33,7,0,0,231,93,687,471,227,111,34,3,0,1617,58,397,370,303,165,34,3,0,1322,403,1805,1219,941,488,81,8,6,4937,85,122,67,39,7,5,0,0,316,19,83,80,53,38,7,0,0,278,502,2006,1366,1030,532,87,8,6,5535,9,38,24,25,11,3,0,0,115,527,1246,909,808,498,130,35,15,4175,1199,4544,3313,2484,1357,303,53,22,13274,East Pilbara
51003,186,78,52,4,0,0,511,6,86,99,71,22,3,0,0,291,140,1050,817,426,188,46,7,0,2665,66,559,642,444,262,46,3,0,2027,542,2494,2068,1502,774,118,16,0,7522,95,140,92,41,24,0,0,0,403,36,120,158,116,65,3,0,0,497,676,2766,2316,1662,862,124,23,0,8422,11,29,37,26,18,3,0,0,122,554,1473,1229,1040,539,136,24,3,5003,1451,6143,5331,3746,1938,368,53,7,19036,West Pilbara
51101,28,20,26,14,0,0,112,3,32,45,36,35,14,3,0,163,47,233,236,184,113,81,34,7,938,24,140,162,189,177,102,50,6,853,252,481,462,491,378,173,66,13,2324,73,58,33,34,29,11,0,0,242,20,34,58,55,50,34,21,6,270,342,562,560,577,459,217,92,25,2833,3,5,11,18,22,18,7,3,84,275,261,266,351,313,281,178,89,2015,699,1257,1302,1372,1144,732,370,127,7007,Esperance
51102,26,20,15,5,0,0,98,0,15,20,27,19,0,0,0,78,36,216,162,131,87,40,8,4,676,18,95,104,102,96,48,14,0,487,124,276,287,308,235,149,34,10,1427,43,35,33,24,17,9,3,0,162,14,28,36,24,43,21,7,3,175,177,339,352,360,296,179,50,15,1768,7,10,5,8,9,6,0,0,53,161,227,233,212,193,155,77,28,1288,397,932,912,859,714,440,147,46,4439,Gascoyne
51103,164,94,65,14,0,0,550,14,93,97,56,63,20,3,0,338,181,904,619,392,236,76,17,3,2415,83,454,472,407,265,79,31,7,1783,689,1762,1323,1257,842,283,67,12,6238,142,110,65,51,31,11,3,0,422,66,117,133,106,90,35,12,0,561,905,1993,1518,1414,963,328,79,17,7223,13,29,26,27,23,15,10,3,142,686,1054,842,828,687,366,161,45,4666,1870,4728,3745,3210,2304,891,297,66,17116,Goldfields
51104,139,122,100,36,14,0,499,20,118,131,139,92,49,7,0,559,138,798,847,692,433,237,76,14,3234,170,429,620,683,643,331,121,18,3011,937,1779,1594,1779,1426,784,285,52,8627,267,161,130,116,92,43,16,0,824,58,110,172,170,180,121,50,6,868,1258,2049,1897,2066,1700,951,349,63,10325,13,34,47,38,56,44,20,7,261,820,897,858,974,909,775,518,214,5957,2420,4407,4533,4715,3938,2419,1097,315,23847,Mid West
60101,22,24,16,7,0,0,93,3,15,18,26,27,9,0,3,100,41,135,124,115,101,48,11,4,589,26,132,193,155,143,63,17,3,732,309,649,556,425,381,205,62,6,2599,86,85,41,26,18,14,3,0,267,35,51,60,58,60,27,4,3,298,432,787,657,510,458,242,70,9,3166,16,10,14,11,26,8,3,0,82,245,201,213,208,232,209,123,47,1483,766,1300,1249,1037,999,588,233,75,6245,Brighton
60102,347,292,271,178,44,21,1436,14,178,213,258,212,117,34,0,1027,245,1247,1321,962,989,578,201,106,5650,117,430,681,819,749,608,276,97,3786,699,1519,1337,1463,1303,746,440,139,7651,141,141,84,72,79,31,5,9,562,66,92,161,190,185,148,81,38,966,905,1754,1585,1723,1571,927,531,187,9179,8,28,27,58,55,86,63,18,349,458,490,473,511,555,593,518,274,3875,1762,4405,4639,4620,4412,3091,1669,708,25300,Hobart - North East
60103,191,137,102,52,16,6,732,4,109,120,127,103,39,9,3,519,145,841,705,489,428,225,105,31,2960,91,471,558,626,506,287,127,40,2702,860,1896,1535,1532,1319,692,405,110,8346,210,214,124,94,73,48,14,3,779,68,142,149,151,159,90,53,18,828,1135,2251,1805,1781,1558,825,473,130,9959,20,41,35,48,44,49,30,7,273,553,507,505,610,667,698,616,296,4458,1964,4455,3915,3820,3402,2165,1370,510,21605,Hobart - North West
