sa3_code16,p_pgrad_deg_35_44,p_pgrad_deg_45_54,p_pgrad_deg_55_64,p_pgrad_deg_65_74,p_pgrad_deg_75_84,p_pgrad_deg_85ov,p_pgrad_deg_total,p_graddip_and_gradcert_15_24,p_graddip_and_gradcert_25_34,p_graddip_and_gradcert_35_44,p_graddip_and_gradcert_45_54,p_graddip_and_gradcert_55_64,p_graddip_and_gradcert_65_74,p_graddip_and_gradcert_75_84,p_graddip_and_gradcert_85ov,p_graddip_and_gradcert_total,p_bachdeg_15_24,p_bachdeg_25_34,p_bachdeg_35_44,p_bachdeg_45_54,p_bachdeg_55_64,p_bachdeg_65_74,p_bachdeg_75_84,p_bachdeg_85ov,p_bachdeg_total,p_advdip_and_dip_15_24,p_advdip_and_dip_25_34,p_advdip_and_dip_35_44,p_advdip_and_dip_45_54,p_advdip_and_dip_55_64,p_advdip_and_dip_65_74,p_advdip_and_dip_75_84,p_advdip_and_dip_85ov,p_advdip_and_dip_total,p_cert_iii_iv_15_24,p_cert_iii_iv_25_34,p_cert_iii_iv_35_44,p_cert_iii_iv_45_54,p_cert_iii_iv_55_64,p_cert_iii_iv_65_74,p_cert_iii_iv_75_84,p_cert_iii_iv_85ov,p_cert_iii_iv_total,p_cert_i_ii_15_24,p_cert_i_ii_25_34,p_cert_i_ii_35_44,p_cert_i_ii_45_54,p_cert_i_ii_55_64,p_cert_i_ii_65_74,p_cert_i_ii_75_84,p_cert_i_ii_85ov,p_cert_i_ii_total,p_cert_levl_nfd_15_24,p_cert_levl_nfd_25_34,p_cert_levl_nfd_35_44,p_cert_levl_nfd_45_54,p_cert_levl_nfd_55_64,p_cert_levl_nfd_65_74,p_cert_levl_nfd_75_84,p_cert_levl_nfd_85ov,p_cert_levl_nfd_total,p_cert_lev_tot_15_24,p_cert_lev_tot_25_34,p_cert_lev_tot_35_44,p_cert_lev_tot_45_54,p_cert_lev_tot_55_64,p_cert_lev_tot_65_74,p_cert_lev_tot_75_84,p_cert_lev_tot_85ov,p_cert_lev_tot_total,p_lev_edu_ides_15_24,p_lev_edu_ides_25_34,p_lev_edu_ides_35_44,p_lev_edu_ides_45_54,p_lev_edu_ides_55_64,p_lev_edu_ides_65_74,p_lev_edu_ides_75_84,p_lev_edu_ides_85ov,p_lev_edu_ides_total,p_lev_edu_ns_15_24,p_lev_edu_ns_25_34,p_lev_edu_ns_35_44,p_lev_edu_ns_45_54,p_lev_edu_ns_55_64,p_lev_edu_ns_65_74,p_lev_edu_ns_75_84,p_lev_edu_ns_85ov,p_lev_edu_ns_total,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_total,sa3_name16
21205,3989,2534,1486,769,297,55,14111,83,640,829,955,741,367,108,19,3741,3915,9717,7371,5471,3583,1982,903,254,33197,1488,2536,2468,2699,2059,1462,854,261,13821,1252,1957,1979,2582,1853,1408,1122,356,12514,171,119,129,161,114,83,30,16,820,144,194,279,427,368,346,204,92,2057,1567,2277,2386,3163,2338,1838,1356,465,15392,156,251,218,258,230,169,146,63,1491,1568,1496,1214,1199,1132,1245,1405,1201,10467,9078,21613,18473,16282,11565,7838,5064,2315,92217,Monash
21301,1281,500,273,123,16,3,4206,92,476,443,315,187,68,20,5,1598,2166,6795,4416,2434,1571,676,144,32,18220,1396,3898,2695,1971,1334,518,140,28,11982,2160,4198,3638,3540,2790,1584,603,166,18668,263,325,288,265,176,66,20,4,1410,241,463,507,505,422,203,60,22,2416,2664,4979,4436,4307,3381,1850,684,188,22493,99,313,211,176,178,102,19,13,1119,2236,2531,1993,1935,1959,1835,1151,593,14229,8829,20814,15468,11636,8891,5172,2176,857,73844,Brimbank
21302,1298,908,529,196,28,5,3978,24,385,535,514,403,124,27,6,2019,747,3585,3688,2154,1257,545,173,44,12192,415,1349,1491,1390,890,457,141,48,6177,825,1816,1661,1921,1503,782,400,174,9082,89,112,92,92,72,31,16,3,499,80,174,229,256,187,128,41,24,1118,996,2101,1979,2272,1763,937,457,198,10696,31,89,94,88,80,61,27,17,480,610,833,819,802,784,732,669,402,5651,2865,9297,9908,8117,5705,3048,1516,718,41188,Hobsons Bay
21303,1661,718,376,107,19,6,5545,49,713,693,483,264,62,11,0,2263,1562,6437,4423,1891,931,308,73,22,15652,684,2015,1505,1036,598,211,66,31,6139,709,1678,1278,1154,832,360,173,81,6271,130,110,84,80,56,21,4,0,484,73,206,188,193,128,57,17,6,873,910,2000,1548,1430,1018,437,193,90,7623,58,160,122,73,54,39,13,9,515,938,1516,1152,850,701,512,433,332,6415,4359,15329,11098,6487,3938,1668,802,482,44164,Maribyrnong
21304,1255,529,292,121,32,3,3248,61,407,568,339,253,91,20,0,1735,925,4206,4398,2024,1107,492,104,28,13286,905,2825,3029,1959,1209,512,140,38,10619,2341,5185,4912,3860,2534,1310,416,93,20658,285,317,301,202,146,59,4,0,1321,224,421,615,464,355,217,44,13,2342,2850,5928,5827,4523,3040,1586,464,107,24325,61,145,186,130,103,85,38,15,762,1726,2104,2040,1620,1352,1182,600,240,10873,6611,16567,17303,11122,7361,4060,1394,429,64841,Melton - Bacchus Marsh
21305,4628,1164,547,216,45,4,11924,67,811,1002,515,341,119,23,6,2890,1725,9952,8035,3366,1823,730,180,39,25856,1321,5303,4456,3016,1738,688,182,45,16764,2778,6154,5479,4783,3022,1478,503,117,24317,347,360,353,264,147,68,11,0,1547,242,569,693,561,405,209,48,13,2751,3373,7080,6521,5613,3576,1755,557,131,28612,97,413,377,222,173,110,48,8,1447,2149,3280,2607,1947,1545,1271,743,353,13905,8904,31991,27637,15841,9750,4891,1796,596,101396,Wyndham
21401,686,479,377,181,49,14,2419,66,422,496,412,384,197,43,9,2028,694,3110,3020,1946,1409,825,309,99,11407,858,2507,2507,2242,1653,953,332,103,11147,2188,4924,4404,4393,3357,1890,843,268,22255,272,252,252,220,161,85,27,4,1272,189,303,400,440,419,257,118,58,2184,2643,5477,5057,5054,3932,2231,983,335,25716,36,103,112,126,152,145,85,22,783,1344,1441,1436,1536,1498,1463,1211,708,10647,5675,13658,13317,11793,9406,6000,3010,1288,64144,Frankston
21402,686,817,742,603,229,45,3524,42,312,609,692,718,493,127,20,3009,586,2342,3489,2968,2566,2333,990,263,15553,656,1607,2435,2766,2598,2228,1014,324,13621,1988,4079,4188,4947,4070,2885,1606,468,24222,240,202,225,240,202,163,49,14,1330,170,238,373,492,535,538,215,96,2666,2396,4517,4786,5685,4807,3591,1868,574,28221,38,65,125,149,182,273,170,76,1074,1225,959,1244,1598,1834,2394,2129,1184,12579,4983,10174,13369,14673,13444,11926,6526,2483,77580,Mornington Peninsula
21501,149,112,104,68,22,4,608,12,133,148,176,190,87,13,6,760,227,905,808,648,709,414,124,48,3884,157,551,679,799,853,548,188,75,3846,884,1646,1468,1736,1624,930,367,97,8763,127,124,120,123,102,65,12,4,673,69,111,141,175,202,122,40,14,865,1080,1877,1723,2036,1928,1123,418,115,10306,18,40,28,49,63,55,35,15,296,628,665,690,815,963,1021,814,515,6116,2146,4288,4224,4630,4821,3318,1617,777,25819,Grampians
21502,136,93,88,37,10,0,486,25,104,137,165,120,50,12,4,612,203,925,831,609,524,228,95,17,3425,168,542,610,673,610,348,114,24,3088,846,1732,1421,1521,1208,652,248,70,7703,197,143,105,87,69,30,5,4,633,77,109,134,169,141,85,21,4,751,1127,1987,1652,1781,1420,764,275,79,9087,26,28,39,30,35,40,21,13,231,796,728,585,762,879,912,701,387,5753,2362,4419,3999,4117,3676,2378,1224,526,22696,Mildura
21503,67,37,40,22,0,3,221,8,62,75,90,97,46,8,4,382,121,576,460,327,339,163,88,31,2099,110,293,380,391,418,259,100,30,1976,545,984,884,1093,983,561,192,52,5293,72,70,74,62,61,26,4,5,378,43,72,91,90,86,56,18,3,457,665,1126,1048,1245,1130,643,211,60,6131,7,25,12,25,23,25,18,9,140,567,500,472,657,789,777,614,326,4704,1489,2628,2512,2775,2826,1925,1039,462,15646,Murray River - Swan Hill
21601,67,59,52,34,4,3,291,11,80,91,108,92,52,12,0,448,98,518,581,386,375,206,72,16,2259,98,324,373,489,486,285,121,34,2215,592,1132,1069,1271,1074,632,264,80,6120,68,78,73,57,45,27,5,0,367,46,58,100,91,104,82,31,14,525,708,1266,1241,1421,1219,747,302,101,7012,7,24,22,20,28,43,22,7,166,450,297,376,486,608,678,608,331,3845,1373,2592,2742,2970,2864,2039,1151,499,16233,Campaspe
21602,48,35,32,33,5,0,214,0,53,52,74,78,35,10,0,301,79,339,359,264,251,167,63,19,1546,89,268,281,350,373,255,97,17,1722,449,807,805,915,800,518,267,64,4618,49,50,49,60,50,20,5,0,296,29,57,71,92,76,73,22,12,429,536,910,924,1062,926,615,290,75,5346,3,14,15,10,27,41,27,9,150,356,256,272,369,536,606,494,239,3136,1080,1886,1949,2174,2226,1752,988,363,12418,Moira
21603,220,197,139,49,21,6,921,19,192,235,219,221,68,17,3,968,270,1240,994,734,638,326,90,24,4327,244,786,832,812,657,406,144,60,3933,1041,1836,1660,1721,1367,755,292,78,8750,131,106,93,114,84,44,6,3,584,75,128,139,165,124,97,42,12,782,1251,2070,1889,1993,1577,903,341,90,10124,17,63,52,41,34,37,28,13,295,807,871,813,917,910,952,683,359,6315,2647,5478,5036,4910,4181,2741,1324,555,26880,Shepparton
21701,86,88,87,44,22,0,393,12,64,98,130,112,51,8,3,481,90,498,522,428,472,290,78,37,2407,90,258,400,465,520,316,125,42,2218,581,961,994,1306,1068,631,200,70,5813,116,85,71,72,64,37,3,0,455,34,65,74,107,127,86,31,10,537,732,1113,1141,1484,1259,752,231,85,6798,12,13,16,36,34,31,18,7,165,423,267,333,454,624,632,475,271,3477,1371,2269,2601,3078,3100,2113,963,445,15936,Glenelg - Southern Grampians
21703,66,76,102,74,20,6,412,9,67,80,92,120,69,14,0,445,100,485,534,442,478,338,93,28,2505,115,290,399,490,539,347,118,41,2338,600,1098,1044,1189,972,510,219,66,5702,77,75,52,55,65,26,3,0,353,47,84,97,109,101,69,21,8,535,722,1261,1191,1348,1143,608,248,70,6591,5,16,17,25,29,31,19,0,147,439,331,328,548,623,652,517,251,3690,1403,2515,2617,3022,3031,2115,1028,396,16127,Colac - Corangamite
21704,195,182,174,114,24,0,827,3,150,204,204,189,86,16,4,852,244,1052,1085,819,721,375,124,43,4465,169,589,619,749,670,449,168,45,3463,875,1557,1531,1459,1153,615,246,86,7519,102,112,92,79,68,37,3,0,501,62,102,138,130,138,91,26,11,697,1043,1779,1763,1666,1367,737,278,99,8718,9,27,24,35,45,43,23,17,221,621,425,485,646,725,742,610,352,4602,2112,4141,4376,4293,3880,2548,1242,556,23149,Warrnambool
30101,410,429,285,160,34,4,1593,20,157,217,278,215,76,29,0,983,545,1534,1706,1426,1057,533,142,36,6978,422,969,1269,1335,1135,485,162,43,5818,1333,2489,2260,2343,2105,1132,420,113,12194,233,135,94,96,94,41,11,3,714,111,137,185,240,261,150,50,27,1161,1682,2757,2544,2688,2466,1324,475,142,14073,23,43,41,97,81,94,35,11,424,376,399,468,484,569,503,457,409,3662,3076,6104,6644,6735,5806,3179,1332,656,33535,Capalaba
30102,393,513,377,270,74,22,1839,30,126,219,282,289,150,52,17,1163,458,1319,1703,1520,1233,909,305,76,7516,437,910,1358,1685,1334,895,384,104,7105,1357,2356,2518,2871,2380,1658,748,233,14121,237,124,129,114,105,79,24,7,815,97,134,247,310,324,258,116,56,1537,1692,2612,2886,3295,2802,1990,887,296,16475,22,39,54,87,106,113,55,26,504,480,483,579,752,831,945,798,521,5384,3128,5669,7187,8144,6976,5268,2555,1058,39984,Cleveland - Stradbroke
30103,762,562,334,148,35,4,2206,24,188,326,306,216,87,22,4,1187,434,1986,2665,1709,948,473,171,47,8428,375,995,1430,1334,811,393,153,53,5534,975,1827,2031,1928,1503,918,362,104,9651,168,96,83,72,62,30,9,0,521,91,146,224,216,214,134,54,24,1105,1234,2075,2341,2219,1783,1089,425,132,11282,22,52,79,66,63,54,25,14,390,488,493,589,619,552,517,434,302,3990,2590,6140,8189,6811,4702,2761,1264,557,33016,Wynnum - Manly
30201,545,424,284,148,46,11,1851,17,131,234,213,169,82,14,8,869,435,1630,1620,1161,773,398,155,47,6223,237,617,706,725,539,356,165,37,3385,660,1128,920,906,744,457,231,80,5119,102,64,40,42,42,21,8,4,324,52,82,87,119,105,89,38,15,590,811,1275,1049,1066,884,563,280,101,6029,15,40,43,45,44,51,31,14,280,251,299,253,257,228,255,280,287,2119,1790,4368,4452,3902,2925,1860,963,497,20760,Bald Hills - Everton Park
30202,911,584,369,164,48,23,2900,32,344,390,355,248,79,37,6,1498,817,3508,3065,1857,1138,556,254,70,11265,424,1203,1238,1104,754,445,244,96,5512,1119,2090,1480,1512,1074,629,432,159,8501,171,130,92,84,47,30,6,0,555,88,173,173,173,151,122,62,29,965,1369,2392,1744,1775,1270,778,502,187,10023,22,67,57,53,56,50,45,29,384,550,758,606,541,486,440,541,554,4477,3247,9048,8019,6265,4328,2520,1673,964,36058,Chermside
30203,481,256,186,92,19,6,1633,24,195,230,169,125,57,11,4,814,481,2260,1567,740,491,236,105,39,5918,285,881,710,609,451,202,101,23,3253,674,1314,956,845,704,378,163,56,5094,118,76,55,41,32,11,3,0,346,49,106,106,87,105,56,24,4,534,845,1499,1113,969,841,446,194,62,5972,18,53,54,61,36,32,20,6,283,319,557,411,351,303,254,213,286,2683,2005,5997,4566,3153,2432,1311,664,427,20561,Nundah
30204,588,357,205,98,33,5,1821,21,170,260,239,159,73,27,6,955,464,2009,2088,1254,702,360,150,34,7041,384,1033,1075,1050,694,342,116,40,4735,952,1705,1651,1516,1245,708,321,118,8206,155,114,80,71,56,35,6,0,522,83,117,157,190,136,93,50,18,841,1185,1937,1886,1776,1430,837,376,140,9574,23,67,60,52,58,51,38,14,360,493,474,496,486,428,488,503,329,3697,2588,6212,6447,5220,3674,2246,1238,560,28186,Sandgate
30301,806,668,421,155,31,5,2709,31,269,343,328,229,77,26,4,1307,789,2532,2409,1710,1065,444,144,45,9142,337,729,893,881,622,338,92,48,3943,636,1157,934,933,816,445,253,90,5276,105,63,55,49,41,19,9,0,345,70,92,117,114,141,95,35,16,672,807,1319,1103,1092,1002,565,297,107,6289,17,50,48,57,58,46,16,14,306,371,522,400,362,310,286,305,274,2831,2393,6005,5996,5106,3702,1904,925,500,26534,Carindale
30302,1440,1011,644,261,73,34,5424,56,637,514,496,317,118,26,6,2176,1858,5796,3661,2253,1406,649,234,85,15948,628,1410,1144,1039,683,362,161,73,5495,998,1739,1146,1053,829,401,252,101,6512,197,85,67,55,44,18,11,4,477,79,155,129,154,123,101,35,22,808,1278,1986,1340,1261,993,513,295,130,7800,41,83,88,58,62,48,27,19,424,850,1245,714,651,501,406,385,294,5052,4829,13003,8904,6773,4609,2353,1209,643,42310,Holland Park - Yeronga
30303,1317,778,482,213,65,13,4626,44,345,358,312,240,117,29,6,1445,1426,3916,3052,1968,1236,632,244,53,12520,662,1107,1109,1082,698,500,212,48,5415,871,1362,1258,1253,903,630,391,105,6777,194,87,88,73,39,35,7,3,530,98,115,145,193,157,121,56,17,916,1169,1570,1490,1519,1103,788,454,130,8218,67,121,66,82,67,68,39,18,527,615,704,472,534,470,440,436,295,3965,4098,9398,7863,6275,4300,2747,1485,560,36724,Mt Gravatt
30304,821,525,282,127,44,3,2769,21,203,272,228,142,77,24,0,959,696,2294,1833,1060,628,323,120,41,6990,349,593,593,545,366,217,113,40,2818,539,827,722,758,496,345,214,80,3971,93,58,37,38,22,18,3,4,281,41,62,98,83,90,48,26,8,456,678,942,859,879,613,404,244,92,4708,18,57,48,42,27,31,20,6,250,391,414,349,340,260,240,196,112,2302,2203,5421,4778,3609,2319,1421,752,286,20795,Nathan
30305,1012,458,232,121,25,0,3298,23,171,223,153,86,51,11,0,723,723,3062,2214,1181,782,339,95,21,8410,456,1078,981,848,636,270,93,18,4380,839,1373,1317,1251,938,479,202,55,6459,176,92,81,72,47,21,3,0,494,76,112,172,137,146,83,23,12,755,1095,1582,1569,1462,1127,577,233,67,7715,39,94,81,79,61,45,15,13,434,479,604,493,449,389,327,261,205,3200,2873,7985,6570,4632,3311,1723,732,327,28157,Rocklea - Acacia Ridge
30905,256,270,163,89,20,0,933,10,69,160,141,83,47,0,0,518,185,666,1139,718,449,217,68,21,3461,188,389,686,748,516,254,85,10,2871,533,835,1082,1226,871,509,186,33,5274,64,46,45,38,37,17,3,3,253,53,59,117,137,116,84,24,11,607,655,939,1244,1400,1029,612,211,44,6132,11,21,38,35,43,45,25,3,219,245,250,338,332,289,285,174,74,1986,1295,2464,3855,3640,2572,1546,592,153,16119,Mudgeeraba - Tallebudgera
30906,364,284,226,101,21,7,1290,31,142,213,160,151,53,13,0,764,399,1386,1507,1043,737,452,154,40,5724,425,1057,1285,1196,801,442,166,44,5421,1194,2185,2345,2249,1596,1092,395,105,11167,224,103,115,79,70,42,6,3,628,106,153,249,248,201,171,58,15,1203,1517,2437,2711,2577,1865,1306,458,122,12995,26,47,70,86,82,61,49,17,444,602,660,647,710,715,652,513,394,4891,3030,5992,6798,6053,4587,3073,1380,619,31525,Nerang
30907,687,499,297,159,39,5,2242,42,230,319,299,187,88,21,3,1198,654,2520,2735,1689,1021,636,167,46,9468,772,2085,2508,2173,1258,711,208,28,9743,2326,4529,4469,3795,2491,1466,520,100,19691,358,249,214,115,108,46,14,0,1102,192,374,502,417,323,243,96,33,2172,2871,5156,5174,4322,2919,1754,629,129,22957,41,107,141,131,109,96,50,14,693,1305,1492,1462,1394,1064,976,508,309,8512,5726,12107,13027,10507,6874,4419,1614,540,54820,Ormeau - Oxenford
31503,44,38,38,7,0,0,164,3,37,40,39,46,6,3,0,169,114,337,271,161,159,68,23,5,1145,45,130,161,262,209,65,23,5,895,326,554,415,406,392,182,62,7,2356,68,46,37,32,25,7,0,0,220,28,39,38,50,54,20,9,3,232,431,640,488,491,469,205,70,10,2803,6,4,4,17,11,3,9,3,64,226,223,205,249,297,271,186,85,1732,820,1399,1213,1251,1237,629,314,109,6966,Outback - South
31601,368,394,274,179,69,9,1512,18,118,201,270,199,106,30,5,944,368,1267,1581,1311,844,633,247,82,6335,285,632,997,1102,800,539,304,103,4754,1042,1458,1542,1640,1237,833,396,138,8294,207,68,73,59,61,35,18,5,520,85,125,141,168,189,142,90,30,973,1333,1651,1748,1867,1493,1014,509,168,9787,31,31,56,58,60,54,54,25,368,505,412,410,462,417,476,500,423,3596,2545,4326,5352,5465,4080,3002,1723,810,27292,Buderim
31602,360,343,309,219,83,13,1531,16,137,219,279,242,171,37,5,1105,334,1527,1879,1388,1103,852,341,111,7543,318,881,1349,1353,1104,831,424,122,6387,1262,2313,2548,2674,2221,1581,874,271,13745,255,134,114,105,94,71,27,5,801,117,191,223,269,290,283,118,34,1526,1633,2632,2884,3044,2604,1935,1024,317,16070,16,50,56,80,88,135,85,33,546,572,526,644,771,745,986,827,535,5608,2898,5951,7390,7263,6196,5135,2816,1132,38782,Caloundra
31603,302,260,291,155,57,6,1396,19,136,171,221,207,120,40,0,915,410,1600,1368,1118,900,611,215,64,6288,250,790,897,1006,929,600,207,57,4737,936,1884,1673,1824,1670,998,441,145,9566,168,86,65,71,84,50,17,0,538,84,123,148,207,213,183,76,30,1065,1186,2099,1887,2100,1965,1227,528,174,11168,18,41,52,61,71,83,62,13,394,578,650,580,655,748,743,645,437,5032,2476,5623,5266,5413,5116,3542,1768,741,29939,Maroochy
31605,211,242,258,224,81,9,1131,4,66,132,179,170,121,40,7,711,133,648,1113,961,835,730,250,75,4732,120,411,723,873,736,681,289,88,3930,474,841,1130,1300,1118,849,352,112,6174,77,44,52,53,50,50,21,4,351,51,66,92,151,184,213,85,24,872,597,948,1281,1502,1353,1111,464,142,7398,8,25,43,52,65,69,58,13,342,295,279,450,451,512,613,471,347,3413,1153,2478,3947,4260,3925,3557,1650,679,21655,Noosa
31606,172,256,270,236,66,13,1080,12,72,125,204,243,153,23,3,839,166,580,1027,988,897,656,231,48,4590,160,428,730,976,989,673,240,66,4267,707,1278,1578,1786,1546,1055,376,86,8408,145,92,81,63,79,54,3,4,510,73,93,157,199,194,198,75,17,1001,922,1461,1813,2046,1820,1308,449,106,9915,15,14,32,50,62,76,38,12,294,470,336,433,575,657,634,377,205,3694,1748,2958,4340,5091,4937,3736,1428,450,24691,Sunshine Coast Hinterland
31607,169,180,154,103,26,13,725,4,70,128,163,153,65,16,0,607,142,703,907,733,578,383,121,38,3607,167,433,689,742,634,428,146,41,3281,709,1413,1499,1513,1309,804,325,79,7643,155,65,60,65,49,25,8,0,436,59,83,108,137,158,112,51,14,715,922,1562,1666,1719,1511,938,379,92,8786,12,23,33,48,47,62,37,12,275,348,355,408,467,464,514,392,274,3218,1599,3226,3993,4052,3547,2489,1124,471,20500,Nambour
31608,68,115,130,104,20,0,479,3,21,57,93,102,56,19,0,356,51,198,529,534,416,282,98,10,2124,48,156,333,464,491,299,87,13,1899,234,431,687,904,794,517,171,29,3769,57,24,31,40,29,22,3,0,215,29,32,57,94,96,78,25,3,423,324,479,779,1038,921,615,204,36,4401,7,5,11,24,30,25,16,3,128,173,103,244,281,317,325,149,76,1659,611,999,2019,2554,2421,1713,593,140,11048,Noosa Hinterland
31801,51,70,51,27,6,0,254,7,56,60,56,70,20,5,4,285,150,508,463,397,321,184,52,15,2094,80,193,308,411,357,201,89,17,1661,694,1167,1179,1239,1221,735,296,65,6597,172,96,65,63,49,19,9,0,473,55,62,96,106,115,60,21,3,506,917,1330,1344,1402,1387,814,318,66,7577,11,15,18,31,32,34,23,0,172,537,391,465,593,624,691,514,225,4043,1708,2532,2707,2965,2851,1978,1014,337,16077,Charters Towers - Ayr - Ingham
31802,1071,949,716,322,92,13,4051,87,518,568,537,366,163,33,6,2280,1419,5104,4120,2978,2053,1021,337,68,17098,782,2172,2609,2723,2009,988,315,90,11680,3972,7397,5993,5542,4355,2271,804,210,30543,785,400,285,209,167,65,17,5,1942,250,418,413,430,400,258,98,27,2298,5013,8211,6691,6186,4922,2592,919,242,34774,71,150,144,152,144,119,58,10,847,2964,2810,2312,2362,2024,1700,1100,489,15748,10373,19811,17513,15881,12219,6900,2858,919,86475,Townsville
31901,221,201,186,106,42,0,904,22,102,148,201,212,94,28,3,809,270,1178,1261,1045,926,548,200,63,5497,160,594,831,1017,1020,700,256,60,4652,1377,2342,2396,2590,2723,1929,831,186,14371,394,231,166,129,126,69,25,4,1145,114,181,188,252,256,236,111,23,1367,1889,2757,2751,2967,3101,2231,969,219,16883,24,66,53,70,85,101,50,25,471,902,799,770,1050,1274,1469,1197,539,7997,3274,5643,6035,6552,6806,5246,2745,911,37211,Bundaberg
31902,72,75,64,65,9,0,338,14,54,75,83,85,35,6,0,347,121,525,533,440,458,262,83,16,2428,87,279,455,586,562,371,122,26,2490,658,1112,1213,1366,1365,968,338,59,7086,216,134,100,97,80,45,3,0,677,69,89,151,164,170,118,34,10,804,940,1334,1458,1632,1620,1135,380,63,8571,15,20,24,30,47,56,30,4,228,657,523,601,803,888,959,702,289,5424,1834,2779,3220,3647,3722,2889,1347,392,19826,Burnett
31903,77,103,112,66,18,0,412,3,44,82,109,115,67,13,0,429,85,392,506,513,584,386,109,19,2592,120,335,514,721,702,464,140,24,3010,742,1342,1444,1593,1633,1125,394,65,8344,227,125,105,98,102,40,5,0,705,60,90,138,176,176,137,44,8,835,1036,1558,1684,1860,1914,1303,440,81,9882,13,17,24,48,50,73,29,5,260,495,423,485,758,861,976,648,309,4949,1753,2812,3372,4110,4325,3333,1394,440,21545,Gympie - Cooloola
31904,158,142,145,109,23,4,685,19,56,127,154,158,97,24,3,644,155,717,810,709,597,475,188,29,3675,115,410,631,774,841,617,226,56,3666,758,1314,1538,1764,1805,1603,744,145,9671,217,113,99,77,58,64,12,6,652,66,117,150,171,225,219,102,26,1074,1047,1541,1786,2009,2090,1888,862,172,11395,17,21,25,55,65,95,44,11,344,513,432,542,643,852,1118,887,407,5391,1882,3274,4074,4487,4759,4398,2261,684,25809,Hervey Bay
30503,1755,1362,800,308,86,26,6488,79,671,659,628,389,155,42,5,2622,2066,7133,4543,3269,1851,956,288,84,20191,879,1749,1278,1280,805,489,200,60,6743,1232,2078,1202,1122,862,484,187,71,7244,194,126,70,51,40,31,10,4,526,116,167,181,160,155,124,45,11,964,1547,2375,1456,1339,1055,640,243,93,8735,48,116,115,88,75,56,47,24,567,1071,1745,1093,931,781,525,367,326,6844,5790,15837,10900,8890,5756,3120,1271,620,52191,Brisbane Inner - North
30504,1442,1264,834,403,97,11,5436,56,393,468,459,334,164,36,7,1914,1767,4456,3257,2467,1424,777,218,62,14421,428,750,676,773,565,313,132,28,3665,694,1020,616,612,454,217,116,46,3778,111,49,35,26,26,8,7,0,259,56,82,84,79,100,62,24,12,503,858,1145,735,718,586,296,146,63,4537,39,60,49,45,43,38,35,9,308,674,843,511,501,397,294,178,105,3492,3895,8949,7136,6225,4186,2273,836,275,33776,Brisbane Inner - West
30601,415,443,315,127,29,3,1549,10,148,235,243,202,88,20,3,942,269,1437,1558,1330,896,406,102,14,6011,158,702,1130,1218,852,429,99,19,4607,731,1616,1810,1828,1433,749,228,45,8441,137,95,84,76,48,19,3,0,461,58,122,155,197,164,103,40,10,845,927,1827,2046,2105,1645,873,274,55,9751,21,42,67,72,70,61,22,8,360,513,587,709,808,714,544,261,87,4219,1905,4949,6159,6213,4690,2522,811,190,27429,Cairns - North
30602,463,403,272,141,41,8,1732,23,245,267,299,206,78,16,3,1130,558,2503,2145,1561,1077,559,163,49,8621,325,1390,1659,1499,1106,555,177,54,6764,1738,3354,3201,2939,2374,1318,488,98,15508,378,277,230,167,113,51,7,3,1232,147,262,320,294,268,152,47,19,1510,2260,3891,3750,3401,2749,1523,548,116,18252,40,92,101,119,91,73,33,26,575,1694,1918,1716,1743,1512,1134,720,340,10778,4930,10410,10099,9033,7015,4061,1697,601,47854,Cairns - South
30306,978,454,266,120,38,7,3370,18,179,172,147,105,60,14,0,695,980,2976,1792,1043,798,478,149,39,8269,515,999,714,607,501,318,99,41,3797,560,834,781,781,683,438,185,57,4321,92,68,52,43,38,20,3,3,313,72,103,107,113,98,78,33,14,612,715,998,945,932,820,534,227,72,5248,58,135,85,65,82,43,16,3,500,421,516,364,314,295,312,242,226,2684,2798,7218,5055,3563,2870,1871,787,392,24552,Sunnybank
30401,590,498,428,207,50,5,2092,14,132,196,193,177,82,17,3,819,391,1260,1564,1191,846,502,134,41,5934,163,382,561,648,561,335,105,32,2781,334,624,650,705,563,368,140,32,3422,75,19,24,26,33,24,3,0,209,29,53,77,86,92,98,36,9,477,446,691,747,821,687,487,176,44,4106,13,29,33,49,34,31,23,4,218,138,142,180,199,177,225,184,238,1475,1186,2935,3869,3601,2910,1873,686,359,17427,Centenary
30402,1047,1217,855,566,199,60,4394,19,138,340,393,303,148,60,4,1399,604,1345,2347,2260,1547,983,366,115,9575,224,338,666,940,653,527,252,55,3652,398,496,603,756,448,334,164,63,3266,95,31,32,34,29,26,10,7,252,37,30,85,122,122,115,54,28,594,531,562,716,911,605,480,219,92,4115,19,28,45,47,60,46,47,14,300,239,134,256,321,274,287,286,292,2084,1657,2970,5420,6082,4288,3031,1436,635,25516,Kenmore - Brookfield - Moggill
30403,1517,1067,801,530,164,66,5898,60,302,307,312,254,160,45,11,1452,2087,3422,2425,1769,1271,856,330,123,12280,599,533,467,494,462,338,157,54,3110,741,648,381,421,318,183,96,51,2851,179,39,20,22,19,15,4,0,308,61,67,73,58,82,74,33,17,474,987,760,473,507,424,276,137,72,3625,80,47,38,38,42,41,31,15,329,766,548,342,324,263,248,177,194,2867,4651,7282,5571,4512,3512,2451,1045,531,29548,Sherwood - Indooroopilly
