gml_id,sa3_name16,sa3_code16,r_0_74_lt_real_estate_agent,r_0_74_lt_ste_terr_hsg_auth,r_0_74_lt_psn_not_sme_hhd,r_0_74_lt_hs_coop_com_ch_g,r_0_74_lt_other_lld_type,r_0_74_lt_lld_type_ns,r_0_74_tot,r_75_99_lt_real_estate_agent,r_75_99_lt_ste_terr_hsg_auth,r_75_99_lt_psn_not_sme_hhd,r_75_99_lt_hs_coop_com_ch_g,r_75_99_lt_other_lld_type,r_75_99_lt_lld_type_ns,r_75_99_tot,r_100_149_lt_real_este_agent,r_100_149_lt_st_ter_hsg_aut,r_100_149_lt_psn_not_sme_hhd,r_100_149_lt_hs_coop_com_ch_g,r_100_149_lt_other_lld_type,r_100_149_lt_lld_type_ns,r_100_149_tot,r_150_199_lt_real_este_agent,r_150_199_lt_ste_ter_hsg_aut,r_150_199_lt_psn_not_sme_hhd,r_150_199_lt_hs_coop_com_ch_g,r_150_199_lt_other_lld_type,r_150_199_lt_lld_type_ns,r_150_199_tot,r_200_224_lt_real_este_agent,r_200_224_lt_ste_ter_hsg_aut,r_200_224_lt_psn_not_sme_hhd,r_200_224_lt_hs_coop_com_ch_g,r_200_224_lt_other_lld_type,r_200_224_lt_lld_type_ns,r_200_224_tot,r_225_274_lt_real_este_agent,r_225_274_lt_ste_ter_hsg_aut,r_225_274_lt_psn_not_sme_hhd,r_225_274_lt_hs_coop_com_ch_g,r_225_274_lt_other_lld_type,r_225_274_lt_lld_type_ns,r_225_274_tot,r_275_349_lt_real_este_agent,r_275_349_lt_ste_ter_hsg_aut,r_275_349_lt_psn_not_sme_hhd,r_275_349_lt_hs_coop_com_ch_g,r_275_349_lt_other_lld_type,r_275_349_lt_lld_type_ns,r_275_349_tot,r_350_449_lt_real_este_agent,r_350_449_lt_ste_ter_hsg_aut,r_350_449_lt_psn_not_sme_hhd,r_350_449_lt_hs_coop_com_ch_g,r_350_449_lt_other_lld_type,r_350_449_lt_lld_type_ns,r_350_449_tot,r_450_549_lt_real_este_agent,r_450_549_lt_ste_ter_hsg_aut,r_450_549_lt_psn_not_sme_hhd,r_450_549_lt_hs_coop_com_ch_g,r_450_549_lt_other_lld_type,r_450_549_lt_lld_type_ns,r_450_549_tot,r_550_649_lt_real_este_agent,r_550_649_lt_ste_ter_hsg_aut,r_550_649_lt_psn_not_sme_hhd,r_550_649_lt_hs_coop_com_ch_g,r_550_649_lt_other_lld_type,r_550_649_lt_lld_type_ns,r_550_649_tot,r_650_749_lt_real_este_agent,r_650_749_lt_ste_ter_hsg_aut,r_650_749_lt_psn_not_sme_hhd,r_650_749_lt_hs_coop_com_ch_g,r_650_749_lt_other_lld_type,r_650_749_lt_lld_type_ns,r_650_749_tot,r_750_849_lt_real_este_agent,r_750_849_lt_ste_ter_hsg_aut,r_750_849_lt_psn_not_sme_hhd,r_750_849_lt_hs_coop_com_ch_g,r_750_849_lt_other_lld_type,r_750_849_lt_lld_type_ns,r_750_849_tot,r_850_949_lt_real_estat_agent,r_850_949_lt_ste_ter_hsg_aut,r_850_949_lt_psn_not_sme_hhd,r_850_949_lt_hs_coop_com_ch_g,r_850_949_lt_other_lld_type,r_850_949_lt_lld_type_ns,r_850_949_tot,r_950_over_lt_real_este_agent,r_950_over_lt_ste_ter_hsg_aut,r_950_over_lt_psn_not_sme_hhd,r_950_ovr_lt_hs_coop_com_ch_g,r_950_over_lt_other_lld_type,r_950_over_lt_lld_type_ns,r_950_over_tot,rent_ns_lt_real_este_agent,rent_ns_lt_ste_ter_hsg_auth,rent_ns_lt_psn_not_sme_hhd,rent_ns_lt_hs_coop_com_ch_g,rent_ns_lt_other_lld_type,rent_ns_lt_lld_type_ns,rent_ns_tot,tot_lt_real_este_agent,tot_lt_ste_ter_hsg_auth,tot_lt_psn_not_sme_hhd,tot_lt_hs_coop_com_ch_g,tot_lt_other_lld_type,tot_lt_lld_type_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a0a,Carindale,"30301","8","25","52","3","6","44","129","0","40","7","0","0","0","49","4","192","19","3","6","3","230","17","104","34","3","5","0","164","15","50","21","7","5","3","108","59","52","27","7","4","0","151","200","35","107","3","4","0","352","1443","28","328","11","20","5","1839","1105","4","184","0","10","8","1306","388","0","53","0","0","3","449","147","0","24","0","0","0","171","59","0","8","0","0","0","65","29","0","3","0","0","0","29","31","0","6","0","4","0","39","46","23","38","0","11","8","129","3550","555","906","42","72","71","5198"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a09,Holland Park - Yeronga,"30302","11","117","97","12","12","54","297","5","181","3","5","3","0","195","28","740","80","25","3","14","885","128","195","148","63","8","7","553","117","85","94","9","3","0","315","485","71","209","11","15","3","793","1824","45","479","11","25","14","2387","3316","31","663","6","31","13","4069","1726","6","352","7","13","3","2112","522","0","93","3","4","3","630","171","0","52","0","3","0","231","116","0","38","0","0","0","152","44","0","8","0","4","0","53","48","0","22","0","0","0","73","116","78","83","20","9","12","319","8660","1561","2410","178","136","127","13069"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a08,Mt Gravatt,"30303","9","43","103","8","7","59","237","3","52","3","4","0","0","69","19","295","77","16","15","0","415","32","178","74","25","85","3","401","41","68","65","22","69","3","266","65","85","95","15","75","0","341","321","49","179","15","74","4","648","2224","31","605","31","86","15","2991","994","8","253","7","36","5","1300","335","12","76","0","13","0","436","108","3","37","0","3","0","155","28","0","13","0","5","0","47","9","0","5","0","3","0","19","9","0","3","0","6","0","23","77","26","81","19","23","9","237","4281","852","1683","164","496","102","7575"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a07,Nathan,"30304","4","32","49","3","3","28","119","0","59","4","0","0","0","64","27","206","50","10","9","0","303","36","103","55","16","14","0","224","37","32","61","9","6","0","142","112","29","86","10","6","0","247","432","34","189","15","19","3","684","1199","12","298","5","25","12","1547","541","0","140","5","12","0","702","127","0","38","0","5","0","171","55","0","21","0","0","0","78","20","0","3","0","0","0","29","6","0","3","0","0","0","11","6","0","3","0","0","0","10","45","26","49","8","3","6","136","2651","533","1052","75","94","55","4464"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a06,Rocklea - Acacia Ridge,"30305","7","16","59","5","5","30","123","4","20","3","0","0","0","29","14","113","28","3","22","3","183","17","95","41","5","14","0","172","15","44","40","4","5","0","102","47","35","67","6","19","0","181","418","88","178","9","29","3","724","2114","12","407","28","58","15","2634","795","0","99","0","12","0","902","166","0","25","0","0","0","190","41","0","9","0","0","0","52","5","3","0","0","0","0","16","4","0","3","0","0","0","8","8","0","7","0","0","0","12","54","24","45","11","15","7","163","3719","462","1014","71","173","64","5498"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a05,Mudgeeraba - Tallebudgera,"30905","0","0","42","0","7","27","80","0","3","0","0","3","0","7","0","27","14","0","5","0","47","0","27","33","3","9","0","68","5","8","20","0","5","0","38","10","5","41","0","0","0","64","68","4","76","0","10","0","159","466","3","258","6","32","4","768","388","0","102","0","8","0","499","139","0","42","0","5","0","186","91","0","14","0","0","0","101","42","0","7","0","0","0","45","16","0","3","0","0","0","17","6","0","3","0","0","0","15","26","5","14","3","3","8","51","1248","87","663","13","83","47","2151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a04,Nerang,"30906","6","28","56","0","6","38","139","3","24","3","3","11","5","50","7","148","18","7","21","0","201","7","131","32","33","78","0","278","6","30","44","3","31","3","125","43","47","68","7","80","3","253","510","52","236","20","87","4","912","1992","39","637","25","54","17","2770","985","5","183","0","3","3","1185","240","0","71","0","3","0","313","95","0","22","0","3","0","125","29","0","13","0","0","0","45","24","0","3","0","3","0","26","14","0","0","0","0","0","13","47","25","53","10","20","12","169","4013","537","1439","118","398","86","6591"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a03,Ormeau - Oxenford,"30907","16","7","104","0","20","59","217","3","5","3","0","0","0","10","14","29","30","4","10","0","87","17","45","49","10","20","0","137","24","25","48","0","12","0","106","74","25","118","5","31","3","255","968","88","312","37","60","8","1480","6506","21","767","14","79","19","7404","2513","0","248","3","12","3","2777","564","0","106","0","4","3","686","242","0","30","0","0","0","279","139","0","22","0","0","0","168","62","0","8","0","0","0","76","73","0","26","0","3","0","98","160","9","66","9","23","4","271","11367","254","1943","78","291","116","14050"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a02,Outback - South,"31503","6","91","86","19","347","184","732","3","76","19","3","41","0","152","39","115","109","40","109","4","416","106","52","142","22","44","5","368","80","12","76","7","23","0","206","111","12","55","0","23","0","197","56","6","36","0","13","0","113","16","3","19","0","11","4","57","3","0","3","0","7","0","6","0","0","0","0","3","0","9","3","0","3","0","3","0","7","0","0","0","0","6","0","6","0","0","0","0","0","0","3","0","0","5","0","0","0","8","11","25","46","7","105","8","206","448","399","603","97","735","201","2486"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a01,Buderim,"31601","4","12","44","7","16","45","131","3","24","10","20","11","3","66","6","83","30","12","10","3","151","18","31","38","3","0","0","93","12","24","31","3","0","0","73","73","19","83","0","3","0","191","519","28","157","5","28","4","747","1320","22","302","9","29","3","1681","1294","0","201","0","6","6","1509","297","0","51","0","8","0","352","95","0","14","0","0","0","113","27","0","10","0","0","0","41","10","0","9","0","0","0","14","22","0","0","0","0","0","24","51","13","30","8","20","7","125","3762","255","999","75","135","76","5301"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a00,Caloundra,"31602","10","25","99","0","10","78","225","0","72","3","3","3","0","87","15","279","48","28","11","3","388","22","121","72","32","41","3","299","35","41","81","6","20","0","186","157","61","145","16","44","3","425","1249","81","469","8","54","12","1868","2733","17","655","3","47","14","3478","1618","0","263","3","13","10","1900","441","0","72","0","7","0","521","163","0","19","0","0","0","188","41","0","8","0","4","0","49","20","0","4","0","0","0","24","25","0","7","0","3","0","32","72","42","73","6","24","19","228","6592","749","2012","116","279","141","9888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ff,Maroochy,"31603","8","49","82","3","17","65","233","0","89","4","3","0","0","95","13","317","45","10","10","6","401","46","134","70","13","23","3","285","78","39","96","0","5","9","233","339","31","216","3","31","8","628","1666","22","476","11","60","6","2230","2358","5","620","3","57","20","3072","873","0","192","3","24","6","1104","300","0","65","0","3","0","368","111","0","27","0","3","3","139","58","0","16","0","4","0","77","27","0","8","0","6","0","42","14","0","19","0","3","0","44","68","50","63","5","24","14","235","5964","733","2015","58","277","143","9184"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69fe,Noosa,"31605","0","10","61","0","12","59","144","0","24","0","0","0","3","28","3","111","14","3","8","0","143","17","52","47","5","4","0","121","36","19","57","0","8","0","125","85","18","96","0","14","0","220","440","28","189","0","11","9","677","1022","16","298","0","24","3","1363","1032","0","171","0","8","0","1213","397","0","70","0","4","0","468","155","0","20","0","6","0","185","59","0","14","0","3","0","78","28","0","5","0","0","0","31","77","0","16","0","3","0","100","47","17","32","3","13","8","118","3412","296","1077","19","119","90","5013"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69fd,Sunshine Coast Hinterland,"31606","3","10","105","4","23","103","245","0","16","8","4","5","0","28","3","30","56","4","6","0","113","24","40","109","5","35","3","219","31","16","93","3","27","0","167","94","9","158","4","37","8","300","463","23","287","3","27","3","803","772","4","284","0","15","3","1083","246","0","82","0","10","0","335","48","0","23","0","0","0","68","17","0","4","0","0","0","22","4","0","3","0","0","0","8","7","0","0","0","0","0","3","3","0","13","0","0","0","13","21","7","35","4","19","10","102","1735","159","1253","32","207","131","3520"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69fc,Nambour,"31607","5","9","46","3","3","52","125","0","36","5","5","5","0","54","8","125","40","14","10","3","204","39","91","61","31","42","0","259","92","17","68","10","42","4","232","234","46","110","5","73","8","472","447","9","210","9","28","0","712","839","7","280","7","4","6","1140","289","0","67","0","4","0","362","63","0","11","0","4","0","76","12","0","7","0","0","0","16","6","0","0","0","0","0","9","0","0","0","0","0","0","0","3","0","3","0","3","0","9","31","26","46","3","18","9","130","2064","364","948","92","243","77","3795"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69fb,Noosa Hinterland,"31608","0","3","45","0","15","48","110","0","6","3","0","0","0","9","3","16","21","0","11","0","57","11","13","42","0","5","0","73","19","4","52","0","3","0","69","29","0","60","0","3","0","97","121","4","107","0","10","0","237","234","3","105","0","9","4","347","134","0","35","0","0","0","165","51","0","13","0","0","0","60","24","0","4","0","0","0","30","11","0","0","0","0","0","11","3","0","0","0","0","0","3","0","0","0","0","0","0","0","8","4","31","4","12","0","56","642","49","510","7","67","48","1330"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69fa,Charters Towers - Ayr - Ingham,"31801","10","82","161","3","233","190","675","8","98","30","5","30","0","168","64","281","166","23","59","9","604","349","185","226","61","54","13","893","336","36","175","24","32","9","611","586","33","160","10","35","11","830","365","13","96","0","23","3","506","132","0","33","0","8","3","175","12","0","5","0","3","0","23","3","0","3","0","3","0","16","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","3","0","3","0","3","0","7","33","29","62","4","63","9","205","1904","757","1122","146","546","246","4724"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f9,Townsville,"31802","31","161","217","9","54","175","643","11","239","24","16","4","0","281","96","811","206","45","40","13","1211","484","557","360","84","63","20","1571","898","232","421","13","92","10","1664","2613","282","808","26","999","24","4748","5678","178","1426","24","335","25","7667","4737","31","858","25","111","22","5782","772","0","193","0","47","3","1017","217","6","63","0","12","0","297","44","3","31","0","15","0","99","22","3","9","3","4","0","42","9","0","14","0","4","0","27","40","3","23","0","3","0","75","200","146","155","34","84","42","665","15855","2655","4807","278","1868","334","25793"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f8,Bundaberg,"31901","10","66","142","5","62","139","426","4","84","20","12","34","0","153","42","319","151","26","53","11","605","299","252","295","33","78","14","973","459","87","337","15","77","9","984","1466","92","663","29","100","30","2375","2330","28","703","10","76","27","3165","772","4","152","14","20","3","955","84","3","26","0","3","0","124","17","0","5","0","3","0","24","4","0","12","0","4","0","23","3","0","0","0","5","0","11","0","0","0","0","0","0","3","15","0","12","0","3","3","25","89","73","103","17","50","23","345","5594","1006","2617","170","564","243","10192"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f7,Burnett,"31902","6","56","206","13","162","178","615","10","116","29","17","38","0","210","85","238","162","65","102","6","660","457","90","300","16","64","19","947","463","25","262","9","31","7","793","824","14","231","11","48","8","1138","502","3","126","3","20","4","659","110","3","18","0","3","0","139","8","0","3","0","0","0","8","3","0","0","0","0","0","12","0","0","0","0","5","0","3","0","0","0","0","4","0","4","0","0","0","0","0","0","3","3","0","13","0","0","0","19","35","20","72","3","66","7","211","2506","568","1425","138","548","232","5418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f6,Gympie - Cooloola,"31903","7","17","122","0","43","107","298","3","40","9","7","15","0","81","42","103","108","5","34","3","296","216","56","217","22","35","11","561","253","30","245","11","30","5","571","887","32","417","18","51","5","1408","1078","7","285","6","27","5","1407","185","3","72","0","13","0","267","20","0","17","0","0","0","38","5","0","6","0","3","0","20","0","0","0","0","0","0","4","0","0","0","0","3","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","9","46","20","63","4","38","9","180","2736","311","1565","77","288","150","5135"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f5,Hervey Bay,"31904","17","35","62","0","25","63","199","3","50","6","10","0","0","72","13","153","43","25","11","3","259","101","155","96","26","90","7","473","173","53","136","10","51","3","429","755","66","342","13","62","12","1245","1967","33","491","6","57","12","2562","997","6","165","0","18","7","1187","119","0","24","0","10","0","158","21","0","3","0","3","0","35","3","0","3","0","9","0","18","0","0","0","0","3","0","6","0","0","0","0","0","0","0","0","0","9","0","4","0","15","75","31","44","4","34","10","205","4244","587","1429","105","375","118","6861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f4,Sunnybank,"30306","10","11","107","5","6","33","165","0","13","3","12","0","0","32","20","72","71","6","14","0","183","25","36","60","9","40","0","169","21","21","49","9","21","3","121","33","36","63","10","8","0","147","227","23","135","14","21","7","423","1698","23","426","27","86","14","2272","607","3","174","10","27","3","813","147","3","70","0","9","0","222","57","0","22","0","4","0","81","6","0","12","0","0","0","22","0","0","6","0","0","0","11","3","0","3","0","0","0","5","53","20","64","4","18","3","168","2903","259","1253","90","247","66","4822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f3,Centenary,"30401","0","0","31","4","4","15","62","0","0","0","0","0","0","4","3","5","11","3","0","0","18","3","6","15","3","0","0","23","3","0","12","0","3","0","24","7","0","23","0","9","0","41","61","7","45","6","9","3","129","770","3","186","5","17","3","980","372","0","79","0","0","0","456","152","0","28","0","0","0","179","68","0","6","0","0","0","77","20","0","3","0","0","0","21","9","0","3","0","0","0","17","10","0","7","0","0","0","13","29","3","29","3","3","0","70","1510","31","468","27","47","30","2107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f2,Kenmore - Brookfield - Moggill,"30402","0","0","54","3","7","47","113","0","0","0","3","3","0","10","4","0","17","7","0","0","27","9","0","16","4","5","3","38","5","0","27","11","0","0","38","6","0","28","0","5","0","44","44","0","38","3","13","0","95","471","5","137","3","12","4","629","455","3","105","0","4","0","572","222","0","30","0","0","0","257","122","0","24","0","0","0","146","74","0","16","0","4","0","89","26","0","9","0","0","0","32","32","0","11","0","0","0","43","16","0","20","9","4","3","48","1488","15","538","40","49","56","2189"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f1,Sherwood - Indooroopilly,"30403","7","17","113","3","6","48","196","4","38","3","5","0","0","48","27","116","55","6","9","0","213","105","41","72","4","10","0","243","71","17","85","3","4","0","175","130","9","113","3","11","0","268","709","8","213","4","20","3","953","2101","3","420","3","27","4","2563","1399","0","287","0","22","0","1706","566","3","133","0","13","0","720","249","0","54","0","6","4","312","160","0","32","0","6","0","202","80","0","16","0","0","0","100","107","0","47","0","3","0","155","64","16","62","6","7","7","154","5778","275","1705","36","137","70","8006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69f0,The Gap - Enoggera,"30404","3","37","45","4","5","29","127","0","66","0","3","0","0","73","9","282","25","3","11","3","327","13","165","36","46","14","4","276","9","76","27","9","20","0","149","53","87","41","7","267","3","462","290","55","119","4","203","0","674","1252","30","251","3","54","3","1591","745","3","123","0","17","0","891","228","3","33","0","4","0","273","93","0","9","0","4","0","100","35","0","9","0","0","0","41","11","0","0","0","0","0","12","9","0","7","0","0","0","17","32","41","31","18","19","5","137","2767","847","765","100","617","46","5150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ef,Brisbane Inner,"30501","24","79","159","11","19","76","380","9","102","10","7","3","0","130","45","414","66","50","10","7","587","155","205","178","107","24","4","675","130","39","137","11","17","3","338","407","63","227","45","33","9","782","1347","35","408","14","33","11","1846","2958","16","691","17","42","19","3737","3194","6","716","21","55","10","4006","1792","7","380","11","40","5","2231","782","8","223","3","13","0","1031","365","0","121","5","12","3","502","170","0","60","0","3","0","240","272","0","115","0","5","4","407","161","63","129","18","37","21","429","11825","1034","3618","321","351","180","17331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ee,Brisbane Inner - East,"30502","8","57","48","0","7","30","152","0","69","0","0","0","0","76","8","260","19","4","3","0","296","45","96","41","6","0","0","186","45","46","45","3","10","4","146","146","26","75","0","8","0","251","528","21","155","0","6","3","723","1599","11","294","0","10","5","1920","1241","0","192","3","10","4","1455","531","0","98","0","0","0","631","248","0","45","0","3","0","293","102","0","30","0","0","0","132","67","0","8","0","0","0","77","163","0","32","0","0","0","189","56","36","30","0","3","12","142","4783","618","1105","21","63","58","6656"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ed,Brisbane Inner - North,"30503","21","59","142","4","20","77","329","3","86","4","4","0","3","94","31","321","57","20","9","0","443","161","187","158","66","23","4","592","143","51","150","15","14","0","376","635","81","237","48","36","4","1035","2178","77","517","40","39","10","2855","4171","29","691","14","30","15","4943","2623","3","476","9","21","11","3151","1165","0","249","5","16","0","1444","446","0","106","0","0","3","553","241","0","43","0","0","0","288","147","0","32","0","0","0","184","211","0","53","0","4","0","273","120","49","100","28","26","19","339","12303","933","3009","251","248","148","16894"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ec,Brisbane Inner - West,"30504","10","12","97","8","10","39","183","0","13","5","3","0","0","25","32","86","40","7","4","0","168","84","35","85","20","4","0","236","83","8","73","5","3","0","175","270","12","120","19","13","0","426","765","4","266","9","15","0","1058","1892","7","401","7","17","3","2330","1450","3","311","5","13","3","1780","774","0","195","0","9","3","981","350","0","64","0","0","0","417","204","0","46","0","7","0","256","103","0","19","0","0","0","127","119","0","31","0","0","3","156","63","7","62","9","13","12","160","6206","198","1814","92","112","66","8488"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69eb,Cairns - North,"30601","10","10","57","0","12","51","140","3","18","0","0","3","0","22","13","95","45","0","9","0","160","68","51","83","4","3","5","212","119","21","108","4","15","0","262","485","19","202","4","44","4","764","1198","13","389","8","72","18","1693","1563","7","381","0","26","0","1976","689","0","98","0","12","3","801","162","0","14","0","4","0","186","59","0","11","0","6","0","73","18","0","0","0","8","0","21","12","0","3","0","3","0","15","15","0","15","0","18","0","50","55","12","56","3","15","13","159","4464","249","1461","26","250","97","6542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69ea,Cairns - South,"30602","28","145","123","10","54","80","437","14","157","13","7","7","0","194","74","633","123","39","46","17","927","710","415","297","61","80","11","1577","756","139","350","33","60","9","1347","1590","156","571","23","145","15","2492","2653","124","787","17","129","20","3729","2554","39","567","12","77","16","3272","427","6","126","0","14","3","588","135","3","41","0","9","0","181","38","0","19","0","8","0","60","17","0","6","0","3","0","27","0","0","4","0","0","0","4","13","3","19","0","23","0","56","125","113","98","18","39","22","415","9128","1943","3125","227","692","201","15320"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69e9,Innisfail - Cassowary Coast,"30603","3","30","107","3","82","114","338","3","43","17","6","22","0","93","33","207","109","41","49","11","439","248","250","216","40","71","14","839","246","40","189","16","42","7","546","474","39","260","21","43","5","848","435","16","215","0","43","9","725","194","9","73","3","8","0","284","24","0","8","3","3","0","36","3","0","10","0","6","0","12","7","0","3","0","8","0","16","0","0","4","0","0","0","10","0","0","0","0","3","0","9","12","0","3","0","4","0","21","29","18","46","7","38","8","143","1707","644","1276","141","432","160","4361"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69e8,Port Douglas - Daintree,"30604","5","10","27","7","30","45","123","0","9","3","7","3","0","28","4","35","22","5","12","0","75","30","43","43","20","7","8","147","71","8","54","4","12","3","156","126","12","54","0","23","3","214","253","4","79","0","5","7","353","205","5","71","0","8","0","289","71","0","15","0","4","0","93","17","0","5","0","3","0","25","5","0","3","0","0","0","11","3","0","4","0","3","0","10","0","0","0","0","0","0","3","58","0","54","0","14","0","129","20","3","28","3","19","9","84","869","126","460","42","153","73","1725"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-69e7,Tablelands (East) - Kuranda,"30605","10","27","136","4","90","144","404","4","38","20","7","12","0","79","25","151","105","36","40","11","365","95","172","207","43","62","13","595","151","40","212","19","46","4","470","402","26","294","12","37","8","771","573","24","327","3","38","11","981","313","3","99","3","13","0","426","24","4","19","0","0","0","52","3","3","3","0","9","0","18","0","0","3","0","5","0","10","0","3","0","0","0","0","5","0","0","3","0","0","0","4","0","0","5","0","4","0","10","21","34","64","8","45","5","180","1619","521","1486","136","403","202","4376"
