SA3_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,SA3_NAME11
90103,69,250,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,7,0,0,0,4,4,11,10,29,86,290,11,0,97,290,Jervis Bay
11502,7357,22845,167,330,137,329,304,659,154,209,28,37,0,0,49,122,231,368,119,193,7,22,11,19,137,234,8,11,8037,24117,697,0,8734,24117,Dural - Wisemans Ferry
11503,7368,21787,25,52,6,15,31,67,21,27,0,0,0,0,24,41,45,68,77,121,9,21,7,11,93,153,11,31,7548,22106,819,0,8367,22106,Hawkesbury
11504,7621,25308,126,206,113,322,239,528,4,10,0,0,82,137,3,3,89,150,72,112,0,0,3,3,75,115,3,0,8027,26101,347,0,8374,26101,Rouse Hill - McGraths Hill
11601,33815,101210,1606,3933,2978,8425,4584,12358,814,1299,619,1566,1274,3179,110,203,2817,6247,6,6,0,0,61,159,67,165,59,148,41342,120128,2054,0,43396,120128,Blacktown
11602,19179,62776,719,1788,2053,6294,2772,8082,34,49,122,239,72,173,11,31,239,492,270,409,9,20,35,79,314,508,5,16,22509,71874,948,0,23457,71874,Blacktown - North
11603,25131,83584,1680,4667,1900,6588,3580,11255,472,642,825,1843,571,1511,21,36,1889,4032,3,6,3,5,13,32,19,43,0,4,30619,98918,1410,0,32029,98918,Mount Druitt
11701,5577,16641,1105,2873,961,2736,2066,5609,927,1829,3338,7985,2100,4441,6,7,6371,14262,0,0,0,0,74,207,74,207,32,66,14120,36785,769,0,14889,36785,Botany
11703,3442,8435,5014,10722,11943,28104,16957,38826,3656,6195,7882,13363,42472,76920,106,177,54116,96655,9,19,0,0,289,663,298,682,533,858,75346,145456,9309,0,84655,145456,Sydney Inner City
11801,9973,29892,3096,7573,7064,17436,10160,25009,4911,9599,9765,17873,12270,21324,31,64,26977,48860,6,18,3,0,210,466,219,484,114,259,47443,104504,5977,0,53420,104504,Eastern Suburbs - North
11802,14550,43296,3708,9583,3701,10166,7409,19749,4808,9587,10748,21094,9719,19540,70,148,25345,50369,4,3,0,0,195,486,199,489,60,117,47563,114020,4124,0,51687,114020,Eastern Suburbs - South
11901,33992,106981,3151,8153,5327,16299,8478,24452,2669,5457,3084,7752,1736,4496,141,323,7630,18028,37,64,13,32,143,355,193,451,31,82,50324,149994,2652,0,52976,149994,Bankstown
11902,22082,70188,1445,3885,2840,8420,4285,12305,9140,23172,3478,8825,1081,2784,26,49,13725,34830,12,27,0,0,187,501,199,528,167,474,40458,118325,2406,0,42864,118325,Canterbury
11903,23793,72025,2373,4885,2350,6527,4723,11412,2686,5587,5339,12227,3931,9350,42,95,11998,27259,5,9,0,0,169,383,174,392,23,55,40711,111143,2365,0,43076,111143,Hurstville
11904,21576,64619,3207,7388,1711,4901,4918,12289,2580,5720,7749,17198,6057,13844,86,184,16472,36946,77,104,3,5,247,638,327,747,63,157,43356,114758,3026,0,46382,114758,Kogarah - Rockdale
12001,12603,36933,1070,2589,2298,5569,3368,8158,2173,4097,3327,6807,5806,12401,38,71,11344,23376,3,0,0,0,135,307,138,307,54,106,27507,68880,2319,0,29826,68880,Canada Bay
12002,7529,19503,3481,7872,4279,10137,7760,18009,1557,2641,1664,2650,2498,4222,32,51,5751,9564,3,0,3,3,253,525,259,528,20,41,21319,47645,2032,0,23351,47645,Leichhardt
12003,21796,65557,2800,6826,2165,5550,4965,12376,7341,15187,8399,18507,5293,12855,148,296,21181,46845,3,0,0,0,315,791,318,791,80,173,48340,125742,2976,0,51316,125742,Strathfield - Burwood - Ashfield
12101,18222,54578,1124,2601,1509,3705,2633,6306,2458,4700,4966,9948,8798,17959,43,77,16265,32684,4,9,0,0,87,196,91,205,45,116,37256,93889,3007,0,40263,93889,Chatswood - Lane Cove
12102,18611,54908,528,987,1249,3185,1777,4172,821,1420,2236,4636,3147,7075,97,176,6301,13307,14,21,0,0,44,95,58,116,27,55,26774,72558,1617,0,28391,72558,Hornsby
12103,28456,87763,448,812,1081,2402,1529,3214,1603,2800,1478,2772,2694,5906,38,79,5813,11557,6,8,0,0,18,36,24,44,47,114,35869,102692,2731,0,38600,102692,Ku-ring-gai
12104,8109,23046,1904,4359,3595,8073,5499,12432,4541,8322,8201,14238,11886,20215,24,44,24652,42819,25,35,0,0,90,155,115,190,98,192,38473,78679,4729,0,43202,78679,North Sydney - Mosman
12201,6115,18402,788,1937,1001,2413,1789,4350,1963,3981,2227,4198,2952,5328,17,42,7159,13549,3,3,0,0,48,107,51,110,19,28,15133,36439,2033,0,17166,36439,Manly
12202,14633,42373,638,1350,1529,3786,2167,5136,1289,2236,1204,2307,216,402,117,199,2826,5144,31,51,3,0,109,209,143,260,8,19,19777,52932,2829,0,22606,52932,Pittwater
12203,30677,94026,942,1799,2172,5124,3114,6923,3995,6974,8901,17169,3583,6838,188,400,16667,31381,46,78,0,0,91,207,137,285,41,109,50636,132724,3518,0,54154,132724,Warringah
12301,15233,47503,620,1195,377,930,997,2125,220,293,23,38,0,0,18,40,261,371,39,52,0,0,11,24,50,76,24,53,16565,50128,863,0,17428,50128,Camden
12302,38282,118089,3698,8290,3589,9489,7287,17779,1010,1662,436,743,285,502,55,89,1786,2996,43,56,0,9,141,384,184,449,19,46,47558,139359,2212,0,49770,139359,Campbelltown (NSW)
12303,11105,33230,392,676,13,30,405,706,171,276,0,3,0,0,43,85,214,364,77,118,14,36,23,66,114,220,4,9,11842,34529,950,0,12792,34529,Wollondilly
12401,25897,66476,950,1610,469,793,1419,2403,419,595,74,107,4,7,79,136,576,845,13,23,4,5,30,55,47,83,17,30,27956,69837,3830,0,31786,69837,Blue Mountains
12402,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,11,9,Blue Mountains - South
12403,33832,101068,2025,4316,2715,6398,4740,10714,1304,2511,1524,2635,460,855,191,471,3479,6472,151,241,6,27,46,109,203,377,75,116,42329,118747,2371,0,44700,118747,Penrith
12404,9452,27752,1223,2379,565,1156,1788,3535,596,1002,75,125,37,64,20,35,728,1226,14,27,3,13,69,128,86,168,5,16,12059,32697,779,0,12838,32697,Richmond - Windsor
12405,14496,44339,668,1395,985,2641,1653,4036,454,1019,241,450,12,18,49,77,756,1564,0,0,0,0,18,51,18,51,3,5,16926,49995,873,0,17799,49995,St Marys
12501,11187,37929,1066,3135,1614,5100,2680,8235,2416,6563,2593,6847,3298,8501,27,61,8334,21972,0,5,0,0,54,143,54,148,25,68,22280,68352,1188,0,23468,68352,Auburn
12502,13989,41668,1162,2689,2299,6660,3461,9349,1075,2087,1004,1981,451,923,19,44,2549,5035,0,0,0,0,51,101,51,101,57,165,20107,56318,1259,0,21366,56318,Carlingford
12503,29859,95698,2386,6084,2773,8718,5159,14802,3689,7886,3133,7601,601,1400,141,324,7564,17211,3,8,15,40,127,386,145,434,84,169,42811,128314,2519,0,45330,128314,Merrylands - Guildford
12504,20151,59374,3006,6982,2602,7106,5608,14088,4851,10157,8037,19260,4896,11383,85,166,17869,40966,10,9,4,0,28,82,42,91,46,108,43716,114627,2667,0,46383,114627,Parramatta
12601,11068,33370,569,1225,538,1485,1107,2710,388,644,1389,3108,621,1336,27,45,2425,5133,0,0,0,0,26,67,26,67,5,16,14631,41296,867,0,15498,41296,Pennant Hills - Epping
12602,23526,70022,2812,6562,3469,8330,6281,14892,2817,5025,6081,11646,4565,9335,33,60,13496,26066,12,21,0,0,81,184,93,205,25,50,43421,111235,3042,0,46463,111235,Ryde - Hunters Hill
12701,19604,68548,829,2497,1169,3929,1998,6426,395,631,310,482,13,10,29,51,747,1174,105,157,3,3,11,22,119,182,15,47,22483,76377,943,0,23426,76377,Bringelly - Green Valley
12702,39038,132564,2878,8500,4244,13624,7122,22124,1746,4175,2732,6803,1124,2790,152,362,5754,14130,69,93,3,3,68,181,140,277,52,143,52106,169238,2315,0,54421,169238,Fairfield
12703,22004,71610,1528,3632,2847,7970,4375,11602,1081,2198,2396,5485,2534,6351,25,50,6036,14084,0,0,3,5,28,56,31,61,33,74,32479,97431,1483,0,33962,97431,Liverpool
12801,22688,66936,1842,3353,3384,7823,5226,11176,2547,4124,4843,8945,3897,7019,68,141,11355,20229,83,139,3,3,91,184,177,326,10,27,39456,98694,3333,0,42789,98694,Cronulla - Miranda - Caringbah
12802,27522,84938,1196,2359,2178,5196,3374,7555,1078,1761,2518,4742,1021,1919,54,98,4671,8520,71,114,3,0,55,123,129,237,4,11,35700,101261,1560,0,37260,101261,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,31294,80373,1870,2950,279,610,2149,3560,2658,3919,39,69,13,14,12,22,2722,4024,52,78,5,5,43,108,100,191,10,15,36275,88163,3320,0,39595,88163,Ballarat
20102,9875,23990,89,138,5,13,94,151,190,258,0,0,0,0,7,15,197,273,93,133,8,15,20,47,121,195,4,4,10291,24613,2735,0,13026,24613,Creswick - Daylesford - Ballan
20103,9054,21170,162,234,10,15,172,249,268,353,0,0,0,0,8,13,276,366,142,198,26,52,46,87,214,337,8,12,9724,22134,2005,0,11729,22134,Maryborough - Pyrenees
20201,29088,73741,1226,2009,190,416,1416,2425,2119,3254,3,5,0,0,15,21,2137,3280,149,181,3,3,54,120,206,304,9,19,32856,79769,2931,0,35787,79769,Bendigo
20202,15689,38313,201,278,10,25,211,303,492,700,3,5,0,0,8,14,503,719,90,134,20,39,70,144,180,317,10,19,16593,39671,3038,0,19631,39671,Heathcote - Castlemaine - Kyneton
20203,4205,10018,18,24,4,4,22,28,66,89,0,0,4,3,0,3,70,95,54,75,9,12,39,91,102,178,0,0,4399,10319,1073,0,5472,10319,Loddon - Elmore
20301,5517,15421,38,57,0,0,38,57,15,21,0,0,0,0,3,3,18,24,11,16,11,40,3,8,25,64,3,11,5601,15577,775,0,6376,15577,Barwon - West
20302,55838,144597,2810,4376,756,1550,3566,5926,6311,9449,93,135,84,141,46,83,6534,9808,392,572,5,16,76,181,473,769,17,27,66428,161127,5755,0,72183,161127,Geelong
20303,20211,51123,606,920,396,880,1002,1800,1014,1664,10,16,9,13,32,50,1065,1743,61,104,3,0,38,76,102,180,12,22,22392,54868,14566,0,36958,54868,Surf Coast - Bellarine Peninsula
20401,17211,41852,513,800,51,131,564,931,579,826,12,36,6,19,11,17,608,898,250,334,40,78,164,398,454,810,15,28,18852,44519,6404,0,25256,44519,Upper Goulburn Valley
20402,15688,38347,740,1034,18,40,758,1074,1020,1435,0,0,0,0,4,3,1024,1438,81,122,22,48,67,146,170,316,4,13,17644,41188,2567,0,20211,41188,Wangaratta - Benalla
20403,21501,54842,1184,1808,84,182,1268,1990,1470,2320,8,23,17,48,15,21,1510,2412,123,184,13,22,83,190,219,396,12,29,24510,59669,4313,0,28823,59669,Wodonga - Alpine
20501,14351,37458,940,1696,24,45,964,1741,521,724,0,5,0,0,12,19,533,748,142,190,6,12,20,50,168,252,5,10,16021,40209,2177,0,18198,40209,Baw Baw
20502,14820,35072,571,976,31,63,602,1039,1043,1590,0,0,0,0,3,13,1046,1603,356,551,17,36,49,103,422,690,14,39,16904,38443,4978,0,21882,38443,Gippsland - East
20503,20648,48980,688,995,107,222,795,1217,686,985,20,29,0,0,12,21,718,1035,149,224,12,26,46,117,207,367,12,30,22380,51629,15372,0,37752,51629,Gippsland - South West
20504,24100,60559,916,1726,57,142,973,1868,2510,3544,15,16,0,0,13,22,2538,3582,229,331,22,57,16,31,267,419,7,18,27885,66446,3293,0,31178,66446,Latrobe Valley
20505,14295,35087,537,769,72,130,609,899,532,745,29,57,0,0,4,5,565,807,93,131,8,24,46,94,147,249,4,9,15620,37051,4595,0,20215,37051,Wellington
20601,17680,47440,3131,6561,2456,5891,5587,12452,5124,9108,1024,1856,1314,2338,29,50,7491,13352,0,3,4,3,167,393,171,399,16,37,30945,73680,2642,0,33587,73680,Brunswick - Coburg
20602,11478,30795,1754,3837,896,2037,2650,5874,4356,7142,450,774,321,492,14,31,5141,8439,0,0,0,0,177,427,177,427,13,20,19459,45555,1755,0,21214,45555,Darebin - South
20603,12650,35383,2021,4046,1439,3531,3460,7577,3393,5755,2448,4163,1575,3408,13,33,7429,13359,0,0,0,0,78,153,78,153,11,23,23628,56495,2288,0,25916,56495,Essendon
20604,2022,5145,2207,4707,4457,10894,6664,15601,2531,4710,4910,8739,23701,42879,19,28,31161,56356,9,14,0,0,80,180,89,194,34,78,39970,77374,6378,0,46348,77374,Melbourne City
20605,6507,16426,4463,9781,4159,9787,8622,19568,7191,12048,10604,17158,8888,15385,13,21,26696,44612,3,4,6,10,221,443,230,457,16,33,42071,81096,6265,0,48336,81096,Port Phillip
11702,7163,20120,3272,7819,1914,4729,5186,12548,2736,4880,2771,5199,1209,2204,74,122,6790,12405,3,0,5,11,247,612,255,623,30,70,19424,45766,1564,0,20988,45766,Marrickville - Sydenham - Petersham
20804,7990,23797,1476,3138,807,1855,2283,4993,3009,5413,942,1669,352,505,34,47,4337,7634,0,0,0,0,79,177,79,177,5,11,14694,36612,1370,0,16064,36612,Stonnington - East
20901,35378,95550,2798,5242,1563,3630,4361,8872,3415,6196,196,332,202,366,85,148,3898,7042,3,0,0,5,50,102,53,107,10,22,43700,111593,3177,0,46877,111593,Banyule
20902,22874,62086,2992,5982,1112,2727,4104,8709,4129,7920,527,905,360,753,28,70,5044,9648,6,13,3,0,126,315,135,328,12,23,32169,80794,2485,0,34654,80794,Darebin - North
20903,19555,59014,344,564,218,498,562,1062,337,583,7,13,0,0,18,44,362,640,26,56,23,47,14,46,63,149,10,25,20552,60890,1346,0,21898,60890,Nillumbik - Kinglake
20904,48477,146099,1783,4716,1502,4246,3285,8962,1920,3938,148,268,34,48,21,41,2123,4295,28,44,18,42,23,69,69,155,9,23,53963,159534,3747,0,57710,159534,Whittlesea - Wallan
21001,17057,46427,1024,1981,552,1435,1576,3416,1173,2314,36,73,0,0,6,6,1215,2393,0,0,0,0,36,83,36,83,6,11,19890,52330,1533,0,21423,52330,Keilor
21002,8550,24316,87,163,33,72,120,235,217,320,0,0,0,0,3,3,220,323,23,34,8,14,13,30,44,78,5,7,8939,24959,1059,0,9998,24959,Macedon Ranges
21003,18356,49834,2585,5331,1231,2900,3816,8231,2053,4108,125,229,177,364,12,22,2367,4723,6,10,0,3,52,122,58,135,17,57,24614,62980,2054,0,26668,62980,Moreland - North
21004,11597,33130,206,340,121,286,327,626,769,1201,4,4,0,0,0,0,773,1205,4,3,0,0,10,31,14,34,0,0,12711,34995,781,0,13492,34995,Sunbury
21005,34525,110504,2699,7947,1383,4466,4082,12413,1222,2689,60,165,74,168,19,32,1375,3054,202,252,0,3,36,79,238,334,30,79,40250,126384,2538,0,42788,126384,Tullamarine - Broadmeadows
21101,45409,130800,3519,6048,895,2083,4414,8131,1704,3050,91,176,214,374,44,77,2053,3677,150,194,0,0,32,102,182,296,8,19,52066,142923,2990,0,55056,142923,Knox
21102,7514,22851,349,585,228,565,577,1150,54,106,8,15,0,0,8,6,70,127,15,23,0,0,4,9,19,32,0,0,8180,24160,565,0,8745,24160,Manningham - East
21103,29564,82005,6177,10759,648,1474,6825,12233,1477,2678,224,389,71,128,29,71,1801,3266,9,11,0,0,40,98,49,109,5,23,38244,97636,2590,0,40834,97636,Maroondah
21104,16742,45832,1950,3408,763,1924,2713,5332,1542,2921,9,21,30,53,13,23,1594,3018,0,0,4,3,12,31,16,34,10,21,21075,54237,1536,0,22611,54237,Whitehorse - East
21105,46534,128435,1477,2889,336,851,1813,3740,1693,2818,0,0,29,49,73,116,1795,2983,194,279,20,47,52,112,266,438,13,41,50421,135637,4138,0,54559,135637,Yarra Ranges
21201,23086,66776,863,1531,163,363,1026,1894,712,1212,20,33,42,81,10,20,784,1346,149,202,9,6,28,70,186,278,6,29,25088,70323,2223,0,27311,70323,Cardinia
21202,36484,110859,1229,2428,630,1816,1859,4244,1582,2983,4,5,0,0,4,5,1590,2993,85,125,0,13,14,41,99,179,13,21,40045,118296,2351,0,42396,118296,Casey - North
21203,37172,115830,1377,3844,321,988,1698,4832,1402,2494,12,28,89,186,18,26,1521,2734,29,33,3,4,10,35,42,72,0,9,40433,123477,2275,0,42708,123477,Casey - South
21204,40167,121880,4037,9732,1291,3699,5328,13431,9586,21580,385,760,764,1592,94,193,10829,24125,629,826,6,6,66,169,701,1001,20,52,57045,160489,3623,0,60668,160489,Dandenong
21205,44922,125164,3828,8387,2354,6526,6182,14913,4770,10577,343,644,333,597,108,222,5554,12040,4,3,0,3,77,194,81,200,31,82,56770,152399,3981,0,60751,152399,Monash
21301,48619,147718,1675,4102,1056,2928,2731,7030,3870,8634,229,522,215,423,41,85,4355,9664,32,41,5,11,52,140,89,192,17,36,55811,164640,3587,0,59398,164640,Brimbank
21302,22386,60294,1875,3644,1959,4945,3834,8589,2765,4592,218,382,159,274,15,22,3157,5270,105,147,3,4,95,218,203,369,10,10,29590,74532,2620,0,32210,74532,Hobsons Bay
21303,16492,44407,1556,3437,2333,5926,3889,9363,3979,7804,1002,1848,915,1671,27,48,5923,11371,11,18,0,0,98,255,109,273,36,68,26449,65482,2529,0,28978,65482,Maribyrnong
21304,36449,109860,1798,3954,693,1810,2491,5764,1185,2089,21,20,0,0,14,29,1220,2138,152,197,3,9,19,38,174,244,9,29,40343,118035,2787,0,43130,118035,Melton - Bacchus Marsh
21305,48938,144685,2001,4658,973,2676,2974,7334,2056,3949,52,119,172,294,17,31,2297,4393,118,153,0,8,21,61,139,222,8,26,54356,156660,4359,0,58715,156660,Wyndham
21401,39020,104437,2499,4251,743,1557,3242,5808,4513,7312,137,209,33,54,25,43,4708,7618,391,554,0,6,26,76,417,636,13,26,47400,118525,3921,0,51321,118525,Frankston
21402,46083,118136,4224,6754,719,1485,4943,8239,2428,3747,62,99,22,58,34,67,2546,3971,501,700,7,14,46,83,554,797,22,44,54148,131187,27022,0,81170,131187,Mornington Peninsula
21501,21706,51521,617,914,36,77,653,991,994,1353,3,0,0,0,3,17,1000,1370,146,199,12,25,77,187,235,411,4,15,23598,54308,4493,0,28091,54308,Grampians
21502,16415,42619,935,1495,69,135,1004,1630,1466,2268,3,3,0,0,10,20,1479,2291,288,430,12,20,44,88,344,538,7,18,19249,47096,2296,0,21545,47096,Mildura
21503,12952,32116,300,485,31,80,331,565,770,1079,5,7,0,0,0,0,775,1086,190,274,16,46,62,141,268,461,13,37,14339,34265,2548,0,16887,34265,Murray River - Swan Hill
21601,12268,31106,404,637,11,23,415,660,960,1428,38,52,0,0,13,29,1011,1509,110,162,3,11,38,95,151,268,11,39,13856,33582,1977,0,15833,33582,Campaspe
21701,13157,31257,321,563,25,51,346,614,620,835,0,0,0,0,9,5,629,840,72,97,12,34,43,89,127,220,4,24,14263,32955,2589,0,16852,32955,Glenelg - Southern Grampians
21702,28432,72208,1015,1607,247,541,1262,2148,1783,2626,79,105,17,28,16,27,1895,2786,135,224,26,40,94,224,255,488,10,21,31854,77651,7184,0,39038,77651,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,21117,61499,1031,1695,1068,2119,2099,3814,761,1246,11,27,0,0,18,34,790,1307,152,216,0,0,16,37,168,253,4,12,24178,66885,1255,0,25433,66885,Capalaba
30102,23682,65793,1629,2379,1162,2319,2791,4698,479,701,171,315,120,217,32,56,802,1289,85,137,6,19,28,59,119,215,5,9,27399,72004,4048,0,31447,72004,Cleveland - Stradbroke
30103,19490,54037,945,1576,1681,3793,2626,5369,1064,1558,134,220,0,0,35,55,1233,1833,211,303,0,0,17,27,228,330,6,12,23583,61581,1434,0,25017,61581,Wynnum - Manly
30201,11486,32600,888,1424,634,1346,1522,2770,301,515,138,198,0,0,4,3,443,716,3,3,0,0,3,7,6,10,0,6,13457,36102,729,0,14186,36102,Bald Hills - Everton Park
30202,19586,51587,1136,1801,1397,2875,2533,4676,1998,3185,995,1631,606,1054,27,44,3626,5914,280,427,0,0,21,48,301,475,0,3,26046,62655,1897,0,27943,62655,Chermside
30203,9139,24391,312,528,683,1348,995,1876,1907,3231,1011,1812,413,773,16,34,3347,5850,0,0,0,0,15,49,15,49,3,10,13499,32176,976,0,14475,32176,Nundah
30204,15951,42540,1143,1905,1196,2551,2339,4456,1052,1693,213,323,56,76,35,56,1356,2148,201,256,0,0,10,32,211,288,19,34,19876,49466,1229,0,21105,49466,Sandgate
30302,14541,39898,574,1081,2277,4530,2851,5611,4725,8192,2931,5079,900,1649,113,205,8669,15125,0,0,0,0,34,74,34,74,20,26,26115,60734,2178,0,28293,60734,Holland Park - Yeronga
30303,18036,52274,778,1728,1959,4819,2737,6547,836,1364,428,800,215,392,18,32,1497,2588,428,661,0,0,12,33,440,694,8,14,22718,62117,1192,0,23910,62117,Mt Gravatt
30304,10804,29441,298,697,576,1328,874,2025,1074,1721,291,469,0,0,39,89,1404,2279,0,0,0,0,18,26,18,26,7,7,13107,33778,1033,0,14140,33778,Nathan
30305,14585,44856,598,1445,1359,3394,1957,4839,451,1081,0,0,0,0,16,26,467,1107,43,50,3,4,8,16,54,70,3,11,17066,50883,910,0,17976,50883,Rocklea - Acacia Ridge
30702,13347,34993,126,219,12,34,138,253,395,590,0,0,0,3,4,5,399,598,121,175,14,22,36,83,171,280,29,70,14084,36194,2259,0,16343,36194,Darling Downs - East
30703,13422,33808,280,467,11,25,291,492,670,950,5,5,3,0,3,5,681,960,59,93,40,88,47,85,146,266,21,50,14561,35576,2491,0,17052,35576,Granite Belt
30306,12676,38119,752,1757,1433,3785,2185,5542,182,368,0,0,0,0,7,12,189,380,92,104,0,0,3,8,95,112,5,13,15150,44166,838,0,15988,44166,Sunnybank
30401,10086,29140,137,232,454,995,591,1227,72,88,0,0,0,0,20,36,92,124,0,0,0,0,0,0,0,0,5,12,10774,30503,675,0,11449,30503,Centenary
30402,13378,39787,390,784,330,783,720,1567,91,162,0,0,0,0,30,52,121,214,7,7,0,0,0,0,7,7,0,3,14226,41578,756,0,14982,41578,Kenmore - Brookfield - Moggill
30403,8892,25274,453,1013,1326,3028,1779,4041,2343,4423,2276,4509,1779,3626,29,44,6427,12602,0,0,0,0,15,41,15,41,10,16,17123,41974,1597,0,18720,41974,Sherwood - Indooroopilly
30404,14430,40423,614,1021,580,1112,1194,2133,768,1209,339,535,136,211,23,37,1266,1992,0,0,0,0,9,15,9,15,0,0,16899,44563,1115,0,18014,44563,The Gap - Enoggera
30501,4789,12819,254,507,964,2076,1218,2583,3476,5753,3560,6035,10749,20013,29,62,17814,31863,39,60,4,8,43,83,86,151,46,77,23953,47493,3164,0,27117,47493,Brisbane Inner
30502,8679,23955,275,548,2111,4322,2386,4870,1679,2782,1392,2435,381,693,19,26,3471,5936,18,21,3,8,13,42,34,71,4,4,14574,34836,1355,0,15929,34836,Brisbane Inner - East
20606,6525,16495,2115,4376,2503,5248,4618,9624,3179,5415,6229,10102,3761,6145,9,23,13178,21685,0,0,0,0,68,142,68,142,20,33,24409,47979,3507,0,27916,47979,Stonnington - West
20607,6839,16981,7255,15828,5531,12877,12786,28705,3438,6039,3722,6202,4200,8676,12,27,11372,20944,0,0,0,3,219,484,219,487,29,67,31245,67184,3316,0,34561,67184,Yarra
20701,36276,107097,5397,11013,2906,7027,8303,18040,7470,13480,3376,5981,1487,2391,62,96,12395,21948,0,3,0,0,230,507,230,510,28,47,57232,147642,5417,0,62649,147642,Boroondara
20702,24384,68799,1879,3671,1980,5105,3859,8776,1587,3285,231,397,344,638,21,47,2183,4367,0,0,0,0,22,43,22,43,3,4,30451,81989,2482,0,32933,81989,Manningham - West
20703,25313,70706,4050,7691,1558,3777,5608,11468,2852,5206,480,859,291,463,50,81,3673,6609,3,0,0,0,39,87,42,87,9,26,34645,88896,2749,0,37394,88896,Whitehorse - West
20801,22943,65022,3301,6345,2247,5342,5548,11687,3758,6463,512,831,359,607,18,30,4647,7931,0,3,3,0,108,229,111,232,22,43,33271,84915,3232,0,36503,84915,Bayside
21602,9501,23835,293,463,16,34,309,497,737,1050,0,0,0,0,0,0,737,1050,160,222,7,19,22,48,189,289,11,32,10747,25703,1867,0,12614,25703,Moira
21603,18819,50556,661,1176,64,149,725,1325,1780,2792,6,6,3,4,7,7,1796,2809,351,550,4,5,29,88,384,643,18,38,21742,55371,2395,0,24137,55371,Shepparton
20802,29731,84342,6583,13655,2581,6585,9164,20240,11682,21671,1166,2123,435,653,26,50,13309,24497,0,0,4,6,260,557,264,563,35,62,52503,129704,4529,0,57032,129704,Glen Eira
20803,27046,74748,5038,9286,2528,5766,7566,15052,6467,10808,202,325,224,377,28,53,6921,11563,225,318,3,4,121,270,349,592,12,22,41894,101977,3749,0,45643,101977,Kingston
30503,15181,42321,609,1215,2084,4288,2693,5503,5225,8641,4643,7927,2627,4706,39,68,12534,21342,0,3,0,0,55,143,55,146,25,44,30488,69356,2924,0,33412,69356,Brisbane Inner - North
30504,12699,35553,231,433,1081,2266,1312,2699,2493,4277,2091,3831,1543,2839,33,48,6160,10995,28,40,8,11,34,85,70,136,12,19,20253,49402,1612,0,21865,49402,Brisbane Inner - West
30601,13392,36831,690,1335,580,1222,1270,2557,1464,2503,806,1530,315,602,15,18,2600,4653,106,183,4,10,21,45,131,238,7,17,17400,44296,2086,0,19486,44296,Cairns - North
30602,23215,64630,1683,3086,892,1783,2575,4869,4841,8662,2164,3989,1046,1956,29,47,8080,14654,323,526,3,15,80,163,406,704,69,156,34345,85013,3959,0,38304,85013,Cairns - South
30603,10444,28046,138,248,63,100,201,348,911,1707,17,30,43,81,7,20,978,1838,276,481,70,161,52,112,398,754,12,19,12033,31005,1937,0,13970,31005,Innisfail - Cassowary Coast
