sa3_code16,p_noni_35_44_ptgdde_gddp_gdct,p_noni_35_44_bdl,p_noni_35_44_adip_dipl,p_noni_35_44_ct_iii_iv,p_noni_35_44_ct_i_ii,p_noni_35_44_cl_nfd,p_noni_35_44_loe_ns,p_noni_35_44_tot,p_noni_45_54_ptgdde_gddp_gdct,p_noni_45_54_bdl,p_noni_45_54_adip_dipl,p_noni_45_54_ct_iii_iv,p_noni_45_54_ct_i_ii,p_noni_45_54_cl_nfd,p_noni_45_54_loe_ns,p_noni_45_54_tot,p_noni_55_64_ptgdde_gddp_gdct,p_noni_55_64_bdl,p_noni_55_64_adip_dipl,p_noni_55_64_ct_iii_iv,p_noni_55_64_ct_i_ii,p_noni_55_64_cl_nfd,p_noni_55_64_loe_ns,p_noni_55_64_tot,p_noni_65ov_ptgdde_gddp_gdct,p_noni_65ov_bdl,p_noni_65ov_adip_dipl,p_noni_65ov_ct_iii_iv,p_noni_65ov_ct_i_ii,p_noni_65ov_cl_nfd,p_noni_65ov_loe_ns,p_noni_65ov_tot,p_noni_tot_ptgdde_gddp_gdct,p_noni_tot_bdl,p_noni_tot_adip_dipl,p_noni_tot_ct_iii_iv,p_noni_tot_ct_i_ii,p_noni_tot_cl_nfd,p_noni_tot_loe_ns,p_noni_tot_tot,p_is_ns_15_19_pgdde_gddp_gdct,p_is_ns_15_19_bdl,p_is_ns_15_19_adip_dipl,p_is_ns_15_19_ct_iii_and_iv_l,p_is_ns_15_19_ct_i_ii,p_is_ns_15_19_cl_nfd,p_is_ns_15_19_loe_ns,p_is_ns_15_19_tot,p_is_ns_20_24_pgde_gddp_gdctl,p_is_ns_20_24_bdl,p_is_ns_20_24_adip_dipl,p_is_ns_20_24_ct_iii_and_iv_l,p_is_ns_20_24_ct_i_ii,p_is_ns_20_24_cl_nfd,p_is_ns_20_24_loe_ns,p_is_ns_20_24_tot,p_is_ns_25_34_pgde_gddp_gdctl,p_is_ns_25_34_bdl,p_is_ns_25_34_adip_dipl,p_is_ns_25_34_ct_iii_and_iv_l,p_is_ns_25_34_ct_i_ii,p_is_ns_25_34_cl_nfd,p_is_ns_25_34_loe_ns,p_is_ns_25_34_tot,p_is_ns_35_44_pgde_gddp_gdctl,p_is_ns_35_44_bdl,p_is_ns_35_44_adip_dipl,p_is_ns_35_44_ct_iii_and_iv_l,p_is_ns_35_44_ct_i_ii,p_is_ns_35_44_cl_nfd,p_is_ns_35_44_loe_ns,p_is_ns_35_44_tot,p_is_ns_45_54_pgde_gddp_gdctl,p_is_ns_45_54_bdl,p_is_ns_45_54_adip_dipl,p_is_ns_45_54_ct_iii_and_iv_l,p_is_ns_45_54_ct_i_ii,p_is_ns_45_54_cl_nfd,p_is_ns_45_54_loe_ns,p_is_ns_45_54_tot,p_is_ns_55_64_pgde_gddp_gdctl,p_is_ns_55_64_bdl,p_is_ns_55_64_adip_dipl,p_is_ns_55_64_crt_iii_and_iv,p_is_ns_55_64_ct_i_ii,p_is_ns_55_64_cl_nfd,p_is_ns_55_64_loe_ns,p_is_ns_55_64_tot,p_is_ns_65ov_pgdde_gddp_gdct,p_is_ns_65ov_bdl,p_is_ns_65ov_adip_dipl,p_is_ns_65ov_crt_iii_and_iv,p_is_ns_65ov_ct_i_ii,p_is_ns_65ov_cl_nfd,p_is_ns_65ov_loe_ns,p_is_ns_65ov_tot,p_is_ns_totpdde_gddp_gdct,p_is_ns_tot_bdl,p_is_ns_tot_adip_dipl,p_is_ns_tot_ct_iii_iv,p_is_ns_tot_ct_i_ii,p_is_ns_tot_cl_nfd,p_is_ns_tot_loe_ns,p_is_ns_tot_tot,p_tot_15_19_pgde_gddp_gdctl,p_tot_15_19_bdl,p_tot_15_19_adip_dipl,p_tot_15_19_ct_iii_and_iv_l,p_tot_15_19_ct_i_ii,p_tot_15_19_cl_nfd,p_tot_15_19_loe_ns,p_tot_15_19_tot,p_tot_20_24_pgde_gddp_gdctl,p_tot_20_24_bdl,p_tot_20_24_adip_dipl,p_tot_20_24_ct_iii_and_iv_l,p_tot_20_24_ct_i_ii,p_tot_20_24_cl_nfd,p_tot_20_24_loe_ns,p_tot_20_24_tot,p_tot_25_34_pgde_gddp_gdctl,p_tot_25_34_bdl,p_tot_25_34_adip_dipl,p_tot_25_34_ct_iii_and_iv_l,p_tot_25_34_ct_i_ii,p_tot_25_34_cl_nfd,p_tot_25_34_loe_ns,p_tot_25_34_tot,p_tot_35_44_pgde_gddp_gdctl,p_tot_35_44_bdl,p_tot_35_44_adip_dipl,p_tot_35_44_ct_iii_and_iv_l,p_tot_35_44_ct_i_ii,p_tot_35_44_cl_nfd,p_tot_35_44_loe_ns,p_tot_35_44_tot,p_tot_45_54_pgde_gddp_gdctl,p_tot_45_54_bdl,p_tot_45_54_adip_dipl,p_tot_45_54_ct_iii_and_iv_l,p_tot_45_54_ct_i_ii,p_tot_45_54_cl_nfd,p_tot_45_54_loe_ns,p_tot_45_54_tot,p_tot_55_64_pgde_gddp_gdctl,p_tot_55_64_bdl,p_tot_55_64_adip_dipl,p_tot_55_64_ct_iii_and_iv_l,p_tot_55_64_ct_i_ii,p_tot_55_64_cl_nfd,p_tot_55_64_loe_ns,p_tot_55_64_tot,p_tot_65ov_ptgdde_gddp_gdct,p_tot_65ov_bdl,p_tot_65ov_adip_dipl,p_tot_65ov_ct_iii_and_iv_l,p_tot_65ov_ct_i_ii,p_tot_65ov_cl_nfd,p_tot_65ov_loe_ns,p_tot_65ov_tot,p_tot_tot_pgde_gddp_gdctl,p_tot_tot_bdl,p_tot_tot_adip_dipl,p_tot_tot_ct_iii_and_iv_l,p_tot_tot_ct_i_ii,p_tot_tot_cl_nfd,p_tot_tot_loe_ns,p_tot_tot_tot,sa3_name16
30907,1000,2709,2462,4385,207,484,506,11746,798,1669,2141,3718,112,402,505,9346,484,1013,1247,2454,105,320,462,6082,315,834,935,2063,63,359,1191,5764,3416,9364,9554,19238,1065,2116,3516,48268,0,0,3,5,0,0,461,471,0,0,3,3,0,0,431,446,3,8,7,12,0,0,1178,1206,0,8,20,22,0,0,1090,1144,3,5,3,22,0,3,1011,1047,3,3,7,10,0,3,711,730,0,5,6,16,0,0,749,772,10,34,44,91,7,9,5628,5817,0,11,144,690,198,68,751,1860,81,639,636,1637,165,124,595,3868,746,2520,2085,4529,249,374,1599,12107,1011,2735,2508,4469,214,502,1601,13027,798,1689,2173,3795,115,417,1523,10507,488,1021,1258,2491,108,323,1176,6874,313,848,948,2086,60,362,1949,6576,3443,9468,9743,19691,1102,2172,9204,54820,Ormeau - Oxenford
31503,80,261,149,388,23,31,64,997,75,151,238,367,26,51,95,994,83,156,199,371,25,47,116,998,18,92,86,247,6,22,309,787,322,1112,834,2169,188,209,697,5527,0,0,0,3,0,0,63,68,0,0,0,0,0,0,79,81,0,0,3,0,0,0,161,161,0,3,0,4,0,0,122,130,0,0,3,4,0,0,151,158,0,0,4,6,0,0,188,194,0,0,0,3,0,0,225,228,0,6,8,21,3,0,986,1025,0,0,3,89,28,12,123,247,3,114,46,239,45,17,107,574,68,337,130,554,46,39,225,1399,81,271,161,415,37,38,214,1213,79,161,262,406,32,50,266,1251,83,159,209,392,25,54,313,1237,18,97,92,253,6,28,556,1051,334,1145,895,2356,220,232,1797,6966,Outback - South
31601,556,1564,983,1518,68,135,157,4990,653,1292,1083,1616,56,161,194,5059,464,840,786,1230,61,192,218,3789,393,955,934,1352,56,253,1094,5043,2428,6257,4681,8144,509,949,1974,24947,0,0,0,3,0,0,159,157,0,0,3,7,0,0,190,196,0,3,3,0,0,0,314,325,0,5,0,8,0,0,302,308,0,7,5,5,0,3,325,344,5,8,5,0,0,0,250,267,0,3,4,9,0,4,431,460,5,28,25,36,3,8,1968,2066,0,0,53,360,104,37,267,821,30,371,229,684,101,48,264,1717,332,1267,632,1458,68,125,444,4326,563,1581,997,1542,73,141,467,5352,659,1311,1102,1640,59,168,521,5465,476,844,800,1237,61,189,474,4080,402,962,943,1368,56,264,1532,5529,2460,6335,4754,8294,520,973,3963,27292,Buderim
31602,569,1854,1321,2476,109,216,254,6799,617,1377,1331,2618,99,267,323,6633,541,1094,1096,2181,94,287,379,5669,520,1297,1366,2699,99,439,1675,8082,2600,7454,6290,13435,779,1499,3040,35105,0,0,0,0,0,0,167,168,0,0,0,3,0,0,186,185,0,8,3,3,0,0,377,388,0,4,3,10,0,0,444,463,3,6,3,11,0,0,520,537,0,4,3,9,0,0,450,474,4,8,9,21,0,3,917,966,8,31,21,67,4,8,3050,3187,0,3,75,397,134,40,317,965,21,330,242,868,116,81,272,1933,338,1527,881,2313,134,191,578,5951,580,1879,1349,2548,114,223,703,7390,624,1388,1353,2674,105,269,854,7263,550,1103,1104,2221,94,290,835,6196,527,1310,1376,2729,105,445,2600,9077,2631,7543,6387,13745,801,1526,6149,38782,Caloundra
31603,466,1355,880,1631,63,145,190,4720,465,1102,995,1779,68,199,231,4841,497,890,924,1637,81,213,279,4519,380,884,851,1550,63,286,977,4994,2285,6211,4659,9321,522,1043,1991,26028,0,0,0,0,0,0,149,148,0,0,0,8,0,0,272,280,0,4,0,7,0,0,541,556,4,3,3,3,0,0,439,461,0,3,3,4,0,0,480,494,0,3,3,6,0,0,534,551,0,4,10,15,0,4,997,1034,5,23,22,50,4,3,3415,3524,0,3,39,185,71,28,243,570,36,405,206,746,96,57,351,1909,445,1600,790,1884,86,123,692,5623,476,1368,897,1673,65,148,637,5266,478,1118,1006,1824,71,207,716,5413,501,900,929,1670,84,213,820,5116,384,893,862,1580,66,290,1981,6053,2315,6288,4737,9566,538,1065,5432,29939,Maroochy
31605,342,1098,710,1114,52,92,169,3578,410,946,864,1278,49,152,169,3864,429,829,727,1099,50,184,244,3557,472,1048,1054,1302,80,318,1036,5305,1824,4688,3875,6055,346,858,1848,19492,0,0,0,3,0,0,85,95,0,0,0,3,0,0,84,85,0,3,0,3,0,0,203,210,3,3,0,0,0,3,316,327,0,11,6,14,0,0,338,362,3,4,4,6,0,0,333,347,4,3,9,12,0,5,535,567,10,22,18,40,0,4,1902,1999,3,4,20,144,45,21,168,403,3,124,101,326,28,33,130,750,163,648,411,841,44,66,307,2478,347,1113,723,1130,52,92,487,3947,418,961,873,1300,53,151,507,4260,430,835,736,1118,50,184,575,3925,479,1052,1065,1320,80,322,1577,5895,1841,4732,3930,6174,351,872,3750,21655,Noosa
31606,292,1002,719,1548,75,151,158,3946,453,976,951,1741,57,192,245,4620,507,894,971,1522,75,191,314,4472,493,920,977,1493,59,283,860,5083,1901,4531,4180,8213,487,967,1913,22197,0,0,0,5,0,0,113,120,3,4,0,6,0,0,142,151,3,3,0,13,0,0,223,247,0,6,0,4,3,3,299,322,0,3,15,8,0,0,378,406,3,0,8,13,0,5,396,430,3,8,3,19,0,3,485,518,11,26,27,71,6,7,2041,2189,0,0,39,202,68,23,287,633,16,168,119,500,72,51,200,1117,142,580,428,1278,92,93,347,2958,300,1027,730,1578,81,157,468,4340,459,988,976,1786,63,199,626,5091,510,897,989,1546,79,194,715,4937,492,933,984,1515,58,286,1345,5614,1920,4590,4267,8408,510,1001,3989,24691,Sunshine Coast Hinterland
31607,289,892,666,1450,59,108,139,3596,334,721,729,1476,67,133,213,3669,298,573,626,1287,47,146,223,3207,224,547,607,1184,31,171,821,3595,1311,3558,3219,7395,420,686,1632,18223,0,0,0,0,0,0,96,93,0,0,0,3,0,0,127,128,0,4,0,4,0,0,258,271,0,4,3,9,0,0,293,314,3,3,0,14,0,0,294,316,0,0,0,3,0,0,284,295,4,0,9,6,0,0,449,467,8,13,11,41,5,8,1806,1883,0,0,30,204,71,25,184,525,12,138,133,502,77,36,177,1075,148,703,433,1413,65,83,378,3226,292,907,689,1499,60,108,446,3993,344,733,742,1513,65,137,513,4052,305,578,634,1309,49,158,511,3547,229,545,615,1207,31,170,1284,4082,1329,3607,3281,7643,436,715,3494,20500,Nambour
31608,124,520,320,674,31,57,83,1815,203,531,459,884,36,92,99,2310,236,413,481,775,30,98,149,2178,205,394,394,709,29,110,336,2174,822,2103,1853,3688,204,417,779,9869,0,0,0,0,0,0,49,49,0,0,0,3,0,0,43,43,0,0,0,8,0,0,72,75,0,7,3,3,0,0,167,178,3,3,3,3,0,0,201,215,4,7,6,7,0,0,202,217,0,0,3,4,0,0,261,270,5,18,13,23,3,0,988,1049,0,5,8,62,33,13,97,223,8,54,46,176,25,13,75,392,48,198,156,431,24,32,110,999,126,529,333,687,31,57,257,2019,208,534,464,904,40,94,304,2554,241,416,491,794,29,96,348,2421,207,394,403,718,25,111,594,2448,835,2124,1899,3769,215,423,1782,11048,Noosa Hinterland
31801,109,458,297,1076,42,79,122,2185,119,376,374,1151,45,99,198,2360,117,310,339,1151,39,105,256,2323,65,251,300,1056,27,81,721,2508,515,2047,1560,6136,336,461,1580,12646,0,0,0,3,0,0,126,125,0,0,0,3,0,0,136,143,0,0,3,6,0,0,272,283,0,3,0,11,0,0,316,331,0,0,3,5,0,3,394,413,3,0,3,10,0,0,381,399,0,0,3,18,0,0,739,766,4,6,11,64,0,4,2362,2456,3,0,12,150,89,23,319,597,14,150,62,545,77,33,230,1105,95,508,193,1167,96,62,402,2532,112,463,308,1179,65,96,479,2707,125,397,411,1239,63,106,629,2965,123,321,357,1221,49,115,661,2851,73,254,311,1096,25,80,1490,3324,534,2094,1661,6597,473,506,4208,16077,Charters Towers - Ayr - Ingham
31802,1610,4028,2451,5637,257,382,637,15005,1452,2905,2586,5315,191,413,736,13594,1061,1997,1915,4213,153,383,731,10455,606,1399,1360,3226,84,382,1892,8945,6192,16731,11105,28923,1722,2154,5249,72076,0,0,0,7,3,0,765,774,0,3,0,10,3,0,1330,1346,0,16,12,26,3,3,2015,2071,12,9,23,33,3,0,1613,1683,8,9,20,26,3,0,1649,1713,8,13,12,30,0,3,1361,1432,10,14,5,25,0,3,1535,1594,36,56,66,154,10,15,10264,10607,0,11,98,822,325,76,1252,2575,119,1408,684,3152,466,174,1784,7796,1371,5104,2172,7397,400,418,2957,19811,1639,4120,2609,5993,285,413,2454,17513,1487,2978,2723,5542,209,430,2512,15881,1083,2053,2009,4355,167,400,2164,12219,623,1432,1389,3281,86,387,3476,10676,6328,17098,11680,30543,1942,2298,16599,86475,Townsville
31901,363,1239,797,2291,158,180,270,5297,398,1032,993,2515,124,233,395,5691,393,908,995,2650,117,251,549,5865,276,795,998,2900,94,364,2131,7550,1693,5408,4509,13868,1069,1303,3940,31792,0,0,0,6,0,0,282,284,0,0,0,7,0,0,294,305,0,0,0,15,0,3,556,582,0,8,3,10,0,0,527,554,0,3,4,7,0,3,701,718,3,0,4,23,0,3,792,831,0,12,16,28,5,5,1226,1288,4,23,33,102,8,20,4380,4563,0,3,25,353,193,35,500,1110,33,265,138,1022,201,77,423,2163,237,1178,594,2342,231,181,865,5643,365,1261,831,2396,166,188,819,6035,405,1045,1017,2590,129,252,1119,6552,401,926,1020,2723,126,256,1358,6806,276,813,1022,2946,99,374,3377,8907,1717,5497,4652,14371,1145,1367,8468,37211,Bundaberg
31902,138,512,434,1120,88,140,194,2632,149,422,552,1294,96,149,262,2926,144,443,534,1317,85,168,403,3089,116,357,499,1338,45,160,1196,3715,658,2359,2360,6693,613,769,2499,15946,0,0,0,0,0,0,159,163,0,0,0,7,0,0,166,170,0,0,3,5,0,0,313,325,3,4,0,14,0,0,373,399,0,4,3,20,0,5,531,566,0,3,3,6,0,0,496,516,3,6,5,13,0,0,824,855,7,23,21,70,3,7,2860,2990,0,3,13,157,90,27,380,664,12,115,74,498,128,40,296,1170,97,525,279,1112,134,89,551,2779,150,533,455,1213,100,151,623,3220,159,440,586,1366,97,164,833,3647,150,458,562,1365,80,170,934,3722,121,366,512,1367,46,166,2048,4630,683,2428,2490,7086,677,804,5651,19826,Burnett
31903,155,496,494,1386,98,131,149,2920,206,499,698,1531,98,164,269,3468,219,565,683,1600,96,173,342,3676,155,506,607,1561,46,189,1250,4314,817,2537,2922,8053,671,808,2333,18138,0,0,0,0,0,0,163,164,0,0,0,3,0,0,122,135,0,3,6,19,0,0,311,335,0,3,3,12,0,3,338,361,0,11,3,16,0,0,519,543,3,7,9,18,0,0,556,591,0,7,8,14,0,0,777,813,4,28,31,83,3,6,2786,2947,0,0,16,210,106,23,319,679,11,85,100,532,119,38,194,1077,82,392,335,1342,125,90,443,2812,164,506,514,1444,105,138,502,3372,210,513,721,1593,98,176,805,4110,226,584,702,1633,102,176,911,4325,160,518,625,1586,46,190,2041,5167,838,2592,3010,8344,705,835,5214,21545,Gympie - Cooloola
31904,283,799,597,1453,97,139,177,3537,294,692,749,1699,78,163,243,3910,297,591,826,1759,56,216,379,4125,260,684,881,2461,78,339,1651,6359,1304,3617,3547,9317,619,1031,2758,22188,0,0,0,4,0,0,180,184,0,0,0,8,0,0,162,170,0,3,4,4,0,0,308,322,0,0,3,10,0,0,381,399,0,3,4,13,0,0,438,458,0,3,5,16,0,0,531,555,0,6,9,14,0,8,895,929,0,15,35,72,0,6,2895,3018,3,0,14,198,111,24,303,654,31,155,106,561,111,46,222,1225,144,717,410,1314,113,117,458,3274,282,810,631,1538,99,150,567,4074,298,709,774,1764,77,171,694,4487,308,597,841,1805,58,225,918,4759,267,692,903,2489,78,348,2568,7339,1331,3675,3666,9671,652,1074,5736,25809,Hervey Bay
30404,1203,2463,931,1060,53,98,137,5954,991,1585,985,929,36,120,166,4826,641,959,662,726,31,104,137,3255,464,916,614,724,43,145,679,3584,4006,8426,4130,5400,368,589,1351,24271,0,0,0,4,0,0,78,78,0,0,0,0,0,0,110,112,0,4,0,8,0,3,282,294,7,4,4,7,0,0,259,283,0,0,4,0,0,3,222,232,0,0,0,0,0,0,168,175,3,0,0,3,0,0,220,226,12,12,9,30,0,8,1335,1409,0,3,48,267,66,21,141,542,34,488,273,590,80,41,179,1682,679,2040,635,1185,73,67,389,5069,1221,2486,949,1084,59,96,399,6294,999,1591,1009,947,41,123,398,5111,640,964,668,733,35,106,312,3453,467,913,615,733,41,148,899,3816,4046,8489,4202,5542,387,602,2717,25978,The Gap - Enoggera
30306,1154,1787,703,774,53,108,202,4772,596,1034,600,772,43,113,180,3335,363,790,492,678,38,99,200,2659,239,670,456,676,24,120,464,2645,4045,8233,3754,4255,304,598,1571,22761,0,0,0,0,0,0,96,96,0,0,3,3,0,0,169,177,0,4,3,0,0,0,335,342,0,7,3,3,3,0,243,254,3,0,0,3,0,0,194,204,3,8,3,3,0,0,175,187,0,5,0,7,0,0,377,394,9,20,12,16,3,4,1594,1654,0,6,57,142,41,25,168,438,108,976,460,419,49,44,312,2362,1590,2976,999,834,68,103,654,7218,1150,1792,714,781,52,107,452,5055,603,1043,607,781,43,113,376,3563,371,798,501,683,38,98,383,2870,244,675,458,683,24,125,846,3047,4062,8269,3797,4321,313,612,3182,24552,Sunnybank
30401,783,1557,552,641,24,69,105,3723,689,1183,638,694,26,86,124,3434,601,843,549,554,33,92,115,2795,361,677,471,533,27,138,551,2752,2895,5896,2740,3369,202,465,1047,16612,0,0,0,0,0,0,34,31,0,0,0,0,0,0,56,53,0,5,0,0,0,0,88,87,0,8,3,0,0,0,104,116,0,3,0,3,0,0,126,136,4,4,3,5,0,0,89,111,0,0,0,5,0,0,151,162,9,17,8,18,0,3,641,695,0,3,38,118,54,13,74,295,30,392,124,220,22,14,84,889,435,1260,382,624,19,53,165,2935,786,1564,561,650,24,77,207,3869,695,1191,648,705,26,86,251,3601,605,846,561,563,33,92,209,2910,366,674,471,541,27,140,702,2923,2908,5934,2781,3422,209,477,1701,17427,Centenary
30402,1376,2344,660,598,27,85,103,5199,1601,2245,938,741,34,122,145,5821,1148,1537,650,444,29,120,144,4082,1032,1458,825,553,42,192,772,4876,5770,9516,3622,3230,244,590,1330,24309,0,0,0,0,0,0,72,72,4,12,0,0,0,0,88,104,0,6,0,0,0,0,86,93,4,3,7,0,0,0,192,206,3,10,3,6,0,0,216,237,4,5,3,0,0,0,182,196,0,5,6,3,0,0,201,220,13,36,18,12,0,3,1044,1131,0,3,53,135,52,16,124,381,45,603,166,270,39,21,127,1272,572,1345,338,496,31,30,157,2970,1387,2347,666,603,32,85,300,5420,1603,2260,940,756,34,122,365,6082,1159,1547,653,448,29,122,331,4288,1038,1464,827,558,42,192,975,5097,5799,9575,3652,3266,252,594,2378,25516,Kenmore - Brookfield - Moggill
30403,1812,2409,460,371,21,73,110,5249,1374,1757,497,417,22,58,118,4249,1047,1264,457,314,16,82,120,3301,968,1296,553,329,23,123,485,3783,7307,12199,3075,2798,300,467,1170,27320,0,0,0,0,0,0,180,183,0,3,3,0,0,0,441,446,3,10,3,0,0,0,473,490,8,10,0,3,0,0,276,301,3,0,0,0,0,0,244,252,4,3,3,0,0,0,177,192,4,8,0,3,0,0,218,235,20,39,12,11,3,0,2009,2096,3,8,71,235,87,21,262,693,139,2078,530,510,94,37,578,3959,1978,3422,533,648,39,67,597,7282,1821,2425,467,381,20,73,383,5571,1381,1769,494,421,22,58,368,4512,1056,1271,462,318,19,82,299,3512,974,1308,552,335,26,123,703,4025,7343,12280,3110,2851,308,474,3189,29548,Sherwood - Indooroopilly
30501,2075,3102,914,775,46,111,247,7269,1409,1926,696,653,42,91,207,5032,1078,1320,558,541,43,121,216,3870,582,903,469,427,26,104,453,2966,8545,17005,4864,4701,445,727,1922,38213,0,0,0,4,0,0,254,261,0,6,0,5,0,0,751,765,5,17,7,3,0,3,1964,1996,8,9,3,3,0,0,1094,1115,7,7,4,7,0,0,905,920,0,15,3,0,0,0,705,724,3,3,0,0,0,0,868,883,22,58,14,21,0,3,6538,6662,4,7,69,174,62,24,368,719,223,2174,681,687,120,86,976,4951,3194,7636,1517,1503,125,198,2442,16605,2086,3131,928,801,53,114,1343,8451,1425,1952,708,674,44,94,1120,6020,1089,1344,562,552,48,120,922,4627,587,907,471,440,26,104,1323,3858,8606,17146,4944,4826,472,744,8500,45232,Brisbane Inner
30502,1176,2322,771,729,35,110,137,5277,985,1538,694,647,29,79,116,4086,511,795,430,426,25,77,134,2406,239,381,313,380,14,71,256,1646,3907,8713,3281,3895,225,480,913,21424,0,0,0,0,0,0,88,88,0,0,0,0,0,0,178,183,0,14,0,0,0,0,582,599,3,3,3,3,0,0,398,413,0,4,0,4,0,0,324,337,3,4,0,3,4,0,229,235,0,0,0,0,0,0,176,183,7,24,12,14,4,0,1974,2032,0,3,40,107,18,11,129,310,56,738,229,415,51,28,242,1762,954,2974,824,1238,63,101,757,6917,1184,2339,782,749,35,110,533,5735,987,1551,705,653,34,84,446,4456,518,807,436,435,22,79,360,2659,239,384,313,385,14,71,438,1844,3937,8798,3326,3984,233,484,2905,23675,Brisbane Inner - East
30503,2393,4515,1265,1175,69,173,331,9930,1968,3246,1265,1094,51,156,266,8045,1188,1835,794,852,39,149,282,5132,614,1315,741,733,39,177,703,4324,9042,20031,6653,7053,502,938,2193,46421,0,0,0,0,0,0,232,235,0,0,0,8,0,0,645,657,4,15,9,4,0,0,1475,1505,6,11,0,5,0,0,864,888,6,7,4,7,0,0,751,776,4,14,4,8,0,0,571,596,3,6,10,5,0,3,636,671,26,62,27,33,0,9,5176,5331,7,10,111,241,63,33,328,788,176,2052,776,991,137,87,792,5008,2723,7133,1749,2078,126,167,1859,15837,2408,4543,1278,1202,70,181,1213,10900,1988,3269,1280,1122,51,160,1020,8890,1195,1851,805,862,40,155,857,5756,619,1325,751,747,42,183,1346,5006,9109,20191,6743,7244,526,964,7411,52191,Brisbane Inner - North
30504,1905,3218,665,603,35,84,121,6633,1712,2444,769,606,26,77,153,5783,1165,1422,561,456,26,99,149,3879,714,1051,458,381,18,103,343,3059,7310,14311,3618,3700,252,495,1076,30759,0,0,0,0,0,0,128,127,0,0,0,0,0,0,436,434,0,11,3,5,0,0,735,757,3,10,3,3,0,0,430,450,3,11,0,3,0,0,386,401,0,0,0,0,0,0,290,298,3,4,4,3,0,0,303,322,7,39,18,24,0,3,2701,2796,0,3,60,166,46,12,184,473,136,1760,365,525,65,46,524,3424,1699,4456,750,1020,49,82,896,8949,1908,3257,676,616,35,84,554,7136,1724,2467,773,612,26,79,550,6225,1170,1424,565,454,26,100,439,4186,716,1060,467,381,18,100,643,3385,7352,14421,3665,3778,259,503,3792,33776,Brisbane Inner - West
30601,622,1516,1093,1737,81,147,209,5405,669,1294,1175,1770,76,189,265,5441,494,883,826,1395,44,163,278,4087,266,510,540,1013,27,150,459,2958,2436,5867,4456,8114,420,815,1498,23602,0,0,0,3,0,0,178,179,0,7,0,3,0,0,195,200,0,4,0,7,0,0,470,486,0,12,4,11,0,0,540,568,4,0,6,8,0,0,600,624,3,6,3,19,0,0,499,525,0,11,0,4,0,0,517,532,7,36,20,49,4,5,2992,3116,0,0,16,182,70,13,273,559,21,269,142,556,67,37,253,1354,361,1437,702,1616,95,122,631,4949,645,1558,1130,1810,84,155,768,6159,687,1330,1218,1828,76,197,875,6213,511,896,852,1433,48,164,786,4690,266,521,549,1026,27,148,983,3513,2495,6011,4607,8441,461,845,4578,27429,Cairns - North
30602,701,2057,1519,2845,182,285,422,8006,676,1497,1378,2733,141,260,516,7202,455,1028,1037,2272,96,246,495,5640,284,745,748,1851,60,216,1067,4973,2770,8328,6261,14128,968,1339,3253,37045,0,0,0,4,0,0,500,500,0,0,3,5,0,0,632,638,3,9,5,22,0,0,1516,1557,4,10,5,20,0,0,1281,1328,3,3,7,21,0,0,1255,1294,0,11,7,12,0,0,1017,1049,0,5,5,24,0,0,1185,1226,10,37,35,109,4,10,7387,7590,5,4,45,370,160,37,861,1478,49,552,282,1368,212,115,873,3454,617,2503,1390,3354,277,262,2007,10410,733,2145,1659,3201,230,320,1814,10099,706,1561,1499,2939,167,294,1860,9033,474,1077,1106,2374,113,268,1609,7015,288,768,789,1907,61,216,2320,6359,2865,8621,6764,15508,1232,1510,11352,47854,Cairns - South
30603,104,358,253,823,44,73,119,1771,101,323,330,1031,65,102,171,2120,127,289,355,1149,37,95,248,2299,72,262,302,871,27,83,545,2163,508,1747,1532,5019,303,426,1355,10883,0,0,0,0,0,0,118,118,0,5,0,6,0,0,130,136,0,3,3,16,0,0,340,363,0,0,3,3,0,0,308,319,0,0,3,4,0,0,382,395,3,0,8,7,0,4,410,429,0,6,4,14,0,0,519,541,3,12,22,51,0,7,2214,2310,0,0,3,105,53,17,299,477,16,111,50,378,64,30,241,890,96,417,272,906,80,54,534,2361,105,369,281,947,62,88,493,2339,108,340,380,1146,73,115,618,2791,132,303,385,1199,48,100,716,2883,77,269,316,899,30,83,1108,2777,537,1815,1679,5577,412,489,4006,14518,Innisfail - Cassowary Coast
30604,74,183,149,370,14,47,47,887,65,163,177,398,23,54,65,947,66,163,165,393,13,46,82,920,54,168,130,256,12,35,142,802,313,953,804,1860,106,210,437,4685,0,0,0,0,0,0,45,45,0,0,0,0,0,0,66,71,3,3,0,3,0,0,208,217,0,0,0,3,0,0,188,193,0,0,0,5,0,0,185,188,0,0,0,3,0,0,217,221,0,0,0,7,0,0,289,298,5,7,6,22,0,4,1197,1236,0,5,3,23,15,0,93,140,4,47,32,100,15,14,99,310,50,240,157,361,29,21,274,1131,79,190,154,390,20,49,252,1127,71,169,180,431,30,55,267,1196,70,163,171,395,12,50,319,1188,56,169,130,267,12,40,438,1118,329,977,838,1964,136,231,1733,6209,Port Douglas - Daintree
