sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,sa3_name16
10102,22214.0,22936.0,23226.0,23313.0,24141.0,45.0,45.0,46.0,46.0,46.0,131714462.0,135098411.0,132778704.0,138884907.0,143063665.0,248.0,231.0,250.0,243.0,224.0,5929.0,5890.0,5717.0,5957.0,5926.0,8.3,8.4,8.5,8.7,8.7,Queanbeyan
10103,7245.0,7462.0,7608.0,7796.0,7843.0,49.0,49.0,49.0,50.0,49.0,45635065.0,50089238.0,51664316.0,55943685.0,57124634.0,385.0,356.0,384.0,401.0,373.0,6299.0,6713.0,6791.0,7176.0,7284.0,12.7,12.8,12.8,13.2,12.6,Snowy Mountains
10104,25606.0,26728.0,26639.0,26965.0,28004.0,54.0,54.0,55.0,55.0,55.0,194656399.0,200315691.0,196682305.0,203118847.0,218820202.0,647.0,607.0,572.0,616.0,550.0,7602.0,7495.0,7383.0,7533.0,7814.0,18.7,18.7,18.7,18.4,18.3,South Coast
10105,11775.0,12334.0,12293.0,12566.0,12930.0,49.0,50.0,50.0,50.0,50.0,62592751.0,75558355.0,80799819.0,74020194.0,81823861.0,364.0,359.0,356.0,349.0,304.0,5316.0,6126.0,6573.0,5891.0,6328.0,12.3,12.7,12.5,12.5,12.3,Goulburn - Mulwaree
10106,13553.0,14254.0,14305.0,14468.0,14714.0,48.0,48.0,49.0,49.0,49.0,100445174.0,106762068.0,117540485.0,113798728.0,118672751.0,380.0,372.0,378.0,399.0,356.0,7411.0,7490.0,8217.0,7866.0,8065.0,13.1,13.2,13.8,13.6,13.5,Young - Yass
10201,61747.0,63235.0,63393.0,64080.0,66779.0,49.0,49.0,49.0,50.0,49.0,405497914.0,431770600.0,460313043.0,474928579.0,510882578.0,336.0,334.0,355.0,364.0,336.0,6567.0,6828.0,7261.0,7411.0,7650.0,14.8,14.8,14.7,14.5,14.8,Gosford
10202,44984.0,47159.0,47307.0,47946.0,50793.0,48.0,47.0,48.0,48.0,47.0,176859483.0,192396557.0,197042811.0,212446995.0,213361351.0,190.0,180.0,196.0,186.0,171.0,3932.0,4080.0,4165.0,4431.0,4201.0,11.2,11.0,10.9,10.6,10.8,Wyong
10301,15403.0,16008.0,16364.0,16268.0,16884.0,47.0,47.0,48.0,48.0,48.0,87971619.0,92031860.0,97516183.0,103895758.0,110178454.0,287.0,275.0,282.0,278.0,252.0,5711.0,5749.0,5959.0,6387.0,6526.0,11.3,11.4,11.8,11.7,11.7,Bathurst
10302,18770.0,19818.0,19924.0,20082.0,20720.0,50.0,50.0,50.0,50.0,50.0,126425442.0,127804640.0,128443480.0,140939320.0,144519307.0,532.0,431.0,429.0,444.0,400.0,6736.0,6449.0,6447.0,7018.0,6975.0,13.8,14.2,14.2,13.4,13.4,Lachlan Valley
10303,14040.0,14981.0,15297.0,15433.0,15400.0,49.0,49.0,49.0,49.0,49.0,68014825.0,79888455.0,81505300.0,83808923.0,84036334.0,325.0,302.0,309.0,305.0,298.0,4844.0,5333.0,5328.0,5431.0,5457.0,12.5,12.5,13.2,13.2,13.0,Lithgow - Mudgee
10304,19924.0,20943.0,20819.0,20957.0,21217.0,47.0,47.0,47.0,47.0,47.0,119559789.0,137524394.0,145521394.0,153730208.0,155677010.0,299.0,279.0,284.0,290.0,275.0,6001.0,6567.0,6990.0,7336.0,7337.0,11.8,11.9,11.7,11.6,11.5,Orange
10401,16426.0,16571.0,16314.0,16088.0,16552.0,52.0,52.0,52.0,53.0,53.0,75638855.0,81600294.0,79816760.0,77570947.0,82051392.0,373.0,351.0,378.0,391.0,344.0,4605.0,4924.0,4893.0,4822.0,4957.0,17.1,17.0,17.5,16.6,16.9,Clarence Valley
10402,29781.0,30220.0,30562.0,30770.0,32498.0,50.0,50.0,51.0,51.0,51.0,165881368.0,180163477.0,178105347.0,191923734.0,199833191.0,379.0,370.0,358.0,374.0,324.0,5570.0,5962.0,5828.0,6237.0,6149.0,15.6,15.3,15.2,14.9,14.9,Coffs Harbour
10501,7362.0,7756.0,7645.0,7736.0,7745.0,47.0,48.0,48.0,48.0,48.0,48013665.0,54748162.0,50474734.0,51734583.0,57856039.0,386.0,381.0,363.0,365.0,304.0,6522.0,7059.0,6602.0,6688.0,7470.0,9.9,11.3,10.8,12.6,11.2,Bourke - Cobar - Coonamble
10502,5459.0,5742.0,5568.0,5602.0,5833.0,49.0,49.0,49.0,49.0,49.0,22487682.0,25243541.0,28470790.0,27410743.0,25106274.0,280.0,271.0,285.0,246.0,209.0,4119.0,4396.0,5113.0,4893.0,4304.0,10.2,9.8,10.1,9.9,9.4,Broken Hill and Far West
10503,22419.0,23376.0,23357.0,23893.0,24308.0,48.0,48.0,48.0,48.0,48.0,145349000.0,164391260.0,153547242.0,168512446.0,170302710.0,333.0,312.0,315.0,306.0,292.0,6483.0,7032.0,6574.0,7053.0,7006.0,11.9,12.5,12.5,12.3,11.8,Dubbo
10601,26737.0,27993.0,27986.0,27612.0,28198.0,46.0,46.0,46.0,47.0,47.0,123292591.0,139809570.0,152101286.0,134334441.0,142383859.0,243.0,232.0,243.0,228.0,215.0,4611.0,4994.0,5435.0,4865.0,5049.0,10.3,10.3,10.4,10.5,10.9,Lower Hunter
10602,23358.0,24496.0,24762.0,25005.0,25849.0,44.0,44.0,45.0,45.0,45.0,105171758.0,123498939.0,109995788.0,121578632.0,117223202.0,233.0,225.0,220.0,210.0,202.0,4503.0,5042.0,4442.0,4862.0,4535.0,10.3,9.9,9.8,9.9,9.9,Maitland
10603,24395.0,25071.0,25253.0,25170.0,25913.0,50.0,50.0,50.0,51.0,51.0,160303726.0,165184514.0,177417849.0,187593973.0,174374316.0,376.0,358.0,368.0,405.0,358.0,6571.0,6589.0,7026.0,7453.0,6729.0,16.3,15.7,15.7,16.0,16.0,Port Stephens
