SA3_MAIN11,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,SA3_NAME11
20102,25,35,54,108,98,71,5,0,0,396,21,19,34,66,60,56,24,13,3,296,706,693,1512,2756,3293,2521,567,88,14,12150,Creswick - Daylesford - Ballan
20103,19,29,45,58,76,64,9,0,0,300,25,13,25,25,48,28,14,8,3,189,580,582,1188,1969,2364,1896,406,77,15,9077,Maryborough - Pyrenees
20201,116,188,314,280,296,207,49,11,0,1461,63,84,120,150,122,98,39,13,6,695,2989,4397,8047,8273,8769,5686,910,120,11,39202,Bendigo
20202,50,55,76,154,169,129,33,3,3,672,34,26,53,77,87,79,43,15,3,417,1205,1235,2148,4411,5419,3921,870,116,17,19342,Heathcote - Castlemaine - Kyneton
20203,7,15,17,29,41,39,10,0,0,158,7,4,7,13,25,16,12,6,6,96,209,242,539,920,1341,1026,308,78,18,4681,Loddon - Elmore
20301,20,26,46,78,68,70,14,4,0,326,12,10,18,38,34,23,8,3,0,146,447,550,1247,2006,2089,1380,325,41,3,8088,Barwon - West
20302,151,360,639,639,592,394,104,10,0,2889,116,165,314,312,320,212,77,34,8,1558,4862,8342,16629,17859,18052,11302,1821,213,14,79094,Geelong
20303,55,82,143,196,229,135,38,6,0,884,44,35,72,105,114,72,30,9,3,484,1557,1986,4079,6636,6933,4934,951,100,17,27193,Surf Coast - Bellarine Peninsula
20401,52,87,123,157,175,127,18,6,0,745,47,42,90,103,123,101,49,18,3,576,1344,1640,3350,4588,5690,4389,1155,206,33,22395,Upper Goulburn Valley
20402,60,78,134,157,134,124,26,4,0,717,34,23,55,60,68,65,37,22,3,367,1480,1367,2992,4171,5232,3999,954,181,24,20400,Wangaratta - Benalla
20403,79,135,164,212,237,163,27,3,0,1020,55,58,98,109,108,92,57,13,3,593,2189,2726,5010,6642,7681,5300,1126,174,29,30877,Wodonga - Alpine
20501,86,112,162,194,215,139,30,3,3,944,43,41,59,72,88,67,35,12,7,424,1333,1746,3331,4128,4862,3439,859,151,18,19867,Baw Baw
20502,44,51,101,130,140,111,26,3,0,606,26,23,65,70,82,78,47,13,3,407,1075,1147,2394,3458,4393,3556,890,150,24,17087,Gippsland - East
20503,63,95,131,168,164,141,51,6,0,819,43,36,77,122,126,95,42,12,4,557,1532,1750,3816,5315,6018,4848,1209,219,26,24733,Gippsland - South West
20504,84,161,210,214,215,154,35,0,0,1073,65,70,128,149,138,112,27,6,6,701,2118,3126,5777,6310,7245,4759,741,82,14,30172,Latrobe Valley
20505,62,79,110,132,149,106,32,0,0,670,35,44,47,68,69,57,18,8,3,349,1206,1445,2990,3541,4421,3425,671,123,19,17841,Wellington
20601,35,168,432,349,281,153,31,3,0,1452,36,132,300,177,116,69,29,6,0,865,1078,4767,14135,10305,7019,3583,560,66,3,41516,Brunswick - Coburg
20602,14,69,263,199,189,87,12,4,0,837,18,48,168,129,76,59,12,11,0,521,632,2155,8118,7246,5079,2385,352,55,0,26022,Darebin - South
20603,20,95,231,166,180,120,29,6,0,847,34,73,185,150,122,59,28,14,3,668,1185,3378,8334,7445,6547,3821,592,74,9,31385,Essendon
20604,27,153,459,217,150,118,29,3,0,1156,31,174,386,159,108,96,40,9,0,1003,1263,7894,21076,8179,5326,3781,1084,145,22,48770,Melbourne City
20605,33,167,553,380,257,153,37,8,0,1588,23,102,419,263,156,119,43,6,0,1131,710,4528,20809,13767,8441,5233,1303,143,9,54943,Port Phillip
20901,83,212,406,434,402,336,78,14,3,1968,81,128,247,235,240,147,46,17,5,1146,2703,5701,12415,13599,13081,9131,1823,194,26,58673,Banyule
20902,39,154,340,359,272,132,31,3,0,1330,57,140,322,229,178,103,31,6,3,1069,1376,4098,10714,9797,7367,3782,581,59,12,37786,Darebin - North
20903,80,152,187,299,350,181,51,3,0,1303,56,52,70,146,155,109,40,3,3,634,2283,3551,4507,7860,9452,5982,1069,86,10,34800,Nillumbik - Kinglake
20904,120,380,812,743,602,298,54,3,0,3012,142,297,551,524,401,227,48,8,0,2198,3856,8229,19993,19088,16150,8783,1151,93,13,77356,Whittlesea - Wallan
21001,32,84,167,226,235,158,42,5,0,949,37,73,128,139,130,70,32,12,6,627,1250,2528,5076,6227,5927,3909,838,75,15,25845,Keilor
21002,54,54,72,133,99,82,23,3,0,520,22,19,36,69,63,53,11,8,0,281,898,1019,1793,3342,3587,2305,479,40,6,13469,Macedon Ranges
21003,32,109,259,287,214,114,27,0,0,1042,48,118,227,169,142,73,36,15,6,834,1078,2914,7912,7054,5624,2812,461,73,12,27940,Moreland - North
21004,49,92,161,166,144,79,15,3,0,709,34,35,68,88,69,58,10,3,3,368,1250,2038,3669,4298,4522,2694,365,30,3,18869,Sunbury
21005,91,251,524,527,429,221,35,4,0,2082,131,292,445,380,328,167,38,5,3,1789,2785,6219,12866,12729,11716,5821,827,62,6,53031,Tullamarine - Broadmeadows
21101,172,401,653,789,782,506,78,16,3,3400,127,214,349,383,352,282,84,10,6,1807,4471,7977,15210,17125,18602,12182,1894,139,12,77612,Knox
21102,34,60,85,99,129,85,28,4,0,524,23,17,33,62,69,67,36,6,0,313,851,1317,1670,2858,3564,2246,636,81,9,13232,Manningham - East
21103,98,267,478,517,500,308,80,9,3,2260,65,105,240,239,232,136,50,21,6,1094,3001,5204,11183,12223,11743,7700,1544,142,18,52758,Maroondah
21104,40,105,211,251,251,188,64,6,0,1116,24,43,125,131,117,88,37,5,0,570,1234,2421,5836,6904,6094,4189,1026,77,6,27787,Whitehorse - East
21105,194,440,606,736,807,485,105,20,0,3393,121,190,276,385,376,285,77,10,8,1728,4659,7214,12579,16317,17836,12104,2276,184,31,73200,Yarra Ranges
21201,106,222,308,374,349,192,35,0,0,1586,73,86,169,192,188,87,38,14,0,847,2337,3672,7709,8858,8024,4669,911,140,12,36332,Cardinia
21202,121,304,525,585,583,328,53,4,0,2503,103,183,338,366,353,207,46,14,3,1613,3399,5942,12068,14315,13993,7748,1080,100,15,58660,Casey - North
21203,149,283,596,648,478,249,51,5,0,2459,138,206,483,422,376,211,40,12,0,1888,3368,5924,14978,16050,13142,6389,925,87,13,60876,Casey - South
21204,88,326,701,645,556,350,76,4,0,2746,121,402,807,587,491,326,79,20,4,2837,2596,7863,19059,15265,14116,9247,1572,128,12,69858,Dandenong
21205,80,275,535,653,547,399,134,12,0,2635,80,246,425,365,328,257,103,32,22,1858,3085,8264,16649,16866,16419,10597,2644,305,47,74876,Monash
21301,110,342,700,634,537,334,43,0,0,2700,135,392,750,610,584,275,60,9,3,2818,3355,8544,18810,16565,15141,8748,1051,60,14,72288,Brimbank
21302,49,138,297,295,286,166,39,6,0,1276,55,109,227,224,186,123,30,13,6,973,1554,3274,8478,9774,8943,4767,738,65,9,37602,Hobsons Bay
21303,22,105,328,298,228,86,16,3,0,1086,30,126,290,215,153,90,18,3,8,933,801,3555,11314,9404,6257,2909,372,52,8,34672,Maribyrnong
21304,119,296,571,534,398,242,28,4,0,2192,98,195,371,350,287,181,32,10,3,1527,3081,5637,15002,15538,11450,6511,750,50,3,58022,Melton - Bacchus Marsh
21305,149,345,740,648,497,259,41,4,0,2683,113,218,544,426,380,232,36,17,6,1972,3773,7736,22235,20727,15712,7805,1019,82,9,79098,Wyndham
21401,127,333,540,620,545,372,72,8,0,2617,127,212,332,386,331,214,50,18,3,1673,3587,6160,12883,14029,13628,8625,1541,107,19,60579,Frankston
21402,133,259,371,579,596,392,119,12,0,2461,121,132,202,314,284,237,87,39,4,1420,4329,5492,9285,14671,15533,11183,2800,311,24,63628,Mornington Peninsula
21501,79,119,181,187,201,144,39,5,0,955,32,47,74,97,99,94,54,29,6,532,1713,2026,3927,5326,6729,4957,1349,319,36,26382,Grampians
21502,54,100,151,185,163,104,19,3,0,779,52,46,93,98,104,80,36,19,3,531,1531,1831,3756,4773,5282,3482,694,113,14,21476,Mildura
21503,52,71,96,86,122,101,26,3,0,557,34,46,67,76,75,71,40,5,6,420,997,1269,2565,3175,3988,3031,831,168,27,16051,Murray River - Swan Hill
21601,49,73,91,141,138,93,32,0,0,617,37,39,47,75,78,63,38,14,3,394,1084,1188,2399,3524,4197,2818,700,119,12,16041,Campaspe
21602,39,49,75,68,76,75,12,3,0,397,33,28,49,58,57,41,22,15,0,303,805,809,1782,2531,2925,2182,505,107,14,11660,Moira
21603,64,115,236,256,222,148,40,5,0,1086,70,58,132,130,141,92,27,13,3,666,1840,2305,4828,5958,6251,4323,901,98,18,26522,Shepparton
29999,0,13,27,14,10,6,0,0,0,70,4,9,25,25,14,0,3,0,0,80,99,421,907,509,325,183,38,0,0,2482,Special Purpose Codes SA3 (Vic.)
20804,23,66,118,108,107,70,27,3,0,522,19,69,110,80,83,62,28,9,3,463,745,2163,4713,4412,4260,2911,820,113,9,20146,Stonnington - East
30101,118,193,309,319,353,235,37,0,0,1564,65,88,127,169,146,127,30,4,3,759,2773,3669,6471,7983,8849,5640,846,54,7,36292,Capalaba
30102,116,159,259,340,315,241,62,0,0,1492,76,67,135,188,189,125,46,12,3,841,2687,3015,5581,8326,9093,5764,1118,95,6,35685,Cleveland - Stradbroke
30103,84,120,268,298,255,157,35,0,0,1217,40,78,123,183,133,95,32,11,8,703,1895,2661,6804,8804,7417,4338,743,55,15,32732,Wynnum - Manly
30201,45,96,154,153,168,132,28,3,0,779,29,37,76,83,66,50,24,11,0,376,1328,2028,3912,4567,4374,2972,622,66,0,19869,Bald Hills - Everton Park
30202,68,135,292,279,224,160,36,8,0,1202,36,82,167,125,106,67,32,6,3,624,1810,3592,8415,8153,6547,4043,821,101,10,33492,Chermside
30203,34,72,164,159,128,98,20,0,0,675,25,53,85,76,70,53,18,0,4,384,932,1986,5084,4334,3535,2322,402,38,4,18637,Nundah
30204,64,100,221,197,213,136,29,3,0,963,51,67,105,127,127,56,28,6,3,570,1594,2388,5737,6271,5777,3523,563,45,9,25907,Sandgate
30302,43,155,355,282,181,130,36,7,0,1189,24,110,216,149,115,70,21,6,0,711,1512,4817,11046,8365,6179,3595,716,74,13,36317,Holland Park - Yeronga
30303,58,165,283,262,270,183,33,0,0,1254,38,97,179,179,139,81,21,10,0,744,1808,3734,7828,7109,6504,4113,818,99,3,32016,Mt Gravatt
30304,33,73,143,159,124,66,14,3,0,615,26,55,101,81,83,45,10,7,6,414,980,1858,4530,4366,3465,1945,397,54,6,17601,Nathan
30305,61,110,254,261,240,133,23,0,0,1082,52,81,147,143,122,73,32,0,3,653,1605,2598,6854,6239,5600,3259,459,27,3,26644,Rocklea - Acacia Ridge
30801,95,80,177,141,95,56,11,0,0,655,43,47,93,90,62,53,16,3,0,407,1097,1521,3697,3623,3275,1802,395,63,0,15473,Central Highlands (Qld)
30802,133,167,236,270,221,123,35,3,0,1188,95,113,192,171,199,115,37,11,0,933,2740,3221,7211,8369,8405,4805,916,138,9,35814,Gladstone - Biloela
30803,200,265,433,436,406,297,54,7,0,2098,105,137,197,229,226,161,53,19,7,1134,4147,4945,9743,10634,11619,7312,1265,156,18,49839,Rockhampton
30901,42,147,294,225,188,121,36,6,0,1059,45,90,171,150,140,111,47,10,4,768,1386,3083,7006,6073,5399,3918,873,86,13,27837,Broadbeach - Burleigh
30902,49,85,207,205,178,121,24,6,0,875,38,54,94,143,137,99,20,8,3,596,1470,2027,4528,5149,5397,3581,642,82,12,22888,Coolangatta
30903,45,128,202,227,211,198,41,7,0,1059,36,79,152,162,150,109,42,14,5,749,1392,2527,5414,5754,5673,4364,1035,112,5,26276,Gold Coast - North
30904,17,19,45,84,80,80,13,0,0,338,9,20,35,55,53,38,10,3,0,223,434,447,929,2019,2178,1512,367,41,4,7931,Gold Coast Hinterland
30905,38,49,132,179,132,105,21,0,0,656,29,35,55,81,73,68,15,6,0,362,1191,1093,2445,3924,3722,2225,364,27,0,14991,Mudgeeraba - Tallebudgera
30906,83,113,286,336,298,193,32,0,0,1341,61,67,152,188,138,116,40,6,0,768,2127,2604,5985,7500,6815,4016,804,58,7,29916,Nerang
20606,26,111,309,163,119,83,33,9,3,856,18,75,235,123,100,92,49,24,6,722,480,3265,11788,6141,4198,3353,1291,228,50,30794,Stonnington - West
20607,24,128,486,287,197,131,24,6,0,1283,29,96,291,213,121,64,32,6,3,855,743,4301,17469,9750,6238,3966,892,74,12,43445,Yarra
20701,80,249,427,379,462,315,93,14,3,2022,87,203,291,259,352,248,94,33,16,1583,3555,8626,16312,16637,18903,12441,3284,484,56,80298,Boroondara
20702,49,146,276,343,379,270,95,9,0,1567,32,89,188,193,222,148,79,18,6,975,1669,3838,7460,8817,9522,6469,2010,204,15,40004,Manningham - West
20703,37,181,263,339,376,288,74,13,0,1571,39,138,218,213,200,121,42,15,0,986,2040,4578,9304,10379,10024,5998,1389,181,21,43914,Whitehorse - West
20801,53,106,178,273,336,221,67,7,0,1241,66,72,100,221,207,144,80,25,9,924,2076,3552,5682,10563,11729,7660,2168,267,36,43733,Bayside
21701,46,69,77,129,101,81,16,7,3,529,41,23,49,68,87,74,38,11,6,397,1159,1104,2450,3437,4246,3195,789,153,28,16561,Glenelg - Southern Grampians
21702,88,143,229,266,225,185,55,0,0,1191,121,72,104,126,167,148,73,39,3,853,3020,3339,6562,8416,9687,6867,1717,319,45,39972,Warrnambool - Otway Ranges
29797,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,12,6,9,9,0,0,0,36,Migratory - Offshore - Shipping (Vic.)
20802,72,221,482,547,518,339,85,11,0,2275,82,169,412,325,262,204,68,23,10,1555,2390,6217,16578,17346,15048,9617,1954,301,52,69503,Glen Eira
20803,75,209,388,520,458,273,52,7,0,1982,75,112,236,308,295,181,58,21,13,1299,2582,4563,11334,14390,12478,7557,1511,168,24,54607,Kingston
30306,31,98,154,155,146,94,13,0,0,691,21,90,153,116,83,53,14,4,8,542,1099,2566,5479,4526,4289,2916,519,36,8,21438,Sunnybank
30401,31,72,120,136,130,99,21,0,0,609,12,30,46,75,52,47,14,3,0,279,976,1458,3173,4081,4085,2810,557,38,3,17181,Centenary
30402,39,63,95,132,165,100,28,8,0,630,29,30,50,93,88,65,25,4,0,384,1472,1930,2874,5276,5736,3791,952,124,11,22166,Kenmore - Brookfield - Moggill
30403,42,117,153,86,89,78,15,4,0,584,24,87,73,75,63,45,17,4,3,391,1538,4267,5808,4315,4031,2888,707,63,14,23631,Sherwood - Indooroopilly
30404,52,117,160,187,159,131,31,0,0,837,35,44,88,84,89,57,20,6,0,423,1608,2868,5182,6115,5146,3186,599,40,3,24747,The Gap - Enoggera
30501,24,131,329,146,110,71,22,4,0,837,18,97,249,123,94,66,24,9,6,686,928,4551,12638,6091,4550,3275,734,83,15,32865,Brisbane Inner
30502,19,108,225,139,116,57,14,0,0,678,25,49,127,101,52,39,9,12,0,414,867,2480,6730,5456,3901,2085,391,35,0,21945,Brisbane Inner - East
30503,54,184,360,266,203,145,32,7,4,1255,42,105,214,146,142,94,28,8,3,782,1893,5486,12511,9846,7819,4668,1067,125,19,43434,Brisbane Inner - North
30504,55,133,256,146,118,92,25,0,0,825,25,65,148,109,77,62,15,6,0,507,1511,4613,8944,6745,5326,3324,709,58,5,31235,Brisbane Inner - West
30601,74,73,185,243,178,129,19,0,0,901,35,38,93,135,143,73,29,3,0,549,1725,1614,4418,6304,6327,3643,626,40,6,24703,Cairns - North
30602,137,227,419,478,362,221,54,4,4,1906,84,115,240,246,222,164,46,14,3,1134,2670,3803,9593,10449,9253,5925,1170,130,20,43013,Cairns - South
30603,56,49,92,124,103,89,16,0,0,529,48,48,82,68,83,72,22,9,0,432,990,1015,2189,2968,3833,2568,583,114,9,14269,Innisfail - Cassowary Coast
30604,16,19,29,39,42,16,4,3,0,168,13,14,22,27,24,23,14,0,0,137,260,403,991,1253,1272,839,224,37,0,5279,Port Douglas - Daintree
30605,47,61,105,126,120,89,25,0,0,573,33,33,53,84,101,74,32,10,0,420,1072,972,2195,3436,4007,3084,753,94,9,15622,Tablelands (East) - Kuranda
30701,71,90,147,129,117,94,29,3,0,680,54,61,79,138,148,88,50,24,4,646,1278,1719,4046,4705,4663,3289,1110,261,27,21098,Darling Downs (West) - Maranoa
30702,68,81,108,130,143,91,24,4,0,649,54,32,58,97,98,82,31,9,3,464,1340,1414,2867,3982,4157,3047,942,221,22,17992,Darling Downs - East
30703,70,62,89,110,132,81,15,3,0,562,45,34,36,76,62,79,47,13,4,396,1298,1200,2398,3388,3934,3153,860,160,22,16413,Granite Belt
30301,51,119,194,225,179,118,32,3,0,921,38,58,115,109,83,50,23,6,6,488,1503,2688,5589,6085,5320,3272,554,61,6,25078,Carindale
30907,122,194,429,516,356,224,53,0,0,1894,103,134,252,294,238,125,39,16,0,1201,2836,3825,10285,12038,9757,5521,1021,82,6,45371,Ormeau - Oxenford
30908,49,90,195,183,158,103,24,0,0,802,39,53,82,96,94,74,31,5,0,474,1519,2164,4450,4640,4436,2971,686,59,3,20928,Robina
30909,55,137,220,229,196,156,28,6,0,1027,52,77,149,144,125,95,25,12,0,679,1512,2920,5599,5316,5089,3318,792,79,10,24635,Southport
30910,21,88,164,111,101,74,23,0,0,582,19,68,123,93,88,73,37,11,6,518,772,2211,4104,3077,3209,2576,858,91,9,16907,Surfers Paradise
31001,71,181,276,292,217,113,18,0,0,1168,46,88,170,188,142,80,14,6,3,737,1561,2787,6320,6625,5538,2869,492,30,3,26225,Forest Lake - Oxley
31002,91,98,155,208,180,139,19,0,0,890,55,43,91,142,136,89,33,8,8,605,1737,1770,3778,5378,5959,4019,922,118,24,23705,Ipswich Hinterland
31003,120,212,311,340,295,193,45,4,0,1520,73,107,188,199,166,103,20,6,3,865,3059,4535,8834,9769,9388,5359,748,67,10,41769,Ipswich Inner
31004,84,189,314,282,184,106,20,0,0,1179,70,107,175,174,141,82,11,0,0,760,2004,3585,8458,7637,5881,3038,372,26,0,31001,Springfield - Redbank
31101,28,24,45,46,45,25,8,0,0,221,19,14,27,23,29,15,14,3,0,144,366,397,807,1169,1279,863,230,45,0,5156,Beaudesert
31301,40,33,67,88,90,71,17,0,0,406,19,30,56,56,47,49,17,6,0,280,767,661,1393,2223,2610,2109,459,37,0,10259,Bribie - Beachmere
31302,89,123,221,242,185,97,12,0,0,969,74,90,125,118,135,79,23,5,0,649,1911,2767,5263,5514,5061,3119,474,33,3,24145,Caboolture
31303,17,17,32,63,35,41,8,0,0,213,8,10,17,39,25,15,16,0,0,130,307,302,719,1115,1156,830,203,36,4,4672,Caboolture Hinterland
31304,105,129,203,319,247,148,32,0,0,1183,59,82,114,120,122,77,19,13,0,606,2255,2326,4804,6799,6265,3563,495,43,0,26550,Narangba - Burpengary
31305,82,121,187,192,204,166,32,9,0,993,64,51,99,131,114,88,28,12,3,590,1720,2075,4353,5478,5700,4078,737,76,12,24229,Redcliffe
31401,141,176,305,454,394,236,54,0,0,1760,66,58,123,169,193,109,33,13,0,764,3283,3519,7036,11656,10749,5944,1038,57,6,43288,Hills District
31402,75,131,251,276,175,107,13,0,0,1028,53,56,107,117,99,65,18,0,0,515,1684,2540,6267,6810,5026,2886,436,26,0,25675,North Lakes
31403,42,98,184,184,127,117,15,4,0,771,33,50,87,103,67,35,7,0,0,382,1186,1820,4222,4020,3680,2434,345,15,6,17728,Strathpine
31501,60,94,150,194,166,80,21,0,0,765,40,74,79,84,79,60,21,3,0,440,614,989,2313,2818,2611,1674,354,46,12,11431,Far North
31102,59,69,142,129,130,104,18,0,0,651,51,55,98,88,85,50,8,6,0,441,1215,1761,3668,3552,3319,2155,305,22,0,15997,Beenleigh
31103,112,175,299,298,287,169,23,6,0,1369,74,128,227,231,190,112,25,0,3,990,2434,3665,7574,7536,7463,4101,526,34,10,33343,Browns Plains
31104,77,89,151,289,215,107,17,0,0,945,47,43,75,154,123,77,21,3,0,543,1364,1277,3109,5439,4538,2330,366,21,6,18450,Jimboomba
31105,79,157,253,249,260,175,36,6,0,1215,50,73,148,152,148,83,24,3,0,681,1885,2934,5792,5909,5632,3864,605,35,3,26659,Loganlea - Carbrook
31106,91,159,324,296,280,188,32,3,0,1373,70,167,224,215,169,142,28,6,8,1029,1998,3536,7709,7211,6483,5059,801,48,8,32853,Springwood - Kingston
31201,78,88,121,97,90,43,5,3,0,525,53,54,103,99,91,63,9,0,4,476,1248,1739,4154,4221,3914,2222,404,53,13,17968,Bowen Basin - North
31202,318,418,695,687,578,295,62,6,0,3059,104,164,312,291,278,179,60,25,5,1418,4465,5584,11824,12967,13411,7558,1342,176,15,57342,Mackay
31203,22,38,84,89,67,57,7,0,0,364,24,23,52,50,59,28,9,0,0,245,533,891,2127,2202,2125,1385,261,38,3,9565,Whitsunday
31502,51,70,138,108,106,55,16,0,0,544,33,46,94,70,76,63,20,7,0,409,948,1746,3983,3400,3232,1895,490,47,11,15752,Outback - North
31503,28,27,61,51,44,29,10,0,0,250,31,29,54,55,71,41,17,4,0,302,601,887,1972,2070,2380,1693,491,89,12,10195,Outback - South
31601,67,82,157,191,227,117,19,0,0,860,31,56,78,96,91,54,17,8,6,437,1837,1788,3286,5047,5428,2969,521,45,9,20930,Buderim
31602,72,129,199,283,265,144,36,6,0,1134,49,44,110,156,138,100,44,5,7,653,2043,2354,5311,7288,7056,4625,835,72,10,29594,Caloundra
31603,47,122,183,206,189,120,27,0,0,894,34,57,105,110,111,71,22,7,0,517,1468,2546,5081,5330,5275,3614,608,40,3,23965,Maroochy
31604,70,87,162,245,290,151,29,0,0,1034,45,37,80,152,145,106,38,15,0,618,1759,1611,3710,5918,6879,4393,823,88,3,25184,Nambour - Pomona
31605,28,49,81,144,135,80,10,3,0,530,34,28,42,79,85,68,30,4,5,375,954,1012,2182,3712,3982,2717,572,58,8,15197,Noosa
31606,54,70,127,199,195,103,25,3,0,776,46,29,68,128,122,100,31,13,0,537,1391,1200,2756,4775,5409,3771,790,104,10,20206,Sunshine Coast Hinterland
31701,222,334,545,504,540,366,96,14,0,2621,122,112,239,263,238,194,77,26,0,1271,5139,6569,12554,13892,14449,9420,1896,205,17,64141,Toowoomba
31801,116,93,141,177,155,107,34,3,0,826,40,38,76,90,91,78,51,12,6,482,1366,1478,2996,4092,4536,3411,897,147,21,18944,Charters Towers - Ayr - Ingham
31802,305,481,732,666,571,369,75,6,0,3205,163,200,353,411,353,242,67,32,7,1828,6840,10306,19342,19461,18388,10752,1781,162,21,87053,Townsville
31901,89,160,224,302,260,198,25,6,0,1264,60,69,118,162,153,111,48,25,6,752,2526,2607,5420,7120,8121,5377,1021,132,14,32338,Bundaberg
31902,62,64,111,112,115,95,27,0,0,586,47,42,65,87,107,94,51,18,7,518,1246,1304,2829,3937,4340,3416,977,166,32,18247,Burnett
31903,61,64,153,140,157,108,32,6,0,721,47,28,64,85,91,72,32,9,4,432,1252,1201,2672,3823,4501,3103,656,100,14,17322,Gympie - Cooloola
31904,43,82,126,202,188,115,18,0,0,774,34,37,52,86,86,66,24,10,6,401,1304,1297,2729,4185,4647,2868,485,42,10,17567,Hervey Bay
31905,31,54,92,128,135,118,16,3,0,577,42,19,49,84,82,77,26,3,0,382,1049,1022,2197,3342,3766,2802,449,61,6,14694,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,0,0,0,0,19,12,34,44,43,47,41,16,0,0,237,Migratory - Offshore - Shipping (Qld)
39999,10,19,24,20,16,16,0,0,0,105,10,16,43,41,40,18,4,0,0,172,133,506,1012,619,660,571,88,3,0,3592,Special Purpose Codes SA3 (Qld)
40105,10,44,134,122,125,80,30,3,3,551,16,29,67,62,51,39,15,6,0,285,706,1783,4402,3771,3583,2451,507,45,12,17260,Norwood - Payneham - St Peters
40106,31,63,81,118,111,80,15,0,0,499,11,33,58,46,40,33,9,0,3,233,655,1431,2998,3073,3132,2069,388,46,6,13798,Prospect - Walkerville
40302,78,210,324,376,352,247,50,8,0,1645,49,71,156,141,135,116,26,13,6,713,2361,4218,9157,8834,9169,6198,924,82,9,40952,Marion
40303,41,88,152,252,265,197,49,3,0,1047,35,50,88,82,98,79,22,19,0,473,1726,2833,5217,6896,7394,5270,1083,127,9,30555,Mitcham
40304,179,401,701,809,731,542,102,6,0,3471,94,134,274,275,262,179,54,23,0,1295,5087,7304,15222,17093,17834,12144,1737,138,9,76568,Onkaparinga
40401,87,225,366,488,434,287,83,13,0,1983,60,96,218,190,155,118,55,25,6,923,2520,4710,10036,10858,10824,6714,1170,130,12,46974,Charles Sturt
40402,38,102,221,267,213,155,24,3,0,1023,42,75,149,132,123,65,20,12,3,621,1258,2361,5697,5816,5852,3516,453,41,6,25000,Port Adelaide - West
40403,50,137,297,247,238,136,39,4,0,1148,30,58,110,111,79,72,23,16,5,504,1302,3275,7328,6325,5738,3384,698,93,14,28157,West Torrens
40501,39,64,88,114,114,79,18,9,0,525,18,21,47,61,60,41,11,0,3,262,959,1177,2623,3654,4259,2906,571,106,9,16264,Barossa
40502,25,40,50,59,63,54,9,4,0,304,12,9,26,35,39,32,13,3,3,172,516,664,1427,2086,2457,1974,510,111,12,9757,Lower North
40503,29,49,59,75,74,65,18,4,3,376,9,23,32,34,44,37,24,9,0,212,747,774,1728,2275,2852,2001,445,83,9,10914,Mid North
40701,50,74,89,159,163,147,18,3,0,703,37,26,43,83,59,76,29,3,6,362,1124,1215,2539,3852,4770,3984,985,105,15,18589,Fleurieu - Kangaroo Island
40702,91,147,206,250,231,175,44,6,0,1150,58,57,106,108,113,79,64,22,0,607,2024,2294,5313,6618,7217,5219,1267,216,14,30182,Limestone Coast
40703,101,139,158,227,243,169,43,3,0,1083,44,61,108,104,132,96,50,25,3,623,1845,2221,4558,6242,7280,5233,1238,194,9,28820,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,Migratory - Offshore - Shipping (SA)
49999,4,7,7,8,3,3,0,0,0,32,0,7,8,12,12,4,0,3,0,46,34,119,286,205,150,96,12,3,3,908,Special Purpose Codes SA3 (SA)
50101,71,69,127,171,151,94,13,0,0,696,35,26,79,89,71,58,23,11,3,395,1332,1259,3499,4859,4732,3116,585,96,18,19496,Augusta - Margaret River - Busselton
50102,180,248,336,400,345,217,40,10,3,1779,75,88,160,195,193,149,47,19,8,934,3295,3904,8286,10218,10707,6640,1123,140,18,44331,Bunbury
50103,33,30,36,67,71,63,12,0,0,312,18,14,32,43,54,50,34,6,3,254,591,553,1298,2146,2678,2122,548,79,10,10025,Manjimup
50201,137,162,238,249,249,194,41,3,0,1273,75,80,130,175,151,124,47,4,0,786,2637,3065,5570,7244,8056,5425,1119,77,9,33202,Mandurah
50301,49,90,101,101,158,119,35,4,0,657,28,61,88,110,144,110,58,15,3,617,1822,3330,4627,5560,7338,5395,1710,280,18,30080,Cottesloe - Claremont
50302,44,182,419,253,245,181,52,7,0,1383,34,133,316,198,143,93,29,16,7,969,1648,5948,16650,10833,9108,6024,1271,145,16,51643,Perth City
50401,94,167,337,350,322,250,45,3,0,1568,50,91,210,186,162,127,37,6,3,872,1788,4033,9735,8935,7989,5691,1052,79,14,39316,Bayswater - Bassendean
