sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,sa3_name16
20202,23077.0,23540.0,23831.0,24580.0,25269.0,47.0,48.0,48.0,48.0,48.0,1031017625.0,1089126968.0,1140449797.0,1210805231.0,1277603219.0,36015.0,37647.0,38681.0,39795.0,40483.0,44677.0,46267.0,47856.0,49260.0,50560.0,Heathcote - Castlemaine - Kyneton
20203,5659.0,5732.0,5792.0,5793.0,5861.0,49.0,49.0,49.0,50.0,50.0,205282687.0,218414361.0,240301850.0,245723218.0,257722546.0,30328.0,32246.0,35450.0,36274.0,37159.0,36275.0,38104.0,41489.0,42417.0,43972.0,Loddon - Elmore
20301,9545.0,9844.0,10130.0,10386.0,10892.0,44.0,44.0,44.0,45.0,45.0,441554091.0,481493910.0,505126974.0,528975690.0,575579104.0,38473.0,40350.0,41130.0,42249.0,43882.0,46260.0,48912.0,49864.0,50932.0,52844.0,Barwon - West
20302,94669.0,95621.0,95836.0,97209.0,99843.0,42.0,42.0,42.0,43.0,43.0,4630002383.0,4827170736.0,5006578426.0,5202062356.0,5495133557.0,39445.0,41398.0,42828.0,43611.0,44686.0,48907.0,50482.0,52241.0,53514.0,55038.0,Geelong
20303,35670.0,36643.0,37514.0,39174.0,41068.0,46.0,47.0,47.0,47.0,47.0,1734186257.0,1873957979.0,1972947082.0,2153829990.0,2327382750.0,36856.0,38742.0,40006.0,41304.0,42498.0,48618.0,51141.0,52592.0,54981.0,56671.0,Surf Coast - Bellarine Peninsula
20401,26890.0,27032.0,27173.0,27753.0,28378.0,47.0,47.0,47.0,48.0,48.0,1106567918.0,1157455240.0,1184192496.0,1242237945.0,1319477070.0,34705.0,36154.0,36978.0,37453.0,38993.0,41152.0,42818.0,43580.0,44760.0,46496.0,Upper Goulburn Valley
20402,25388.0,25438.0,25431.0,25499.0,25766.0,47.0,47.0,47.0,48.0,48.0,1021888767.0,1067095291.0,1107882518.0,1162952835.0,1210329679.0,34880.0,36643.0,37282.0,38833.0,40107.0,40251.0,41949.0,43564.0,45608.0,46974.0,Wangaratta - Benalla
20403,36621.0,37171.0,37630.0,38273.0,39313.0,45.0,45.0,45.0,45.0,45.0,1572390167.0,1663184967.0,1725389970.0,1835662077.0,1956629154.0,37522.0,39166.0,40349.0,41854.0,43526.0,42937.0,44744.0,45851.0,47962.0,49771.0,Wodonga - Alpine
20501,23819.0,24231.0,24605.0,25194.0,25918.0,45.0,45.0,45.0,46.0,46.0,1068916809.0,1132599849.0,1158574741.0,1244237545.0,1317714902.0,36963.0,38089.0,38536.0,40516.0,41460.0,44877.0,46742.0,47087.0,49386.0,50842.0,Baw Baw
20502,22433.0,22537.0,22501.0,22814.0,23087.0,49.0,49.0,49.0,49.0,50.0,871253827.0,909030586.0,936676294.0,985186519.0,1026058469.0,31719.0,33033.0,34211.0,35285.0,36656.0,38838.0,40335.0,41628.0,43183.0,44443.0,Gippsland - East
20503,30768.0,31169.0,31158.0,31516.0,32245.0,47.0,48.0,48.0,48.0,49.0,1264527026.0,1320356743.0,1273533628.0,1376889688.0,1456799244.0,33103.0,34178.0,33206.0,34949.0,36228.0,41099.0,42361.0,40873.0,43689.0,45179.0,Gippsland - South West
20504,36917.0,36818.0,36190.0,36399.0,36908.0,42.0,43.0,44.0,44.0,44.0,1858046878.0,1927116259.0,1967626630.0,2030140982.0,2129752633.0,39818.0,41458.0,42917.0,43964.0,45388.0,50330.0,52342.0,54369.0,55775.0,57704.0,Latrobe Valley
20505,21882.0,21972.0,21820.0,21937.0,22551.0,46.0,46.0,46.0,46.0,46.0,1007866111.0,1073273013.0,1081900727.0,1173717688.0,1246842806.0,36290.0,38273.0,38197.0,40782.0,41999.0,46059.0,48847.0,49583.0,53504.0,55290.0,Wellington
20601,45488.0,46764.0,48169.0,49388.0,51531.0,36.0,36.0,36.0,36.0,36.0,2360667469.0,2552778714.0,2721856096.0,2833390278.0,3085268445.0,43362.0,45611.0,47160.0,47638.0,49482.0,51896.0,54589.0,56506.0,57370.0,59872.0,Brunswick - Coburg
20602,27831.0,28297.0,28927.0,29701.0,30863.0,38.0,38.0,39.0,39.0,39.0,1632007555.0,1755371410.0,1831374148.0,1940425719.0,2077431108.0,46619.0,48870.0,50283.0,51911.0,53084.0,58640.0,62034.0,63310.0,65332.0,67311.0,Darebin - South
20603,35742.0,36133.0,36815.0,37841.0,39310.0,39.0,40.0,40.0,40.0,40.0,2256233206.0,2386360187.0,2523144476.0,2641473813.0,2826293930.0,48285.0,50676.0,52384.0,53053.0,54714.0,63126.0,66044.0,68536.0,69805.0,71898.0,Essendon
20604,54338.0,57969.0,62694.0,66283.0,72450.0,31.0,31.0,31.0,31.0,32.0,3658239454.0,3858707526.0,4231137965.0,4675852292.0,4995364989.0,44625.0,45922.0,46981.0,47784.0,47298.0,67324.0,66565.0,67489.0,70544.0,68949.0,Melbourne City
20605,59485.0,61024.0,63429.0,65604.0,68400.0,36.0,36.0,37.0,37.0,37.0,4480023132.0,4798771705.0,5090267054.0,5428858572.0,5749953970.0,52862.0,55255.0,57039.0,57498.0,58932.0,75313.0,78637.0,80251.0,82752.0,84064.0,Port Phillip
20904,87326.0,91994.0,95991.0,100503.0,106107.0,39.0,39.0,39.0,39.0,39.0,3968618607.0,4351965688.0,4722508746.0,5014178224.0,5418680505.0,40813.0,42514.0,44035.0,44817.0,45586.0,45446.0,47307.0,49197.0,49891.0,51068.0,Whittlesea - Wallan
21001,31478.0,31695.0,31856.0,32548.0,33647.0,43.0,43.0,44.0,44.0,44.0,1651343220.0,1745465601.0,1820026489.0,1925949132.0,2035734602.0,42957.0,45158.0,46526.0,47903.0,49243.0,52460.0,55071.0,57133.0,59173.0,60503.0,Keilor
21002,15508.0,15943.0,16209.0,16597.0,16995.0,45.0,45.0,45.0,46.0,46.0,845430394.0,911994371.0,945435382.0,1012850972.0,1069264880.0,42928.0,44845.0,45464.0,47239.0,49034.0,54516.0,57203.0,58328.0,61026.0,62916.0,Macedon Ranges
20901,68775.0,68868.0,69042.0,69742.0,71097.0,42.0,43.0,43.0,43.0,44.0,3847501843.0,4021098428.0,4164140090.0,4314822042.0,4570089776.0,44071.0,46040.0,47551.0,48840.0,50398.0,55943.0,58388.0,60313.0,61868.0,64280.0,Banyule
21003,32871.0,33469.0,34388.0,35746.0,37390.0,38.0,39.0,39.0,38.0,38.0,1488199370.0,1584908214.0,1705989926.0,1804491378.0,1938733313.0,39175.0,41001.0,42837.0,43593.0,44788.0,45274.0,47355.0,49610.0,50481.0,51852.0,Moreland - North
21004,21314.0,21315.0,21302.0,21610.0,22344.0,41.0,42.0,42.0,43.0,43.0,1068787429.0,1113842871.0,1151341578.0,1192108170.0,1254459072.0,43886.0,45546.0,47009.0,47653.0,48630.0,50145.0,52256.0,54049.0,55165.0,56143.0,Sunbury
21005,61237.0,62796.0,64622.0,67741.0,71366.0,39.0,39.0,39.0,39.0,38.0,2659516517.0,2845238011.0,3033900166.0,3216592798.0,3451956522.0,38807.0,40314.0,41654.0,42238.0,42902.0,43430.0,45309.0,46948.0,47484.0,48370.0,Tullamarine - Broadmeadows
21101,88374.0,88878.0,88626.0,89468.0,91079.0,42.0,43.0,43.0,43.0,43.0,4281335414.0,4481313387.0,4608005408.0,4743936341.0,4934651474.0,41572.0,43102.0,44268.0,45214.0,46226.0,48446.0,50421.0,51994.0,53024.0,54180.0,Knox
21102,16161.0,16153.0,16211.0,16354.0,16762.0,46.0,46.0,47.0,47.0,47.0,1086874071.0,1118885891.0,1165391761.0,1214017017.0,1254211225.0,44121.0,46137.0,47884.0,48693.0,49711.0,67253.0,69268.0,71889.0,74234.0,74825.0,Manningham - East
21103,59796.0,60360.0,60523.0,61600.0,63129.0,42.0,42.0,43.0,43.0,43.0,2942300568.0,3091345838.0,3211039924.0,3349102136.0,3523046723.0,41719.0,43510.0,44999.0,45866.0,47192.0,49206.0,51215.0,53055.0,54369.0,55807.0,Maroondah
21104,33756.0,34016.0,34391.0,34737.0,35635.0,43.0,44.0,44.0,44.0,44.0,1705603861.0,1801061116.0,1857185488.0,1938942930.0,2018121618.0,41299.0,42348.0,43865.0,45053.0,45527.0,50527.0,52947.0,54002.0,55818.0,56633.0,Whitehorse - East
21105,83248.0,83676.0,83563.0,84489.0,86789.0,43.0,44.0,44.0,44.0,44.0,3914880477.0,4099589910.0,4245840046.0,4395539016.0,4645025100.0,39329.0,41235.0,42429.0,43553.0,44966.0,47027.0,48994.0,50810.0,52025.0,53521.0,Yarra Ranges
21201,40655.0,42951.0,44400.0,46407.0,49244.0,40.0,41.0,41.0,41.0,41.0,1915470336.0,2112971956.0,2248666245.0,2403448061.0,2621266421.0,40606.0,42234.0,43578.0,44720.0,46041.0,47115.0,49195.0,50646.0,51791.0,53230.0,Cardinia
21202,66811.0,67229.0,67186.0,68183.0,70197.0,41.0,41.0,42.0,42.0,42.0,3215253868.0,3357144900.0,3460821088.0,3573437920.0,3752036671.0,40843.0,42450.0,43686.0,44308.0,45302.0,48125.0,49936.0,51511.0,52410.0,53450.0,Casey - North
21203,67443.0,69913.0,73004.0,78108.0,82919.0,39.0,39.0,39.0,39.0,39.0,3047105046.0,3307165400.0,3533916886.0,3860463615.0,4169502971.0,41446.0,42888.0,44330.0,45225.0,46024.0,45180.0,47304.0,48407.0,49425.0,50284.0,Casey - South
20606,36566.0,37973.0,39361.0,41298.0,43205.0,37.0,37.0,36.0,36.0,36.0,3573411255.0,3698090423.0,3848438240.0,4311201012.0,4610799090.0,53796.0,56007.0,57899.0,59039.0,61062.0,97725.0,97387.0,97773.0,104392.0,106719.0,Stonnington - West
20607,46772.0,48363.0,50161.0,52908.0,55714.0,35.0,35.0,35.0,35.0,35.0,3122725561.0,3388627116.0,3623387282.0,3950948058.0,4251664139.0,50277.0,52794.0,54453.0,55698.0,57449.0,66765.0,70067.0,72235.0,74676.0,76312.0,Yarra
20701,100523.0,101701.0,102938.0,104445.0,107141.0,44.0,45.0,45.0,45.0,45.0,8328365638.0,8810028822.0,9152605351.0,9667660605.0,10031102126.0,49346.0,51550.0,53695.0,55075.0,56447.0,82850.0,86627.0,88914.0,92562.0,93625.0,Boroondara
20702,51633.0,52257.0,52472.0,52882.0,53893.0,46.0,46.0,47.0,47.0,47.0,2792798460.0,2937091381.0,3030457331.0,3116520793.0,3247219366.0,38775.0,40169.0,41597.0,41766.0,42787.0,54089.0,56205.0,57754.0,58933.0,60253.0,Manningham - West
20703,53621.0,54194.0,54729.0,55612.0,57124.0,43.0,43.0,43.0,44.0,44.0,2912557734.0,3060389442.0,3212709993.0,3343811830.0,3499777074.0,39933.0,41675.0,43315.0,44059.0,44681.0,54317.0,56471.0,58702.0,60128.0,61266.0,Whitehorse - West
20801,56238.0,57350.0,58199.0,59596.0,61560.0,47.0,47.0,48.0,48.0,48.0,4773861633.0,5050057197.0,5263249344.0,5667597766.0,5979724914.0,49637.0,52228.0,53879.0,55569.0,57355.0,84887.0,88057.0,90435.0,95100.0,97137.0,Bayside
20902,44063.0,44607.0,45216.0,46175.0,47806.0,38.0,38.0,39.0,39.0,38.0,1991502650.0,2105314191.0,2223738369.0,2313944055.0,2471451092.0,38652.0,40411.0,42031.0,42572.0,43873.0,45197.0,47197.0,49180.0,50112.0,51698.0,Darebin - North
20903,39536.0,39859.0,39834.0,40168.0,40935.0,44.0,45.0,45.0,46.0,46.0,2311673645.0,2425002528.0,2510129537.0,2571094874.0,2675764015.0,44781.0,46540.0,47984.0,49090.0,50300.0,58470.0,60840.0,63015.0,64009.0,65366.0,Nillumbik - Kinglake
20802,82197.0,83686.0,84977.0,86662.0,89012.0,41.0,42.0,42.0,42.0,42.0,4988621480.0,5337956283.0,5653132672.0,6000341219.0,6333100747.0,44482.0,46852.0,49217.0,50482.0,51936.0,60691.0,63786.0,66525.0,69238.0,71149.0,Glen Eira
20803,63533.0,64476.0,65167.0,66560.0,68262.0,42.0,43.0,43.0,43.0,44.0,3378805588.0,3556862935.0,3739564734.0,3938712863.0,4168726734.0,43571.0,45465.0,47176.0,48481.0,49999.0,53182.0,55166.0,57384.0,59175.0,61070.0,Kingston
20804,24655.0,25058.0,25418.0,25496.0,26222.0,42.0,42.0,43.0,43.0,43.0,2153694394.0,2256084772.0,2347103169.0,2474832037.0,2622683498.0,50000.0,53152.0,55782.0,57316.0,59200.0,87353.0,90035.0,92340.0,97067.0,100018.0,Stonnington - East
21204,83967.0,84899.0,85221.0,87389.0,91038.0,39.0,39.0,39.0,39.0,39.0,3342747408.0,3527809048.0,3673889036.0,3828081534.0,4078503815.0,35691.0,37168.0,38411.0,39085.0,39855.0,39810.0,41553.0,43110.0,43805.0,44800.0,Dandenong
21205,93241.0,94209.0,94730.0,95736.0,97552.0,43.0,43.0,43.0,43.0,43.0,4630482804.0,4887097729.0,5128591879.0,5317898609.0,5537561171.0,38253.0,40189.0,41796.0,42827.0,43882.0,49661.0,51875.0,54139.0,55548.0,56765.0,Monash
21301,85582.0,85973.0,85990.0,87827.0,91017.0,38.0,39.0,39.0,39.0,39.0,3593881724.0,3773072752.0,3895211204.0,4039597560.0,4256894574.0,38038.0,39652.0,40792.0,41377.0,41927.0,41993.0,43887.0,45298.0,45995.0,46770.0,Brimbank
21302,43557.0,44127.0,44433.0,45636.0,46638.0,41.0,42.0,42.0,42.0,42.0,2400449797.0,2555682191.0,2687086839.0,2834984234.0,3001300561.0,45187.0,47465.0,49631.0,50867.0,52469.0,55111.0,57917.0,60475.0,62122.0,64353.0,Hobsons Bay
21303,38673.0,40047.0,41264.0,42855.0,45175.0,36.0,36.0,36.0,36.0,36.0,1939891742.0,2115423950.0,2272259429.0,2404047600.0,2606489031.0,42387.0,44891.0,46544.0,47362.0,48594.0,50161.0,52824.0,55066.0,56097.0,57698.0,Maribyrnong
21304,64588.0,67242.0,69144.0,72139.0,75837.0,38.0,39.0,39.0,39.0,39.0,3087741225.0,3361805598.0,3584705263.0,3796135673.0,4083326958.0,43374.0,45001.0,46333.0,47056.0,48172.0,47807.0,49996.0,51844.0,52623.0,53843.0,Melton - Bacchus Marsh
21305,88170.0,94404.0,99234.0,104235.0,111234.0,37.0,37.0,37.0,37.0,37.0,4334288647.0,4809710647.0,5228973630.0,5553011207.0,6022953872.0,44205.0,45633.0,46861.0,47367.0,47926.0,49158.0,50948.0,52693.0,53274.0,54147.0,Wyndham
21401,68823.0,69959.0,70048.0,71210.0,73181.0,41.0,41.0,42.0,42.0,42.0,3153072276.0,3338215944.0,3461673089.0,3602577325.0,3817923495.0,40235.0,41874.0,43217.0,44371.0,45704.0,45814.0,47717.0,49419.0,50591.0,52171.0,Frankston
21402,80820.0,81436.0,82168.0,84399.0,87338.0,46.0,47.0,47.0,47.0,47.0,3968932132.0,4195409603.0,4378014936.0,4662054151.0,4971091672.0,36827.0,38348.0,39518.0,40529.0,42104.0,49108.0,51518.0,53281.0,55238.0,56918.0,Mornington Peninsula
21501,32615.0,32824.0,32549.0,32641.0,32735.0,47.0,47.0,47.0,47.0,48.0,1392972429.0,1414971723.0,1479493596.0,1568199821.0,1481999695.0,35972.0,37114.0,38332.0,39933.0,39014.0,42710.0,43108.0,45454.0,48044.0,45273.0,Grampians
21502,24461.0,25248.0,25526.0,26281.0,26893.0,43.0,43.0,43.0,43.0,43.0,969454484.0,1051717213.0,1109764269.0,1180125607.0,1247433811.0,34474.0,36473.0,37809.0,39032.0,40353.0,39633.0,41655.0,43476.0,44904.0,46385.0,Mildura
21503,20682.0,20794.0,20517.0,20610.0,20750.0,46.0,46.0,46.0,47.0,47.0,801288623.0,853498367.0,893114597.0,905635441.0,894133220.0,32462.0,35171.0,36519.0,37482.0,37846.0,38743.0,41045.0,43530.0,43942.0,43091.0,Murray River - Swan Hill
21601,19865.0,20144.0,19975.0,20258.0,20720.0,45.0,46.0,46.0,46.0,46.0,765146305.0,838945851.0,843232374.0,908867607.0,964921373.0,33419.0,35792.0,36759.0,38686.0,40088.0,38517.0,41647.0,42214.0,44865.0,46570.0,Campaspe
21602,14674.0,14830.0,14806.0,14927.0,15257.0,46.0,46.0,46.0,47.0,47.0,546794479.0,587904606.0,605571762.0,651504859.0,691690410.0,31731.0,34222.0,35558.0,37281.0,38328.0,37263.0,39643.0,40900.0,43646.0,45336.0,Moira
21603,33206.0,33548.0,33463.0,33748.0,34649.0,43.0,43.0,43.0,44.0,43.0,1368166142.0,1451758575.0,1492831934.0,1564068417.0,1653367941.0,35447.0,37369.0,38254.0,39795.0,41068.0,41202.0,43274.0,44611.0,46346.0,47718.0,Shepparton
21701,20410.0,20370.0,20107.0,20052.0,20072.0,46.0,47.0,47.0,48.0,48.0,908761896.0,933791428.0,875192553.0,921043146.0,972541186.0,36904.0,38072.0,36343.0,38130.0,40083.0,44525.0,45842.0,43527.0,45933.0,48453.0,Glenelg - Southern Grampians
21703,21253.0,21300.0,21192.0,21286.0,21573.0,46.0,46.0,47.0,47.0,47.0,853619252.0,887090514.0,832767432.0,953011381.0,988172101.0,34495.0,35754.0,34313.0,37935.0,39071.0,40165.0,41647.0,39296.0,44772.0,45806.0,Colac - Corangamite
21704,27777.0,27921.0,27830.0,28201.0,29152.0,44.0,44.0,44.0,45.0,44.0,1243282739.0,1274716262.0,1260775409.0,1361999177.0,1453647170.0,37561.0,38662.0,38614.0,40594.0,41610.0,44759.0,45654.0,45303.0,48296.0,49864.0,Warrnambool
30101,41307.0,41805.0,41586.0,41841.0,42831.0,42.0,43.0,43.0,43.0,43.0,2153211088.0,2343200661.0,2416435138.0,2478629331.0,2582800622.0,43181.0,45554.0,47260.0,48245.0,49189.0,52127.0,56051.0,58107.0,59239.0,60302.0,Capalaba
30102,42388.0,43297.0,43749.0,44726.0,46440.0,45.0,45.0,45.0,46.0,46.0,2200950915.0,2398388098.0,2548103429.0,2699129487.0,2828895080.0,40351.0,43155.0,45153.0,46289.0,47392.0,51924.0,55394.0,58244.0,60348.0,60915.0,Cleveland - Stradbroke
30103,37119.0,37902.0,38549.0,39308.0,40244.0,41.0,41.0,42.0,42.0,42.0,2014661643.0,2213209252.0,2363693940.0,2489599860.0,2591259012.0,45472.0,48309.0,50292.0,51565.0,52820.0,54276.0,58393.0,61317.0,63336.0,64389.0,Wynnum - Manly
30201,23461.0,23880.0,24395.0,24743.0,25432.0,43.0,43.0,43.0,43.0,43.0,1318957380.0,1441573795.0,1527808994.0,1575534937.0,1650263044.0,45102.0,47976.0,49740.0,51047.0,52075.0,56219.0,60367.0,62628.0,63676.0,64889.0,Bald Hills - Everton Park
30202,38624.0,39222.0,39434.0,39993.0,41245.0,40.0,40.0,40.0,40.0,40.0,2069034946.0,2256559602.0,2363216402.0,2479321839.0,2606937695.0,44698.0,47750.0,49767.0,50903.0,52189.0,53569.0,57533.0,59928.0,61994.0,63206.0,Chermside
30203,20878.0,21172.0,21522.0,22350.0,23564.0,38.0,39.0,39.0,39.0,38.0,1061993318.0,1171669195.0,1268448371.0,1351688189.0,1441557510.0,44635.0,47634.0,49841.0,51181.0,52000.0,50867.0,55341.0,58937.0,60478.0,61176.0,Nundah
30204,29670.0,30262.0,30414.0,31154.0,32292.0,41.0,41.0,41.0,41.0,41.0,1448609648.0,1581930254.0,1653331060.0,1740506818.0,1837532626.0,43489.0,45694.0,47591.0,48831.0,49981.0,48824.0,52274.0,54361.0,55868.0,56904.0,Sandgate
30301,28555.0,29297.0,29639.0,30026.0,31209.0,40.0,41.0,41.0,41.0,41.0,1695828302.0,1868268432.0,1980524851.0,2067163133.0,2198243328.0,46640.0,49897.0,52295.0,53245.0,54307.0,59388.0,63770.0,66822.0,68846.0,70436.0,Carindale
30302,40335.0,41027.0,41934.0,42620.0,44189.0,36.0,36.0,37.0,37.0,37.0,2364674022.0,2579206425.0,2731282375.0,2846582029.0,3005075612.0,45647.0,48954.0,50640.0,51891.0,52886.0,58626.0,62866.0,65133.0,66790.0,68005.0,Holland Park - Yeronga
30303,38642.0,39167.0,39703.0,40005.0,41518.0,40.0,40.0,40.0,40.0,40.0,1889209802.0,2053929441.0,2164473649.0,2236624111.0,2354975563.0,39610.0,42125.0,43713.0,44592.0,45391.0,48890.0,52440.0,54517.0,55909.0,56722.0,Mt Gravatt
30304,21214.0,21477.0,21687.0,22084.0,22835.0,39.0,39.0,39.0,39.0,39.0,1078171079.0,1171342057.0,1238119053.0,1291943053.0,1364041485.0,41274.0,43607.0,45746.0,46544.0,47895.0,50824.0,54539.0,57090.0,58501.0,59735.0,Nathan
30305,30686.0,31382.0,32061.0,32502.0,33492.0,38.0,39.0,39.0,39.0,39.0,1455696729.0,1571280769.0,1663931317.0,1714840781.0,1793587417.0,41466.0,43305.0,44757.0,45458.0,45919.0,47438.0,50069.0,51899.0,52761.0,53553.0,Rocklea - Acacia Ridge
30905,17488.0,17827.0,18026.0,18567.0,19330.0,42.0,43.0,43.0,43.0,43.0,812122969.0,887550903.0,963108092.0,1028949930.0,1094590388.0,36732.0,39264.0,40992.0,42606.0,43689.0,46439.0,49787.0,53429.0,55418.0,56627.0,Mudgeeraba - Tallebudgera
30906,35075.0,35230.0,35995.0,36979.0,38226.0,41.0,41.0,42.0,42.0,42.0,1531515732.0,1643109924.0,1790338004.0,1897992386.0,2004033474.0,37031.0,39036.0,41094.0,42417.0,43186.0,43664.0,46640.0,49739.0,51326.0,52426.0,Nerang
30907,51653.0,53795.0,56249.0,59092.0,63378.0,40.0,40.0,41.0,41.0,41.0,2541621415.0,2827560280.0,3092230004.0,3365903808.0,3665560828.0,40160.0,42544.0,44228.0,45594.0,46793.0,49206.0,52562.0,54974.0,56960.0,57836.0,Ormeau - Oxenford
31503,10677.0,10770.0,10847.0,10639.0,10518.0,43.0,43.0,43.0,44.0,44.0,471484009.0,499998953.0,487686591.0,455143618.0,500089503.0,38243.0,40630.0,40751.0,40737.0,42100.0,44159.0,46425.0,44961.0,42781.0,47546.0,Outback - South
31601,26459.0,27125.0,27728.0,29008.0,30739.0,44.0,44.0,45.0,45.0,44.0,1234846357.0,1372219496.0,1481984065.0,1611879092.0,1734265955.0,35673.0,38058.0,40123.0,41437.0,42001.0,46670.0,50589.0,53447.0,55567.0,56419.0,Buderim
31602,38833.0,39519.0,40212.0,41917.0,43840.0,45.0,45.0,46.0,46.0,45.0,1687175288.0,1876551537.0,2055622728.0,2234477815.0,2382315980.0,34320.0,36966.0,39208.0,40678.0,41413.0,43447.0,47485.0,51120.0,53307.0,54341.0,Caloundra
31603,30735.0,31050.0,31746.0,32814.0,34075.0,42.0,43.0,44.0,44.0,44.0,1307146961.0,1425059532.0,1549284616.0,1674069573.0,1770218864.0,34334.0,36752.0,38307.0,39526.0,40700.0,42530.0,45896.0,48803.0,51017.0,51951.0,Maroochy
31605,21084.0,21515.0,22021.0,22925.0,24031.0,47.0,48.0,48.0,48.0,48.0,895766906.0,1001981645.0,1114588704.0,1217071032.0,1289135206.0,31525.0,34285.0,36264.0,37000.0,37832.0,42486.0,46571.0,50615.0,53089.0,53645.0,Noosa
31606,25971.0,26305.0,26326.0,26726.0,27673.0,47.0,47.0,47.0,47.0,47.0,1051377718.0,1151880732.0,1222910645.0,1297400683.0,1369079985.0,31770.0,34259.0,36175.0,37461.0,38226.0,40483.0,43789.0,46453.0,48545.0,49473.0,Sunshine Coast Hinterland
31607,20645.0,20830.0,21317.0,21927.0,22819.0,44.0,45.0,45.0,45.0,45.0,849934005.0,929657606.0,1003324849.0,1056876368.0,1126092886.0,34427.0,37164.0,38439.0,39172.0,40384.0,41169.0,44631.0,47067.0,48200.0,49349.0,Nambour
31608,11485.0,11544.0,11678.0,12079.0,12584.0,48.0,48.0,49.0,48.0,49.0,470375601.0,505944559.0,556314834.0,584953475.0,618126000.0,31201.0,33173.0,35226.0,36164.0,36490.0,40956.0,43827.0,47638.0,48427.0,49120.0,Noosa Hinterland
31801,22207.0,22516.0,22308.0,22197.0,22219.0,45.0,45.0,45.0,45.0,46.0,998768419.0,1145450971.0,1121680219.0,1095012641.0,1144970849.0,38025.0,42069.0,42457.0,41705.0,42806.0,44975.0,50873.0,50282.0,49332.0,51531.0,Charters Towers - Ayr - Ingham
31802,99703.0,102385.0,102760.0,103035.0,104548.0,39.0,39.0,40.0,40.0,40.0,5304759335.0,5814834616.0,6081310423.0,6164911261.0,6283116962.0,46123.0,48552.0,50753.0,51010.0,51542.0,53206.0,56794.0,59180.0,59833.0,60098.0,Townsville
31901,41964.0,41932.0,41987.0,42174.0,42784.0,44.0,45.0,45.0,45.0,45.0,1703633783.0,1862292023.0,1958941705.0,1985596907.0,2055591722.0,33413.0,36014.0,38059.0,38465.0,38758.0,40598.0,44412.0,46656.0,47081.0,48046.0,Bundaberg
31902,22812.0,22930.0,22618.0,22453.0,22670.0,45.0,45.0,46.0,46.0,46.0,808558391.0,896251223.0,903826929.0,910571423.0,948484800.0,28907.0,31500.0,32299.0,33177.0,33962.0,35444.0,39086.0,39961.0,40555.0,41839.0,Burnett
31903,22214.0,22191.0,21976.0,22229.0,22716.0,46.0,46.0,47.0,47.0,47.0,816641485.0,891181420.0,916487810.0,952661704.0,994870070.0,30722.0,33035.0,34317.0,35295.0,35558.0,36762.0,40160.0,41704.0,42857.0,43796.0,Gympie - Cooloola
31904,24079.0,24061.0,24286.0,24455.0,25173.0,46.0,46.0,47.0,47.0,47.0,939390926.0,1035990095.0,1111055919.0,1151357142.0,1189860463.0,31310.0,34184.0,36509.0,37561.0,37536.0,39013.0,43057.0,45749.0,47081.0,47267.0,Hervey Bay
30306,26833.0,27137.0,27464.0,27722.0,28800.0,39.0,39.0,39.0,38.0,38.0,1176302482.0,1242752394.0,1294961850.0,1321363405.0,1380053548.0,35031.0,36499.0,37288.0,37300.0,37265.0,43838.0,45795.0,47151.0,47665.0,47919.0,Sunnybank
30401,19843.0,20098.0,20106.0,20247.0,20671.0,43.0,43.0,44.0,44.0,44.0,1179858045.0,1247431874.0,1294015385.0,1316398140.0,1369768097.0,47005.0,48900.0,51185.0,51539.0,52098.0,59460.0,62067.0,64360.0,65017.0,66265.0,Centenary
30402,26693.0,27258.0,27715.0,28074.0,28671.0,45.0,46.0,46.0,46.0,46.0,1961767985.0,2135967913.0,2269179265.0,2300724770.0,2362227944.0,47131.0,51040.0,53071.0,54100.0,55086.0,73494.0,78361.0,81875.0,81952.0,82391.0,Kenmore - Brookfield - Moggill
30403,27667.0,28227.0,27962.0,28071.0,29060.0,38.0,38.0,39.0,40.0,39.0,1938602081.0,2151146652.0,2202108731.0,2306941890.0,2374767671.0,44271.0,47694.0,49628.0,50896.0,51867.0,70069.0,76209.0,78754.0,82182.0,81719.0,Sherwood - Indooroopilly
30404,28378.0,29364.0,29514.0,29607.0,30180.0,41.0,41.0,41.0,41.0,42.0,1625540754.0,1782129029.0,1844159848.0,1883279703.0,1995034077.0,46759.0,48726.0,50682.0,52299.0,54145.0,57282.0,60691.0,62484.0,63609.0,66105.0,The Gap - Enoggera
30501,40414.0,41617.0,42720.0,43468.0,45556.0,32.0,32.0,32.0,33.0,33.0,2495046261.0,2814665332.0,3025833236.0,3173463614.0,3358712974.0,41026.0,44412.0,46787.0,47677.0,48553.0,61737.0,67633.0,70829.0,73007.0,73727.0,Brisbane Inner
