gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63b7,"21002","201","211","159","94","21","3","789","8","71","188","204","161","74","16","6","715","169","545","898","699","544","308","70","20","3249","109","302","514","585","470","323","104","29","2450","380","774","905","998","729","417","158","31","4392","47","42","33","46","37","10","9","0","217","30","53","81","109","102","83","23","10","494","456","872","1022","1152","866","509","195","39","5102","7","17","20","28","37","43","9","0","168","273","155","255","315","315","317","157","89","1868","1024","2053","3094","3189","2558","1667","562","188","14341",Macedon Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63b8,"20803","1568","981","606","305","92","16","4872","48","460","741","680","473","210","54","14","2685","1007","4326","5047","3213","1972","873","358","124","16929","540","1933","2471","2292","1572","934","382","130","10256","1093","2430","2723","3026","2228","1254","703","254","13716","141","111","164","153","108","70","22","5","766","91","187","345","380","359","261","117","50","1788","1323","2721","3233","3564","2691","1582","841","313","16263","38","105","147","147","131","120","88","46","819","664","866","941","945","889","968","1034","887","7197","3687","11646","14152","11820","8341","4991","2844","1530","59020",Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63b9,"20804","935","750","513","327","105","32","3940","18","228","273","370","278","145","41","15","1366","1122","2691","2165","1972","1348","747","314","122","10492","225","532","513","602","503","399","231","103","3108","238","398","311","357","268","197","134","63","1969","37","27","23","27","19","15","3","4","141","39","55","59","98","93","87","49","38","519","308","474","394","484","378","299","189","105","2636","34","49","39","38","36","42","35","15","294","311","364","261","279","264","273","268","205","2227","2132","5518","4578","4496","3328","2232","1177","604","24057",Stonnington - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63ba,"20901","2083","1416","1083","611","177","29","7389","50","645","940","896","772","350","71","9","3731","1409","5331","5351","3450","2637","1442","488","165","20269","608","1721","2025","1895","1627","1053","438","158","9522","1176","2390","2213","2465","1995","1392","784","272","12688","148","100","126","119","108","78","14","3","703","106","183","289","329","318","256","125","56","1670","1434","2682","2627","2911","2428","1721","929","335","15066","34","106","125","136","119","120","88","34","759","762","883","827","873","916","977","959","759","6957","4435","13217","13969","11566","9580","6291","3144","1484","63687",Banyule
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63bb,"21003","1199","412","220","78","17","8","3616","42","407","422","276","180","43","20","0","1390","836","4131","2727","1203","626","224","87","40","9884","470","1663","1354","969","510","196","114","42","5314","701","1671","1396","1368","958","518","399","192","7196","92","97","97","92","36","21","13","4","453","64","176","184","181","119","64","43","33","872","863","1945","1678","1636","1115","603","460","228","8523","49","126","95","58","55","26","26","22","460","722","1090","842","682","598","568","750","556","5807","3061","10961","8318","5237","3305","1740","1471","896","34996",Moreland - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63bc,"21004","169","153","114","37","11","0","636","28","133","148","151","125","53","15","0","656","277","853","858","536","451","190","74","24","3258","256","640","676","667","497","242","112","24","3114","707","1510","1326","1341","1017","519","182","68","6676","78","89","61","56","57","22","3","3","372","51","86","118","145","120","85","28","14","639","840","1685","1503","1540","1192","619","213","83","7687","9","31","36","42","46","29","9","14","216","333","296","319","324","343","323","204","101","2246","1759","3773","3711","3401","2777","1501","641","247","17804",Sunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63bd,"21005","1298","491","237","86","11","4","3910","84","457","387","268","165","57","7","0","1424","1401","4828","3316","1820","1046","400","101","22","12931","1177","3323","2672","2021","1054","414","131","20","10813","2178","4269","3398","3453","2213","1083","392","65","17060","299","309","258","238","133","41","3","0","1289","239","450","431","458","285","141","44","13","2071","2716","5032","4088","4153","2636","1270","442","83","20418","83","294","182","144","121","68","26","7","935","1895","2145","1708","1759","1432","1187","695","224","11041","7472","17737","13660","10655","6685","3478","1417","360","61467",Tullamarine - Broadmeadows
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63be,"21101","1641","1100","743","290","64","19","5688","69","511","698","578","566","228","64","6","2721","1584","5673","5060","3342","2464","1187","378","115","19806","957","2570","2739","2772","2138","1195","425","149","12938","1979","3861","3758","4442","3516","1987","1072","264","20882","250","196","224","196","153","105","22","6","1143","185","264","343","479","493","308","173","59","2299","2415","4313","4327","5117","4157","2403","1263","337","24329","54","117","145","194","207","162","114","43","1044","864","952","982","1007","1121","1087","1034","822","7872","6017","15879","15593","14112","11401","6549","3352","1490","74394",Knox
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63bf,"21102","296","309","249","114","35","9","1228","3","70","153","190","171","75","28","3","695","339","755","985","1066","784","380","118","37","4461","146","217","345","549","454","304","114","43","2174","237","292","376","711","474","298","169","39","2594","23","14","13","36","23","17","10","3","139","23","33","54","90","78","72","23","6","375","272","340","444","840","574","383","203","50","3113","9","16","19","39","22","41","15","6","167","157","102","120","184","179","158","176","155","1233","958","1690","2356","3176","2436","1456","694","299","13068",Manningham - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c0,"21103","1245","728","544","272","79","19","4150","43","521","664","589","477","239","71","6","2611","897","4253","3881","2390","1681","943","388","114","14546","632","1801","2036","1872","1499","1018","435","129","9418","1366","2953","2733","3114","2106","1300","667","219","14459","152","145","158","122","110","64","15","4","770","103","190","252","346","337","243","136","52","1663","1623","3290","3139","3581","2549","1612","821","275","16894","29","85","93","103","120","118","67","29","638","684","729","704","734","741","751","820","616","5796","3986","11869","11760","9993","7613","4947","2683","1199","54047",Maroondah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c1,"21104","1333","683","388","234","79","13","3987","15","272","412","361","305","169","55","9","1610","725","2929","3097","1932","1194","739","300","77","11005","335","842","1023","1064","792","632","332","115","5136","461","745","853","1154","855","596","414","160","5231","52","49","52","55","40","33","8","0","294","44","80","91","147","145","151","76","49","788","549","875","999","1361","1045","781","504","211","6316","12","61","83","65","58","66","45","15","408","290","334","313","292","285","375","403","287","2578","1974","6520","7263","5763","4071","2985","1716","733","31032",Whitehorse - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c2,"21105","827","699","594","369","89","16","3245","48","435","674","632","657","311","52","16","2821","859","3152","3560","2569","2196","1317","371","85","14106","864","2302","2531","2621","2195","1413","417","128","12477","2368","5311","4719","5238","4032","2168","836","224","24889","255","236","235","225","174","102","35","12","1278","131","279","399","462","489","367","100","32","2261","2753","5826","5355","5926","4696","2637","968","261","28428","45","77","110","139","140","178","70","33","791","1150","991","1097","1365","1293","1263","899","512","8574","5772","13389","14159","13943","11772","7488","2863","1051","70452",Yarra Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c3,"21201","490","263","202","107","17","0","1603","47","257","299","292","200","112","21","0","1228","435","2000","1955","1150","844","477","118","42","7015","571","1814","1739","1398","884","503","165","44","7111","1802","4088","3352","3086","2007","1018","415","106","15865","170","231","184","161","84","40","5","6","880","112","222","292","270","237","137","44","8","1325","2089","4533","3823","3509","2332","1196","464","119","18068","25","94","78","92","74","85","25","6","481","966","825","848","910","802","742","523","259","5864","4157","10016","9238","7613","5334","3218","1330","467","41374",Cardinia
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c4,"21202","1281","692","416","157","40","3","3758","57","318","420","410","280","110","26","3","1633","1128","3723","3507","2291","1503","607","215","64","13044","927","2338","2581","2216","1463","679","230","65","10497","1800","3247","3297","3792","2749","1302","608","151","16943","218","211","207","184","145","59","11","3","1039","149","283","347","434","368","212","89","16","1906","2167","3740","3847","4401","3265","1575","707","176","19882","53","134","171","160","156","91","56","20","843","1157","1044","911","1068","1028","966","778","508","7455","5548","12400","12721","11236","8115","4182","2062","844","57111",Casey - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c5,"21203","1614","528","263","88","26","3","4153","76","450","507","287","190","87","22","0","1620","1042","4757","4382","2045","1047","425","130","31","13860","1049","3886","3756","2282","1260","524","164","36","12948","2848","5685","5177","4572","2811","1268","449","97","22908","345","369","310","251","134","45","6","3","1464","221","455","533","487","345","182","56","11","2280","3414","6506","6025","5306","3286","1496","510","109","26660","75","207","242","188","148","76","36","7","978","1631","1771","1723","1569","1272","971","655","277","9875","7360","19148","18251","12201","7466","3661","1543","469","70096",Casey - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c6,"20802","3336","2212","1306","633","170","55","11845","61","760","1073","1156","885","374","92","22","4424","2789","9026","7930","5786","3817","1900","718","293","32261","755","2173","2332","2448","1938","1198","526","213","11589","895","1996","1602","2094","1635","1005","569","360","10161","126","91","109","106","90","49","18","7","600","93","213","249","394","342","296","124","90","1787","1117","2301","1962","2592","2066","1347","707","453","12551","77","207","196","200","165","169","92","80","1175","957","1340","1035","963","997","908","864","641","7707","6030","19671","17865","15356","11167","6539","3176","1755","81556",Glen Eira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c7,"21204","1754","699","384","182","48","15","6062","69","503","444","308","275","139","28","8","1775","2096","7693","4428","2392","1548","748","305","75","19291","1413","4267","2927","2144","1468","817","285","112","13430","1996","3709","3280","3147","2478","1759","877","207","17453","285","268","283","226","178","100","21","5","1361","213","409","451","458","380","259","130","38","2345","2493","4392","4012","3835","3030","2122","1022","246","21158","127","386","265","181","185","145","70","20","1373","1863","2351","1821","1634","1652","1663","1352","744","13084","8245","22374","15664","11194","8551","5811","3106","1221","76168",Dandenong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c8,"21205","3970","2519","1458","741","283","59","14006","85","648","832","956","723","368","108","15","3732","3894","9758","7354","5458","3550","1938","866","248","33065","1488","2561","2496","2708","2031","1414","817","258","13781","1279","1986","1992","2594","1858","1366","1087","356","12516","176","119","125","164","112","79","25","16","817","149","203","276","427","372","332","195","90","2057","1609","2309","2401","3181","2337","1783","1313","460","15391","157","254","220","251","234","174","137","61","1494","1575","1437","1167","1155","1082","1157","1336","1193","10102","9106","21642","18438","16229","11421","7568","4858","2298","91562",Monash
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63c9,"21301","1275","496","276","122","16","3","4220","93","474","439","308","194","65","19","5","1590","2163","6779","4384","2416","1558","667","142","32","18133","1390","3899","2690","1961","1336","510","137","32","11960","2150","4172","3628","3546","2781","1550","583","160","18577","264","325","289","262","180","71","20","4","1416","239","459","507","511","421","203","55","22","2421","2656","4956","4423","4323","3388","1825","663","182","22408","100","313","216","175","176","103","23","14","1105","2212","2504","1951","1918","1928","1784","1140","600","14043","8796","20768","15382","11598","8846","5076","2133","863","73463",Brimbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63ca,"21302","1284","898","526","195","29","5","3923","23","386","535","505","401","122","27","6","1994","741","3546","3632","2132","1254","544","159","47","12041","414","1333","1483","1362","880","448","134","50","6109","835","1797","1653","1928","1498","758","388","173","9026","89","110","87","88","73","27","10","3","497","87","167","225","256","189","117","40","23","1102","1008","2068","1970","2273","1755","907","444","197","10621","31","87","88","87","78","64","27","17","473","590","773","729","744","744","666","631","406","5287","2850","9139","9716","8000","5624","2944","1452","719","40454",Hobsons Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63cb,"21303","1652","716","380","112","18","4","5520","47","705","691","473","268","60","11","0","2254","1550","6373","4358","1875","940","327","73","16","15524","677","2012","1489","1028","594","225","65","32","6125","719","1656","1274","1145","837","364","164","81","6248","131","114","85","77","56","17","4","0","484","72","210","189","194","128","64","17","6","880","928","1982","1547","1417","1023","446","190","87","7609","56","152","115","69","53","37","13","9","502","911","1462","1113","816","701","539","454","352","6346","4326","15166","10971","6396","3953","1743","823","498","43873",Maribyrnong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63cc,"21304","1244","522","291","113","32","3","3209","53","406","567","341","245","85","16","0","1711","921","4176","4378","2020","1103","478","103","28","13194","892","2809","3010","1948","1190","492","141","33","10512","2334","5172","4890","3834","2495","1277","404","92","20505","279","321","305","199","144","55","7","0","1316","217","415","610","454","354","202","43","13","2313","2832","5911","5802","4491","2994","1542","455","107","24139","58","148","183","130","103","80","38","15","751","1701","2074","1963","1556","1308","1104","573","225","10505","6535","16446","17144","11009","7236","3892","1350","407","64023",Melton - Bacchus Marsh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_63cd,"21305","4609","1154","530","217","43","4","11860","68","819","1004","510","340","118","26","6","2887","1729","9929","7997","3341","1810","722","185","38","25751","1306","5296","4434","2992","1710","652","175","49","16618","2764","6146","5456","4751","2974","1434","493","113","24130","343","355","349","267","141","66","7","0","1537","244","567","685","562","400","203","50","10","2721","3352","7064","6497","5573","3518","1704","550","129","28386","97","416","377","215","181","111","47","10","1455","2106","3216","2520","1873","1461","1175","696","346","13402","8834","31871","27433","15670","9547","4701","1730","578","100359",Wyndham
