sa3_code,sa3_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
10102,Queanbeyan,428,39,474,139958.8,9300.0,12255.2,161514.1,21205.4,182719.5
10103,Snowy Mountains,70,10,82,21225.5,1796.9,5341.0,28363.4,15180.5,43543.9
10104,South Coast,395,27,430,131153.7,6852.1,29267.0,167272.9,17590.2,184863.1
10105,Goulburn - Mulwaree,109,12,121,30352.7,2349.3,5204.8,37906.8,14775.9,52682.7
10106,Young - Yass,199,46,245,66325.4,6862.5,4050.3,77238.2,15506.6,92744.8
10201,Gosford,460,475,955,134099.7,103270.9,64695.5,302066.1,303511.0,605577.2
10202,Wyong,462,168,635,114959.0,41025.1,29080.3,185064.4,24243.4,209307.7
10301,Bathurst,329,90,430,91711.5,19400.7,7350.2,118462.4,57497.5,175960.0
10302,Lachlan Valley,108,24,132,32444.3,4466.8,7030.8,43941.8,19419.5,63361.3
10303,Lithgow - Mudgee,136,11,149,41966.6,1409.5,8514.9,51891.0,40056.9,91947.9
10304,Orange,319,37,356,101239.9,5914.7,8992.6,116147.2,23992.9,140140.1
10401,Clarence Valley,152,16,177,38607.2,2185.0,8417.5,49209.6,23513.4,72723.1
10402,Coffs Harbour,353,131,489,106417.2,28345.9,16471.4,151234.5,38923.5,190158.0
10501,Bourke - Cobar - Coonamble,32,11,43,9869.3,3616.5,3057.5,16543.2,64536.0,81079.2
10502,Broken Hill and Far West,12,0,13,2230.3,0.0,1388.7,3619.0,8435.8,12054.8
10503,Dubbo,296,86,385,84842.1,17445.8,9761.0,112048.9,200844.0,312892.8
10601,Lower Hunter,523,67,591,162795.5,10770.9,16999.2,190565.6,226075.6,416641.2
10602,Maitland,613,167,782,183287.3,32604.2,11778.9,227670.3,70591.2,298261.5
10603,Port Stephens,242,37,280,85460.2,8869.3,12749.2,107078.7,324604.7,431683.4
