gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2e,Robina,"30908","3201","1096","356","3","4","4657","3875","1435","239","0","5","5553","1666","2103","936","0","12","4714","157","99","24","0","0","288","432","670","322","0","6","1435","16","25","30","0","0","65","29","81","60","0","0","175","36","27","33","0","0","96","2335","3009","1407","5","15","6767","35","26","95","0","0","155","508","442","289","0","4","1247","9951","6001","2384","10","30","18380"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2d,Southport,"30909","3047","944","975","221","18","5207","4338","835","703","7","9","5900","1882","1424","3051","0","26","6381","325","240","433","0","4","1001","751","444","872","3","14","2081","10","21","96","0","0","133","125","54","136","8","19","346","53","26","46","0","4","124","3150","2205","4631","16","59","10062","52","75","91","6","0","221","859","484","894","141","95","2475","11451","4540","7297","394","177","23860"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2c,Surfers Paradise,"30910","1778","535","2219","129","42","4700","1760","455","1444","7","22","3689","555","566","4078","0","42","5239","0","4","12","0","0","18","219","216","1332","3","20","1782","0","13","44","0","0","59","13","27","169","10","3","221","16","13","101","3","0","129","802","833","5731","21","64","7453","32","27","59","3","0","125","321","309","1902","143","83","2745","4685","2161","11357","302","203","18713"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2b,Forest Lake - Oxley,"31001","4597","185","138","42","4","4976","7418","275","19","24","5","7735","3197","1271","60","19","42","4578","1492","299","85","22","7","1906","1244","212","19","5","9","1497","49","70","21","0","4","140","299","61","5","77","9","451","83","24","3","0","0","116","6363","1944","183","129","62","8687","91","92","106","3","0","291","1346","625","85","71","26","2151","19812","3132","529","263","103","23839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b2a,Ipswich Hinterland,"31002","7258","62","62","154","66","7608","8003","12","3","31","25","8076","2725","76","54","3","6","2871","51","8","14","0","0","82","1444","24","8","16","7","1502","23","20","11","0","0","53","226","3","10","81","14","330","167","5","0","10","4","183","4630","143","101","107","34","5011","127","27","14","9","3","186","1978","33","29","245","38","2323","21999","283","212","540","167","23203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b29,Ipswich Inner,"31003","8796","316","52","48","13","9220","12396","182","44","31","14","12663","6508","1478","328","13","52","8376","894","345","180","0","0","1418","2005","287","75","7","11","2386","105","143","76","0","0","324","619","95","15","26","4","757","134","28","10","0","0","167","10265","2372","691","48","66","13441","113","45","7","0","0","161","2306","459","149","49","20","2974","33875","3366","938","172","103","38454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b28,Springfield - Redbank,"31004","3647","119","3","17","3","3787","9663","300","11","9","7","9982","7362","1368","57","3","28","8810","623","76","13","0","0","720","1077","159","3","3","4","1254","50","47","3","0","0","102","264","43","3","43","0","359","72","19","0","0","0","91","9455","1714","86","50","34","11331","75","6","0","0","3","84","1582","388","24","25","19","2032","24416","2518","116","101","60","27216"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b27,Beaudesert,"31101","1428","44","45","49","6","1583","1316","41","7","8","0","1370","801","170","56","6","3","1040","84","50","0","0","0","135","337","47","8","0","0","400","20","15","0","0","0","36","82","14","0","13","3","108","44","3","3","0","0","54","1372","296","68","18","12","1771","21","3","0","0","0","28","408","67","7","35","3","514","4553","452","133","107","22","5268"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b26,Beenleigh,"31102","3036","333","39","24","3","3434","4304","248","71","0","7","4628","2561","1118","404","0","3","4088","458","125","171","0","0","745","680","182","35","0","6","902","13","23","9","0","0","52","72","38","6","3","0","127","45","24","3","0","0","68","3823","1514","633","3","11","5984","57","28","4","0","0","84","807","262","106","19","9","1203","12032","2389","841","49","32","15344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b25,Browns Plains,"31103","5016","180","7","51","8","5267","9676","126","18","16","11","9847","4751","982","34","19","23","5815","620","70","0","3","0","693","1255","134","20","13","8","1431","21","25","18","0","3","66","121","42","10","120","9","309","84","16","11","0","0","115","6852","1275","93","155","41","8416","95","63","0","0","3","162","1711","257","33","37","10","2048","23354","1895","153","262","69","25742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b24,Loganlea - Carbrook,"31105","4482","146","151","95","7","4878","7636","246","143","4","17","8049","2912","805","293","0","18","4032","473","155","43","0","0","668","823","184","70","4","9","1091","17","25","29","0","0","71","103","36","17","40","0","204","61","5","11","0","0","81","4391","1210","461","43","37","6146","78","11","28","0","0","124","1199","233","90","40","11","1571","17792","1849","882","177","78","20772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b23,Springwood - Kingston,"31106","5400","437","118","59","16","6033","8007","722","56","19","6","8812","3431","2152","381","22","16","6009","1163","392","128","9","0","1698","1150","382","86","12","4","1637","32","61","16","0","11","124","137","72","30","49","6","293","72","27","6","0","0","110","5994","3096","648","91","37","9872","68","42","80","0","7","196","1406","421","134","34","29","2022","20882","4718","1044","203","97","26942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b22,Bowen Basin - North,"31201","2480","25","26","791","39","3357","1985","13","17","34","13","2060","1717","203","266","3","9","2194","181","56","54","0","0","299","597","40","44","15","9","699","49","37","16","0","0","101","2006","271","142","101","15","2529","140","13","15","17","7","194","4689","618","532","137","40","6018","101","3","0","20","8","127","1190","135","136","136","97","1684","10434","794","714","1110","191","13245"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b21,Mackay,"31202","10538","388","269","591","85","11868","14224","394","151","74","45","14888","5103","1524","823","15","52","7520","612","423","241","0","7","1287","2549","346","174","38","20","3133","88","104","40","0","0","233","351","93","33","105","18","605","222","36","13","4","5","284","8933","2532","1331","166","103","13050","332","22","67","18","11","449","2514","395","387","476","99","3866","36539","3728","2199","1322","342","44125"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b20,Whitsunday,"31203","1495","43","61","352","53","2012","2078","92","95","31","29","2320","779","335","357","0","25","1495","47","37","41","0","0","130","404","77","93","14","17","600","9","27","15","0","0","47","75","16","59","48","24","227","38","4","5","3","0","51","1352","499","559","64","66","2543","23","0","10","12","5","49","559","135","173","266","162","1300","5512","773","908","718","313","8222"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1f,Bribie - Beachmere,"31301","4877","855","133","497","15","6383","2940","210","66","13","10","3247","1620","451","290","3","7","2374","122","146","26","0","0","286","577","177","92","3","6","862","14","92","6","4","0","116","51","30","9","63","3","155","48","18","12","0","0","82","2434","912","424","76","20","3866","47","147","3","5","0","198","695","181","73","122","7","1077","10996","2305","710","712","58","14775"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1e,Caboolture,"31302","4449","159","125","65","8","4803","7289","122","14","8","10","7436","5079","1528","182","3","19","6816","431","364","84","0","0","876","1061","167","102","5","15","1349","42","34","66","0","0","140","116","33","65","30","7","247","77","14","20","0","0","106","6802","2138","513","40","41","9539","63","4","78","0","3","150","1357","323","141","68","25","1913","19968","2749","869","189","82","23848"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1d,Caboolture Hinterland,"31303","1537","3","3","73","5","1627","1595","0","0","16","11","1621","423","27","0","8","3","462","4","0","0","0","0","4","339","4","7","7","0","351","9","0","0","0","0","9","54","0","0","14","3","70","48","0","0","3","0","49","868","28","4","23","13","936","29","0","0","8","0","32","446","5","3","30","3","482","4474","36","16","145","29","4697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1c,Narangba - Burpengary,"31304","5319","112","18","24","9","5478","8622","181","25","3","5","8840","3053","705","101","0","18","3883","408","54","63","0","0","529","810","101","16","3","4","944","30","18","3","0","0","51","125","24","3","64","3","221","67","5","0","0","3","73","4486","908","192","74","33","5694","100","0","6","0","0","110","1111","143","22","37","12","1322","19637","1348","263","144","62","21452"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1b,Redcliffe,"31305","5423","534","1129","221","21","7332","5674","260","517","13","12","6483","3196","904","1503","3","26","5634","460","274","700","0","0","1438","1032","188","358","15","9","1597","15","41","74","0","0","129","78","30","28","41","4","184","64","16","36","3","3","123","4848","1451","2706","62","38","9107","96","185","101","5","3","397","938","203","523","88","21","1766","16978","2627","4988","390","92","25084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b1a,The Hills District,"31401","8151","317","99","25","11","8600","14042","284","10","10","15","14366","2244","479","15","3","3","2739","112","9","0","0","0","117","889","106","14","0","6","1012","16","9","15","0","0","30","410","46","3","0","0","461","57","4","0","0","0","69","3726","652","41","5","11","4440","82","102","91","0","0","282","953","126","26","5","9","1119","26957","1475","279","52","42","28802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b19,North Lakes,"31402","3502","497","83","121","5","4205","8778","335","22","5","17","9151","5050","2563","126","0","23","7759","275","149","0","0","0","427","785","383","30","6","3","1206","17","89","7","0","0","108","219","93","3","57","0","376","43","29","3","0","3","71","6386","3301","167","64","33","9948","46","242","47","4","0","334","972","435","45","24","6","1484","19679","4809","362","226","60","25131"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b18,Strathpine,"31403","3004","275","73","3","5","3356","5022","321","64","3","3","5421","1428","849","236","0","4","2514","286","136","97","0","0","528","524","200","49","0","3","776","20","29","3","0","0","49","83","32","8","0","0","132","25","19","6","0","0","50","2370","1272","403","5","11","4054","36","17","0","0","0","53","552","123","82","3","4","764","10990","2004","620","10","22","13648"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b17,Far North,"31501","1536","24","10","597","77","2246","1098","61","6","82","20","1262","292","128","39","16","4","476","2504","173","140","8","0","2822","446","13","18","56","6","545","314","46","28","8","0","398","774","215","113","156","22","1274","186","16","4","27","0","235","4515","591","337","266","30","5741","109","3","3","56","6","183","1052","91","55","769","158","2119","8303","765","413","1778","289","11543"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b16,Outback - North,"31502","1606","125","10","780","283","2809","2329","93","16","67","38","2539","796","409","150","9","5","1374","928","155","130","3","13","1225","601","144","59","17","16","841","95","13","8","0","6","118","680","184","99","62","32","1069","107","22","13","14","16","167","3212","927","467","103","88","4796","84","8","8","25","9","129","978","175","128","453","158","1894","8208","1322","633","1434","572","12168"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b15,Toowoomba,"31701","14848","1285","420","187","51","16785","16891","644","204","95","62","17898","7212","2941","1299","68","65","11584","633","514","203","3","5","1357","2706","517","225","34","24","3512","77","85","64","0","3","239","433","79","46","57","19","633","158","42","19","4","3","223","11220","4178","1853","164","128","17549","181","304","94","4","14","584","2913","753","372","162","172","4369","46048","7153","2938","615","425","57181"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b14,Maryborough,"31905","6860","102","40","476","42","7519","4719","25","17","47","46","4856","1874","190","179","16","0","2269","181","190","74","0","3","443","1188","54","59","16","14","1333","22","62","13","0","0","98","142","15","10","104","3","279","118","13","6","9","0","148","3529","523","347","149","26","4573","92","33","0","23","4","155","1402","112","72","198","39","1819","16603","793","475","897","153","18923"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b13,Playford,"40202","5919","421","38","68","18","6464","11484","733","27","7","33","12278","4407","1541","132","0","15","6101","915","1862","165","0","3","2945","1726","324","54","3","3","2105","139","305","67","0","3","510","461","54","26","20","0","565","87","45","17","0","0","144","7735","4132","464","19","26","12378","114","68","23","0","0","208","1745","788","106","17","13","2675","26998","6150","654","116","89","34006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b12,Port Adelaide - East,"40203","5670","590","179","44","9","6495","7084","1468","207","4","43","8803","2293","1079","560","4","14","3954","1142","970","203","0","7","2321","1406","420","276","12","12","2119","259","150","68","0","3","478","272","79","50","17","0","414","75","25","14","0","3","113","5437","2723","1166","33","39","9406","129","142","31","0","3","302","1007","398","169","3","17","1600","19326","5323","1754","92","105","26603"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b11,Salisbury,"40204","11827","808","171","108","17","12935","18597","1380","264","17","20","20274","4063","1474","893","16","12","6463","1663","1097","293","5","0","3058","2705","502","203","10","4","3417","288","110","68","0","0","463","458","74","46","34","4","610","133","31","22","0","0","191","9306","3286","1520","64","22","14204","295","160","78","0","3","542","2212","484","228","42","22","2985","42239","6117","2268","226","83","50937"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b10,Tea Tree Gully,"40205","11190","522","169","9","19","11906","14479","538","189","12","27","15242","2256","511","204","0","8","2977","782","300","64","0","3","1145","1663","239","99","3","9","2009","90","76","13","0","0","175","147","25","6","0","0","179","73","8","5","3","0","91","5010","1153","386","9","17","6581","347","489","11","0","3","854","1192","211","63","0","4","1475","32222","2912","823","27","68","36056"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b0f,Mitcham,"40303","7686","795","435","14","34","8964","8136","647","366","13","17","9176","1105","338","757","3","7","2207","52","77","79","0","0","203","920","210","391","4","11","1537","55","88","76","0","0","217","64","21","36","0","4","126","61","17","22","0","0","103","2257","736","1362","8","24","4389","275","91","105","0","16","489","735","189","195","3","9","1137","19082","2469","2463","46","97","24156"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6b0e,Adelaide City,"40101","447","743","608","15","13","1819","294","558","654","10","7","1528","163","964","2034","16","18","3188","13","182","300","0","0","495","115","471","568","19","18","1194","7","65","197","3","0","268","7","21","73","3","5","104","5","16","29","0","0","48","306","1721","3203","41","38","5306","8","27","56","3","4","100","93","333","646","130","46","1247","1152","3380","5168","197","104","10004"
