SA3_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,SA3_NAME11
12501,14448,11298,14784,10332,9244,6464,3366,1976,836,72748,33,36,40,32,10,19,6,4,3,183,145,231,312,201,205,139,85,52,30,1400,0,16,31,30,38,24,4,3,0,146,6,9,25,33,22,25,3,3,0,126,0,3,14,12,10,3,3,0,0,45,0,5,14,10,22,13,3,0,0,67,0,0,3,5,7,0,0,0,0,15,0,3,0,0,0,5,0,0,0,8,4,18,6,3,9,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,155,285,405,294,313,212,101,58,30,1853,188,321,445,326,323,231,107,62,33,2036,14636,11619,15229,10658,9567,6695,3473,2038,869,74784,Auburn
12502,11086,7659,6859,8363,8967,6631,4454,2905,988,57912,13,12,14,11,10,6,3,0,3,72,120,153,156,111,93,92,62,33,11,831,0,3,3,0,3,4,3,0,3,19,3,6,0,7,3,5,0,3,3,30,0,6,3,3,0,4,3,0,3,22,0,0,3,0,3,3,0,0,0,9,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,126,171,165,124,105,108,72,36,20,927,139,183,179,135,115,114,75,36,23,999,11225,7842,7038,8498,9082,6745,4529,2941,1011,58911,Carlingford
12503,29034,19057,21020,17827,16361,13348,8300,5550,2145,132642,52,30,36,31,21,16,6,6,3,201,321,388,500,294,241,183,109,83,71,2190,3,5,4,5,3,8,4,3,0,35,13,8,6,14,8,15,8,0,0,72,0,3,6,0,3,3,3,0,0,18,0,3,3,0,3,0,3,0,3,15,0,0,0,3,0,3,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,5,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,337,407,524,316,264,215,127,89,74,2353,389,437,560,347,285,231,133,95,77,2554,29423,19494,21580,18174,16646,13579,8433,5645,2222,135196,Merrylands - Guildford
12504,22641,14711,27128,18520,13854,10786,7249,4539,2215,121643,29,30,54,30,18,20,12,9,0,202,469,500,678,561,482,408,243,138,97,3576,4,17,65,113,123,51,10,10,0,393,8,23,37,62,85,51,14,4,0,284,0,3,11,13,26,23,4,3,0,83,5,15,22,24,14,10,7,0,0,97,6,3,0,5,0,6,0,0,0,20,0,5,0,0,0,4,0,0,0,9,3,21,14,13,17,12,3,3,0,86,0,0,0,0,0,0,0,0,0,0,495,587,827,791,747,565,281,158,97,4548,524,617,881,821,765,585,293,167,97,4750,23165,15328,28009,19341,14619,11371,7542,4706,2312,126393,Parramatta
12601,7547,6226,4401,5466,6653,5145,3129,2097,929,41593,4,6,8,3,8,0,3,0,3,35,48,122,143,76,56,66,46,21,10,588,0,3,5,9,3,4,3,4,0,31,3,5,9,0,7,8,9,5,0,46,0,3,0,0,0,0,4,0,0,7,3,0,3,0,3,0,3,0,0,12,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,54,139,166,85,72,83,69,30,10,708,58,145,174,88,80,83,72,30,13,743,7605,6371,4575,5554,6733,5228,3201,2127,942,42336,Pennant Hills - Epping
12602,19712,16333,17931,17011,15671,12464,7884,6031,3043,116080,22,33,29,19,13,11,6,8,9,150,226,487,472,319,274,298,196,137,126,2535,11,18,49,71,81,42,14,10,0,296,10,18,46,48,72,50,21,0,3,268,0,13,17,33,14,13,6,3,0,99,7,19,31,9,28,14,8,0,0,116,0,12,10,9,9,7,9,6,0,62,0,3,0,5,7,0,0,0,0,15,0,10,5,7,11,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,254,580,630,501,496,430,254,156,129,3430,276,613,659,520,509,441,260,164,138,3580,19988,16946,18590,17531,16180,12905,8144,6195,3181,119660,Ryde - Hunters Hill
12701,18967,12155,10296,11461,11373,7563,4111,1981,498,78405,29,21,28,17,16,14,4,0,0,129,258,245,265,170,158,98,70,47,13,1324,0,4,8,10,0,7,0,0,0,29,3,4,0,0,11,7,6,3,0,34,0,0,0,0,0,0,0,5,0,5,5,0,6,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,3,0,6,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,269,259,279,186,172,112,79,55,13,1424,298,280,307,203,188,126,83,55,13,1553,19265,12435,10603,11664,11561,7689,4194,2036,511,79958,Bringelly - Green Valley
12702,34849,25750,22617,23347,24931,19721,11281,7002,2111,171609,74,41,45,55,42,20,14,11,5,307,504,490,623,444,348,270,171,148,78,3076,0,10,18,7,5,9,6,3,0,58,11,8,4,8,20,9,15,3,0,78,0,0,3,3,4,0,3,0,0,13,0,3,3,4,3,4,3,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,515,511,657,470,383,292,198,157,78,3261,589,552,702,525,425,312,212,168,83,3568,35438,26302,23319,23872,25356,20033,11493,7170,2194,175177,Fairfield
12703,23624,13864,15587,15468,13469,9663,5736,3206,1044,101661,34,32,35,18,14,10,6,3,3,155,262,428,432,272,233,203,137,79,41,2087,0,11,17,23,15,16,4,3,0,89,0,37,29,14,18,22,9,3,0,132,0,4,8,3,0,4,0,3,0,22,0,6,9,8,3,9,0,3,0,38,0,0,0,0,0,0,0,3,0,3,4,7,9,0,0,0,0,0,0,20,0,7,5,5,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,266,500,509,325,273,254,150,94,41,2412,300,532,544,343,287,264,156,97,44,2567,23924,14396,16131,15811,13756,9927,5892,3303,1088,104228,Liverpool
12801,18304,11869,12870,14405,13871,11736,8174,6388,2711,100328,15,24,16,15,20,14,9,3,3,119,291,357,430,276,221,265,188,166,141,2335,3,7,12,9,12,13,9,0,0,65,8,7,29,17,30,37,22,13,3,166,0,0,9,0,3,0,5,0,0,17,3,5,12,5,3,11,3,3,0,45,0,3,0,4,3,3,6,0,0,19,0,3,3,0,0,0,0,0,0,6,0,0,0,5,3,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,305,382,495,316,275,333,237,182,144,2669,320,406,511,331,295,347,246,185,147,2788,18624,12275,13381,14736,14166,12083,8420,6573,2858,103116,Cronulla - Miranda - Caringbah
12802,21257,13855,11821,15007,15187,12706,7107,3887,1678,102505,11,11,0,13,9,4,3,6,3,60,314,338,301,185,136,162,129,81,60,1706,5,9,14,0,5,11,3,4,0,51,4,4,15,7,15,24,16,5,0,90,3,0,3,4,3,4,0,0,0,17,3,3,5,7,3,4,8,0,0,33,6,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,4,4,0,5,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,339,358,338,211,162,205,159,90,60,1922,350,369,338,224,171,209,162,96,63,1982,21607,14224,12159,15231,15358,12915,7269,3983,1741,104487,Sutherland - Menai - Heathcote
19797,4,3,3,11,10,27,27,26,0,111,0,0,0,0,0,0,0,0,0,0,45,43,45,57,96,141,111,59,6,603,33,23,13,35,43,72,74,34,6,333,6,3,8,17,32,42,40,22,3,173,4,0,4,8,13,33,35,17,8,122,34,20,21,42,82,129,191,93,14,626,3,3,6,10,11,14,6,3,0,56,5,0,5,5,6,5,0,0,0,26,8,5,4,4,8,8,10,3,0,50,0,0,0,0,0,0,0,0,0,0,138,97,106,178,291,444,467,231,37,1989,138,97,106,178,291,444,467,231,37,1989,142,100,109,189,301,471,494,257,37,2100,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,18295,13607,11138,11996,12100,10331,6674,4484,1885,90510,20,26,17,11,11,19,6,6,0,116,3,25,22,19,17,34,14,7,0,141,318,1142,473,342,333,326,174,126,102,3336,5,11,10,20,16,26,14,3,0,105,4,5,5,16,16,15,13,4,0,78,7,4,5,0,6,9,16,5,0,52,0,3,7,3,6,3,6,0,0,28,0,5,0,0,0,3,0,0,0,8,0,7,4,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,337,1202,526,400,398,416,237,145,102,3763,357,1228,543,411,409,435,243,151,102,3879,18652,14835,11681,12407,12509,10766,6917,4635,1987,94389,Ballarat
20102,4785,2458,2021,3451,4114,4095,2504,1264,469,25161,4,7,3,6,8,14,3,0,0,45,0,3,11,5,10,6,3,3,3,44,139,162,134,119,105,120,73,22,22,896,3,3,10,6,6,3,3,3,0,37,0,0,0,3,3,14,3,3,0,26,0,3,3,3,0,3,3,0,0,15,3,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,177,158,136,124,146,85,31,25,1027,149,184,161,142,132,160,88,31,25,1072,4934,2642,2182,3593,4246,4255,2592,1295,494,26233,Creswick - Daylesford - Ballan
20103,3996,2188,1685,2703,3334,3711,2832,1515,527,22491,8,12,9,8,6,11,0,3,0,57,3,3,3,3,3,6,3,0,0,24,69,101,81,69,87,102,62,34,22,627,3,0,0,3,8,3,8,3,0,28,0,0,0,3,3,0,3,0,0,9,3,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,4,3,0,13,0,4,5,3,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,108,89,81,110,114,80,40,22,725,89,120,98,89,116,125,80,43,22,782,4085,2308,1783,2792,3450,3836,2912,1558,549,23273,Maryborough - Pyrenees
20201,16475,11780,10209,10420,10610,9435,6133,4341,1970,81373,23,19,11,16,11,9,0,5,6,100,7,45,29,19,21,33,17,10,3,184,336,941,467,334,268,293,173,138,99,3049,8,15,14,7,10,16,8,4,0,82,3,5,8,8,10,8,9,3,0,54,0,13,5,4,4,7,3,3,0,39,0,4,3,3,5,12,10,0,0,37,0,3,3,0,0,3,3,0,0,12,3,5,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,357,1031,532,378,321,372,223,158,102,3474,380,1050,543,394,332,381,223,163,108,3574,16855,12830,10752,10814,10942,9816,6356,4504,2078,84947,Bendigo
20202,7703,4318,3009,5600,6634,6432,4242,2204,893,41035,8,11,7,7,19,16,7,4,4,83,4,8,7,7,18,13,11,3,3,74,136,222,173,123,160,155,103,50,30,1152,0,5,7,11,4,14,5,3,0,49,5,3,3,7,0,5,12,0,0,35,0,0,3,3,7,6,7,3,0,29,3,0,3,0,0,0,0,0,0,6,3,3,3,0,3,0,4,0,0,16,4,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,155,241,199,154,195,193,145,59,33,1374,163,252,206,161,214,209,152,63,37,1457,7866,4570,3215,5761,6848,6641,4394,2267,930,42492,Heathcote - Castlemaine - Kyneton
20203,1966,948,755,1249,1703,1751,1151,740,267,10530,7,5,8,0,11,12,4,0,0,47,0,6,0,3,6,4,5,0,0,24,37,41,46,29,42,46,37,16,6,300,0,3,0,3,0,3,6,0,0,15,5,0,0,3,4,6,5,0,0,23,4,0,4,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,50,41,56,63,53,16,6,381,53,55,58,41,67,75,57,16,6,428,2019,1003,813,1290,1770,1826,1208,756,273,10958,Loddon - Elmore
20301,3684,1705,1524,2378,2501,2126,1090,518,198,15724,4,5,3,6,0,6,0,4,0,28,0,0,4,0,0,4,8,0,0,16,57,75,46,24,26,30,15,23,13,309,0,5,4,3,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,6,0,3,0,3,3,3,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,80,57,27,35,37,29,23,13,364,67,85,60,33,35,43,29,27,13,392,3751,1790,1584,2411,2536,2169,1119,545,211,16116,Barwon - West
20302,31305,22458,21173,22846,22682,19285,12797,9178,4102,165826,32,48,32,30,16,12,11,4,4,189,10,117,48,41,54,71,19,17,0,377,575,1389,838,560,503,431,240,163,115,4814,3,31,29,34,46,51,25,3,0,222,9,17,26,15,39,15,11,3,0,135,8,15,14,23,17,16,11,0,0,104,0,16,4,0,8,15,8,0,0,51,4,7,4,7,3,3,0,0,0,28,3,5,3,4,7,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,612,1597,966,684,677,602,320,186,115,5759,644,1645,998,714,693,614,331,190,119,5948,31949,24103,22171,23560,23375,19899,13128,9368,4221,171774,Geelong
20303,11308,5744,4938,7992,7977,7823,5340,3342,1427,55891,15,14,8,11,10,9,5,5,7,84,4,12,12,19,32,28,21,10,0,138,352,377,253,219,233,258,188,93,30,2003,6,3,5,14,10,27,16,0,0,81,3,9,7,6,10,14,7,3,0,59,7,3,11,3,12,3,10,3,0,52,5,3,4,0,0,13,7,0,0,32,0,0,0,4,0,3,0,0,0,7,0,3,8,4,5,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,377,410,300,269,302,352,249,109,30,2398,392,424,308,280,312,361,254,114,37,2482,11700,6168,5246,8272,8289,8184,5594,3456,1464,58373,Surf Coast - Bellarine Peninsula
20401,8856,5199,4253,5773,6952,6857,4815,2743,991,46439,25,51,20,15,18,14,13,7,6,169,29,61,53,24,43,34,27,3,3,277,815,831,464,526,464,360,231,86,44,3821,28,97,48,43,53,41,10,0,0,320,36,57,26,35,37,20,10,3,0,224,34,29,39,33,11,11,17,0,0,174,8,94,18,9,12,16,7,4,0,168,4,13,9,0,0,0,0,0,0,26,3,9,7,5,4,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,957,1191,664,675,624,488,302,96,47,5044,982,1242,684,690,642,502,315,103,53,5213,9838,6441,4937,6463,7594,7359,5130,2846,1044,51652,Upper Goulburn Valley
20402,7980,4518,3818,5144,6140,5981,4045,2768,1203,41597,23,17,15,12,5,12,15,0,3,102,11,21,22,13,20,32,24,10,3,156,118,256,214,157,178,172,94,73,43,1305,9,7,8,6,13,10,5,0,0,58,4,6,0,3,4,8,3,3,3,34,3,0,5,4,4,3,3,0,0,22,0,0,0,4,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,145,296,249,187,222,228,133,86,49,1595,168,313,264,199,227,240,148,86,52,1697,8148,4831,4082,5343,6367,6221,4193,2854,1255,43294,Wangaratta - Benalla
20403,12663,7697,6235,8175,9002,7970,5026,2910,1182,60860,21,19,16,14,10,27,14,9,8,138,184,229,228,184,177,153,75,38,6,1274,878,1081,727,737,555,507,280,95,60,4920,116,123,165,116,72,63,39,5,0,699,146,368,138,92,93,78,52,3,3,973,38,70,80,48,52,42,4,0,0,334,8,24,16,9,14,15,8,0,0,94,9,17,21,21,0,3,0,0,0,71,4,17,33,26,8,5,8,0,0,101,3,0,0,0,0,0,0,0,0,3,1386,1929,1408,1233,971,866,466,141,69,8469,1407,1948,1424,1247,981,893,480,150,77,8607,14070,9645,7659,9422,9983,8863,5506,3060,1259,69467,Wodonga - Alpine
20501,8389,5067,4206,5178,5867,5405,3677,2116,801,40706,9,12,12,9,12,3,7,3,3,70,3,7,8,6,4,8,8,0,0,44,180,321,151,122,138,103,84,39,25,1163,8,3,6,6,5,8,10,3,3,52,13,4,3,6,3,0,0,0,0,29,0,5,5,0,3,3,6,0,0,22,0,3,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,204,343,176,143,156,125,111,48,28,1334,213,355,188,152,168,128,118,51,31,1404,8602,5422,4394,5330,6035,5533,3795,2167,832,42110,Baw Baw
20502,7042,3851,3212,4462,5445,6137,4914,2812,1045,38920,17,16,9,12,12,15,8,0,3,92,10,4,26,16,29,39,31,8,3,166,391,353,279,207,243,342,276,110,39,2240,9,8,6,9,9,11,19,7,0,78,6,9,13,9,6,14,9,0,3,69,0,0,7,3,5,11,3,6,0,35,0,0,4,3,4,15,4,3,0,33,0,3,3,0,3,3,0,0,3,15,3,3,3,3,3,4,10,0,0,29,0,0,0,0,0,0,0,0,0,0,419,380,341,250,302,439,352,134,48,2665,436,396,350,262,314,454,360,134,51,2757,7478,4247,3562,4724,5759,6591,5274,2946,1096,41677,Gippsland - East
20503,9913,5083,4827,6604,7355,7889,6025,3651,1413,52760,25,22,12,14,18,17,11,11,7,137,6,10,29,31,40,19,9,0,3,147,299,413,440,326,432,398,200,107,53,2668,16,6,26,32,31,27,8,3,3,152,5,0,3,11,14,9,3,0,3,48,6,3,5,13,13,17,5,0,0,62,3,3,3,3,4,12,5,3,0,36,5,0,3,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,340,438,512,416,537,482,230,113,62,3130,365,460,524,430,555,499,241,124,69,3267,10278,5543,5351,7034,7910,8388,6266,3775,1482,56027,Gippsland - South West
20504,13688,9331,8005,8566,9698,8534,5508,3470,1334,68134,25,32,21,20,13,12,8,3,0,134,3,14,17,11,10,15,12,4,3,89,266,598,383,249,220,212,119,101,43,2191,13,14,13,11,14,12,10,0,0,87,3,0,3,0,6,0,3,0,0,15,14,0,8,7,11,3,3,0,3,49,3,3,3,5,5,6,3,0,0,28,0,3,3,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,632,430,283,269,251,153,105,49,2474,327,664,451,303,282,263,161,108,49,2608,14015,9995,8456,8869,9980,8797,5669,3578,1383,70742,Latrobe Valley
20505,7641,4547,4231,4729,5467,5557,3422,2115,813,38522,6,17,10,6,7,17,0,3,5,71,0,0,6,12,3,13,5,9,0,48,129,282,228,135,154,147,113,52,24,1264,10,8,11,7,9,6,0,0,4,55,0,5,0,0,4,3,7,0,0,19,0,5,12,6,3,5,3,0,0,34,0,0,4,0,3,0,0,0,0,7,0,0,0,3,3,3,0,0,0,9,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,139,303,261,166,182,177,128,61,28,1445,145,320,271,172,189,194,128,64,33,1516,7786,4867,4502,4901,5656,5751,3550,2179,846,40038,Wellington
20601,11220,10093,17256,12739,9005,6308,4388,3567,1364,75940,12,16,30,21,11,14,4,3,3,114,7,14,27,18,22,26,21,7,0,142,150,386,429,234,157,149,88,83,65,1741,6,9,14,13,12,13,8,4,0,79,0,0,11,5,15,7,6,4,0,48,0,4,0,7,4,12,5,0,0,32,0,9,3,8,3,7,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,166,425,487,289,213,218,135,98,65,2096,178,441,517,310,224,232,139,101,68,2210,11398,10534,17773,13049,9229,6540,4527,3668,1432,78150,Brunswick - Coburg
20602,7781,4808,9458,8668,6163,3962,2703,2244,887,46674,6,4,14,12,8,3,0,6,0,53,3,7,8,4,6,3,10,0,0,41,99,199,276,182,104,81,56,22,12,1031,3,7,9,0,3,3,6,0,0,31,3,3,8,3,7,8,0,3,3,38,4,0,8,5,0,9,0,0,0,26,0,4,0,0,6,0,0,0,0,10,0,0,3,3,3,3,0,0,0,12,3,0,8,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,115,220,320,197,129,107,72,28,15,1203,121,224,334,209,137,110,72,34,15,1256,7902,5032,9792,8877,6300,4072,2775,2278,902,47930,Darebin - South
20603,10173,7825,10240,9181,8003,5979,3210,2609,1353,58573,9,6,14,8,7,3,3,9,0,59,7,15,18,23,25,16,3,0,0,107,88,279,272,164,128,122,69,31,21,1174,5,4,25,16,18,29,3,6,0,106,0,0,3,9,4,11,3,0,0,30,0,4,5,4,10,3,6,0,0,32,3,3,6,7,3,11,3,0,0,36,0,0,3,0,0,0,3,0,0,6,0,3,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,103,308,332,223,191,197,90,37,21,1502,112,314,346,231,198,200,93,46,21,1561,10285,8139,10586,9412,8201,6179,3303,2655,1374,60134,Essendon
20604,6473,24952,28163,10795,7326,6168,3356,1644,738,89615,8,84,69,27,7,26,6,3,5,235,100,342,1001,1327,1457,927,295,46,6,5501,924,1492,1457,1077,1001,944,539,349,197,7980,69,205,347,570,672,466,166,24,3,2522,65,96,187,276,364,257,77,15,3,1340,72,166,279,392,503,364,110,25,0,1911,88,108,84,105,196,136,60,13,4,794,51,44,26,17,31,32,4,0,0,205,27,45,75,92,101,74,28,0,0,442,0,0,0,0,0,0,0,0,0,0,1396,2498,3456,3856,4325,3200,1279,472,213,20695,1404,2582,3525,3883,4332,3226,1285,475,218,20930,7877,27534,31688,14678,11658,9394,4641,2119,956,110545,Melbourne City
20605,9658,8565,23985,16539,10815,8404,4856,2720,1107,86649,11,19,34,30,18,17,9,5,3,146,11,66,137,160,189,136,75,25,3,802,208,483,866,510,354,285,156,67,18,2947,12,23,54,92,100,79,25,4,0,389,12,12,31,49,43,30,13,4,0,194,0,19,49,36,56,41,19,3,3,226,5,8,6,15,27,33,4,3,0,101,0,10,0,0,5,0,0,0,0,15,3,3,17,9,12,11,7,3,0,65,0,0,0,0,0,0,0,0,0,0,251,624,1160,871,786,615,299,109,24,4739,262,643,1194,901,804,632,308,114,27,4885,9920,9208,25179,17440,11619,9036,5164,2834,1134,91534,Port Phillip
20701,26958,23564,19462,20379,22448,17434,10483,7293,4379,152400,39,46,36,24,23,20,15,9,9,221,15,38,31,41,31,40,42,4,3,245,355,707,659,396,330,323,247,197,149,3363,6,14,18,21,15,32,19,12,5,142,4,8,12,8,10,21,13,4,3,83,0,9,15,15,16,18,13,11,0,97,0,7,0,5,9,9,22,5,0,57,0,5,3,3,5,3,3,0,0,22,0,8,9,4,6,5,3,0,0,35,0,0,0,0,0,0,0,0,0,0,380,796,747,493,422,451,362,233,160,4044,419,842,783,517,445,471,377,242,169,4265,27377,24406,20245,20896,22893,17905,10860,7535,4548,156665,Boroondara
