SA3_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,SA3_NAME11
11401,15881,9275,7239,9732,12096,12396,10628,6903,2466,86616,24,29,26,19,31,21,17,11,0,178,431,561,391,329,373,483,387,190,92,3237,5,9,16,30,20,42,46,15,0,183,16,14,24,16,26,19,17,3,0,135,0,0,3,0,5,14,8,3,0,33,7,3,10,19,3,14,4,0,0,60,0,0,0,4,5,10,11,4,0,34,3,3,0,0,3,0,0,0,0,9,9,25,25,15,32,39,30,4,0,179,3,3,0,0,0,0,0,0,0,6,474,618,469,413,467,621,503,219,92,3876,498,647,495,432,498,642,520,230,92,4054,16379,9922,7734,10164,12594,13038,11148,7133,2558,90670,Shoalhaven
11402,8365,4441,3097,5161,5969,5901,5054,2842,1121,41951,12,12,8,15,9,6,10,3,0,75,102,259,171,183,209,179,175,68,39,1385,9,0,6,11,13,14,22,6,0,81,4,4,8,5,19,25,7,8,0,80,0,0,4,3,4,3,3,0,0,17,5,0,4,5,0,5,3,0,0,22,0,0,0,0,0,5,8,0,0,13,0,5,0,0,0,0,0,0,0,5,0,6,4,8,13,14,5,0,3,53,0,0,0,0,0,0,0,0,0,0,120,274,197,215,258,245,223,82,42,1656,132,286,205,230,267,251,233,85,42,1731,8497,4727,3302,5391,6236,6152,5287,2927,1163,43682,Southern Highlands
11501,26987,18759,13005,18936,20105,16481,9092,4433,2208,130006,17,14,6,16,15,7,7,14,10,106,192,334,388,188,170,170,191,116,90,1839,7,7,35,35,23,15,3,4,4,133,17,14,25,27,34,30,19,11,0,177,3,0,4,10,12,6,4,5,3,47,3,3,15,7,6,8,7,3,0,52,0,3,9,3,0,9,3,0,0,27,0,0,3,0,0,0,3,0,0,6,0,3,12,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,222,364,491,273,248,241,230,139,97,2305,239,378,497,289,263,248,237,153,107,2411,27226,19137,13502,19225,20368,16729,9329,4586,2315,132417,Baulkham Hills
11502,4905,3413,1875,3241,3879,3356,2155,1061,474,24359,11,0,3,5,6,5,5,5,6,46,61,113,85,44,36,52,40,24,18,473,3,3,3,5,0,3,4,0,0,21,3,3,3,4,5,6,4,3,0,31,0,0,0,0,0,5,4,0,0,9,0,3,6,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,125,100,53,44,66,52,27,18,552,78,125,103,58,50,71,57,32,24,598,4983,3538,1978,3299,3929,3427,2212,1093,498,24957,Dural - Wisemans Ferry
11503,4976,3167,2002,3530,3818,2917,1713,644,214,22981,7,0,7,5,7,4,3,0,0,33,151,143,63,40,45,38,31,12,9,532,0,0,4,0,0,0,0,3,0,7,0,4,3,0,0,3,5,0,0,15,0,0,3,0,0,0,0,3,0,6,0,0,0,0,6,3,3,0,0,12,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,151,147,77,40,51,49,39,23,9,586,158,147,84,45,58,53,42,23,9,619,5134,3314,2086,3575,3876,2970,1755,667,223,23600,Hawkesbury
11504,7000,3289,2851,4879,3621,2711,1451,508,147,26457,3,4,0,4,10,4,0,0,0,25,69,68,75,53,23,52,30,12,14,396,0,0,0,0,0,0,8,3,0,11,5,3,0,6,4,5,3,3,0,29,6,0,9,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,74,84,59,27,63,41,18,14,460,83,78,84,63,37,67,41,18,14,485,7083,3367,2935,4942,3658,2778,1492,526,161,26942,Rouse Hill - McGraths Hill
11601,25997,16156,19284,17309,16031,13498,7499,4554,1538,121866,49,21,38,26,19,18,12,4,0,187,306,441,407,280,243,184,154,131,79,2225,0,6,7,3,5,8,3,3,0,35,7,16,17,5,10,9,6,3,0,73,0,0,4,0,0,6,0,0,0,10,3,0,3,0,3,3,3,0,0,15,0,0,0,3,3,3,0,3,4,16,3,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,322,463,444,291,264,213,166,146,83,2392,371,484,482,317,283,231,178,150,83,2579,26368,16640,19766,17626,16314,13729,7677,4704,1621,124445,Blacktown
11602,18710,9460,12321,12965,9203,6153,2832,1160,307,73111,15,16,19,10,15,12,6,0,0,93,139,180,194,122,103,84,81,29,12,944,0,0,5,0,0,6,6,5,0,22,4,4,9,10,11,16,5,4,0,63,0,0,4,0,7,3,0,0,0,14,6,0,3,3,3,0,5,3,0,23,0,0,0,0,0,9,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,152,184,220,143,124,121,100,41,12,1097,167,200,239,153,139,133,106,41,12,1190,18877,9660,12560,13118,9342,6286,2938,1201,319,74301,Blacktown - North
11603,26233,15645,13952,14207,13017,9480,5337,2327,822,101020,31,29,31,21,19,16,11,9,3,170,368,452,442,256,192,167,117,78,36,2108,3,3,10,18,15,19,0,3,0,71,5,11,11,13,23,21,3,6,0,93,3,0,3,4,3,0,4,3,0,20,3,5,9,6,0,0,4,0,0,27,3,3,0,3,3,0,6,0,0,18,0,3,0,0,0,0,0,0,0,3,4,5,4,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,389,482,479,300,236,213,134,90,36,2359,420,511,510,321,255,229,145,99,39,2529,26653,16156,14462,14528,13272,9709,5482,2426,861,103549,Mount Druitt
11701,6955,4637,6118,6028,4958,4016,2990,1863,649,38214,8,7,9,8,4,7,5,3,0,51,80,117,172,138,124,144,80,38,18,911,3,14,20,33,42,23,24,3,0,162,3,11,27,28,34,31,11,6,0,151,0,3,4,13,17,5,0,0,0,42,0,5,14,7,17,12,4,0,0,59,0,5,0,6,9,4,0,0,0,24,3,0,5,9,0,0,0,0,0,17,0,6,12,17,12,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,89,161,254,251,255,226,119,47,18,1420,97,168,263,259,259,233,124,50,18,1471,7052,4805,6381,6287,5217,4249,3114,1913,667,39685,Botany
11702,7225,5402,10200,9273,6468,4645,2924,1892,605,48634,12,14,19,16,11,7,8,4,0,91,88,228,306,183,133,118,64,38,29,1187,3,7,12,6,4,5,4,3,0,44,3,0,4,8,10,8,6,3,0,42,3,6,5,0,0,3,3,0,0,20,0,5,3,4,3,8,3,0,0,26,0,0,0,3,3,0,0,0,5,11,0,0,0,3,0,0,0,0,0,3,0,0,5,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,97,246,335,207,156,147,80,44,34,1346,109,260,354,223,167,154,88,48,34,1437,7334,5662,10554,9496,6635,4799,3012,1940,639,50071,Marrickville - Sydenham - Petersham
11703,12225,26466,54351,29144,18358,13647,7507,4070,1404,167172,18,110,68,54,30,31,11,11,0,333,602,1898,2489,1793,1609,1400,704,325,147,10967,68,231,694,863,886,441,134,41,6,3364,46,151,371,494,442,325,123,13,5,1970,15,70,113,154,189,139,50,23,3,756,17,94,209,243,213,232,69,25,0,1102,5,18,29,39,74,77,27,7,4,280,3,7,17,24,25,21,3,0,0,100,7,100,111,153,142,91,54,13,0,671,0,0,0,0,0,0,0,0,0,0,763,2569,4033,3763,3580,2726,1164,447,165,19210,781,2679,4101,3817,3610,2757,1175,458,165,19543,13006,29145,58452,32961,21968,16404,8682,4528,1569,186715,Sydney Inner City
11801,17984,11656,24773,19437,13940,11704,8012,4966,2824,115296,24,31,27,35,11,14,13,10,5,170,287,499,670,417,373,318,264,122,91,3041,6,30,57,34,41,34,19,8,0,229,10,23,30,39,40,54,32,11,0,239,0,6,6,11,6,12,13,3,0,57,0,9,10,17,10,19,27,3,0,95,0,0,3,0,0,4,7,3,0,17,0,0,4,5,0,0,3,0,0,12,3,5,16,10,4,10,8,3,0,59,0,0,0,0,0,0,0,0,0,0,306,572,796,533,474,451,373,153,91,3749,330,603,823,568,485,465,386,163,96,3919,18314,12259,25596,20005,14425,12169,8398,5129,2920,119215,Eastern Suburbs - North
11802,18997,19362,23206,19228,15301,11911,7952,5658,2644,124259,13,49,33,26,14,11,21,16,13,196,427,822,770,526,383,375,220,171,95,3789,6,27,32,38,24,37,9,3,0,176,10,40,55,32,50,26,22,5,0,240,0,9,10,9,9,7,5,0,0,49,4,12,14,8,4,7,10,3,0,62,0,4,3,0,0,5,6,6,0,24,0,11,4,0,0,5,3,0,0,23,14,33,14,16,14,11,5,4,0,111,0,0,0,0,0,0,0,0,0,0,461,958,902,629,484,473,280,192,95,4474,474,1007,935,655,498,484,301,208,108,4670,19471,20369,24141,19883,15799,12395,8253,5866,2752,128929,Eastern Suburbs - South
11901,34138,21377,20926,20882,20576,16271,10377,7546,3310,155403,41,33,35,33,25,11,21,17,12,228,385,473,581,420,341,287,191,148,97,2923,7,7,8,24,39,14,6,3,0,108,6,22,13,18,15,32,14,3,0,123,0,0,0,4,4,5,0,0,0,13,3,3,7,3,5,3,3,0,0,27,0,3,0,3,3,3,6,0,0,18,0,0,0,0,3,0,0,3,0,6,3,4,10,3,6,3,0,4,0,33,0,0,0,0,0,0,0,0,0,0,404,512,619,475,416,347,220,161,97,3251,445,545,654,508,441,358,241,178,109,3479,34583,21922,21580,21390,21017,16629,10618,7724,3419,158882,Bankstown
11902,25617,15842,19753,17915,16027,11806,8267,5637,1918,122782,28,33,46,21,15,17,5,12,3,180,262,258,424,285,215,166,124,119,71,1924,5,0,4,0,5,3,9,3,4,33,6,4,7,0,4,12,15,3,0,51,0,0,0,4,0,0,0,0,0,4,0,0,7,5,0,6,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,4,0,0,0,9,3,7,4,5,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,276,269,451,299,231,194,148,125,75,2068,304,302,497,320,246,211,153,137,78,2248,25921,16144,20250,18235,16273,12017,8420,5774,1996,125030,Canterbury
11903,20239,15253,16505,15518,16075,12596,8346,6100,2912,113544,23,18,29,16,22,7,15,9,5,144,236,312,403,246,204,166,119,98,54,1838,12,3,9,7,11,6,8,0,0,56,3,10,7,9,14,16,15,8,0,82,0,3,3,0,0,3,0,0,0,9,0,3,0,3,0,3,8,0,0,17,0,0,0,0,3,0,0,3,0,6,0,0,0,3,3,0,0,0,3,9,3,3,7,3,0,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,254,334,429,271,235,204,150,109,57,2043,277,352,458,287,257,211,165,118,62,2187,20516,15605,16963,15805,16332,12807,8511,6218,2974,115731,Hurstville
11904,21014,14284,20657,17954,15407,12528,8677,6124,2815,119460,21,30,40,27,14,17,11,3,0,163,316,291,468,407,320,339,257,257,184,2839,4,5,14,26,24,15,3,0,0,91,8,15,13,20,28,25,13,8,0,130,0,0,3,10,7,3,4,6,0,33,5,7,10,13,13,10,13,0,0,71,0,0,3,4,3,11,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,8,4,13,14,12,6,0,60,0,0,0,0,0,0,0,0,0,0,333,321,519,484,408,417,307,277,184,3250,354,351,559,511,422,434,318,280,184,3413,21368,14635,21216,18465,15829,12962,8995,6404,2999,122873,Kogarah - Rockdale
12001,12346,8136,12176,11728,9632,7728,5067,3527,1425,71765,15,15,12,9,9,3,4,0,3,70,164,207,302,236,169,221,190,203,127,1819,0,3,12,7,9,6,5,0,0,42,3,8,8,4,14,21,11,3,0,72,0,4,3,0,6,4,0,3,0,20,3,5,3,4,3,3,3,0,0,24,0,4,3,0,3,0,0,0,0,10,0,0,0,3,0,0,3,0,0,6,0,3,7,3,3,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,170,234,338,257,207,258,215,212,127,2018,185,249,350,266,216,261,219,212,130,2088,12531,8385,12526,11994,9848,7989,5286,3739,1555,73853,Canada Bay
12002,8526,3982,9272,10477,6754,5598,2946,1574,603,49732,5,7,11,13,6,4,3,3,3,55,119,182,300,208,198,152,107,67,32,1365,3,13,17,11,10,13,0,3,0,70,3,7,11,10,6,22,16,0,0,75,3,3,6,0,3,3,4,3,3,28,3,3,3,0,3,13,3,3,0,31,3,6,3,3,3,7,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5,6,3,3,34,0,0,0,0,0,0,0,0,0,0,134,217,343,235,231,215,136,82,38,1631,139,224,354,248,237,219,139,85,41,1686,8665,4206,9626,10725,6991,5817,3085,1659,644,51418,Leichhardt
12003,20969,18588,25458,19435,18148,13269,8348,6297,2936,133448,24,40,50,36,25,17,9,3,5,209,270,437,563,375,360,276,195,116,43,2635,3,11,11,27,16,10,14,5,0,97,6,12,19,5,17,21,13,6,3,102,3,7,8,0,5,4,5,4,0,36,0,9,6,7,11,4,0,0,0,37,3,4,3,0,3,3,3,0,0,19,0,0,0,0,0,0,3,0,0,3,4,0,6,0,10,7,10,0,0,37,0,0,0,0,0,0,0,0,0,0,289,480,616,414,422,325,243,131,46,2966,313,520,666,450,447,342,252,134,51,3175,21282,19108,26124,19885,18595,13611,8600,6431,2987,136623,Strathfield - Burwood - Ashfield
12101,18491,10924,15592,16049,13082,10246,6089,3976,2160,96609,6,29,30,9,8,18,10,6,7,123,329,465,465,351,332,368,316,242,198,3066,3,4,41,33,30,25,16,5,0,157,7,16,19,41,19,37,15,5,0,159,4,3,3,3,3,9,6,3,0,34,4,3,11,5,24,10,7,4,0,68,0,3,3,5,3,8,3,0,5,30,5,3,0,0,0,0,0,0,0,8,3,6,8,9,14,6,8,0,0,54,0,0,0,0,0,0,0,0,0,0,355,503,550,447,425,463,371,259,203,3576,361,532,580,456,433,481,381,265,210,3699,18852,11456,16172,16505,13515,10727,6470,4241,2370,100308,Chatswood - Lane Cove
12102,15214,8710,9480,12009,10777,8138,5123,2874,1393,73718,12,12,12,15,11,4,6,4,5,81,193,281,225,163,140,167,146,114,92,1521,0,0,0,8,5,6,4,0,0,23,3,5,4,4,8,15,20,5,3,67,3,0,0,3,0,3,3,0,0,12,5,6,0,0,0,4,11,0,0,26,0,0,0,0,0,4,4,0,0,8,0,3,0,0,0,4,0,0,0,7,0,8,5,0,0,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,204,303,234,178,153,208,191,119,95,1685,216,315,246,193,164,212,197,123,100,1766,15430,9025,9726,12202,10941,8350,5320,2997,1493,75484,Hornsby
12103,21923,14475,7489,13915,16938,12486,8570,6175,3343,105314,20,16,3,10,5,7,11,4,9,85,351,439,329,231,199,205,200,235,155,2344,9,7,17,9,9,9,13,3,3,79,4,6,7,18,7,26,41,11,3,123,7,0,3,3,3,5,13,3,0,37,70,3,3,12,8,14,6,0,0,116,0,0,3,3,3,3,3,3,0,18,3,3,0,0,4,0,0,0,0,10,0,9,13,0,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,444,467,375,276,237,265,276,255,161,2756,464,483,378,286,242,272,287,259,170,2841,22387,14958,7867,14201,17180,12758,8857,6434,3513,108155,Ku-ring-gai
12104,11583,7496,18493,14725,10773,9530,6442,3374,1804,84220,3,18,21,14,15,17,15,8,6,117,276,412,544,356,322,321,214,112,55,2612,14,12,66,80,68,61,37,11,5,354,4,16,35,50,73,60,15,15,3,271,0,7,9,14,14,26,12,3,0,85,5,5,13,20,19,16,13,3,0,94,0,0,3,6,6,9,5,3,0,32,0,0,3,0,3,10,0,0,3,19,3,3,19,7,18,18,6,3,3,80,0,0,0,0,0,0,0,0,0,0,302,455,692,533,523,521,302,150,69,3547,305,473,713,547,538,538,317,158,75,3664,11888,7969,19206,15272,11311,10068,6759,3532,1879,87884,North Sydney - Mosman
12201,7337,3609,6339,6757,5140,3724,2596,1623,803,37928,13,3,8,15,12,0,0,3,3,57,143,175,202,165,140,115,99,60,52,1151,6,4,20,28,16,9,18,3,0,104,8,3,13,27,33,27,8,0,0,119,0,3,4,0,11,5,5,0,0,28,9,0,8,16,17,11,3,3,0,67,0,5,4,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,169,193,254,236,229,170,141,66,52,1510,182,196,262,251,241,170,141,69,55,1567,7519,3805,6601,7008,5381,3894,2737,1692,858,39495,Manly
12202,11099,5933,4583,7802,8385,7349,4839,2767,1431,54188,8,3,6,15,4,11,6,5,3,61,160,193,186,131,163,151,96,71,65,1216,3,3,3,6,4,6,8,4,0,37,3,3,8,5,9,16,17,3,3,67,0,3,3,3,0,3,4,3,0,19,0,3,3,4,5,0,7,5,0,27,3,3,3,3,5,4,3,3,0,27,0,0,3,0,0,0,3,0,0,6,3,3,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,172,211,212,152,186,180,138,89,71,1411,180,214,218,167,190,191,144,94,74,1472,11279,6147,4801,7969,8575,7540,4983,2861,1505,55660,Pittwater
12203,27708,14421,17214,22604,18992,13950,10201,6834,3753,135677,23,15,27,22,12,16,6,15,8,144,461,450,488,338,248,265,180,85,77,2592,4,16,19,19,7,5,16,7,0,93,11,14,13,20,25,25,16,10,0,134,0,3,3,4,14,9,10,0,0,43,0,3,10,5,0,8,9,4,0,39,0,0,0,3,3,6,5,3,0,20,0,5,3,3,0,0,0,0,0,11,0,8,3,0,5,3,5,0,3,27,0,0,0,0,0,0,0,0,0,0,476,499,539,392,302,321,241,109,80,2959,499,514,566,414,314,337,247,124,88,3103,28207,14935,17780,23018,19306,14287,10448,6958,3841,138780,Warringah
12301,12829,6726,6832,8493,6594,4687,2462,1369,669,50661,5,8,11,7,10,0,8,4,3,56,125,222,168,93,77,100,74,39,22,920,0,0,0,3,3,6,7,0,0,19,4,3,4,3,9,14,7,0,0,44,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,4,4,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,129,232,179,102,92,127,92,39,25,1017,134,240,190,109,102,127,100,43,28,1073,12963,6966,7022,8602,6696,4814,2562,1412,697,51734,Camden
12302,31603,21848,20030,18811,20094,17198,8217,3783,1319,142903,31,33,37,25,18,17,11,4,6,182,586,881,676,426,334,323,157,98,54,3535,7,16,21,14,13,18,5,0,0,94,13,23,31,33,28,18,12,3,3,164,0,0,3,7,6,3,5,0,3,27,3,10,5,3,8,6,3,0,0,38,0,0,0,3,6,7,3,0,0,19,0,3,3,3,0,0,3,0,0,12,0,15,5,4,4,4,3,5,0,40,0,0,0,0,0,0,0,0,0,0,609,948,744,493,399,379,191,106,60,3929,640,981,781,518,417,396,202,110,66,4111,32243,22829,20811,19329,20511,17594,8419,3893,1385,147014,Campbelltown (NSW)
12303,8133,4620,3657,5269,5116,4285,2382,1151,408,35021,4,6,8,5,4,5,3,0,0,35,95,174,114,77,52,74,56,29,8,679,3,3,0,0,4,0,5,3,0,18,7,3,12,6,3,7,7,3,0,48,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,105,183,126,87,62,85,76,35,8,767,109,189,134,92,66,90,79,35,8,802,8242,4809,3791,5361,5182,4375,2461,1186,416,35823,Wollondilly
12401,14475,8091,6593,9945,11096,10741,6329,3387,1478,72135,6,13,5,8,10,21,3,5,5,76,401,377,275,248,223,305,227,95,52,2203,0,7,14,11,16,20,12,3,0,83,9,11,15,16,19,18,21,3,0,112,0,0,0,3,6,5,7,0,0,21,7,4,8,7,8,14,3,0,0,51,4,0,4,0,4,3,3,0,0,18,0,0,4,0,0,0,0,0,0,4,0,4,3,8,5,4,3,3,0,30,0,0,0,0,0,0,0,0,0,0,421,403,323,293,281,369,276,104,52,2522,427,416,328,301,291,390,279,109,57,2598,14902,8507,6921,10246,11387,11131,6608,3496,1535,74733,Blue Mountains
12402,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,Blue Mountains - South
12403,26914,16995,17739,17573,15960,13813,7049,3503,1369,120915,28,25,16,22,19,12,3,5,0,130,461,679,557,348,282,277,209,129,77,3019,4,11,23,15,17,11,3,3,0,87,23,13,34,27,32,26,13,8,3,179,0,0,7,3,3,9,3,0,0,25,4,3,6,9,10,6,3,0,0,41,0,3,0,0,0,10,4,3,0,20,0,0,3,0,3,3,0,0,0,9,0,3,3,5,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,492,712,633,407,359,342,235,143,80,3403,520,737,649,429,378,354,238,148,80,3533,27434,17732,18388,18002,16338,14167,7287,3651,1449,124448,Penrith
12404,7427,5408,4722,4754,4685,3561,2098,1208,554,34417,9,16,12,6,7,9,0,0,0,59,139,237,180,140,134,111,63,40,36,1080,0,17,20,12,11,9,5,0,4,78,3,12,28,22,15,8,13,9,3,113,0,3,3,4,3,4,0,0,0,17,0,0,5,4,9,0,0,0,0,18,0,3,3,0,3,0,0,0,0,9,0,0,0,6,3,0,0,0,0,9,4,0,4,5,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,146,272,243,193,178,132,86,49,43,1342,155,288,255,199,185,141,86,49,43,1401,7582,5696,4977,4953,4870,3702,2184,1257,597,35818,Richmond - Windsor
12405,11014,7933,7293,6811,7514,5684,2720,1266,434,50669,8,11,13,9,4,5,5,0,0,55,174,249,209,124,101,61,46,27,10,1001,0,3,3,6,0,5,3,0,0,20,3,8,14,0,10,4,5,0,0,44,3,0,0,4,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,183,268,226,134,114,73,54,27,10,1089,191,279,239,143,118,78,59,27,10,1144,11205,8212,7532,6954,7632,5762,2779,1293,444,51813,St Marys
