gml_id,sa3_name16,sa3_code16,num_mvs_per_dweling_0_mvs,num_mvs_per_dweling_1_mvs,num_mvs_per_dweling_2_mvs,num_mvs_per_dweling_3_mvs,num_mvs_per_dweling_4mo_mvs,num_mvs_per_dweling_tot,num_mvs_ns,total_dwelings
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cbb,Lake Macquarie - East,"11101","2946","15148","17480","5581","2817","43969","2591","46561"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cbc,Lake Macquarie - West,"11102","1265","8926","10247","3778","2103","26312","1770","28088"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cbd,Newcastle,"11103","5801","24044","22548","6342","2798","61542","4154","65695"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cbe,Richmond Valley - Coastal,"11201","1512","11561","11508","3214","1500","29301","4146","33442"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cbf,Richmond Valley - Hinterland,"11202","1665","9823","9370","3050","1505","25422","3026","28455"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc0,Tweed Valley,"11203","2209","14417","12523","3627","1774","34549","3948","38497"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc1,Griffith - Murrumbidgee (West),"11301","927","5138","6133","2296","1358","15851","2319","18173"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc2,Tumut - Tumbarumba,"11302","277","1804","2023","747","384","5234","670","5906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc3,Wagga Wagga,"11303","1979","11493","12465","4269","2317","32528","3110","35641"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc4,Shoalhaven,"11401","1921","15151","13724","4117","2100","37013","3836","40857"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc5,Southern Highlands,"11402","653","6041","6843","2386","1385","17317","1515","18825"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc6,Baulkham Hills,"11501","1268","11402","20248","7183","4011","44121","1579","45692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc7,Dural - Wisemans Ferry,"11502","178","1524","2800","1549","1690","7733","545","8282"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc8,Hawkesbury,"11503","104","1403","3039","1512","1435","7496","730","8230"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cc9,Rouse Hill - McGraths Hill,"11504","129","1751","4343","1818","1340","9377","538","9914"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cca,Blacktown,"11601","3688","14984","15070","5083","2484","41308","3226","44533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ccb,Blacktown - North,"11602","651","7043","12632","3940","1953","26219","1488","27711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ccc,Mount Druitt,"11603","2896","11251","11092","3920","1906","31071","3241","34314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ccd,Botany,"11701","2559","7070","4711","1126","454","15914","1558","17469"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cce,Sydney Inner City,"11703","35418","38808","10229","1286","529","86266","14306","100568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ccf,Eastern Suburbs - South,"11802","9340","21683","13585","3091","1284","48992","5169","54155"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd0,Bankstown,"11901","5048","17750","17846","6354","3446","50447","4468","54915"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd1,Canterbury,"11902","5274","17241","12274","3888","2033","40707","3897","44601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd2,Hurstville,"11903","5430","16612","13242","3986","2053","41327","2846","44174"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd3,Kogarah - Rockdale,"11904","6347","20830","13628","3665","1772","46243","4009","50256"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd4,Canada Bay,"12001","3093","13564","10484","2446","1141","30726","2456","33184"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd5,Leichhardt,"12002","2922","10789","6162","992","327","21186","2178","23362"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd6,Strathfield - Burwood - Ashfield,"12003","9152","23287","13164","3368","1611","50579","4891","55467"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd7,Chatswood - Lane Cove,"12101","5347","18581","12442","2737","1023","40136","2772","42906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd8,Hornsby,"12102","2202","11075","9707","2653","1310","26951","1330","28284"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cd9,Ku-ring-gai,"12103","1583","12417","16961","5009","2163","38130","1629","39759"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cda,North Sydney - Mosman,"12104","6235","21138","9961","1817","691","39844","3798","43636"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cdb,Manly,"12201","1713","6823","5139","1214","446","15332","1239","16572"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cdc,Pittwater,"12202","755","5810","9013","2966","1589","20128","1450","21581"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cdd,Warringah,"12203","3426","18477","20031","5711","2958","50612","3622","54235"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cde,Camden,"12301","478","4487","8779","3377","2028","19146","938","20084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cdf,Campbelltown (NSW),"12302","3860","17972","17403","6077","3429","48732","4115","52852"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce0,Wollondilly,"12303","331","2711","4855","2494","2129","12521","1007","13528"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce1,Blue Mountains,"12401","1894","10787","10461","3239","1734","28118","1768","29890"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce2,Blue Mountains - South,"12402","0","3","0","0","0","3","7","11"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce3,Penrith,"12403","2807","14377","17639","6261","3942","45032","3598","48631"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce4,Richmond - Windsor,"12404","694","3868","4200","1656","1320","11738","975","12713"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce5,Marrickville - Sydenham - Petersham,"11702","3922","10071","4594","934","346","19873","2298","22165"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce6,Eastern Suburbs - North,"11801","8311","22128","13183","2710","1062","47392","6713","54107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce7,St Marys,"12405","1126","5466","6171","2392","1469","16627","1600","18223"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce8,Auburn,"12501","3020","11065","7876","2204","1110","25273","2687","27962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ce9,Carlingford,"12502","1653","7313","8647","2552","1179","21343","1261","22601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cea,Merrylands - Guildford,"12503","5100","15950","14549","5091","2983","43671","4214","47885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ceb,Parramatta,"12504","6471","21325","13601","3246","1559","46205","4155","50358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cec,Pennant Hills - Epping,"12601","923","5877","6118","1681","698","15295","672","15966"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5ced,Ryde - Hunters Hill,"12602","5452","19859","15161","3950","1942","46359","2911","49270"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cee,Bringelly - Green Valley,"12701","1406","6400","11153","4904","3398","27262","2794","30058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cef,Fairfield,"12702","5381","17242","16862","7620","4445","51548","3970","55518"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf0,Liverpool,"12703","3256","11463","12655","4347","2250","33967","3931","37895"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf1,Cronulla - Miranda - Caringbah,"12801","2755","13715","15412","4537","2678","39096","2802","41902"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf2,Sutherland - Menai - Heathcote,"12802","1616","10420","15106","5091","3194","35429","1636","37067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf3,Ballarat,"20101","2604","13973","14500","4446","2304","37833","3423","41252"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf4,Creswick - Daylesford - Ballan,"20102","334","2970","3954","1737","1255","10247","1285","11537"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf5,Maryborough - Pyrenees,"20103","506","3189","3614","1417","988","9710","1053","10768"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf6,Bendigo,"20201","2203","12536","13402","4268","2043","34451","3304","37757"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf7,Heathcote - Castlemaine - Kyneton,"20202","703","5370","6772","2623","1652","17117","1862","18977"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf8,Loddon - Elmore,"20203","166","1146","1539","749","609","4213","603","4816"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cf9,Barwon - West,"20301","93","1125","2690","1269","959","6134","494","6627"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cfa,Geelong,"20302","5040","25413","26159","7703","3870","68185","5893","74074"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cfb,Surf Coast - Bellarine Peninsula,"20303","759","8526","11646","3282","1564","25774","2011","27790"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cfc,Upper Goulburn Valley,"20401","895","6468","7340","2920","1936","19555","2484","22042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cfd,Wangaratta - Benalla,"20402","983","6034","6705","2341","1420","17488","1835","19326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cfe,Wodonga - Alpine,"20403","1327","8627","10300","3509","1923","25692","2701","28397"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5cff,Baw Baw,"20501","662","5295","6843","2626","1692","17123","1667","18791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d00,Gippsland - East,"20502","850","6109","6680","2222","1138","17005","2210","19212"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d01,Gippsland - South West,"20503","1175","8792","9030","2999","1586","23586","2561","26143"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d02,Latrobe Valley,"20504","2092","9960","9885","3328","1804","27068","3157","30226"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d03,Wellington,"20505","826","5274","5895","2248","1382","15617","1662","17283"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d04,Brunswick - Coburg,"20601","5694","15910","8759","2043","859","33269","2706","35971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d05,Darebin - South,"20602","2824","9433","5954","1184","479","19865","1747","21607"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d06,Essendon,"20603","3408","10860","7739","1995","892","24887","2452","27337"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d07,Melbourne City,"20604","28138","21704","6208","911","325","57288","8503","65791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d08,Port Phillip,"20605","8184","23345","10754","1531","583","44395","6210","50603"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d09,Sunbury,"21004","502","3973","5546","2047","1275","13342","934","14278"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0a,Tullamarine - Broadmeadows,"21005","2403","14193","18670","6691","3827","45786","4079","49868"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0b,Knox,"21101","2047","15499","22537","8001","4440","52524","2927","55451"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0c,Manningham - East,"21102","202","1668","3492","1582","1193","8135","409","8542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0d,Maroondah,"21103","1936","13424","16230","4779","2576","38940","2276","41216"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0e,Whitehorse - East,"21104","1240","7806","9131","2297","1040","21511","1062","22575"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d0f,Yarra Ranges,"21105","1572","13884","21218","8192","5562","50426","3392","53818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d10,Cardinia,"21201","885","8615","13019","4696","3070","30291","2418","32705"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d11,Casey - North,"21202","1633","11420","17582","6298","3773","40707","2698","43408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d12,Casey - South,"21203","1277","13028","22832","7633","4085","48857","3955","52818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d13,Dandenong,"21204","5018","21315","20654","7413","3676","58073","5419","63489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d14,Monash,"21205","4509","20353","23508","6936","3087","58383","3658","62042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d15,Brimbank,"21301","4272","18886","20967","8016","4105","56255","5503","61753"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d16,Hobsons Bay,"21302","2325","11765","11523","3004","1461","30075","2377","32453"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d17,Maribyrnong,"21303","4294","13433","9189","1996","792","29706","3029","32735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d18,Melton - Bacchus Marsh,"21304","1633","13307","20803","6906","3833","46473","4053","50530"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d19,Wyndham,"21305","2614","22513","29395","8494","3976","66989","5060","72045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1a,Frankston,"21401","2999","17131","19286","5685","2982","48091","4612","52700"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1b,Mornington Peninsula,"21402","2429","19324","23494","7254","3793","56291","4814","61110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1c,Grampians,"21501","1424","7641","8137","3209","2075","22489","2215","24708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1d,Mildura,"21502","1354","6705","7151","2491","1482","19188","2465","21649"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1e,Murray River - Swan Hill,"21503","819","4388","4949","1885","1284","13325","2115","15443"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d1f,Campaspe,"21601","678","4199","5296","2005","1228","13408","1461","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d20,Moira,"21602","550","3562","3844","1524","988","10464","1270","11733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d21,Shepparton,"21603","1301","7370","8360","2993","1696","21723","2615","24337"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d22,Glenelg - Southern Grampians,"21701","714","4572","4879","2050","1314","13528","1415","14944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d23,Colac - Corangamite,"21703","711","4557","5054","1980","1303","13604","1545","15148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d24,Warrnambool,"21704","935","6121","7215","2291","1405","17976","1928","19904"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d25,Capalaba,"30101","888","7056","10151","3909","2348","24347","1249","25595"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d26,Cleveland - Stradbroke,"30102","1607","9557","11516","4311","2335","29325","1926","31250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d27,Wynnum - Manly,"30103","1289","8075","9986","3094","1351","23802","1684","25487"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d28,Bald Hills - Everton Park,"30201","564","4602","6127","1935","1012","14247","615","14861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d29,Chermside,"30202","2445","10228","9769","2659","1081","26177","1867","28049"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p29_number_motor_vehicles_by_dwelling_census_2016.fid-5ff86f36_1724bdf6fd3_5d2a,Nundah,"30203","1284","6141","5176","1391","626","14619","1070","15686"
