sa3_code16,sa3_name16,num_jobs_000_males,num_jobs_000_females,num_jobs_000_persons,median_income_per_job_aud_males,median_income_per_job_aud_females,median_income_per_job_aud_persons
10102,Queanbeyan,24.253,23.019000000000002,47.271,38365.0,27698.0,32597.0
10103,Snowy Mountains,9.357999999999999,8.328,17.680999999999997,14383.0,11426.0,12911.0
10104,South Coast,23.545,23.65,47.192,20744.0,14432.0,17334.0
10105,Goulburn - Mulwaree,14.163,12.604000000000001,26.77,22863.0,16865.0,19594.0
10106,Young - Yass,15.667,13.883,29.554000000000002,19380.0,15625.0,17432.0
10201,Gosford,62.928999999999995,60.816,123.742,31118.0,19027.0,24010.0
10202,Wyong,56.376999999999995,51.626000000000005,108.008,30270.0,18986.0,23909.0
10301,Bathurst,18.137,16.924,35.062,26826.0,16531.0,20800.0
10302,Lachlan Valley,23.689,19.999000000000002,43.68899999999999,19055.0,13983.0,16312.0
10303,Lithgow - Mudgee,17.435,15.27,32.711,27968.0,13752.0,19531.0
10304,Orange,23.576999999999998,21.951999999999998,45.535,26719.0,16718.0,20757.0
10401,Clarence Valley,16.433,15.264000000000001,31.7,20216.0,13822.0,16813.0
10402,Coffs Harbour,32.229,31.459,63.684,20505.0,14338.0,17214.0
10501,Bourke - Cobar - Coonamble,10.609000000000002,8.937999999999999,19.548,16733.0,13114.0,14805.0
10502,Broken Hill and Far West,7.2139999999999995,6.6770000000000005,13.887,30433.0,17993.0,23256.0
10503,Dubbo,28.921999999999997,26.689,55.611000000000004,19439.0,14932.0,17064.0
10601,Lower Hunter,33.497,28.315,61.81,35000.0,15876.0,23205.0
10602,Maitland,27.595,25.096999999999998,52.693999999999996,39543.0,18990.0,27104.0
10603,Port Stephens,24.779,22.552,47.331,32147.0,16782.0,23174.0
10604,Upper Hunter,12.955,10.984000000000002,23.948,36749.0,14783.0,22240.0
10701,Dapto - Port Kembla,25.705,22.281999999999996,47.983999999999995,36462.0,20592.0,27379.0
10702,Illawarra Catchment Reserve,,,,,,
10703,Kiama - Shellharbour,31.906999999999996,29.531,61.434,37178.0,20086.0,26862.0
10704,Wollongong,46.97,44.665,91.637,34627.0,19888.0,25796.0
10801,Great Lakes,9.218,9.099,18.319000000000003,20805.0,13805.0,17137.0
10802,Kempsey - Nambucca,14.968,14.001,28.968000000000004,19476.0,14390.0,16701.0
10803,Lord Howe Island,0.267,0.292,0.557,18400.0,9921.0,14255.0
10804,Port Macquarie,24.883000000000003,25.206999999999997,50.095,24144.0,17069.0,20196.0
10805,Taree - Gloucester,16.554000000000002,15.933,32.483000000000004,21531.0,15039.0,18124.0
10901,Albury,24.526999999999997,23.339000000000002,47.864,25890.0,16366.0,20500.0
10902,Lower Murray,5.73,4.57,10.296,14098.0,10998.0,12337.0
10903,Upper Murray exc. Albury,16.963,15.282,32.245,21278.0,13701.0,17261.0
11001,Armidale,14.975999999999999,14.418,29.386,15652.0,13109.0,14418.0
11002,Inverell - Tenterfield,14.44,12.894,27.331,14600.0,10955.0,12600.0
11003,Moree - Narrabri,11.81,9.953,21.763,21598.0,13817.0,17542.0
11004,Tamworth - Gunnedah,33.363,29.601,62.958999999999996,22185.0,14786.0,18224.0
11101,Lake Macquarie - East,45.287,43.754,89.038,35739.0,19151.0,25515.0
11102,Lake Macquarie - West,27.46,24.855999999999998,52.317,32993.0,18294.0,24133.0
11103,Newcastle,64.563,62.7,127.266,32168.0,19005.0,24293.0
11201,Richmond Valley - Coastal,31.145,31.455,62.606,18848.0,12601.0,15371.0
11202,Richmond Valley - Hinterland,25.497,24.588,50.082,20270.0,14499.0,17188.0
11203,Tweed Valley,30.604,29.204,59.806999999999995,23547.0,16481.0,19778.0
11301,Griffith - Murrumbidgee (West),21.217,18.775,39.991,22773.0,15000.0,18600.0
11302,Tumut - Tumbarumba,6.1979999999999995,5.21,11.413,24817.0,13317.0,18413.0
11303,Wagga Wagga,37.641,34.926,72.562,25105.0,16728.0,20480.0
11401,Shoalhaven,31.234,30.217,61.452,26003.0,15634.0,20133.0
11402,Southern Highlands,17.114,17.065,34.183,28687.0,16046.0,21103.0
11501,Baulkham Hills,57.615,56.714,114.329,41157.0,23360.0,30600.0
11502,Dural - Wisemans Ferry,10.974,10.748,21.726,32507.0,18740.0,24500.0
11503,Hawkesbury,10.884,10.01,20.89,33080.0,19811.0,25552.0
11504,Rouse Hill - McGraths Hill,12.374,11.759,24.138,42148.0,22771.0,30838.0
11601,Blacktown,54.505,44.707,99.215,31242.0,23070.0,27035.0
11602,Blacktown - North,35.265,32.107,67.381,41696.0,25758.0,33201.0
11603,Mount Druitt,42.336000000000006,32.507,74.85,28322.0,21587.0,25035.0
11701,Botany,18.511,16.592,35.104,31173.0,24176.0,27620.0
11703,Sydney Inner City,130.938,110.307,241.24099999999999,19365.0,15071.0,17202.0
