sa3_code16,p_oth_scs_15_19,p_oth_scs_20_24,p_oth_scs_25_34,p_oth_scs_35_44,p_oth_scs_45_54,p_oth_scs_55_64,p_oth_scs_65_74,p_oth_scs_75_84,p_oth_scs_85ov,p_oth_scs_tot,p_id_ns_15_19,p_id_ns_20_24,p_id_ns_25_34,p_id_ns_35_44,p_id_ns_45_54,p_id_ns_55_64,p_id_ns_65_74,p_id_ns_75_84,p_id_ns_85ov,p_id_ns_tot,p_tot_15_19,p_tot_20_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_tot,sa3_name16
20501,55,99,201,170,237,174,44,11,0,996,52,78,135,157,208,161,71,19,6,887,1248,1785,3983,4036,4914,4024,1100,192,37,21325,Baw Baw
20502,19,68,113,119,140,134,37,3,0,647,40,47,93,116,152,192,69,25,0,740,933,1171,2649,3036,4041,3811,1172,206,24,17052,Gippsland - East
20503,44,98,175,165,190,169,45,5,4,895,65,70,151,185,249,234,87,36,14,1091,1339,1524,3875,4690,5966,5386,1684,289,58,24806,Gippsland - South West
20504,62,154,240,213,216,149,47,8,0,1096,69,109,226,186,226,205,66,22,5,1117,1767,2908,6049,5737,6507,5174,1108,137,25,29411,Latrobe Valley
20505,39,86,138,115,119,119,31,3,0,650,49,70,144,110,157,133,59,14,5,746,1002,1429,3250,3402,4004,3648,970,161,39,17898,Wellington
20601,25,151,517,339,280,161,43,6,0,1524,23,179,633,393,259,167,66,9,0,1728,1074,5058,16668,11310,7803,4317,922,89,15,47253,Brunswick - Coburg
20602,13,79,259,226,177,104,30,3,0,896,21,113,327,241,209,102,25,10,0,1040,704,2421,8547,7158,5800,3042,552,70,15,28301,Darebin - South
20603,21,81,291,170,200,137,38,9,0,941,33,122,328,289,268,144,63,10,3,1263,1302,3504,9525,7578,6994,4521,971,101,17,34507,Essendon
20604,30,263,696,263,212,120,36,3,3,1627,79,466,1127,431,322,189,73,16,3,2712,1662,9441,29857,11437,6599,4340,1534,234,49,65152,Melbourne City
20605,42,151,620,375,296,172,49,8,0,1705,42,159,789,571,414,259,96,19,6,2350,826,4304,20579,14037,9806,5996,1912,211,39,57711,Port Phillip
20904,110,430,1078,970,753,429,96,7,0,3883,211,503,1430,1185,1146,684,154,30,5,5340,4264,9181,26104,23331,19333,11851,1986,175,36,96259,Whittlesea - Wallan
21001,20,86,220,236,211,193,50,11,0,1015,32,89,219,258,319,189,62,19,0,1189,1153,2411,5461,6349,6434,4168,1079,132,9,27192,Keilor
21002,20,54,88,107,130,102,36,3,0,542,25,42,86,133,148,102,40,6,3,589,741,1082,2091,3240,3784,2566,712,59,10,14291,Macedon Ranges
20901,70,161,434,430,416,334,86,13,0,1949,75,196,472,507,476,328,133,30,11,2231,2436,5032,12618,13855,12793,9446,2440,265,32,58915,Banyule
21003,27,111,368,304,253,149,32,0,0,1247,44,165,502,384,281,189,51,14,6,1645,1041,3094,10072,8147,6182,3423,595,80,15,32659,Moreland - North
21004,40,98,180,164,172,121,22,5,0,801,40,78,136,167,194,101,31,3,4,762,1120,1988,4034,4114,4551,3097,589,39,14,19536,Sunbury
21005,72,262,681,543,511,297,55,9,0,2421,161,482,1022,841,867,442,86,16,0,3915,2972,6998,16810,14252,13022,7293,1283,81,10,62727,Tullamarine - Broadmeadows
21101,106,320,675,699,745,535,126,10,0,3224,127,332,741,814,964,686,158,37,10,3866,3952,7415,16073,16360,17603,12990,2731,212,31,77364,Knox
21102,18,40,62,87,138,100,34,7,0,481,22,50,87,107,164,122,50,6,3,611,802,1261,1664,2356,3538,2421,703,115,13,12870,Manningham - East
21103,67,223,479,479,505,355,102,13,0,2231,89,207,513,498,551,354,142,25,6,2381,2803,4962,12033,12317,12106,8297,1980,188,23,54714,Maroondah
21104,25,101,223,240,276,170,52,4,0,1094,31,96,270,280,275,150,78,23,0,1203,1298,2360,6218,7062,6351,4110,1200,130,10,28750,Whitehorse - East
21105,156,350,723,701,803,556,135,16,3,3448,193,370,690,747,921,668,199,39,8,3844,4159,6707,14002,15552,17210,12855,3175,332,41,74031,Yarra Ranges
21201,99,173,540,396,403,257,63,7,0,1936,136,223,489,523,529,358,98,18,9,2387,2520,4327,10479,10261,9842,6002,1375,181,36,45037,Cardinia
20606,22,117,359,170,143,92,22,0,3,931,18,129,560,274,244,140,112,31,12,1522,602,3711,14832,6766,4718,3359,1665,302,65,36011,Stonnington - West
20607,16,131,570,277,206,165,38,9,0,1412,32,172,797,401,273,173,64,5,3,1926,856,4690,21637,10851,7097,4489,1460,119,28,51224,Yarra
20701,83,238,481,338,422,333,129,19,0,2036,108,309,622,615,806,487,208,64,18,3231,3410,8629,17640,16203,18912,12535,4277,570,82,82260,Boroondara
20702,40,104,292,275,375,260,87,10,0,1443,44,158,419,372,414,305,129,29,9,1868,1565,3497,8118,8374,9411,6577,2118,334,31,40019,Manningham - West
20703,44,169,366,341,358,269,86,17,0,1650,61,174,469,376,436,263,86,24,7,1901,2091,4828,10567,9969,10362,6635,1639,200,30,46322,Whitehorse - West
20801,55,98,207,237,354,197,73,12,0,1226,67,122,261,433,648,392,183,34,13,2160,2005,3516,6316,9802,12680,8392,2876,348,50,45993,Bayside
20902,48,152,396,342,292,161,46,9,0,1448,79,239,591,467,409,254,58,19,4,2113,1492,4282,12293,10202,8190,4597,844,78,19,42006,Darebin - North
20903,53,149,212,247,354,251,57,10,0,1338,76,104,197,250,386,265,92,19,0,1383,2084,3167,4790,7119,8971,6593,1544,134,13,34422,Nillumbik - Kinglake
20802,60,218,565,476,588,355,122,18,0,2407,87,246,739,661,705,434,176,33,25,3107,2441,5945,17946,17184,16036,10403,3057,360,67,73440,Glen Eira
20803,70,169,427,490,465,353,95,7,0,2086,83,181,461,616,660,410,150,21,21,2607,2537,4565,11612,14545,13849,8741,2123,221,49,58234,Kingston
20804,13,61,129,101,103,68,28,3,0,500,36,97,163,151,197,108,51,17,4,816,676,2067,4916,4339,4423,2886,1048,147,20,20517,Stonnington - East
21202,84,277,562,551,647,361,77,8,0,2564,136,348,763,716,839,531,135,22,6,3490,3231,6211,12403,13574,14015,9120,1667,142,16,60378,Casey - North
21203,125,361,848,735,620,346,76,7,0,3115,183,503,1167,1161,1016,564,132,21,6,4745,3815,7524,19803,20111,15851,8813,1453,136,30,77534,Casey - South
21204,84,369,986,788,609,416,114,13,0,3381,126,663,1698,1329,1189,759,177,35,5,5981,2732,8252,21632,16918,14434,9815,2183,178,24,76174,Dandenong
21205,57,247,533,495,622,369,137,19,0,2476,105,375,1004,803,826,478,148,60,20,3819,3032,7792,18312,16906,16738,10539,2799,388,66,76573,Monash
21301,73,394,862,659,676,390,81,3,4,3144,153,658,1512,1244,1154,741,129,21,3,5618,3056,8643,20174,16855,15469,10133,1640,106,18,76092,Brimbank
21302,43,127,321,324,283,218,50,3,0,1377,59,183,424,387,430,278,75,9,3,1837,1478,3149,9063,9928,9311,5787,1065,93,18,39891,Hobsons Bay
21303,23,156,468,317,242,141,19,6,4,1374,51,225,648,436,357,202,56,6,0,1975,1025,4154,14220,10653,7057,3836,626,60,13,41648,Maribyrnong
21304,94,288,667,631,496,262,69,3,0,2513,159,372,783,873,702,375,88,11,5,3376,3665,6149,16149,18621,14054,8023,1339,83,16,68097,Melton - Bacchus Marsh
21305,117,318,937,831,586,346,73,0,0,3209,158,521,1566,1324,882,517,119,15,5,5107,4020,8608,29192,27582,19025,10212,1728,97,31,100495,Wyndham
21401,104,289,586,514,589,362,90,0,0,2543,145,296,706,746,791,565,138,21,11,3418,3338,5925,13858,13976,14089,9875,2142,162,30,63406,Frankston
21402,94,243,482,522,650,441,146,10,0,2595,150,276,441,611,795,601,268,55,19,3219,4122,5612,10293,13831,16460,12675,3974,469,66,67498,Mornington Peninsula
21501,52,110,195,150,186,159,45,11,0,911,65,66,152,129,214,181,75,40,7,934,1441,1991,4269,4415,5893,5376,1597,378,56,25418,Grampians
21502,47,98,187,142,174,124,32,3,0,811,56,89,201,193,198,205,61,10,6,1019,1416,1995,4405,4382,5013,4141,994,123,29,22501,Mildura
21503,35,71,125,94,91,91,36,5,3,547,48,70,108,105,146,146,54,31,10,713,872,1251,2602,2718,3530,3279,970,196,43,15456,Murray River - Swan Hill
21601,34,83,126,97,140,125,32,10,0,644,56,59,73,106,164,135,50,20,6,670,1052,1228,2573,2960,3862,3307,836,167,33,16022,Campaspe
21602,37,45,94,70,60,80,21,3,0,416,47,64,81,100,123,89,50,20,3,567,785,956,1953,2173,2742,2404,653,121,22,11806,Moira
21603,65,111,244,229,272,171,53,6,0,1147,86,119,233,239,250,177,69,17,11,1199,1743,2242,5252,5405,6114,4684,1222,170,39,26876,Shepparton
21701,29,60,86,107,130,103,31,0,0,537,41,52,63,94,120,135,67,26,5,612,950,1085,2234,2859,3847,3377,1020,199,34,15595,Glenelg - Southern Grampians
21703,33,57,93,93,93,81,30,0,0,480,55,59,115,115,146,136,76,28,11,731,1048,1325,2610,3007,3885,3442,1145,217,44,16727,Colac - Corangamite
21704,27,107,151,167,164,118,38,8,0,780,59,74,139,134,205,152,54,25,5,852,1589,2103,4278,4548,5341,4194,1014,193,28,23287,Warrnambool
30101,85,183,357,295,344,248,67,3,0,1593,94,126,290,386,373,243,60,21,3,1605,2367,3455,6831,7654,8502,6154,1221,100,11,36293,Capalaba
30102,63,166,298,300,383,266,66,13,0,1563,93,138,263,340,390,323,95,14,4,1662,2718,3121,6122,7951,9528,6633,1462,148,19,37708,Cleveland - Stradbroke
30103,79,110,297,315,291,201,54,3,0,1364,77,122,278,403,350,208,56,9,8,1509,1963,2716,6680,8790,8106,4811,981,75,17,34126,Wynnum - Manly
30201,21,114,165,138,146,112,36,0,0,732,37,74,175,168,132,85,37,7,0,704,1178,2086,4551,4665,4520,2973,740,75,7,20797,Bald Hills - Everton Park
30202,52,155,348,228,238,149,50,6,0,1224,40,115,310,287,227,149,45,13,6,1183,1612,3618,9204,8206,7004,4294,928,126,12,35020,Chermside
30203,18,86,232,159,138,109,32,0,0,783,34,94,245,158,140,81,28,8,0,786,877,2154,6125,4823,3739,2585,524,42,7,20875,Nundah
30204,48,114,234,218,215,138,34,3,0,1012,44,103,256,262,238,150,35,16,3,1108,1506,2533,6418,6706,6121,3847,723,66,12,27924,Sandgate
30301,28,102,236,199,187,130,31,3,0,916,46,89,220,224,191,97,33,11,3,926,1410,2768,6049,6097,5559,3605,766,70,10,26344,Carindale
30302,35,176,381,234,224,135,45,11,0,1245,45,145,381,273,216,119,32,7,0,1229,1560,5055,11973,8520,6765,3983,891,99,14,38859,Holland Park - Yeronga
30303,43,115,317,279,242,168,48,5,0,1223,37,159,398,297,226,149,52,4,8,1328,1751,3566,8628,7739,6698,4036,981,116,11,33529,Mt Gravatt
30304,23,71,192,150,135,70,21,3,0,660,33,109,211,166,139,74,30,4,0,768,901,2018,4993,4603,3766,2135,452,53,7,18930,Nathan
30305,59,110,306,275,233,134,23,0,0,1138,68,146,378,353,262,141,38,7,0,1395,1423,2602,7532,6797,5635,3471,643,46,3,28156,Rocklea - Acacia Ridge
30905,40,59,151,177,168,100,31,0,0,731,50,59,110,166,192,119,41,3,0,744,1194,1222,2520,4011,4103,2540,689,64,3,16342,Mudgeeraba - Tallebudgera
30906,60,144,331,324,301,207,61,0,0,1426,91,150,308,359,364,233,64,19,4,1600,2004,2841,6456,7462,7260,4783,1169,98,15,32094,Nerang
30907,107,241,591,619,480,299,63,7,0,2416,170,300,604,757,626,360,118,18,0,2954,3673,5264,12748,14270,12323,7068,1730,151,14,57249,Ormeau - Oxenford
31503,18,38,53,33,41,41,13,3,0,247,29,25,69,63,57,68,37,14,3,365,478,753,1667,1568,1936,1806,550,109,18,8881,Outback - South
31601,53,120,204,205,227,126,38,3,0,972,72,76,154,232,225,156,48,16,8,997,1967,2337,4356,5422,5974,3742,825,66,9,24698,Buderim
31602,76,131,289,296,310,195,58,4,0,1353,91,130,267,310,330,248,83,14,4,1468,2351,2773,6226,7760,8195,5532,1254,120,19,34231,Caloundra
31603,44,110,249,200,214,159,38,0,0,1015,57,95,232,230,227,182,55,12,0,1100,1423,2444,5600,5259,5896,4430,1015,94,8,26174,Maroochy
31605,29,57,136,173,184,96,13,0,0,690,37,55,101,181,207,131,42,12,0,775,1132,1023,2492,3978,4429,3210,934,102,6,17306,Noosa
31606,33,82,141,184,226,154,30,6,0,856,81,84,142,225,269,214,60,23,3,1101,1362,1480,2995,4505,5637,4282,1100,136,18,21515,Sunshine Coast Hinterland
31607,27,79,142,169,192,109,30,3,0,757,44,63,146,207,198,138,50,15,4,866,1093,1399,3319,4081,4523,3227,727,66,12,18450,Nambour
31608,24,34,65,85,103,60,23,3,0,390,34,30,44,102,129,100,38,7,0,481,561,517,978,2007,2655,2028,474,49,5,9278,Noosa Hinterland
31801,62,98,115,136,145,97,41,10,0,698,51,59,75,122,148,150,62,25,8,698,1165,1357,2768,3365,4105,3413,1013,220,26,17441,Charters Towers - Ayr - Ingham
31802,188,438,845,644,601,419,121,9,0,3263,186,307,578,631,588,435,119,27,9,2879,5693,10227,19783,18294,17913,11960,2364,223,32,86478,Townsville
31901,78,125,257,248,261,213,58,3,0,1242,83,132,261,237,298,204,82,28,15,1344,2291,2757,5842,6466,7593,5967,1290,185,26,32420,Bundaberg
31902,60,63,103,137,128,88,37,3,0,620,67,52,119,154,152,145,83,26,0,806,1126,1317,2795,3339,4206,3427,1180,264,24,17684,Burnett
31903,54,92,151,172,154,113,19,3,0,756,72,60,126,139,192,147,56,23,4,829,1141,1283,2767,3443,4358,3471,868,139,23,17472,Gympie - Cooloola
31904,46,76,156,160,171,130,34,3,0,774,51,68,113,171,168,130,55,13,0,768,1274,1384,3126,3958,4546,3391,679,69,10,18442,Hervey Bay
30306,34,84,258,199,151,105,18,0,0,859,36,147,433,259,204,138,41,5,0,1253,870,2401,6420,4895,3856,2704,656,69,6,21887,Sunnybank
30401,27,49,137,142,148,84,31,3,0,618,26,33,111,143,113,96,34,11,0,572,915,1335,2988,3957,3886,2802,733,44,0,16668,Centenary
30402,41,68,91,132,163,100,30,12,0,642,49,60,96,179,199,110,68,16,0,777,1413,1940,2829,5018,5917,3628,1222,149,13,22129,Kenmore - Brookfield - Moggill
30403,46,115,180,94,107,58,33,3,0,643,46,110,171,147,116,76,28,12,4,713,1640,3947,5737,4737,4143,2882,900,128,14,24124,Sherwood - Indooroopilly
30404,42,89,161,165,177,112,39,7,0,787,31,65,129,174,124,103,33,7,3,665,1500,2563,5078,6244,5520,3235,761,62,8,24977,The Gap - Enoggera
30501,36,149,338,195,130,100,28,7,0,980,30,209,530,266,213,121,40,16,0,1438,1050,5129,14551,7137,5207,3536,1041,150,22,37830,Brisbane Inner
30502,28,97,242,149,109,78,16,0,0,713,29,84,235,193,143,87,14,12,4,811,962,2453,6808,5526,4509,2363,508,57,8,23188,Brisbane Inner - East
30503,52,186,458,276,240,173,53,5,0,1449,67,203,525,357,298,146,67,17,6,1681,2036,6123,14715,10030,8785,5063,1383,172,19,48340,Brisbane Inner - North
30504,38,136,212,160,156,79,21,3,0,807,43,112,229,186,187,88,37,4,0,888,1528,4252,8196,6566,5932,3420,921,95,5,30911,Brisbane Inner - West
30601,48,84,202,262,190,136,44,0,0,965,43,64,157,219,217,131,46,6,3,891,1516,1808,4765,6273,6603,4337,958,75,6,26359,Cairns - North
30602,94,235,487,471,399,244,89,4,0,2023,104,183,393,412,388,247,102,28,3,1862,2495,3954,9854,10105,9647,6636,1648,185,37,44558,Cairns - South
30603,36,68,113,111,111,86,23,6,0,546,51,80,132,111,154,113,42,12,0,700,791,1111,2386,2524,3268,2887,773,155,19,13917,Innisfail - Cassowary Coast
30604,11,16,44,44,40,35,5,0,0,188,7,18,54,58,68,39,15,4,0,272,242,344,1072,1136,1280,1038,307,55,5,5489,Port Douglas - Daintree
30605,56,50,113,117,126,103,33,0,0,602,55,51,103,110,144,120,65,27,0,669,1013,1051,2401,3014,3870,3309,996,159,18,15824,Tablelands (East) - Kuranda
30701,41,103,151,123,139,86,32,3,0,683,68,71,175,171,179,150,64,21,9,899,1114,1653,4140,3970,4344,3363,1211,318,51,20155,Darling Downs (West) - Maranoa
30702,70,89,127,119,130,87,37,3,3,660,70,75,139,153,170,137,65,29,6,833,1234,1561,3165,3569,4133,3307,1169,238,46,18411,Darling Downs - East
30703,52,69,124,134,112,115,39,6,0,644,48,56,121,118,135,141,61,23,12,711,1139,1259,2463,3056,3760,3284,1101,205,31,16296,Granite Belt
30801,43,92,177,112,96,61,17,0,0,601,27,50,93,97,103,64,24,3,0,459,738,1232,3271,3097,2906,1862,458,71,17,13654,Central Highlands (Qld)
30803,145,293,493,410,400,339,72,9,0,2165,112,192,366,336,358,244,66,26,5,1708,3468,4762,10285,10126,11157,8079,1615,235,28,49740,Rockhampton
30804,22,30,70,50,30,32,10,0,0,243,21,22,38,49,51,36,24,4,0,248,416,570,1444,1503,1564,1173,399,113,13,7185,Biloela
30805,54,146,217,224,187,111,26,3,0,974,61,108,248,257,284,132,40,5,0,1135,1673,2359,5758,6267,6419,3823,701,73,9,27074,Gladstone
30901,37,114,363,262,189,114,48,9,0,1134,44,121,383,298,259,203,69,20,12,1408,1466,2927,7892,6639,6022,4289,1278,152,22,30682,Broadbeach - Burleigh
30902,46,100,220,183,192,126,37,0,0,902,60,96,235,265,250,228,47,17,4,1193,1409,2127,5005,5440,5492,4117,996,84,11,24695,Coolangatta
30903,31,111,226,229,238,178,53,3,0,1065,50,112,302,301,321,235,113,26,0,1469,1435,2702,5495,5897,6362,4826,1544,158,13,28440,Gold Coast - North
30904,7,17,51,77,91,65,20,0,0,335,20,24,46,102,109,82,26,12,0,422,459,467,1025,1809,2316,1722,494,72,3,8366,Gold Coast Hinterland
30908,40,76,249,217,175,112,37,3,0,900,68,103,217,198,230,144,52,18,0,1033,1503,2372,4957,5071,4945,3436,971,90,3,23347,Robina
30909,32,110,233,246,206,169,58,0,0,1055,61,149,287,252,263,189,57,8,0,1263,1564,3173,5982,5405,5352,3811,1072,113,12,26485,Southport
30910,29,68,201,122,119,85,37,4,0,660,28,101,254,195,225,140,67,12,3,1028,809,2129,4989,3367,3785,2818,1129,149,17,19190,Surfers Paradise
31001,53,165,414,344,268,140,24,0,0,1413,68,177,407,404,334,195,46,11,8,1642,1368,2993,7210,6808,6037,3459,652,62,11,28599,Forest Lake - Oxley
31002,74,94,190,206,221,171,43,4,0,1004,86,90,192,231,279,206,83,30,4,1200,1622,2104,4060,5159,6114,4614,1246,195,29,25141,Ipswich Hinterland
31003,99,224,461,367,343,217,50,8,0,1775,88,212,442,389,415,248,67,6,0,1875,2771,4579,10121,9690,9862,6279,1143,96,9,44546,Ipswich Inner
31004,70,163,443,377,234,142,20,0,0,1447,106,238,487,472,406,188,40,5,0,1942,2142,4080,10523,9258,7217,3799,604,47,5,37681,Springfield - Redbank
31101,16,24,44,49,41,37,3,0,0,215,21,27,34,52,71,41,19,9,0,260,346,433,825,1095,1320,973,298,57,3,5356,Beaudesert
31102,35,95,168,133,130,92,20,6,0,680,45,121,214,211,178,109,32,4,3,918,977,1801,3749,3612,3478,2369,482,48,7,16516,Beenleigh
31103,78,201,381,310,276,200,40,4,0,1498,123,266,556,493,397,259,62,11,0,2168,2167,3774,8019,7395,7352,4939,842,51,3,34547,Browns Plains
31104,83,129,225,271,249,150,32,0,0,1148,63,137,226,299,303,183,42,10,0,1263,1523,1955,4111,5479,5418,3019,549,40,9,22106,Jimboomba
31105,69,143,305,265,221,170,51,7,0,1229,59,169,350,306,283,220,62,11,0,1464,1715,2815,6113,6091,5577,4146,906,56,6,27429,Loganlea - Carbrook
31106,60,146,330,282,269,189,47,0,0,1326,79,231,443,389,316,216,58,14,6,1749,1594,3055,7507,7342,6162,4533,1091,70,5,31357,Springwood - Kingston
31201,41,53,136,86,88,63,17,0,0,475,32,54,123,77,103,85,19,14,0,506,770,1278,3767,3508,3204,2192,480,74,10,15281,Bowen Basin - North
31202,199,346,639,539,485,329,68,3,0,2604,120,204,420,429,529,337,115,28,12,2202,3233,4512,11025,11233,12384,8410,1665,237,27,52732,Mackay
31203,26,29,97,96,87,48,22,0,0,408,27,48,96,109,91,72,32,5,3,477,511,1000,2464,2277,2112,1563,391,57,9,10377,Whitsunday
31301,27,38,73,77,101,77,16,4,0,419,29,39,68,117,131,107,50,16,3,566,662,726,1415,2021,2681,2338,580,69,8,10495,Bribie - Beachmere
31302,66,152,311,236,240,148,25,3,0,1188,89,178,306,266,308,141,42,16,0,1339,1931,3054,6370,5612,5753,3589,642,42,7,26993,Caboolture
31303,10,17,28,48,49,29,9,0,0,185,18,15,44,55,58,60,14,3,0,265,275,382,878,1078,1247,931,287,52,7,5133,Caboolture Hinterland
31304,82,114,252,272,293,165,36,0,0,1214,104,136,240,318,331,195,70,12,3,1399,2212,2714,4955,6497,6778,4040,700,49,3,27959,Narangba - Burpengary
31305,53,109,214,208,220,182,58,4,0,1049,76,104,189,258,281,210,72,19,6,1215,1553,1975,4131,5222,6136,4465,1054,88,13,24639,Redcliffe
31401,105,170,332,403,455,265,77,10,0,1817,79,144,254,392,457,274,70,13,3,1681,3009,3857,7461,10995,11489,6699,1383,105,16,45014,The Hills District
31402,58,185,440,324,246,137,25,3,0,1417,82,174,342,327,272,164,42,4,3,1403,2017,3624,8851,8655,6765,3551,694,45,7,34199,North Lakes
31403,49,91,219,177,148,127,32,0,0,836,59,80,189,201,174,80,27,3,0,820,1005,1674,3989,4137,3594,2567,468,21,0,17465,Strathpine
31501,47,82,140,134,105,72,22,0,0,593,25,60,90,93,82,70,27,6,0,454,505,922,2370,2418,2513,1786,404,74,11,10997,Far North
31502,45,66,156,108,82,65,17,0,0,543,27,50,109,96,94,91,29,7,0,505,725,1389,3611,2842,2817,1891,523,76,7,13884,Outback - North
31701,194,396,661,480,531,412,121,15,0,2807,150,215,511,454,441,368,127,48,3,2310,4615,6720,14056,13307,14282,10550,2544,279,36,66386,Toowoomba
31905,40,46,105,118,136,110,19,4,0,565,29,63,86,115,147,123,45,13,0,621,855,996,2071,2837,3468,2888,615,92,16,13847,Maryborough
40101,9,42,65,51,56,25,21,5,0,261,15,23,78,38,49,25,12,10,3,254,295,1244,3098,1569,1352,1097,534,78,14,9275,Adelaide City
40102,64,135,262,287,300,283,67,8,3,1416,69,63,150,226,300,212,74,19,5,1124,1995,2866,5368,7449,9064,6799,1911,201,42,35703,Adelaide Hills
40105,10,54,121,104,139,97,37,4,0,576,23,48,114,99,83,76,19,6,3,466,620,1603,4120,3569,3560,2624,765,99,8,16962,Norwood - Payneham - St Peters
40106,12,47,109,85,103,79,20,0,0,464,10,47,113,69,84,58,28,11,0,416,558,1339,3115,2875,3029,2442,564,72,3,14000,Prospect - Walkerville
40403,37,128,314,224,221,176,41,13,0,1152,28,84,261,147,167,120,49,21,6,877,1309,3025,7882,6356,5870,3948,902,137,21,29450,West Torrens
40107,18,42,122,89,128,101,45,8,0,555,11,39,118,112,78,74,42,9,4,494,775,1671,3969,3947,4022,3090,908,91,12,18491,Unley
40201,29,92,129,108,140,102,23,0,0,622,31,47,99,107,112,99,26,6,4,532,969,1472,2856,3181,3978,2679,476,48,3,15665,Gawler - Two Wells
40202,50,178,370,263,222,149,38,3,0,1270,71,198,347,300,301,171,42,13,6,1449,1751,3854,8321,6606,7042,4511,671,65,12,32834,Playford
40203,22,129,349,267,259,164,38,3,0,1235,29,116,348,227,173,104,29,11,3,1044,1038,2524,8897,7200,5322,3411,709,66,9,29175,Port Adelaide - East
40204,74,266,630,498,438,339,64,9,0,2320,110,263,599,530,504,317,73,14,7,2414,2711,5880,14065,12676,12205,8110,1396,100,9,57150,Salisbury
40205,72,217,386,446,429,353,106,9,0,2017,64,112,207,272,295,205,64,19,3,1246,2542,4018,9012,9789,10570,7710,1586,117,8,45357,Tea Tree Gully
40303,37,89,159,211,237,197,78,13,0,1022,29,52,154,181,195,118,47,24,5,815,1587,2664,5108,6741,7293,5272,1422,177,22,30284,Mitcham
40304,122,351,767,737,757,507,135,7,0,3388,103,237,505,484,537,342,126,18,6,2357,4147,7027,15396,16216,17232,12728,2593,177,27,75540,Onkaparinga
40401,64,213,504,404,528,332,105,11,3,2164,65,139,353,345,365,294,86,24,5,1675,2315,4772,11553,10470,11311,7723,1717,197,26,50082,Charles Sturt
40402,41,102,270,217,246,162,31,3,0,1068,35,81,213,183,222,151,44,13,5,949,1064,2242,5722,5450,5798,4088,738,47,7,25152,Port Adelaide - West
40501,31,47,115,111,121,97,30,3,0,560,35,35,81,104,130,118,42,7,3,562,890,1218,2745,3477,4027,3363,890,131,28,16763,Barossa
40502,17,28,65,65,66,51,13,3,0,314,17,24,42,55,66,73,44,16,3,341,408,656,1503,1736,2293,2163,657,136,27,9572,Lower North
40503,9,43,52,64,68,81,29,3,0,349,17,24,48,46,62,60,28,17,0,303,595,856,1743,1946,2563,2234,578,79,20,10623,Mid North
40504,24,34,81,65,81,69,9,3,0,367,19,19,46,44,60,58,25,16,5,297,492,610,1406,1537,2208,2085,540,117,24,9023,Yorke Peninsula
40601,44,97,194,181,200,135,37,6,0,892,49,62,144,129,186,144,52,29,8,796,1261,1905,4630,4827,5744,4334,993,150,27,23874,Eyre Peninsula and South West
40602,12,54,74,65,77,48,18,0,3,349,12,22,64,54,92,54,14,5,0,322,461,960,2456,2110,2443,1875,414,46,14,10779,Outback - North and East
40701,34,70,120,144,177,125,38,6,0,716,33,42,95,104,139,123,60,17,4,619,990,1229,2667,3495,4561,4359,1335,218,24,18874,Fleurieu - Kangaroo Island
40702,69,125,230,215,229,200,49,8,0,1140,78,85,146,188,218,183,77,31,9,1017,1859,2327,5136,5895,7025,5616,1684,310,53,29909,Limestone Coast
40703,72,124,202,184,230,176,49,6,3,1039,77,98,177,183,234,174,71,22,16,1044,1609,2425,5030,5286,6878,5743,1590,273,53,28886,Murray and Mallee
50101,47,68,154,195,176,122,23,0,0,786,39,69,158,223,194,168,55,12,8,931,1349,1386,4033,5581,5348,3966,1084,155,25,22926,Augusta - Margaret River - Busselton
50102,145,221,404,379,391,236,65,11,0,1848,121,162,344,372,398,308,91,18,0,1813,2890,3585,8544,9603,10743,7573,1639,197,30,44807,Bunbury
50103,21,29,52,65,84,55,17,0,0,319,37,25,61,62,98,111,41,12,0,440,516,516,1278,1865,2468,2309,802,154,19,9924,Manjimup
50201,94,177,301,267,282,198,50,6,0,1388,101,153,302,311,355,244,100,27,3,1606,2340,3284,6770,7588,8995,6438,1489,186,26,37124,Mandurah
50301,49,86,128,115,135,125,44,14,0,695,58,118,190,261,308,213,110,32,7,1305,1678,3083,4906,5606,7400,5449,2062,407,37,30625,Cottesloe - Claremont
50302,32,177,564,266,263,237,57,8,3,1607,42,176,745,499,414,218,107,25,3,2225,1403,5004,18747,11571,9134,6417,1887,219,25,54402,Perth City
40103,24,44,93,113,126,123,43,5,0,562,18,27,100,139,131,122,52,11,3,601,953,1597,3045,4130,4945,3831,1394,206,25,20125,Burnside
40104,24,114,213,238,264,147,53,14,0,1073,23,72,153,140,157,111,50,18,0,711,1060,2113,4831,5072,5482,3560,895,115,11,23133,Campbelltown (SA)
50401,50,173,460,355,341,235,70,6,0,1688,56,174,516,408,389,242,79,13,0,1872,1514,3560,10803,9003,7810,5669,1414,121,15,39902,Bayswater - Bassendean
50402,57,93,165,172,191,162,45,3,0,886,58,83,132,165,264,151,50,13,0,912,1151,1533,2935,3645,4914,3733,938,96,8,18945,Mundaring
50403,127,370,776,621,578,325,71,8,0,2880,133,321,748,674,663,393,105,25,3,3060,3270,6103,14633,13792,13414,8114,1657,145,15,61140,Swan
