gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4c,"30401","320","348","664","207","296","502","4","0","3","0","0","0","15","3","18","5592","4856","10445","254","469","720","67","3","70","141","18","165","177","23","201","48","28","71","90","108","193","6899","6166","13070","113","82","195","0","0","0","0","0","0","176","149","322","22","42","69","11","3","19","326","277","600","0","0","0","0","0","0","16","23","45","7","28","40","9","0","4","31","54","91","71","46","112","425","379","802","43","48","86","4","3","5","3","0","6","51","54","102","393","503","895","541","940","1481","48","41","82","8351","8084","16437",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4d,"30402","116","122","241","637","589","1223","7","5","13","0","0","0","15","5","21","6937","6213","13151","275","638","917","89","0","89","206","25","225","353","63","413","65","33","97","116","130","246","8821","7824","16646","100","46","148","0","0","0","0","0","0","179","124","306","30","27","58","0","0","0","309","203","514","0","0","3","0","0","0","81","80","157","23","43","67","10","9","16","114","127","245","132","78","210","554","410","961","38","31","68","15","9","24","6","7","7","57","47","101","819","992","1811","686","1374","2056","70","50","120","11001","10701","21701",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4e,"30403","1305","1175","2477","689","790","1478","58","59","122","3","0","4","31","21","48","5965","5106","11073","315","583","897","41","0","46","196","25","222","650","163","809","80","51","127","612","656","1272","9944","8633","18585","167","192","361","3","4","3","0","0","0","69","72","140","40","37","74","31","17","46","310","314","621","21","13","37","0","0","0","28","44","75","13","25","40","14","16","32","79","101","180","79","53","130","468","467","934","53","53","104","13","8","21","5","0","5","68","60","130","639","713","1356","923","1673","2598","55","63","115","12101","11608","23714",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d4f,"30404","971","1036","2006","532","588","1113","3","0","4","3","0","3","19","8","28","7159","6542","13699","456","640","1096","105","4","104","305","31","337","419","73","490","83","39","118","579","282","857","10634","9239","19876","104","105","212","0","0","0","0","0","0","129","141","266","32","45","70","22","7","32","294","290","577","0","0","3","0","0","0","43","70","115","16","36","59","10","5","14","72","121","194","112","47","158","478","459","933","47","38","79","11","8","14","3","5","10","53","48","106","518","706","1228","821","1513","2338","68","60","122","12574","12023","24600",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d50,"30501","563","417","976","2056","2647","4704","425","408","836","10","3","10","174","138","318","7749","5456","13207","592","951","1540","58","0","64","329","86","412","1123","528","1655","258","145","400","4696","4194","8885","18035","14976","33013","154","128","279","8","3","8","3","7","5","16","9","33","8","9","17","21","7","29","212","159","372","49","65","113","0","3","3","33","30","63","21","56","71","58","46","105","155","207","356","212","152","369","573","518","1096","69","38","105","29","30","61","35","13","46","134","85","213","911","932","1844","1543","2116","3661","128","120","244","21333","18748","40077",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d51,"30502","431","518","945","575","828","1398","418","496","918","0","0","0","39","29","69","6501","5622","12117","346","591","934","87","3","87","224","42","268","471","133","607","86","52","132","282","320","602","9459","8624","18084","90","84","169","3","10","7","0","0","0","36","49","90","6","19","30","17","6","19","150","167","318","114","129","248","0","0","0","24","31","51","14","33","49","14","17","30","166","204","375","158","119","281","482","492","968","25","22","45","32","41","69","10","0","16","66","65","129","574","762","1332","713","1193","1907","65","56","122","11361","11192","22545",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d52,"30703","8","5","8","13","15","31","0","0","0","0","0","0","12","14","29","5494","4873","10366","467","481","949","279","14","294","94","6","98","69","16","83","97","46","143","413","336","746","6941","5813","12752","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","0","3","5","65","25","89","73","30","99","0","0","0","0","0","4","3","0","3","8","0","7","793","766","1559","618","977","1591","127","103","226","8548","7684","16234",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d53,"30801","6","3","9","671","81","754","0","0","3","0","0","0","4","8","16","5352","3596","8955","637","393","1026","147","3","149","59","11","73","57","14","72","131","60","189","508","438","947","7579","4624","12206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","13","91","10","0","13","11","0","11","101","12","112","91","31","120","190","39","234","11","0","12","8","0","10","16","4","18","34","9","39","480","593","1069","830","733","1562","120","72","190","9235","6069","15304",Central Highlands (Qld)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d54,"30803","4","6","15","389","154","547","6","3","9","0","0","0","57","65","117","16987","16726","33720","1382","1666","3050","509","14","527","361","40","395","255","66","323","172","84","254","718","658","1377","20846","19479","40325","0","0","0","0","0","0","0","0","0","3","4","14","0","4","4","0","0","0","8","12","17","0","0","0","0","0","0","56","9","59","16","16","30","3","6","12","71","32","103","200","105","305","281","148","420","0","0","0","6","3","11","16","3","21","27","8","36","799","1207","2006","2520","3011","5523","247","200","449","24714","24050","48766",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d55,"30804","0","0","0","134","24","155","3","0","4","0","0","0","0","0","0","2707","1812","4522","316","172","488","88","6","92","54","8","64","39","25","63","75","40","114","236","226","457","3655","2309","5965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","0","3","3","3","0","3","4","3","10","36","10","46","44","17","58","0","0","0","0","0","0","3","3","3","6","3","9","445","414","860","402","363","763","75","42","119","4623","3149","7774",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d56,"30805","3","3","6","643","48","686","120","18","135","4","0","3","34","15","49","9625","8132","17764","690","684","1378","156","3","163","374","17","394","130","25","153","138","63","202","388","391","774","12310","9400","21709","0","0","0","0","0","0","0","0","0","5","0","6","0","0","0","0","0","0","8","0","6","151","23","176","0","0","0","17","3","20","3","3","8","3","0","8","183","32","210","485","103","592","667","140","807","3","0","9","571","96","664","18","8","25","593","103","698","327","658","988","1475","1425","2902","132","98","226","15502","11827","27327",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d57,"30901","147","80","229","199","266","463","4","4","13","117","158","278","21","19","41","10704","9976","20679","496","703","1197","167","8","177","233","31","263","350","164","513","149","90","240","510","562","1074","13106","12061","25171","24","22","49","0","0","0","0","4","3","60","36","92","3","4","10","11","3","14","100","71","174","0","0","0","46","85","132","8","7","9","7","15","24","3","4","10","64","112","175","154","99","249","319","280","599","17","15","33","17","11","25","4","3","9","37","30","70","896","1124","2016","1499","2157","3653","156","135","299","16014","15792","31805",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d58,"30902","58","44","101","134","191","328","9","0","5","3","4","8","9","12","14","8937","8392","17328","473","501","979","158","3","162","151","18","167","211","94","308","96","50","149","240","338","576","10475","9642","20114","10","9","17","0","0","0","0","0","0","34","28","62","3","3","6","8","0","10","58","44","96","0","0","0","11","20","35","7","8","20","6","21","28","3","3","4","32","54","81","101","53","148","187","143","333","18","6","32","0","5","6","3","4","8","26","12","38","597","904","1499","1160","1677","2843","123","120","248","12560","12507","25073",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d59,"30903","114","101","213","132","260","387","3","0","3","25","20","46","9","27","40","10227","9355","19585","576","837","1416","134","0","137","240","38","283","193","70","265","128","81","207","225","318","548","12016","11108","23122","38","44","78","0","0","0","0","0","0","60","51","112","12","12","22","0","3","3","110","104","213","0","0","0","23","44","65","10","11","17","7","16","26","5","3","6","45","75","116","125","87","209","280","261","544","27","29","59","11","18","27","10","3","15","47","52","97","695","948","1644","1023","1618","2642","131","123","258","14187","14119","28308",Gold Coast - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5a,"30904","21","13","34","12","3","17","0","0","0","0","0","0","0","0","0","2967","2591","5552","140","192","325","129","3","133","48","6","52","17","0","16","39","26","62","275","127","398","3637","2958","6599","0","0","0","0","0","0","0","0","0","35","26","57","4","8","7","0","0","0","36","32","70","0","0","0","0","0","0","3","0","5","0","4","4","0","0","0","3","3","6","28","18","40","63","48","116","10","4","10","0","0","0","0","0","3","6","5","15","333","489","819","435","663","1097","58","53","110","4540","4217","8760",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5b,"31101","0","0","3","14","11","20","0","0","0","0","0","0","0","0","0","1894","1617","3513","138","125","265","103","5","107","38","8","43","7","3","12","22","11","39","101","86","189","2318","1871","4191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","11","20","0","0","0","0","0","0","15","14","21","26","6","28","35","17","54","0","0","0","0","0","0","0","0","0","0","3","6","214","256","473","220","320","538","36","38","77","2829","2511","5335",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5c,"31102","178","218","391","51","93","142","0","0","0","3","0","3","10","11","15","6472","5144","11622","492","508","997","181","3","185","149","8","156","37","3","38","60","30","84","77","118","193","7692","6129","13819","33","35","64","0","0","0","0","0","0","42","70","106","11","16","32","14","4","20","99","125","221","0","0","0","0","0","0","13","26","42","7","7","13","3","3","6","19","41","64","70","30","104","195","194","386","24","39","59","0","3","3","3","3","7","23","40","67","172","352","530","562","830","1393","97","81","171","8739","7633","16369",Beenleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5d,"31103","76","111","191","294","528","818","4","0","4","3","0","3","19","15","32","13559","10860","24414","1070","1074","2145","604","15","622","305","13","319","75","8","80","110","53","165","156","176","334","16275","12862","29135","27","43","68","0","0","0","0","0","0","72","79","156","9","18","23","3","0","3","117","136","254","3","0","3","0","0","0","74","140","210","29","78","108","6","8","13","103","228","330","140","60","201","363","421","784","18","27","43","7","14","24","3","0","3","30","41","67","373","688","1060","1192","1581","2775","188","148","343","18415","15751","34165",Browns Plains
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5e,"31104","44","82","120","55","89","138","0","0","0","0","0","0","0","3","4","8535","7238","15778","418","460","882","635","17","657","155","12","165","16","8","20","64","43","110","81","78","165","10012","8029","18040","3","5","14","0","0","0","0","0","0","65","83","155","8","11","21","0","0","0","86","102","187","0","0","0","0","0","0","39","92","133","11","19","29","3","0","3","55","111","158","91","27","117","222","237","463","14","14","34","4","4","7","3","0","3","20","20","38","375","754","1130","791","1113","1898","90","70","165","11522","10213","21737",Jimboomba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d5f,"31105","196","200","388","311","507","823","3","3","6","0","0","0","21","8","30","10307","8638","18947","692","789","1484","356","5","360","202","18","220","47","16","65","81","46","120","123","155","282","12343","10387","22727","29","31","62","0","0","0","0","0","0","39","36","77","8","18","33","10","0","13","90","89","187","0","0","0","0","0","0","71","101","173","17","45","67","4","3","6","93","148","245","112","54","170","305","293","595","26","31","52","8","10","20","6","0","8","41","40","73","411","696","1109","890","1416","2305","124","106","236","14116","12941","27058",Loganlea - Carbrook
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d60,"31106","207","198","403","626","941","1574","0","0","0","0","0","0","50","26","71","12001","8795","20794","852","1048","1901","299","3","306","304","19","320","91","12","103","118","48","169","186","205","389","14738","11301","26031","56","67","121","0","0","0","0","0","0","24","30","55","10","16","29","10","4","14","104","116","220","4","5","4","0","0","0","133","167","295","25","76","97","9","5","14","169","248","413","159","71","232","435","434","864","29","27","59","8","12","24","5","0","6","50","39","91","414","667","1087","1054","1606","2668","199","158","359","16886","14208","31098",Springwood - Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d61,"31201","3","5","8","1107","211","1320","3","0","3","0","0","0","3","9","10","7182","4043","11230","1271","592","1863","175","8","185","87","12","105","58","42","107","247","87","331","591","528","1123","10735","5541","16280","0","3","3","0","0","0","0","0","0","5","0","10","0","0","0","3","0","3","9","3","14","0","0","0","0","0","0","81","9","88","20","3","25","36","0","33","143","11","150","136","29","165","284","48","329","13","4","16","59","12","71","20","0","20","97","18","109","453","538","988","1015","786","1801","123","93","219","12704","7022","19724",Bowen Basin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d62,"30908","135","106","244","109","185","295","0","0","4","3","7","9","12","11","27","8166","7871","16029","476","685","1158","128","12","142","153","21","175","138","44","181","86","40","127","254","258","516","9667","9237","18899","18","27","48","0","0","0","0","0","0","32","23","58","9","9","13","6","0","6","76","61","134","0","0","0","18","28","49","9","6","22","6","19","33","3","3","8","40","60","102","91","61","156","205","186","391","25","14","42","11","8","20","0","0","4","38","30","66","593","777","1366","830","1339","2173","85","71","156","11419","11635","23055",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d63,"30909","128","97","221","131","224","361","6","0","9","254","321","577","27","25","52","9219","7929","17152","659","877","1541","150","4","150","209","30","236","223","74","301","131","66","198","512","606","1115","11646","10261","21906","25","30","60","0","0","0","5","11","13","46","32","82","3","10","15","10","0","10","92","81","175","0","0","3","41","62","101","13","4","13","0","14","19","5","3","12","55","89","142","131","111","238","277","278","556","26","26","52","14","17","34","16","10","22","54","54","108","507","674","1177","988","1516","2507","126","118","245","13594","12906","26505",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6d64,"30910","121","111","230","134","162","297","0","6","6","294","411","701","28","24","49","6484","5048","11535","320","532","856","78","4","81","158","19","183","215","113","331","167","126","296","793","914","1709","8802","7477","16273","30","30","58","0","0","0","10","6","13","48","21","69","3","8","11","4","0","4","85","66","156","0","0","0","68","78","148","6","6","16","7","6","10","6","4","14","90","89","183","102","73","180","281","232","512","37","24","55","10","16","24","9","6","18","50","48","99","724","785","1508","1449","1748","3196","107","96","203","11404","10389","21789",Surfers Paradise
