sa3_code_2011,sa3_name_2011,year,land_area_ha,wu_ag_area_ha,wu_irrigated_area_ha,wu_vol_wat_app_ml,wu_wat_oth_ag_use_ml,wu_tot_wat_use_ml,wu_app_rate_ml_per_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,esg_gen_meters,esg_non_gen_meters,esg_tot_meters,esg_meter_dwell_gen_elec_pc,mksfg_net_meters_kwh,mksfg_gross_meters_kwh,mksfg_non_gen_meters_kwh,solar_panel_system,solar_water_heater
20401,Upper Goulburn Valley,2010,,,,,,,,,,,,,,,,,,,,,,,636.0,24903.0,25539.0,2.5,5653.0,,5309.0,,
20402,Wangaratta - Benalla,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3915.0,1425.0
20402,Wangaratta - Benalla,2012,,,,,,,,,,,,,,,,,,,,,,,2229.0,18600.0,20829.0,10.7,4188.0,,4094.0,,
20402,Wangaratta - Benalla,2011,654481.3,,,,,,,,,,,,,,,,,,,,,,1508.0,19137.0,20645.0,7.3,4847.0,,4638.0,,
20402,Wangaratta - Benalla,2010,,,,,,,,,,,,,,,,,,,,,,,698.0,19715.0,20413.0,3.4,5320.0,,5012.0,,
20403,Wodonga - Alpine,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453.0,2822.0
20403,Wodonga - Alpine,2012,,,,,,,,,,,,,,,,,,,,,,,2801.0,28786.0,31587.0,8.9,4594.0,,4600.0,,
20403,Wodonga - Alpine,2011,1350120.8,,,,,,,,,,,,,,,,,,,,,,1900.0,29278.0,31178.0,6.1,5046.0,,5093.0,,
20403,Wodonga - Alpine,2010,,,,,,,,,,,,,,,,,,,,,,,777.0,29973.0,30750.0,2.5,5475.0,,5521.0,,
20501,Baw Baw,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3322.0,2615.0
20501,Baw Baw,2012,,,,,,,,,,,,,,,,,,,,,,,1839.0,17435.0,19274.0,9.5,3998.0,,3957.0,,
20501,Baw Baw,2011,393725.1,,,,,,,,,,,,,,,,,,,,,,1302.0,17588.0,18890.0,6.9,4475.0,,4436.0,,
20501,Baw Baw,2010,,,,,,,,,,,,,,,,,,,,,,,499.0,17808.0,18307.0,2.7,4381.0,,4760.0,,
20502,Gippsland - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3826.0,2939.0
20502,Gippsland - East,2012,,,,,,,,,,,,,,,,,,,,,,,2006.0,21084.0,23090.0,8.7,4409.0,,4723.0,,
20502,Gippsland - East,2011,2171362.8,,,,,,,,,,,,,,,,,,,,,,1370.0,21418.0,22788.0,6.0,4885.0,,5455.0,,
20502,Gippsland - East,2010,,,,,,,,,,,,,,,,,,,,,,,496.0,21934.0,22430.0,2.2,4979.0,,5677.0,,
20503,Gippsland - South West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5538.0,3188.0
20503,Gippsland - South West,2012,,,,,,,,,,,,,,,,,,,,,,,2886.0,37888.0,40774.0,7.1,4757.0,,3757.0,,
20503,Gippsland - South West,2011,438168.8,,,,,,,,,,,,,,,,,,,,,,2100.0,38209.0,40309.0,5.2,5241.0,,4458.0,,
20503,Gippsland - South West,2010,,,,,,,,,,,,,,,,,,,,,,,755.0,38789.0,39544.0,1.9,5233.0,,4609.0,,
20504,Latrobe Valley,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.0,2062.0
20504,Latrobe Valley,2012,,,,,,,,,,,,,,,,,,,,,,,2398.0,30556.0,32954.0,7.3,3941.0,,3741.0,,
20504,Latrobe Valley,2011,147995.8,,,,,,,,,,,,,,,,,,,,,,1597.0,31186.0,32783.0,4.9,4650.0,,4160.0,,
20504,Latrobe Valley,2010,,,,,,,,,,,,,,,,,,,,,,,547.0,31920.0,32467.0,1.7,4963.0,,4398.0,,
20505,Wellington,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413.0,1469.0
20505,Wellington,2012,,,,,,,,,,,,,,,,,,,,,,,1912.0,19289.0,21201.0,9.0,4160.0,,3519.0,,
20505,Wellington,2011,1004469.3,,,,,,,,,,,,,,,,,,,,,,1392.0,19644.0,21036.0,6.6,4812.0,,4041.0,,
20505,Wellington,2010,,,,,,,,,,,,,,,,,,,,,,,406.0,20385.0,20791.0,2.0,5010.0,,4265.0,,
20601,Brunswick - Coburg,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.0,1477.0
20601,Brunswick - Coburg,2012,,,,,,,,,,,,,,,,,,,,,,,1496.0,34762.0,36258.0,4.1,2956.0,,3232.0,,
20601,Brunswick - Coburg,2011,2041.3,,,,,,,,,,,,,,,,,,,,,,1052.0,34683.0,35735.0,2.9,2809.0,,3087.0,,
20601,Brunswick - Coburg,2010,,,,,,,,,,,,,,,,,,,,,,,704.0,34317.0,35021.0,2.0,3083.0,,3609.0,,
20602,Darebin - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.0,988.0
20602,Darebin - South,2012,,,,,,,,,,,,,,,,,,,,,,,1108.0,22161.0,23269.0,4.8,3195.0,,3285.0,,
20602,Darebin - South,2011,1402.7,,,,,,,,,,,,,,,,,,,,,,828.0,22199.0,23027.0,3.6,3156.0,,3163.0,,
20602,Darebin - South,2010,,,,,,,,,,,,,,,,,,,,,,,463.0,22331.0,22794.0,2.0,3177.0,,3630.0,,
20603,Essendon,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0,769.0
20603,Essendon,2012,,,,,,,,,,,,,,,,,,,,,,,1100.0,31133.0,32233.0,3.4,3480.0,,3388.0,,
20603,Essendon,2011,1821.4,,,,,,,,,,,,,,,,,,,,,,784.0,31250.0,32034.0,2.4,3263.0,,3367.0,,
20603,Essendon,2010,,,,,,,,,,,,,,,,,,,,,,,556.0,31138.0,31694.0,1.8,3948.0,,3800.0,,
20604,Melbourne City,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,599.0
20604,Melbourne City,2012,,,,,,,,,,,,,,,,,,,,,,,221.0,51500.0,51721.0,0.4,3375.0,,3311.0,,
20604,Melbourne City,2011,3154.9,,,,,,,,,,,,,,,,,,,,,,169.0,50052.0,50221.0,0.3,3452.0,,3196.0,,
20604,Melbourne City,2010,,,,,,,,,,,,,,,,,,,,,,,108.0,47818.0,47926.0,0.2,4194.0,,3781.0,,
20605,Port Phillip,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,566.0
20605,Port Phillip,2012,,,,,,,,,,,,,,,,,,,,,,,502.0,57626.0,58128.0,0.9,3609.0,,3307.0,,
20605,Port Phillip,2011,2560.9,,,,,,,,,,,,,,,,,,,,,,388.0,56992.0,57380.0,0.7,3544.0,,3184.0,,
20605,Port Phillip,2010,,,,,,,,,,,,,,,,,,,,,,,215.0,56715.0,56930.0,0.4,3608.0,,3626.0,,
20606,Stonnington - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,269.0
20703,Whitehorse - West,2010,,,,,,,,,,,,,,,,,,,,,,,601.0,38375.0,38976.0,1.5,3554.0,,4240.0,,
20801,Bayside,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.0,1235.0
20801,Bayside,2012,,,,,,,,,,,,,,,,,,,,,,,1229.0,37999.0,39228.0,3.1,4334.0,,4782.0,,
20801,Bayside,2011,3721.1,,,,,,,,,,,,,,,,,,,,,,922.0,38059.0,38981.0,2.4,4434.0,,4862.0,,
20801,Bayside,2010,,,,,,,,,,,,,,,,,,,,,,,372.0,38387.0,38759.0,1.0,4640.0,,5044.0,,
20901,Banyule,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3619.0,1662.0
20901,Banyule,2012,,,,,,,,,,,,,,,,,,,,,,,2198.0,45121.0,47319.0,4.6,3477.0,,3471.0,,
20901,Banyule,2011,6261.5,,,,,,,,,,,,,,,,,,,,,,1605.0,45346.0,46951.0,3.4,3584.0,,3729.0,,
20901,Banyule,2010,,,,,,,,,,,,,,,,,,,,,,,828.0,45721.0,46549.0,1.8,4036.0,,4297.0,,
20902,Darebin - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2796.0,1672.0
20902,Darebin - North,2012,,,,,,,,,,,,,,,,,,,,,,,1591.0,34112.0,35703.0,4.5,3272.0,,2983.0,,
20902,Darebin - North,2011,3944.4,,,,,,,,,,,,,,,,,,,,,,1105.0,34039.0,35144.0,3.1,3436.0,,2964.0,,
21602,Moira,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2931.0,1123.0
20606,Stonnington - West,2012,,,,,,,,,,,,,,,,,,,,,,,264.0,32651.0,32915.0,0.8,4577.0,,3658.0,,
20902,Darebin - North,2010,,,,,,,,,,,,,,,,,,,,,,,779.0,34016.0,34795.0,2.2,3455.0,,3586.0,,
20903,Nillumbik - Kinglake,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670.0,1220.0
20903,Nillumbik - Kinglake,2012,,,,,,,,,,,,,,,,,,,,,,,1697.0,21529.0,23226.0,7.3,4796.0,,5008.0,,
20903,Nillumbik - Kinglake,2011,75176.9,,,,,,,,,,,,,,,,,,,,,,1298.0,21705.0,23003.0,5.6,5537.0,,5718.0,,
20903,Nillumbik - Kinglake,2010,,,,,,,,,,,,,,,,,,,,,,,670.0,22057.0,22727.0,2.9,5774.0,,6000.0,,
20904,Whittlesea - Wallan,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8172.0,14225.0
20904,Whittlesea - Wallan,2012,,,,,,,,,,,,,,,,,,,,,,,4047.0,61882.0,65929.0,6.1,3589.0,,3540.0,,
20904,Whittlesea - Wallan,2011,99744.8,,,,,,,,,,,,,,,,,,,,,,2311.0,61021.0,63332.0,3.6,3988.0,,3933.0,,
20904,Whittlesea - Wallan,2010,,,,,,,,,,,,,,,,,,,,,,,920.0,58459.0,59379.0,1.5,4249.0,,4055.0,,
21001,Keilor,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.0,813.0
21001,Keilor,2012,,,,,,,,,,,,,,,,,,,,,,,1110.0,17123.0,18233.0,6.1,3797.0,,3610.0,,
21001,Keilor,2011,4242.7,,,,,,,,,,,,,,,,,,,,,,758.0,17141.0,17899.0,4.2,3945.0,,3645.0,,
21001,Keilor,2010,,,,,,,,,,,,,,,,,,,,,,,578.0,17188.0,17766.0,3.3,4923.0,,4272.0,,
21102,Manningham - East,2010,,,,,,,,,,,,,,,,,,,,,,,278.0,8461.0,8739.0,3.2,6578.0,,6661.0,,
21103,Maroondah,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3760.0,1516.0
20606,Stonnington - West,2011,1192.4,,,,,,,,,,,,,,,,,,,,,,213.0,32045.0,32258.0,0.7,3990.0,,3517.0,,
20804,Stonnington - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.0,431.0
20804,Stonnington - East,2012,,,,,,,,,,,,,,,,,,,,,,,374.0,15484.0,15858.0,2.4,4052.0,,4592.0,,
20804,Stonnington - East,2011,1372.5,,,,,,,,,,,,,,,,,,,,,,272.0,15434.0,15706.0,1.7,4235.0,,4640.0,,
20804,Stonnington - East,2010,,,,,,,,,,,,,,,,,,,,,,,103.0,15414.0,15517.0,0.7,5119.0,,4888.0,,
21002,Macedon Ranges,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.0,1512.0
21002,Macedon Ranges,2012,,,,,,,,,,,,,,,,,,,,,,,1358.0,9419.0,10777.0,12.6,6439.0,,6840.0,,
21002,Macedon Ranges,2011,99209.9,,,,,,,,,,,,,,,,,,,,,,952.0,9636.0,10588.0,9.0,6539.0,,6792.0,,
21002,Macedon Ranges,2010,,,,,,,,,,,,,,,,,,,,,,,515.0,9811.0,10326.0,5.0,6046.0,,7997.0,,
21003,Moreland - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.0,1336.0
21003,Moreland - North,2012,,,,,,,,,,,,,,,,,,,,,,,1113.0,26728.0,27841.0,4.0,2963.0,,3170.0,,
21003,Moreland - North,2011,3037.9,,,,,,,,,,,,,,,,,,,,,,720.0,26561.0,27281.0,2.6,2941.0,,3186.0,,
21003,Moreland - North,2010,,,,,,,,,,,,,,,,,,,,,,,532.0,26490.0,27022.0,2.0,3395.0,,3649.0,,
21004,Sunbury,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.0,1316.0
21004,Sunbury,2012,,,,,,,,,,,,,,,,,,,,,,,1159.0,12934.0,14093.0,8.2,3987.0,,3620.0,,
21004,Sunbury,2011,26068.4,,,,,,,,,,,,,,,,,,,,,,773.0,13082.0,13855.0,5.6,4165.0,,3643.0,,
20606,Stonnington - West,2010,,,,,,,,,,,,,,,,,,,,,,,138.0,32021.0,32159.0,0.4,3976.0,,4063.0,,
20607,Yarra,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.0,923.0
20607,Yarra,2012,,,,,,,,,,,,,,,,,,,,,,,890.0,38320.0,39210.0,2.3,3036.0,,3413.0,,
20607,Yarra,2011,2061.5,,,,,,,,,,,,,,,,,,,,,,715.0,37885.0,38600.0,1.9,3184.0,,3300.0,,
20607,Yarra,2010,,,,,,,,,,,,,,,,,,,,,,,437.0,37723.0,38160.0,1.1,3074.0,,3634.0,,
20701,Boroondara,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230.0,1766.0
20701,Boroondara,2012,,,,,,,,,,,,,,,,,,,,,,,2444.0,67972.0,70416.0,3.5,4360.0,,4365.0,,
20701,Boroondara,2011,6001.9,,,,,,,,,,,,,,,,,,,,,,1844.0,67846.0,69690.0,2.6,4320.0,,4330.0,,
20701,Boroondara,2010,,,,,,,,,,,,,,,,,,,,,,,942.0,68580.0,69522.0,1.4,4146.0,,4736.0,,
20702,Manningham - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.0,879.0
20702,Manningham - West,2012,,,,,,,,,,,,,,,,,,,,,,,1547.0,33259.0,34806.0,4.4,4332.0,,4464.0,,
20702,Manningham - West,2011,4867.3,,,,,,,,,,,,,,,,,,,,,,1115.0,33199.0,34314.0,3.2,4509.0,,4608.0,,
20702,Manningham - West,2010,,,,,,,,,,,,,,,,,,,,,,,416.0,33451.0,33867.0,1.2,5223.0,,4909.0,,
20703,Whitehorse - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2844.0,1448.0
20703,Whitehorse - West,2012,,,,,,,,,,,,,,,,,,,,,,,1774.0,38090.0,39864.0,4.5,3508.0,,3872.0,,
20703,Whitehorse - West,2011,3805.4,,,,,,,,,,,,,,,,,,,,,,1327.0,38073.0,39400.0,3.4,3688.0,,3974.0,,
20802,Glen Eira,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2898.0,2069.0
21004,Sunbury,2010,,,,,,,,,,,,,,,,,,,,,,,577.0,13106.0,13683.0,4.2,4871.0,,4636.0,,
21005,Tullamarine - Broadmeadows,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022.0,5460.0
21005,Tullamarine - Broadmeadows,2012,,,,,,,,,,,,,,,,,,,,,,,3215.0,42638.0,45853.0,7.0,3382.0,,3593.0,,
21005,Tullamarine - Broadmeadows,2011,29408.8,,,,,,,,,,,,,,,,,,,,,,1796.0,42663.0,44459.0,4.0,3507.0,,3641.0,,
20802,Glen Eira,2012,,,,,,,,,,,,,,,,,,,,,,,1467.0,55999.0,57466.0,2.6,3889.0,,4012.0,,
21005,Tullamarine - Broadmeadows,2010,,,,,,,,,,,,,,,,,,,,,,,1138.0,42294.0,43432.0,2.6,4481.0,,4324.0,,
21101,Knox,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6979.0,1751.0
21101,Knox,2012,,,,,,,,,,,,,,,,,,,,,,,4406.0,52654.0,57060.0,7.7,3676.0,,3947.0,,
21101,Knox,2011,11821.6,,,,,,,,,,,,,,,,,,,,,,3042.0,53541.0,56583.0,5.4,4067.0,,4378.0,,
20802,Glen Eira,2011,4070.1,,,,,,,,,,,,,,,,,,,,,,981.0,55858.0,56839.0,1.7,4022.0,,4064.0,,
21101,Knox,2010,,,,,,,,,,,,,,,,,,,,,,,1310.0,54616.0,55926.0,2.3,4565.0,,4736.0,,
21102,Manningham - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.0,301.0
21102,Manningham - East,2012,,,,,,,,,,,,,,,,,,,,,,,597.0,8232.0,8829.0,6.8,5045.0,,5765.0,,
21102,Manningham - East,2011,6656.2,,,,,,,,,,,,,,,,,,,,,,469.0,8315.0,8784.0,5.3,5771.0,,6325.0,,
20802,Glen Eira,2010,,,,,,,,,,,,,,,,,,,,,,,384.0,55957.0,56341.0,0.7,4174.0,,4330.0,,
20803,Kingston,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720.0,1686.0
20803,Kingston,2012,,,,,,,,,,,,,,,,,,,,,,,2110.0,47965.0,50075.0,4.2,3885.0,,4075.0,,
20803,Kingston,2011,6986.3,,,,,,,,,,,,,,,,,,,,,,1354.0,48249.0,49603.0,2.7,3827.0,,4167.0,,
20803,Kingston,2010,,,,,,,,,,,,,,,,,,,,,,,490.0,48589.0,49079.0,1.0,4150.0,,4396.0,,
21103,Maroondah,2012,,,,,,,,,,,,,,,,,,,,,,,2391.0,40735.0,43126.0,5.5,3491.0,,3617.0,,
21103,Maroondah,2011,6118.9,,,,,,,,,,,,,,,,,,,,,,1775.0,40853.0,42628.0,4.2,3941.0,,4104.0,,
21103,Maroondah,2010,,,,,,,,,,,,,,,,,,,,,,,876.0,41229.0,42105.0,2.1,4175.0,,4376.0,,
21104,Whitehorse - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.0,757.0
21104,Whitehorse - East,2012,,,,,,,,,,,,,,,,,,,,,,,1492.0,22883.0,24375.0,6.1,3619.0,,3907.0,,
21104,Whitehorse - East,2011,2656.9,,,,,,,,,,,,,,,,,,,,,,1142.0,22887.0,24029.0,4.8,3883.0,,4061.0,,
21104,Whitehorse - East,2010,,,,,,,,,,,,,,,,,,,,,,,542.0,23328.0,23870.0,2.3,4178.0,,4335.0,,
21105,Yarra Ranges,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6635.0,2387.0
21105,Yarra Ranges,2012,,,,,,,,,,,,,,,,,,,,,,,3966.0,53587.0,57553.0,6.9,4222.0,,4508.0,,
21105,Yarra Ranges,2011,160494.4,,,,,,,,,,,,,,,,,,,,,,2806.0,54286.0,57092.0,4.9,4634.0,,5068.0,,
21105,Yarra Ranges,2010,,,,,,,,,,,,,,,,,,,,,,,1536.0,54945.0,56481.0,2.7,5045.0,,5363.0,,
21201,Cardinia,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.0,7194.0
21201,Cardinia,2012,,,,,,,,,,,,,,,,,,,,,,,2291.0,28341.0,30632.0,7.5,4107.0,,4175.0,,
21201,Cardinia,2011,128143.8,,,,,,,,,,,,,,,,,,,,,,1447.0,28114.0,29561.0,4.9,4726.0,,4695.0,,
21201,Cardinia,2010,,,,,,,,,,,,,,,,,,,,,,,624.0,27292.0,27916.0,2.2,4829.0,,5045.0,,
21202,Casey - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.0,2825.0
21202,Casey - North,2012,,,,,,,,,,,,,,,,,,,,,,,3548.0,40594.0,44142.0,8.0,3518.0,,3835.0,,
21202,Casey - North,2011,11647.2,,,,,,,,,,,,,,,,,,,,,,2199.0,41753.0,43952.0,5.0,3800.0,,4212.0,,
21202,Casey - North,2010,,,,,,,,,,,,,,,,,,,,,,,880.0,42712.0,43592.0,2.0,4244.0,,4471.0,,
21203,Casey - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8178.0,9064.0
21203,Casey - South,2012,,,,,,,,,,,,,,,,,,,,,,,4530.0,42058.0,46588.0,9.7,3322.0,,3772.0,,
21203,Casey - South,2011,29294.6,,,,,,,,,,,,,,,,,,,,,,2688.0,42378.0,45066.0,6.0,3660.0,,4133.0,,
21203,Casey - South,2010,,,,,,,,,,,,,,,,,,,,,,,1019.0,42551.0,43570.0,2.3,4191.0,,4298.0,,
21204,Dandenong,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.0,2592.0
21204,Dandenong,2012,,,,,,,,,,,,,,,,,,,,,,,3385.0,61976.0,65361.0,5.2,3348.0,,3663.0,,
21204,Dandenong,2011,15110.0,,,,,,,,,,,,,,,,,,,,,,1982.0,62562.0,64544.0,3.1,3478.0,,3756.0,,
21204,Dandenong,2010,,,,,,,,,,,,,,,,,,,,,,,657.0,63037.0,63694.0,1.0,3454.0,,4016.0,,
21205,Monash,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5508.0,2750.0
21205,Monash,2012,,,,,,,,,,,,,,,,,,,,,,,3438.0,65174.0,68612.0,5.0,3605.0,,4075.0,,
21205,Monash,2011,7948.8,,,,,,,,,,,,,,,,,,,,,,2384.0,65671.0,68055.0,3.5,3863.0,,4199.0,,
21205,Monash,2010,,,,,,,,,,,,,,,,,,,,,,,765.0,66532.0,67297.0,1.1,4153.0,,4462.0,,
21301,Brimbank,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735.0,4336.0
21301,Brimbank,2012,,,,,,,,,,,,,,,,,,,,,,,5170.0,60742.0,65912.0,7.8,3619.0,,3776.0,,
21301,Brimbank,2011,10684.9,,,,,,,,,,,,,,,,,,,,,,3064.0,62077.0,65141.0,4.7,3737.0,,3614.0,,
21301,Brimbank,2010,,,,,,,,,,,,,,,,,,,,,,,1395.0,62838.0,64233.0,2.2,4115.0,,4187.0,,
21302,Hobsons Bay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961.0,1135.0
21302,Hobsons Bay,2012,,,,,,,,,,,,,,,,,,,,,,,2030.0,30677.0,32707.0,6.2,3505.0,,3349.0,,
21302,Hobsons Bay,2011,6221.6,,,,,,,,,,,,,,,,,,,,,,1327.0,30984.0,32311.0,4.1,3514.0,,3269.0,,
21302,Hobsons Bay,2010,,,,,,,,,,,,,,,,,,,,,,,700.0,31316.0,32016.0,2.2,3699.0,,3921.0,,
21303,Maribyrnong,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984.0,1352.0
21303,Maribyrnong,2012,,,,,,,,,,,,,,,,,,,,,,,1298.0,27875.0,29173.0,4.4,3001.0,,3033.0,,
21303,Maribyrnong,2011,3122.7,,,,,,,,,,,,,,,,,,,,,,902.0,27861.0,28763.0,3.1,3015.0,,2998.0,,
21303,Maribyrnong,2010,,,,,,,,,,,,,,,,,,,,,,,702.0,27666.0,28368.0,2.5,3938.0,,3529.0,,
21304,Melton - Bacchus Marsh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7319.0,8895.0
21304,Melton - Bacchus Marsh,2012,,,,,,,,,,,,,,,,,,,,,,,4883.0,41455.0,46338.0,10.5,3883.0,,4147.0,,
21304,Melton - Bacchus Marsh,2011,67197.5,,,,,,,,,,,,,,,,,,,,,,2887.0,42050.0,44937.0,6.4,4126.0,,3983.0,,
21304,Melton - Bacchus Marsh,2010,,,,,,,,,,,,,,,,,,,,,,,1127.0,41706.0,42833.0,2.6,4518.0,,4514.0,,
21305,Wyndham,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10973.0,18924.0
21305,Wyndham,2012,,,,,,,,,,,,,,,,,,,,,,,7388.0,60897.0,68285.0,10.8,3512.0,,3814.0,,
21305,Wyndham,2011,54411.9,,,,,,,,,,,,,,,,,,,,,,4160.0,61601.0,65761.0,6.3,3718.0,,3528.0,,
21305,Wyndham,2010,,,,,,,,,,,,,,,,,,,,,,,1537.0,59929.0,61466.0,2.5,3976.0,,4108.0,,
21401,Frankston,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.0,2830.0
21401,Frankston,2012,,,,,,,,,,,,,,,,,,,,,,,3227.0,51059.0,54286.0,5.9,3765.0,,3901.0,,
21401,Frankston,2011,12959.9,,,,,,,,,,,,,,,,,,,,,,1889.0,51720.0,53609.0,3.5,3918.0,,3976.0,,
21401,Frankston,2010,,,,,,,,,,,,,,,,,,,,,,,741.0,52063.0,52804.0,1.4,4155.0,,4239.0,,
21402,Mornington Peninsula,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8774.0,4978.0
21402,Mornington Peninsula,2012,,,,,,,,,,,,,,,,,,,,,,,4802.0,80413.0,85215.0,5.6,3752.0,,3647.0,,
21402,Mornington Peninsula,2011,72406.7,,,,,,,,,,,,,,,,,,,,,,3181.0,81314.0,84495.0,3.8,3803.0,,3748.0,,
21402,Mornington Peninsula,2010,,,,,,,,,,,,,,,,,,,,,,,1241.0,82348.0,83589.0,1.5,3927.0,,3950.0,,
21501,Grampians,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020.0,2123.0
21501,Grampians,2012,,,,,,,,,,,,,,,,,,,,,,,2335.0,26089.0,28424.0,8.2,5448.0,,5179.0,,
21501,Grampians,2011,3813804.7,,,,,,,,,,,,,,,,,,,,,,1321.0,26934.0,28255.0,4.7,5574.0,,4954.0,,
21501,Grampians,2010,,,,,,,,,,,,,,,,,,,,,,,522.0,27594.0,28116.0,1.9,5489.0,,5826.0,,
21502,Mildura,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551.0,3025.0
21502,Mildura,2012,,,,,,,,,,,,,,,,,,,,,,,1425.0,21194.0,22619.0,6.3,5983.0,,6678.0,,
21502,Mildura,2011,2208248.3,,,,,,,,,,,,,,,,,,,,,,808.0,21431.0,22239.0,3.6,6084.0,,6116.0,,
21502,Mildura,2010,,,,,,,,,,,,,,,,,,,,,,,384.0,21617.0,22001.0,1.7,6360.0,,7389.0,,
21503,Murray River - Swan Hill,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642.0,1221.0
21503,Murray River - Swan Hill,2012,,,,,,,,,,,,,,,,,,,,,,,1620.0,15697.0,17317.0,9.4,6762.0,,6864.0,,
21503,Murray River - Swan Hill,2011,1785104.7,,,,,,,,,,,,,,,,,,,,,,1050.0,16213.0,17263.0,6.1,7012.0,,6418.0,,
21503,Murray River - Swan Hill,2010,,,,,,,,,,,,,,,,,,,,,,,362.0,16856.0,17218.0,2.1,6781.0,,7765.0,,
21601,Campaspe,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122.0,1336.0
21601,Campaspe,2012,,,,,,,,,,,,,,,,,,,,,,,1901.0,14246.0,16147.0,11.8,5373.0,,5351.0,,
21601,Campaspe,2011,455456.7,,,,,,,,,,,,,,,,,,,,,,1256.0,14819.0,16075.0,7.8,5670.0,,5015.0,,
21601,Campaspe,2010,,,,,,,,,,,,,,,,,,,,,,,593.0,15384.0,15977.0,3.7,6435.0,,6177.0,,
21602,Moira,2012,,,,,,,,,,,,,,,,,,,,,,,1605.0,11320.0,12925.0,12.4,5771.0,,5376.0,,
21602,Moira,2011,404655.3,,,,,,,,,,,,,,,,,,,,,,948.0,11864.0,12812.0,7.4,6034.0,,5594.0,,
21602,Moira,2010,,,,,,,,,,,,,,,,,,,,,,,363.0,12278.0,12641.0,2.9,6676.0,,6942.0,,
21603,Shepparton,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244.0,2588.0
21603,Shepparton,2012,,,,,,,,,,,,,,,,,,,,,,,2694.0,22858.0,25552.0,10.5,4995.0,,4530.0,,
