gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-774e,Rocklea - Acacia Ridge,"30305","60","439","1121","704","663","444","260","85","21","3796","32","441","1323","988","847","556","212","45","10","4456","11","291","1446","1090","955","573","133","35","15","4552","3","104","902","859","619","377","90","9","7","2970","3","41","617","769","562","340","52","7","7","2392","0","19","325","506","368","235","29","0","0","1498","0","4","334","639","532","259","35","0","0","1801","0","9","78","188","217","111","33","11","3","642","272","225","550","442","393","299","234","165","149","2728","47","79","168","69","178","428","180","39","4","1192","3945","4284","10481","8824","7599","6303","3720","1628","725","47507"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-774d,Mudgeeraba - Tallebudgera,"30905","35","214","334","422","434","360","216","79","19","2110","18","187","360","513","552","400","158","31","18","2251","10","103","433","510","577","435","134","35","12","2247","3","44","318","442","421","219","69","12","3","1531","0","18","208","475","427","215","43","12","0","1403","0","8","141","282","275","151","28","4","0","893","0","4","154","392","377","182","38","12","0","1163","0","7","58","249","244","108","37","10","0","708","185","92","230","304","299","238","201","138","98","1783","59","23","28","29","22","32","23","9","0","223","2431","1659","3252","4968","5071","3894","2768","1194","366","25605"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-774c,Nerang,"30906","85","601","1019","1014","924","733","397","145","60","4976","32","463","1244","1083","1107","755","280","79","45","5093","11","233","1120","1199","1218","788","271","53","24","4915","4","96","735","818","766","491","135","35","8","3084","4","56","500","741","660","385","96","20","3","2466","0","15","275","421","388","270","56","10","4","1449","4","4","259","575","565","293","59","15","9","1784","4","13","80","249","265","146","50","15","11","833","320","310","583","580","572","560","496","392","362","4184","78","46","74","78","91","107","71","24","4","577","4491","3991","8493","9520","9381","7698","5789","2876","1198","53440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-774b,Ormeau - Oxenford,"30907","211","1183","1798","1618","1426","915","570","184","51","7946","90","957","2272","1896","1672","1120","458","120","38","8608","42","597","2460","2275","1909","1167","430","78","21","8974","11","255","1621","1661","1311","788","241","43","14","5945","9","107","1079","1522","1278","657","177","44","21","4888","4","47","619","973","795","395","107","23","3","2977","0","42","680","1378","1186","573","145","14","11","4027","6","21","194","624","675","361","161","45","19","2120","763","581","1375","1281","1188","880","789","419","329","7602","95","60","101","89","157","198","150","64","11","920","8430","7447","17044","18139","15859","11494","8635","3381","1153","91579"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-774a,Outback - South,"31503","62","191","231","185","270","316","219","81","8","1563","24","155","271","221","322","312","180","37","11","1532","20","124","329","234","306","285","156","27","6","1488","9","55","222","167","195","202","95","15","4","961","0","26","131","143","188","175","49","4","0","721","0","12","75","105","98","147","36","5","0","481","0","7","94","131","147","129","34","14","3","563","0","8","27","54","82","86","41","10","3","317","116","101","199","202","257","393","408","218","72","1977","10","51","40","7","6","14","13","0","0","148","866","1082","2252","2089","2795","3546","3259","1229","353","17475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7749,Buderim,"31601","75","483","598","628","626","556","412","226","97","3701","35","379","756","674","789","562","304","160","58","3716","12","198","703","761","814","571","265","112","52","3481","0","77","487","618","610","403","161","55","19","2434","4","33","343","565","657","389","101","35","14","2147","0","14","187","399","407","215","54","24","12","1317","0","16","274","470","605","299","77","24","7","1769","4","6","87","333","380","212","80","27","10","1156","284","214","354","321","379","290","310","341","344","2837","116","242","79","40","44","46","48","22","3","651","4107","3623","5798","6770","7289","5969","5139","3318","1508","43513"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7748,Caloundra,"31602","96","638","891","941","977","906","823","462","139","5869","49","469","1039","1044","1197","976","603","270","81","5727","28","275","1078","1121","1195","901","488","185","85","5353","0","105","699","809","850","581","264","79","22","3415","0","44","560","794","819","519","145","48","15","2937","3","22","303","493","538","283","92","32","14","1779","0","24","360","707","717","420","136","45","23","2420","3","11","110","394","415","309","124","46","26","1441","328","295","549","572","636","638","854","727","598","5183","122","61","113","69","94","128","224","106","17","937","4909","3973","8342","10001","10682","10347","10648","6455","2713","68058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7747,Maroochy,"31603","70","563","855","686","765","797","702","332","94","4866","21","409","1013","788","856","835","553","218","68","4754","10","247","974","830","912","794","487","185","56","4487","5","100","608","551","642","498","292","80","23","2795","0","47","442","521","555","466","145","60","16","2251","0","21","226","359","360","229","109","33","9","1338","0","22","270","414","501","348","138","50","13","1748","10","11","94","230","313","218","126","51","19","1064","261","347","671","567","614","807","969","791","502","5529","108","197","190","121","223","393","758","379","65","2437","2938","3678","7770","7219","8238","9265","9333","5154","1753","55355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7746,Noosa,"31605","42","252","436","521","622","575","608","275","79","3410","16","159","482","578","615","558","499","245","59","3204","4","81","410","593","658","562","429","162","53","2953","0","33","269","428","447","383","254","93","18","1929","0","9","211","420","434","360","204","88","20","1743","0","6","110","229","279","218","115","45","20","1013","0","3","159","345","366","286","201","83","29","1476","0","6","76","271","297","263","222","115","30","1278","166","123","294","467","439","525","725","499","417","3641","172","202","190","144","219","268","383","171","25","1774","2393","1697","3863","5647","6248","6821","7659","3996","1457","39776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7745,Sunshine Coast Hinterland,"31606","51","280","490","612","670","613","453","173","65","3413","26","202","539","658","748","626","381","127","22","3340","11","132","471","641","828","618","323","86","24","3138","0","74","313","457","525","427","157","30","7","1988","0","14","201","383","538","348","101","27","8","1633","0","14","119","233","294","215","53","14","0","947","0","11","159","324","440","259","89","16","4","1298","3","8","61","172","234","152","77","23","0","722","314","188","298","374","458","520","469","276","241","3142","45","84","136","24","34","42","30","18","3","423","2983","2268","4479","5935","7381","7541","6463","2805","917","40765"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7744,Nambour,"31607","48","328","537","538","627","516","330","149","47","3121","16","210","603","644","668","533","230","67","24","2991","13","120","555","636","692","533","191","60","19","2815","0","45","321","409","456","309","96","25","5","1672","0","18","230","373","373","222","51","4","8","1290","0","12","125","206","241","160","33","7","3","795","0","4","141","238","244","180","50","12","3","874","6","9","30","124","143","92","36","12","11","457","206","184","355","371","402","431","456","368","332","3104","34","15","27","13","29","32","37","11","3","205","2480","2128","4554","5422","6014","5637","4664","2416","1032","34343"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7743,Noosa Hinterland,"31608","28","120","173","261","361","327","200","70","12","1556","10","71","142","267","358","338","164","41","11","1396","4","42","180","282","370","308","119","34","10","1347","0","14","69","204","243","175","80","18","3","807","0","5","66","155","214","163","50","17","3","676","0","3","24","96","119","95","32","4","0","379","0","3","26","130","163","98","52","12","0","485","0","0","26","68","97","80","43","10","0","332","108","66","79","201","253","251","259","133","88","1428","27","26","27","5","26","9","21","7","0","142","1288","788","1452","2635","3576","3647","2946","1156","309","17796"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7742,Charters Towers - Ayr - Ingham,"31801","77","305","424","439","531","512","418","182","34","2929","32","280","444","460","609","597","294","79","22","2817","14","179","447","469","582","528","224","80","13","2540","3","79","344","378","413","387","87","32","11","1728","0","35","238","310","414","304","70","33","8","1415","0","16","142","176","190","180","48","16","3","792","0","14","171","250","231","176","68","18","6","932","3","5","52","106","129","124","53","22","9","503","314","235","352","408","535","630","737","474","199","3884","34","172","183","16","17","29","29","10","0","492","2814","2373","4301","4710","5723","6416","5864","3102","1099","36418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7741,Townsville,"31802","298","1758","2530","1943","1984","1609","1113","425","118","11768","206","1629","3163","2430","2500","1971","887","234","72","13101","106","1544","3629","2787","2701","2028","767","148","56","13765","43","858","2877","2336","2072","1423","383","67","27","10082","11","279","2043","2177","2064","1277","255","59","15","8170","8","70","1066","1430","1391","849","140","32","9","4999","0","73","1170","1887","1872","1007","217","46","14","6276","10","34","290","714","779","527","159","47","13","2563","1359","1752","2703","2157","2280","2121","1884","1066","472","15784","177","390","364","145","184","223","188","74","12","1755","13668","16025","27549","24664","24553","21615","15602","7230","2499","153414"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7740,Bundaberg,"31901","122","626","1127","967","1081","975","778","361","95","6136","61","487","1095","1011","1204","1042","530","180","58","5661","18","284","957","1015","1151","993","437","164","53","5068","3","103","554","654","698","577","175","57","14","2834","0","53","384","586","707","537","106","25","7","2403","0","17","192","318","400","281","64","27","8","1313","0","12","236","387","452","319","92","17","10","1525","10","14","77","193","252","153","80","33","13","823","515","397","730","679","968","1083","1280","932","499","7075","67","391","421","38","34","49","69","45","3","1124","5351","4871","9285","9289","11369","12618","12618","6803","2299","74505"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773f,Burnett,"31902","71","337","534","487","642","546","413","197","31","3253","50","260","472","535","580","606","291","72","23","2895","16","163","424","467","550","439","200","67","13","2349","5","66","256","260","309","243","84","11","8","1247","0","28","190","227","267","230","50","11","6","1004","0","10","92","153","195","138","33","8","4","627","0","19","143","246","282","166","41","14","6","915","3","4","64","94","100","97","55","19","5","446","373","281","456","548","729","744","836","516","187","4670","10","105","175","41","24","19","13","4","0","393","2711","2423","4742","5229","6678","7338","7026","3242","1087","40484"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773e,Gympie - Cooloola,"31903","61","319","571","554","635","593","423","157","36","3349","26","206","498","592","725","557","279","90","40","3013","10","123","409","506","574","513","229","67","30","2450","3","51","249","324","369","290","107","22","3","1425","0","30","174","251","330","257","59","22","7","1133","0","15","86","150","225","159","31","11","0","688","0","17","94","207","217","154","39","10","3","751","4","8","33","73","126","75","42","10","8","376","325","183","399","426","643","728","784","488","275","4251","183","99","82","26","40","34","22","13","0","497","3001","2284","4526","5224","6931","7770","7219","3151","1038","41154"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773d,Hervey Bay,"31904","45","322","579","636","686","655","637","341","95","3995","22","207","551","616","726","641","469","189","48","3463","14","143","531","616","660","595","374","115","44","3089","4","53","280","385","402","326","147","47","11","1654","3","17","217","383","432","293","72","28","6","1454","0","9","116","213","248","174","41","21","0","826","0","14","136","229","245","196","53","19","3","900","5","7","60","125","132","114","53","30","11","548","326","234","410","478","586","814","1077","684","342","4958","116","118","155","98","138","129","101","31","6","908","3310","2487","5069","6034","7229","8795","10256","5418","1615","50214"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773c,Brisbane Inner - North,"30503","105","920","1312","625","516","479","382","174","75","4575","51","1006","1872","887","749","512","368","125","50","5623","31","811","2451","1115","918","737","357","120","43","6583","8","414","2084","988","786","507","235","59","21","5101","8","147","1744","1184","958","599","193","63","17","4918","0","66","1040","850","750","412","161","46","20","3342","3","62","1555","1740","1582","821","218","56","32","6065","7","13","590","1781","1808","909","284","107","35","5540","396","793","1708","1086","941","786","587","374","324","6978","175","274","326","174","137","173","115","34","4","1417","5101","9357","18950","12960","11372","8286","5332","2523","1295","75167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773b,Sunnybank,"30306","32","376","890","605","440","396","253","126","52","3163","19","321","1106","701","556","385","205","68","21","3390","9","205","1099","812","564","422","158","34","14","3319","5","74","571","538","431","304","120","22","6","2072","3","33","405","423","378","245","72","11","7","1578","0","6","234","331","257","168","48","4","0","1056","0","4","238","443","357","238","61","11","6","1364","6","10","57","175","170","122","31","14","0","584","182","229","474","292","285","242","232","200","237","2380","97","198","282","96","167","290","120","31","11","1290","3094","4892","9661","6814","5560","5323","3699","1740","897","41677"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-773a,Centenary,"30401","30","186","324","292","280","288","242","85","30","1740","9","198","386","365","402","357","236","64","14","2043","0","131","517","453","468","397","199","44","22","2232","0","53","426","441","413","333","115","20","5","1804","0","33","376","496","462","292","99","18","4","1778","0","10","217","383","330","237","49","11","0","1235","0","4","271","673","589","369","76","4","0","1986","0","3","81","299","392","236","84","14","0","1112","88","78","108","128","151","125","154","153","241","1224","53","33","46","36","34","61","58","15","3","330","2199","1824","3717","4689","4585","4060","2965","1202","572","25832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7739,Kenmore - Brookfield - Moggill,"30402","43","219","253","283","343","289","305","161","53","1950","26","219","340","377","431","370","350","148","46","2302","8","196","476","577","560","439","320","119","41","2735","4","67","349","463","549","387","229","68","27","2145","0","26","336","553","615","437","176","49","5","2192","0","9","200","430","502","325","151","30","11","1656","0","9","308","944","1058","610","176","56","16","3185","3","9","105","754","1124","610","228","67","17","2912","148","101","99","231","238","208","171","226","331","1748","97","105","74","47","64","67","81","14","6","553","3631","2755","3578","6108","6986","5216","4175","2093","941","35474"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7738,Sherwood - Indooroopilly,"30403","38","458","544","324","257","245","293","120","69","2355","26","404","704","338","295","298","265","127","58","2511","10","419","901","479","399","364","235","89","46","2936","15","179","784","449","329","276","177","73","20","2291","3","65","690","561","432","348","145","52","23","2321","0","31","363","458","342","273","102","37","19","1618","3","29","500","834","727","435","196","64","38","2819","3","9","180","737","949","600","225","72","40","2831","250","489","496","276","246","207","211","154","168","2498","183","539","192","112","124","162","89","20","0","1428","5227","8967","8420","6253","5243","4379","3315","1607","882","44289"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7737,The Gap - Enoggera,"30404","64","385","464","445","402","320","322","165","60","2624","45","396","652","535","506","442","304","119","42","3044","56","413","880","738","669","450","280","66","30","3582","24","230","831","697","571","339","144","39","15","2881","4","56","623","752","640","399","125","32","13","2635","3","12","353","621","548","313","62","11","3","1923","0","14","453","1120","923","468","90","26","13","3101","0","3","109","556","557","241","73","23","14","1580","153","162","307","276","255","190","184","230","295","2043","82","59","60","27","24","41","42","6","0","339","3328","3439","6290","7523","6587","4974","3890","2020","1144","39201"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7736,Brisbane Inner,"30501","83","852","1355","529","368","356","312","124","40","4013","58","814","1807","644","478","429","288","105","42","4662","33","704","2281","905","628","494","285","89","36","5454","12","331","1954","780","534","424","190","54","12","4294","8","153","1660","904","617","405","179","48","10","3976","5","59","1061","723","524","340","116","30","11","2865","7","59","1471","1387","1069","660","214","59","20","4949","3","31","505","1151","1215","905","311","84","22","4219","418","1090","2671","1732","1533","1252","899","430","356","10385","506","1748","1966","778","891","612","295","102","16","6903","3952","10947","22826","11880","9670","7865","5006","2150","1110","75420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7735,Brisbane Inner - East,"30502","33","369","542","302","237","212","159","67","28","1958","22","386","851","402","359","286","162","40","16","2527","10","341","1127","583","421","328","134","40","9","2990","4","169","885","498","451","263","96","22","0","2392","4","63","802","614","448","272","67","13","3","2284","0","31","535","494","377","216","46","5","3","1709","3","19","782","1036","749","361","63","11","5","3031","0","15","325","1019","980","324","85","25","4","2781","151","193","580","393","319","227","200","103","46","2212","73","107","80","38","33","47","42","12","0","439","2158","3242","8106","6580","5415","3609","2092","953","428","32583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7734,Brisbane Inner - West,"30504","77","613","690","345","310","260","297","128","35","2755","36","597","987","486","376","359","287","93","30","3255","10","550","1349","643","534","475","276","78","21","3938","9","254","1094","631","486","351","165","44","10","3041","3","89","969","697","658","402","149","30","7","2992","3","28","621","574","498","296","102","23","5","2141","4","36","874","1224","1107","584","158","25","5","4017","4","12","333","1399","1412","707","177","51","13","4109","204","488","743","449","403","364","254","163","107","3172","120","195","165","66","87","106","55","16","0","816","3710","6570","10301","8025","7249","5240","3374","1552","664","46664"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7733,Cairns - North,"30601","68","385","640","715","721","595","426","118","28","3694","32","328","841","856","931","734","366","84","21","4190","11","183","884","967","1037","757","293","87","16","4230","0","87","616","724","788","499","173","32","11","2928","0","34","492","685","730","484","127","22","9","2585","0","17","232","446","479","323","72","8","6","1579","0","6","285","628","663","401","103","20","5","2119","3","8","95","312","372","258","87","36","5","1186","296","219","554","635","718","724","684","330","94","4262","249","157","223","193","344","264","277","121","11","1845","3564","2779","6593","8233","8823","7655","5789","2134","504","46080"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7732,Cairns - South,"30602","136","968","1789","1417","1253","1045","640","238","75","7560","58","787","1938","1759","1648","1159","525","149","52","8076","22","448","1694","1704","1589","1228","430","108","43","7266","12","225","1074","1112","1003","727","239","56","15","4475","0","97","808","946","984","635","156","34","19","3681","4","43","443","570","666","431","96","19","13","2286","3","31","529","712","819","539","134","44","7","2821","9","15","172","359","388","311","132","28","13","1427","962","997","2175","1840","1922","1789","1576","896","405","12554","821","1313","1704","936","1098","816","434","161","27","7309","7242","7977","17154","15808","15763","13763","10090","4589","1691","94078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7731,Innisfail - Cassowary Coast,"30603","82","336","525","419","518","495","336","145","26","2891","30","225","488","426","513","521","284","91","24","2601","17","144","373","365","498","478","215","61","23","2172","5","53","226","230","283","280","107","26","3","1216","4","31","184","204","255","206","79","20","4","986","0","8","69","128","137","117","48","15","7","526","0","9","60","131","195","158","45","23","3","625","0","3","27","58","87","83","55","25","5","341","289","188","448","406","498","609","609","301","88","3436","52","321","372","48","90","82","67","18","0","1051","2025","2264","4308","3904","5045","5842","4996","2277","762","31428"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7730,Port Douglas - Daintree,"30604","27","119","228","196","226","245","213","61","8","1326","7","109","309","249","250","274","175","62","13","1449","4","51","265","203","254","235","168","54","5","1243","0","18","134","149","145","151","103","34","3","750","0","5","118","141","133","158","63","24","4","648","0","0","56","88","78","81","43","14","0","370","0","0","77","138","124","140","85","25","6","591","3","0","44","166","127","120","100","50","6","612","111","112","394","401","394","574","532","247","89","2852","200","214","333","210","486","371","264","99","14","2192","764","847","2453","2437","2884","3439","3023","1214","235","17309"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-772f,Tablelands (East) - Kuranda,"30605","65","317","449","448","535","570","412","161","25","2975","21","195","457","487","560","574","287","74","22","2681","3","111","369","427","540","473","225","62","22","2243","0","44","238","293","367","304","102","27","5","1394","0","14","172","257","358","233","59","21","4","1121","0","4","81","153","185","165","51","8","0","643","0","4","108","185","221","177","45","19","3","762","4","4","47","86","96","89","62","26","6","416","374","209","388","439","579","691","721","459","208","4061","76","217","256","61","64","51","44","14","3","789","2355","2030","4014","4412","5638","6441","5910","2877","948","34616"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-772e,Darling Downs (West) - Maranoa,"30701","84","339","512","482","472","430","246","126","35","2718","54","311","607","505","667","520","215","69","12","2965","26","306","770","594","652","588","190","93","17","3233","7","156","551","447","460","325","101","29","7","2085","0","84","437","409","423","261","71","19","4","1713","0","39","296","299","275","192","47","18","5","1186","0","53","504","486","458","293","81","21","10","1902","3","14","190","281","312","163","81","33","3","1075","411","356","1187","1036","1131","992","790","407","160","6480","17","75","50","34","13","31","22","4","3","259","2286","2600","6731","6222","6819","6202","4670","2336","764","38620"
