sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Mt Gravatt,30303,0,0,3,14,11,23,31,21,3,11,3,3,6,0,3,136,3,16,47,30,83,334,844,1249,286,353,471,524,591,272,210,5317,0,0,18,25,3,26,25,0,0,0,0,0,0,0,3,101,0,4,9,5,0,7,3,4,0,8,0,3,5,0,6,58,0,0,6,12,42,209,83,50,13,7,4,10,3,4,8,452,0,73,28,23,31,16,22,7,0,4,0,5,0,5,5,235,12,80,113,49,16,11,13,3,3,7,3,0,0,0,19,323,0,4,3,24,70,264,183,96,18,27,39,32,52,23,25,858,0,9,3,41,32,121,281,957,118,129,162,245,235,106,84,2525,0,0,11,9,15,51,106,51,11,13,15,9,14,4,9,317,0,3,0,0,10,24,34,52,10,30,50,6,8,0,6,244,0,0,0,0,0,8,32,18,4,0,5,0,0,0,0,69,0,5,8,21,13,25,21,42
Nathan,30304,0,0,0,11,11,4,20,15,5,0,0,5,3,0,0,86,0,0,17,8,12,106,252,358,94,109,125,155,154,106,80,1567,0,0,14,29,0,12,17,0,0,0,0,0,0,0,0,69,0,0,3,5,0,0,3,0,0,0,3,4,0,0,0,25,0,0,4,3,9,39,20,11,4,0,0,3,5,3,0,102,0,32,18,12,16,16,24,15,10,3,4,0,0,5,6,153,0,14,21,10,0,0,0,3,0,0,0,0,0,0,3,65,0,0,0,7,33,103,63,41,13,9,15,8,7,7,18,337,0,3,3,10,8,33,85,469,44,81,118,171,189,108,45,1355,0,3,7,3,12,3,28,12,6,3,11,8,10,14,3,121,0,0,0,0,0,3,4,30,39,32,40,17,19,3,4,188,0,0,0,0,0,3,9,12,5,3,11,5,7,0,3,62,0,3,3,7,14,17,19,31
Rocklea - Acacia Ridge,30305,0,0,0,3,8,10,10,16,4,5,0,4,0,0,3,64,0,4,13,17,42,273,1087,1641,295,262,297,297,257,146,204,4844,0,0,13,40,13,15,30,0,0,0,0,0,4,0,9,125,0,0,4,8,3,26,36,31,7,13,14,6,3,7,4,162,0,0,3,13,38,226,207,74,11,20,17,6,13,10,4,636,0,54,20,18,27,8,14,7,0,3,0,0,0,0,10,166,0,8,23,12,3,3,4,3,0,0,0,0,0,0,6,61,0,0,4,11,75,347,272,114,25,35,22,22,32,15,16,992,0,5,4,33,49,119,420,974,98,88,132,142,129,95,63,2345,0,4,7,6,14,46,91,56,13,9,7,8,5,4,7,271,0,0,0,0,0,24,44,59,24,14,20,6,7,10,4,208,0,0,0,0,8,6,49,47,9,0,4,6,0,0,0,131,0,0,7,15,11,10,11,11
Mudgeeraba - Tallebudgera,30905,0,0,3,14,11,13,25,30,0,0,0,0,3,3,0,105,0,0,0,0,3,19,33,33,10,3,8,10,9,0,0,124,0,0,3,5,3,0,3,0,0,0,0,0,0,0,0,20,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,4,6,6,10,0,0,0,0,0,0,0,0,35,0,32,36,32,20,12,25,6,0,0,0,0,0,0,4,155,0,6,9,3,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,4,3,12,16,0,0,3,0,0,3,3,0,47,0,3,7,10,7,12,25,54,4,10,0,13,0,0,7,151,0,0,0,3,4,0,12,0,0,0,3,0,0,0,3,36,0,0,0,0,0,0,3,8,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,14,3,13,35,24
Nerang,30906,0,0,3,18,14,19,30,17,3,3,3,4,7,0,0,141,0,0,7,3,8,44,98,104,10,21,23,33,22,10,20,413,0,0,37,51,3,14,10,0,0,0,0,0,0,0,0,114,0,6,11,7,3,5,9,3,0,0,0,0,0,0,0,38,0,0,3,12,15,26,21,28,0,0,3,0,4,0,3,115,0,79,70,45,44,41,34,21,0,0,3,0,0,0,9,350,0,6,10,14,3,4,3,0,4,0,0,0,0,0,3,50,0,0,0,0,17,24,26,11,0,0,0,0,0,3,0,90,0,11,8,10,6,19,66,192,16,17,23,27,9,16,15,430,0,3,5,9,4,24,27,15,0,0,0,0,0,0,7,106,0,0,0,3,5,23,15,18,4,3,3,0,0,0,3,78,0,0,0,0,3,7,4,6,0,0,0,6,0,0,0,30,0,4,3,16,12,12,10,30
Ormeau - Oxenford,30907,0,0,6,22,27,40,60,53,17,22,15,12,15,0,5,290,0,3,6,3,10,52,159,205,22,31,48,64,53,37,26,718,0,0,17,34,5,16,19,3,0,0,0,0,0,0,0,104,0,7,15,14,0,22,3,6,0,0,0,0,0,0,0,81,0,0,0,11,29,37,63,37,4,8,3,3,11,0,3,210,0,100,102,59,79,47,61,39,4,3,6,3,7,4,16,525,0,8,18,19,3,3,0,4,0,0,0,0,0,0,0,61,0,0,6,7,19,29,38,18,5,6,3,6,3,4,7,146,0,6,8,30,8,25,81,251,25,21,34,34,12,8,23,565,0,5,8,6,9,18,63,16,6,0,3,3,3,0,5,151,0,0,0,0,7,12,20,15,14,8,3,3,5,3,3,92,0,0,0,6,0,3,15,10,7,0,4,0,3,0,0,44,0,3,9,26,19,30,44,41
Outback - South,31503,0,0,3,3,0,3,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,3,3,9,0,0,0,0,3,0,0,16,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,9,0,13,10,10,0,4,0,3,0,0,0,0,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,22,3,3,0,0,0,0,0,42,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,8,4,0,3
Buderim,31601,0,0,12,22,14,28,31,57,11,17,13,4,9,5,7,228,0,0,4,0,4,21,23,48,15,8,11,12,20,17,10,188,0,0,3,8,0,0,3,0,0,0,0,0,0,3,0,24,0,3,5,4,0,3,0,0,0,0,0,0,0,0,0,13,0,3,0,0,4,11,21,9,0,3,0,0,0,0,3,54,0,49,61,33,51,28,35,22,3,5,4,4,3,6,22,322,0,4,3,3,0,0,4,0,0,0,3,0,0,0,0,15,0,0,0,0,4,6,15,3,3,0,3,0,3,3,0,47,0,5,3,15,3,6,23,71,5,14,22,18,10,10,8,212,0,0,11,3,4,4,12,8,0,0,0,4,0,0,0,57,0,0,0,0,5,0,3,7,4,8,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,26,7,17,16,41
Caloundra,31602,0,0,9,32,18,30,42,40,9,23,26,14,0,3,3,255,3,3,7,0,9,7,19,27,0,4,5,8,4,0,5,118,0,0,17,15,0,0,0,3,0,0,0,0,0,0,3,42,0,6,15,3,0,0,3,0,0,0,0,5,0,0,0,34,0,3,4,12,10,14,30,13,3,6,0,3,0,0,3,111,0,111,82,62,53,31,49,38,3,5,4,3,0,10,13,465,0,3,7,11,6,0,3,0,0,0,0,0,0,0,0,31,0,0,0,8,0,9,4,3,3,3,0,3,7,0,0,39,0,7,5,29,0,7,26,146,12,30,20,16,11,18,5,329,0,6,12,0,4,3,17,7,7,9,0,3,9,0,4,80,0,0,0,9,0,7,4,5,3,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,24,37,16,22,29,47
Maroochy,31603,0,3,6,31,25,30,39,36,14,12,10,9,10,6,3,242,4,3,4,0,3,3,14,34,8,8,18,14,11,3,10,134,0,3,11,9,0,7,0,0,0,0,0,0,0,0,0,34,0,8,7,3,0,0,4,5,0,0,3,0,0,0,0,32,0,0,3,7,11,12,12,7,3,5,0,0,0,0,3,59,0,81,60,33,44,26,45,39,0,10,6,5,7,10,4,373,0,3,16,6,0,3,5,0,0,0,0,0,0,0,0,44,0,0,0,0,4,9,3,6,0,3,0,3,3,3,0,35,0,6,3,12,4,5,11,192,12,22,55,68,49,17,14,473,0,0,7,3,10,4,12,16,3,4,6,0,8,0,0,58,0,0,0,0,0,0,0,4,7,0,3,0,7,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,11,25,14,18,17,26
Noosa,31605,0,4,12,18,12,14,25,27,13,17,9,21,11,0,9,173,0,3,4,0,5,3,12,16,10,0,8,3,4,9,4,78,0,3,5,16,0,4,0,0,0,0,0,0,0,0,0,27,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,7,6,6,4,3,3,0,0,0,0,0,4,40,0,68,81,32,53,40,65,25,0,13,13,3,3,3,13,412,0,3,11,7,0,0,0,0,0,0,0,4,0,0,0,36,0,0,3,7,0,3,0,0,0,0,0,0,3,0,0,26,0,7,4,11,3,12,11,44,4,12,9,7,5,11,0,147,0,3,4,3,0,5,9,14,0,4,3,0,5,5,3,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,20,14,9,21,14
Sunshine Coast Hinterland,31606,0,0,8,32,23,26,13,20,0,0,3,3,3,0,5,135,0,4,0,0,0,3,7,9,3,3,0,0,5,0,0,36,0,0,18,10,0,3,3,0,0,0,0,0,0,0,0,27,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,3,4,11,3,0,0,0,0,0,0,0,0,32,0,65,58,40,53,34,38,16,7,4,4,4,0,6,11,336,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,6,3,3,3,4,0,3,3,0,0,0,8,41,0,3,3,9,4,4,5,34,4,0,3,7,7,5,4,87,0,10,6,4,3,0,12,4,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,22,17,11,15,7
Nambour,31607,0,0,8,19,14,19,18,18,7,10,0,0,3,0,0,113,0,3,0,0,4,3,4,9,5,0,0,3,0,0,0,42,0,0,4,9,0,3,3,0,0,0,0,0,0,0,0,23,0,0,3,4,0,0,0,0,3,0,0,0,0,0,5,17,0,0,3,11,3,4,4,3,3,0,0,3,4,0,0,42,0,52,49,40,47,13,27,20,3,5,3,5,3,0,13,275,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,11,4,5,6,3,0,0,0,0,0,0,32,0,4,9,10,0,4,7,68,3,4,13,5,13,4,12,159,0,5,6,3,8,8,10,4,0,3,0,0,4,0,3,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,11,3,12,4,10
Noosa Hinterland,31608,0,0,3,17,10,14,10,9,0,3,0,0,4,0,0,73,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,3,0,0,0,0,0,0,0,15,0,32,22,23,28,18,20,23,0,0,0,0,4,0,6,188,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,18,0,0,4,3,0,3,5,4,0,0,0,0,0,3,3,30,0,8,8,0,6,0,3,4,0,0,0,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,6,4,5
Charters Towers - Ayr - Ingham,31801,0,0,3,12,4,7,4,0,0,3,0,0,0,4,7,48,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,10,0,6,0,3,0,0,3,3,3,47,0,49,25,10,11,4,5,4,3,0,0,3,0,7,12,121,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,4,0,3,0,0,0,0,0,0,0,9,21,0,3,3,4,0,0,8,21,3,9,3,0,5,3,3,67,0,3,0,6,0,3,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0
Townsville,31802,0,0,15,44,43,38,82,80,19,21,23,20,27,20,10,439,4,5,21,18,15,39,66,125,15,19,28,25,34,25,10,453,0,3,15,22,5,3,3,3,0,0,0,0,0,0,0,48,0,3,10,0,0,6,5,12,3,4,8,3,7,0,0,63,3,0,8,17,32,57,74,62,9,0,0,16,11,8,3,296,3,144,99,92,74,66,66,100,15,4,14,12,8,9,28,738,0,15,39,26,4,7,6,8,0,6,0,0,0,0,4,116,0,3,6,15,10,22,19,24,3,3,7,13,10,16,4,139,0,6,9,36,16,46,176,566,98,80,60,111,67,43,35,1351,0,6,14,11,9,21,24,51,3,4,12,3,21,8,3,186,0,0,0,3,3,10,15,15,8,13,4,11,4,5,3,88,0,0,4,0,0,0,14,11,0,0,19,13,3,0,0,66,0,16,10,40,37,38,44,54
Bundaberg,31901,0,4,6,23,4,14,19,21,0,11,9,4,6,0,4,129,0,4,6,0,0,5,14,24,7,9,7,13,14,11,11,125,0,0,10,18,3,4,3,0,0,0,0,0,0,0,0,41,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,23,0,3,3,7,9,20,23,21,4,3,6,3,5,0,6,100,0,93,92,53,34,27,16,25,3,0,3,6,6,8,5,382,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,10,0,5,7,4,0,9,5,8,17,10,13,86,0,15,5,11,10,7,26,106,18,11,37,20,23,13,4,289,3,7,9,7,0,3,9,7,0,3,0,0,0,0,5,61,0,0,0,3,0,0,0,9,0,6,0,0,0,0,0,20,0,0,0,3,0,3,0,0,0,0,0,3,9,0,0,14,0,8,10,31,15,5,12,9
Burnett,31902,0,0,3,10,0,5,3,7,0,0,0,0,0,0,0,43,0,0,3,0,0,5,9,9,3,0,0,0,3,0,4,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,7,3,0,3,0,0,0,0,0,24,0,53,43,43,30,18,15,14,0,0,0,0,0,0,6,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,7,14,0,0,3,4,3,0,3,49,0,0,0,3,3,0,0,0,3,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,3,9,3,7
Gympie - Cooloola,31903,0,0,11,17,16,10,8,4,0,5,0,0,3,0,3,75,0,4,6,3,0,0,8,9,3,3,0,0,0,0,3,33,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,17,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,11,5,9,0,0,0,0,0,0,0,0,29,0,55,65,46,38,20,21,13,0,0,0,0,3,0,6,268,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,3,4,8,31,6,3,3,0,0,3,0,70,0,9,4,3,0,7,3,8,0,0,4,0,0,0,3,37,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,8,3,0,4,10
Hervey Bay,31904,0,3,5,33,16,16,14,17,4,3,0,4,0,0,0,111,0,0,5,0,0,5,16,20,9,3,0,6,0,0,0,77,0,3,18,13,0,0,3,0,0,0,0,0,0,0,0,36,0,3,12,7,0,5,7,4,0,3,0,3,0,0,0,39,0,3,0,3,6,18,17,8,0,5,0,0,0,3,3,71,3,123,103,89,58,30,18,14,0,3,0,3,0,0,17,469,0,4,10,7,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,3,8,4,0,0,0,0,4,0,4,0,31,0,7,4,18,3,4,27,62,9,11,8,13,13,12,7,191,0,8,8,13,3,0,12,7,0,0,0,0,3,0,3,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,12,28,9,13,5,7
The Gap - Enoggera,30404,0,0,4,17,15,22,38,17,8,3,5,7,8,4,3,154,3,0,3,0,8,23,47,64,17,14,19,30,27,23,14,287,0,3,3,10,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,17,0,0,0,5,24,35,14,8,0,0,0,5,0,0,3,92,3,34,18,17,23,14,32,31,6,4,3,6,0,0,5,198,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,9,5,19,24,10,0,0,3,0,3,0,0,72,0,3,0,20,12,28,84,101,30,14,24,16,24,11,15,384,0,3,5,3,9,8,11,8,9,0,4,0,3,0,0,57,0,0,0,0,9,11,16,34,11,10,3,3,0,0,4,98,0,0,0,0,4,4,14,7,5,5,3,0,0,0,3,48,0,3,5,13,23,34,31,56
Brisbane Inner,30501,0,0,11,26,30,34,45,73,30,23,30,49,52,39,16,449,0,13,15,12,29,127,257,401,103,152,221,254,359,302,138,2399,0,0,5,7,0,13,13,0,0,0,0,3,0,0,0,54,0,8,9,7,3,3,5,3,0,0,0,3,0,3,7,54,0,0,3,8,17,44,25,20,3,3,4,3,3,3,3,150,0,46,25,21,30,23,61,65,19,17,14,26,36,41,16,433,6,71,197,78,14,5,5,0,0,5,0,0,6,0,44,434,0,3,3,17,38,132,74,87,22,30,38,55,55,65,34,648,0,5,5,23,12,49,158,310,90,138,150,220,270,264,48,1755,0,8,5,3,7,17,50,40,22,8,13,12,33,32,5,263,0,0,0,4,4,11,32,77,41,32,41,48,36,30,15,376,0,0,0,0,3,3,6,15,0,3,6,6,0,8,0,50,0,7,12,25,28,40,37,71
Brisbane Inner - East,30502,0,0,0,12,17,22,22,25,18,6,10,13,7,3,4,163,0,8,10,0,0,22,35,33,0,6,15,17,22,13,5,194,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0,18,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,6,9,18,15,8,0,0,3,0,0,0,6,71,0,26,15,15,19,11,19,29,6,6,0,9,7,4,10,175,0,4,11,7,5,0,0,0,0,0,0,0,0,0,3,35,0,0,0,6,12,23,11,7,6,9,0,3,4,3,3,79,0,0,0,9,7,12,56,136,17,19,41,46,52,38,14,439,0,0,0,0,0,8,17,9,6,6,3,3,3,0,0,51,0,0,0,0,0,7,10,21,4,9,21,9,9,7,0,102,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,12,0,4,3,20,20,25,43,99
Sunnybank,30306,0,0,0,3,4,12,12,9,3,3,0,0,6,0,0,55,0,7,24,23,78,447,1223,1742,332,365,478,461,453,307,275,6204,0,0,5,44,0,18,40,3,0,0,0,0,0,0,3,112,0,0,0,3,3,12,11,7,0,3,0,0,0,7,3,51,0,3,3,15,24,109,119,50,4,16,5,12,3,9,15,385,0,54,15,16,6,7,14,8,0,0,3,0,3,0,8,131,7,19,43,19,6,3,3,0,0,9,0,0,0,0,0,121,0,0,9,18,67,339,239,125,31,39,53,42,42,17,39,1061,0,4,6,29,20,84,245,927,87,118,203,375,302,188,98,2680,0,0,5,16,31,48,105,50,10,8,8,4,9,3,7,308,0,0,0,0,0,7,10,24,30,20,53,4,3,0,0,158,0,0,0,0,0,8,40,48,16,8,16,24,5,3,0,171,0,0,3,7,0,15,4,12
Centenary,30401,0,0,4,16,15,28,24,13,0,0,3,3,3,0,0,100,0,3,12,6,30,135,147,126,24,32,24,36,33,30,17,657,0,0,4,12,3,4,0,0,0,0,0,0,0,0,0,29,0,5,3,3,0,3,0,3,4,0,0,0,0,0,3,28,0,0,0,13,48,144,50,20,6,0,9,0,0,0,3,288,0,55,21,14,29,22,26,23,3,0,7,0,5,0,5,210,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,8,34,83,30,12,0,3,0,0,0,0,0,167,0,3,3,20,27,67,144,129,30,6,18,19,8,4,8,476,0,6,5,4,16,22,24,13,0,3,0,0,0,0,0,86,0,0,0,3,13,35,59,54,23,31,11,3,5,3,0,254,0,0,0,5,3,6,20,7,3,0,0,0,0,0,0,42,0,0,3,3,12,29,13,9
Kenmore - Brookfield - Moggill,30402,0,3,3,27,24,28,37,38,13,9,10,15,9,10,3,223,3,4,3,4,10,74,124,129,24,37,40,51,54,39,22,606,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,6,14,19,11,7,5,0,0,0,0,0,0,67,0,60,34,22,30,24,60,44,3,8,3,3,10,0,5,305,0,8,0,3,0,3,9,4,0,0,0,0,0,0,0,26,3,3,3,11,28,70,41,26,0,3,0,3,0,0,6,206,3,6,5,62,36,93,138,173,33,21,33,29,12,14,9,668,0,9,5,4,11,7,31,10,0,3,3,3,0,0,0,99,0,0,0,3,22,23,26,40,10,12,3,3,0,3,7,159,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,9,29,12,29,22,50
Sherwood - Indooroopilly,30403,0,0,7,18,25,22,41,35,11,24,15,14,27,14,4,252,0,6,4,3,13,77,192,299,95,156,196,313,535,505,119,2513,0,0,0,9,0,0,4,0,0,3,0,0,0,0,0,24,0,0,3,3,0,0,9,6,3,3,3,3,3,13,0,45,0,0,0,3,20,23,25,5,0,4,3,3,0,3,0,95,0,43,13,9,22,30,30,38,7,6,6,8,8,13,10,245,0,5,0,8,0,0,0,0,4,0,0,3,0,0,0,27,0,3,3,16,30,54,57,44,15,50,32,47,54,29,14,443,0,7,3,25,22,48,142,245,65,55,93,125,157,98,22,1109,0,6,0,6,15,27,54,54,12,20,41,48,155,103,10,544,0,0,0,4,17,30,25,63,31,38,42,14,23,11,4,291,0,0,0,0,0,0,0,21,0,0,0,4,3,4,3,38,0,0,4,14,13,31,22,16
Brisbane Inner - North,30503,0,3,3,28,34,44,45,98,18,24,28,19,31,12,10,387,0,3,7,9,23,77,154,237,63,92,159,299,334,173,107,1725,0,0,13,15,0,9,11,0,0,0,0,0,0,0,0,57,0,3,9,0,0,8,3,11,0,3,3,6,7,7,0,47,0,3,3,13,19,49,39,21,8,3,5,3,15,4,5,194,0,49,16,21,30,38,43,39,7,20,8,10,15,8,6,303,3,8,12,11,0,3,3,0,0,0,0,0,0,0,3,39,0,3,10,23,29,72,61,59,14,32,35,58,40,28,8,464,0,3,12,54,20,54,137,561,59,105,181,219,213,125,36,1776,0,3,0,6,6,19,41,30,5,3,13,19,25,16,0,194,0,0,3,0,3,12,38,95,37,70,28,25,34,16,3,362,0,0,0,3,0,3,3,5,0,3,11,10,0,29,0,70,0,14,14,24,35,42,54,84
Brisbane Inner - West,30504,0,0,0,17,21,29,42,18,11,11,6,27,16,18,9,237,0,3,10,4,6,38,73,127,41,55,67,161,208,163,57,1025,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,3,6,26,17,24,3,0,0,0,0,3,0,0,84,0,28,13,16,21,31,40,43,4,6,9,10,9,4,7,242,3,15,6,4,0,3,3,0,0,3,0,0,0,0,0,36,3,0,0,3,20,35,34,32,5,18,13,15,22,9,0,218,0,0,0,20,11,21,59,155,16,32,59,62,82,46,27,596,0,6,3,0,5,12,22,12,9,3,7,7,30,29,5,139,0,0,3,0,0,15,7,31,9,8,13,9,7,13,3,131,0,0,0,3,0,0,3,5,0,0,5,12,0,3,0,40,0,7,3,19,20,63,42,59
