sa3_code16,sme_usl_ad_5_yr_ago_as_2016_m,sme_usl_ad_5_yr_ago_as_2016_f,sme_usl_ad_5_yr_ago_as_2016_p,dif_usl_ad_5_yr_ago_sme_sa2_m,dif_usl_ad_5_yr_ago_sme_sa2_f,dif_usl_ad_5_yr_ago_sme_sa2_p,dif_us_ad_5_ago_dif_sa2_nsw_m,dif_us_ad_5_ago_dif_sa2_nsw_f,dif_us_ad_5_ago_dif_sa2_nsw_p,dif_us_ad_5_ago_dif_sa2_vic_m,dif_us_ad_5_ago_dif_sa2_vic_f,dif_us_ad_5_ago_dif_sa2_vic_p,dif_us_ad_5_ago_dif_sa2_qld_m,dif_us_ad_5_ago_dif_sa2_qld_f,dif_us_ad_5_ago_dif_sa2_qld_p,dif_us_ad_5_ago_dif_sa2_sa_m,dif_us_ad_5_ago_dif_sa2_sa_f,dif_us_ad_5_ago_dif_sa2_sa_p,dif_us_ad_5_ago_dif_sa2_wa_m,dif_us_ad_5_ago_dif_sa2_wa_f,dif_us_ad_5_ago_dif_sa2_wa_p,dif_us_ad_5_ago_dif_sa2_tas_m,dif_us_ad_5_ago_dif_sa2_tas_f,dif_us_ad_5_ago_dif_sa2_tas_p,dif_us_ad_5_ago_dif_sa2_nt_m,dif_us_ad_5_ago_dif_sa2_nt_f,dif_us_ad_5_ago_dif_sa2_nt_p,dif_us_ad_5_ago_dif_sa2_act_m,dif_us_ad_5_ago_dif_sa2_act_f,dif_us_ad_5_ago_dif_sa2_act_p,dif_us_ad_5_ago_dif_sa2_ot_m,dif_us_ad_5_ago_dif_sa2_ot_f,dif_us_ad_5_ago_dif_sa2_ot_p,dif_us_ad_5_ago_dif_sa2_tot_m,dif_us_ad_5_ago_dif_sa2_tot_f,dif_us_ad_5_ago_dif_sa2_tot_p,difnt_usl_add_5_yr_ago_os_m,difnt_usl_add_5_yr_ago_os_f,difnt_usl_add_5_yr_ago_os_p,difnt_usl_add_5_yr_ago_ns_m,difnt_usl_add_5_yr_ago_ns_f,difnt_usl_add_5_yr_ago_ns_p,difnt_usl_add_5_yr_ago_tot_m,difnt_usl_add_5_yr_ago_tot_f,difnt_usl_add_5_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p,sa3_name16
21005,40770,41561,82329,3323,3336,6661,649,660,1310,16323,16180,32505,328,337,670,178,177,349,147,154,299,51,55,103,53,41,92,36,36,72,0,0,0,17768,17635,35405,6336,6244,12576,301,247,550,27723,27466,55190,4942,4826,9764,73429,73852,147283,Tullamarine - Broadmeadows
21101,45674,47544,93218,2199,2347,4544,330,335,672,15616,16412,32029,314,348,664,158,181,339,148,145,291,68,74,149,23,31,56,32,40,72,0,0,3,16693,17578,34270,2797,3342,6138,277,269,542,21961,23539,45497,3101,3327,6429,70740,74403,145139,Knox
21102,8240,8454,16698,363,371,731,50,51,104,2458,2597,5057,44,55,99,16,14,29,20,20,44,10,3,12,4,7,6,6,13,21,0,0,0,2607,2763,5367,425,429,848,39,42,81,3437,3597,7034,562,570,1130,12239,12624,24860,Manningham - East
21103,29409,31373,60782,1605,1760,3364,276,277,552,12664,13686,26344,266,249,515,96,110,210,97,92,191,50,52,106,38,34,73,36,35,75,0,0,0,13524,14540,28064,2300,2559,4861,229,276,508,17661,19141,36799,2326,2723,5049,49396,53231,102629,Maroondah
21104,16767,18206,34979,797,838,1643,168,178,339,6002,6283,12289,131,146,275,82,69,153,71,80,152,42,39,82,16,18,35,31,40,72,0,0,0,6544,6847,13392,2178,2415,4593,128,80,207,9645,10186,19831,1062,1289,2348,27477,29680,57159,Whitehorse - East
21105,43654,44165,87816,3812,4063,7877,343,375,717,14858,15880,30732,385,403,793,110,109,214,173,170,342,63,75,133,45,52,98,37,41,76,4,3,9,16011,17105,33115,1244,1390,2630,277,300,577,21343,22861,44198,3759,3872,7634,68750,70903,139650,Yarra Ranges
21201,21414,21375,42792,2674,2936,5609,319,306,624,13313,14549,27858,309,311,622,73,91,165,113,93,206,46,50,93,37,55,90,27,31,56,3,3,4,14232,15478,29715,1123,1278,2401,227,203,432,18257,19899,38156,2712,2804,5509,42382,44079,86460,Cardinia
21202,36261,37092,73352,2551,2648,5198,327,319,650,13562,13719,27283,310,312,619,143,124,270,143,108,248,55,55,113,31,25,57,41,33,75,9,0,9,14620,14707,29328,3797,3805,7606,309,255,568,21281,21417,42697,3129,3159,6290,60669,61666,122333,Casey - North
21203,38464,38433,76899,2982,3024,6003,511,511,1019,23349,23524,46871,446,417,869,189,184,373,203,199,406,59,65,131,63,65,128,46,34,84,3,0,3,24872,25002,49874,4894,5641,10526,426,345,775,33176,34007,67186,4550,4560,9107,76189,76999,153190,Casey - South
21204,47351,48273,95618,5030,4635,9668,482,402,882,16462,15201,31662,387,319,705,203,144,344,184,141,322,71,68,133,55,42,94,49,35,86,14,0,15,17899,16352,34253,11906,10710,22613,583,381,961,35423,32080,67495,5792,5313,11111,88561,85659,174226,Dandenong
21205,42986,45717,88703,3176,3238,6407,615,619,1238,16328,15983,32304,483,461,942,257,269,533,253,267,517,176,172,345,74,77,152,129,108,234,0,0,0,18305,17960,36265,12565,13130,25693,357,298,652,34396,34626,69025,4125,4400,8522,81507,84737,166243,Monash
21301,52053,53728,105778,3671,3609,7280,467,466,929,14690,14274,28962,337,334,674,184,140,321,143,132,273,77,85,168,73,62,132,46,50,92,7,6,9,16016,15548,31569,8174,7483,15657,429,363,799,28297,27001,55299,6252,5968,12213,86603,86701,173300,Brimbank
21302,22224,23465,45690,2420,2591,5010,380,427,811,7620,7852,15475,311,342,650,128,141,266,173,188,360,68,88,160,34,38,64,50,56,106,0,0,0,8754,9124,17882,2135,2271,4409,207,222,433,13516,14217,27732,2388,2486,4873,38129,40165,78292,Hobsons Bay
21303,17366,18074,35443,1685,1689,3379,587,579,1168,9420,9009,18431,440,454,895,198,200,397,242,211,450,96,95,187,45,58,107,131,125,257,4,3,4,11164,10735,21902,4851,4478,9333,301,233,533,18006,17135,35137,3095,2935,6032,38465,38150,76608,Maribyrnong
21304,38073,38796,76873,4254,4675,8930,665,686,1357,16867,17857,34717,417,417,839,248,248,498,207,210,417,127,132,256,60,70,132,56,64,118,3,3,5,18652,19685,38339,2726,3161,5886,306,287,598,25939,27814,53756,5172,4927,10096,69179,71544,140721,Melton - Bacchus Marsh
21305,47220,47603,94825,4968,5153,10123,1518,1506,3020,26208,25575,51779,975,978,1956,476,435,912,423,428,852,231,236,464,138,144,282,189,197,383,3,0,3,30152,29496,59642,10312,11540,21849,506,441,946,45935,46625,92558,6933,5847,12782,100085,100074,200161,Wyndham
21401,33792,35205,68996,3858,4246,8106,398,454,852,15357,16516,31870,408,447,857,98,95,194,144,155,300,75,107,179,45,44,95,32,51,78,0,0,0,16561,17866,34424,1743,2042,3777,385,357,745,22542,24506,47056,4395,4687,9074,60732,64395,125128,Frankston
21402,39316,41612,80930,6598,7361,13956,807,727,1539,16120,17851,33975,744,686,1428,139,124,261,287,267,553,96,117,214,120,106,232,76,80,152,0,0,3,18395,19959,38357,1418,1606,3022,352,403,754,26764,29325,56090,4652,5316,9972,70729,76257,146991,Mornington Peninsula
21501,17184,17102,34280,3502,3907,7407,184,179,358,3095,3343,6439,218,213,435,265,296,565,118,111,233,28,29,62,70,71,134,7,13,22,0,0,0,3981,4262,8244,302,392,689,108,99,211,7882,8662,16542,2772,2159,4932,27838,27921,55756,Grampians
21502,13501,13831,27330,2093,2377,4471,675,764,1436,4179,4520,8699,223,249,471,458,508,966,129,116,246,31,26,61,78,87,172,5,10,20,0,0,0,5785,6287,12068,702,618,1316,172,167,340,8746,9451,18198,2532,2453,4981,24779,25730,50512,Mildura
21503,10672,10491,21162,1947,2041,3990,297,302,598,1857,1994,3850,160,170,325,69,66,134,56,75,130,10,8,21,42,31,80,3,3,9,0,0,0,2498,2651,5152,370,336,707,83,56,137,4903,5088,9986,2081,2011,4096,17656,17592,35248,Murray River - Swan Hill
21601,10550,10523,21073,2059,2148,4207,403,427,829,2242,2498,4740,163,157,322,31,33,65,71,76,146,26,31,65,20,30,52,7,3,12,0,0,0,2968,3255,6228,184,202,382,95,76,171,5303,5689,10991,1491,1565,3062,17341,17779,35123,Campaspe
20802,35612,38666,74279,3140,3122,6262,700,773,1469,15811,16501,32308,475,536,1011,215,208,427,277,281,558,98,116,218,38,48,85,96,113,209,0,0,0,17717,18569,36281,6875,7789,14664,360,331,691,28089,29807,57891,3512,3669,7184,67214,72149,139359,Glen Eira
20803,30247,32684,62927,2553,2681,5231,417,404,824,12702,13773,26474,366,394,758,107,106,214,154,145,302,81,84,169,29,37,65,48,43,94,0,0,0,13910,14989,28902,2646,2996,5637,248,220,469,19354,20879,40237,3041,3412,6448,52642,56973,109619,Kingston
21602,7952,7918,15871,1703,1776,3473,408,468,876,1740,1803,3536,131,156,287,40,36,77,71,68,140,28,21,52,18,15,40,11,9,19,0,0,0,2441,2579,5025,187,210,398,57,74,131,4385,4641,9024,1334,1292,2629,13680,13848,27529,Moira
21603,16642,16811,33450,3087,3206,6286,312,358,666,4663,5035,9698,265,269,534,73,95,164,87,69,162,56,73,128,38,29,66,18,12,27,0,0,0,5508,5938,11450,1128,1137,2266,148,136,290,9868,10424,20292,2954,2754,5704,29467,29986,59448,Shepparton
21701,10631,10673,21305,1939,2048,3988,141,143,287,1811,1984,3794,111,138,258,210,255,465,85,103,183,47,53,99,34,29,65,9,3,9,0,0,0,2446,2709,5151,168,200,370,70,74,143,4621,5034,9655,1391,1382,2772,16639,17089,33733,Glenelg - Southern Grampians
21703,10960,10834,21788,2094,2109,4195,103,116,219,2229,2317,4548,107,110,220,61,65,120,52,47,94,33,35,68,30,30,63,3,6,10,0,0,0,2618,2727,5346,250,221,477,64,44,108,5025,5107,10133,1554,1529,3077,17538,17464,34999,Colac - Corangamite
21704,13027,13585,26609,2571,2763,5336,144,145,293,4125,4661,8787,167,168,336,151,158,306,94,104,196,47,49,97,45,63,110,11,19,31,0,0,0,4787,5361,10155,510,470,984,97,100,201,7973,8702,16672,1883,2020,3902,22881,24307,47181,Warrnambool
30101,19578,19931,39510,1560,1571,3130,452,490,939,216,239,456,8395,8910,17308,64,57,120,95,87,182,33,33,61,34,47,83,44,31,74,0,0,0,9327,9899,19220,924,1084,2014,218,204,430,12028,12765,24796,1523,1524,3052,33137,34215,67356,Capalaba
30102,19168,20144,39311,2860,3097,5958,879,998,1876,328,339,673,10767,11414,22182,114,102,217,148,164,317,74,84,160,58,66,126,79,78,157,0,0,0,12453,13258,25707,1170,1312,2474,336,361,694,16817,18017,34836,2155,2240,4396,38134,40401,78543,Cleveland - Stradbroke
30103,15797,16800,32597,1668,1803,3466,656,668,1327,282,303,583,8759,9326,18084,103,104,204,134,139,275,43,53,96,52,62,116,58,55,119,0,3,3,10093,10709,20804,1538,1640,3177,261,224,483,13558,14377,27933,1731,1718,3448,31085,32891,63976,Wynnum - Manly
30201,10218,11086,21303,490,543,1036,364,346,712,184,194,375,5106,5539,10648,52,49,101,73,82,155,26,29,55,58,52,114,57,58,112,0,3,3,5916,6353,12267,792,922,1723,155,175,333,7355,7996,15355,779,821,1597,18355,19899,38252,Bald Hills - Everton Park
30202,15735,17212,32945,1008,1155,2164,552,615,1167,297,288,586,9309,9816,19125,90,79,170,107,106,212,50,56,108,92,61,152,64,66,130,0,0,0,10562,11081,21642,1649,1984,3637,280,234,518,13502,14459,27960,1806,2036,3842,31045,33701,64744,Chermside
30203,8094,8282,16382,812,800,1614,405,353,754,192,168,358,5561,5599,11157,63,56,119,79,70,143,29,35,66,45,41,86,44,45,93,3,0,0,6421,6364,12782,1334,1418,2749,177,145,326,8748,8723,17466,1165,1262,2430,18008,18264,36274,Nundah
30204,13229,14298,27530,1357,1438,2794,446,425,872,241,258,502,7401,7846,15247,74,84,151,79,81,162,31,34,64,70,62,130,45,51,97,0,0,0,8385,8840,17231,1430,1689,3127,254,235,489,11421,12209,23633,1422,1524,2944,26079,28030,54104,Sandgate
30301,11909,12918,24834,814,861,1676,409,443,854,148,184,329,6468,6995,13467,61,60,123,83,80,168,16,17,29,39,32,70,44,51,92,0,0,0,7268,7869,15132,1194,1349,2544,187,219,401,9452,10302,19753,1156,1248,2401,22522,24466,46988,Carindale
30302,13768,14388,28158,1205,1314,2521,774,778,1554,310,296,604,10781,10852,21631,85,86,173,137,135,272,54,57,115,62,56,116,69,81,152,3,0,3,12278,12342,24627,3068,3368,6434,359,342,701,16917,17367,34278,2407,2284,4695,33094,34039,67129,Holland Park - Yeronga
30303,15912,17153,33064,1138,1262,2397,508,479,990,222,223,446,8698,8951,17645,108,101,210,87,94,180,31,41,73,46,35,76,57,65,121,0,0,0,9756,9990,19747,3744,4266,8003,255,235,490,14896,15754,30647,1609,1727,3333,32411,34632,67042,Mt Gravatt
30304,8711,9311,18025,701,641,1345,321,294,617,131,110,242,4712,4636,9351,49,45,93,51,47,92,13,20,32,28,31,61,29,30,63,0,3,3,5340,5215,10555,2006,1886,3897,159,134,289,8204,7883,16089,1103,1081,2184,18021,18272,36294,Nathan
30305,13562,14031,27595,1351,1421,2769,368,352,722,171,162,326,7014,7188,14201,84,81,165,66,55,125,26,23,55,59,45,105,34,46,82,0,0,0,7833,7942,15774,2610,2876,5484,245,230,477,12046,12464,24513,1413,1352,2765,27016,27853,54866,Rocklea - Acacia Ridge
30905,7930,8174,16099,808,875,1680,767,827,1594,205,212,417,3672,4085,7764,56,52,110,98,100,194,20,30,51,30,35,62,33,42,80,0,0,0,4889,5386,10271,531,602,1137,122,113,231,6346,6971,13323,916,895,1808,15192,16043,31230,Mudgeeraba - Tallebudgera
30906,15386,15686,31071,1879,2009,3888,1036,1141,2170,331,368,696,7880,8689,16570,115,115,230,150,146,298,81,96,174,65,78,141,60,62,127,0,0,0,9718,10695,20412,1207,1370,2579,331,301,628,13135,14374,27514,2066,2220,4289,30586,32281,62870,Nerang
30907,21337,21545,42881,4207,4397,8602,2473,2775,5246,939,949,1895,16621,17888,34509,273,298,569,321,322,651,191,215,406,132,134,270,172,184,356,3,3,6,21135,22772,43902,3065,3260,6325,614,593,1207,29025,31023,60044,4036,4073,8110,54395,56641,111038,Ormeau - Oxenford
31503,4755,4458,9207,1042,1122,2161,140,153,296,42,37,78,1243,1399,2643,27,30,61,23,21,43,7,5,11,45,37,83,3,0,3,0,0,4,1527,1692,3221,109,167,276,62,43,103,2739,3024,5757,777,731,1503,8265,8209,16472,Outback - South
31601,10523,11743,22270,1362,1467,2827,695,815,1511,407,466,871,7638,8900,16542,148,179,320,165,184,350,85,109,196,71,83,160,70,95,162,0,0,0,9285,10828,20111,1249,1476,2730,239,267,506,12142,14036,26182,1416,1508,2917,24083,27282,51368,Buderim
31602,16554,17906,34456,2527,2744,5270,952,1092,2045,521,567,1088,11454,12529,23978,119,118,239,188,201,387,120,158,272,115,108,222,92,111,206,0,0,0,13557,14882,28438,1301,1454,2757,320,310,634,17703,19397,37098,2315,2431,4748,36573,39732,76300,Caloundra
31603,10820,11528,22342,2221,2427,4647,774,855,1631,504,582,1080,7148,7779,14930,117,106,220,202,187,392,92,109,203,81,110,192,64,66,123,0,0,3,8979,9793,18770,1276,1518,2798,265,222,486,12738,13952,26695,2202,2373,4580,25762,27851,53613,Maroochy
31605,7842,8531,16374,1677,1717,3396,857,947,1802,588,634,1226,4948,5558,10503,105,118,226,160,185,340,69,71,136,55,59,111,59,57,116,0,0,0,6841,7618,14458,930,1014,1945,153,161,317,9593,10520,20119,1391,1418,2804,18826,20469,39296,Noosa
31606,12617,12847,25468,1455,1588,3041,492,493,988,195,241,435,5816,6317,12137,67,74,141,133,136,265,38,46,77,84,91,175,34,29,62,0,0,4,6861,7425,14285,462,511,971,169,171,338,8943,9692,18638,1559,1504,3065,23125,24048,47168,Sunshine Coast Hinterland
31607,9874,10171,20043,1486,1610,3092,385,480,867,258,272,528,5184,5666,10853,45,51,101,115,109,228,49,39,87,66,77,139,31,29,60,0,0,0,6135,6734,12865,398,484,886,188,156,342,8207,8982,17186,1415,1420,2834,19492,20569,40065,Nambour
31608,5631,5602,11230,869,929,1802,324,358,682,174,186,356,2163,2238,4407,42,45,85,87,85,177,17,17,36,48,37,83,19,30,49,0,0,0,2868,3007,5875,188,226,419,80,89,163,4012,4249,8258,729,667,1395,10363,10516,20885,Noosa Hinterland
31801,12607,12188,24799,1927,1954,3885,155,152,310,64,79,145,2978,3119,6092,29,24,55,72,56,129,13,14,30,88,87,176,13,13,25,0,0,0,3415,3538,6956,225,256,486,87,85,166,5655,5833,11490,1846,1757,3602,20109,19785,39895,Charters Towers - Ayr - Ingham
31802,39372,39323,78701,4434,4721,9160,2370,2087,4460,1512,1471,2990,24967,27238,52204,452,451,903,570,566,1143,288,280,566,730,699,1430,310,289,598,0,0,3,31204,33093,64303,2553,2846,5404,859,750,1613,39052,41414,80471,8350,6657,15003,86779,87395,174177,Townsville
31901,21567,21972,43543,2586,2910,5496,673,757,1432,282,325,602,10372,11314,21688,92,94,183,178,157,332,67,76,142,133,112,245,42,31,73,3,0,3,11829,12868,24696,891,1022,1915,402,345,747,15708,17148,32854,3381,3403,6786,40661,42526,83184,Bundaberg
31902,13267,12849,26119,2488,2667,5152,267,271,533,98,100,197,4089,4303,8394,41,44,85,74,74,144,16,17,34,54,51,103,0,4,3,0,0,0,4644,4864,9507,295,286,582,169,150,320,7595,7962,15555,2518,2151,4669,23377,22965,46344,Burnett
31903,12341,12230,24566,1893,2069,3956,374,359,729,144,166,310,5502,5888,11397,51,55,109,95,109,209,37,40,72,78,89,171,16,18,35,0,0,0,6295,6724,13023,227,310,537,187,167,351,8602,9272,17870,2226,2193,4416,23161,23687,46854,Gympie - Cooloola
31904,12188,13050,25239,1575,1771,3346,865,945,1811,518,513,1038,7215,8221,15432,122,131,256,162,189,355,85,102,185,145,138,280,45,47,90,0,0,0,9154,10293,19441,451,547,1002,192,209,394,11373,12817,24187,2219,2322,4535,25774,28188,53959,Hervey Bay
30306,11085,11646,22729,991,988,1982,320,276,601,166,149,309,4985,4732,9724,68,65,138,56,49,108,17,15,27,40,33,75,31,25,53,0,0,0,5678,5353,11037,4056,4001,8054,204,170,375,10938,10505,21443,1179,1215,2397,23196,23372,46566,Sunnybank
30401,8905,9580,18488,590,615,1208,172,171,342,120,101,220,3537,3651,7183,55,55,103,52,51,103,28,21,48,21,27,52,30,27,58,0,0,0,4011,4104,8118,691,723,1414,118,102,217,5406,5543,10952,494,546,1038,14809,15671,30476,Centenary
30402,12259,12736,24991,1054,1157,2208,363,368,739,202,223,424,4619,4804,9424,109,88,189,111,98,206,27,22,49,50,59,108,55,61,114,0,0,0,5533,5731,11263,1237,1385,2627,126,117,242,7951,8384,16337,794,798,1591,20998,21917,42920,Kenmore - Brookfield - Moggill
30403,8720,9376,18098,973,923,1891,638,626,1268,265,278,543,7059,7328,14390,109,122,226,132,99,235,22,25,49,47,46,93,77,89,167,0,0,0,8351,8617,16973,4115,4727,8835,165,126,296,13598,14392,27994,1293,1338,2633,23621,25108,48726,Sherwood - Indooroopilly
30404,12010,13013,25022,1215,1230,2442,739,624,1367,376,286,662,5736,6007,11743,100,85,182,114,104,220,48,35,79,110,84,197,155,125,283,0,0,0,7376,7355,14728,947,1076,2023,152,130,284,9684,9789,19471,1021,1094,2109,22711,23895,46608,The Gap - Enoggera
30501,8250,8090,16343,1343,1225,2573,993,936,1923,487,474,966,10457,9533,19987,166,133,307,231,193,422,56,69,121,86,60,144,145,131,276,4,0,5,12629,11526,24149,6948,7303,14254,394,298,693,21317,20355,41674,4085,3534,7620,33656,31983,65644,Brisbane Inner
30502,7330,7610,14936,750,760,1509,600,616,1218,280,282,563,6265,6502,12768,99,94,195,109,124,237,34,36,69,35,26,65,67,75,145,3,0,3,7489,7760,15252,1593,1674,3264,180,185,371,10011,10377,20384,1307,1309,2619,18648,19298,37945,Brisbane Inner - East
30503,14903,15634,30542,1335,1346,2683,1136,1159,2294,577,574,1150,13459,13824,27284,168,142,312,227,197,425,71,75,144,88,95,191,127,122,250,7,4,11,15863,16190,32051,4383,4801,9181,455,372,827,22037,22705,44742,3297,3231,6535,40245,41571,81818,Brisbane Inner - North
30504,10901,11436,22340,1089,1143,2235,771,790,1561,369,363,735,8041,8272,16315,92,115,203,127,131,259,36,56,96,76,71,154,98,95,190,0,0,0,9610,9892,19504,2350,2643,4992,230,192,428,13286,13874,27158,1744,1619,3361,25923,26928,52855,Brisbane Inner - West
30601,10888,10923,21809,1829,1970,3800,702,757,1459,637,706,1338,5694,6266,11954,224,276,496,310,332,639,67,79,145,333,364,691,64,67,136,0,0,3,8020,8843,16863,1103,1300,2399,257,209,467,11206,12323,23529,2082,1954,4043,24180,25201,49382,Cairns - North
30602,21044,21235,42279,2582,2749,5330,841,829,1667,569,590,1155,12014,12888,24907,245,253,499,362,349,708,125,121,243,425,416,839,47,76,125,4,0,3,14637,15515,30149,2196,2658,4851,462,414,877,19871,21335,41204,5295,5225,10522,46211,47800,94008,Cairns - South
30603,9911,9209,19127,1627,1708,3337,177,167,343,158,151,308,2405,2375,4782,33,36,70,82,70,154,28,18,44,92,82,172,13,6,18,0,0,0,2981,2911,5897,397,440,839,102,90,189,5118,5149,10267,1741,1546,3289,16767,15905,32678,Innisfail - Cassowary Coast
30604,2517,2276,4791,688,706,1394,168,174,337,213,210,430,676,660,1330,76,77,147,68,85,151,24,23,48,53,54,99,9,12,22,0,0,0,1282,1281,2567,275,302,574,48,41,91,2286,2337,4626,767,816,1580,5570,5429,10997,Port Douglas - Daintree
30605,10366,10498,20859,1986,2210,4195,162,160,315,139,138,274,3292,3463,6758,55,50,104,136,125,257,30,27,51,146,165,312,4,10,20,0,0,0,3966,4123,8091,390,439,831,143,160,302,6492,6933,13423,1949,1975,3927,18804,19409,38208,Tablelands (East) - Kuranda
30701,10654,9829,20481,2760,2773,5534,518,435,951,100,97,192,3496,3655,7154,52,49,100,77,73,144,6,12,15,66,64,132,8,13,16,0,0,0,4317,4394,8712,334,421,762,124,99,222,7530,7689,15225,2744,2381,5128,20931,19895,40826,Darling Downs (West) - Maranoa
30702,10871,10445,21315,2515,2575,5091,365,371,739,79,92,174,3555,3660,7216,40,46,87,60,52,113,15,10,27,54,52,102,9,7,19,0,0,0,4180,4290,8469,355,350,706,101,113,209,7154,7328,14475,1874,1737,3611,19898,19502,39399,Darling Downs - East
30703,10734,10862,21594,2026,2251,4275,455,456,915,71,73,147,3382,3534,6916,40,31,72,48,52,97,25,19,40,33,39,65,6,12,18,0,0,0,4053,4213,8267,273,308,582,108,124,229,6467,6890,13360,1448,1417,2863,18644,19167,37810,Granite Belt
30801,6364,5502,11868,1919,1769,3696,284,275,560,57,53,110,2711,2736,5447,45,28,70,56,54,111,20,26,52,27,42,67,6,5,11,0,0,0,3205,3221,6427,335,394,727,85,74,155,5546,5462,11003,1988,1490,3484,13896,12456,26349,Central Highlands (Qld)
30803,27330,27027,54360,3923,4216,8138,622,634,1257,326,360,690,14278,15460,29742,139,135,272,170,162,331,77,91,163,97,107,204,41,34,76,7,0,7,15755,16981,32733,1123,1198,2325,475,554,1025,21271,22949,44222,5576,4296,9871,54184,54268,108449,Rockhampton
30804,3881,3530,7406,859,862,1719,81,59,142,24,29,53,1100,1145,2240,16,16,35,13,18,29,6,3,7,19,21,41,4,0,7,0,0,0,1259,1287,2545,192,143,335,38,36,73,2345,2336,4676,644,539,1185,6865,6403,13270,Biloela
30805,13821,12597,26417,2327,2242,4570,664,582,1244,366,331,690,7507,7456,14960,162,151,311,335,324,656,105,95,207,206,199,408,23,22,42,0,0,0,9360,9167,18525,1070,1205,2274,260,260,523,13017,12875,25892,2483,2244,4729,29324,27713,57039,Gladstone
30901,12624,13486,26112,1524,1590,3117,1366,1530,2895,490,528,1015,7133,7724,14865,111,125,232,153,153,310,95,106,200,35,41,81,80,99,176,0,3,3,9467,10308,19779,1834,2014,3850,303,274,580,13134,14185,27318,2475,2592,5063,28232,30260,58488,Broadbeach - Burleigh
30902,11928,12356,24282,1684,1765,3447,1783,1953,3733,321,367,682,5251,5776,11029,44,68,109,113,135,253,66,77,140,39,34,75,42,61,106,0,0,0,7660,8466,16130,827,1022,1853,283,241,522,10458,11499,21954,1991,2093,4087,24378,25948,50326,Coolangatta
30903,12398,13740,26140,1647,1881,3530,1355,1524,2881,467,530,999,8409,9368,17782,113,135,249,148,145,291,83,122,206,48,61,110,73,78,152,0,5,3,10705,11968,22671,1888,2112,3994,312,305,616,14555,16267,30818,2708,2970,5679,29661,32976,62640,Gold Coast - North
30904,4688,4800,9493,594,678,1274,256,259,508,64,72,139,1847,1927,3779,15,21,35,36,28,69,18,9,24,26,19,42,17,12,29,0,0,0,2278,2351,4626,203,211,411,67,62,127,3139,3298,6438,828,877,1707,8656,8980,17630,Gold Coast Hinterland
31201,6841,5680,12526,2281,2178,4460,278,285,567,117,118,235,3421,3313,6738,58,49,110,87,77,165,23,16,42,63,54,115,7,12,22,0,0,0,4048,3935,7986,453,544,991,92,88,173,6873,6744,13618,2757,1784,4539,16475,14208,30678,Bowen Basin - North
31202,28008,26676,54684,3777,3846,7627,838,866,1704,412,470,877,13509,14484,27989,137,141,274,294,287,585,125,131,253,118,113,234,29,35,65,0,6,5,15467,16525,31992,1092,1424,2519,385,343,721,20719,22137,42855,5576,4104,9675,54300,52913,107215,Mackay
31203,4257,3812,8064,1309,1249,2561,368,346,712,206,249,460,1736,1681,3416,78,75,155,100,107,209,22,32,57,33,37,72,10,19,29,0,0,0,2564,2542,5106,499,598,1097,75,75,147,4441,4468,8910,1642,1370,3012,10339,9653,19990,Whitsunday
31301,7637,8029,15672,1482,1638,3118,410,445,858,157,164,323,3941,4213,8161,44,36,79,64,57,119,48,44,94,51,48,103,34,30,66,0,0,0,4751,5049,9797,277,324,594,104,86,189,6608,7095,13703,1178,1292,2478,15426,16424,31851,Bribie - Beachmere
31302,13739,14053,27791,2068,2441,4506,563,625,1194,254,277,534,9248,10018,19268,99,93,196,102,116,217,59,65,120,81,85,161,40,51,91,3,0,3,10454,11333,21787,1012,1174,2181,414,360,771,13939,15301,29248,2510,2733,5246,30192,32090,62284,Caboolture
31303,3064,2982,6042,446,474,923,60,64,132,19,29,52,1354,1414,2763,21,28,50,19,18,32,6,9,12,22,16,38,6,3,7,0,0,3,1505,1585,3092,145,124,269,42,24,69,2139,2207,4348,1601,566,2167,6802,5756,12555,Caboolture Hinterland
31304,15633,15796,31434,1932,2209,4135,493,578,1077,226,260,487,7520,7954,15480,84,90,174,84,119,208,38,49,89,56,55,115,60,53,108,3,4,6,8576,9155,17729,694,742,1441,231,200,428,11424,12305,23728,1781,1890,3671,28843,29994,58839,Narangba - Burpengary
31305,13380,14477,27854,1437,1674,3118,675,728,1398,270,317,590,7681,8529,16203,63,77,139,77,90,163,49,58,107,47,55,102,54,65,116,3,0,4,8916,9911,18824,850,1034,1883,302,286,585,11502,12907,24410,1965,2236,4204,26851,29629,56475,Redcliffe
31401,23997,24338,48335,1876,2010,3888,640,636,1271,302,317,622,9681,10149,19831,110,115,223,145,158,302,69,70,147,113,101,213,100,90,184,0,0,0,11159,11636,22796,981,1095,2075,215,202,422,14237,14944,29182,1603,1522,3126,39839,40797,80640,The Hills District
31402,12223,12782,24999,2640,3017,5658,879,940,1816,415,454,869,10306,11242,21551,159,156,311,185,190,377,83,88,171,131,152,290,93,103,201,0,0,0,12261,13325,25591,2000,2171,4169,406,458,861,17310,18970,36283,1852,1919,3775,31385,33672,65061,North Lakes
31403,9483,9685,19164,650,693,1344,258,270,527,105,113,224,4673,4935,9612,39,31,69,42,42,79,29,42,70,31,26,62,14,18,38,0,0,0,5191,5480,10669,510,628,1141,153,135,285,6501,6935,13441,1020,989,2017,17012,17611,34620,Strathpine
