gml_id,sa3_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6211,"11301","19057","18889","37948","9277","4684","13963","1765","4428","6192","626","617","1241","627","460","1081","12288","10188","22480","4813","6802","11613",5.1,4.5,4.8,64.5,53.9,59.2,61.2,51.5,56.4,"229","237","468","117","251","371","1118","1863","2983","822","1421","2236","4591","2100","6697","165","349","515","246","535","781","5006","2993","7994","18090","17844","35933","3017","3060","6076","12854","12530","25388","7100","7267","14373",Griffith - Murrumbidgee (West)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6212,"11302","5943","5661","11605","2575","1154","3731","526","1347","1879","224","161","383","191","151","347","3523","2817","6336","1839","2307","4149",5.4,5.4,5.5,59.3,49.8,54.6,55.9,47,51.6,"63","66","132","43","81","123","349","546","889","292","534","831","1544","684","2231","48","122","166","94","153","240","1683","953","2634","5451","5353","10806","844","851","1696","4024","3821","7844","1973","2066","4032",Tumut - Tumbarumba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6213,"11303","37081","38005","75089","17326","9771","27097","3944","9296","13240","1079","1272","2351","1270","1214","2481","23617","21554","45172","11003","14113","25117",5.4,5.6,5.5,63.7,56.7,60.2,60.3,53.5,56.8,"844","888","1731","349","696","1045","2874","5032","7903","2084","3343","5427","9819","5038","14854","448","767","1216","588","1095","1679","10855","6896","17753","34455","35364","69823","6988","7401","14389","23042","23499","46546","16349","17493","33846",Wagga Wagga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6214,"11401","39964","41547","81508","12677","6778","19463","4825","9356","14178","1032","1184","2219","1461","1137","2600","19997","18458","38459","17043","20071","37118",7.3,6.2,6.8,50,44.4,47.2,46.4,41.7,44,"867","918","1781","412","857","1272","2784","4158","6943","2703","4165","6863","12178","5285","17462","394","837","1233","756","1425","2183","13336","7548","20875","36644","37944","74588","6513","6985","13504","24529","25021","49548","16927","18273","35202",Shoalhaven
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6215,"11402","18168","20636","38805","7627","4284","11915","2442","5103","7547","443","504","948","392","420","806","10902","10312","21221","6178","9029","15209",3.6,4.1,3.8,60,50,54.7,57.9,47.9,52.6,"881","829","1714","304","536","845","2241","3117","5358","1475","2504","3977","4847","2171","7013","130","343","480","381","825","1206","5357","3339","8698","17306","19079","36388","3161","3530","6693","11228","12256","23486","8547","9713","18264",Southern Highlands
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6216,"11501","54772","59005","113778","29196","17509","46709","7234","15128","22360","1160","1630","2787","1982","1747","3722","39564","36011","75581","13796","21142","34935",5,4.9,4.9,72.2,61,66.4,68.6,58.1,63.2,"6176","4938","11118","1100","1595","2700","12859","14572","27435","5407","7181","12588","8324","3613","11936","268","623","890","1034","1799","2833","9630","6037","15661","58010","61052","119061","8100","8488","16591","39919","41904","81822","23844","25108","48954",Baulkham Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6217,"11502","10312","10714","21028","5118","2863","7983","1473","2987","4461","273","311","586","240","214","457","7112","6370","13483","2735","3842","6575",3.4,3.4,3.4,69,59.5,64.1,66.6,57.5,62,"532","530","1065","125","264","394","1566","2008","3575","851","1418","2265","2663","895","3557","45","151","190","218","377","597","2927","1421","4343","10801","10914","21722","1187","1234","2418","7674","7798","15471","3954","4051","8007",Dural - Wisemans Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6218,"11503","9649","9676","19328","5200","2817","8012","1083","2687","3777","318","303","623","235","238","473","6841","6048","12888","2180","2970","5149",3.4,3.9,3.7,70.9,62.5,66.7,68.4,60,64.2,"246","307","555","105","225","327","729","1293","2017","759","1197","1958","3315","1321","4638","68","188","259","191","295","488","3572","1806","5384","9898","9767","19663","1150","1196","2341","7235","7051","14290","3375","3506","6884",Hawkesbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6219,"11504","12242","12498","24744","7437","4036","11471","1432","3647","5074","289","379","671","319","356","677","9478","8418","17892","2370","3660","6028",3.4,4.2,3.8,77.4,67.4,72.3,74.8,64.5,69.6,"695","633","1330","161","248","414","1776","2485","4264","1131","1534","2663","3189","1246","4438","69","179","251","214","360","569","3470","1786","5252","13015","12923","25933","2413","2458","4865","8231","8147","16380","6458","6571","13027",Rouse Hill - McGraths Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621a,"11601","52855","53714","106565","25677","15414","41089","6498","10453","16955","1548","1600","3150","2424","2371","4797","36144","29845","65988","14162","21274","35436",6.7,7.9,7.3,68.4,55.6,61.9,63.8,51.1,57.4,"3093","2984","6079","548","724","1267","7282","9266","16545","4552","5108","9658","9812","4841","14654","400","754","1155","871","1245","2117","11084","6849","17933","53005","53513","106512","8692","8235","16927","35557","36406","71965","23001","22280","45282",Blacktown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621b,"11602","34491","34961","69450","19984","12200","32181","3779","8571","12349","898","1124","2021","1283","1407","2691","25943","23295","49246","7388","10472","17861",4.9,6,5.5,75.2,66.6,70.9,71.5,62.6,67,"2920","2630","5548","502","664","1169","6225","8063","14283","3191","3806","6991","6112","3125","9232","235","458","694","577","810","1385","6917","4394","11309","35510","36332","71839","6700","6729","13437","21567","21875","43440","18061","18670","36735",Blacktown - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621c,"11603","41186","43952","85136","18647","11031","29679","4583","7655","12239","1254","1253","2498","2232","2275","4505","26704","22219","48922","11835","18991","30824",8.4,10.2,9.2,64.8,50.6,57.5,59.4,45.4,52.2,"1329","1269","2599","227","357","581","4172","5575","9746","2810","3574","6383","7316","4367","11677","390","791","1176","726","1038","1763","8425","6198","14622","43163","44881","88041","6597","6915","13516","29320","30396","59715","17442","18392","35836",Mount Druitt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621d,"11701","19665","20072","39740","9334","6222","15563","2471","4102","6573","554","625","1179","725","657","1381","13085","11610","24693","4910","6865","11778",5.5,5.7,5.6,66.5,57.8,62.1,62.8,54.5,58.7,"1467","1414","2881","182","341","521","3269","3975","7241","1598","1978","3578","3194","1388","4585","120","200","320","289","440","737","3610","2033","5642","17374","17827","35199","3854","3696","7549","10779","11418","22199","9615","9297","18911",Botany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621e,"11703","114083","102380","216465","51876","36743","88614","14245","18298","32541","2594","2993","5586","4057","3761","7816","72771","61794","134559","21042","25860","46901",5.6,6.1,5.8,63.8,60.4,62.2,60.2,56.7,58.6,"12990","12443","25434","2258","2669","4926","29872","30451","60327","8944","8800","17750","8261","3875","12132","502","555","1056","1183","1341","2523","9944","5759","15705","68263","61706","129969","29189","29883","59069","32816","28942","61753","63622","61520","125138",Sydney Inner City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_621f,"11702","22700","23626","46327","11280","9146","20419","3182","5042","8226","554","740","1297","831","723","1554","15848","15649","31495","4992","6208","11196",5.2,4.6,4.9,69.8,66.2,68,66.1,63.2,64.6,"2105","2609","4719","488","861","1344","5266","6492","11758","1860","2179","4038","2752","1297","4047","116","193","309","308","418","725","3175","1904","5081","19245","19730","38981","4481","4738","9220","12077","12313","24395","10930","11463","22399",Marrickville - Sydenham - Petersham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6220,"11801","49708","55952","105660","26275","19687","45962","6384","11820","18207","1100","1634","2733","1268","1264","2535","35025","34404","69434","9554","15761","25312",3.6,3.7,3.7,70.5,61.5,65.7,67.9,59.2,63.3,"6322","6318","12640","1109","1682","2791","15525","18107","33634","3652","5716","9368","4221","1979","6198","175","290","466","716","1151","1863","5109","3421","8527","41032","44882","85913","10955","12251","23206","23615","26262","49874","26604","29389","55991",Eastern Suburbs - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6221,"11802","58449","61101","119549","25644","19072","44718","7140","12873","20011","1329","1876","3209","2045","1987","4036","36166","35807","71970","17716","20668","38381",5.7,5.5,5.6,61.9,58.6,60.2,58.4,55.4,56.8,"6182","6306","12483","933","1630","2567","13201","16211","29414","4031","5866","9898","7437","2988","10423","250","467","714","781","1247","2026","8472","4695","13170","47558","50684","98244","12738","13508","26254","28455","31113","59568","30028","31177","61203",Eastern Suburbs - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6222,"11901","65482","69100","134578","26661","15522","42185","8524","12733","21257","1952","1859","3811","3180","2699","5876","40317","32810","73129","21291","32270","53561",7.9,8.2,8,61.6,47.5,54.3,56.7,43.6,50,"2567","2487","5059","503","788","1288","7916","9362","17284","4890","6656","11549","11879","5204","17082","422","895","1320","1080","1728","2806","13383","7826","21210","67419","70005","137424","9658","9828","19488","46698","48395","95093","26319","27282","53597",Bankstown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6223,"11902","53993","53486","107478","21163","11853","33012","8486","9988","18470","1664","1414","3085","2795","2322","5121","34111","25575","59689","16656","24752","41404",8.2,9.1,8.6,63.2,47.8,55.5,58,43.5,50.8,"3320","2760","6076","474","679","1154","7959","8417","16372","4311","4990","9297","7026","3453","10481","317","575","888","815","1227","2044","8153","5257","13410","52863","52491","105355","9190","8402","17591","34838","35626","70463","23988","22207","46193",Canterbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6224,"11903","50507","54622","105127","22129","14039","36165","7433","11971","19407","1339","1539","2882","2186","2132","4311","33084","29683","62766","15370","22619","37986",6.6,7.2,6.9,65.5,54.3,59.7,61.2,50.4,55.6,"4292","4085","8377","627","968","1597","9808","11070","20878","4307","5647","9951","7299","3254","10552","280","538","825","849","1459","2302","8428","5252","13681","48319","51190","99511","8860","9373","18228","32490","34642","67128","22523","23843","46368",Hurstville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6225,"11904","56836","59007","115841","25538","16851","42390","8509","12511","21021","1636","1751","3391","2361","2076","4439","38049","33193","71240","15144","22020","37155",6.2,6.3,6.2,66.9,56.3,61.5,62.8,52.7,57.7,"4300","4258","8554","679","946","1621","10657","12001","22660","5133","6166","11299","8068","3761","11829","309","599","911","921","1464","2383","9303","5816","15119","51296","53005","104306","10769","10702","21468","33056","34827","67879","26640","26435","53073",Kogarah - Rockdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6226,"12001","33312","37272","70579","17017","12048","29063","3999","7833","11834","798","1117","1914","1137","1083","2223","22959","22078","45037","8554","13117","21672",5,4.9,4.9,68.9,59.2,63.8,65.5,56.3,60.7,"3661","3923","7579","664","1025","1686","7935","9424","17355","2901","3976","6880","4486","1967","6451","183","296","480","581","959","1544","5257","3224","8482","30487","33299","63786","6585","7036","13623","18644","20723","39365","16975","18341","35314",Canada Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6227,"12002","21145","23810","44952","11661","9382","21038","2564","5252","7818","504","780","1287","631","607","1239","15358","16023","31378","4143","6098","10241",4.1,3.8,3.9,72.6,67.3,69.8,69.7,64.7,67.1,"2733","3365","6096","579","1056","1643","5960","7357","13317","1760","2385","4148","2254","1083","3338","104","162","266","272","437","715","2634","1683","4317","18796","20819","39612","4642","4908","9549","11314","12741","24057","11053","11984","23034",Leichhardt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6228,"12003","62933","65898","128829","28419","20013","48439","9800","14120","23926","1604","1841","3446","2719","2550","5270","42546","38526","81073","16479","23569","40047",6.4,6.6,6.5,67.6,58.5,62.9,63.3,54.6,58.8,"6846","6894","13745","1098","1723","2823","14862","16812","31676","5110","6244","11359","6522","3269","9793","320","500","815","795","1257","2050","7628","5027","12657","53801","56667","110465","13816","13830","27649","33267","35802","69072","32215","32634","64846",Strathfield - Burwood - Ashfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6229,"12101","43342","47937","91282","22986","15739","38725","5471","10402","15876","929","1431","2363","1437","1435","2872","30827","29017","59840","10431","16553","26989",4.7,4.9,4.8,71.1,60.5,65.6,67.8,57.5,62.4,"6604","6395","12996","1075","1660","2729","13594","15039","28636","3504","4988","8491","3308","1818","5129","160","319","480","580","1059","1631","4046","3199","7240","40374","43415","83785","9678","10380","20055","24018","26216","50232","23957","25600","49555",Chatswood - Lane Cove
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622a,"12102","30507","32961","63465","16102","9609","25712","4163","8702","12859","709","980","1688","998","1088","2086","21977","20376","42354","7528","11431","18965",4.5,5.3,4.9,72,61.8,66.7,68.8,58.5,63.4,"3511","3167","6685","666","1141","1807","7133","8373","15502","2912","3914","6824","4816","2259","7073","219","348","564","567","1016","1590","5601","3629","9230","31269","32921","64193","5213","5532","10744","21305","22442","43747","13582","14482","28062",Hornsby
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622b,"12103","43715","49490","93200","21244","12832","34080","6034","12390","18423","901","1187","2080","1443","1266","2710","29622","27680","57300","12731","20003","32733",4.9,4.6,4.7,67.8,55.9,61.5,64.5,53.4,58.6,"7320","5860","13179","1118","1776","2895","13625","15009","28637","3469","5475","8943","3043","1608","4652","161","304","467","678","1319","1995","3884","3231","7114","45402","49358","94764","7530","8132","15661","29779","32766","62549","21486","23241","44727",Ku-ring-gai
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622c,"12104","36906","42938","79845","21027","16982","38011","4439","8268","12707","808","1279","2085","1006","1098","2101","27284","27622","54906","6937","12307","19240",3.7,4,3.8,73.9,64.3,68.8,71.2,61.8,66.1,"5940","5985","11931","1015","1715","2726","12518","14427","26942","3121","4758","7883","2582","1504","4088","128","286","415","501","937","1435","3210","2727","5941","30786","35090","65876","8251","9336","17585","16473","19516","35993","21526","24039","45565",North Sydney - Mosman
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622d,"12201","16209","17482","33687","8891","5724","14614","2107","4349","6458","403","556","955","400","449","847","11802","11070","22871","3321","5254","8580",3.4,4.1,3.7,72.8,63.3,67.9,70.3,60.8,65.4,"2000","1823","3822","408","627","1029","5094","5386","10487","1411","2115","3524","1686","787","2473","68","138","206","272","460","732","2024","1388","3409","14841","15728","30569","3366","3593","6958","8849","9585","18430","8734","9157","17888",Manly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622e,"12202","22581","24640","47222","11225","6132","17361","3354","7595","10948","591","673","1266","518","503","1019","15692","14905","30597","5933","8497","14431",3.3,3.4,3.3,69.5,60.5,64.8,67.2,58.4,62.6,"1509","1299","2812","381","719","1098","4318","5220","9536","2329","3689","6018","5145","1853","7001","131","291","427","525","921","1446","5810","3062","8870","23049","24290","47345","3455","3697","7151","15402","16299","31702","10176","10900","21074",Pittwater
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_622f,"12203","56756","61363","118124","30037","18207","48247","7770","17064","24839","1372","1895","3263","1439","1325","2771","40625","38499","79120","13535","19825","33359",3.5,3.4,3.5,71.6,62.7,67,69,60.6,64.6,"3875","3764","7640","969","1743","2719","11414","13822","25236","5698","8174","13871","11363","4647","16005","405","667","1077","1214","2088","3302","12987","7402","20384","57602","60371","117969","9152","9557","18706","38305","40264","78566","25865","27078","52936",Warringah
