sa3_code16,i_4000more_1aw_othnw,i_4000more_bnw,i_4000more_lfsta_ns,i_4000more_tot,part_inc_stated_be_wft,part_inc_stated_be_wpt,part_inc_stated_be_baw,part_inc_stated_1eft_othpt,part_inc_stated_1eft_othaw,part_inc_stated_1eft_othnw,part_inc_stated_1ept_othaw,part_inc_stated_1ept_othnw,part_inc_stated_1aw_othnw,part_inc_stated_bnw,part_inc_stated_lfsta_ns,part_inc_stated_tot,all_inc_ns_be_wft,all_inc_ns_be_wpt,all_inc_ns_be_baw,all_inc_ns_1eft_othpt,all_inc_ns_1eft_othaw,all_inc_ns_1eft_othnw,all_inc_ns_1ept_othaw,all_inc_ns_1ept_othnw,all_inc_ns_1aw_othnw,all_inc_ns_bnw,all_inc_ns_lfsta_ns,all_inc_ns_tot,tot_be_wft,tot_be_wpt,tot_be_baw,tot_1eft_othpt,tot_1eft_othaw,tot_1eft_othnw,tot_1ept_othaw,tot_1ept_othnw,tot_1aw_othnw,tot_bnw,tot_lfsta_ns,tot_tot,sa3_name16
50201,20,26,0,1057,162,30,13,169,19,123,18,48,18,82,1262,1946,9,0,4,6,3,3,4,3,6,10,33,89,1522,345,85,2612,249,2095,149,550,215,802,1308,9934,Mandurah
50301,14,75,3,3985,112,31,3,204,13,144,8,40,15,61,704,1326,12,5,3,17,3,6,0,3,0,11,13,79,1461,346,46,2823,198,1925,57,437,64,443,729,8544,Cottesloe - Claremont
50302,20,51,0,2921,96,18,3,129,15,74,3,24,7,42,684,1112,6,0,5,4,3,3,3,0,4,4,19,51,1546,423,61,2847,368,2012,77,433,101,498,711,9070,Perth City
50401,6,23,0,1185,112,28,10,111,16,80,8,35,8,60,545,1009,10,7,0,9,3,5,0,3,5,8,20,60,1622,379,67,2620,298,1871,107,506,118,763,577,8920,Bayswater - Bassendean
50402,9,4,0,688,85,22,3,98,9,53,5,24,10,42,480,822,3,0,0,14,0,3,0,0,3,5,10,46,894,198,42,1530,143,980,67,243,88,329,506,5020,Mundaring
50403,13,23,0,1411,229,45,15,279,21,152,10,67,20,116,1357,2305,19,3,13,35,3,10,0,0,10,19,43,157,3240,609,158,4671,521,3719,181,847,267,1171,1437,16816,Swan
50501,39,57,3,4403,381,70,22,491,49,227,24,87,28,126,1781,3289,24,4,19,34,8,13,3,7,9,16,43,175,4039,797,173,7786,680,4249,274,994,255,1178,1839,22280,Joondalup
50502,22,88,0,4303,247,73,17,328,30,203,23,83,30,165,1464,2655,11,7,9,28,7,17,4,8,9,23,66,179,3520,922,157,6615,717,4519,225,1260,262,1857,1568,21623,Stirling
50503,27,35,3,2384,342,78,34,424,47,270,31,93,40,193,2246,3788,30,8,24,37,9,21,3,6,15,24,57,217,4776,1026,257,7777,832,5356,340,1282,389,1825,2362,26227,Wanneroo
50601,7,21,0,860,124,21,14,146,23,85,8,40,15,57,776,1302,11,3,10,8,0,10,0,4,3,12,42,104,1758,358,82,2730,324,2558,106,560,167,773,838,10252,Armadale
50602,10,7,0,797,69,12,0,68,7,60,3,20,13,38,508,796,6,0,4,9,0,3,0,0,3,8,13,43,1091,255,52,1684,215,1518,67,397,100,588,530,6499,Belmont - Victoria Park
50603,14,32,3,1532,123,23,8,166,16,127,12,59,22,75,853,1479,6,0,6,17,7,4,0,0,5,12,31,87,2032,507,60,3036,275,2697,110,795,179,1072,900,11659,Canning
50604,7,31,4,1127,191,35,21,186,13,197,12,58,26,141,1079,1968,17,0,8,24,3,19,0,0,5,18,50,137,2754,575,133,3775,412,3838,147,1012,219,1539,1159,15563,Gosnells
50605,9,26,0,923,117,20,9,136,13,78,4,30,13,49,614,1086,5,0,7,11,4,4,0,0,6,12,12,54,1325,284,52,2238,209,1563,80,309,101,493,635,7291,Kalamunda
50606,10,0,0,361,55,8,7,57,9,51,3,18,7,19,341,572,3,0,0,5,0,0,0,0,3,3,11,35,674,121,23,1103,112,868,39,195,75,184,360,3758,Serpentine - Jarrahdale
50607,12,26,0,1417,45,12,5,57,3,41,4,10,3,22,301,506,0,3,3,3,0,0,3,0,0,5,14,34,793,162,26,1265,116,953,38,224,47,295,312,4244,South Perth
50701,20,25,0,1692,188,29,15,240,28,143,9,51,28,92,1078,1897,7,3,3,20,3,5,4,0,3,9,23,84,2390,466,108,4310,447,2824,155,631,195,832,1119,13483,Cockburn
50702,9,25,0,984,54,21,7,71,6,31,0,16,6,22,298,535,8,0,0,3,0,0,0,0,0,6,3,28,627,198,35,1251,118,655,38,184,51,249,306,3697,Fremantle
50703,4,7,0,249,48,6,7,63,7,57,0,24,12,42,374,632,4,0,3,4,0,0,0,3,6,7,25,54,763,141,37,1144,168,1218,51,269,93,377,410,4668,Kwinana
50704,26,77,3,3491,204,48,4,231,23,133,11,46,17,97,1117,1928,7,3,9,16,3,8,0,0,0,5,19,80,2321,534,72,4274,358,2583,118,644,141,950,1149,13148,Melville
50705,25,25,0,1588,238,21,16,238,26,188,16,55,17,113,2000,2939,15,3,4,10,12,14,3,3,3,11,27,109,2687,397,137,4147,473,3701,201,737,304,993,2057,15835,Rockingham
50901,4,3,3,414,134,26,7,124,12,69,9,27,11,45,422,892,5,0,5,11,0,10,0,3,7,8,20,59,1015,326,66,1867,170,1009,86,361,97,392,463,5850,Albany
50902,4,11,3,417,164,24,3,149,12,73,11,31,9,60,543,1069,14,0,7,13,3,3,0,0,4,8,22,79,996,191,49,1561,150,1035,75,250,105,409,581,5418,Wheat Belt - North
50903,0,0,0,150,74,10,3,77,5,22,4,6,0,11,148,361,12,0,0,8,0,3,0,0,0,3,14,39,382,67,20,658,62,338,35,72,26,129,177,1966,Wheat Belt - South
51001,0,0,0,260,53,14,10,41,15,28,3,14,3,77,227,483,3,0,3,3,0,3,0,0,0,21,27,66,677,101,46,652,112,427,43,118,37,561,273,3047,Kimberley
51002,5,0,0,574,42,4,3,24,8,31,0,6,5,10,138,270,0,0,0,6,0,4,0,0,0,6,14,38,525,49,44,550,84,574,20,51,63,128,164,2245,East Pilbara
51003,8,5,0,909,58,6,10,58,4,32,0,4,7,17,213,419,9,0,3,6,0,8,0,0,5,7,14,47,722,69,53,924,139,947,47,88,88,133,234,3436,West Pilbara
51101,0,4,0,138,43,6,0,43,3,27,4,0,3,14,143,290,3,0,0,3,0,3,0,0,0,5,4,22,313,58,22,556,46,302,27,54,23,78,155,1628,Esperance
51102,0,0,0,68,14,5,0,19,3,4,0,8,0,16,68,140,3,0,0,3,0,0,0,0,0,3,9,26,210,41,12,214,27,127,18,38,20,85,81,868,Gascoyne
51103,3,9,0,627,60,7,7,46,11,51,8,11,8,32,369,608,6,0,8,3,3,0,0,0,8,8,51,91,918,68,55,1142,161,1047,49,128,88,269,434,4357,Goldfields
51104,6,5,3,449,107,14,11,128,16,61,15,12,14,53,632,1059,7,0,3,7,0,4,0,0,3,4,27,56,961,204,47,1486,179,951,89,212,96,425,671,5323,Mid West
60101,0,0,0,56,36,3,6,27,3,30,3,12,3,23,73,218,0,0,0,0,0,0,0,4,0,8,11,22,376,78,19,586,59,317,27,125,29,209,87,1903,Brighton
60102,0,4,0,493,98,17,3,126,9,42,16,31,12,46,270,659,3,0,3,7,0,3,0,0,0,8,4,40,1156,251,39,2119,246,707,82,314,48,445,286,5690,Hobart - North East
60103,3,6,0,139,85,11,0,95,10,51,0,13,7,60,186,525,0,0,3,7,0,0,0,5,3,15,6,43,927,271,38,1505,196,807,84,346,83,665,203,5113,Hobart - North West
60104,0,8,0,361,64,17,3,101,9,28,3,18,4,13,219,477,0,0,5,0,0,0,0,0,0,3,9,16,739,279,32,1434,165,617,50,206,35,215,243,4006,Hobart - South and West
60105,0,12,4,934,75,13,4,92,7,30,0,19,3,35,306,580,3,3,0,4,0,0,0,0,0,3,4,21,993,314,39,1649,161,642,50,242,39,286,320,4741,Hobart Inner
60106,0,0,0,78,26,9,0,52,3,8,0,14,4,25,78,225,0,0,0,0,0,0,0,0,0,4,10,13,291,101,19,594,63,244,28,100,22,156,95,1702,Sorell - Dodges Ferry
60201,3,13,4,528,144,26,4,159,9,69,9,33,7,51,391,897,3,3,3,13,0,4,3,0,4,14,14,64,1420,394,60,2761,265,1297,113,462,102,756,442,8069,Launceston
60202,0,0,0,76,39,12,3,54,6,34,3,15,6,23,125,317,4,0,3,3,0,0,0,0,3,3,15,29,379,113,32,722,82,384,39,127,38,217,157,2285,Meander Valley - West Tamar
60203,0,3,3,104,61,16,3,118,10,44,4,20,7,40,177,497,0,0,3,4,0,0,0,0,3,4,9,33,575,187,30,1110,97,580,47,221,51,416,216,3529,North East
60301,0,3,0,40,34,8,0,39,0,16,0,8,3,16,46,173,3,0,0,0,0,3,0,0,0,3,6,12,233,56,19,337,36,180,14,90,23,137,56,1182,Central Highlands (Tas.)
60302,0,0,0,70,23,21,3,42,0,20,0,15,8,21,95,244,0,0,0,0,0,3,0,3,0,4,3,19,293,149,21,544,38,313,24,173,34,218,116,1929,Huon - Bruny Island
60303,0,0,0,9,12,3,0,21,0,5,0,0,0,7,36,89,0,0,0,0,0,0,0,0,0,0,3,6,57,28,8,125,8,66,6,32,5,67,45,443,South East Coast
40302,7,14,3,684,129,28,6,171,19,81,12,42,14,75,498,1077,11,0,6,6,4,0,0,0,0,6,18,66,1892,510,103,3428,399,1612,128,586,122,902,533,10213,Marion
60401,0,5,0,221,69,18,7,89,10,46,7,28,7,44,274,597,3,0,4,9,3,3,3,3,3,9,22,58,753,202,44,1483,158,755,72,309,64,464,318,4628,Burnie - Ulverstone
60402,0,9,0,172,79,14,9,101,10,45,7,26,10,50,248,587,0,0,0,8,0,3,0,0,0,6,6,28,744,211,48,1375,139,671,57,269,65,455,274,4301,Devonport
60403,3,0,0,61,40,13,3,56,9,35,0,8,9,11,85,263,3,0,0,0,0,0,0,0,0,3,7,18,301,70,18,553,62,335,23,98,42,151,98,1761,West Coast
70101,4,6,0,551,39,5,3,25,0,25,3,3,3,3,134,245,4,0,3,0,0,0,0,0,0,0,9,12,658,48,21,426,99,573,16,37,32,72,138,2140,Darwin City
70102,4,8,0,1089,158,18,6,49,20,62,3,19,10,44,410,801,13,0,10,11,3,3,0,4,5,7,20,67,1985,183,85,1381,282,1109,60,248,99,356,438,6242,Darwin Suburbs
70103,3,3,3,456,77,6,0,29,14,35,7,9,8,4,160,348,7,0,5,6,0,0,0,0,3,0,11,32,857,73,39,513,121,360,35,83,33,111,178,2398,Litchfield
70205,0,0,0,84,48,3,4,13,0,19,3,14,12,83,107,316,3,0,4,3,0,3,0,8,0,20,17,57,395,39,37,227,50,264,12,104,44,491,143,1798,Katherine
80101,8,34,0,2118,204,15,8,116,20,78,6,26,12,66,526,1071,21,0,0,9,3,9,0,0,0,3,17,56,3095,444,96,3261,581,1788,137,433,116,726,571,11247,Belconnen
80103,0,0,0,12,3,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,20,7,12,0,9,0,0,10,84,Canberra East
40301,3,4,0,635,54,10,5,88,8,27,5,15,4,21,219,455,5,0,0,3,3,0,0,0,0,0,3,13,701,150,24,1201,125,481,33,148,29,187,226,3302,Holdfast Bay
70104,4,4,3,725,97,3,4,45,6,39,3,3,9,14,302,518,10,0,10,3,0,8,0,0,0,3,19,50,1548,65,59,890,189,919,43,100,72,158,332,4377,Palmerston
70202,0,0,0,16,5,0,0,0,0,4,0,5,0,19,21,58,0,3,0,0,0,0,0,0,0,7,9,18,98,18,3,47,10,54,0,39,5,179,35,484,Barkly
70203,0,4,0,31,17,4,3,5,0,13,0,13,4,74,44,172,4,0,3,0,0,3,0,4,0,18,37,74,174,36,30,103,23,229,10,103,25,718,92,1543,Daly - Tiwi - West Arnhem
70201,3,0,4,322,87,12,0,46,7,24,0,10,4,66,219,472,0,3,3,3,3,8,0,6,7,14,32,70,998,101,33,611,128,494,29,136,42,588,261,3424,Alice Springs
70204,0,0,0,111,33,3,0,7,5,7,0,20,3,30,41,146,3,6,4,3,0,7,0,16,8,103,73,228,229,55,21,182,17,205,13,113,20,449,117,1417,East Arnhem
80104,8,13,8,2192,144,8,3,74,20,65,4,13,9,34,560,933,11,0,0,8,3,3,0,0,0,3,18,48,3508,300,123,2870,571,1878,111,312,80,371,605,10722,Gungahlin
80105,0,17,8,1387,66,11,3,47,4,30,0,12,0,23,293,485,4,3,0,0,3,4,0,0,0,0,3,18,1176,191,43,1137,219,621,49,182,24,223,300,4169,North Canberra
80106,6,17,3,1196,73,4,0,48,4,22,3,6,3,16,182,367,3,0,4,0,0,4,0,0,0,0,4,13,867,74,28,655,134,445,25,68,28,147,191,2666,South Canberra
80107,12,36,0,2275,288,20,19,168,40,84,11,27,11,63,564,1300,11,0,12,7,0,3,0,0,0,5,16,55,3616,385,123,3173,577,1632,134,396,112,601,617,11361,Tuggeranong
80108,0,10,3,839,50,7,0,42,4,18,0,7,4,17,157,302,5,0,0,3,0,0,0,0,0,0,4,19,812,124,36,898,163,342,30,94,38,159,170,2868,Weston Creek
80109,3,23,0,1454,76,5,4,48,12,33,3,13,3,30,255,488,3,3,4,0,0,0,0,0,0,3,6,27,1299,163,48,1185,191,612,38,159,26,234,269,4230,Woden Valley
80110,0,0,0,127,13,0,0,3,0,4,0,3,0,0,17,37,0,0,0,0,0,0,0,0,0,0,0,3,207,22,12,148,48,106,9,13,3,3,15,582,Molonglo
80111,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,29,3,11,0,0,0,3,3,80,Urriarra - Namadgi
90101,0,0,0,26,3,0,0,4,0,4,0,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,46,5,3,38,5,37,3,8,0,8,13,159,Christmas Island
90102,0,0,0,6,0,0,0,3,0,3,0,0,0,5,3,19,0,0,0,0,0,0,3,0,0,0,0,3,15,3,0,14,0,21,3,4,3,8,7,83,Cocos (Keeling) Islands
90103,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,9,3,24,Jervis Bay
90104,0,0,0,0,12,0,0,4,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,3,59,7,3,53,4,12,3,9,0,4,13,165,Norfolk Island
