sa3_name16,sa3_code16,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot
Bayswater - Bassendean,50401,113,155,62,32,32,14,11,875,8,362,518,294,74,28,29,22,5,28,39,37,28,7,81,1560,0,0,0,3,4,26,76,37,5,9,15,4,10,10,16,207,0,0,0,0,13,12,41,68,4,15,10,14,22,12,5,226,0,0,0,13,7,11,6,11,0,0,0,0,0,3,3,58,0,3,21,96,183,280,136,153,29,33,48,36,24,23,33,1092,0,29,28,14,0,4,0,0,0,0,0,0,0,0,0,85,0,130,36,41,23,8,14,17,3,3,0,3,3,0,7,287,0,3,22,129,309,348,345,357,125,161,110,63,46,14,76,2101,0,0,5,13,8,5,12,68,25,26,60,64,45,18,21,361,0,0,0,10,60,113,72,235,108,129,80,80,95,47,25,1043,0,44,24,27,126,76,23,20,3,8,5,11,5,0,17,392,0,4,10,69,90,110,76,49,3,4,0,6,13,4,11,464
Mundaring,50402,0,10,3,0,0,0,15,175,0,72,123,39,4,3,0,7,0,0,0,0,0,0,17,270,0,0,0,0,0,8,13,7,0,0,0,0,3,0,0,31,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,24,18,15,15,7,0,0,0,7,0,0,16,116,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,13,0,88,31,30,35,12,26,12,3,3,0,0,0,0,6,247,0,0,17,99,223,232,196,167,63,59,33,14,14,11,120,1255,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,6,15,24,27,118,27,8,29,17,18,14,3,308,0,16,6,6,22,13,3,0,0,0,0,0,0,0,6,75,3,3,8,12,9,5,9,7,0,0,0,0,0,0,3,55
Swan,50403,41,67,12,11,6,11,16,565,0,177,271,145,30,20,27,25,5,0,12,15,9,4,36,779,0,0,0,0,3,25,51,40,6,3,4,3,9,0,3,143,0,0,0,0,7,9,29,38,9,3,3,3,5,3,4,111,0,0,0,11,6,12,16,9,0,0,0,0,0,0,3,62,0,0,24,77,163,295,147,153,23,24,35,25,25,19,31,1040,0,17,32,8,6,8,9,0,0,0,0,0,0,0,9,86,0,126,44,48,29,19,22,26,0,0,0,0,0,0,14,333,3,3,26,170,512,788,852,1099,332,409,244,161,101,65,186,4946,0,0,0,16,6,19,27,54,16,18,10,7,3,3,10,193,0,0,0,9,95,224,229,895,254,231,132,143,129,85,48,2479,0,25,19,13,109,115,22,22,12,7,3,0,3,7,9,352,3,0,16,59,57,112,116,125,12,18,20,26,24,9,10,615
Joondalup,50501,189,259,114,38,42,6,36,2261,5,195,232,139,63,16,36,30,4,25,8,10,9,9,25,800,0,0,3,6,9,49,75,41,21,12,6,6,7,0,12,246,0,0,0,0,17,8,30,41,9,4,3,17,3,3,10,145,0,0,0,7,8,15,3,4,3,0,0,0,0,0,0,45,3,7,35,131,166,227,112,105,18,24,22,23,14,16,17,922,0,8,16,7,3,4,9,3,0,0,0,0,0,0,0,52,0,207,86,66,87,32,54,42,7,11,8,5,3,0,9,611,0,6,32,250,701,954,796,574,236,246,148,72,64,40,103,4243,0,3,3,5,10,9,12,12,3,9,7,3,6,7,0,99,0,3,0,12,109,141,90,87,31,41,38,36,29,16,17,655,0,18,10,19,244,159,40,33,12,10,16,19,10,3,10,595,0,9,20,80,115,157,167,100,9,14,12,16,28,11,12,746
Stirling,50502,395,373,247,111,89,35,56,2455,28,954,1207,630,132,85,100,100,42,83,98,99,72,24,154,3807,0,0,4,8,19,74,205,128,17,26,6,27,15,15,28,567,0,0,0,0,24,35,66,120,35,23,24,35,31,18,27,428,0,0,0,15,21,16,21,11,0,0,0,3,3,0,3,102,5,18,59,180,299,564,357,333,71,79,79,84,99,52,95,2371,0,22,15,13,7,8,0,0,0,0,0,0,0,0,0,70,5,224,85,52,32,30,41,31,6,10,16,16,12,7,7,567,9,9,46,294,590,785,693,754,318,378,240,158,127,51,144,4601,0,3,7,15,19,19,51,164,58,74,94,103,84,39,14,741,0,0,6,20,116,171,161,415,126,151,153,104,123,59,42,1642,6,68,33,29,234,166,57,41,15,12,22,17,11,4,19,723,3,15,26,77,150,196,299,135,14,25,13,19,25,6,27,1023
Wanneroo,50503,169,160,76,22,19,4,28,1521,3,203,223,225,44,12,30,45,17,24,18,14,13,3,86,958,0,5,0,3,6,18,63,32,11,6,4,0,3,4,3,161,0,0,0,0,13,10,54,65,9,5,3,3,9,5,8,188,0,0,0,21,11,18,7,12,0,0,0,3,0,3,0,81,3,3,23,66,125,267,196,234,40,48,42,43,31,36,63,1216,0,21,24,22,0,8,4,4,3,0,0,0,0,0,0,91,0,174,70,36,48,15,51,43,5,13,0,7,3,0,17,477,4,5,21,174,676,1118,1357,1457,458,525,340,171,146,88,248,6797,0,0,3,5,4,40,62,74,22,16,12,15,15,9,13,283,0,0,0,6,90,245,218,776,156,182,120,114,95,69,45,2118,0,10,11,11,168,157,61,46,6,13,23,12,15,6,9,547,0,0,12,44,85,117,215,144,26,21,21,17,14,16,16,737
Armadale,50601,21,22,11,7,0,3,0,315,0,91,102,56,9,3,3,11,5,5,3,0,0,0,12,297,0,0,0,0,0,10,16,16,6,3,4,0,4,4,5,72,0,0,0,0,0,11,23,48,7,8,5,5,4,3,9,126,0,0,0,6,9,6,0,4,0,0,0,0,0,0,0,34,0,0,6,46,75,140,195,293,40,51,51,49,23,20,26,1012,0,7,7,11,3,0,0,8,0,0,0,0,0,0,0,38,0,195,88,69,84,24,42,16,3,13,0,3,3,0,8,548,0,3,20,113,312,429,552,549,191,198,138,100,54,24,93,2785,0,0,0,6,3,9,22,66,11,15,27,26,18,8,3,209,0,0,0,6,46,87,105,536,109,119,108,75,33,33,33,1300,0,15,3,4,22,34,3,9,3,3,0,3,0,0,3,104,0,3,5,38,32,57,189,162,33,22,35,9,28,11,10,631
Belmont - Victoria Park,50602,127,169,86,54,33,16,25,888,11,138,256,115,18,13,15,25,17,21,39,20,14,0,48,740,0,0,0,4,3,28,65,30,7,10,5,14,7,4,8,188,0,0,0,0,16,22,103,207,61,57,83,59,77,52,50,786,0,0,3,23,11,18,16,7,0,0,3,0,0,0,7,90,0,0,14,63,133,208,247,239,55,73,64,54,63,47,38,1294,0,3,7,7,10,5,0,0,0,0,0,0,0,0,0,29,0,85,22,14,17,3,17,7,7,0,7,0,3,0,7,190,3,4,19,96,277,363,339,391,154,194,136,83,60,35,81,2229,0,4,4,7,9,14,30,114,34,79,85,86,52,41,13,560,0,0,0,3,50,102,69,331,156,205,161,113,106,61,52,1409,3,37,18,17,56,42,13,12,5,11,4,0,5,0,8,235,0,4,11,48,68,115,149,100,14,16,24,29,19,7,13,631
Canning,50603,46,67,24,18,20,3,23,481,4,189,226,103,10,17,9,7,0,15,15,17,6,0,42,664,0,0,4,5,11,31,71,45,8,6,12,10,8,3,6,222,0,0,0,3,36,66,214,330,72,101,76,56,70,24,49,1093,0,0,3,15,14,42,14,7,0,0,3,0,0,3,4,103,3,3,26,189,508,1088,837,1112,258,262,313,267,323,198,143,5541,0,11,11,6,0,3,0,0,0,0,0,0,0,0,0,34,3,154,38,37,33,13,28,5,0,0,3,3,0,0,17,324,0,4,16,106,251,354,285,314,137,103,112,64,68,14,66,1908,0,0,0,11,5,21,74,164,50,111,102,91,72,47,24,773,0,0,0,8,44,101,106,508,96,212,149,122,163,89,45,1630,0,21,3,5,58,49,23,18,0,7,3,4,3,0,6,204,0,3,8,81,186,282,507,434,41,59,65,83,81,58,33,1929
Gosnells,50604,19,23,16,14,7,0,19,431,3,128,191,128,25,6,10,11,0,3,10,0,3,4,31,559,0,4,3,0,0,16,53,25,0,3,3,0,0,0,7,119,0,0,0,0,8,23,77,189,33,25,31,19,25,13,25,455,0,0,0,19,24,48,20,8,3,3,4,3,3,0,4,142,0,0,18,116,369,777,653,788,173,183,131,139,111,77,106,3642,0,8,8,21,4,0,0,0,0,0,0,0,0,0,0,43,3,203,80,47,25,25,12,16,4,3,0,0,0,4,24,433,0,3,20,126,375,589,726,807,280,280,187,139,95,44,168,3839,0,0,0,4,13,29,96,211,99,103,80,107,65,65,20,897,0,0,0,6,72,215,193,1029,262,310,212,187,213,111,73,2873,0,9,10,13,43,46,7,24,7,9,5,5,0,0,0,182,0,0,11,73,160,237,460,412,69,53,58,44,48,18,35,1684
Kalamunda,50605,23,18,10,4,3,0,8,392,8,139,153,66,15,6,4,3,0,0,3,5,0,0,21,415,0,0,0,0,0,8,17,13,0,0,0,0,3,0,0,53,0,0,0,0,4,8,14,10,0,4,0,0,0,0,3,34,0,0,3,3,3,8,9,0,0,0,0,0,0,0,0,29,3,3,21,40,45,55,69,62,12,10,15,19,6,4,10,369,0,7,6,3,3,0,0,0,0,0,0,0,0,0,0,25,0,110,36,22,34,15,26,9,0,10,4,4,0,0,8,277,0,9,20,119,260,348,365,447,135,159,106,46,58,19,55,2133,0,0,3,0,3,5,7,12,3,0,5,0,4,0,4,53,0,0,0,8,35,52,62,302,62,51,41,22,34,17,10,714,0,10,6,5,24,16,9,3,8,0,0,0,0,0,0,81,0,3,7,43,35,47,64,31,7,13,8,6,0,0,3,257
Serpentine - Jarrahdale,50606,10,8,4,0,0,3,3,91,3,14,19,21,5,0,3,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,16,19,18,17,0,0,4,5,0,4,11,102,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,62,18,13,23,8,15,4,3,0,0,0,0,0,5,164,0,0,8,32,97,162,180,164,65,80,33,20,11,11,40,920,0,0,0,0,4,0,4,11,4,8,13,6,0,0,0,46,0,0,0,0,3,17,18,60,13,25,4,4,3,5,5,166,0,0,0,0,5,10,4,0,0,0,0,0,0,0,0,18,0,0,4,4,3,4,23,21,5,4,3,5,4,0,9,85
South Perth,50607,74,57,22,17,11,5,7,407,7,72,58,45,8,11,19,15,0,15,23,4,12,4,13,306,0,0,0,4,3,17,44,23,3,7,17,5,25,13,13,187,0,0,0,0,20,27,39,56,17,28,33,27,22,9,8,280,0,3,3,7,3,5,7,0,0,4,0,0,0,0,0,29,4,3,9,72,167,265,175,143,47,31,48,31,59,46,37,1140,0,3,3,3,0,4,0,0,0,0,0,0,0,0,0,8,0,38,21,4,10,5,12,3,3,6,4,0,0,0,9,113,0,0,7,66,171,149,126,100,45,42,27,24,26,9,22,815,0,0,0,0,0,0,5,16,3,8,5,17,15,4,0,87,0,0,0,4,21,42,28,43,8,14,13,22,13,16,3,228,0,6,0,8,35,51,4,6,3,3,0,10,0,0,5,141,0,6,6,29,64,92,169,71,7,21,3,11,23,13,8,529
Cockburn,50701,55,92,30,15,8,3,8,574,19,311,502,322,73,42,38,66,15,23,38,15,23,4,71,1551,0,3,0,5,3,19,69,43,4,6,0,7,3,0,7,164,0,0,0,0,10,19,78,113,24,27,27,19,18,10,17,368,0,0,0,7,14,7,4,14,0,3,3,3,4,0,0,60,0,4,14,59,92,246,221,242,40,56,42,33,36,26,33,1131,0,14,3,3,3,0,0,0,0,0,0,0,0,0,0,29,0,87,32,40,34,29,18,23,3,9,3,3,0,0,4,295,0,3,13,144,300,507,492,561,227,218,161,121,101,37,87,2967,0,0,0,0,3,8,16,29,11,14,13,9,12,5,0,124,0,0,0,6,48,105,112,737,260,311,248,175,236,96,47,2383,0,5,7,3,97,85,24,21,3,8,9,4,3,0,8,279,0,0,7,38,52,106,265,145,30,32,35,43,21,8,23,798
Fremantle,50702,31,25,24,10,11,8,6,348,14,257,343,157,29,13,16,26,13,14,26,18,22,12,51,1001,0,0,3,0,9,19,22,15,3,0,5,4,6,3,3,95,0,0,0,0,3,7,13,8,3,9,3,11,3,0,0,51,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,27,26,26,15,5,3,0,3,6,3,3,3,133,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,55,19,3,13,13,18,13,3,4,3,8,3,7,5,161,0,0,14,60,169,163,128,139,34,45,38,19,11,11,27,863,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,15,0,0,0,0,11,22,21,23,6,11,29,13,18,5,9,169,0,5,0,0,33,34,8,5,0,0,0,0,3,3,6,99,0,7,8,11,12,23,22,14,7,6,4,0,3,0,4,116
Kwinana,50703,12,10,3,3,0,0,6,139,0,21,29,32,3,0,7,3,0,0,4,3,0,0,8,106,0,0,0,0,0,0,19,13,3,0,0,0,0,0,3,43,0,0,0,0,0,3,18,48,3,12,4,8,0,0,8,107,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,19,19,35,44,67,17,17,20,6,7,10,9,268,0,5,0,0,3,5,0,0,0,0,0,0,0,0,0,17,0,44,16,20,3,7,10,3,3,0,0,0,0,0,3,100,0,0,0,34,146,231,327,504,171,188,123,68,50,22,89,1948,0,0,0,0,0,0,18,49,8,10,4,11,3,6,0,102,0,0,0,0,26,65,63,689,267,184,140,105,95,59,37,1730,0,3,0,0,18,10,8,5,0,4,0,0,0,0,4,60,0,0,3,12,14,7,36,68,6,16,7,12,5,0,3,199
Melville,50704,46,69,32,14,3,4,12,660,10,238,273,159,26,23,28,25,5,24,20,14,8,5,35,903,0,3,0,4,13,50,81,38,7,12,9,11,23,7,10,284,0,0,0,5,33,51,121,118,47,39,36,37,23,11,19,543,0,4,5,19,4,9,13,11,0,3,3,0,0,0,0,71,6,16,33,182,433,1053,554,406,68,129,101,76,119,61,48,3289,0,10,5,8,4,3,0,0,0,0,0,0,0,0,0,34,0,160,43,34,23,25,38,26,9,6,9,3,0,3,17,383,3,5,36,174,325,359,308,243,72,69,67,46,35,9,49,1797,0,3,0,0,0,7,8,14,7,8,8,17,8,10,0,92,0,0,0,8,51,74,55,127,46,53,40,47,37,28,15,576,0,17,6,0,78,36,11,13,3,7,7,3,5,0,0,187,3,10,22,90,188,378,399,199,46,48,55,45,63,40,36,1619
Rockingham,50705,61,98,15,15,6,0,22,633,0,53,61,61,5,5,12,10,5,13,8,3,0,0,13,258,0,0,0,0,0,9,28,29,3,0,5,6,5,0,4,98,0,0,0,0,3,8,18,19,8,4,4,0,4,0,4,72,0,0,3,3,8,3,3,7,5,0,3,0,0,0,0,30,4,3,7,41,48,36,37,41,19,9,13,11,5,3,8,284,0,10,7,6,11,0,0,3,0,0,0,0,0,0,0,34,0,170,64,53,50,19,26,38,3,3,3,4,4,0,13,457,4,7,26,196,455,782,1050,1627,611,645,366,235,145,75,217,6440,0,0,0,6,0,9,7,12,5,6,10,4,0,0,0,62,0,0,0,3,62,112,97,329,96,120,97,60,72,52,21,1116,0,9,3,3,23,26,12,20,0,7,5,6,3,0,0,124,0,4,8,38,32,16,43,52,0,11,8,10,5,0,12,233
Albany,50901,7,4,0,3,0,0,4,107,0,60,67,33,9,0,4,5,0,3,10,5,3,0,16,210,0,3,0,3,0,7,3,5,0,0,0,3,0,0,3,26,0,0,0,0,3,0,7,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,13,10,25,9,12,3,0,3,0,3,0,3,96,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,18,0,152,42,34,49,20,20,19,0,0,0,0,0,0,15,346,0,10,26,106,228,247,243,165,37,43,29,19,30,13,81,1277,0,0,4,0,0,0,3,0,0,3,5,4,0,3,0,20,0,0,0,0,29,48,69,265,28,48,59,29,62,32,19,693,0,18,8,4,15,9,9,0,0,0,0,0,0,0,0,65,0,3,0,7,12,0,9,5,0,0,0,4,0,0,7,48
Wheat Belt - North,50902,12,21,9,8,8,0,12,186,0,46,35,28,7,0,0,3,0,0,0,3,3,4,13,138,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,5,0,0,0,0,0,8,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,6,12,12,7,3,12,0,0,0,6,3,3,22,92,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,118,38,30,29,7,19,8,0,0,0,0,0,0,7,259,0,3,11,120,321,264,321,180,56,71,33,32,27,9,116,1571,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,16,0,0,0,0,20,19,33,189,54,105,91,51,66,38,42,704,0,23,0,5,11,4,0,0,0,0,0,0,0,0,0,52,0,3,3,13,3,9,10,5,0,0,3,0,0,0,7,60
Wheat Belt - South,50903,3,15,0,0,0,6,0,64,0,16,19,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,8,3,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,4,6,3,7,0,0,0,0,0,0,0,3,68,0,0,3,46,80,116,100,86,28,20,10,9,16,3,35,549,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,7,15,44,6,14,13,10,17,7,11,153,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,16
Kimberley,51001,9,9,4,5,3,0,7,138,0,26,20,6,0,4,3,6,3,7,7,16,10,6,7,120,0,0,0,0,3,0,11,7,3,4,3,6,8,3,9,64,0,0,0,0,3,0,0,8,0,0,3,3,10,10,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,10,5,4,0,0,0,0,3,0,11,66,0,7,7,3,3,3,0,0,0,0,0,0,0,0,0,21,0,40,21,13,14,7,3,17,0,0,0,0,12,0,12,149,0,5,14,96,150,141,126,147,26,72,26,24,23,12,45,921,0,0,3,0,0,3,3,10,0,0,3,0,0,3,0,21,0,0,0,0,14,20,17,90,41,24,30,29,36,15,19,334,0,0,5,3,9,6,0,0,0,0,0,0,0,0,0,30,0,0,0,9,9,0,8,3,0,0,0,0,0,0,0,33
East Pilbara,51002,26,37,14,11,3,0,0,200,0,3,3,3,4,0,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,17,0,0,0,0,0,3,3,13,0,0,0,0,5,0,0,35,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,13,0,0,4,8,19,16,23,21,0,0,3,0,0,3,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,3,7,3,0,3,0,0,0,3,0,0,0,50,0,0,3,68,218,293,424,562,160,172,106,75,46,21,81,2230,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,0,0,0,0,13,39,42,172,49,72,93,51,60,23,13,626,0,0,0,0,10,3,3,4,0,0,0,0,0,0,0,19,0,0,0,3,6,22,13,13,3,0,0,0,0,0,0,57
West Pilbara,51003,104,82,26,11,3,3,10,536,0,4,13,21,3,4,4,3,0,3,4,5,4,0,7,69,0,0,0,0,0,3,9,8,0,0,0,3,3,0,5,32,0,0,0,0,6,14,33,20,0,4,3,0,10,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,3,23,29,27,37,12,5,3,0,3,0,4,153,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,10,0,25,21,13,12,7,14,12,4,0,6,3,3,0,4,121,0,0,12,78,333,486,678,835,241,255,160,72,41,18,123,3334,0,0,0,3,0,0,7,24,4,6,11,6,3,0,0,67,0,0,0,3,25,51,87,386,78,116,60,91,61,42,22,1021,0,0,0,0,15,5,11,7,0,0,0,0,0,0,0,42,0,0,0,6,12,8,10,20,3,3,0,0,0,0,3,73
Esperance,51101,0,9,9,3,3,0,0,41,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,4,6,9,3,0,0,0,0,0,0,0,50,0,3,4,24,85,90,74,74,38,15,19,13,6,6,27,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,9,5,6,11,9,6,0,3,76,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,10
Gascoyne,51102,0,7,0,0,0,0,4,35,0,15,22,7,0,0,0,9,0,8,0,4,0,3,9,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,8,0,9,3,0,0,0,0,0,3,0,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,25,11,6,0,3,6,0,0,3,3,0,0,3,102,0,0,6,51,58,40,38,42,6,13,8,8,0,3,12,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,10,4,17,9,13,9,12,23,4,5,107,0,0,5,0,0,3,3,4,0,0,0,0,0,3,0,19,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,12
Goldfields,51103,27,32,18,9,3,9,9,217,4,16,11,0,0,5,3,7,3,0,0,4,3,0,4,55,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,3,0,3,12,0,0,0,0,6,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,15,11,11,0,3,3,0,0,0,7,68,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,18,16,9,3,0,4,4,0,0,0,0,0,0,0,54,0,0,15,70,251,443,566,888,314,265,136,105,81,41,135,3296,0,0,0,0,0,0,6,3,0,12,4,6,0,0,0,37,0,0,0,0,29,67,43,264,64,94,55,36,43,19,19,731,0,3,3,0,5,5,0,6,3,0,0,0,0,0,0,32,0,0,3,4,3,4,11,18,0,0,0,0,0,0,3,47
Mid West,51104,14,30,3,3,3,0,5,180,6,59,38,30,0,0,0,3,3,0,8,4,0,0,13,160,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,18,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,18,10,15,9,4,3,4,6,0,0,5,97,0,11,5,4,0,0,0,3,0,0,0,0,0,0,0,23,0,82,33,20,10,7,7,8,3,7,0,0,0,0,3,186,0,6,14,127,265,254,226,219,61,71,45,32,24,8,48,1402,0,0,0,0,0,0,4,14,4,6,5,3,3,3,0,38,0,0,0,0,41,44,48,142,45,53,50,44,40,23,24,556,0,5,0,0,4,4,3,3,0,0,0,3,0,0,0,23,0,0,3,13,9,8,13,3,0,0,0,0,0,0,0,53
Brighton,60101,0,0,0,0,0,0,0,3,0,5,3,3,3,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,8,3,0,0,0,0,0,0,0,0,0,0,3,20,0,0,3,9,31,23,15,5,0,0,3,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,11,0,0,0,0,7,0,3,46,0,0,3,0,3,4,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
