sa3_code,sa3_name,year,num_bus_non_empl_bus,num_bus_1_4_empl,num_bus_5_19_empl,num_bus_20_plus_empl,num_bus_tot,num_bus_entr_non_empl_bus,num_bus_entr_1_4_empl,num_bus_entr_5_19_empl,num_bus_entr_20_plus_empl,num_bus_entr_tot,num_bus_exit_non_empl_bus,num_bus_exit_1_4_empl,num_bus_exit_5_19_empl,num_bus_exit_20_plus_empl,num_bus_exit_tot,bnkrpt_non_bus_rel_ns,bnkrpt_bus_rel,bnkrpt_tot,patent_applications,trademark_applications,lfs_lab_frc,lfs_unemployed,lfs_unemployment_rate_pc,lfs_participation_rate_pc,ye_wrk_ft_stdy_pt_pc,ye_wrk_pt_stdy_pt_pc,ye_wrk_pt_stdy_ft_pc,ye_wrk_ft_no_stdy_pc,ye_no_wrk_stdy_ft_pc,ye_wrk_ft_stdy_ft_pc,ye_fully_engaged_pc,ye_tot_age_15_19,sgpa_age_pens_ctrlnk,sgpa_age_pens_dva,sgpa_srvc_pens_dva,sgpa_inc_supp_dva,sgpa_carer_pay,sgpa_disable_supp_pens,sgpa_newstrt_allow,sgpa_newstrt_allow_365_days_plus_pc,sgpa_prnt_pay_single,sgpa_yth_all_ft_stud_apprntc,sgpa_yth_allow_oth,sgpa_family_tax_benefit_a,sgpa_family_tax_benefit_b,sgpa_tot_fam_tax_benf_recip,epi_med_emply_inc_aud,epi_tot_employ_inc_m_aud,epi_employ_inc_earners,epi_med_own_uninc_bus_inc_aud,epi_tot_own_uninc_bus_inc_m_aud,epi_own_uninc_bus_inc_earnrs,epi_med_invstmnt_inc_aud,epi_tot_invstmnt_inc_m_aud,epi_invstmnt_inc_earnrs,epi_med_supr_annuity_inc_aud,epi_tot_supr_annuity_inc_m_aud,epi_supr_annuity_inc_earnrs,epi_med_oth_inc_aud,epi_tot_oth_inc_m_aud,epi_oth_inc_earnrs,epi_med_tot_inc_aud,epi_tot_tot_inc_m_aud,epi_tot_inc_earnrs,avg_mnthly_hhld_rnt_paymnt_aud,avg_mnthly_hhld_mrtge_paymnt_aud,ba_priv_sect_hse,ba_priv_sect_dwell_excl_hse,ba_tot_priv_sect_dwell_units,ba_tot_dwell_units,ba_val_priv_sect_hses_m_aud,ba_val_priv_sect_dwell_excl_hse_m_aud,ba_val_tot_res_bld_m_aud,ba_val_tot_non_res_bld_m_aud,ba_val_tot_bld_m_aud,rpp_hse_num_trans,rpp_hse_med_sal_prc_aud,rpp_att_dwell_num_trans,rpp_att_dwell_med_sal_prc_aud
31901,Bundaberg,2014,3521.0,1624.0,748.0,211.0,6104.0,438.0,217.0,42.0,3.0,700.0,496.0,142.0,46.0,10.0,694.0,57.0,12.0,69.0,10.0,95.0,,,,,,,,,,,,,14357.0,35.0,1135.0,442.0,1813.0,4911.0,4207.0,70.0,1571.0,399.0,956.0,8148.0,7150.0,8335.0,,,,,,,,,,,,,,,,,,,,,425.0,84.0,509.0,512.0,122.0,14.0,145.0,108.0,253.0,,,,
31901,Bundaberg,2013,3552.0,1595.0,726.0,203.0,6076.0,365.0,162.0,19.0,8.0,554.0,635.0,168.0,50.0,9.0,862.0,67.0,17.0,84.0,8.0,83.0,,,,,,,,,,,,,14110.0,33.0,1212.0,469.0,1605.0,5008.0,3886.0,70.0,1543.0,385.0,930.0,8460.0,7327.0,8703.0,41926.0,1661.0,33260.0,8113.0,123.0,6506.0,300.0,175.0,27765.0,14339.0,32.0,1554.0,96.0,9.0,4330.0,38713.0,2000.0,41965.0,,,371.0,37.0,408.0,409.0,98.0,6.0,109.0,46.0,155.0,1612.0,290000.0,165.0,245000.0
31901,Bundaberg,2012,3747.0,1680.0,744.0,197.0,6368.0,477.0,229.0,29.0,9.0,744.0,600.0,133.0,53.0,10.0,796.0,91.0,25.0,116.0,6.0,111.0,,,,,,,,,,,,,13686.0,32.0,1257.0,494.0,1515.0,5202.0,3619.0,65.0,1935.0,539.0,865.0,8012.0,6857.0,8217.0,,,,,,,,,,,,,,,,,,,,,390.0,26.0,416.0,419.0,102.0,4.0,106.0,24.0,130.0,,,,
31901,Bundaberg,2011,3775.0,1679.0,763.0,199.0,6416.0,,,,,,,,,,,,,,5.0,92.0,35463.0,3123.0,8.8,51.9,2.0,1.6,17.3,10.7,35.5,0.5,67.6,5590.0,13219.0,,,,1368.0,5288.0,3523.0,63.0,1855.0,900.0,871.0,9052.0,7638.0,9238.0,,,,,,,,,,,,,,,,,,,977.0,1517.0,416.0,36.0,452.0,476.0,120.0,6.0,130.0,44.0,174.0,,,,
31901,Bundaberg,2010,,,,,,,,,,,,,,,,,,,7.0,81.0,,,,,,,,,,,,,,,,,,,3565.0,60.0,1903.0,753.0,868.0,9393.0,7776.0,9533.0,,,,,,,,,,,,,,,,,,,,,529.0,47.0,576.0,687.0,153.0,10.0,183.0,107.0,290.0,,,,
31902,Burnett,2014,3864.0,1047.0,410.0,105.0,5426.0,365.0,145.0,15.0,3.0,528.0,385.0,75.0,17.0,5.0,482.0,38.0,12.0,50.0,4.0,14.0,,,,,,,,,,,,,7536.0,12.0,535.0,143.0,1202.0,3680.0,2224.0,71.0,886.0,106.0,519.0,4836.0,4353.0,4961.0,,,,,,,,,,,,,,,,,,,,,119.0,15.0,134.0,135.0,32.0,5.0,38.0,21.0,58.0,,,,
31902,Burnett,2013,3863.0,1009.0,397.0,108.0,5377.0,290.0,81.0,11.0,,382.0,449.0,91.0,29.0,3.0,572.0,47.0,10.0,57.0,6.0,6.0,,,,,,,,,,,,,7245.0,10.0,562.0,156.0,1110.0,3629.0,2108.0,70.0,904.0,129.0,510.0,5067.0,4514.0,5204.0,39360.0,822.0,17013.0,40.0,3.0,6875.0,291.0,66.0,14703.0,14155.0,16.0,759.0,73.0,5.0,2623.0,32886.0,911.0,22553.0,,,139.0,16.0,155.0,158.0,33.0,3.0,41.0,14.0,54.0,574.0,210000.0,11.0,190000.0
31902,Burnett,2012,3964.0,1080.0,416.0,100.0,5560.0,344.0,121.0,20.0,3.0,488.0,425.0,92.0,18.0,7.0,542.0,41.0,11.0,52.0,7.0,10.0,,,,,,,,,,,,,6975.0,9.0,559.0,152.0,1051.0,3684.0,1827.0,68.0,1019.0,234.0,335.0,4731.0,4206.0,4864.0,,,,,,,,,,,,,,,,,,,,,276.0,6.0,282.0,285.0,65.0,1.0,67.0,24.0,91.0,,,,
31902,Burnett,2011,3979.0,1101.0,409.0,113.0,5602.0,,,,,,,,,,,,,,13.0,12.0,19597.0,1347.0,6.9,52.3,2.0,1.8,17.0,11.7,35.0,0.4,67.7,2850.0,6399.0,,,,873.0,3413.0,1841.0,65.0,1016.0,422.0,368.0,5325.0,4658.0,5441.0,,,,,,,,,,,,,,,,,,,727.0,1326.0,244.0,18.0,262.0,268.0,60.0,4.0,65.0,25.0,90.0,,,,
31902,Burnett,2010,,,,,,,,,,,,,,,,,,,16.0,14.0,,,,,,,,,,,,,,,,,,,1850.0,61.0,971.0,308.0,369.0,5409.0,4664.0,5498.0,,,,,,,,,,,,,,,,,,,,,382.0,28.0,410.0,429.0,88.0,8.0,100.0,55.0,155.0,,,,
31903,Gympie - Cooloola,2014,2797.0,1061.0,401.0,73.0,4332.0,325.0,148.0,19.0,3.0,495.0,402.0,96.0,23.0,,521.0,45.0,19.0,64.0,7.0,54.0,,,,,,,,,,,,,7443.0,18.0,597.0,191.0,1138.0,3848.0,2257.0,70.0,884.0,208.0,506.0,4897.0,4358.0,5007.0,,,,,,,,,,,,,,,,,,,,,233.0,51.0,284.0,284.0,57.0,10.0,72.0,54.0,126.0,,,,
31903,Gympie - Cooloola,2013,2817.0,1045.0,397.0,77.0,4336.0,252.0,123.0,13.0,3.0,391.0,430.0,99.0,20.0,3.0,552.0,42.0,17.0,59.0,9.0,50.0,,,,,,,,,,,,,7182.0,13.0,609.0,198.0,1036.0,3611.0,2139.0,68.0,840.0,169.0,540.0,5173.0,4551.0,5305.0,40182.0,807.0,16766.0,2955.0,43.0,5447.0,292.0,80.0,14905.0,15539.0,21.0,883.0,94.0,5.0,2580.0,35040.0,955.0,22482.0,,,187.0,54.0,241.0,242.0,44.0,9.0,58.0,21.0,78.0,773.0,285000.0,41.0,265000.0
31903,Gympie - Cooloola,2012,2931.0,1090.0,403.0,74.0,4498.0,300.0,129.0,17.0,,446.0,434.0,87.0,22.0,3.0,546.0,41.0,16.0,57.0,10.0,54.0,,,,,,,,,,,,,6808.0,8.0,632.0,196.0,943.0,3467.0,1849.0,63.0,996.0,285.0,386.0,4619.0,4005.0,4705.0,,,,,,,,,,,,,,,,,,,,,301.0,27.0,328.0,328.0,65.0,5.0,69.0,25.0,94.0,,,,
31903,Gympie - Cooloola,2011,2988.0,1121.0,400.0,79.0,4588.0,,,,,,,,,,,,,,10.0,55.0,18770.0,1449.0,7.7,51.7,2.6,1.5,17.1,9.8,37.2,0.7,69.0,2895.0,6559.0,,,,888.0,3360.0,1762.0,66.0,1020.0,472.0,397.0,5237.0,4471.0,5314.0,,,,,,,,,,,,,,,,,,,933.0,1487.0,266.0,22.0,288.0,289.0,69.0,4.0,73.0,57.0,130.0,,,,
31903,Gympie - Cooloola,2010,,,,,,,,,,,,,,,,,,,6.0,35.0,,,,,,,,,,,,,,,,,,,1860.0,60.0,973.0,392.0,414.0,5352.0,4490.0,5416.0,,,,,,,,,,,,,,,,,,,,,436.0,15.0,451.0,477.0,105.0,3.0,114.0,68.0,182.0,,,,
31904,Hervey Bay,2014,1859.0,962.0,385.0,60.0,3266.0,277.0,119.0,20.0,,416.0,316.0,91.0,17.0,3.0,427.0,54.0,20.0,74.0,4.0,48.0,,,,,,,,,,,,,10654.0,43.0,1016.0,305.0,1445.0,3689.0,2766.0,71.0,1096.0,288.0,584.0,5305.0,4740.0,5418.0,,,,,,,,,,,,,,,,,,,,,381.0,30.0,411.0,411.0,90.0,7.0,97.0,44.0,141.0,,,,
31904,Hervey Bay,2013,1858.0,989.0,378.0,53.0,3278.0,227.0,134.0,18.0,,379.0,383.0,116.0,37.0,,536.0,57.0,23.0,80.0,13.0,43.0,,,,,,,,,,,,,10294.0,42.0,1051.0,309.0,1295.0,3670.0,2640.0,68.0,1075.0,287.0,639.0,5557.0,4869.0,5692.0,41750.0,940.0,18555.0,9478.0,64.0,3393.0,315.0,92.0,16409.0,18602.0,33.0,1382.0,173.0,11.0,2949.0,37353.0,1139.0,24547.0,,,274.0,9.0,283.0,283.0,68.0,1.0,69.0,172.0,241.0,1129.0,317500.0,147.0,270000.0
31904,Hervey Bay,2012,1977.0,1008.0,405.0,55.0,3445.0,295.0,140.0,20.0,3.0,458.0,344.0,102.0,29.0,,475.0,85.0,31.0,116.0,4.0,31.0,,,,,,,,,,,,,9864.0,39.0,1110.0,331.0,1231.0,3686.0,2242.0,65.0,1309.0,411.0,537.0,5235.0,4546.0,5338.0,,,,,,,,,,,,,,,,,,,,,246.0,4.0,250.0,250.0,59.0,1.0,60.0,28.0,88.0,,,,
31904,Hervey Bay,2011,1956.0,1012.0,434.0,53.0,3455.0,,,,,,,,,,,,,,4.0,39.0,19819.0,2251.0,11.4,46.4,1.3,1.6,16.6,7.4,39.2,0.3,66.5,3270.0,9383.0,,,,1120.0,3656.0,2185.0,63.0,1292.0,634.0,577.0,5759.0,4949.0,5861.0,,,,,,,,,,,,,,,,,,,1070.0,1614.0,300.0,55.0,355.0,367.0,71.0,7.0,81.0,34.0,114.0,,,,
31904,Hervey Bay,2010,,,,,,,,,,,,,,,,,,,11.0,36.0,,,,,,,,,,,,,,,,,,,2305.0,61.0,1245.0,557.0,517.0,5942.0,4980.0,6015.0,,,,,,,,,,,,,,,,,,,,,359.0,17.0,376.0,545.0,85.0,3.0,121.0,52.0,173.0,,,,
31905,Maryborough,2014,1516.0,697.0,288.0,53.0,2554.0,170.0,101.0,7.0,3.0,281.0,217.0,66.0,13.0,,296.0,44.0,10.0,54.0,14.0,20.0,,,,,,,,,,,,,7683.0,15.0,693.0,201.0,1246.0,3822.0,2366.0,69.0,797.0,147.0,498.0,4372.0,3897.0,4455.0,,,,,,,,,,,,,,,,,,,,,221.0,,221.0,221.0,57.0,,58.0,12.0,70.0,,,,
31905,Maryborough,2013,1516.0,704.0,286.0,48.0,2554.0,150.0,52.0,5.0,,207.0,271.0,66.0,16.0,3.0,356.0,46.0,8.0,54.0,6.0,26.0,,,,,,,,,,,,,7376.0,16.0,706.0,209.0,1132.0,3724.0,2131.0,69.0,753.0,159.0,495.0,4573.0,4029.0,4668.0,42873.0,732.0,14834.0,6130.0,39.0,3087.0,261.0,55.0,12697.0,17252.0,25.0,940.0,125.0,3.0,1751.0,37900.0,854.0,19118.0,,,213.0,26.0,239.0,239.0,52.0,4.0,56.0,13.0,69.0,668.0,250000.0,24.0,217500.0
31905,Maryborough,2012,1592.0,752.0,302.0,49.0,2695.0,163.0,97.0,11.0,,271.0,245.0,62.0,16.0,,323.0,52.0,12.0,64.0,12.0,30.0,,,,,,,,,,,,,7048.0,14.0,734.0,218.0,1055.0,3792.0,1715.0,69.0,887.0,278.0,386.0,4213.0,3667.0,4301.0,,,,,,,,,,,,,,,,,,,,,177.0,10.0,187.0,187.0,46.0,1.0,48.0,13.0,61.0,,,,
31905,Maryborough,2011,1621.0,763.0,293.0,44.0,2721.0,,,,,,,,,,,,,,13.0,36.0,16209.0,1517.0,9.4,47.1,1.4,1.2,16.7,8.9,38.4,0.6,67.2,2575.0,6881.0,,,,902.0,3590.0,1824.0,67.0,914.0,443.0,408.0,4683.0,4011.0,4762.0,,,,,,,,,,,,,,,,,,,928.0,1367.0,202.0,2.0,204.0,204.0,54.0,,55.0,15.0,70.0,,,,
31905,Maryborough,2010,,,,,,,,,,,,,,,,,,,12.0,28.0,,,,,,,,,,,,,,,,,,,1859.0,63.0,972.0,385.0,404.0,4813.0,4024.0,4860.0,,,,,,,,,,,,,,,,,,,,,317.0,16.0,333.0,396.0,76.0,2.0,89.0,38.0,127.0,,,,
40501,Barossa,2014,2131.0,816.0,341.0,88.0,3376.0,211.0,103.0,22.0,7.0,343.0,219.0,43.0,19.0,,281.0,19.0,8.0,27.0,9.0,191.0,,,,,,,,,,,,,4256.0,,255.0,106.0,307.0,1164.0,874.0,70.0,289.0,164.0,146.0,2952.0,2408.0,3053.0,,,,,,,,,,,,,,,,,,,,,235.0,,235.0,235.0,57.0,,59.0,29.0,88.0,,,,
40501,Barossa,2013,2105.0,765.0,344.0,70.0,3284.0,187.0,56.0,10.0,3.0,256.0,286.0,58.0,6.0,4.0,354.0,17.0,5.0,22.0,,153.0,,,,,,,,,,,,,4188.0,,283.0,106.0,270.0,1136.0,799.0,68.0,288.0,190.0,137.0,3146.0,2523.0,3263.0,46127.0,737.0,14507.0,6437.0,59.0,3943.0,246.0,93.0,13678.0,21274.0,19.0,743.0,95.0,4.0,2426.0,43581.0,912.0,18358.0,,,230.0,3.0,233.0,233.0,52.0,,54.0,18.0,73.0,410.0,302750.0,28.0,200000.0
40501,Barossa,2012,2168.0,804.0,336.0,74.0,3382.0,223.0,64.0,12.0,,299.0,266.0,44.0,13.0,3.0,326.0,15.0,5.0,20.0,,173.0,,,,,,,,,,,,,4065.0,4.0,316.0,104.0,237.0,1159.0,672.0,60.0,379.0,221.0,113.0,2778.0,2196.0,2871.0,,,,,,,,,,,,,,,,,,,,,227.0,1.0,228.0,228.0,58.0,,58.0,7.0,65.0,,,,
40501,Barossa,2011,2164.0,817.0,336.0,71.0,3388.0,,,,,,,,,,,,,,3.0,146.0,16934.0,670.0,4.0,63.7,3.2,2.0,20.2,9.1,44.8,0.3,79.6,2128.0,3842.0,,,,240.0,1159.0,608.0,62.0,391.0,309.0,100.0,3339.0,2601.0,3424.0,,,,,,,,,,,,,,,,,,,998.0,1461.0,267.0,21.0,288.0,294.0,66.0,3.0,71.0,41.0,112.0,,,,
40501,Barossa,2010,,,,,,,,,,,,,,,,,,,5.0,176.0,,,,,,,,,,,,,,,,,,,599.0,61.0,382.0,260.0,128.0,3456.0,2638.0,3533.0,,,,,,,,,,,,,,,,,,,,,353.0,2.0,355.0,360.0,70.0,,72.0,99.0,172.0,,,,
40502,Lower North,2014,1897.0,774.0,319.0,37.0,3027.0,187.0,75.0,30.0,3.0,295.0,170.0,39.0,10.0,,219.0,,,18.0,3.0,42.0,,,,,,,,,,,,,3282.0,4.0,225.0,91.0,340.0,1236.0,758.0,72.0,231.0,56.0,116.0,1885.0,1586.0,1918.0,,,,,,,,,,,,,,,,,,,,,83.0,12.0,95.0,95.0,19.0,2.0,23.0,17.0,39.0,,,,
40502,Lower North,2013,1834.0,786.0,291.0,36.0,2947.0,141.0,50.0,5.0,,196.0,239.0,51.0,11.0,,301.0,11.0,4.0,15.0,9.0,56.0,,,,,,,,,,,,,3233.0,4.0,227.0,102.0,313.0,1280.0,709.0,73.0,235.0,84.0,101.0,2002.0,1640.0,2036.0,39857.0,341.0,7656.0,8821.0,64.0,3152.0,526.0,61.0,7764.0,18592.0,10.0,446.0,84.0,3.0,1686.0,37778.0,479.0,10630.0,,,80.0,1.0,81.0,81.0,20.0,,21.0,6.0,27.0,251.0,196000.0,10.0,186500.0
40502,Lower North,2012,1911.0,820.0,299.0,27.0,3057.0,196.0,77.0,10.0,,283.0,171.0,42.0,14.0,,227.0,11.0,6.0,17.0,8.0,45.0,,,,,,,,,,,,,3132.0,9.0,255.0,108.0,308.0,1300.0,585.0,65.0,319.0,135.0,89.0,1792.0,1447.0,1819.0,,,,,,,,,,,,,,,,,,,,,85.0,,85.0,85.0,19.0,,19.0,18.0,37.0,,,,
40502,Lower North,2011,1857.0,829.0,283.0,26.0,2995.0,,,,,,,,,,,,,,12.0,35.0,10176.0,419.0,4.1,57.1,2.8,2.1,17.4,9.5,47.2,0.2,79.2,1306.0,3053.0,,,,278.0,1280.0,543.0,70.0,316.0,232.0,81.0,2077.0,1661.0,2112.0,,,,,,,,,,,,,,,,,,,686.0,1177.0,97.0,13.0,110.0,111.0,25.0,10.0,27.0,33.0,60.0,,,,
40502,Lower North,2010,,,,,,,,,,,,,,,,,,,12.0,30.0,,,,,,,,,,,,,,,,,,,542.0,59.0,296.0,179.0,91.0,2229.0,1780.0,2252.0,,,,,,,,,,,,,,,,,,,,,127.0,4.0,131.0,137.0,28.0,,29.0,48.0,77.0,,,,
40503,Mid North,2014,1276.0,699.0,288.0,25.0,2288.0,123.0,61.0,18.0,3.0,205.0,144.0,44.0,9.0,,197.0,,,18.0,6.0,20.0,,,,,,,,,,,,,4560.0,7.0,257.0,134.0,542.0,2121.0,1379.0,79.0,398.0,93.0,297.0,2518.0,2196.0,2569.0,,,,,,,,,,,,,,,,,,,,,131.0,,131.0,137.0,24.0,,27.0,26.0,52.0,,,,
30604,Port Douglas - Daintree,2011,866.0,374.0,157.0,42.0,1439.0,,,,,,,,,,,,,,,27.0,5565.0,285.0,5.1,63.4,1.5,2.0,16.4,13.4,29.5,0.9,63.7,543.0,848.0,,,,78.0,526.0,450.0,57.0,175.0,65.0,52.0,1131.0,936.0,1154.0,,,,,,,,,,,,,,,,,,,1511.0,1837.0,56.0,2.0,58.0,59.0,24.0,1.0,25.0,22.0,47.0,,,,
40503,Mid North,2013,1278.0,693.0,283.0,24.0,2278.0,113.0,33.0,5.0,,151.0,182.0,45.0,12.0,,239.0,16.0,9.0,25.0,4.0,13.0,,,,,,,,,,,,,4550.0,7.0,270.0,144.0,511.0,2122.0,1247.0,79.0,421.0,149.0,259.0,2648.0,2282.0,2716.0,42389.0,467.0,9518.0,6489.0,40.0,2491.0,391.0,48.0,8109.0,18069.0,11.0,488.0,88.0,2.0,1388.0,39416.0,567.0,12059.0,,,78.0,6.0,84.0,84.0,17.0,1.0,20.0,27.0,47.0,298.0,156750.0,33.0,97000.0
40503,Mid North,2012,1318.0,739.0,278.0,31.0,2366.0,123.0,63.0,13.0,,199.0,144.0,29.0,14.0,,187.0,16.0,4.0,20.0,,11.0,,,,,,,,,,,,,4458.0,5.0,294.0,149.0,488.0,2162.0,1031.0,74.0,497.0,229.0,201.0,2506.0,2077.0,2546.0,,,,,,,,,,,,,,,,,,,,,70.0,2.0,72.0,72.0,18.0,,18.0,23.0,41.0,,,,
40503,Mid North,2011,1316.0,749.0,257.0,27.0,2349.0,,,,,,,,,,,,,,,5.0,11644.0,729.0,6.3,52.8,2.6,1.0,21.1,7.1,41.6,0.3,73.6,1777.0,4403.0,,,,467.0,2216.0,1004.0,77.0,518.0,329.0,170.0,2752.0,2243.0,2802.0,,,,,,,,,,,,,,,,,,,621.0,1101.0,84.0,1.0,85.0,103.0,20.0,,24.0,12.0,35.0,,,,
40503,Mid North,2010,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1058.0,76.0,523.0,305.0,169.0,2892.0,2359.0,2939.0,,,,,,,,,,,,,,,,,,,,,123.0,,123.0,139.0,26.0,,30.0,27.0,56.0,,,,
40504,Yorke Peninsula,2014,1422.0,674.0,207.0,24.0,2327.0,141.0,64.0,9.0,,214.0,180.0,37.0,7.0,,224.0,16.0,3.0,19.0,,6.0,,,,,,,,,,,,,5243.0,4.0,377.0,134.0,500.0,1669.0,1167.0,76.0,313.0,69.0,157.0,1964.0,1667.0,2006.0,,,,,,,,,,,,,,,,,,,,,239.0,6.0,245.0,251.0,54.0,1.0,59.0,14.0,73.0,,,,
40504,Yorke Peninsula,2013,1415.0,684.0,205.0,26.0,2330.0,142.0,56.0,7.0,,205.0,198.0,50.0,12.0,3.0,263.0,15.0,7.0,22.0,,,,,,,,,,,,,,,5097.0,,396.0,137.0,468.0,1693.0,1115.0,75.0,309.0,91.0,171.0,2059.0,1711.0,2103.0,37926.0,330.0,7505.0,13256.0,75.0,2766.0,581.0,65.0,7934.0,19450.0,15.0,615.0,93.0,2.0,1455.0,36420.0,488.0,10893.0,,,195.0,8.0,203.0,207.0,47.0,1.0,50.0,19.0,69.0,465.0,258000.0,24.0,188500.0
40504,Yorke Peninsula,2012,1440.0,722.0,196.0,25.0,2383.0,174.0,61.0,6.0,,241.0,181.0,47.0,7.0,,235.0,16.0,4.0,20.0,3.0,,,,,,,,,,,,,,4964.0,,421.0,145.0,447.0,1715.0,903.0,69.0,365.0,153.0,119.0,1938.0,1636.0,1979.0,,,,,,,,,,,,,,,,,,,,,288.0,6.0,294.0,294.0,65.0,1.0,66.0,13.0,78.0,,,,
40504,Yorke Peninsula,2011,1440.0,708.0,202.0,23.0,2373.0,,,,,,,,,,,,,,3.0,10.0,9597.0,549.0,5.7,47.8,3.3,2.7,19.6,9.8,41.2,0.4,77.0,1222.0,4876.0,,,,418.0,1726.0,810.0,72.0,373.0,239.0,109.0,2217.0,1823.0,2245.0,,,,,,,,,,,,,,,,,,,688.0,1181.0,450.0,27.0,477.0,487.0,91.0,3.0,96.0,21.0,118.0,,,,
40504,Yorke Peninsula,2010,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,870.0,69.0,386.0,178.0,122.0,2216.0,1820.0,2245.0,,,,,,,,,,,,,,,,,,,,,356.0,40.0,396.0,402.0,72.0,7.0,80.0,35.0,114.0,,,,
40601,Eyre Peninsula and South West,2014,3049.0,1474.0,667.0,99.0,5289.0,327.0,141.0,26.0,5.0,499.0,374.0,95.0,36.0,3.0,508.0,19.0,10.0,29.0,5.0,17.0,,,,,,,,,,,,,7193.0,,340.0,119.0,739.0,2785.0,2731.0,76.0,972.0,198.0,514.0,4968.0,4410.0,5193.0,,,,,,,,,,,,,,,,,,,,,399.0,10.0,409.0,425.0,99.0,2.0,108.0,26.0,134.0,,,,
40601,Eyre Peninsula and South West,2013,3046.0,1469.0,673.0,110.0,5298.0,291.0,119.0,18.0,3.0,431.0,413.0,77.0,40.0,,530.0,38.0,9.0,47.0,5.0,40.0,,,,,,,,,,,,,7122.0,,357.0,127.0,701.0,2847.0,2476.0,75.0,938.0,271.0,532.0,5194.0,4620.0,5440.0,45296.0,1220.0,22843.0,12568.0,152.0,5502.0,375.0,144.0,18399.0,14571.0,20.0,863.0,109.0,6.0,3448.0,44337.0,1542.0,28528.0,,,304.0,18.0,322.0,350.0,74.0,3.0,88.0,124.0,212.0,584.0,277750.0,213.0,170000.0
40601,Eyre Peninsula and South West,2012,3071.0,1533.0,686.0,106.0,5396.0,361.0,143.0,17.0,3.0,524.0,411.0,102.0,30.0,3.0,546.0,,,59.0,3.0,17.0,,,,,,,,,,,,,6944.0,,378.0,138.0,662.0,2952.0,2174.0,74.0,1190.0,397.0,445.0,4945.0,4326.0,5165.0,,,,,,,,,,,,,,,,,,,,,271.0,16.0,287.0,294.0,65.0,1.0,71.0,101.0,172.0,,,,
40601,Eyre Peninsula and South West,2011,3073.0,1550.0,690.0,104.0,5417.0,,,,,,,,,,,,,,,17.0,26867.0,1558.0,5.8,59.9,2.4,1.3,17.2,10.6,38.5,0.5,70.4,3680.0,6891.0,,,,630.0,2950.0,2110.0,74.0,1224.0,537.0,441.0,5646.0,4808.0,5846.0,,,,,,,,,,,,,,,,,,,717.0,1379.0,260.0,13.0,273.0,304.0,60.0,3.0,70.0,40.0,110.0,,,,
40601,Eyre Peninsula and South West,2010,,,,,,,,,,,,,,,,,,,6.0,30.0,,,,,,,,,,,,,,,,,,,2115.0,67.0,1234.0,505.0,412.0,6106.0,5072.0,6240.0,,,,,,,,,,,,,,,,,,,,,339.0,11.0,350.0,406.0,72.0,3.0,86.0,114.0,201.0,,,,
40602,Outback - North and East,2014,750.0,362.0,204.0,43.0,1359.0,79.0,51.0,9.0,3.0,142.0,141.0,39.0,7.0,3.0,190.0,16.0,4.0,20.0,,11.0,,,,,,,,,,,,,2535.0,,110.0,32.0,341.0,1488.0,1755.0,75.0,579.0,51.0,330.0,2454.0,2334.0,2582.0,,,,,,,,,,,,,,,,,,,,,75.0,,75.0,102.0,18.0,,30.0,30.0,61.0,,,,
40602,Outback - North and East,2013,800.0,382.0,195.0,42.0,1419.0,88.0,37.0,5.0,,130.0,139.0,23.0,7.0,,169.0,27.0,5.0,32.0,,8.0,,,,,,,,,,,,,2519.0,,113.0,35.0,318.0,1518.0,1723.0,71.0,588.0,60.0,303.0,2529.0,2410.0,2673.0,52344.0,676.0,10695.0,8731.0,25.0,1338.0,140.0,20.0,7642.0,18063.0,10.0,403.0,89.0,1.0,1178.0,50342.0,732.0,11982.0,,,71.0,6.0,77.0,130.0,17.0,,37.0,40.0,77.0,217.0,200000.0,26.0,142500.0
40602,Outback - North and East,2012,838.0,402.0,175.0,43.0,1458.0,100.0,49.0,3.0,,152.0,126.0,36.0,13.0,3.0,178.0,,,17.0,,12.0,,,,,,,,,,,,,2488.0,,126.0,39.0,291.0,1525.0,1413.0,68.0,634.0,65.0,235.0,2388.0,2252.0,2535.0,,,,,,,,,,,,,,,,,,,,,132.0,22.0,154.0,202.0,29.0,4.0,47.0,22.0,69.0,,,,
40602,Outback - North and East,2011,844.0,415.0,183.0,34.0,1476.0,,,,,,,,,,,,,,,14.0,13417.0,680.0,5.1,59.8,2.3,1.0,15.2,11.8,35.0,0.4,65.6,1726.0,2453.0,,,,250.0,1484.0,1253.0,72.0,608.0,120.0,253.0,2730.0,2527.0,2879.0,,,,,,,,,,,,,,,,,,,722.0,1421.0,56.0,9.0,65.0,92.0,15.0,1.0,23.0,41.0,64.0,,,,
40602,Outback - North and East,2010,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,1299.0,71.0,615.0,105.0,264.0,2901.0,2636.0,3027.0,,,,,,,,,,,,,,,,,,,,,91.0,17.0,108.0,184.0,24.0,5.0,53.0,40.0,93.0,,,,
