SA3_MAIN11,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,SA3_NAME11
10301,21985,21569,43554,1526,1456,2982,3175,2867,6042,1739,1599,3338,1846,1662,3508,2597,2347,4944,2763,2814,5577,2853,2867,5720,2653,2588,5241,1742,1724,3466,876,1131,2007,215,515,730,20755,20556,41311,1230,1015,2245,908,794,1702,23,25,48,18,25,43,949,844,1793,18794,18694,37488,1976,1705,3681,19531,19958,39489,712,696,1408,19362,19788,39150,340,304,644,2856,2563,5419,1230,1211,2441,609,776,1385,523,896,1419,6153,7362,13515,1158,1093,2251,5329,5029,10358,1528,1514,3042,982,855,1837,63,56,119,19222,19708,38930,2922,1937,4859,Bathurst
10302,27254,27541,54795,1877,1821,3698,3935,3774,7709,1787,1725,3512,1342,1183,2525,2534,2693,5227,3079,3288,6367,3785,3638,7423,3796,3584,7380,2875,2876,5751,1775,1984,3759,469,975,1444,25493,25989,51482,1761,1554,3315,2088,2140,4228,40,37,77,24,21,45,2152,2198,4350,24340,24575,48915,1228,1356,2584,25444,25805,51249,468,520,988,25126,25477,50603,479,460,939,3441,3333,6774,1170,1201,2371,208,242,450,373,917,1290,5291,6694,11985,1391,1569,2960,7633,7452,15085,2723,2433,5156,2279,1744,4023,109,84,193,25024,25298,50322,2149,1954,4103,Lachlan Valley
10101,33658,33841,67499,2270,2129,4399,4744,4497,9241,2294,2088,4382,1629,1577,3206,3174,3360,6534,4416,4636,9052,4966,4712,9678,4653,4569,9222,3333,3273,6606,1715,2056,3771,465,944,1409,31568,32115,63683,2091,1726,3817,860,831,1691,24,26,50,11,9,20,895,866,1761,29161,29395,58556,2717,2734,5451,30574,31418,61992,1065,985,2050,30563,31339,61902,552,512,1064,4268,4026,8294,1578,1463,3041,292,380,672,655,1252,1907,8453,10106,18559,1699,1847,3546,8748,8502,17250,2663,2585,5248,2220,1826,4046,129,97,226,30309,31283,61592,3081,2170,5251,Goulburn - Yass
10102,26852,26660,53512,1884,1782,3666,3714,3638,7352,1809,1697,3506,1682,1575,3257,3401,3554,6955,4232,4374,8606,4321,4099,8420,3283,3057,6340,1648,1644,3292,716,846,1562,162,394,556,25439,25456,50895,1412,1203,2615,662,670,1332,11,12,23,19,15,34,692,697,1389,20651,20661,41312,4603,4633,9236,22447,22430,44877,2982,3055,6037,23903,23973,47876,358,332,690,3353,3329,6682,1276,1236,2512,451,464,915,867,1321,2188,10763,11346,22109,1424,1319,2743,4877,4755,9632,1352,1233,2585,1002,987,1989,88,115,203,24803,24924,49727,2237,1785,4022,Queanbeyan
10103,9737,9193,18930,611,561,1172,1297,1170,2467,702,559,1261,509,426,935,948,942,1890,1297,1299,2596,1532,1452,2984,1338,1204,2542,890,822,1712,465,499,964,148,260,408,9066,8584,17650,672,608,1280,187,162,349,9,16,25,6,5,11,202,183,385,7760,7295,15055,1157,1212,2369,8369,8114,16483,475,507,982,8431,8078,16509,146,153,299,1114,1019,2133,443,378,821,64,97,161,207,448,655,2776,3082,5858,558,542,1100,2306,2069,4375,662,585,1247,506,420,926,28,14,42,8363,8190,16553,7765,5642,13407,Snowy Mountains
10104,33368,34513,67881,1830,1681,3511,4074,3924,7998,2144,1975,4119,1159,1067,2226,2252,2513,4765,3489,3780,7269,4776,5260,10036,5839,6007,11846,4626,4428,9054,2461,2666,5127,717,1213,1930,30650,32125,62775,2718,2387,5105,1301,1338,2639,24,27,51,14,23,37,1339,1388,2727,27191,28092,55283,4175,4483,8658,30686,31801,62487,1041,1187,2228,30332,31480,61812,421,410,831,3624,3501,7125,1440,1433,2873,222,222,444,539,1240,1779,8972,10006,18978,2244,2535,4779,8740,9030,17770,2868,2828,5696,2093,1903,3996,108,59,167,30177,31334,61511,2986,3054,6040,South Coast
10201,78677,84434,163111,5024,4829,9853,10489,10164,20653,5619,5108,10727,4635,4339,8974,8058,8448,16506,10113,11056,21169,11105,12173,23278,9978,10740,20718,7255,8002,15257,4627,6219,10846,1773,3357,5130,74566,80846,155412,4111,3587,7698,1700,1699,3399,65,48,113,29,34,63,1794,1781,3575,61666,66448,128114,12490,13339,25829,70744,75937,146681,3992,4668,8660,69807,75486,145293,1379,1320,2699,9453,9224,18677,3956,3829,7785,1424,1513,2937,1833,3443,5276,26000,27972,53972,4438,4379,8817,18776,20967,39743,5329,6397,11726,2819,3239,6058,179,144,323,72762,78617,151379,4554,4789,9343,Gosford
10202,72026,77051,149077,5143,4781,9924,10333,9941,20274,5295,5054,10349,4100,4105,8205,7572,8265,15837,9116,10072,19188,9488,10088,19576,8476,9201,17677,6819,7729,14548,4296,5371,9667,1387,2445,3832,68522,73809,142331,3504,3241,6745,2524,2672,5196,73,75,148,44,56,100,2641,2803,5444,59766,63760,123526,8551,9405,17956,66233,70706,136939,2709,3225,5934,65049,69825,134874,1345,1338,2683,9229,8911,18140,3458,3419,6877,955,1097,2052,1281,2774,4055,16614,19087,35701,4169,4160,8329,20461,21929,42390,6398,7293,13691,3648,3955,7603,244,187,431,67551,72367,139918,3407,3761,7168,Wyong
10303,22299,21620,43919,1477,1358,2835,3056,2685,5741,1482,1352,2834,1162,1046,2208,2137,2105,4242,2810,2825,5635,3243,3101,6344,3087,2942,6029,2394,2267,4661,1174,1336,2510,277,604,881,20831,20345,41176,1468,1276,2744,931,846,1777,44,26,70,3,6,9,978,878,1856,18882,18532,37414,1876,1825,3701,20167,19996,40163,564,642,1206,19835,19784,39619,306,333,639,2611,2339,4950,935,929,1864,164,232,396,392,755,1147,4475,5563,10038,1225,1217,2442,6471,5881,12352,1998,2036,4034,1490,1283,2773,75,56,131,19944,19864,39808,2233,1337,3570,Lithgow - Mudgee
10304,26788,27682,54470,2211,1984,4195,4011,3941,7952,1887,1907,3794,1616,1585,3201,3030,3289,6319,3442,3647,7089,3580,3696,7276,3284,3227,6511,2155,2200,4355,1257,1530,2787,315,676,991,25201,26335,51536,1587,1347,2934,1188,1232,2420,31,21,52,22,26,48,1241,1279,2520,23126,23995,47121,2066,2199,4265,24402,25395,49797,1017,1126,2143,24261,25336,49597,450,440,890,3579,3484,7063,1258,1340,2598,319,445,764,608,1082,1690,6958,8440,15398,1337,1487,2824,6865,6722,13587,2027,2035,4062,1522,1316,2838,130,114,244,24461,25545,50006,2607,1944,4551,Orange
10401,24276,24962,49238,1447,1340,2787,3228,3126,6354,1633,1543,3176,1092,1015,2107,1857,2040,3897,2668,2924,5592,3498,3650,7148,3883,3790,7673,2896,2881,5777,1646,1833,3479,428,820,1248,22562,23500,46062,1713,1462,3175,1342,1370,2712,41,39,80,19,26,45,1402,1435,2837,21320,21890,43210,1740,1849,3589,22677,23576,46253,434,480,914,22264,23219,45483,380,330,710,2840,2779,5619,1070,1066,2136,190,249,439,401,919,1320,5138,5823,10961,1352,1449,2801,6974,7515,14489,2508,2419,4927,1698,1533,3231,70,63,133,22264,23189,45453,2230,2037,4267,Clarence Valley
10402,39513,41849,81362,2461,2408,4869,5551,5218,10769,2852,2705,5557,1929,1987,3916,3586,3882,7468,4636,5303,9939,5665,6459,12124,5923,5905,11828,3893,4108,8001,2281,2583,4864,737,1290,2027,36911,39534,76445,2601,2315,4916,1443,1601,3044,53,41,94,39,31,70,1535,1673,3208,32603,34435,67038,4914,5500,10414,35907,38043,73950,1995,2308,4303,35636,37910,73546,598,622,1220,4981,4725,9706,1937,1975,3912,512,667,1179,991,2004,2995,10973,12571,23544,2459,2538,4997,10111,10786,20897,3206,3407,6613,2087,1963,4050,138,140,278,36634,38969,75603,3440,3318,6758,Coffs Harbour
10501,13064,12229,25293,1010,1018,2028,1852,1802,3654,780,711,1491,698,732,1430,1380,1461,2841,1656,1593,3249,1944,1700,3644,1757,1389,3146,1241,1023,2264,623,587,1210,123,212,335,11969,11268,23237,1096,958,2054,2983,3210,6193,14,26,40,20,26,46,3017,3262,6279,11074,10489,21563,748,715,1463,11605,11052,22657,386,341,727,11438,10854,22292,215,228,443,1501,1486,2987,390,384,774,58,120,178,172,383,555,2440,3088,5528,665,700,1365,3288,2764,6052,1215,988,2203,1197,742,1939,92,51,143,11613,11005,22618,2243,1526,3769,Bourke - Cobar - Coonamble
10502,10454,10749,21203,596,647,1243,1381,1251,2632,664,628,1292,595,597,1192,1105,1117,2222,1225,1256,2481,1553,1576,3129,1567,1438,3005,983,1050,2033,626,840,1466,158,350,508,9655,10053,19708,798,695,1493,1017,1134,2151,11,7,18,14,9,23,1042,1150,2192,9244,9508,18752,486,497,983,9513,9871,19384,238,242,480,9447,9810,19257,123,159,282,1156,1064,2220,394,395,789,72,118,190,216,404,620,1741,2029,3770,622,603,1225,2916,2893,5809,1082,1210,2292,1026,908,1934,42,31,73,9429,9738,19167,1521,1321,2842,Broken Hill and Far West
10503,32992,34106,67098,2654,2418,5072,4952,4681,9633,2438,2242,4680,1813,1864,3677,3440,3812,7252,3975,4311,8286,4500,4693,9193,4130,4133,8263,2999,3054,6053,1646,2013,3659,445,886,1331,30626,32171,62797,2366,1935,4301,4521,4591,9112,55,66,121,69,68,137,4645,4725,9370,29364,30565,59929,1715,1776,3491,30186,31818,62004,786,863,1649,29904,31561,61465,602,507,1109,4374,4201,8575,1473,1466,2939,269,443,712,633,1305,1938,7134,9487,16621,1590,1898,3488,8755,8468,17223,2770,2768,5538,2328,1919,4247,121,92,213,29725,31526,61251,3368,2595,5963,Dubbo
10601,41157,40830,81987,3069,2871,5940,5868,5659,11527,3021,2783,5804,2550,2397,4947,5057,4828,9885,5541,5598,11139,5712,5660,11372,5235,5109,10344,3165,3046,6211,1527,1990,3517,412,889,1301,39087,39126,78213,2070,1703,3773,1695,1674,3369,52,53,105,42,49,91,1789,1776,3565,36135,35904,72039,2792,2836,5628,38140,38396,76536,775,805,1580,37301,37592,74893,741,686,1427,5242,5054,10296,1874,1846,3720,472,534,1006,679,1263,1942,7846,9503,17349,2534,2272,4806,12423,11501,23924,3870,4085,7955,2297,2255,4552,171,132,303,37847,38359,76206,3507,2258,5765,Lower Hunter
10602,31454,32753,64207,2451,2363,4814,4762,4473,9235,2278,2301,4579,2051,1960,4011,4093,4189,8282,4400,4735,9135,4224,4443,8667,3571,3728,7299,2168,2283,4451,1134,1565,2699,321,713,1034,30026,31541,61567,1428,1213,2641,960,1060,2020,34,20,54,17,25,42,1011,1105,2116,27581,28886,56467,2421,2501,4922,29344,30611,59955,924,1076,2000,29123,30431,59554,552,597,1149,4319,4102,8421,1572,1627,3199,538,602,1140,714,1162,1876,7932,9157,17089,1807,1805,3612,8911,8804,17715,2449,2847,5296,1362,1528,2890,63,50,113,29839,31254,61093,1397,1290,2687,Maitland
10603,33256,34247,67503,2130,2069,4199,4527,4273,8800,2200,2122,4322,1801,1624,3425,3051,3225,6276,3933,4369,8302,4548,4642,9190,4487,4845,9332,4002,3939,7941,2025,2216,4241,551,924,1475,31142,32371,63513,2115,1874,3989,1126,1187,2313,38,34,72,20,28,48,1184,1249,2433,27570,28455,56025,3689,3853,7542,30640,31613,62253,924,1087,2011,30105,31079,61184,554,565,1119,4116,3868,7984,1417,1465,2882,380,442,822,564,1155,1719,8234,9044,17278,2076,2007,4083,9352,9775,19127,2957,3172,6129,1548,1496,3044,98,71,169,30478,31802,62280,2401,2136,4537,Port Stephens
10604,15031,14516,29547,1152,1081,2233,2167,2107,4274,977,952,1929,958,882,1840,1991,1874,3865,2055,1933,3988,2084,1966,4050,1818,1614,3432,1099,1093,2192,570,714,1284,160,300,460,14257,13788,28045,775,728,1503,683,645,1328,18,19,37,10,11,21,711,675,1386,13080,12658,25738,1051,1020,2071,13631,13451,27082,347,356,703,13265,13112,26377,245,223,468,1923,1839,3762,638,613,1251,114,156,270,193,410,603,2906,3738,6644,810,865,1675,4351,3748,8099,1330,1209,2539,951,719,1670,39,20,59,13594,13411,27005,1803,1003,2806,Upper Hunter
10701,35457,36461,71918,2398,2268,4666,4865,4677,9542,2566,2339,4905,2149,2100,4249,4014,4162,8176,4590,4804,9394,5037,5010,10047,4181,4276,8457,3094,3434,6528,2029,2445,4474,534,944,1478,33988,35173,69161,1470,1288,2758,1000,1052,2052,14,25,39,20,17,37,1034,1094,2128,26034,26515,52549,7680,8186,15866,27840,28486,56326,6254,6636,12890,31795,32755,64550,681,630,1311,4361,4174,8535,1803,1715,3518,611,650,1261,695,1195,1890,8776,9301,18077,2110,1879,3989,9437,9473,18910,2758,3137,5895,2506,2787,5293,285,432,717,33557,34404,67961,1367,1600,2967,Dapto - Port Kembla
10702,6,6,12,0,4,4,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,3,4,7,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,Illawarra Catchment Reserve
10703,40920,42612,83532,2720,2568,5288,6044,5728,11772,3226,2964,6190,2383,2366,4749,4343,4469,8812,5312,5819,11131,5846,6300,12146,5075,5191,10266,3469,3767,7236,1983,2424,4407,520,1013,1533,38888,40918,79806,2033,1691,3724,1048,1051,2099,40,39,79,18,22,40,1106,1112,2218,32585,33594,66179,6680,7384,14064,36032,37391,73423,3604,4020,7624,37357,38897,76254,770,733,1503,5505,5251,10756,2279,2208,4487,699,740,1439,725,1486,2211,10705,11642,22347,2479,2334,4813,11447,12044,23491,3107,3567,6674,2049,2184,4233,170,212,382,38744,40537,79281,1351,1554,2905,Kiama - Shellharbour
10704,59798,60726,120524,3766,3647,7413,7282,6775,14057,4025,3899,7924,5341,4849,10190,8220,7817,16037,8050,8185,16235,8014,8175,16189,6592,6899,13491,4560,4919,9479,2938,3786,6724,1010,1775,2785,56986,58335,115321,2812,2390,5202,982,1005,1987,50,39,89,7,16,23,1039,1060,2099,43831,44740,88571,12853,13220,26073,47591,48800,96391,9537,9671,19208,51519,53159,104678,1037,1053,2090,6708,6228,12936,3123,3130,6253,2850,2644,5494,2653,3096,5749,23274,23863,47137,2877,2654,5531,12509,12654,25163,3549,4020,7569,2560,3164,5724,256,378,634,55529,56956,112485,3853,3446,7299,Wollongong
10801,14566,15282,29848,738,697,1435,1678,1554,3232,809,840,1649,518,509,1027,929,1024,1953,1433,1588,3021,1917,2055,3972,2291,2438,4729,2310,2272,4582,1488,1558,3046,455,747,1202,13423,14333,27756,1142,949,2091,554,569,1123,16,13,29,8,8,16,578,590,1168,12156,12834,24990,1444,1485,2929,13476,14198,27674,324,346,670,13213,13924,27137,216,187,403,1489,1400,2889,532,568,1100,83,99,182,198,456,654,3191,3429,6620,803,853,1656,4209,4593,8802,1637,1797,3434,1040,967,2007,35,34,69,13169,13973,27142,1313,1408,2721,Great Lakes
10802,23227,23601,46828,1422,1368,2790,3090,2914,6004,1530,1392,2922,981,899,1880,1809,1874,3683,2370,2599,4969,3345,3606,6951,3802,3676,7478,2832,2747,5579,1523,1703,3226,524,822,1346,21735,22206,43941,1493,1394,2887,2164,2191,4355,21,27,48,48,29,77,2233,2247,4480,20097,20338,40435,1824,1930,3754,21359,22030,43389,425,544,969,20962,21772,42734,381,377,758,2717,2531,5248,992,961,1953,133,193,326,354,832,1186,4452,5217,9669,1181,1297,2478,6475,6798,13273,2519,2493,5012,1842,1682,3524,102,64,166,21186,21944,43130,2224,1715,3939,Kempsey - Nambucca
10803,175,185,360,12,19,31,18,13,31,4,3,7,6,4,10,26,27,53,22,22,44,30,33,63,26,22,48,17,25,42,15,9,24,0,8,8,145,143,288,32,42,74,3,0,3,0,0,0,0,0,0,3,0,3,144,158,302,27,23,50,165,176,341,4,7,11,155,173,328,0,3,3,15,10,25,3,3,6,0,0,0,0,9,9,77,68,145,13,21,34,45,40,85,5,9,14,0,9,9,0,0,0,137,137,274,57,55,112,Lord Howe Island
10804,34944,37767,72711,2039,1945,3984,4558,4408,8966,2270,2105,4375,1473,1401,2874,2727,2961,5688,3993,4503,8496,4715,5383,10098,4971,5313,10284,4455,4830,9285,2838,3368,6206,905,1549,2454,32664,35716,68380,2281,2049,4330,1149,1160,2309,26,24,50,29,28,57,1204,1212,2416,29323,31710,61033,3825,4226,8051,32689,35466,68155,797,901,1698,31946,34651,66597,540,518,1058,4133,4019,8152,1576,1570,3146,290,373,663,689,1366,2055,8998,10290,19288,2229,2183,4412,9402,10726,20128,3223,3578,6801,2058,1928,3986,69,61,130,32338,35179,67517,2613,2697,5310,Port Macquarie
10805,25054,26305,51359,1496,1391,2887,3353,3210,6563,1691,1604,3295,1007,1035,2042,1846,2088,3934,2635,3002,5637,3517,3753,7270,3945,4060,8005,3255,3279,6534,1802,1996,3798,508,886,1394,23356,24763,48119,1699,1542,3241,1276,1331,2607,43,24,67,29,28,57,1348,1383,2731,21606,22676,44282,2033,2179,4212,23432,24623,48055,491,602,1093,22988,24266,47254,406,365,771,3006,2860,5866,1114,1099,2213,163,221,384,382,863,1245,5085,6051,11136,1343,1386,2729,7276,7813,15089,2693,2776,5469,1903,1661,3564,66,49,115,23118,24352,47470,1490,1554,3044,Taree - Gloucester
10901,27926,29512,57438,1897,1786,3683,3912,3748,7660,2136,2109,4245,1799,2005,3804,3333,3451,6784,3522,3761,7283,3793,4088,7881,3538,3601,7139,2295,2415,4710,1296,1685,2981,405,862,1267,26239,27926,54165,1688,1584,3272,587,622,1209,31,30,61,18,13,31,636,665,1301,23726,25287,49013,2673,2774,5447,25313,26937,52250,1311,1394,2705,25193,26941,52134,389,390,779,3497,3372,6869,1417,1534,2951,451,806,1257,760,1350,2110,7679,9530,17209,2453,2595,5048,6492,6276,12768,2128,2017,4145,1450,1479,2929,106,101,207,25672,27234,52906,2116,2104,4220,Albury
10902,6402,6022,12424,415,408,823,901,780,1681,420,388,808,297,271,568,586,589,1175,790,763,1553,987,972,1959,918,811,1729,666,575,1241,347,330,677,75,136,211,5948,5678,11626,453,346,799,466,516,982,8,9,17,10,12,22,484,537,1021,5592,5282,10874,363,385,748,5772,5514,11286,258,248,506,5809,5517,11326,114,97,211,777,685,1462,249,252,501,36,58,94,78,190,268,1195,1569,2764,668,654,1322,1340,1168,2508,634,526,1160,658,430,1088,37,30,67,5756,5593,11349,1087,642,1729,Lower Murray
10903,20221,20236,40457,1145,1194,2339,2540,2500,5040,1395,1148,2543,835,746,1581,1604,1713,3317,2222,2368,4590,2747,2807,5554,3167,2971,6138,2573,2530,5103,1558,1608,3166,435,651,1086,18690,18825,37515,1532,1411,2943,458,464,922,13,14,27,3,6,9,474,484,958,17730,17797,35527,1294,1341,2635,18876,18988,37864,401,408,809,18597,18724,37321,264,268,532,2273,2237,4510,903,848,1751,132,189,321,217,604,821,4141,5175,9316,2173,2289,4462,4715,4239,8954,2110,1756,3866,1698,1444,3142,67,63,130,18347,18453,36800,1657,1497,3154,Upper Murray exc. Albury
11001,17401,18544,35945,1084,1097,2181,2467,2344,4811,1485,1596,3081,1431,1573,3004,1800,1840,3640,1937,2218,4155,2410,2545,4955,2297,2261,4558,1499,1608,3107,752,1004,1756,238,458,696,16183,17322,33505,1220,1220,2440,1048,1170,2218,11,13,24,15,12,27,1074,1195,2269,14663,15663,30326,1729,1760,3489,15673,16763,32436,880,873,1753,15543,16642,32185,292,294,586,2220,2101,4321,1080,1227,2307,675,879,1554,728,1014,1742,6064,7297,13361,844,889,1733,3699,3723,7422,1179,1126,2305,900,784,1684,57,59,116,15275,16198,31473,2174,2364,4538,Armidale
11002,18695,19066,37761,1213,1220,2433,2615,2485,5100,1193,1129,2322,825,742,1567,1668,1727,3395,2111,2307,4418,2630,2647,5277,2765,2675,5440,2257,2173,4430,1137,1337,2474,280,622,902,17350,17855,35205,1344,1211,2555,1172,1122,2294,44,39,83,26,30,56,1242,1191,2433,16549,17012,33561,1103,1192,2295,17464,18066,35530,341,371,712,17155,17822,34977,277,283,560,2310,2210,4520,772,773,1545,111,142,253,320,743,1063,3707,4634,8341,936,1013,1949,5127,5227,10354,1836,1726,3562,1720,1389,3109,84,61,145,17145,17648,34793,1341,1033,2374,Inverell - Tenterfield
11003,13011,12676,25687,1078,1045,2123,1945,1807,3752,837,770,1607,740,735,1475,1520,1608,3128,1744,1693,3437,1822,1792,3614,1608,1425,3033,1079,981,2060,502,580,1082,135,240,375,12038,11802,23840,971,876,1847,1920,2113,4033,25,38,63,28,21,49,1973,2172,4145,11425,11116,22541,570,563,1133,11858,11600,23458,266,271,537,11683,11407,23090,247,218,465,1645,1547,3192,442,442,884,80,126,206,182,450,632,2685,3364,6049,657,714,1371,3328,2991,6319,1155,1001,2156,945,679,1624,54,33,87,11702,11509,23211,1678,1203,2881,Moree - Narrabri
11004,37798,39007,76805,2766,2581,5347,5561,5132,10693,2696,2520,5216,2096,2076,4172,3935,4248,8183,4565,4887,9452,5089,5420,10509,4965,4895,9860,3569,3766,7335,2007,2386,4393,549,1095,1644,35335,36947,72282,2464,2058,4522,3282,3406,6688,66,78,144,66,55,121,3414,3539,6953,33727,34785,68512,1889,1957,3846,35221,36599,71820,718,675,1393,34613,35965,70578,676,669,1345,4941,4551,9492,1691,1650,3341,316,450,766,668,1385,2053,8375,10378,18753,1908,2199,4107,10293,10455,20748,3510,3367,6877,2516,2054,4570,125,98,223,34490,36226,70716,3130,2554,5684,Tamworth - Gunnedah
11101,56951,59917,116868,3604,3466,7070,7535,7137,14672,4142,3865,8007,3286,3344,6630,6082,6253,12335,7502,7821,15323,7980,8505,16485,7359,7891,15250,5236,5765,11001,3214,4106,7320,1011,1763,2774,53907,57393,111300,3043,2524,5567,1420,1553,2973,29,48,77,19,20,39,1468,1621,3089,49194,51714,100908,5346,5676,11022,52864,55520,108384,2154,2507,4661,52869,55765,108634,972,924,1896,6899,6539,13438,2919,2878,5797,1030,1187,2217,1252,2036,3288,16132,17779,33911,3251,2834,6085,15587,16525,32112,4887,5626,10513,2574,2824,5398,132,115,247,53887,56913,110800,1763,2089,3852,Lake Macquarie - East
11102,34288,35717,70005,2060,2007,4067,4607,4345,8952,2522,2345,4867,2138,1921,4059,3411,3653,7064,4225,4460,8685,4676,4921,9597,4554,4876,9430,3358,3512,6870,2013,2398,4411,725,1279,2004,32401,34009,66410,1889,1708,3597,1169,1215,2384,30,24,54,24,15,39,1223,1254,2477,29439,30719,60158,3439,3651,7090,32046,33374,65420,1088,1214,2302,31757,33170,64927,537,494,1031,4192,3989,8181,1662,1608,3270,590,588,1178,763,1277,2040,8297,9507,17804,2099,1930,4029,10073,10269,20342,3336,3684,7020,1772,1856,3628,146,79,225,31831,33307,65138,1800,1876,3676,Lake Macquarie - West
11103,76686,79051,155737,4931,4577,9508,8926,8319,17245,4834,4649,9483,6623,6695,13318,11627,11195,22822,10284,10548,20832,10269,10383,20652,8722,8832,17554,5678,6222,11900,3487,4987,8474,1305,2645,3950,72584,75549,148133,4101,3502,7603,2007,2036,4043,63,62,125,43,33,76,2113,2131,4244,63008,65302,128310,9334,9808,19142,66811,69297,136108,6173,6508,12681,68512,71256,139768,1130,1078,2208,8085,7539,15624,3421,3384,6805,2843,3254,6097,3152,4106,7258,27767,29354,57121,3903,3423,7326,17119,17678,34797,5394,6197,11591,3079,3651,6730,418,503,921,70628,73228,143856,5836,5533,11369,Newcastle
11201,35526,37702,73228,2096,1972,4068,4749,4470,9219,2272,2077,4349,1571,1433,3004,3154,3347,6501,4473,5327,9800,5520,6136,11656,5618,5582,11200,3332,3495,6827,1975,2542,4517,766,1321,2087,33265,35617,68882,2259,2087,4346,821,954,1775,43,31,74,33,40,73,897,1025,1922,28752,30590,59342,4729,5122,9851,32384,34436,66820,1481,1717,3198,31838,33990,65828,554,549,1103,4280,4061,8341,1585,1562,3147,361,449,810,978,1927,2905,11785,13382,25167,2243,2261,4504,8252,9043,17295,2422,2537,4959,1675,1684,3359,64,76,140,32692,35024,67716,3444,3377,6821,Richmond Valley - Coastal
