SA3_MAIN11,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P,SA3_NAME11
12502,29380,30217,59597,1870,1778,3648,4020,3626,7646,2078,1908,3986,2039,1869,3908,3495,3637,7132,4000,4596,8596,4459,4687,9146,3405,3428,6833,2222,2408,4630,1412,1605,3017,381,675,1056,28467,29443,57910,915,774,1689,181,193,374,8,12,20,0,3,3,189,208,397,16438,16505,32943,11591,12318,23909,15637,15853,31490,12457,13143,25600,24727,25210,49937,448,421,869,3711,3370,7081,1726,1615,3341,1050,953,2003,990,1370,2360,14366,14740,29106,1241,1234,2475,3970,4485,8455,1179,1299,2478,844,1059,1903,338,346,684,27686,28632,56318,1300,1291,2591,Carlingford
12503,67635,68278,135913,5671,5442,11113,9440,8890,18330,4836,4534,9370,5105,5069,10174,10708,10968,21676,9133,9178,18311,8321,8394,16715,6878,6816,13694,4270,4287,8557,2489,3225,5714,782,1476,2258,65868,66774,132642,1768,1503,3271,493,535,1028,24,31,55,17,14,31,534,580,1114,34692,35467,70159,28339,28501,56840,25603,25924,51527,37637,38532,76169,55499,56822,112321,1029,1029,2058,7960,7549,15509,3508,3447,6955,1824,1803,3627,1999,2657,4656,24228,25026,49254,2896,2726,5622,11270,10991,22261,3181,3383,6564,4108,4789,8897,1399,1990,3389,63612,64702,128314,3576,3309,6885,Merrylands - Guildford
12504,62717,62058,124775,4951,4673,9624,6828,6513,13341,3386,2889,6275,4560,4330,8890,14246,13587,27833,9901,9045,18946,7167,7056,14223,5310,5820,11130,3669,3861,7530,2056,2634,4690,642,1651,2293,61027,60617,121644,1690,1442,3132,516,451,967,26,26,52,9,10,19,551,487,1038,28868,29020,57888,29704,29308,59012,28137,28373,56510,30198,30146,60344,45464,45693,91157,937,859,1796,6052,5763,11815,2610,2308,4918,1909,1769,3678,2960,3550,6510,31262,30470,61732,2257,2038,4295,7886,8350,16236,2178,2566,4744,1761,2322,4083,581,767,1348,57157,57472,114629,6561,5204,11765,Parramatta
12601,20843,22163,43006,1122,1124,2246,2789,2659,5448,1618,1663,3281,1630,1526,3156,2303,2287,4590,2590,3018,5608,3268,3590,6858,2684,2672,5356,1514,1772,3286,992,1209,2201,333,643,976,20077,21515,41592,765,647,1412,41,56,97,0,4,4,0,11,11,41,71,112,12417,13065,25482,7852,8556,16408,13239,13880,27119,7111,7846,14957,17771,18962,36733,318,351,669,2660,2555,5215,1446,1532,2978,1001,972,1973,799,1045,1844,12602,12715,25317,765,873,1638,1937,2746,4683,587,817,1404,285,373,658,67,118,185,19947,21350,41297,491,548,1039,Pennant Hills - Epping
12602,58370,61470,119840,3781,3535,7316,6790,6069,12859,3793,3174,6967,4798,5158,9956,9170,9362,18532,8425,9071,17496,7837,8280,16117,6222,6689,12911,3824,4382,8206,2681,3586,6267,1049,2165,3214,56317,59762,116079,2053,1709,3762,192,176,368,9,14,23,11,6,17,212,196,408,32392,33028,65420,23210,25736,48946,33135,33884,67019,22663,25148,47811,46780,48780,95560,948,824,1772,6260,5616,11876,3202,2691,5893,2845,3249,6094,2644,3339,5983,31936,33421,65357,2121,2063,4184,6556,7692,14248,1913,2258,4171,1649,2139,3788,405,563,968,53809,57424,111233,4465,3959,8424,Ryde - Hunters Hill
12701,39912,40429,80341,2968,2838,5806,7002,6460,13462,3484,3369,6853,2791,2835,5626,5197,5477,10674,5537,6166,11703,5809,5830,11639,3900,3876,7776,2102,2129,4231,936,1108,2044,186,341,527,38896,39508,78404,1016,922,1938,600,676,1276,23,25,48,14,15,29,637,716,1353,22657,22484,45141,14741,15418,30159,18009,17613,35622,19681,20662,40343,34752,35177,69929,644,604,1248,6019,5567,11586,2483,2489,4972,828,1014,1842,765,1243,2008,12767,13899,26666,1959,1800,3759,7462,6881,14343,2063,2147,4210,2172,2455,4627,768,1096,1864,37915,38463,76378,1766,1813,3579,Bringelly - Green Valley
12702,86534,89103,175637,5891,5434,11325,12342,11742,24084,7114,6406,13520,6462,6373,12835,11360,12090,23450,11396,12553,23949,12449,12995,25444,9783,10341,20124,5699,5841,11540,3235,3947,7182,803,1382,2185,84379,87231,171610,2154,1873,4027,566,558,1124,52,43,95,9,9,18,627,610,1237,38211,36412,74623,43854,48325,92179,23794,22396,46190,58891,63120,122011,74044,75676,149720,1067,1047,2114,10355,9833,20188,5420,5152,10572,2401,2603,5004,2245,3546,5791,30757,30879,61636,4156,3713,7869,13231,12762,25993,4266,4472,8738,6626,8573,15199,3420,5551,8971,83335,85901,169236,2880,3062,5942,Fairfield
12703,51682,52507,104189,4326,4237,8563,7854,7552,15406,3698,3495,7193,3638,3520,7158,7790,8335,16125,7780,8034,15814,6959,6775,13734,4938,4960,9898,2919,2992,5911,1412,1891,3303,368,716,1084,50301,51358,101659,1382,1147,2529,629,643,1272,35,28,63,14,14,28,678,685,1363,27494,27353,54847,20650,21753,42403,23887,23479,47366,24500,25922,50422,42862,43191,86053,841,802,1643,6751,6496,13247,2692,2657,5349,1129,1278,2407,1527,2141,3668,19123,20143,39266,2596,2245,4841,8736,8165,16901,2354,2509,4863,2255,2905,5160,575,886,1461,48036,49392,97428,3692,3111,6803,Liverpool
12801,50720,53648,104368,3386,3117,6503,6199,5989,12188,2994,2988,5982,3181,3253,6434,6677,6878,13555,7281,7656,14937,7072,7312,14384,6082,6210,12292,4035,4583,8618,2832,3801,6633,981,1860,2841,48563,51763,100326,2157,1885,4042,410,388,798,25,12,37,7,7,14,442,407,849,39437,41536,80973,8864,9949,18813,42611,44871,87482,6029,7006,13035,45570,48318,93888,896,889,1785,5728,5528,11256,2388,2437,4825,1148,1216,2364,1230,1958,3188,21403,22671,44074,2652,2385,5037,10666,11866,22532,2335,3137,5472,1197,1572,2769,136,178,314,47806,50889,98695,2120,2299,4419,Cronulla - Miranda - Caringbah
12802,52130,53770,105900,3794,3591,7385,7327,6846,14173,3854,3576,7430,3596,3338,6934,6072,6301,12373,7385,8063,15448,7496,8144,15640,6553,6674,13227,3715,3789,7504,1760,2275,4035,579,1173,1752,50254,52251,102505,1877,1518,3395,442,393,835,16,20,36,8,5,13,466,418,884,41725,42950,84675,8574,9076,17650,45333,46332,91665,5262,6001,11263,48017,49410,97427,1009,967,1976,6891,6426,13317,3163,2958,6121,1372,1402,2774,1256,1887,3143,21033,22341,43374,2625,2301,4926,11526,12020,23546,2388,2821,5209,1131,1321,2452,113,127,240,49743,51517,101260,1537,1690,3227,Sutherland - Menai - Heathcote
19797,57,55,112,0,0,0,3,3,6,0,0,0,3,0,3,3,0,3,5,4,9,11,3,14,8,18,26,12,15,27,12,13,25,0,0,0,54,56,110,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,37,65,27,18,45,41,42,83,13,8,21,48,53,101,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,20,12,32,3,3,6,7,12,19,7,11,18,7,7,14,0,0,0,0,0,0,1000,1099,2099,Migratory - Offshore - Shipping (NSW)
19999,7592,5326,12918,306,248,554,330,299,629,386,373,759,702,610,1312,1497,1159,2656,1370,731,2101,1219,674,1893,963,719,1682,623,346,969,147,94,241,50,72,122,0,0,0,7592,5326,12918,481,373,854,22,11,33,18,7,25,521,391,912,4867,3413,8280,1732,1386,3118,4850,3768,8618,891,823,1714,4838,3785,8623,35,36,71,256,233,489,150,175,325,139,157,296,198,281,479,2149,1972,4121,377,284,661,1458,1049,2507,506,365,871,390,187,577,67,32,99,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,45973,49610,95583,3310,3195,6505,6259,5982,12241,3612,3545,7157,3693,3768,7461,5717,6095,11812,5982,6522,12504,6065,6573,12638,5273,5807,11080,3386,3923,7309,2026,2844,4870,650,1356,2006,43373,47137,90510,2600,2471,5071,496,547,1043,47,46,93,6,18,24,549,611,1160,39658,42923,82581,3982,4281,8263,41999,45616,87615,1918,1977,3895,41872,45515,87387,650,654,1304,5672,5434,11106,2594,2704,5298,1270,1554,2824,1240,1964,3204,14263,17485,31748,5748,6306,12054,7280,6993,14273,3390,3222,6612,2453,2830,5283,165,139,304,42324,45840,88164,3024,3202,6226,Ballarat
20102,13291,13474,26765,804,752,1556,1749,1639,3388,894,818,1712,524,436,960,1023,1141,2164,1715,1915,3630,2121,2245,4366,2234,2213,4447,1418,1300,2718,638,688,1326,171,328,499,12477,12683,25160,814,792,1606,95,81,176,9,0,9,3,0,3,107,81,188,10983,11163,22146,1596,1662,3258,12180,12429,24609,534,535,1069,12068,12293,24361,181,148,329,1572,1480,3052,621,623,1244,107,132,239,246,540,786,3653,4731,8384,1767,1834,3601,2371,1936,4307,1163,888,2051,848,797,1645,40,27,67,12226,12388,24614,835,784,1619,Creswick - Daylesford - Ballan
20103,12063,11826,23889,666,657,1323,1442,1342,2784,788,702,1490,440,434,874,889,911,1800,1400,1469,2869,1767,1750,3517,2080,1935,4015,1583,1461,3044,801,797,1598,207,368,575,11297,11195,22492,766,632,1398,110,104,214,12,13,25,3,3,6,125,120,245,10320,10180,20500,1105,1073,2178,11221,11192,22413,240,235,475,10965,10933,21898,127,132,259,1295,1195,2490,519,526,1045,74,97,171,154,354,508,2376,3124,5500,1627,1622,3249,2398,2025,4423,1357,1134,2491,1113,1048,2161,46,27,73,11098,11038,22136,641,497,1138,Maryborough - Pyrenees
20201,41430,44649,86079,3105,2825,5930,5629,5362,10991,3081,3105,6186,3093,3316,6409,5232,5579,10811,5230,5636,10866,5255,5898,11153,4929,5258,10187,3170,3620,6790,2027,2657,4684,679,1392,2071,38941,42434,81375,2488,2215,4703,594,598,1192,27,27,54,15,14,29,636,639,1275,36623,39715,76338,2829,2992,5821,38357,41422,79779,1339,1503,2842,38055,41348,79403,507,483,990,5081,4837,9918,2105,2301,4406,900,1292,2192,993,1764,2757,11974,15056,27030,5116,5444,10560,7009,6762,13771,3228,3188,6416,2601,2926,5527,130,115,245,38344,41428,79772,2435,2741,5176,Bendigo
20202,21470,21959,43429,1183,1131,2314,2833,2730,5563,1486,1365,2851,970,811,1781,1574,1623,3197,2804,3042,5846,3383,3625,7008,3435,3505,6940,2374,2247,4621,1093,1273,2366,335,608,943,20230,20802,41032,1242,1157,2399,177,157,334,16,10,26,3,0,3,196,167,363,17874,18416,36290,2472,2346,4818,19492,20273,39765,638,670,1308,19238,20121,39359,226,255,481,2566,2482,5048,1052,1052,2104,193,242,435,436,908,1344,6329,7882,14211,2798,2862,5660,3493,3045,6538,1736,1491,3227,1258,1239,2497,70,41,111,19406,20266,39672,1565,1256,2821,Heathcote - Castlemaine - Kyneton
20203,5685,5502,11187,325,303,628,688,708,1396,333,344,677,207,157,364,374,440,814,648,647,1295,906,897,1803,1010,880,1890,687,570,1257,379,398,777,129,156,285,5327,5202,10529,358,299,657,61,84,145,3,7,10,0,0,0,64,91,155,4938,4792,9730,389,396,785,5294,5144,10438,114,121,235,5220,5054,10274,58,57,115,628,658,1286,230,264,494,39,41,80,57,133,190,1054,1449,2503,761,775,1536,1169,923,2092,646,455,1101,572,484,1056,19,13,32,5230,5091,10321,334,303,637,Loddon - Elmore
20301,8366,8250,16616,594,528,1122,1400,1274,2674,590,540,1130,381,345,726,762,866,1628,1235,1254,2489,1272,1332,2604,1149,1127,2276,649,544,1193,269,292,561,64,148,212,7893,7829,15722,473,421,894,30,49,79,3,3,6,7,0,7,40,52,92,7201,7092,14293,873,851,1724,7867,7733,15600,272,277,549,7753,7630,15383,128,109,237,1289,1163,2452,432,444,876,99,118,217,161,276,437,2130,2784,4914,1324,1284,2608,1439,1086,2525,652,516,1168,422,331,753,15,20,35,7843,7736,15579,239,297,536,Barwon - West
20302,84413,89039,173452,5572,5291,10863,10951,10229,21180,6046,5779,11825,5991,5942,11933,10943,11294,22237,11586,12076,23662,11366,12161,23527,9802,10556,20358,6520,7327,13847,4216,5535,9751,1420,2849,4269,80448,85380,165828,3965,3659,7624,699,751,1450,41,40,81,17,11,28,757,802,1559,66277,70373,136650,14025,14668,28693,71164,76203,147367,9144,9710,18854,74581,80117,154698,1104,1050,2154,9820,9270,19090,4405,4463,8868,2035,2412,4447,2231,3605,5836,26939,31601,58540,11566,11180,22746,12235,12301,24536,5642,6116,11758,4956,5990,10946,424,512,936,78006,83119,161125,5648,5002,10650,Geelong
20303,29424,31160,60584,1985,1871,3856,4038,3796,7834,1947,1684,3631,1392,1276,2668,2540,2795,5335,3891,4499,8390,4027,4470,8497,4284,4498,8782,3038,3262,6300,1736,2027,3763,546,981,1527,26984,28906,55890,2439,2254,4693,151,188,339,9,10,19,6,0,6,166,198,364,24360,25931,50291,3656,3901,7557,27177,28894,56071,1058,1170,2228,26759,28553,55312,410,383,793,3669,3466,7135,1487,1324,2811,456,510,966,568,1172,1740,10364,12386,22750,4139,4221,8360,4230,4025,8255,1721,1685,3406,1246,1361,2607,51,42,93,26547,28321,54868,1694,1811,3505,Surf Coast - Bellarine Peninsula
20401,25018,24894,49912,1506,1381,2887,3185,3031,6216,1747,1636,3383,1310,1000,2310,2246,2351,4597,2902,3208,6110,3643,3762,7405,3854,3673,7527,2828,2608,5436,1425,1545,2970,371,699,1070,23088,23354,46442,1929,1540,3469,237,228,465,24,12,36,4,3,7,265,243,508,20891,20893,41784,2698,2652,5350,22878,22869,45747,961,928,1889,22607,22597,45204,305,276,581,2826,2700,5526,1147,1244,2391,236,212,448,340,834,1174,6317,7820,14137,3365,3338,6703,4640,3952,8592,2436,1970,4406,1708,1585,3293,84,54,138,22060,22457,44517,3936,3200,7136,Upper Goulburn Valley
20402,21495,22737,44232,1318,1271,2589,2862,2723,5585,1541,1473,3014,936,932,1868,1977,2125,4102,2605,2768,5373,3064,3421,6485,3212,3225,6437,2210,2318,4528,1333,1670,3003,440,811,1251,20142,21452,41594,1353,1287,2640,195,224,419,16,28,44,7,4,11,218,256,474,18915,19943,38858,1653,1813,3466,20008,21085,41093,785,910,1695,20089,21351,41440,233,236,469,2575,2481,5056,1088,1107,2195,158,245,403,382,763,1145,5254,6901,12155,3092,3383,6475,4214,3768,7982,1886,1632,3518,1531,1579,3110,75,73,148,20002,21188,41190,1040,1062,2102,Wangaratta - Benalla
20403,32271,32875,65146,2142,2086,4228,4425,4350,8775,2531,2152,4683,2028,1638,3666,3258,3473,6731,4102,4475,8577,4652,4876,9528,4453,4375,8828,2788,2885,5673,1454,1726,3180,439,840,1279,30002,30858,60860,2270,2018,4288,436,482,918,17,25,42,9,3,12,462,510,972,27551,28151,55702,3269,3476,6745,29490,30267,59757,1473,1658,3131,29609,30533,60142,448,445,893,4016,3988,8004,1754,1629,3383,513,553,1066,802,1457,2259,8579,10481,19060,4226,4290,8516,6498,5786,12284,2458,2168,4626,1864,1753,3617,106,112,218,29144,30527,59671,5570,4225,9795,Wodonga - Alpine
20501,21061,21924,42985,1557,1362,2919,2866,2820,5686,1601,1509,3110,1179,1143,2322,2126,2322,4448,2574,2818,5392,2972,3174,6146,2820,2980,5800,2025,2026,4051,1060,1204,2264,281,568,849,19871,20835,40706,1191,1089,2280,180,210,390,16,8,24,0,3,3,196,221,417,17965,18712,36677,2148,2327,4475,19611,20446,40057,681,736,1417,19422,20289,39711,300,246,546,2598,2568,5166,1075,1176,2251,216,326,542,320,787,1107,5208,6909,12117,2891,3085,5976,4056,3481,7537,1793,1625,3418,1363,1311,2674,49,52,101,19637,20572,40209,912,989,1901,Baw Baw
20502,20849,21447,42296,1183,1118,2301,2553,2416,4969,1350,1183,2533,862,831,1693,1643,1827,3470,2214,2490,4704,2790,3050,5840,3409,3520,6929,2936,2738,5674,1470,1602,3072,439,671,1110,19101,19819,38920,1750,1628,3378,652,671,1323,9,7,16,9,3,12,670,681,1351,17528,18034,35562,2212,2341,4553,19342,19910,39252,632,723,1355,19085,19659,38744,238,241,479,2258,2147,4405,932,819,1751,123,202,325,278,725,1003,4890,6229,11119,2803,2963,5766,4123,3815,7938,2025,1799,3824,1700,1580,3280,79,55,134,18918,19526,38444,1657,1578,3235,Gippsland - East
20503,28024,28995,57019,1750,1621,3371,3443,3407,6850,1618,1586,3204,1246,1135,2381,2586,2587,5173,3431,3559,6990,3787,4042,7829,4290,4546,8836,3454,3421,6875,1874,2123,3997,545,967,1512,25791,26966,52757,2232,2031,4263,179,182,361,15,23,38,4,5,9,198,210,408,22899,23670,46569,3625,3856,7481,25651,26534,52185,1130,1243,2373,25225,26185,51410,329,319,648,3062,3043,6105,1087,1159,2246,178,282,460,388,895,1283,6896,8942,15838,4100,4187,8287,5275,4618,9893,2498,2136,4634,2015,1920,3935,84,65,149,25360,26268,51628,2413,1986,4399,Gippsland - South West
20504,35273,36944,72217,2440,2328,4768,4759,4530,9289,2601,2603,5204,2395,2474,4869,4126,4429,8555,4309,4668,8977,4978,5212,10190,4570,4634,9204,2964,3104,6068,1673,2020,3693,458,942,1400,33019,35118,68137,2255,1825,4080,481,501,982,19,27,46,11,10,21,511,538,1049,28360,29815,58175,4827,5086,9913,31179,32697,63876,2379,2600,4979,31396,33058,64454,391,352,743,4211,3988,8199,1713,1851,3564,553,709,1262,676,1240,1916,8504,10647,19151,5295,4962,10257,6424,6016,12440,2771,2878,5649,2350,2797,5147,155,176,331,32278,34167,66445,2086,2216,4302,Latrobe Valley
20505,20730,20605,41335,1273,1306,2579,2708,2567,5275,1508,1357,2865,1116,961,2077,2374,2200,4574,2476,2521,4997,2903,2984,5887,3121,3004,6125,1906,1912,3818,1059,1210,2269,286,582,868,19152,19372,38524,1578,1234,2812,286,272,558,15,7,22,0,7,7,301,286,587,17422,17365,34787,2166,2136,4302,18377,19085,37462,637,699,1336,18103,18812,36915,226,230,456,2403,2316,4719,1030,975,2005,157,228,385,281,632,913,4424,5960,10384,2814,2974,5788,3969,3409,7378,1831,1596,3427,1491,1351,2842,56,58,114,18051,18999,37050,1928,1061,2989,Wellington
20601,38453,40443,78896,2472,2390,4862,3395,3228,6623,1641,1584,3225,3527,3826,7353,8969,9126,18095,6579,6709,13288,4503,4810,9313,3124,3378,6502,2073,2449,4522,1624,2063,3687,545,881,1426,36972,38968,75940,1482,1474,2956,153,153,306,7,10,17,9,7,16,169,170,339,23513,25509,49022,12454,12828,25282,22691,24472,47163,13563,14172,27735,30725,33306,64031,481,465,946,3019,2888,5907,1203,1293,2496,1645,1934,3579,2414,3211,5625,20575,22741,43316,2570,2223,4793,2576,2189,4765,1057,997,2054,2394,3266,5660,527,799,1326,35655,38024,73679,2397,2075,4472,Brunswick - Coburg
20602,23312,25247,48559,1647,1589,3236,2404,2352,4756,985,917,1902,1473,1647,3120,4683,5261,9944,4338,4681,9019,3097,3274,6371,1992,2136,4128,1294,1511,2805,1069,1269,2338,329,610,939,22377,24296,46673,933,952,1885,130,161,291,4,6,10,8,4,12,142,171,313,15256,17176,32432,6649,6887,13536,15505,17109,32614,6590,7153,13743,19546,21721,41267,357,345,702,2151,2136,4287,779,753,1532,631,847,1478,1287,1933,3220,12290,14250,26540,1506,1354,2860,1501,1266,2767,643,607,1250,1434,1971,3405,281,448,729,21776,23780,45556,1189,1183,2372,Darebin - South
20603,29395,31535,60930,1919,1863,3782,3321,3331,6652,1646,1664,3310,2367,2508,4875,5233,5509,10742,4615,4938,9553,4070,4201,8271,3070,3141,6211,1555,1814,3369,1136,1601,2737,462,964,1426,28245,30330,58575,1149,1205,2354,88,102,190,13,10,23,0,0,0,101,112,213,19904,21267,41171,7603,8439,16042,20153,21344,41497,7486,8517,16003,24345,26352,50697,372,385,757,2937,2939,5876,1380,1439,2819,1031,1250,2281,1229,1699,2928,14821,16316,31137,2479,2398,4877,2263,2195,4458,928,983,1911,1260,1843,3103,268,475,743,27190,29304,56494,1869,1769,3638,Essendon
20604,46771,46846,93617,1656,1518,3174,1751,1719,3470,2932,3359,6291,9175,10435,19610,15041,14336,29377,6111,5175,11286,3867,3831,7698,3290,3268,6558,1882,1728,3610,816,932,1748,250,545,795,44691,44924,89615,2080,1921,4001,151,85,236,8,3,11,3,10,13,162,98,260,19601,18866,38467,21410,23116,44526,24143,23287,47430,16801,18945,35746,25841,25743,51584,225,212,437,1351,1343,2694,2417,2852,5269,5687,6691,12378,3522,4136,7658,31948,33173,65121,2213,2008,4221,1790,1722,3512,627,582,1209,618,837,1455,208,392,600,38060,39315,77375,17532,15639,33171,Melbourne City
20605,45324,46058,91382,2333,2248,4581,2796,2668,5464,1251,1205,2456,3063,3524,6587,12338,12948,25286,8823,8647,17470,5795,5563,11358,4495,4425,8920,2630,2552,5182,1359,1528,2887,440,750,1190,42934,43713,86647,2389,2345,4734,133,126,259,9,10,19,5,0,5,147,136,283,26994,28259,55253,14137,14338,28475,32636,33479,66115,8660,9337,17997,33763,35509,69272,495,499,994,2458,2347,4805,963,946,1909,1138,1418,2556,2259,3180,5439,27863,29942,57805,2937,2686,5623,2672,2428,5100,952,833,1785,1117,1249,2366,192,258,450,39506,41593,81099,6010,4424,10434,Port Phillip
20702,41488,44419,85907,2136,2034,4170,4780,4444,9224,2796,2593,5389,2874,2757,5631,4723,4762,9485,5378,6013,11391,5756,6390,12146,4860,5865,10725,4613,5072,9685,2819,3130,5949,753,1361,2114,40042,43032,83074,1446,1387,2833,50,58,108,3,4,7,3,0,3,56,62,118,23465,24333,47798,16530,18448,34978,21882,22578,44460,18365,20529,38894,35639,37858,73497,562,533,1095,4422,4159,8581,2436,2325,4761,1482,1506,2988,1134,1636,2770,21233,22157,43390,3569,3852,7421,3583,4138,7721,1573,1788,3361,2310,3172,5482,360,563,923,39645,42346,81991,1130,1556,2686,Manningham - West
20703,45540,49374,94914,2705,2613,5318,5435,5139,10574,2925,3101,6026,4430,4236,8666,6406,6203,12609,6278,6952,13230,6025,6514,12539,4486,5134,9620,3167,4007,7174,2654,3618,6272,1028,1858,2886,43781,47659,91440,1760,1715,3475,78,91,169,7,5,12,3,0,3,88,96,184,27816,29927,57743,15534,17350,32884,29275,31561,60836,14263,16005,30268,36080,39602,75682,692,684,1376,5028,4787,9815,2541,2735,5276,2704,2778,5482,2016,2499,4515,23965,26025,49990,3725,3974,7699,3521,3990,7511,1491,1763,3254,1624,2460,4084,294,471,765,42529,46367,88896,2520,2673,5193,Whitehorse - West
20801,43842,47972,91814,2820,2734,5554,6393,6050,12443,3036,2767,5803,2489,2317,4806,3462,3745,7207,6235,7351,13586,6867,7593,14460,5632,6050,11682,3616,4066,7682,2225,3059,5284,1068,2239,3307,41592,45873,87465,2248,2100,4348,62,76,138,4,11,15,0,0,0,66,87,153,31015,34034,65049,10760,11718,22478,36261,39424,75685,5646,6554,12200,37858,41762,79620,811,767,1578,5885,5614,11499,2586,2422,5008,1282,1267,2549,962,1551,2513,23185,24794,47979,3534,4350,7884,3239,4005,7244,1245,1470,2715,974,1434,2408,115,155,270,40574,44341,84915,2089,2871,4960,Bayside
20803,52819,56152,108971,3807,3489,7296,6365,6152,12517,3215,2958,6173,3157,2896,6053,6727,7198,13925,8652,9293,17945,7554,7828,15382,5835,6376,12211,3839,4416,8255,2610,3616,6226,1058,1930,2988,50538,54086,104624,2282,2065,4347,139,132,271,16,12,28,11,7,18,166,151,317,36866,38936,75802,13253,14666,27919,41110,43757,84867,9371,10281,19652,45731,48824,94555,884,781,1665,5784,5650,11434,2496,2428,4924,1165,1189,2354,1311,2163,3474,22532,25182,47714,5892,5757,11649,6280,6263,12543,2446,2580,5026,2059,2976,5035,233,338,571,49229,52750,101979,2544,2626,5170,Kingston
20804,18823,20544,39367,1118,1108,2226,2350,2311,4661,1142,1158,2300,1766,1848,3614,2950,2999,5949,2613,2938,5551,2496,2758,5254,2018,2286,4304,1275,1426,2701,778,1049,1827,317,662,979,17908,19653,37561,915,890,1805,22,15,37,5,0,5,0,3,3,27,18,45,12819,14055,26874,5124,5599,10723,13849,15088,28937,4176,4634,8810,15549,17160,32709,318,323,641,2197,2180,4377,1001,1021,2022,1046,1159,2205,733,940,1673,11266,12328,23594,1168,1437,2605,982,1102,2084,445,455,900,439,580,1019,75,99,174,17438,19174,36612,1050,1190,2240,Stonnington - East
