SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
30101,265,381,646,6981,7654,14635,3,0,3,959,1021,1980,31,35,66,8442,9201,17643,64,76,140,384,408,792,177,229,406,153,147,300,424,462,886,3,6,9,72,85,157,412,518,930,1333,1317,2650,137,156,293,96,88,184,2237,2689,4926,889,1039,1928,146,156,302,22943,25287,48230,175,188,363,182,171,353,26,23,49,0,4,4,174,225,399,174,229,403,7975,6741,14716,279,156,435,2475,2274,4749,34494,35450,69944,Capalaba
30102,311,435,746,8106,9140,17246,0,0,0,972,1106,2078,10,6,16,8152,8929,17081,50,55,105,256,270,526,196,253,449,209,215,424,777,930,1707,7,7,14,92,103,195,471,538,1009,1436,1580,3016,94,136,230,127,225,352,2569,3125,5694,1000,1100,2100,86,113,199,24610,27831,52441,80,98,178,91,92,183,35,30,65,9,5,14,113,191,304,122,196,318,8740,7535,16275,306,228,534,2923,2797,5720,37218,39242,76460,Cleveland - Stradbroke
30103,341,459,800,6126,6916,13042,0,0,0,704,847,1551,114,133,247,8096,8797,16893,39,66,105,336,344,680,126,153,279,114,128,242,319,371,690,5,0,5,53,67,120,361,436,797,1094,1206,2300,103,102,205,71,94,165,1917,2441,4358,833,942,1775,82,135,217,20493,23178,43671,261,276,537,141,120,261,27,30,57,3,7,10,147,144,291,150,151,301,7547,6591,14138,362,217,579,2490,2193,4683,31812,33215,65027,Wynnum - Manly
30201,221,306,527,2879,3422,6301,0,0,0,538,605,1143,7,4,11,5599,6377,11976,30,32,62,188,167,355,80,93,173,60,52,112,230,249,479,9,12,21,41,56,97,346,397,743,606,690,1296,72,75,147,25,34,59,1154,1430,2584,460,531,991,48,45,93,12372,14271,26643,314,312,626,150,141,291,6,7,13,0,0,0,161,147,308,161,147,308,3690,3100,6790,154,89,243,1217,1107,2324,18285,19480,37765,Bald Hills - Everton Park
30202,350,488,838,4595,5493,10088,0,0,0,707,872,1579,11,12,23,9947,11369,21316,36,43,79,222,267,489,114,148,262,98,124,222,292,344,636,16,29,45,103,94,197,375,424,799,958,1060,2018,69,104,173,55,77,132,1760,2407,4167,628,765,1393,54,66,120,20040,23698,43738,348,338,686,323,267,590,28,36,64,6,10,16,299,254,553,305,264,569,7368,6354,13722,384,230,614,2567,2506,5073,31713,34181,65894,Chermside
30203,246,279,525,2526,2728,5254,0,0,0,301,345,646,7,3,10,5111,5510,10621,17,24,41,86,103,189,71,103,174,62,74,136,186,209,395,9,7,16,65,72,137,171,202,373,527,576,1103,43,45,88,48,54,102,902,1088,1990,316,335,651,21,24,45,10469,11502,21971,361,310,671,175,138,313,19,13,32,4,0,4,373,315,688,377,315,692,4038,3273,7311,181,97,278,1486,1288,2774,17352,17215,34567,Nundah
30204,264,313,577,4060,4819,8879,0,0,0,692,810,1502,6,10,16,7090,8104,15194,12,32,44,147,143,290,110,140,250,77,91,168,255,292,547,13,12,25,73,55,128,323,373,696,855,886,1741,99,140,239,77,100,177,1490,1972,3462,566,693,1259,60,52,112,16005,18724,34729,309,290,599,188,156,344,9,14,23,4,4,8,296,267,563,300,271,571,6031,5184,11215,291,136,427,2170,2168,4338,25567,27256,52823,Sandgate
30301,378,477,855,3486,3861,7347,0,0,0,361,381,742,60,84,144,6844,7898,14742,29,47,76,801,810,1611,82,104,186,87,89,176,229,260,489,11,5,16,36,35,71,505,495,1000,835,948,1783,56,61,117,72,78,150,1131,1535,2666,513,563,1076,32,33,65,15170,17287,32457,292,255,547,223,208,431,52,43,95,0,0,0,210,205,415,210,205,415,4671,4254,8925,217,128,345,1513,1428,2941,22726,24285,47011,Carindale
30302,708,903,1611,4132,4523,8655,0,0,0,404,485,889,23,17,40,8100,9291,17391,24,31,55,1052,1015,2067,101,145,246,107,109,216,291,362,653,49,51,100,73,83,156,330,407,737,765,848,1613,41,52,93,64,78,142,1197,1592,2789,522,643,1165,58,69,127,17333,19801,37134,669,540,1209,781,674,1455,58,58,116,4,0,4,508,352,860,512,352,864,8824,7757,16581,550,309,859,2882,2474,5356,32317,32868,65185,Holland Park - Yeronga
30303,1204,1417,2621,3831,4274,8105,0,0,0,836,1051,1887,18,22,40,7024,8110,15134,46,75,121,1231,1272,2503,118,148,266,175,178,353,449,516,965,20,16,36,104,122,226,928,1100,2028,994,1050,2044,87,117,204,291,365,656,1544,2063,3607,1091,1221,2312,62,67,129,18849,21767,40616,742,609,1351,968,911,1879,47,31,78,0,9,9,585,426,1011,585,435,1020,6991,6187,13178,326,163,489,2319,2111,4430,32031,33631,65662,Mt Gravatt
30304,520,641,1161,2265,2570,4835,3,0,3,299,370,669,38,35,73,4189,4620,8809,58,59,117,425,457,882,67,94,161,64,95,159,201,226,427,33,22,55,50,52,102,258,297,555,485,525,1010,21,30,51,51,56,107,969,1263,2232,436,529,965,42,59,101,9954,11359,21313,470,296,766,458,376,834,17,19,36,3,0,3,257,157,414,260,157,417,4565,4065,8630,222,111,333,1701,1326,3027,18167,18350,36517,Nathan
30305,1341,1547,2888,3241,3584,6825,0,0,0,652,681,1333,32,39,71,5851,6232,12083,57,59,116,587,658,1245,102,138,240,226,262,488,286,321,607,104,105,209,120,127,247,501,583,1084,812,840,1652,71,70,141,162,154,316,1158,1438,2596,774,804,1578,95,86,181,14831,16181,31012,801,829,1630,1002,1012,2014,22,20,42,0,0,0,438,379,817,438,379,817,5760,5118,10878,201,117,318,2121,1921,4042,26517,27124,53641,Rocklea - Acacia Ridge
30306,1740,1945,3685,2034,2242,4276,0,0,0,554,614,1168,50,48,98,4092,4527,8619,31,34,65,552,580,1132,62,79,141,153,168,321,261,326,587,47,48,95,91,107,198,441,564,1005,621,686,1307,29,30,59,117,142,259,1109,1321,2430,693,786,1479,34,38,72,10971,12340,23311,598,550,1148,1419,1364,2783,17,17,34,3,3,6,616,450,1066,619,453,1072,5612,4952,10564,182,96,278,1651,1543,3194,22809,23260,46069,Sunnybank
30401,523,625,1148,2394,2786,5180,3,0,3,432,486,918,17,12,29,3681,4102,7783,59,55,114,174,176,350,26,50,76,38,39,77,370,411,781,25,21,46,27,35,62,156,182,338,512,511,1023,49,55,104,23,27,50,1067,1321,2388,336,384,720,30,34,64,9419,10687,20106,473,479,952,206,193,399,50,53,103,0,0,0,148,146,294,148,146,294,3755,3274,7029,119,70,189,960,882,1842,15653,16409,32062,Centenary
30402,309,393,702,3963,4448,8411,0,0,0,657,757,1414,8,13,21,4699,5308,10007,25,25,50,147,156,303,41,49,90,36,34,70,367,409,776,8,7,15,54,72,126,120,123,243,711,704,1415,19,29,48,12,16,28,1495,1841,3336,524,599,1123,42,63,105,12928,14653,27581,302,305,607,111,112,223,88,99,187,0,0,0,129,125,254,129,125,254,5899,5088,10987,185,106,291,1362,1428,2790,21313,22309,43622,Kenmore - Brookfield - Moggill
30403,633,787,1420,3174,3909,7083,0,0,0,354,397,751,11,10,21,4786,5498,10284,18,12,30,150,183,333,43,45,88,26,31,57,352,423,775,11,8,19,96,107,203,174,213,387,590,652,1242,22,33,55,26,27,53,1206,1485,2691,459,538,997,42,44,86,11540,13615,25155,453,357,810,646,657,1303,79,51,130,3,4,7,162,159,321,165,163,328,7307,6424,13731,327,170,497,1983,1938,3921,23133,24162,47295,Sherwood - Indooroopilly
30404,225,308,533,3668,4231,7899,0,0,0,519,578,1097,13,21,34,6739,7437,14176,40,37,77,160,132,292,51,74,125,73,84,157,246,284,530,4,4,8,45,31,76,229,292,521,756,882,1638,46,64,110,15,18,33,1390,1695,3085,471,537,1008,63,70,133,14528,16471,30999,135,119,254,68,52,120,42,34,76,3,4,7,110,154,264,113,158,271,6358,5311,11669,293,182,475,1547,1428,2975,23309,24063,47372,The Gap - Enoggera
30501,988,1297,2285,2879,2819,5698,3,5,8,306,310,616,0,7,7,5991,6363,12354,13,11,24,885,970,1855,36,41,77,57,49,106,260,257,517,8,6,14,78,77,155,178,219,397,625,580,1205,25,19,44,36,32,68,725,835,1560,458,521,979,46,37,83,12609,13158,25767,584,443,1027,621,402,1023,85,81,166,3,4,7,262,214,476,265,218,483,9582,8075,17657,545,293,838,4793,3543,8336,30072,27510,57582,Brisbane Inner
30502,255,333,588,3155,3214,6369,0,0,0,185,216,401,36,49,85,5106,5645,10751,17,22,39,291,307,598,31,40,71,50,45,95,159,188,347,6,8,14,49,34,83,115,144,259,527,476,1003,22,23,45,20,33,53,806,1067,1873,246,310,556,32,32,64,10853,11853,22706,189,124,313,138,126,264,29,39,68,7,3,10,174,133,307,181,136,317,5106,4592,9698,309,155,464,1776,1381,3157,18836,18739,37575,Brisbane Inner - East
30503,569,795,1364,5716,6676,12392,0,0,0,441,548,989,6,13,19,10449,11760,22209,34,36,70,362,359,721,68,79,147,55,53,108,341,381,722,21,18,39,62,75,137,229,320,549,959,1072,2031,55,71,126,29,41,70,1495,1951,3446,577,659,1236,53,56,109,20952,24168,45120,638,507,1145,544,494,1038,65,87,152,3,5,8,414,292,706,417,297,714,10282,8868,19150,522,299,821,3088,2682,5770,37077,38197,75274,Brisbane Inner - North
30504,385,546,931,3405,4050,7455,0,0,0,309,362,671,7,7,14,7430,8251,15681,15,22,37,218,231,449,43,57,100,14,26,40,232,304,536,17,13,30,41,56,97,145,195,340,592,621,1213,38,33,71,25,29,54,1002,1343,2345,397,518,915,34,46,80,13964,16164,30128,280,216,496,214,187,401,64,60,124,0,3,3,165,147,312,165,150,315,8548,7878,16426,472,250,722,2129,1872,4001,26221,27323,53544,Brisbane Inner - West
30601,333,469,802,3996,4280,8276,0,0,0,300,301,601,4,0,4,5278,6054,11332,40,53,93,99,122,221,101,129,230,45,39,84,363,417,780,5,0,5,35,38,73,282,338,620,673,729,1402,36,43,79,81,93,174,915,1206,2121,521,574,1095,30,21,51,12804,14437,27241,63,66,129,72,63,135,46,31,77,0,3,3,109,139,248,109,142,251,7136,6527,13663,287,185,472,2310,2138,4448,23160,24058,47218,Cairns - North
30602,678,961,1639,7699,8432,16131,0,0,0,602,631,1233,14,16,30,11669,12504,24173,69,75,144,242,227,469,343,462,805,119,138,257,514,553,1067,4,4,8,183,204,387,684,916,1600,1673,1814,3487,89,102,191,256,321,577,1815,2348,4163,941,1063,2004,69,74,143,26985,29884,56869,285,233,518,190,172,362,29,27,56,19,10,29,419,424,843,438,434,872,11608,10053,21661,593,364,957,6277,5520,11797,47083,47648,94731,Cairns - South
30603,111,143,254,3587,3622,7209,0,0,0,140,180,320,11,3,14,5233,4988,10221,7,5,12,151,163,314,145,181,326,6,24,30,125,144,269,0,0,0,20,30,50,405,477,882,557,541,1098,35,29,64,62,99,161,881,950,1831,313,319,632,13,13,26,11691,11768,23459,26,13,39,22,14,36,6,6,12,6,0,6,376,294,670,382,294,676,3306,2630,5936,139,85,224,1548,1280,2828,17231,16233,33464,Innisfail - Cassowary Coast
30604,76,86,162,928,944,1872,0,0,0,51,47,98,0,0,0,1089,1205,2294,3,5,8,17,16,33,53,72,125,4,6,10,73,95,168,0,0,0,3,16,19,80,83,163,150,126,276,6,7,13,14,24,38,247,263,510,85,81,166,10,6,16,2813,2996,5809,14,8,22,12,8,20,3,12,15,3,3,6,23,34,57,26,37,63,1693,1420,3113,87,42,129,807,646,1453,5531,5255,10786,Port Douglas - Daintree
30605,151,227,378,3039,3213,6252,0,0,0,223,271,494,4,3,7,4472,4965,9437,40,34,74,47,50,97,182,267,449,16,26,42,179,190,369,3,3,6,22,25,47,287,341,628,685,677,1362,50,58,108,431,458,889,1058,1337,2395,506,567,1073,28,24,52,11272,12509,23781,40,27,67,84,87,171,11,10,21,3,3,6,104,127,231,107,130,237,4902,4335,9237,219,164,383,2082,1878,3960,18868,19367,38235,Tablelands (East) - Kuranda
30701,49,60,109,6403,6291,12694,0,0,0,220,191,411,4,6,10,5597,5600,11197,101,101,202,21,21,42,113,129,242,24,25,49,526,536,1062,3,0,3,20,20,40,289,312,601,1166,1119,2285,81,107,188,58,57,115,1345,1468,2813,441,453,894,25,25,50,16437,16461,32898,22,15,37,29,22,51,3,9,12,5,3,8,31,35,66,36,38,74,3226,2556,5782,93,53,146,2430,1869,4299,22325,21083,43408,Darling Downs (West) - Maranoa
30702,50,68,118,4728,4839,9567,0,0,0,407,396,803,7,8,15,4569,4720,9289,119,117,236,16,16,32,121,154,275,29,39,68,1431,1362,2793,0,0,0,45,57,102,250,274,524,1203,1151,2354,71,85,156,52,50,102,1489,1578,3067,618,631,1249,22,20,42,15177,15497,30674,35,15,50,21,5,26,4,3,7,3,0,3,33,59,92,36,59,95,2856,2339,5195,129,61,190,2161,1846,4007,20469,19893,40362,Darling Downs - East
30703,83,80,163,4451,4963,9414,0,0,0,342,390,732,91,88,179,5027,5353,10380,55,51,106,36,46,82,110,167,277,64,71,135,321,361,682,0,0,0,38,39,77,159,210,369,838,803,1641,77,96,173,121,135,256,1479,1709,3188,492,558,1050,18,21,39,13719,15061,28780,27,23,50,27,17,44,4,0,4,0,4,4,52,92,144,52,96,148,3264,2834,6098,139,97,236,1570,1407,2977,18885,19615,38500,Granite Belt
30801,79,78,157,3036,2813,5849,0,0,0,183,179,362,25,24,49,3895,3663,7558,5,13,18,40,36,76,49,68,117,49,52,101,263,214,477,0,0,0,113,119,232,189,202,391,513,405,918,53,91,144,46,39,85,1196,1191,2387,530,517,1047,34,21,55,10219,9647,19866,46,44,90,38,32,70,0,3,3,0,3,3,31,35,66,31,38,69,3252,2563,5815,96,46,142,2078,1371,3449,15839,13822,29661,Central Highlands (Qld)
30802,205,289,494,7702,7727,15429,0,0,0,757,828,1585,9,6,15,8002,7761,15763,84,87,171,160,127,287,166,207,373,47,60,107,834,801,1635,4,0,4,71,80,151,289,334,623,1822,1686,3508,147,163,310,63,72,135,2399,2569,4968,807,774,1581,74,66,140,23437,23348,46785,131,98,229,116,87,203,6,16,22,6,3,9,103,120,223,109,123,232,8983,7322,16305,313,151,464,4273,3337,7610,37573,34771,72344,Gladstone - Biloela
30803,396,427,823,10377,11347,21724,0,0,0,1166,1343,2509,21,38,59,13598,14423,28021,62,60,122,102,110,212,250,314,564,141,136,277,536,631,1167,9,4,13,125,158,283,459,565,1024,2442,2458,4900,333,421,754,136,169,305,3880,4795,8675,1382,1512,2894,106,105,211,35125,38589,73714,237,197,434,273,143,416,14,11,25,14,16,30,174,241,415,188,257,445,11451,9505,20956,420,215,635,6647,5242,11889,54751,54586,109337,Rockhampton
30901,395,565,960,5371,6195,11566,0,0,0,265,289,554,7,7,14,7339,8252,15591,16,46,62,383,392,775,77,108,185,45,58,103,330,349,679,13,10,23,50,51,101,246,281,527,922,1120,2042,47,53,100,29,41,70,1226,1590,2816,590,698,1288,34,39,73,16990,19579,36569,121,94,215,133,107,240,100,96,196,3,0,3,169,168,337,172,168,340,6458,5711,12169,371,244,615,3426,3190,6616,28166,29754,57920,Broadbeach - Burleigh
30902,299,384,683,5351,5857,11208,0,0,0,352,357,709,3,3,6,5757,6479,12236,22,41,63,155,175,330,216,275,491,72,88,160,211,274,485,4,3,7,33,41,74,305,369,674,865,944,1809,50,58,108,43,62,105,1142,1465,2607,660,734,1394,19,27,46,15260,17252,32512,79,61,140,53,35,88,32,36,68,6,5,11,79,126,205,85,131,216,5904,5243,11147,335,225,560,2427,2259,4686,24474,25626,50100,Coolangatta
30903,393,519,912,6073,7212,13285,4,7,11,353,422,775,5,9,14,6378,7533,13911,66,81,147,398,420,818,161,212,373,94,89,183,355,392,747,33,29,62,77,77,154,202,254,456,1151,1309,2460,58,83,141,43,51,94,1292,1742,3034,677,787,1464,58,73,131,17478,20782,38260,145,123,268,523,483,1006,82,81,163,0,3,3,114,135,249,114,138,252,6467,5859,12326,341,226,567,3026,2826,5852,28569,31037,59606,Gold Coast - North
30904,105,162,267,1681,1894,3575,0,0,0,165,185,350,0,0,0,1485,1559,3044,10,12,22,34,40,74,66,97,163,20,22,42,103,123,226,0,0,0,22,16,38,69,75,144,398,395,793,17,14,31,24,37,61,373,499,872,314,340,654,18,28,46,4799,5336,10135,17,10,27,10,13,23,12,12,24,0,0,0,57,96,153,57,96,153,2554,2185,4739,146,157,303,770,694,1464,8470,8665,17135,Gold Coast Hinterland
30905,169,213,382,3096,3565,6661,3,5,8,374,385,759,8,8,16,3190,3549,6739,14,18,32,172,138,310,105,123,228,118,116,234,205,232,437,5,3,8,35,62,97,422,472,894,514,550,1064,36,39,75,90,69,159,793,936,1729,673,720,1393,26,25,51,9879,11015,20894,49,58,107,52,43,95,50,48,98,3,0,3,43,82,125,46,82,128,3632,3195,6827,171,128,299,1112,1134,2246,15160,15916,31076,Mudgeeraba - Tallebudgera
30906,339,448,787,6237,6955,13192,0,0,0,524,563,1087,3,3,6,6698,7545,14243,73,82,155,328,323,651,148,208,356,241,263,504,345,398,743,15,11,26,78,97,175,482,556,1038,1110,1186,2296,71,96,167,98,110,208,1450,1756,3206,1119,1244,2363,69,75,144,19089,21471,40560,132,106,238,186,179,365,62,56,118,0,0,0,101,177,278,101,177,278,7684,6682,14366,333,246,579,2712,2671,5383,30638,32036,62674,Nerang
30907,397,559,956,10127,11159,21286,0,0,0,767,794,1561,5,7,12,9734,10486,20220,60,66,126,327,395,722,268,335,603,411,468,879,772,822,1594,14,27,41,73,110,183,672,798,1470,1652,1577,3229,103,125,228,143,162,305,2082,2406,4488,1644,1830,3474,164,170,334,29018,31737,60755,151,151,302,206,228,434,72,73,145,3,0,3,130,186,316,133,186,319,12212,10648,22860,428,333,761,3947,3575,7522,46564,47490,94054,Ormeau - Oxenford
30908,419,591,1010,3915,4598,8513,0,0,0,303,320,623,6,6,12,5076,5920,10996,19,25,44,335,349,684,90,119,209,78,93,171,215,267,482,34,39,73,43,58,101,361,449,810,715,827,1542,29,36,65,53,80,133,1009,1349,2358,670,845,1515,41,44,85,12992,15424,28416,119,118,237,220,199,419,73,69,142,0,0,0,131,144,275,131,144,275,5264,4876,10140,228,152,380,2048,2125,4173,21494,23698,45192,Robina
30909,567,754,1321,4553,5208,9761,0,0,0,293,395,688,9,9,18,5883,6538,12421,71,100,171,350,371,721,118,162,280,98,96,194,419,448,867,31,27,58,71,61,132,236,318,554,905,1081,1986,56,68,124,38,37,75,1145,1461,2606,734,853,1587,52,81,133,15062,17314,32376,310,261,571,509,470,979,88,87,175,0,0,0,158,188,346,158,188,346,6541,5807,12348,354,194,548,2965,2917,5882,26554,27992,54546,Southport
30910,369,500,869,3330,3565,6895,0,0,0,134,151,285,3,4,7,4060,4304,8364,20,30,50,316,346,662,43,42,85,49,38,87,160,207,367,32,20,52,21,38,59,109,121,230,582,558,1140,16,29,45,10,27,37,647,702,1349,369,389,758,8,14,22,9909,10585,20494,320,186,506,244,151,395,118,114,232,0,0,0,296,197,493,296,197,493,3778,3253,7031,245,125,370,2663,2275,4938,17942,17386,35328,Surfers Paradise
31001,2647,2918,5565,3570,4354,7924,0,0,0,667,732,1399,6,15,21,7005,7771,14776,49,56,105,339,350,689,159,219,378,324,317,641,320,388,708,38,34,72,172,187,359,452,534,986,803,846,1649,94,125,219,112,138,250,1501,1769,3270,724,831,1555,83,100,183,16418,18766,35184,439,411,850,1053,1011,2064,14,25,39,10,12,22,240,234,474,250,246,496,6348,5352,11700,262,170,432,4523,2721,7244,31954,31620,63574,Forest Lake - Oxley
31002,158,202,360,5512,5920,11432,0,0,0,843,836,1679,13,17,30,5184,5602,10786,208,269,477,51,39,90,174,228,402,122,114,236,1794,1820,3614,0,0,0,40,50,90,275,276,551,912,829,1741,199,223,422,131,115,246,2338,2495,4833,779,848,1627,311,316,627,18886,19997,38883,14,14,28,27,27,54,6,19,25,4,0,4,90,132,222,94,132,226,6086,5064,11150,202,126,328,3426,2468,5894,28899,28049,56948,Ipswich Hinterland
31003,299,367,666,8625,9494,18119,0,0,0,1276,1347,2623,92,81,173,9988,10800,20788,208,266,474,101,99,200,242,294,536,443,475,918,1370,1458,2828,10,7,17,152,190,342,782,932,1714,1505,1685,3190,308,433,741,155,203,358,3348,4013,7361,1268,1371,2639,328,343,671,30201,33491,63692,156,130,286,118,98,216,21,25,46,3,8,11,179,243,422,182,251,433,10948,9437,20385,498,312,810,4422,3956,8378,46845,48067,94912,Ipswich Inner
31004,805,882,1687,5052,5475,10527,0,0,0,713,726,1439,13,11,24,7039,7552,14591,63,63,126,254,250,504,182,220,402,747,800,1547,471,499,970,25,19,44,179,183,362,885,1024,1909,1020,1070,2090,99,122,221,228,254,482,1572,1761,3333,1167,1351,2518,96,124,220,19805,21504,41309,402,411,813,260,216,476,11,23,34,0,3,3,224,220,444,224,223,447,8316,7141,15457,329,166,495,2905,2737,5642,33057,33303,66360,Springfield - Redbank
31101,36,41,77,1464,1603,3067,0,0,0,133,147,280,3,0,3,1451,1553,3004,3,9,12,10,4,14,44,53,97,11,9,20,105,121,226,3,3,6,3,7,10,59,64,123,159,165,324,10,18,28,20,26,46,572,672,1244,158,167,325,6,9,15,4214,4630,8844,3,0,3,3,6,9,5,3,8,3,0,3,19,29,48,22,29,51,1158,1058,2216,42,27,69,593,510,1103,6076,6304,12380,Beaudesert
31105,369,448,817,4848,5493,10341,0,0,0,548,626,1174,10,17,27,5553,6222,11775,40,39,79,268,268,536,199,239,438,212,239,451,489,557,1046,12,9,21,91,112,203,711,782,1493,946,956,1902,76,71,147,139,198,337,1384,1732,3116,1023,1174,2197,98,103,201,16647,18837,35484,140,165,305,320,316,636,19,15,34,3,3,6,130,165,295,133,168,301,6636,5605,12241,275,161,436,2383,2244,4627,26922,27959,54881,Loganlea - Carbrook
31106,681,761,1442,5296,5849,11145,0,0,0,1105,1130,2235,24,26,50,7032,7699,14731,96,125,221,448,473,921,237,291,528,537,583,1120,575,695,1270,55,44,99,280,314,594,1073,1262,2335,1214,1277,2491,103,121,224,561,621,1182,1824,2219,4043,1475,1649,3124,134,152,286,22069,24530,46599,406,377,783,1360,1241,2601,27,29,56,4,4,8,256,273,529,260,277,537,8271,7114,15385,350,227,577,3930,3445,7375,37354,38001,75355,Springwood - Kingston
31201,110,113,223,3641,3296,6937,0,0,0,199,203,402,0,0,0,4706,4316,9022,15,14,29,34,25,59,95,103,198,26,13,39,218,192,410,0,0,0,23,18,41,250,245,495,574,505,1079,66,81,147,50,51,101,1541,1636,3177,421,371,792,23,16,39,11882,11085,22967,57,28,85,51,22,73,3,3,6,3,0,3,26,34,60,29,34,63,4079,3009,7088,133,91,224,3046,1705,4751,19390,16090,35480,Bowen Basin - North
31202,297,352,649,10126,10645,20771,0,0,0,627,654,1281,10,10,20,15977,16061,32038,78,75,153,94,89,183,286,343,629,93,104,197,828,880,1708,9,16,25,95,94,189,719,800,1519,2050,1750,3800,127,153,280,331,398,729,5158,5764,10922,1256,1360,2616,235,228,463,38099,39424,77523,144,133,277,153,128,281,14,18,32,6,4,10,141,159,300,147,163,310,12159,9898,22057,492,276,768,6732,4168,10900,58237,54560,112797,Mackay
31203,72,86,158,1750,1778,3528,0,0,0,102,88,190,0,0,0,1996,2015,4011,9,12,21,30,23,53,59,76,135,12,24,36,93,86,179,0,0,0,7,13,20,56,63,119,356,279,635,14,17,31,24,31,55,674,757,1431,175,214,389,17,13,30,5374,5489,10863,13,17,30,13,8,21,5,7,12,0,0,0,16,34,50,16,34,50,2593,2084,4677,130,72,202,1488,1033,2521,9704,8830,18534,Whitsunday
31301,94,156,250,3734,3988,7722,3,0,3,239,263,502,0,0,0,3031,3389,6420,26,44,70,79,84,163,86,110,196,33,34,67,245,257,502,10,3,13,19,25,44,143,152,295,712,809,1521,48,59,107,37,40,77,934,1333,2267,317,379,696,35,35,70,9731,11004,20735,21,26,47,24,30,54,7,4,11,0,0,0,42,73,115,42,73,115,3327,2953,6280,117,92,209,1462,1370,2832,14825,15708,30533,Bribie - Beachmere
31302,181,288,469,5352,6003,11355,3,0,3,589,650,1239,28,32,60,5524,6091,11615,38,32,70,112,104,216,197,265,462,146,135,281,551,646,1197,5,4,9,68,105,173,343,440,783,936,1019,1955,108,178,286,138,162,300,1538,1875,3413,807,919,1726,91,90,181,16574,18750,35324,62,76,138,86,82,168,10,7,17,7,5,12,146,226,372,153,231,384,7937,7210,15147,308,216,524,3576,3306,6882,28887,30166,59053,Caboolture
31303,33,54,87,1199,1230,2429,0,0,0,94,104,198,3,8,11,966,1086,2052,6,11,17,8,7,15,29,28,57,14,12,26,103,105,208,0,3,3,6,8,14,27,22,49,184,166,350,20,14,34,22,34,56,446,501,947,150,154,304,46,46,92,3323,3539,6862,3,0,3,14,9,23,3,0,3,0,0,0,31,38,69,31,38,69,1337,1140,2477,37,25,62,1161,544,1705,5942,5349,11291,Caboolture Hinterland
31304,162,205,367,5799,6304,12103,0,0,0,755,839,1594,73,56,129,5992,6570,12562,33,42,75,98,111,209,210,242,452,211,216,427,514,526,1040,0,4,4,93,99,192,406,416,822,1067,1089,2156,102,142,244,192,231,423,1676,2035,3711,983,1016,1999,97,96,193,18301,20034,38335,71,84,155,45,33,78,11,13,24,0,4,4,91,148,239,91,152,243,7200,6553,13753,257,147,404,2716,2515,5231,28854,29736,58590,Narangba - Burpengary
