sa3_name16,sa3_code16,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Stirling,50502,71,14,0,0,0,0,0,0,0,92,126,81,6,0,0,0,0,0,0,207,113,83,21,0,0,0,0,0,0,216,119,121,10,0,0,0,0,0,0,250,68,24,9,0,0,0,0,0,0,103,3,9,0,0,0,0,0,0,0,10,7,10,0,0,0,0,0,0,0,18,7,8,0,0,0,0,0,0,0,11,318,253,44,0,0,0,0,0,0,614,3,4,0,0,0,0,0,0,0,8,21,27,5,0,0,0,0,0,0,54,530,377,53,0,0,0,3,0,3,975,16334,5209,683,25,0,0,3,27,16,22275,15626,8939,869,3,0,0,3,5,71,25507,4118,6431,1566,0,0,0,0,5,31,12145,632,1740,375,0,0,0,0,0,5,2754,2909,3185,519,0,0,0,3,3,18,6644,71,252,74,0,0,0,3,3,0,399,327,292,60,5,0,0,0,7,3,692,183,149,23,0,0,0,0,0,3,358
Wanneroo,50503,102,3,0,0,0,0,0,3,0,108,440,21,0,0,0,0,0,0,0,464,187,26,0,0,0,0,0,0,0,220,124,34,0,0,0,0,0,0,0,165,105,3,0,0,0,0,0,0,0,107,4,0,0,0,0,0,0,0,0,5,17,4,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,11,451,70,4,0,0,0,0,0,0,528,5,0,0,0,0,0,0,0,0,10,32,7,0,0,0,0,0,0,0,38,1032,106,4,0,3,0,0,6,0,1139,10734,1009,10,43,51,0,3,96,3,11846,31042,1945,21,3,3,7,3,15,34,33063,6275,1233,61,0,5,0,0,5,14,7596,575,622,10,0,0,0,0,0,0,1212,3336,421,5,0,7,0,3,6,7,3779,60,70,4,0,0,0,0,0,0,131,340,51,0,13,15,0,0,25,0,421,156,26,0,3,0,0,0,0,0,180
Armadale,50601,52,0,0,0,0,0,0,0,0,55,316,17,0,0,0,0,0,0,0,334,155,28,3,0,0,0,0,0,0,188,77,36,4,0,0,0,0,0,0,119,64,14,0,0,0,0,0,0,0,72,7,3,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,314,83,9,0,0,0,0,0,0,405,8,0,0,0,0,0,0,0,0,8,30,5,0,0,0,0,0,0,0,38,720,107,15,0,0,0,0,4,4,846,5512,412,24,18,0,0,4,25,5,5977,13091,941,36,4,0,0,0,5,8,14074,2189,846,63,0,0,0,3,4,17,3117,205,293,51,0,0,0,0,0,0,553,1427,257,21,0,0,0,0,0,9,1716,31,44,10,0,0,0,0,0,0,76,133,30,0,35,3,0,0,42,0,205,65,17,0,0,0,0,0,0,0,85
Belmont - Victoria Park,50602,36,9,3,0,0,0,0,0,0,42,85,17,11,0,0,0,0,0,0,112,93,39,35,0,0,0,0,3,0,166,116,63,12,0,0,0,0,0,0,196,36,15,6,0,0,0,0,0,0,58,4,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,254,124,58,0,0,0,0,3,0,437,7,4,0,0,0,0,0,0,0,4,26,12,7,0,0,0,0,0,0,41,400,154,74,0,0,0,0,3,0,631,4675,954,356,7,3,0,4,14,3,6006,5802,1656,758,0,0,0,10,12,18,8245,2685,1867,1783,0,0,0,0,0,24,6358,593,642,148,0,0,0,0,0,0,1382,1604,780,439,0,0,0,3,3,11,2833,42,68,7,0,0,0,0,0,0,115,151,88,36,0,0,0,0,0,0,277,76,39,15,0,0,0,0,0,3,135
Canning,50603,42,5,0,0,0,0,0,0,0,51,78,9,3,0,0,0,0,0,0,89,75,20,0,0,0,0,0,0,0,93,51,28,4,0,0,0,0,0,0,88,36,11,0,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,174,67,12,0,0,0,0,0,0,253,3,0,0,0,0,0,0,0,0,6,10,8,0,0,0,0,0,0,0,20,315,82,18,0,0,0,0,0,0,415,8677,909,179,0,0,0,3,3,7,9771,9540,1253,215,0,0,0,3,8,10,11033,2987,1449,298,0,3,0,3,8,25,4763,368,429,146,0,0,0,0,0,3,949,2018,769,121,0,0,0,0,0,10,2927,73,139,85,0,0,0,0,0,6,298,190,100,19,0,0,0,0,0,0,313,96,40,6,0,0,0,0,0,0,142
Gosnells,50604,101,0,0,0,0,0,0,0,0,102,326,16,4,0,0,0,0,0,0,342,142,25,6,0,0,0,0,0,0,174,129,28,6,0,0,0,0,0,0,161,98,3,0,0,0,0,0,0,0,109,6,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,10,401,56,19,0,0,0,3,9,0,478,11,3,0,0,0,0,0,0,0,12,32,3,0,0,0,0,0,0,0,39,873,85,17,3,0,0,3,6,0,986,9156,709,56,43,0,4,24,65,10,10001,16910,1054,114,3,0,3,20,29,16,18119,3198,888,131,0,0,0,13,13,17,4240,473,331,45,0,0,0,0,0,0,857,2381,317,48,0,0,0,13,12,7,2763,43,93,11,0,0,0,3,3,0,150,305,37,4,42,0,0,7,49,3,403,125,33,0,0,0,0,0,0,0,164
Kalamunda,50605,50,0,0,0,0,0,0,0,0,50,189,0,0,0,0,0,0,0,0,193,71,6,0,0,0,0,0,0,0,70,38,11,0,0,0,0,0,0,0,49,42,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,154,19,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,17,409,21,0,0,0,0,0,0,0,426,6506,276,4,48,0,0,21,73,11,6867,8851,175,5,0,0,3,10,15,13,9056,1331,154,3,0,0,0,0,0,4,1490,105,96,9,0,0,0,0,0,0,211,1091,91,0,0,0,3,3,3,5,1186,12,32,28,0,0,0,0,0,0,74,69,3,0,4,0,0,0,5,3,81,61,9,0,0,0,0,0,0,0,70
Serpentine - Jarrahdale,50606,20,0,0,0,0,0,0,0,0,20,141,0,0,0,0,0,0,0,0,142,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,209,0,0,0,0,0,0,0,0,218,1783,4,5,3,0,4,0,4,5,1810,5061,37,5,0,0,4,3,6,7,5121,536,17,0,0,0,0,0,0,0,551,5,0,0,0,0,0,0,0,0,5,421,5,0,0,0,0,0,0,3,436,7,6,0,0,0,0,0,0,0,11,62,0,0,0,0,0,0,0,0,67,30,0,0,0,0,0,0,0,0,31
South Perth,50607,10,5,0,0,0,0,0,0,0,18,17,3,3,0,0,0,0,0,0,22,10,22,11,0,0,0,0,0,0,39,44,16,12,0,0,0,0,0,0,66,4,9,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,48,26,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,10,98,64,30,0,0,0,0,0,0,190,3117,1522,353,0,0,0,0,0,13,5000,2823,1430,365,0,0,0,3,3,10,4627,874,1626,888,0,0,0,0,0,13,3404,308,183,126,0,0,0,0,0,0,625,536,767,314,0,0,0,0,0,10,1625,19,38,10,0,0,0,0,0,0,70,49,41,21,0,0,0,0,0,12,127,39,49,11,0,0,0,0,0,0,89
Cockburn,50701,56,3,0,0,0,0,0,0,0,62,195,17,3,0,0,0,0,0,0,216,114,20,10,0,0,0,0,0,0,144,106,38,10,0,0,0,0,0,0,157,46,10,0,0,0,0,0,0,0,61,0,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,278,82,17,0,0,0,0,0,0,378,4,0,0,0,0,0,0,0,0,4,30,0,7,0,0,0,0,0,0,35,557,101,27,0,0,0,0,0,0,692,7839,914,167,51,55,0,0,107,4,9028,14581,1368,439,3,4,0,0,6,25,16424,3090,1023,696,0,0,0,3,3,18,4826,428,462,155,0,0,0,0,0,4,1050,1718,414,145,0,0,0,0,0,6,2289,33,64,21,0,0,0,0,0,0,121,160,52,13,9,6,0,0,14,0,240,90,20,11,0,0,0,0,0,0,123
Fremantle,50702,19,4,5,0,0,0,0,0,0,28,45,3,3,0,0,0,0,0,0,51,11,8,4,0,0,0,0,0,0,28,45,37,19,0,0,0,0,0,0,99,11,7,4,0,0,0,0,3,0,19,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,56,32,0,0,0,0,3,0,155,3,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,11,129,68,41,0,0,0,0,3,0,247,3376,866,278,0,59,0,10,72,15,4603,3432,783,338,0,5,0,11,16,21,4584,742,627,540,0,0,0,9,9,12,1921,191,531,221,0,0,0,0,0,0,942,643,320,194,0,0,0,7,4,7,1168,20,40,10,0,0,0,0,0,0,69,59,39,14,0,15,0,0,17,12,140,52,16,14,0,3,0,0,3,3,90
Kwinana,50703,38,0,0,0,0,0,0,0,0,38,156,3,0,0,0,0,3,3,0,163,97,6,14,0,0,0,0,0,0,112,52,9,11,0,0,0,0,0,0,65,39,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,200,13,23,0,0,0,0,0,0,235,3,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,16,400,19,27,0,0,0,3,3,0,449,1953,73,22,0,0,0,6,8,3,2058,6478,199,87,0,0,0,38,33,24,6815,1502,150,108,0,0,0,8,6,9,1765,184,139,104,0,0,0,0,0,0,426,733,43,51,0,0,0,4,5,3,834,16,11,24,0,0,0,0,0,0,55,73,7,10,0,0,0,0,0,0,92,31,6,0,0,0,0,0,0,0,36
Melville,50704,44,3,0,0,0,0,0,0,0,44,70,6,0,0,0,0,0,0,0,75,40,15,3,0,0,0,0,0,0,55,43,34,0,0,0,0,0,0,0,82,21,11,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,109,60,7,0,0,0,0,0,0,179,3,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,17,234,77,6,0,0,0,0,0,0,318,12308,2303,272,0,0,0,0,5,20,14907,10234,1883,161,0,3,0,0,5,39,12315,2596,1347,355,3,0,0,0,3,9,4318,285,409,14,0,0,0,0,0,3,707,1574,745,96,0,0,0,0,0,4,2426,25,35,28,0,0,0,0,0,0,89,90,43,18,0,0,0,0,0,0,153,93,37,0,0,0,0,0,0,0,139
Rockingham,50705,93,0,0,3,0,0,0,3,0,100,448,5,0,0,0,0,0,0,0,458,247,30,7,0,0,0,0,0,0,285,66,6,0,0,0,0,0,0,0,74,109,6,0,4,0,0,0,5,0,119,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,455,49,12,4,0,0,0,7,0,518,3,0,0,0,0,0,0,0,0,3,22,7,0,0,0,0,0,0,0,29,1025,62,18,3,0,0,0,6,0,1110,8915,633,144,96,3,3,9,112,8,9803,19157,479,137,6,0,0,6,22,27,19813,5036,733,324,0,0,0,4,3,10,6108,397,228,109,0,0,0,0,0,0,734,2468,282,119,10,0,0,0,12,3,2874,28,22,27,0,0,0,0,0,0,78,493,46,21,21,3,0,0,28,0,589,96,16,14,0,0,0,0,3,0,134
Albany,50901,111,0,0,0,0,0,0,0,0,120,244,0,0,0,0,0,0,0,3,244,90,7,3,0,0,0,0,0,0,103,157,19,0,0,0,0,0,0,0,176,81,0,0,0,0,0,0,0,0,80,17,4,0,0,0,0,0,0,0,19,8,3,0,0,0,0,0,3,0,13,15,0,0,0,0,0,0,0,0,11,362,35,3,0,0,0,0,3,5,414,3,0,0,0,0,0,0,0,0,3,29,4,0,0,0,0,0,0,0,34,750,39,3,0,3,0,0,4,7,812,7637,235,6,81,52,13,7,156,47,8073,6001,69,3,11,0,12,8,31,41,6143,1775,212,26,0,0,0,9,9,12,2035,513,233,11,0,0,0,0,0,5,757,1688,96,11,0,0,3,3,10,6,1811,73,147,18,0,0,0,0,0,0,239,448,50,5,31,18,4,0,46,9,558,237,13,4,0,0,3,0,5,0,256
Wheat Belt - North,50902,160,0,0,3,0,0,0,3,0,165,247,0,0,0,0,0,0,0,0,254,60,3,0,0,0,0,0,0,0,60,201,25,8,0,0,0,0,0,0,235,88,0,0,0,0,0,0,0,0,94,9,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,3,0,42,10,0,0,0,0,0,0,0,0,18,405,27,8,0,0,0,3,4,8,455,5,0,0,0,0,3,0,3,0,10,28,0,0,0,0,0,0,0,0,33,851,27,9,8,0,4,3,13,9,913,7711,41,19,82,25,20,18,148,70,7992,6133,12,8,13,5,29,11,59,50,6259,769,36,28,0,0,0,0,0,0,835,463,107,55,0,0,0,0,0,0,629,1620,42,16,5,3,3,5,14,17,1709,64,37,21,0,0,0,0,0,3,123,714,34,15,18,6,0,3,27,19,806,272,3,6,0,4,0,3,7,0,285
Wheat Belt - South,50903,50,3,0,3,0,0,0,3,0,56,84,0,0,0,0,0,0,0,0,84,37,3,0,0,0,0,0,0,0,33,86,11,3,0,0,0,0,0,0,100,56,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,8,18,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,196,21,3,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,18,347,26,8,3,0,0,0,3,0,376,2949,25,11,33,3,4,10,49,33,3066,1837,11,0,0,0,0,8,8,11,1861,260,22,19,0,0,0,0,0,0,301,150,72,18,0,0,0,7,7,0,246,642,10,3,4,0,0,6,8,5,670,26,33,15,0,0,0,18,18,0,96,353,21,6,3,3,0,3,12,5,394,118,4,3,0,0,0,0,0,0,126
Kimberley,51001,168,3,3,15,0,7,5,24,9,202,272,7,8,0,0,0,3,3,0,290,123,23,18,3,0,0,0,3,6,171,1905,171,65,0,0,3,0,3,26,2170,110,8,8,3,0,0,4,6,0,129,217,5,3,0,0,3,0,3,3,237,139,23,6,3,0,0,3,8,3,180,55,6,0,0,0,0,0,0,3,64,2540,241,110,6,0,5,4,23,39,2949,41,0,0,0,0,3,0,5,3,52,145,34,15,5,0,5,0,9,3,207,3163,284,140,31,3,18,10,67,57,3708,646,16,14,372,4,23,30,424,17,1118,1305,46,38,25,0,4,26,55,14,1453,621,201,145,20,0,0,10,24,5,995,444,108,55,0,0,0,0,3,9,626,351,37,35,24,4,4,32,63,11,502,43,7,0,0,0,0,0,0,3,55,728,164,64,96,0,30,26,151,33,1136,86,10,8,8,0,4,5,16,8,129
East Pilbara,51002,38,3,0,0,0,0,0,3,0,45,73,3,3,0,0,0,0,0,0,80,148,19,15,0,0,0,0,0,0,174,330,41,0,0,0,0,0,0,3,381,11,0,0,0,0,0,0,0,0,11,94,0,0,0,0,0,0,0,0,91,264,24,28,0,0,0,0,0,0,319,11,0,0,0,0,0,0,0,0,11,856,91,49,0,0,0,0,0,3,996,11,0,0,0,0,0,0,0,0,9,66,11,3,0,0,3,0,3,4,79,1039,103,53,0,0,5,0,7,4,1205,247,14,9,55,0,0,3,60,6,337,381,18,14,3,0,0,0,3,0,412,945,95,210,0,0,0,0,0,3,1246,288,19,20,0,0,0,0,0,3,334,126,10,14,4,0,0,3,7,0,148,16,0,6,0,0,0,0,0,0,28,1472,131,174,10,4,4,6,16,19,1812,63,4,11,0,3,0,0,3,6,78
West Pilbara,51003,31,0,0,0,0,0,0,0,0,34,59,4,0,0,0,0,0,0,0,64,141,43,5,0,0,0,0,0,0,192,214,89,0,0,0,0,0,0,0,307,24,3,0,0,0,0,0,0,0,28,81,3,3,0,0,0,0,0,0,86,324,39,4,0,0,0,0,0,0,365,11,0,0,0,0,0,0,0,0,15,794,175,16,0,0,0,0,4,3,988,11,0,0,0,0,0,0,0,0,11,38,7,0,0,0,0,0,0,0,50,928,186,18,9,0,0,0,12,8,1148,351,16,6,97,0,10,0,105,5,482,808,49,5,10,0,0,0,10,3,880,1147,181,121,0,3,0,0,5,0,1452,304,68,15,5,0,0,0,5,0,388,226,21,4,3,0,0,0,8,0,258,10,0,0,0,0,0,0,0,0,11,2719,313,78,15,3,5,4,32,9,3148,96,9,3,0,0,3,0,3,3,123
Esperance,51101,29,0,0,0,0,0,0,0,0,30,59,0,0,0,0,0,0,0,0,57,18,3,0,0,0,0,0,0,0,20,31,10,0,0,0,0,0,0,0,47,22,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,3,20,4,0,0,0,0,0,0,0,0,7,98,21,0,0,0,0,0,0,3,117,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,18,197,22,0,4,0,0,0,4,6,232,1691,70,8,29,0,7,0,32,24,1819,1462,16,7,4,0,3,6,14,18,1514,410,75,20,0,0,0,0,0,0,513,113,64,12,0,0,0,0,0,5,194,478,45,21,3,0,0,0,5,7,553,3,37,0,0,0,0,0,0,0,42,232,18,3,5,0,3,0,13,16,284,80,5,0,0,0,0,0,0,3,90
Gascoyne,51102,53,0,0,0,0,0,0,0,0,56,60,0,0,0,0,0,0,0,0,65,24,0,7,0,0,0,0,0,0,33,174,24,0,0,0,0,0,0,0,196,21,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,8,251,31,3,0,0,0,0,0,0,284,3,0,0,0,0,0,0,0,0,5,24,3,0,0,0,0,0,0,0,32,386,30,3,3,0,3,0,5,3,436,585,6,8,190,13,17,3,222,16,835,620,6,3,12,0,0,0,19,5,665,258,24,19,0,0,0,3,0,0,309,184,39,6,0,0,0,0,0,5,233,180,22,12,7,0,0,0,11,0,224,5,14,0,0,0,0,0,0,0,22,222,24,6,25,0,6,0,32,3,297,30,0,4,6,0,0,0,5,0,49
Goldfields,51103,70,3,0,3,0,0,0,3,3,75,216,7,0,0,0,0,0,0,0,225,148,43,7,0,0,0,0,0,0,189,464,62,16,0,0,0,0,0,3,545,75,5,0,0,0,0,0,0,3,82,65,0,0,0,0,0,0,0,3,67,45,3,0,0,0,0,0,0,0,54,13,4,0,0,0,0,0,0,0,13,800,117,25,3,0,0,0,3,10,954,8,0,0,0,0,0,0,0,0,10,53,10,0,0,0,0,0,0,5,64,1149,138,23,4,0,0,0,6,11,1336,1839,96,6,86,4,3,8,101,21,2061,4175,250,14,8,0,0,9,16,6,4466,1216,626,100,0,0,0,0,0,4,1937,279,229,26,0,0,0,0,0,3,535,689,116,16,3,0,0,6,11,7,834,8,24,31,0,0,0,0,0,0,70,449,126,18,59,14,0,10,86,14,692,69,12,0,4,0,0,4,9,3,96
Mid West,51104,192,6,0,9,0,0,3,14,3,210,371,0,0,0,0,0,4,3,0,374,258,43,4,0,0,0,0,0,0,308,318,61,34,0,0,0,11,11,3,437,160,14,3,0,0,0,0,0,0,184,41,5,3,0,0,0,0,0,0,48,64,3,10,7,0,0,0,5,0,77,25,0,3,0,0,0,0,0,0,24,858,135,58,7,0,0,17,20,6,1079,8,0,0,0,0,0,0,0,0,9,65,8,10,0,0,0,7,9,3,82,1492,146,67,16,0,5,29,44,10,1763,5444,310,32,145,90,16,14,263,39,6095,5356,168,26,11,0,16,39,62,16,5633,1342,384,93,0,0,0,4,3,11,1826,359,197,84,0,0,0,3,3,3,648,1295,166,38,5,0,3,16,24,10,1537,45,29,11,0,0,0,0,0,0,84,478,34,31,30,14,3,9,52,16,615,150,14,3,3,0,3,3,4,3,181
